rup_mag,dist_rhypo,site_vs30,damping,result_type,0.01,0.015,0.02,0.03,0.04,0.05,0.06,0.075,0.09,0.1,0.15,0.2,0.3,0.4,0.5,0.6,0.7,0.75,0.8,0.9,1.0,1.2,1.5,2.0,2.5,3.0,4.0
6.5,35.0,4000.0,5.0,TOTAL_STDDEV,0.3322,0.3491,0.3925,0.4143,0.3391,0.3061,0.2976,0.2917,0.2873,0.2845,0.2737,0.2666,0.2586,0.2531,0.247,0.2407,0.2346,0.2318,0.2294,0.2253,0.2224,0.2202,0.2226,0.2337,0.2458,0.2557,0.2685
6.5,100.0,4000.0,5.0,TOTAL_STDDEV,0.3322,0.3491,0.3925,0.4143,0.3391,0.3061,0.2976,0.2917,0.2873,0.2845,0.2737,0.2666,0.2586,0.2531,0.247,0.2407,0.2346,0.2318,0.2294,0.2253,0.2224,0.2202,0.2226,0.2337,0.2458,0.2557,0.2685
