"","M","Ustar","sd_med","sd_sigma_T"
"45",5,0.44,0.821875510530567,0.574370761170387
"46",5,0.45,0.821881553741552,0.574376866822618
"47",5,0.46,0.821886723952656,0.574362718693788
"48",5,0.47,0.821890999612262,0.574328306088088
"49",5,0.48,0.821894361359135,0.574273603607522
"50",5,0.49,0.821896792129135,0.574198571221868
"51",5,0.5,0.821898277229371,0.574103154384461
"52",5,0.51,0.821898804381405,0.573987284193727
"53",5,0.52,0.821898363735028,0.573850877600374
"54",5,0.53,0.82189694785399,0.573693837660129
"55",5,0.54,0.821894551675013,0.573516053831873
"56",5,0.55,0.82189117244131,0.573317402320991
"57",5,0.56,0.82188680961183,0.573097746467733
"58",5,0.57,0.821881464747364,0.572856937180319
"59",5,0.58,0.821875141374682,0.572594813412481
"60",5,0.59,0.821867844829851,0.572311202685083
"61",5,0.6,0.821859582081957,0.572005921651397
"62",5,0.61,0.82185036153848,0.571678776705536
"63",5,0.62,0.821840192833736,0.571329564633482
"64",5,0.63,0.821829086601886,0.570958073306063
"65",5,0.64,0.821817054236281,0.570564082413131
"66",5,0.65,0.821804107637123,0.570147364238113
"67",5,0.66,0.8217902589498,0.569707684472006
"68",5,0.67,0.821775520296692,0.569244803065757
"69",5,0.68,0.8217599035058,0.568758475119888
"70",5,0.69,0.821743419840281,0.568248451810084
"71",5,0.7,0.821726079733886,0.56771448134735
"72",5,0.71,0.821707892538458,0.567156309971224
"73",5,0.72,0.82168886629116,0.566573682974393
"74",5,0.73,0.821669007510991,0.565966345756949
"75",5,0.74,0.821648321036626,0.565334044908382
"76",5,0.75,0.821626809920828,0.564676529315281
"77",5,0.76,0.821604475400792,0.563993551292614
"78",5,0.77,0.821581316969328,0.563284867736301
"79",5,0.78,0.821557332578974,0.562550241294713
"80",5,0.79,0.821532519020846,0.561789441556614
"81",5,0.8,0.821506872533128,0.561002246252948
"82",5,0.81,0.821480389711954,0.560188442469806
"83",5,0.82,0.821453068822143,0.559347827869811
"84",5,0.83,0.821424911639919,0.558480211919097
"85",5,0.84,0.821395926009028,0.557585417116994
"86",5,0.85,0.821366129363132,0.556663280225497
"87",5,0.86,0.821335553572803,0.555713653495552
"88",5,0.87,0.821304251634563,0.554736405887193
"89",5,0.88,0.821272306965448,0.553731424280546
"90",5,0.89,0.821239846457879,0.552698614674739
"91",5,0.9,0.821207059092396,0.55163790337179
"92",5,0.91,0.821174223002487,0.550549238142572
"93",5,0.92,0.821141745842247,0.549432589372041
"94",5,0.93,0.821110226990418,0.548287951180967
"95",5,0.94,0.821080557527326,0.547115342521497
"96",5,0.95,0.821054090081816,0.545914808243999
"97",5,0.96,0.821032949918092,0.544686420132745
"98",5,0.97,0.821020669130109,0.543430277908101
"99",5,0.98,0.821023711840839,0.542146510193072
"100",5,0.99,0.821056415101879,0.540835275442149
"101",5,1,0.821187947940181,0.539496762830613
"102",5.1,0,0.775960666608112,0.507620087885562
"103",5.1,0.01,0.775591673903801,0.508647106791265
"104",5.1,0.02,0.775581845384327,0.50964759934699
"105",5.1,0.03,0.775620183632223,0.510621578891251
"106",5.1,0.04,0.775673166764464,0.511569081203142
"107",5.1,0.05,0.775729717821828,0.512490163279458
"108",5.1,0.06,0.775785357569688,0.51338490209483
"109",5.1,0.07,0.775838189822477,0.514253393347961
"110",5.1,0.08,0.775887482184547,0.51509575019708
"111",5.1,0.09,0.775933065972313,0.515912101987765
"112",5.1,0.1,0.775975052583478,0.5167025929763
"113",5.1,0.11,0.776013689269801,0.517467381051689
"114",5.1,0.12,0.77604928225028,0.518206636459453
"115",5.1,0.13,0.77608215462039,0.51892054053029
"116",5.1,0.14,0.776112623164295,0.5196092844166
"117",5.1,0.15,0.776140985823062,0.520273067839838
"118",5.1,0.16,0.776167515329046,0.520912097851562
"119",5.1,0.17,0.776192456466744,0.521526587610942
"120",5.1,0.18,0.776216025478924,0.522116755181411
"121",5.1,0.19,0.776238410733257,0.522682822349012
"122",5.1,0.2,0.776259774111236,0.523225013464892
"123",5.1,0.21,0.776280252787892,0.523743554314245
"124",5.1,0.22,0.776299961196743,0.524238671013901
"125",5.1,0.23,0.776318993052529,0.524710588940613
"126",5.1,0.24,0.776337423353381,0.525159531691951
"127",5.1,0.25,0.776355310315274,0.525585720081596
"128",5.1,0.26,0.776372697211576,0.525989371170669
"129",5.1,0.27,0.77638961410327,0.526370697336616
"130",5.1,0.28,0.776406079453625,0.526729905381022
"131",5.1,0.29,0.776422101626266,0.527067195677609
"132",5.1,0.3,0.776437680268787,0.527382761361559
"133",5.1,0.31,0.776452807586031,0.527676787561149
"134",5.1,0.32,0.776467469508202,0.527949450672635
"135",5.1,0.33,0.776481646759554,0.528200917679147
"136",5.1,0.34,0.776495315833524,0.528431345514316
"137",5.1,0.35,0.7765084498802,0.528640880471229
"138",5.1,0.36,0.776521019511741,0.528829657657246
"139",5.1,0.37,0.776532993531161,0.528997800495109
"140",5.1,0.38,0.776544339589511,0.529145420270745
"141",5.1,0.39,0.776555024776193,0.52927261572805
"142",5.1,0.4,0.776565016146766,0.529379472710947
"143",5.1,0.41,0.776574281192286,0.529466063852903
"144",5.1,0.42,0.776582788253891,0.529532448314081
"145",5.1,0.43,0.776590506886038,0.529578671566266
"146",5.1,0.44,0.776597408171521,0.529604765225647
"147",5.1,0.45,0.776603464991123,0.529610746933526
"148",5.1,0.46,0.776608652250537,0.529596620284993
"149",5.1,0.47,0.776612947066939,0.52956237480558
"150",5.1,0.48,0.776616328917422,0.529507985975883
"151",5.1,0.49,0.776618779751309,0.529433415304118
"152",5.1,0.5,0.776620284068194,0.529338610446553
"153",5.1,0.51,0.776620828963438,0.529223505375739
"154",5.1,0.52,0.776620404142691,0.529088020596426
"155",5.1,0.53,0.77661900190693,0.528932063409025
"156",5.1,0.54,0.776616617109402,0.528755528220456
"157",5.1,0.55,0.776613247085793,0.52855829690215
"158",5.1,0.56,0.776608891558884,0.528340239194979
"159",5.1,0.57,0.776603552518944,0.528101213160793
"160",5.1,0.58,0.776597234081071,0.52784106568022
"161",5.1,0.59,0.776589942320743,0.527559632996309
"162",5.1,0.6,0.77658168508886,0.527256741303536
"163",5.1,0.61,0.776572471807652,0.526932207381604
"164",5.1,0.62,0.776562313248931,0.526585839273418
"165",5.1,0.63,0.776551221296351,0.526217437006477
"166",5.1,0.64,0.77653920869354,0.525826793356886
"167",5.1,0.65,0.776526288780264,0.525413694655039
"168",5.1,0.66,0.776512475219161,0.524977921631944
"169",5.1,0.67,0.776497781716063,0.524519250305041
"170",5.1,0.68,0.776482221737509,0.524037452902233
"171",5.1,0.69,0.776465808229884,0.523532298822743
"172",5.1,0.7,0.776448553345523,0.523003555633261
"173",5.1,0.71,0.776430468182472,0.522450990097738
"174",5.1,0.72,0.776411562546111,0.521874369239033
"175",5.1,0.73,0.776391844742969,0.521273461430492
"176",5.1,0.74,0.776371321419672,0.520648037515414
"177",5.1,0.75,0.776349997463404,0.519997871952217
"178",5.1,0.76,0.776327875984748,0.519322743983002
"179",5.1,0.77,0.776304958409624,0.518622438823089
"180",5.1,0.78,0.776281244714839,0.517896748868966
"181",5.1,0.79,0.776256733852153,0.517145474922031
"182",5.1,0.8,0.776231424419808,0.516368427425345
"183",5.1,0.81,0.776205315659628,0.51556542771058
"184",5.1,0.82,0.776178408884316,0.51473630925224
"185",5.1,0.83,0.776150709476711,0.513880918926168
"186",5.1,0.84,0.776122229655677,0.51299911826932
"187",5.1,0.85,0.776092992279891,0.512090784737723
"188",5.1,0.86,0.776063036073886,0.511155812959536
"189",5.1,0.87,0.776032422831326,0.510194115980099
"190",5.1,0.88,0.776001247414314,0.509205626495902
"191",5.1,0.89,0.775969651787114,0.508190298074379
"192",5.1,0.9,0.775937845011952,0.507148106356531
"193",5.1,0.91,0.77590613231061,0.50607905023939
"194",5.1,0.92,0.775874958393858,0.50498315303544
"195",5.1,0.93,0.775844974210889,0.503860463606183
"196",5.1,0.94,0.775817144212476,0.502711057467153
"197",5.1,0.95,0.775792928560929,0.50153503786179
"198",5.1,0.96,0.77577461686736,0.500332536801716
"199",5.1,0.97,0.775766008658738,0.499103716071097
"200",5.1,0.98,0.77577405035922,0.497848768192938
"201",5.1,0.99,0.775814141373456,0.49656791735529
"202",5.1,1,0.775960666608112,0.495261420295552
"203",5.2,0,0.730821505040832,0.464276754165125
"204",5.2,0.01,0.730421684118013,0.46528075959651
"205",5.2,0.02,0.730405497167634,0.466259473787448
"206",5.2,0.03,0.730441206142343,0.467212853282115
"207",5.2,0.04,0.730492942056335,0.468140879081684
"208",5.2,0.05,0.730548818324206,0.469043555400092
"209",5.2,0.06,0.730604007427184,0.469920908400446
"210",5.2,0.07,0.730656449834295,0.47077298491524
"211",5.2,0.08,0.730705335663927,0.471599851153628
"212",5.2,0.09,0.730750462066143,0.472401591399042
"213",5.2,0.1,0.730791929122444,0.473178306700427
"214",5.2,0.11,0.730829984981536,0.473930113560398
"215",5.2,0.12,0.730864943144727,0.474657142623583
"216",5.2,0.13,0.730897137067841,0.475359537368391
"217",5.2,0.14,0.730926895058144,0.476037452805396
"218",5.2,0.15,0.730954526627535,0.476691054185453
"219",5.2,0.16,0.730980315486259,0.477320515720598
"220",5.2,0.17,0.731004516450595,0.477926019320687
"221",5.2,0.18,0.731027354672714,0.478507753348622
"222",5.2,0.19,0.73104902624066,0.479065911396908
"223",5.2,0.2,0.731069699568468,0.479600691088161
"224",5.2,0.21,0.731089517218513,0.480112292902062
"225",5.2,0.22,0.731108597933649,0.480600919031108
"226",5.2,0.23,0.731127038740782,0.481066772267391
"227",5.2,0.24,0.731144917040456,0.481510054922482
"228",5.2,0.25,0.731162292630739,0.481930967782351
"229",5.2,0.26,0.731179209635282,0.48232970909913
"230",5.2,0.27,0.731195698319281,0.482706473621371
"231",5.2,0.28,0.731211776785981,0.483061451664303
"232",5.2,0.29,0.731227452552019,0.483394828221492
"233",5.2,0.3,0.731242724003453,0.483706782119126
"234",5.2,0.31,0.731257581736441,0.48399748521407
"235",5.2,0.32,0.731272009787806,0.484267101636691
"236",5.2,0.33,0.731285986761299,0.484515787079329
"237",5.2,0.34,0.731299486855649,0.48474368813122
"238",5.2,0.35,0.731312480800442,0.484950941660547
"239",5.2,0.36,0.731324936705705,0.485137674244201
"240",5.2,0.37,0.731336820830807,0.485304001645789
"241",5.2,0.38,0.731348098277933,0.485450028342302
"242",5.2,0.39,0.731358733615103,0.485575847099816
"243",5.2,0.4,0.731368691433274,0.485681538598529
"244",5.2,0.41,0.731377936841786,0.485767171107379
"245",5.2,0.42,0.731386435906043,0.485832800208451
"246",5.2,0.43,0.731394156030999,0.485878468571311
"247",5.2,0.44,0.731401066293759,0.485904205777401
"248",5.2,0.45,0.731407137728286,0.485910028194555
"249",5.2,0.46,0.73141234356499,0.485895938901703
"250",5.2,0.47,0.731416659427725,0.485861927663768
"251",5.2,0.48,0.731420063490512,0.485807970956748
"252",5.2,0.49,0.731422536596126,0.485734032042951
"253",5.2,0.5,0.731424062338505,0.485640061096303
"254",5.2,0.51,0.7314246271108,0.485525995377649
"255",5.2,0.52,0.731424220120741,0.485391759459908
"256",5.2,0.53,0.731422833374894,0.485237265502921
"257",5.2,0.54,0.731420461633292,0.485062413577791
"258",5.2,0.55,0.731417102335833,0.484867092040479
"259",5.2,0.56,0.731412755501803,0.484651177954346
"260",5.2,0.57,0.731407423603853,0.484414537561309
"261",5.2,0.58,0.73140111141773,0.484157026801201
"262",5.2,0.59,0.731393825849114,0.483878491878844
"263",5.2,0.6,0.731385575738936,0.483578769878319
"264",5.2,0.61,0.731376371648656,0.483257689423757
"265",5.2,0.62,0.731366225627118,0.482915071385974
"266",5.2,0.63,0.731355150960736,0.482550729634101
"267",5.2,0.64,0.731343161909071,0.482164471831303
"268",5.2,0.65,0.731330273428103,0.481756100273552
"269",5.2,0.66,0.731316500883964,0.481325412770311
"270",5.2,0.67,0.731301859760384,0.480872203565847
"271",5.2,0.68,0.731286365363756,0.480396264299789
"272",5.2,0.69,0.731270032530612,0.479897385005388
"273",5.2,0.7,0.731252875343293,0.479375355143825
"274",5.2,0.71,0.731234906861021,0.478829964672757
"275",5.2,0.72,0.731216138875274,0.478261005147168
"276",5.2,0.73,0.731196581700576,0.477668270850437
"277",5.2,0.74,0.731176244014712,0.477051559953421
"278",5.2,0.75,0.73115513276601,0.476410675699195
"279",5.2,0.76,0.731133253170216,0.475745427610976
"280",5.2,0.77,0.731110608825753,0.475055632720635
"281",5.2,0.78,0.731087201984572,0.474341116815073
"282",5.2,0.79,0.731063034026988,0.473601715697648
"283",5.2,0.8,0.731038106203971,0.472837276461723
"284",5.2,0.81,0.731012420731034,0.472047658773342
"285",5.2,0.82,0.730985982346356,0.471232736159936
"286",5.2,0.83,0.730958800485733,0.47039239730194
"287",5.2,0.84,0.730930892283898,0.469526547324128
"288",5.2,0.85,0.730902286694109,0.468635109083446
"289",5.2,0.86,0.730873030139577,0.467718024450129
"290",5.2,0.87,0.730843194293817,0.466775255578868
"291",5.2,0.88,0.730812886870808,0.465806786166824
"292",5.2,0.89,0.730782266757127,0.464812622695326
"293",5.2,0.9,0.730751565559715,0.46379279565213
"294",5.2,0.91,0.730721118908034,0.462747360731208
"295",5.2,0.92,0.730691413106768,0.461676400007092
"296",5.2,0.93,0.73066315698532,0.460580023080938
"297",5.2,0.94,0.730637397336033,0.459458368195546
"298",5.2,0.95,0.730615714994882,0.458311603316745
"299",5.2,0.96,0.730600583990586,0.457139927178673
"300",5.2,0.97,0.73059610392395,0.455943570290609
"301",5.2,0.98,0.730609762351665,0.454722795903242
"302",5.2,0.99,0.730658150544372,0.453477900932353
"303",5.2,1,0.730821505040832,0.452209216838113
"304",5.3,0,0.685787864321275,0.42234435668913
"305",5.3,0.01,0.68535321925645,0.423321131455636
"306",5.3,0.02,0.685329838990533,0.424274034321739
"307",5.3,0.03,0.685362567200229,0.425202958330533
"308",5.3,0.04,0.685412884082133,0.426107823204789
"309",5.3,0.05,0.685467988540743,0.426988574080035
"310",5.3,0.06,0.685522659606709,0.427845180215682
"311",5.3,0.07,0.685574653191424,0.428677633687518
"312",5.3,0.08,0.685623071841659,0.429485948064925
"313",5.3,0.09,0.685667674072142,0.430270157076241
"314",5.3,0.1,0.68570854714384,0.431030313265695
"315",5.3,0.11,0.685745940184287,0.431766486645366
"316",5.3,0.12,0.685780174889828,0.432478763345598
"317",5.3,0.13,0.68581159639144,0.433167244267288
"318",5.3,0.14,0.685840545987941,0.433832043739407
"319",5.3,0.15,0.685867346239444,0.43447328818506
"320",5.3,0.16,0.685892293237149,0.435091114799336
"321",5.3,0.17,0.68591565311187,0.435685670242066
"322",5.3,0.18,0.68593766106456,0.436257109348563
"323",5.3,0.19,0.685958521890793,0.43680559386126
"324",5.3,0.2,0.685978411372036,0.437331291185069
"325",5.3,0.21,0.685997478145974,0.43783437316913
"326",5.3,0.22,0.686015845814383,0.43831501491752
"327",5.3,0.23,0.686033615137854,0.438773393631295
"328",5.3,0.24,0.686050866223994,0.439209687484144
"329",5.3,0.25,0.686067660652221,0.439624074533759
"330",5.3,0.26,0.686084043501688,0.440016731670874
"331",5.3,0.27,0.686100045263998,0.440387833607791
"332",5.3,0.28,0.686115683632068,0.440737551908053
"333",5.3,0.29,0.686130965162698,0.441066054058787
"334",5.3,0.3,0.686145886814313,0.441373502587095
"335",5.3,0.31,0.686160437363746,0.441660054221737
"336",5.3,0.32,0.686174598707273,0.441925859101234
"337",5.3,0.33,0.686188347051894,0.442171060029369
"338",5.3,0.34,0.686201654003102,0.442395791778977
"339",5.3,0.35,0.686214487555421,0.442600180444803
"340",5.3,0.36,0.686226812991844,0.442784342846076
"341",5.3,0.37,0.686238593698013,0.442948385979413
"342",5.3,0.38,0.686249791896682,0.443092406522519
"343",5.3,0.39,0.686260369307635,0.443216490389125
"344",5.3,0.4,0.686270287737873,0.443320712335503
"345",5.3,0.41,0.686279509606525,0.443405135618849
"346",5.3,0.42,0.686287998408594,0.44346981170777
"347",5.3,0.43,0.686295719121311,0.443514780045054
"348",5.3,0.44,0.68630263855657,0.443540067862859
"349",5.3,0.45,0.686308725662635,0.443545690050418
"350",5.3,0.46,0.686313951778025,0.443531649074324
"351",5.3,0.47,0.686318290840274,0.443497934951403
"352",5.3,0.48,0.686321719552008,0.443444525274187
"353",5.3,0.49,0.686324217506613,0.443371385288914
"354",5.3,0.5,0.68632576727557,0.443278468026007
"355",5.3,0.51,0.686326354459387,0.443165714482899
"356",5.3,0.52,0.686325967703918,0.443033053859061
"357",5.3,0.53,0.686324598683738,0.442880403843048
"358",5.3,0.54,0.686322242054158,0.442707670951319
"359",5.3,0.55,0.686318895373369,0.44251475091856
"360",5.3,0.56,0.686314558996176,0.442301529139156
"361",5.3,0.57,0.68630923594073,0.442067881159427
"362",5.3,0.58,0.686302931729671,0.441813673220162
"363",5.3,0.59,0.68629565420713,0.441538762848896
"364",5.3,0.6,0.686287413333073,0.44124299950132
"365",5.3,0.61,0.686278220956597,0.440926225251113
"366",5.3,0.62,0.686268090569903,0.440588275527376
"367",5.3,0.63,0.686257037044877,0.440228979898764
"368",5.3,0.64,0.686245076354489,0.439848162903285
"369",5.3,0.65,0.686232225281527,0.439445644922625
"370",5.3,0.66,0.686218501117661,0.439021243099731
"371",5.3,0.67,0.686203921356354,0.438574772298243
"372",5.3,0.68,0.686188503383905,0.438106046102255
"373",5.3,0.69,0.686172264173755,0.437614877854713
"374",5.3,0.7,0.6861552199904,0.437101081732648
"375",5.3,0.71,0.686137386110672,0.436564473857273
"376",5.3,0.72,0.686118776572074,0.436004873436842
"377",5.3,0.73,0.68609940396019,0.435422103940026
"378",5.3,0.74,0.686079279250346,0.434815994297407
"379",5.3,0.75,0.68605841172264,0.434186380128578
"380",5.3,0.76,0.686036808974682,0.433533104992176
"381",5.3,0.77,0.686014477063242,0.432856021656076
"382",5.3,0.78,0.685991420815016,0.432154993384844
"383",5.3,0.79,0.685967644358831,0.431429895241445
"384",5.3,0.8,0.685943151947927,0.43068061540011
"385",5.3,0.81,0.685917949163216,0.429907056467166
"386",5.3,0.82,0.685892044619223,0.429109136806607
"387",5.3,0.83,0.68586545233757,0.428286791867075
"388",5.3,0.84,0.685838195014283,0.42743997550692
"389",5.3,0.85,0.685810308496171,0.42656866131399
"390",5.3,0.86,0.685781847912829,0.42567284391676
"391",5.3,0.87,0.685752896108927,0.424752540283475
"392",5.3,0.88,0.68572357532776,0.423807791005962
"393",5.3,0.89,0.685694063584206,0.422838661564854
"394",5.3,0.9,0.6856646179656,0.421845243573021
"395",5.3,0.91,0.685635608464759,0.420827655994063
"396",5.3,0.92,0.685607568386429,0.419786046332871
"397",5.3,0.93,0.685581271957269,0.418720591795317
"398",5.3,0.94,0.6855578589974,0.417631500414299
"399",5.3,0.95,0.685539046666764,0.416519012139496
"400",5.3,0.96,0.685527517313337,0.415383399888333
"401",5.3,0.97,0.685527709477772,0.414224970555812
"402",5.3,0.98,0.685547721891384,0.413044065981053
"403",5.3,0.99,0.685605491862839,0.411841063868524
"404",5.3,1,0.685787864321275,0.41061637866214
"405",5.4,0,0.640881990459477,0.382159867733126
"406",5.4,0.01,0.640407715357595,0.383105178560113
"407",5.4,0.02,0.640376135064106,0.384028233824028
"408",5.4,0.03,0.640405457222145,0.384928855335168
"409",5.4,0.04,0.640454146032652,0.385806894050304
"410",5.4,0.05,0.640508359747947,0.38666222878157
"411",5.4,0.06,0.640562429614927,0.387494764880533
"412",5.4,0.07,0.640613901462856,0.388304432900902
"413",5.4,0.08,0.640661778125329,0.38909118724338
"414",5.4,0.09,0.640705774096604,0.389855004786221
"415",5.4,0.1,0.640745961998693,0.3905958835051
"416",5.4,0.11,0.640782592028293,0.391313841085899
"417",5.4,0.12,0.640815995167298,0.39200891353404
"418",5.4,0.13,0.64084652979673,0.392681153783957
"419",5.4,0.14,0.640874551967389,0.39333063031226
"420",5.4,0.15,0.640900399059459,0.393957425758113
"421",5.4,0.16,0.64092438122817,0.394561635554259
"422",5.4,0.17,0.640946777457804,0.395143366572042
"423",5.4,0.18,0.640967834365073,0.395702735783687
"424",5.4,0.19,0.640987766637419,0.396239868944983
"425",5.4,0.2,0.641006758425322,0.396754899301394
"426",5.4,0.21,0.641024965266997,0.397247966320471
"427",5.4,0.22,0.641042516282208,0.397719214453348
"428",5.4,0.23,0.641059516470536,0.398168791927887
"429",5.4,0.24,0.641076049011625,0.398596849575959
"430",5.4,0.25,0.641092177504631,0.399003539697127
"431",5.4,0.26,0.641107948109672,0.399389014960901
"432",5.4,0.27,0.641123391570519,0.399753427349525
"433",5.4,0.28,0.641138525108451,0.400096927143134
"434",5.4,0.29,0.641153354183994,0.400419661948964
"435",5.4,0.3,0.64116787412758,0.400721775776122
"436",5.4,0.31,0.641182071642844,0.401003408157322
"437",5.4,0.32,0.641195926187817,0.401264693318812
"438",5.4,0.33,0.64120941124012,0.40150575939961
"439",5.4,0.34,0.641222495452652,0.401726727721043
"440",5.4,0.35,0.64123514370629,0.401927712107445
"441",5.4,0.36,0.641247318066013,0.402108818258789
"442",5.4,0.37,0.641258978646585,0.402270143175904
"443",5.4,0.38,0.641270084393617,0.402411774638849
"444",5.4,0.39,0.641280593785459,0.402533790738916
"445",5.4,0.4,0.641290465461003,0.402636259464687
"446",5.4,0.41,0.641299658778102,0.402719238342456
"447",5.4,0.42,0.641308134306955,0.4027827741313
"448",5.4,0.43,0.641315854262461,0.402826902573017
"449",5.4,0.44,0.641322782879212,0.402851648197079
"450",5.4,0.45,0.641328886732519,0.402857024180724
"451",5.4,0.46,0.641334135008559,0.402843032264257
"452",5.4,0.47,0.641338499726502,0.402809662721578
"453",5.4,0.48,0.641341955915224,0.40275689438595
"454",5.4,0.49,0.64134448174702,0.402684694730922
"455",5.4,0.5,0.641346058630543,0.402593020006349
"456",5.4,0.51,0.641346671265007,0.402481815429362
"457",5.4,0.52,0.641346307657586,0.402351015430117
"458",5.4,0.53,0.641344959105789,0.402200543952101
"459",5.4,0.54,0.641342620146495,0.402030314806731
"460",5.4,0.55,0.641339288473268,0.401840232081908
"461",5.4,0.56,0.641334964823498,0.401630190604147
"462",5.4,0.57,0.641329652836903,0.401400076453814
"463",5.4,0.58,0.64132335888691,0.401149767532954
"464",5.4,0.59,0.641316091886475,0.400879134185082
"465",5.4,0.6,0.641307863069956,0.400588039866238
"466",5.4,0.61,0.641298685752782,0.400276341866501
"467",5.4,0.62,0.641288575070791,0.399943892081059
"468",5.4,0.63,0.641277547701346,0.39959053782981
"469",5.4,0.64,0.641265621568621,0.399216122724348
"470",5.4,0.65,0.641252815535811,0.398820487581075
"471",5.4,0.66,0.641239149087521,0.398403471379019
"472",5.4,0.67,0.641224642006181,0.397964912260838
"473",5.4,0.68,0.641209314047128,0.397504648575293
"474",5.4,0.69,0.641193184617979,0.397022519959389
"475",5.4,0.7,0.64117627246917,0.396518368458174
"476",5.4,0.71,0.641158595404148,0.395992039680065
"477",5.4,0.72,0.641140170019704,0.395443383985432
"478",5.4,0.73,0.641121011489586,0.394872257705989
"479",5.4,0.74,0.641101133407832,0.394278524392407
"480",5.4,0.75,0.641080547712649,0.393662056087461
"481",5.4,0.76,0.641059264717263,0.393022734621814
"482",5.4,0.77,0.641037293281627,0.392360452929495
"483",5.4,0.78,0.641014641168653,0.391675116379961
"484",5.4,0.79,0.640991315641766,0.390966644123543
"485",5.4,0.8,0.640967324378254,0.390234970446989
"486",5.4,0.81,0.64094267679705,0.389480046135734
"487",5.4,0.82,0.640917385932965,0.388701839839477
"488",5.4,0.83,0.640891471036154,0.387900339437563
"489",5.4,0.84,0.640864961142197,0.387075553400686
"490",5.4,0.85,0.640837899954578,0.386227512145391
"491",5.4,0.86,0.640810352523669,0.385356269377842
"492",5.4,0.87,0.640782414420994,0.384461903423401
"493",5.4,0.88,0.640754224439535,0.383544518538536
"494",5.4,0.89,0.640725982378792,0.382604246201694
"495",5.4,0.9,0.640697974340686,0.381641246379822
"496",5.4,0.91,0.64067060944259,0.380655708767313
"497",5.4,0.92,0.640644474495197,0.379647853994269
"498",5.4,0.93,0.640620418167109,0.378617934801098
"499",5.4,0.94,0.640599686162116,0.377566237176575
"500",5.4,0.95,0.640584150789177,0.37649308145667
"501",5.4,0.96,0.640576731461401,0.375398823381565
"502",5.4,0.97,0.640582252395159,0.374283855108475
"503",5.4,0.98,0.640609507707536,0.373148606178007
"504",5.4,0.99,0.64067796607562,0.371993544431995
"505",5.4,1,0.640881990459477,0.370819176880888
"506",5.5,0,0.596132761219859,0.344115490099714
"507",5.5,0.01,0.595613012873824,0.345025429909441
"508",5.5,0.02,0.595572004869359,0.345914934611582
"509",5.5,0.03,0.595597400296146,0.346783745868148
"510",5.5,0.04,0.59564420349453,0.347631637238528
"511",5.5,0.05,0.595697378694553,0.348458412863175
"512",5.5,0.06,0.595750743280622,0.349263906119138
"513",5.5,0.07,0.595801601947384,0.350047978251053
"514",5.5,0.08,0.595848843036265,0.350810516981283
"515",5.5,0.09,0.595892130458814,0.351551435102967
"516",5.5,0.1,0.595931519974178,0.352270669059758
"517",5.5,0.11,0.595967262946568,0.35296817751607
"518",5.5,0.12,0.595999700959159,0.353643939921665
"519",5.5,0.13,0.596029207548867,0.354297955074373
"520",5.5,0.14,0.596056155650987,0.354930239684747
"521",5.5,0.15,0.596080899613121,0.355540826946363
"522",5.5,0.16,0.596103765694816,0.35612976511545
"523",5.5,0.17,0.596125047599604,0.356697116103423
"524",5.5,0.18,0.59614500501737,0.357242954085822
"525",5.5,0.19,0.596163863963366,0.35776736413102
