"","c1","c2","c3","alpha","beta","gamma","sigma","s_m,n1","s_m,n2","s_m,n3","lambda"
"792",0.720237,1.63636,0.839708,0.303205,0.990107,4.44296,0.63385,0.753058,0.429908,9.35557,0.130686
"793",0.547483,1.34846,1.41743,0.311947,0.981312,4.32566,0.650692,0.732083,0.436724,5.68258,0.113279
"794",0.655672,1.57431,1.12166,0.28315,0.994408,4.16916,0.621331,0.765398,0.286735,12.26,0.122826
"795",0.767968,1.35804,0.932155,0.296705,0.995511,4.11891,0.628737,0.846326,0.439897,21.7508,0.130746
"796",1.13827,2.19358,0.231012,0.292953,0.989532,4.14499,0.64538,1.0272,0.947545,3.08426,0.123489
"797",0.791859,2.18722,0.654337,0.291274,0.981742,4.28772,0.627745,0.661562,0.353343,11.9082,0.114889
"798",0.687456,2.13402,0.673186,0.302597,0.977863,4.28719,0.630532,0.763752,0.441268,12.7845,0.113496
"799",0.543539,1.93537,0.977572,0.293901,0.988536,4.39057,0.644748,0.803532,0.371022,7.33974,0.104778
"800",0.721063,3.68268,1.02682,0.274984,0.988943,4.03087,0.637187,0.938184,0.596449,6.14634,0.124666
"801",0.676989,3.04884,0.925107,0.302914,0.994222,4.42424,0.643056,0.697019,0.392048,7.35304,0.115986
"802",0.619586,2.38539,0.581047,0.282444,0.970566,4.00672,0.624838,0.741721,0.357538,22.3435,0.121555
"803",0.606291,2.22811,0.71569,0.297521,0.986354,4.30267,0.637846,0.691448,0.109874,8.39908,0.116204
"804",0.398092,2.12875,0.976451,0.303552,0.997392,4.28312,0.641647,0.823005,0.625236,5.10535,0.10292
"805",0.561661,2.14568,1.40697,0.291464,0.966227,4.18842,0.637433,0.696105,0.233938,4.84075,0.12512
"806",0.601485,2.37352,1.06569,0.279202,0.991779,3.95691,0.629387,0.94862,0.780852,3.53692,0.109765
"807",0.7782,2.80155,0.921335,0.29509,0.994153,4.3498,0.627258,0.831407,0.411834,15.5421,0.114148
"808",0.544133,2.67593,1.15679,0.301501,0.980045,4.25409,0.648564,0.797445,0.54813,4.81843,0.13246
"809",0.8139,3.28844,0.674057,0.305628,0.996134,4.33433,0.632412,0.52902,0.0462531,24.115,0.0911301
"810",0.97731,3.23983,0.438121,0.302135,0.986276,4.26612,0.644569,0.628234,0.187599,9.23224,0.117106
"811",0.791591,3.19754,0.665746,0.282749,0.97398,4.13805,0.639642,0.539988,0.11822,15.4866,0.124615
"812",0.794492,2.77326,1.36049,0.304764,0.99641,4.22159,0.626977,1.09356,0.469771,15.8944,0.11886
"813",0.798424,2.98173,1.4451,0.29507,0.986312,4.46546,0.630418,0.424322,0.136319,13.376,0.113347
"814",0.685892,2.80453,1.619,0.300041,0.975513,4.30116,0.63873,0.549563,0.155875,13.919,0.110709
"815",1.62234,4.45365,-0.176639,0.304814,0.99371,4.14487,0.631245,0.815296,0.311561,14.9504,0.129095
"816",1.15645,3.90439,0.635889,0.313169,0.983505,4.64092,0.626642,0.669611,0.140806,9.50927,0.110196
"817",1.19361,3.67439,-0.0488865,0.29646,0.994314,4.01907,0.640044,0.685209,0.390321,13.4573,0.131855
"818",1.00372,3.88037,0.798637,0.296874,0.989567,4.36288,0.622119,0.810938,0.344318,18.4624,0.129239
"819",1.04714,2.90995,0.81574,0.293088,0.98873,4.04217,0.632983,1.16037,0.665943,9.03291,0.141602
"820",1.03924,2.94192,0.871795,0.297178,0.973847,4.21045,0.651787,0.595299,0.0299759,13.5448,0.106738
"821",0.958627,2.82713,0.632504,0.294379,0.995761,4.13394,0.611064,0.847248,0.501026,15.6638,0.130387
"822",0.697968,2.26898,1.14457,0.285633,0.967881,4.16025,0.636609,0.606161,0.168705,6.48018,0.142053
"823",0.927935,2.46317,0.642257,0.276583,0.990738,4.02777,0.633756,0.828983,0.517647,13.0513,0.104496
"824",0.844256,2.0731,0.89153,0.281518,0.992006,4.0956,0.643351,0.752663,0.379403,6.42372,0.0950693
"825",0.927472,1.37045,0.454992,0.30717,0.987297,4.42647,0.630002,1.38135,1.14991,6.00567,0.127254
"826",0.850528,1.4765,0.52243,0.289505,0.987764,4.10562,0.642332,0.983924,0.478301,20.5112,0.103804
"827",0.898882,2.26105,0.541949,0.292179,0.982024,4.21535,0.63022,0.750786,0.405073,10.2858,0.13698
"828",0.725749,2.59058,0.901355,0.291373,0.99145,4.24268,0.647281,0.910276,0.45268,12.8299,0.109621
"829",0.84147,2.81721,0.486934,0.279306,0.948556,4.05593,0.644812,0.830893,0.527638,15.7885,0.111094
"830",0.501348,2.16434,1.402,0.301621,0.995592,4.2706,0.634715,0.603815,0.358138,11.2062,0.127568
"831",0.914986,1.7099,0.850688,0.286101,0.981812,4.27705,0.637181,0.735841,0.0488454,26.4523,0.110189
"832",0.802447,1.58778,1.01908,0.284612,0.971922,4.29052,0.659929,0.584525,0.00829796,15.0665,0.108676
"833",0.58815,2.41413,0.912231,0.294589,0.996574,4.24907,0.626946,1.09444,0.516621,11.4862,0.117649
"834",0.556562,2.4536,0.608226,0.306202,0.993656,4.38717,0.637006,0.847356,0.452578,17.2328,0.108678
"835",0.438491,3.12843,0.739983,0.301236,0.985658,4.41774,0.646311,0.679396,0.150949,10.8254,0.09429
"836",0.914071,2.43152,1.11196,0.283125,0.983688,4.15509,0.627912,0.964641,0.600658,12.9758,0.140416
"837",0.796335,3.50299,0.654015,0.300104,0.996298,4.25697,0.649788,0.579446,0.200403,14.2717,0.119708
"838",0.872224,3.79076,0.949993,0.296848,0.989987,4.29798,0.632583,0.636257,0.16795,8.81003,0.113009
"839",0.883385,3.03444,0.75618,0.2987,0.979375,4.24571,0.621469,0.868111,0.611803,2.19368,0.119745
"840",0.869131,3.46015,0.627185,0.288456,0.996029,4.22765,0.627384,0.657377,0.293344,36.5981,0.120211
"841",0.870277,2.37168,0.855764,0.302064,0.991457,4.22135,0.631546,0.955344,0.0383032,1.44296,0.123221
"842",1.01072,2.43557,0.476898,0.316445,0.99522,4.38321,0.62857,0.959253,0.0262443,11.0731,0.136022
"843",0.703448,2.20992,1.49262,0.291377,0.988202,4.17436,0.654759,0.506588,0.0161908,19.1896,0.0917361
"844",0.841855,2.64377,1.14777,0.284318,0.981713,4.15409,0.655575,0.462117,0.0581816,16.5717,0.117971
"845",0.888573,2.80263,1.32521,0.283759,0.996949,4.14039,0.625008,0.716378,0.0828615,13.4327,0.118791
"846",1.07252,3.36611,0.976854,0.284235,0.996758,4.04919,0.627926,0.667211,0.32649,19.4505,0.111934
"847",1.09321,3.44482,0.877917,0.288223,0.996494,4.0899,0.635879,0.634255,0.22526,25.2603,0.117824
"848",0.826549,2.85797,1.32394,0.289207,0.951423,4.31551,0.653945,1.03637,0.294474,7.15997,0.121983
"849",0.747343,2.54747,0.974324,0.302572,0.997408,4.15724,0.628506,0.953592,0.652195,15.6476,0.110067
"850",0.698404,2.45948,0.891681,0.308835,0.99662,4.21068,0.625295,0.855388,0.609284,8.43784,0.100303
"851",0.882566,3.01097,0.758623,0.292967,0.971489,4.40549,0.645938,0.680531,0.390509,7.75411,0.123933
"852",0.784016,4.00058,0.872854,0.302184,0.997847,4.31675,0.637062,1.00679,0.534852,18.1335,0.0795624
"853",0.927016,4.46696,0.471742,0.285274,0.973158,4.26126,0.638554,0.765396,0.445845,10.7519,0.102881
"854",0.781887,3.00786,0.675569,0.306177,0.993568,4.30489,0.630962,0.916927,0.576515,7.99841,0.132252
"855",0.78215,3.04197,0.694118,0.302504,0.991325,4.268,0.638942,0.71353,0.372362,2.97864,0.136552
"856",0.917965,3.10243,0.379186,0.299947,0.988735,4.27597,0.628969,0.969431,0.536758,18.0922,0.11346
"857",0.352993,2.3456,1.25709,0.291836,0.985207,4.23977,0.626268,0.68028,0.0212862,21.7391,0.123581
"858",0.376636,1.11745,1.24218,0.291615,0.99158,4.1735,0.6364,1.06974,0.844962,1.98119,0.112176
"859",0.34233,1.18451,1.27131,0.289827,0.990713,4.15629,0.634958,1.09418,0.883577,2.18836,0.11318
"860",0.541894,1.91463,1.42457,0.31048,0.996067,4.29016,0.614049,1.24502,1.00504,3.95508,0.133404
"861",0.720373,2.95423,0.920037,0.274525,0.956806,4.14132,0.643774,0.571822,0.223744,7.37152,0.119703
"862",1.06664,3.21377,0.564382,0.310501,0.991738,4.25849,0.643829,0.813898,0.346538,8.469,0.130139
"863",1.21114,3.79133,0.615659,0.286786,0.991995,4.31214,0.622093,0.705423,0.140608,18.0618,0.0971958
"864",0.8938,2.19757,0.0990672,0.287016,0.994135,3.92398,0.622908,0.541194,0.00462294,18.0466,0.138455
"865",0.963392,3.15797,0.379569,0.290406,0.964704,4.24949,0.630929,0.554473,0.0293966,14.8337,0.139825
"866",0.993233,2.98775,0.621118,0.311231,0.995531,4.28682,0.625006,0.68729,0.0212048,17.0263,0.138979
"867",1.22117,3.61591,0.143532,0.301494,0.992929,4.3433,0.633696,0.539906,0.0421482,15.3504,0.125201
"868",0.794756,3.02211,1.0879,0.293147,0.966889,4.21779,0.631834,0.478941,0.295804,0.0195531,0.113757
"869",0.948377,3.51884,0.702626,0.291941,0.996,4.2406,0.623184,0.965341,0.337074,0.0123327,0.127658
"870",0.88528,3.34458,0.969765,0.296931,0.995946,4.22368,0.642432,0.84833,0.187319,0.00408558,0.126028
"871",0.796855,3.16671,1.1056,0.293967,0.998545,4.28794,0.641889,0.706108,0.209684,0.00661568,0.133013
"872",0.875859,3.32196,1.0489,0.299773,0.993687,4.26265,0.634302,0.840282,0.122958,0.00566777,0.109804
"873",0.833768,3.33043,0.945852,0.298758,0.988862,4.30975,0.631937,0.715533,0.400777,0.00303664,0.101338
"874",0.831295,3.03049,0.920641,0.293213,0.984497,4.12763,0.633205,1.02079,0.802973,11.3137,0.131736
"875",0.799042,2.80135,1.05487,0.284497,0.976708,4.20252,0.62897,0.422907,0.0872505,19.0779,0.0990225
"876",0.794805,3.59956,0.756625,0.306185,0.989721,4.1502,0.635413,0.799937,0.0523171,9.46336,0.143556
"877",0.697814,2.94443,0.934525,0.296286,0.975377,4.14832,0.633699,0.51573,0.166241,2.64706,0.128108
"878",0.686545,2.16953,1.17382,0.283269,0.98876,4.00606,0.629927,1.11748,0.799225,15.1786,0.117965
"879",0.800092,2.53767,1.21343,0.282177,0.968491,4.25637,0.618341,0.923875,0.428221,23.1279,0.122366
"880",0.663501,2.98709,0.623532,0.2993,0.995903,4.26379,0.640492,0.724011,0.172975,24.0926,0.114804
"881",0.50848,2.07255,1.14527,0.294317,0.978607,4.28051,0.632385,0.735318,0.228192,12.7567,0.122793
"882",0.588613,1.64069,0.800687,0.288256,0.986987,4.08275,0.622027,0.519674,0.144914,18.7401,0.113983
"883",0.682933,2.97871,0.517067,0.28783,0.967556,4.18875,0.62682,0.771049,0.0231813,18.6953,0.116989
"884",0.261235,1.97281,1.171,0.288599,0.991848,3.99143,0.658816,0.577684,0.145015,12.75,0.129616
"885",0.405246,2.65331,1.07075,0.276831,0.978804,4.05657,0.609448,0.787171,0.209708,18.6468,0.123695
"886",0.378145,2.65568,1.00755,0.288072,0.986178,4.17821,0.63417,0.628707,0.183022,12.8529,0.117156
"887",0.406363,2.71149,1.05436,0.287398,0.928404,4.27398,0.629975,0.632433,0.246713,13.7437,0.106344
"888",0.636914,3.06111,0.780511,0.286265,0.981684,4.34099,0.628041,0.649146,0.301914,9.90258,0.107593
"889",0.599891,3.43328,1.12865,0.304024,0.998087,4.23208,0.638097,0.898765,0.0827213,17.7981,0.113881
"890",0.531779,2.27577,1.3966,0.294897,0.989174,4.20413,0.631829,0.687792,0.168924,1.48199,0.125991
"891",0.617291,3.15692,1.77527,0.298246,0.979587,4.13568,0.629767,1.01546,0.732089,2.54103,0.114642
"892",0.822715,4.12331,1.50895,0.28891,0.984351,4.23928,0.628868,1.34589,0.718133,21.1086,0.140818
"893",0.650187,4.10249,1.22451,0.303792,0.985812,4.26128,0.642276,0.745634,0.440175,11.8403,0.0999062
"894",0.773286,3.66926,0.815259,0.304304,0.986217,4.26878,0.623629,1.71698,1.54256,4.254,0.152285
"895",0.865981,3.62389,0.817646,0.290972,0.993446,4.17551,0.623232,1.37523,0.98108,8.4635,0.147567
"896",0.907693,4.04859,0.423154,0.305134,0.977054,4.26091,0.632102,0.699956,0.268846,19.9634,0.121095
"897",0.92505,3.9875,0.598725,0.308026,0.993059,4.44801,0.644701,0.77209,0.52043,11.703,0.131758
"898",0.960854,4.05793,0.479082,0.310025,0.989401,4.39825,0.622483,0.845388,0.225795,12.1597,0.116701
"899",1.07659,3.43306,0.83122,0.293219,0.995862,4.14971,0.635787,0.727658,0.112816,13.0992,0.109433
"900",0.963537,2.19418,1.11407,0.291255,0.985947,4.25323,0.626792,1.05771,0.454853,5.70823,0.116834
"901",1.21217,3.48931,-0.0356295,0.300031,0.982731,4.16153,0.631489,0.68414,0.171751,18.02,0.127362
"902",0.884232,2.40943,0.508478,0.283221,0.992982,4.18599,0.64669,0.739741,0.559816,9.57219,0.11299
"903",0.865429,2.7083,0.886563,0.283662,0.993675,4.30155,0.636705,0.806325,0.435906,15.8939,0.129046
"904",0.780875,3.10125,1.08435,0.287933,0.993729,4.27406,0.634464,0.735115,0.459286,22.0523,0.119564
"905",0.921097,3.64623,0.479547,0.302439,0.980144,4.06929,0.642656,0.864585,0.428105,9.86925,0.12607
"906",0.692738,2.94514,1.00775,0.273015,0.978875,4.1689,0.628688,0.979702,0.592916,13.4283,0.13186
"907",0.584886,2.61459,0.76938,0.30631,0.987935,4.29399,0.648447,0.465587,0.0331088,12.3016,0.0940531
"908",0.509748,2.46565,0.899465,0.310162,0.980773,4.36788,0.641825,0.405526,0.0168154,7.20881,0.102937
"909",0.534279,2.99331,1.36785,0.28341,0.993859,4.2333,0.643079,0.847666,0.226338,13.6446,0.103222
"910",0.865003,3.79257,0.190462,0.31358,0.992435,4.39764,0.641335,0.974962,0.131808,11.7025,0.0962195
"911",0.663808,2.53951,0.814031,0.287693,0.97055,4.20917,0.636424,0.798545,0.245959,14.5974,0.12029
"912",0.590667,2.80201,1.18888,0.30567,0.990242,4.17741,0.640897,0.639704,0.142095,5.99196,0.125633
"913",1.00723,3.27443,0.550388,0.273712,0.997455,4.08651,0.618576,0.628655,0.387801,12.2647,0.114682
"914",1.05027,3.39376,0.300253,0.284241,0.996889,4.11679,0.62178,0.784294,0.437292,20.6855,0.124167
"915",1.18089,3.9048,0.009047,0.290224,0.99481,4.1076,0.637722,1.08301,0.798002,17.867,0.130785
"916",0.538427,2.17041,1.34597,0.305362,0.972823,4.40054,0.636448,0.417956,0.161298,18.5674,0.102375
"917",0.978342,3.58956,0.217062,0.286791,0.993414,4.22734,0.653764,1.06493,0.644682,11.5362,0.107275
"918",0.812701,2.78967,0.783727,0.302554,0.977571,4.40592,0.623361,1.32773,1.15114,18.7057,0.115884
"919",0.85491,2.6083,0.658621,0.302728,0.982182,4.37436,0.623068,1.38518,0.979282,5.81541,0.110574
"920",0.711306,1.74405,0.817102,0.291558,0.996255,4.26211,0.647741,0.54777,0.0269987,1.51523,0.108871
"921",0.841721,2.18061,0.541285,0.294599,0.993403,4.25651,0.644204,0.625013,0.0334505,1.00752,0.120665
"922",1.0461,2.64397,0.101478,0.308687,0.991798,4.31644,0.62542,0.620715,0.172865,2.53918,0.123664
"923",0.81784,2.73267,1.25002,0.281018,0.964452,4.11488,0.638283,0.858277,0.52314,6.21289,0.11895
"924",0.919777,2.61657,1.04634,0.281189,0.960156,4.16564,0.653043,0.797143,0.405457,3.87589,0.12675
"925",0.935845,2.6035,1.08378,0.293533,0.985867,4.2205,0.642805,1.17765,0.768065,4.47727,0.112354
"926",0.910143,2.27784,1.09946,0.297218,0.984298,4.3833,0.628313,0.833783,0.492962,17.5446,0.128848
"927",0.94561,3.27389,0.8246,0.279413,0.986725,4.07605,0.631567,0.634384,0.257406,14.9741,0.117619
"928",1.03035,3.48893,0.23724,0.305236,0.981687,4.22452,0.624553,0.646536,0.12344,8.02671,0.134451
"929",0.995534,3.3668,0.271707,0.302135,0.982727,4.17481,0.629357,0.628982,0.106208,10.3542,0.137127
"930",0.958754,3.33935,0.439117,0.29792,0.979575,4.27745,0.633394,0.654768,0.239552,16.6274,0.12575
"931",0.777316,2.08796,0.812999,0.306876,0.995969,4.26818,0.645964,0.676742,0.359435,12.6033,0.108867
"932",0.724323,1.6091,0.995297,0.295166,0.984798,4.10945,0.626655,1.12986,0.788364,11.0217,0.132185
"933",0.366476,1.91034,1.01608,0.270647,0.966377,4.00206,0.639087,0.790669,0.624593,2.597,0.121628
"934",0.438428,1.77813,1.15173,0.292615,0.985134,4.06354,0.631583,0.926474,0.281702,4.71034,0.13699
"935",0.529088,1.98497,1.09104,0.297206,0.974996,4.29202,0.630749,0.415059,0.15921,10.7009,0.128114
"936",0.932519,3.76176,0.142668,0.290642,0.988168,4.27698,0.636132,1.02778,0.815625,2.60697,0.105311
"937",1.10828,3.52758,0.00742476,0.293144,0.971231,4.2012,0.634785,0.572238,0.179727,16.7066,0.104871
"938",0.967556,2.51832,0.601926,0.279793,0.990995,4.13614,0.648645,0.888083,0.691007,18.0108,0.106924
"939",1.18854,3.36882,0.146458,0.30548,0.976287,4.26958,0.621021,0.703389,0.171006,14.0777,0.120319
"940",1.16176,3.24916,0.226436,0.294741,0.986894,4.1562,0.62999,0.606144,0.281219,21.8977,0.109889
"941",1.09516,3.17134,0.296224,0.299115,0.979868,4.14446,0.632766,0.587908,0.228474,25.0072,0.109475
"942",1.2694,3.33769,-0.152703,0.302897,0.992147,4.19663,0.630132,0.592619,0.243962,18.5204,0.105605
"943",0.886228,2.58821,1.03878,0.279532,0.97973,4.11913,0.626376,1.1055,0.463288,10.5266,0.119785
"944",1.04881,3.40111,0.909373,0.287895,0.990758,4.11858,0.631444,0.922641,0.689326,4.94994,0.133968
"945",0.840601,3.05416,0.474876,0.296866,0.978522,4.23999,0.631511,0.600874,0.369569,4.896,0.111303
"946",1.03441,3.2689,0.438517,0.307433,0.995287,4.38463,0.642697,0.883037,0.498264,29.5317,0.124431
"947",1.00326,3.56112,0.552074,0.303515,0.983738,4.42006,0.639923,1.10757,0.663977,6.55433,0.115419
"948",1.10155,4.14033,0.416045,0.296485,0.996865,4.24916,0.650677,0.870218,0.457073,8.04321,0.111733
"949",0.956647,3.74393,0.43027,0.284215,0.997457,4.08175,0.656187,0.61104,0.168163,13.4467,0.118379
"950",0.907813,3.73638,0.583953,0.289476,0.997369,4.1998,0.651682,0.545279,0.141431,21.8419,0.118541
"951",0.486177,3.46135,1.73739,0.300775,0.978861,4.42339,0.623145,1.26025,0.84745,8.59536,0.0945748
"952",0.501285,3.67159,1.5284,0.304306,0.986023,4.27112,0.629643,0.788409,0.372131,22.1222,0.10572
"953",0.391451,2.91494,1.12769,0.282893,0.986568,4.12008,0.626435,0.999113,0.597068,9.52262,0.131341
"954",0.676989,3.51889,0.348085,0.283946,0.972818,3.99369,0.634502,0.712504,0.312871,2.74311,0.123723
"955",0.370071,2.53284,0.857505,0.312186,0.995407,4.33696,0.636124,0.649435,0.0782257,11.0764,0.125813
"956",0.356513,2.33527,0.879605,0.294154,0.969565,4.27882,0.649719,0.613251,0.072144,16.7492,0.134711
"957",-0.0244808,1.29886,1.72546,0.284959,0.991662,3.98784,0.634732,1.14871,0.640571,16.6253,0.0898953
"958",0.160462,1.36748,1.34191,0.281764,0.984323,4.32227,0.62434,0.924657,0.402995,3.28425,0.106742
"959",0.201732,0.31301,1.46815,0.29813,0.993723,4.23097,0.633612,1.20038,0.313357,19.3792,0.13047
"960",0.168097,0.06902,1.28945,0.305837,0.989643,4.19432,0.644037,1.08513,0.193129,29.7342,0.115624
"961",0.321138,0.798973,1.26511,0.290385,0.987339,4.36941,0.641291,0.793632,0.0382473,3.45746,0.108653
"962",0.239189,1.23471,1.15727,0.309033,0.985319,4.31515,0.623715,1.4208,1.08223,31.1475,0.119546
"963",0.18817,0.814023,1.15178,0.279156,0.982709,4.01905,0.652094,0.597206,0.224709,2.54549,0.1423
"964",0.348708,2.12123,0.811188,0.272884,0.947701,4.10404,0.638679,0.789204,0.0612102,9.10026,0.0962858
"965",0.492485,2.60677,0.717608,0.272412,0.980362,4.06846,0.64881,0.577847,0.17615,25.3385,0.105528
"966",0.770503,3.8546,0.7837,0.301808,0.989428,4.39985,0.643623,1.27359,0.76896,4.79061,0.101724
"967",0.622542,3.86232,0.834515,0.295011,0.984883,4.29501,0.639253,1.15249,0.744528,16.2602,0.120578
"968",0.507733,2.6323,1.43436,0.294785,0.99248,4.49358,0.635159,0.809484,0.423537,6.07091,0.0966677
"969",0.530405,2.2472,1.27891,0.282103,0.991325,3.9632,0.630978,0.650936,0.166056,16.3417,0.0922777
"970",0.490245,1.50594,0.954535,0.303325,0.983802,4.40479,0.646844,0.581508,0.102036,4.81089,0.131773
"971",0.764995,2.07299,0.0479438,0.283168,0.98993,4.12053,0.626487,1.0915,0.655682,5.49525,0.0939113
"972",0.431376,1.7154,0.994546,0.289185,0.965315,4.19494,0.650461,0.658981,0.281508,18.995,0.140086
"973",0.540239,2.75247,0.461167,0.287977,0.995648,4.11936,0.624314,0.650241,0.015136,12.494,0.111184
"974",0.313135,2.44292,1.34819,0.303823,0.978252,4.08416,0.632082,0.854918,0.0275174,21.5001,0.146701
"975",0.687641,3.31491,0.81691,0.298303,0.987925,4.37556,0.645751,0.53618,0.00700077,11.1609,0.103433
"976",0.140492,1.87668,2.43015,0.271711,0.980372,4.06653,0.645127,0.842386,0.409449,17.7776,0.119845
"977",0.0331589,1.7287,2.42058,0.277213,0.976081,3.99821,0.634238,0.963071,0.520117,16.0759,0.120969
"978",0.419173,3.09635,1.31766,0.312918,0.989896,4.35545,0.625403,1.16081,0.562768,5.17365,0.126365
"979",0.438858,3.30132,1.20174,0.311124,0.993502,4.28639,0.63439,1.1178,0.592697,5.95797,0.118728
"980",0.703343,3.55056,0.973528,0.293626,0.993821,4.19383,0.619315,1.06027,0.421419,15.8289,0.12339
"981",0.741884,2.86494,0.627138,0.286369,0.994328,4.22437,0.647775,0.518111,0.270945,11.0161,0.108761
"982",0.665835,2.72889,0.854864,0.296401,0.966816,4.18778,0.634073,0.777742,0.215511,18.3469,0.124146
"983",0.618977,2.18498,1.07937,0.298111,0.993836,4.29869,0.647276,0.855103,0.379912,6.86191,0.0957595
"984",0.712981,2.35746,0.967223,0.27935,0.974665,4.27135,0.641152,0.596815,0.297634,28.5981,0.0874196
"985",0.573744,2.18999,1.41362,0.283984,0.989361,4.02105,0.638783,0.74689,0.209531,7.03311,0.12469
"986",0.474961,1.51359,1.50407,0.285085,0.974494,4.25159,0.638349,0.684738,0.379005,25.7162,0.11672
"987",0.639854,2.5557,1.5142,0.302741,0.991561,4.034,0.631637,0.716242,0.273588,6.40385,0.132745
"988",0.77376,3.69699,1.23085,0.287661,0.967761,4.22669,0.627272,0.584973,0.185738,20.5578,0.112799
"989",0.891835,3.09172,1.53569,0.286671,0.992496,4.09432,0.642804,1.27049,0.835683,9.40813,0.129547
"990",0.66917,2.82338,0.744858,0.310111,0.983307,4.57672,0.633032,0.513561,0.211861,7.55046,0.110625
"991",0.806819,3.53931,0.332279,0.301453,0.997997,4.14341,0.637515,0.854616,0.229285,25.1628,0.115408
"992",0.521496,2.7728,1.608,0.281557,0.962593,4.26137,0.633206,0.689701,0.0908495,5.18414,0.131907
"993",0.554892,3.17352,1.16723,0.291133,0.987608,4.01056,0.634634,0.56424,0.0128475,20.6226,0.113712
"994",0.604374,2.85403,1.25353,0.278723,0.970166,4.16776,0.645218,0.438194,0.0204318,8.69641,0.120832
"995",0.75713,2.62439,1.04684,0.30428,0.994233,4.35778,0.618702,0.832698,0.526831,19.461,0.110369
"996",0.748278,2.53017,0.545969,0.276019,0.971159,4.05815,0.654865,0.509584,0.136875,10.0222,0.112536
"997",0.658088,2.27144,0.990053,0.292842,0.978682,4.23185,0.646838,0.549197,0.150525,15.2002,0.119633
"998",0.808486,2.61985,0.971842,0.302355,0.992606,4.21468,0.625833,0.735755,0.421325,9.43973,0.118757
"999",1.20424,3.69079,-0.0146877,0.288673,0.992646,4.13137,0.635874,0.710078,0.432252,26.4073,0.119908
"1000",1.004,3.67391,1.04561,0.301017,0.981101,4.34237,0.630398,0.938534,0.439925,8.31084,0.103041
