rup_mag,dist_rrup,site_vs30,result_type,damping,pgv,pga,0.0100,0.0200,0.0250,0.0300,0.0400,0.0500,0.0750,0.1000,0.1500,0.2000,0.2500,0.3000,0.4000,0.5000,0.7500,1.0000,1.5000,2.0000,3.0000,4.0000,5.0000,7.5000,10.0000
4.0,0.0,3000.0,MEAN,5,4.8321,0.503360635,0.508707935,0.562188486,0.635018045,0.7271392179999999,0.92876943,1.096,0.85422,0.58114,0.32671,0.19568,0.12557,0.085358,0.045559,0.028278,0.011817,0.0064322,0.0027204,0.0015046,0.00076771,0.00048478,0.00033941,0.00017368,0.00010865
4.0,5.0,3000.0,MEAN,5,1.9167,0.19306537199999999,0.19580725300000001,0.224231165,0.257760659,0.296268491,0.369942829,0.42623,0.34068,0.2391,0.13868,0.084458,0.055152,0.037912,0.02051,0.012753,0.0053397,0.0028906,0.0012106,0.00066396,0.0003345,0.00020958,0.00014618,7.4423e-05,4.6431e-05
4.0,10.0,3000.0,MEAN,5,0.77758,0.0759065925,0.0772413359,0.0914787049,0.106881981,0.12324242,0.150569021,0.16956,0.13889,0.10049,0.060085,0.037199,0.02471,0.017173,0.009415,0.0058643,0.0024603,0.0013247,0.00054953,0.00029895,0.00014875,9.249e-05,6.4279e-05,3.2563e-05,2.0263e-05
4.0,15.0,3000.0,MEAN,5,0.42101,0.040022,0.040812,0.049364,0.058235,0.06731,0.081203,0.090207,0.075089,0.055466,0.033893,0.021241,0.014286,0.010011,0.0055441,0.0034595,0.0014547,0.00078074,0.00032185,0.00017416,8.5926e-05,5.3133e-05,3.6858e-05,1.8617e-05,1.1571e-05
4.0,20.0,3000.0,MEAN,5,0.26686,0.023307,0.023761,0.028667,0.033787,0.039753,0.049454,0.056243,0.047357,0.035526,0.02208,0.013977,0.0094933,0.006698,0.0037403,0.0023383,0.00098556,0.00052786,0.00021664,0.00011678,5.7254e-05,3.5251e-05,2.4431e-05,1.2318e-05,7.6523e-06
4.0,25.0,3000.0,MEAN,5,0.18579,0.015268,0.015562,0.018738,0.022062,0.026264,0.033358,0.038541,0.032736,0.024861,0.015672,0.010006,0.0068535,0.0048642,0.0027361,0.0017137,0.0007241,0.00038728,0.00015841,8.5152e-05,4.1534e-05,2.548e-05,1.7654e-05,8.8899e-06,5.5227e-06
4.0,34.0,3000.0,MEAN,5,0.11162,0.0084386,0.0085988,0.010324,0.012134,0.014656,0.019115,0.022528,0.019356,0.014958,0.0096306,0.0062319,0.0043235,0.0030972,0.0017623,0.0011076,0.00047014,0.00025108,0.00010224,5.4758999999999995e-05,2.6515999999999998e-05,1.6178e-05,1.1213e-05,5.6399e-06,3.5058999999999998e-06
4.0,44.0,3000.0,MEAN,5,0.072141,0.0050719,0.005167,0.0061892,0.0072593,0.0088656,0.011808,0.014134,0.012254,0.0096126,0.0063114,0.0041377,0.0029056,0.0021005,0.0012089,0.00076273,0.00032541,0.00017367,7.0478e-05,3.7639e-05,1.8112000000000002e-05,1.0994e-05,7.6284000000000005e-06,3.8356e-06,2.3874000000000002e-06
4.0,70.0,3000.0,MEAN,5,0.041991,0.0025573,0.0026044,0.003106,0.0036234,0.0045034,0.006216,0.0076341,0.0067112,0.0054146,0.0037045,0.0025006,0.0018028,0.0013305,0.00078583,0.00050086,0.00021663,0.00011569,4.67e-05,2.4837e-05,1.1809000000000002e-05,7.0904e-06,4.9443e-06,2.4892e-06,1.5569999999999999e-06
