-65.750,-1.000,0.0,-104.66044197,-3.38892114,-104.66044197,3.38892114
-65.700,-1.000,0.0,-100.14765269,-5.38522436,-100.14765269,5.38522436
-65.650,-1.000,0.0,-95.65958337,-7.37703131,-95.65958337,7.37703131
-65.600,-1.000,0.0,-91.19926005,-9.36622033,-91.19926005,9.36622033
-65.550,-1.000,0.0,-86.76986874,-11.35525230,-86.76986874,11.35525230
-65.500,-1.000,0.0,-82.37467737,-13.34727448,-82.37467737,13.34727448
-65.450,-1.000,0.0,-78.01691707,-15.34622611,-78.01691707,15.34622611
-65.400,-1.000,0.0,-73.69961166,-17.35693738,-73.69961166,17.35693738
-65.350,-1.000,0.0,-69.42534364,-19.38520835,-69.42534364,19.38520835
-65.300,-1.000,0.0,-65.19594628,-21.43784831,-65.19594628,21.43784831
-65.250,-1.000,0.0,-61.01211609,-23.52264866,-61.01211609,23.52264866
-65.200,-1.000,0.0,-56.87295008,-25.64825386,-56.87295008,25.64825386
-65.150,-1.000,0.0,-52.77543102,-27.82388848,-52.77543102,27.82388848
-65.100,-1.000,0.0,-48.71391257,-30.05889764,-48.71391257,30.05889764
-65.050,-1.000,0.0,-44.67969488,-32.36206987,-44.67969488,32.36206987
-65.000,-1.000,0.0,-40.66082105,-34.74074491,-40.66082105,34.74074491
-64.950,-1.000,0.0,-36.64225016,-37.19976836,-36.64225016,37.19976836
-64.900,-1.000,0.0,-32.60654567,-39.74043696,-32.60654567,39.74043696
-64.850,-1.000,0.0,-28.53513422,-42.35965962,-28.53513422,42.35965962
-64.800,-1.000,0.0,-24.41003491,-45.04959617,-24.41003491,45.04959617
-64.750,-1.000,0.0,-20.21577250,-47.79798191,-20.21577250,47.79798191
-64.700,-1.000,0.0,-15.94105706,-50.58918342,-15.94105706,50.58918342
-64.650,-1.000,0.0,-11.57982587,-53.40580778,-11.57982587,53.40580778
-64.600,-1.000,0.0,-7.13142361,-56.23050714,-7.13142361,56.23050714
-64.550,-1.000,0.0,-2.59996433,-59.04757805,-2.59996433,59.04757805
-64.500,-1.000,0.0,2.00685838,-61.84406584,2.00685838,61.84406584
-64.450,-1.000,0.0,6.67916091,-64.61027405,6.67916091,64.61027405
-64.400,-1.000,0.0,11.40615784,-67.33975128,11.40615784,67.33975128
-64.350,-1.000,0.0,16.17717141,-70.02892101,16.17717141,70.02892101
-64.300,-1.000,0.0,20.98230851,-72.67653237,20.98230851,72.67653237
-64.250,-1.000,0.0,25.81283640,-75.28307304,25.81283640,75.28307304
-64.200,-1.000,0.0,30.66132700,-77.85023237,30.66132700,77.85023237
-64.150,-1.000,0.0,35.52164573,-80.38045653,35.52164573,80.38045653
-64.100,-1.000,0.0,40.38884927,-82.87660561,40.38884927,82.87660561
-64.050,-1.000,0.0,45.25903935,-85.34170455,45.25903935,85.34170455
-64.000,-1.000,0.0,50.12920371,-87.77877205,50.12920371,87.77877205
-63.950,-1.000,0.0,54.99706261,-90.19071002,54.99706261,90.19071002
-63.900,-1.000,0.0,59.86093021,-92.58023772,59.86093021,92.58023772
-63.850,-1.000,0.0,64.71959477,-94.94985754,64.71959477,94.94985754
-63.800,-1.000,0.0,69.57221812,-97.30184224,69.57221812,97.30184224
-65.750,-0.950,0.0,-102.29820154,0.97570013,-102.29820154,0.00000000
-65.700,-0.950,0.0,-97.76759905,-1.01578840,-97.76759905,1.01578840
-65.650,-0.950,0.0,-93.26131232,-3.00069407,-93.26131232,3.00069407
-65.600,-0.950,0.0,-88.78269416,-4.98064885,-88.78269416,4.98064885
-65.550,-0.950,0.0,-84.33536768,-6.95788924,-84.33536768,6.95788924
-65.500,-0.950,0.0,-79.92316678,-8.93538412,-79.92316678,8.93538412
-65.450,-0.950,0.0,-75.55003363,-10.91697283,-75.55003363,10.91697283
-65.400,-0.950,0.0,-71.21985807,-12.90750622,-71.21985807,12.90750622
-65.350,-0.950,0.0,-66.93624139,-14.91297821,-66.93624139,14.91297821
-65.300,-0.950,0.0,-62.70216551,-16.94062781,-62.70216551,16.94062781
-65.250,-0.950,0.0,-58.51954990,-18.99898105,-58.51954990,18.99898105
-65.200,-0.950,0.0,-54.38868681,-21.09778896,-54.38868681,21.09778896
-65.150,-0.950,0.0,-50.30756393,-23.24780258,-50.30756393,23.24780258
-65.100,-0.950,0.0,-46.27112047,-25.46031482,-46.27112047,25.46031482
-65.050,-0.950,0.0,-42.27053953,-27.74640058,-42.27053953,27.74640058
-65.000,-0.950,0.0,-38.29275389,-30.11581786,-38.29275389,30.11581786
-64.950,-0.950,0.0,-34.32041019,-32.57560950,-34.32041019,32.57560950
-64.900,-0.950,0.0,-30.33255399,-35.12857400,-30.33255399,35.12857400
-64.850,-0.950,0.0,-26.30620481,-37.77192868,-26.30620481,37.77192868
-64.800,-0.950,0.0,-22.21874947,-40.49659901,-22.21874947,40.49659901
-64.750,-0.950,0.0,-18.05073905,-43.28752794,-18.05073905,43.28752794
-64.700,-0.950,0.0,-13.78839245,-46.12514244,-13.78839245,46.12514244
