rup_mag,rup_rake,dist_rrup,site_vs30,rup_hypo_depth,result_type,mmi
5,0,0.001,200,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,200,10,INTER_EVENT_STDDEV,0.21
6,0,70.79664063,200,10,INTER_EVENT_STDDEV,0.21
6,0,45.99622656,200,10,INTER_EVENT_STDDEV,0.21
6,0,29.66893945,200,10,INTER_EVENT_STDDEV,0.21
6,0,18.59867969,200,10,INTER_EVENT_STDDEV,0.21
6,0,9.974022461,200,10,INTER_EVENT_STDDEV,0.21
6,0,0.001,200,10,INTER_EVENT_STDDEV,0.21
7,0,136.0427188,200,10,INTER_EVENT_STDDEV,0.21
7,0,88.590375,200,10,INTER_EVENT_STDDEV,0.21
7,0,57.63255859,200,10,INTER_EVENT_STDDEV,0.21
7,0,37.35728125,200,10,INTER_EVENT_STDDEV,0.21
7,0,23.88512109,200,10,INTER_EVENT_STDDEV,0.21
7,0,14.3915332,200,10,INTER_EVENT_STDDEV,0.21
8,0,261.2229688,200,10,INTER_EVENT_STDDEV,0.21
8,0,170.1622344,200,10,INTER_EVENT_STDDEV,0.21
8,0,110.8292656,200,10,INTER_EVENT_STDDEV,0.21
8,0,72.14836719,200,10,INTER_EVENT_STDDEV,0.21
8,0,46.88140625,200,10,INTER_EVENT_STDDEV,0.21
8,0,30.25676758,200,10,INTER_EVENT_STDDEV,0.21
9,0,501.5350625,200,10,INTER_EVENT_STDDEV,0.21
9,0,326.7179375,200,10,INTER_EVENT_STDDEV,0.21
9,0,212.8315781,200,10,INTER_EVENT_STDDEV,0.21
9,0,138.6335313,200,10,INTER_EVENT_STDDEV,0.21
9,0,90.279375,200,10,INTER_EVENT_STDDEV,0.21
9,0,58.73576172,200,10,INTER_EVENT_STDDEV,0.21
9,0,38.08295703,200,10,INTER_EVENT_STDDEV,0.21
4,0,18.19123633,500,10,INTER_EVENT_STDDEV,0.21
4,0,9.575145508,500,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
5,0,36.64460156,500,10,INTER_EVENT_STDDEV,0.21
5,0,23.40261133,500,10,INTER_EVENT_STDDEV,0.21
5,0,14.0220791,500,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
6,0,70.79664063,500,10,INTER_EVENT_STDDEV,0.21
6,0,45.99622656,500,10,INTER_EVENT_STDDEV,0.21
6,0,29.66893945,500,10,INTER_EVENT_STDDEV,0.21
6,0,18.59867969,500,10,INTER_EVENT_STDDEV,0.21
6,0,9.974022461,500,10,INTER_EVENT_STDDEV,0.21
6,0,0.001,500,10,INTER_EVENT_STDDEV,0.21
7,0,136.0427188,500,10,INTER_EVENT_STDDEV,0.21
7,0,88.590375,500,10,INTER_EVENT_STDDEV,0.21
7,0,57.63255859,500,10,INTER_EVENT_STDDEV,0.21
7,0,37.35728125,500,10,INTER_EVENT_STDDEV,0.21
7,0,23.88512109,500,10,INTER_EVENT_STDDEV,0.21
7,0,14.3915332,500,10,INTER_EVENT_STDDEV,0.21
8,0,261.2229688,500,10,INTER_EVENT_STDDEV,0.21
8,0,170.1622344,500,10,INTER_EVENT_STDDEV,0.21
8,0,110.8292656,500,10,INTER_EVENT_STDDEV,0.21
8,0,72.14836719,500,10,INTER_EVENT_STDDEV,0.21
8,0,46.88140625,500,10,INTER_EVENT_STDDEV,0.21
8,0,30.25676758,500,10,INTER_EVENT_STDDEV,0.21
9,0,501.5350625,500,10,INTER_EVENT_STDDEV,0.21
9,0,326.7179375,500,10,INTER_EVENT_STDDEV,0.21
9,0,212.8315781,500,10,INTER_EVENT_STDDEV,0.21
9,0,138.6335313,500,10,INTER_EVENT_STDDEV,0.21
9,0,90.279375,500,10,INTER_EVENT_STDDEV,0.21
9,0,58.73576172,500,10,INTER_EVENT_STDDEV,0.21
9,0,38.08295703,500,10,INTER_EVENT_STDDEV,0.21
4,0,18.19123633,1000,10,INTER_EVENT_STDDEV,0.21
4,0,9.575145508,1000,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
5,0,36.64460156,1000,10,INTER_EVENT_STDDEV,0.21
5,0,23.40261133,1000,10,INTER_EVENT_STDDEV,0.21
5,0,14.0220791,1000,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
6,0,70.79664063,1000,10,INTER_EVENT_STDDEV,0.21
6,0,45.99622656,1000,10,INTER_EVENT_STDDEV,0.21
6,0,29.66893945,1000,10,INTER_EVENT_STDDEV,0.21
6,0,18.59867969,1000,10,INTER_EVENT_STDDEV,0.21
6,0,9.974022461,1000,10,INTER_EVENT_STDDEV,0.21
6,0,0.001,1000,10,INTER_EVENT_STDDEV,0.21
7,0,136.0427188,1000,10,INTER_EVENT_STDDEV,0.21
7,0,88.590375,1000,10,INTER_EVENT_STDDEV,0.21
7,0,57.63255859,1000,10,INTER_EVENT_STDDEV,0.21
7,0,37.35728125,1000,10,INTER_EVENT_STDDEV,0.21
7,0,23.88512109,1000,10,INTER_EVENT_STDDEV,0.21
7,0,14.3915332,1000,10,INTER_EVENT_STDDEV,0.21
8,0,261.2229688,1000,10,INTER_EVENT_STDDEV,0.21
8,0,170.1622344,1000,10,INTER_EVENT_STDDEV,0.21
8,0,110.8292656,1000,10,INTER_EVENT_STDDEV,0.21
8,0,72.14836719,1000,10,INTER_EVENT_STDDEV,0.21
8,0,46.88140625,1000,10,INTER_EVENT_STDDEV,0.21
8,0,30.25676758,1000,10,INTER_EVENT_STDDEV,0.21
9,0,501.5350625,1000,10,INTER_EVENT_STDDEV,0.21
9,0,326.7179375,1000,10,INTER_EVENT_STDDEV,0.21
9,0,212.8315781,1000,10,INTER_EVENT_STDDEV,0.21
9,0,138.6335313,1000,10,INTER_EVENT_STDDEV,0.21
9,0,90.279375,1000,10,INTER_EVENT_STDDEV,0.21
9,0,58.73576172,1000,10,INTER_EVENT_STDDEV,0.21
9,0,38.08295703,1000,10,INTER_EVENT_STDDEV,0.21
4,0,18.19123633,1600,10,INTER_EVENT_STDDEV,0.21
4,0,9.575145508,1600,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
5,0,36.64460156,1600,10,INTER_EVENT_STDDEV,0.21
5,0,23.40261133,1600,10,INTER_EVENT_STDDEV,0.21
5,0,14.0220791,1600,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
5,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
6,0,70.79664063,1600,10,INTER_EVENT_STDDEV,0.21
6,0,45.99622656,1600,10,INTER_EVENT_STDDEV,0.21
6,0,29.66893945,1600,10,INTER_EVENT_STDDEV,0.21
6,0,18.59867969,1600,10,INTER_EVENT_STDDEV,0.21
6,0,9.974022461,1600,10,INTER_EVENT_STDDEV,0.21
6,0,0.001,1600,10,INTER_EVENT_STDDEV,0.21
7,0,136.0427188,1600,10,INTER_EVENT_STDDEV,0.21
7,0,88.590375,1600,10,INTER_EVENT_STDDEV,0.21
7,0,57.63255859,1600,10,INTER_EVENT_STDDEV,0.21
7,0,37.35728125,1600,10,INTER_EVENT_STDDEV,0.21
7,0,23.88512109,1600,10,INTER_EVENT_STDDEV,0.21
7,0,14.3915332,1600,10,INTER_EVENT_STDDEV,0.21
8,0,261.2229688,1600,10,INTER_EVENT_STDDEV,0.21
8,0,170.1622344,1600,10,INTER_EVENT_STDDEV,0.21
8,0,110.8292656,1600,10,INTER_EVENT_STDDEV,0.21
8,0,72.14836719,1600,10,INTER_EVENT_STDDEV,0.21
8,0,46.88140625,1600,10,INTER_EVENT_STDDEV,0.21
8,0,30.25676758,1600,10,INTER_EVENT_STDDEV,0.21
9,0,501.5350625,1600,10,INTER_EVENT_STDDEV,0.21
9,0,326.7179375,1600,10,INTER_EVENT_STDDEV,0.21
9,0,212.8315781,1600,10,INTER_EVENT_STDDEV,0.21
9,0,138.6335313,1600,10,INTER_EVENT_STDDEV,0.21
9,0,90.279375,1600,10,INTER_EVENT_STDDEV,0.21
9,0,58.73576172,1600,10,INTER_EVENT_STDDEV,0.21
9,0,38.08295703,1600,10,INTER_EVENT_STDDEV,0.21
4,0,18.84183398,170,20,INTER_EVENT_STDDEV,0.21
4,0,10.20541309,170,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
5,0,37.7845,170,20,INTER_EVENT_STDDEV,0.21
5,0,24.17384961,170,20,INTER_EVENT_STDDEV,0.21
5,0,14.61070801,170,20,INTER_EVENT_STDDEV,0.21
5,0,4.235172852,170,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
6,0,72.95911719,170,20,INTER_EVENT_STDDEV,0.21
6,0,47.41219531,170,20,INTER_EVENT_STDDEV,0.21
6,0,30.60894727,170,20,INTER_EVENT_STDDEV,0.21
6,0,19.25753125,170,20,INTER_EVENT_STDDEV,0.21
6,0,10.59108203,170,20,INTER_EVENT_STDDEV,0.21
6,0,0.001,170,20,INTER_EVENT_STDDEV,0.21
7,0,140.1875469,170,20,INTER_EVENT_STDDEV,0.21
7,0,91.2924375,170,20,INTER_EVENT_STDDEV,0.21
7,0,59.39739063,170,20,INTER_EVENT_STDDEV,0.21
7,0,38.51798438,170,20,INTER_EVENT_STDDEV,0.21
7,0,24.6687207,170,20,INTER_EVENT_STDDEV,0.21
7,0,14.98335059,170,20,INTER_EVENT_STDDEV,0.21
8,0,269.1788125,170,20,INTER_EVENT_STDDEV,0.21
8,0,175.3455156,170,20,INTER_EVENT_STDDEV,0.21
8,0,114.2071172,170,20,INTER_EVENT_STDDEV,0.21
8,0,74.35177344,170,20,INTER_EVENT_STDDEV,0.21
8,0,48.32376563,170,20,INTER_EVENT_STDDEV,0.21
8,0,31.21327734,170,20,INTER_EVENT_STDDEV,0.21
9,0,516.8090938,170,20,INTER_EVENT_STDDEV,0.21
9,0,336.6682188,170,20,INTER_EVENT_STDDEV,0.21
9,0,219.3139375,170,20,INTER_EVENT_STDDEV,0.21
9,0,142.8571875,170,20,INTER_EVENT_STDDEV,0.21
9,0,93.03271875,170,20,INTER_EVENT_STDDEV,0.21
9,0,60.53383594,170,20,INTER_EVENT_STDDEV,0.21
9,0,39.26489063,170,20,INTER_EVENT_STDDEV,0.21
4,0,18.84183398,200,20,INTER_EVENT_STDDEV,0.21
4,0,10.20541309,200,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
5,0,37.7845,200,20,INTER_EVENT_STDDEV,0.21
5,0,24.17384961,200,20,INTER_EVENT_STDDEV,0.21
5,0,14.61070801,200,20,INTER_EVENT_STDDEV,0.21
5,0,4.235172852,200,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
6,0,72.95911719,200,20,INTER_EVENT_STDDEV,0.21
6,0,47.41219531,200,20,INTER_EVENT_STDDEV,0.21
6,0,30.60894727,200,20,INTER_EVENT_STDDEV,0.21
6,0,19.25753125,200,20,INTER_EVENT_STDDEV,0.21
6,0,10.59108203,200,20,INTER_EVENT_STDDEV,0.21
6,0,0.001,200,20,INTER_EVENT_STDDEV,0.21
7,0,140.1875469,200,20,INTER_EVENT_STDDEV,0.21
7,0,91.2924375,200,20,INTER_EVENT_STDDEV,0.21
7,0,59.39739063,200,20,INTER_EVENT_STDDEV,0.21
7,0,38.51798438,200,20,INTER_EVENT_STDDEV,0.21
7,0,24.6687207,200,20,INTER_EVENT_STDDEV,0.21
7,0,14.98335059,200,20,INTER_EVENT_STDDEV,0.21
8,0,269.1788125,200,20,INTER_EVENT_STDDEV,0.21
8,0,175.3455156,200,20,INTER_EVENT_STDDEV,0.21
8,0,114.2071172,200,20,INTER_EVENT_STDDEV,0.21
8,0,74.35177344,200,20,INTER_EVENT_STDDEV,0.21
8,0,48.32376563,200,20,INTER_EVENT_STDDEV,0.21
8,0,31.21327734,200,20,INTER_EVENT_STDDEV,0.21
9,0,516.8090938,200,20,INTER_EVENT_STDDEV,0.21
9,0,336.6682188,200,20,INTER_EVENT_STDDEV,0.21
9,0,219.3139375,200,20,INTER_EVENT_STDDEV,0.21
9,0,142.8571875,200,20,INTER_EVENT_STDDEV,0.21
9,0,93.03271875,200,20,INTER_EVENT_STDDEV,0.21
9,0,60.53383594,200,20,INTER_EVENT_STDDEV,0.21
9,0,39.26489063,200,20,INTER_EVENT_STDDEV,0.21
4,0,18.84183398,500,20,INTER_EVENT_STDDEV,0.21
4,0,10.20541309,500,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
5,0,37.7845,500,20,INTER_EVENT_STDDEV,0.21
5,0,24.17384961,500,20,INTER_EVENT_STDDEV,0.21
5,0,14.61070801,500,20,INTER_EVENT_STDDEV,0.21
5,0,4.235172852,500,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
6,0,72.95911719,500,20,INTER_EVENT_STDDEV,0.21
6,0,47.41219531,500,20,INTER_EVENT_STDDEV,0.21
6,0,30.60894727,500,20,INTER_EVENT_STDDEV,0.21
6,0,19.25753125,500,20,INTER_EVENT_STDDEV,0.21
6,0,10.59108203,500,20,INTER_EVENT_STDDEV,0.21
6,0,0.001,500,20,INTER_EVENT_STDDEV,0.21
7,0,140.1875469,500,20,INTER_EVENT_STDDEV,0.21
7,0,91.2924375,500,20,INTER_EVENT_STDDEV,0.21
7,0,59.39739063,500,20,INTER_EVENT_STDDEV,0.21
7,0,38.51798438,500,20,INTER_EVENT_STDDEV,0.21
7,0,24.6687207,500,20,INTER_EVENT_STDDEV,0.21
7,0,14.98335059,500,20,INTER_EVENT_STDDEV,0.21
8,0,269.1788125,500,20,INTER_EVENT_STDDEV,0.21
8,0,175.3455156,500,20,INTER_EVENT_STDDEV,0.21
8,0,114.2071172,500,20,INTER_EVENT_STDDEV,0.21
8,0,74.35177344,500,20,INTER_EVENT_STDDEV,0.21
8,0,48.32376563,500,20,INTER_EVENT_STDDEV,0.21
8,0,31.21327734,500,20,INTER_EVENT_STDDEV,0.21
9,0,516.8090938,500,20,INTER_EVENT_STDDEV,0.21
9,0,336.6682188,500,20,INTER_EVENT_STDDEV,0.21
9,0,219.3139375,500,20,INTER_EVENT_STDDEV,0.21
9,0,142.8571875,500,20,INTER_EVENT_STDDEV,0.21
9,0,93.03271875,500,20,INTER_EVENT_STDDEV,0.21
9,0,60.53383594,500,20,INTER_EVENT_STDDEV,0.21
9,0,39.26489063,500,20,INTER_EVENT_STDDEV,0.21
4,0,18.84183398,1000,20,INTER_EVENT_STDDEV,0.21
4,0,10.20541309,1000,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
5,0,37.7845,1000,20,INTER_EVENT_STDDEV,0.21
5,0,24.17384961,1000,20,INTER_EVENT_STDDEV,0.21
5,0,14.61070801,1000,20,INTER_EVENT_STDDEV,0.21
5,0,4.235172852,1000,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
6,0,72.95911719,1000,20,INTER_EVENT_STDDEV,0.21
6,0,47.41219531,1000,20,INTER_EVENT_STDDEV,0.21
6,0,30.60894727,1000,20,INTER_EVENT_STDDEV,0.21
6,0,19.25753125,1000,20,INTER_EVENT_STDDEV,0.21
6,0,10.59108203,1000,20,INTER_EVENT_STDDEV,0.21
6,0,0.001,1000,20,INTER_EVENT_STDDEV,0.21
7,0,140.1875469,1000,20,INTER_EVENT_STDDEV,0.21
7,0,91.2924375,1000,20,INTER_EVENT_STDDEV,0.21
7,0,59.39739063,1000,20,INTER_EVENT_STDDEV,0.21
7,0,38.51798438,1000,20,INTER_EVENT_STDDEV,0.21
7,0,24.6687207,1000,20,INTER_EVENT_STDDEV,0.21
7,0,14.98335059,1000,20,INTER_EVENT_STDDEV,0.21
8,0,269.1788125,1000,20,INTER_EVENT_STDDEV,0.21
8,0,175.3455156,1000,20,INTER_EVENT_STDDEV,0.21
8,0,114.2071172,1000,20,INTER_EVENT_STDDEV,0.21
8,0,74.35177344,1000,20,INTER_EVENT_STDDEV,0.21
8,0,48.32376563,1000,20,INTER_EVENT_STDDEV,0.21
8,0,31.21327734,1000,20,INTER_EVENT_STDDEV,0.21
9,0,516.8090938,1000,20,INTER_EVENT_STDDEV,0.21
9,0,336.6682188,1000,20,INTER_EVENT_STDDEV,0.21
9,0,219.3139375,1000,20,INTER_EVENT_STDDEV,0.21
9,0,142.8571875,1000,20,INTER_EVENT_STDDEV,0.21
9,0,93.03271875,1000,20,INTER_EVENT_STDDEV,0.21
9,0,60.53383594,1000,20,INTER_EVENT_STDDEV,0.21
9,0,39.26489063,1000,20,INTER_EVENT_STDDEV,0.21
4,0,18.84183398,1600,20,INTER_EVENT_STDDEV,0.21
4,0,10.20541309,1600,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
4,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
5,0,37.7845,1600,20,INTER_EVENT_STDDEV,0.21
5,0,24.17384961,1600,20,INTER_EVENT_STDDEV,0.21
5,0,14.61070801,1600,20,INTER_EVENT_STDDEV,0.21
5,0,4.235172852,1600,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
5,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
6,0,72.95911719,1600,20,INTER_EVENT_STDDEV,0.21
6,0,47.41219531,1600,20,INTER_EVENT_STDDEV,0.21
6,0,30.60894727,1600,20,INTER_EVENT_STDDEV,0.21
6,0,19.25753125,1600,20,INTER_EVENT_STDDEV,0.21
6,0,10.59108203,1600,20,INTER_EVENT_STDDEV,0.21
6,0,0.001,1600,20,INTER_EVENT_STDDEV,0.21
7,0,140.1875469,1600,20,INTER_EVENT_STDDEV,0.21
7,0,91.2924375,1600,20,INTER_EVENT_STDDEV,0.21
7,0,59.39739063,1600,20,INTER_EVENT_STDDEV,0.21
7,0,38.51798438,1600,20,INTER_EVENT_STDDEV,0.21
7,0,24.6687207,1600,20,INTER_EVENT_STDDEV,0.21
7,0,14.98335059,1600,20,INTER_EVENT_STDDEV,0.21
8,0,269.1788125,1600,20,INTER_EVENT_STDDEV,0.21
8,0,175.3455156,1600,20,INTER_EVENT_STDDEV,0.21
8,0,114.2071172,1600,20,INTER_EVENT_STDDEV,0.21
8,0,74.35177344,1600,20,INTER_EVENT_STDDEV,0.21
8,0,48.32376563,1600,20,INTER_EVENT_STDDEV,0.21
8,0,31.21327734,1600,20,INTER_EVENT_STDDEV,0.21
9,0,516.8090938,1600,20,INTER_EVENT_STDDEV,0.21
9,0,336.6682188,1600,20,INTER_EVENT_STDDEV,0.21
9,0,219.3139375,1600,20,INTER_EVENT_STDDEV,0.21
9,0,142.8571875,1600,20,INTER_EVENT_STDDEV,0.21
9,0,93.03271875,1600,20,INTER_EVENT_STDDEV,0.21
9,0,60.53383594,1600,20,INTER_EVENT_STDDEV,0.21
9,0,39.26489063,1600,20,INTER_EVENT_STDDEV,0.21
