rup_mag,dist_rhypo,site_vs30,result_type,damping,pga,0.05,0.1,0.2,0.5,0.75,1.0,2.0,5.0,pgv
3.0,20.0,1000.0,MEAN,5.0,0.000697421036990375,0.00100064485088442,0.00217439720334976,0.00177948130303232,0.000389365331527853,0.000152972781682528,7.38049522038759e-05,1.51351100164754e-05,3.51214307699647e-06,0.0181711970731775
3.0,20.0,600.0,MEAN,5.0,0.000854073099606642,0.00122061854771275,0.00250172103845316,0.00209842489165165,0.000493920759569913,0.000199762591777658,9.73162809037575e-05,2.10855814827783e-05,4.27732450454564e-06,0.0228498597356741
3.0,20.0,300.0,MEAN,5.0,0.00151948019308910,0.00215070064287561,0.00433549690782776,0.00380183644201431,0.000990050346292844,0.000409556821676800,0.000207054895560172,3.72980032253214e-05,7.65900229744803e-06,0.0430609432178671
3.0,50.0,1000.0,MEAN,5.0,0.000112851532224988,0.000152112267023702,0.000309573234632753,0.000289077979858454,7.50750630294023e-05,3.12146881895317e-05,1.62384157407507e-05,3.24427053746963e-06,7.76468284860220e-07,0.00337567121473488
3.0,50.0,600.0,MEAN,5.0,0.000138199814474602,0.000185551401478417,0.000356174977060149,0.000340890588470733,9.52348068862133e-05,4.07623300412567e-05,2.14113305472190e-05,4.51977756987084e-06,9.45635399533718e-07,0.00424482842048427
3.0,50.0,300.0,MEAN,5.0,0.000245871086303340,0.000326937124783078,0.000617253278025230,0.000617610983906913,0.000190895506434938,8.35716546690549e-05,4.55557977461465e-05,7.99497412563484e-06,1.69326028218808e-06,0.00799945022413806
3.0,100.0,1000.0,MEAN,5.0,1.87664739743041e-05,2.30773687335210e-05,4.30126669875657e-05,4.88204474358523e-05,1.70107266410484e-05,7.62252827511394e-06,4.50024979554384e-06,9.31742289500720e-07,2.25578618518922e-07,0.000707172542087571
3.0,100.0,600.0,MEAN,5.0,2.29817280320187e-05,2.81505114263519e-05,4.94875976463735e-05,5.75707325198586e-05,2.15785801740845e-05,9.95403226238881e-06,5.93385078050659e-06,1.29806310920976e-06,2.74724842223023e-07,0.000889253103719460
3.0,100.0,300.0,MEAN,5.0,4.08867584796853e-05,4.96005268274688e-05,8.57622905487243e-05,0.000104304190137195,4.32536603492088e-05,2.04079341380884e-05,1.26251521556040e-05,2.29612648214229e-06,4.91923910733468e-07,0.00167581236158717
3.0,200.0,1000.0,MEAN,5.0,1.52044693916266e-06,1.57346936568081e-06,2.50615902600260e-06,4.11056065410053e-06,2.59307816943105e-06,1.32668049925349e-06,1.00907961887344e-06,2.40108318793991e-07,5.74715608775362e-08,9.08929577932792e-05
3.0,200.0,600.0,MEAN,5.0,1.86196395182155e-06,1.91936818573572e-06,2.88342477234666e-06,4.84731296727301e-06,3.28939182654972e-06,1.73247248351519e-06,1.33053233844364e-06,3.34508537771609e-07,6.99927395515439e-08,0.000114295790650065
3.0,200.0,300.0,MEAN,5.0,3.31261732320313e-06,3.38188076751089e-06,4.99699166786094e-06,8.78215425205043e-06,6.59349390336251e-06,3.55194592579544e-06,2.83090590615903e-06,5.91707680952180e-07,1.25329409180962e-07,0.000215392330988349
3.5,1.0,1000.0,MEAN,5.0,0.0199142797626289,0.0290416816314562,0.0627026240798884,0.0505327348569176,0.0132181094749751,0.00544776376948020,0.00263657077921497,0.000631907282843890,0.000112760733045428,0.583549911999869
3.5,1.0,600.0,MEAN,5.0,0.0243873495940114,0.0354259707875304,0.0721415910511747,0.0595899200999150,0.0167675397456153,0.00711407217685503,0.00347647759277661,0.000880345929924647,0.000137327619072457,0.733800507708120
3.5,1.0,300.0,MEAN,5.0,0.0433874977295348,0.0624197119485067,0.125021791047307,0.107962467808062,0.0336100643878195,0.0145853974160239,0.00739672435285025,0.00155723214750071,0.000245899638631870,1.38285934185973
3.5,2.0,1000.0,MEAN,5.0,0.0182044004513827,0.0265119688916017,0.0571320477148854,0.0461724951348541,0.0120937954688710,0.00499291918424611,0.00241822984940765,0.000576820231105647,0.000103198503889299,0.534201074283770
3.5,2.0,600.0,MEAN,5.0,0.0222934036906712,0.0323401463934684,0.0657324455338935,0.0544481770814552,0.0153413161377995,0.00652010420292510,0.00318858190795558,0.000803601029041313,0.000125682092056351,0.671745486490179
3.5,2.0,300.0,MEAN,5.0,0.0396621616581950,0.0569825632827368,0.113914705107312,0.0986468777858397,0.0307512390611849,0.0133676337025289,0.00678418336382711,0.00142147911820856,0.000225047089783505,1.26591561546663
3.5,5.0,1000.0,MEAN,5.0,0.0115900611744213,0.0167578955138550,0.0357586448155267,0.0293319242863055,0.00774638064257958,0.00322646039176886,0.00156949290991684,0.000365766470837032,6.62847966843975e-05,0.342924746125604
3.5,5.0,600.0,MEAN,5.0,0.0141933766646692,0.0204418161616128,0.0411415880703685,0.0345892030096294,0.00982649943662712,0.00421333836672542,0.00206947106307999,0.000509570047135905,8.07260919960760e-05,0.431219931042853
3.5,5.0,300.0,MEAN,5.0,0.0252514155110970,0.0360179904219118,0.0712986080864128,0.0626672381867982,0.0196969432476386,0.00863826132194775,0.00440310820400743,0.000901371644748109,0.000144548612901565,0.812641179414271
3.5,10.0,1000.0,MEAN,5.0,0.00532530782146125,0.00759134923037944,0.0159046240914536,0.0134354626201286,0.00362528383596482,0.00153482228466597,0.000754520435316211,0.000169541113397509,3.13770213512966e-05,0.160706892801389
3.5,10.0,600.0,MEAN,5.0,0.00652145822423432,0.00926017024379449,0.0182988336431733,0.0158435546048673,0.00459877344212959,0.00200427863134034,0.000994880701609635,0.000236197355508661,3.82130509387808e-05,0.202085198035091
3.5,10.0,300.0,MEAN,5.0,0.0116023167177914,0.0163161981552596,0.0317119836534155,0.0287046744000535,0.00921811272493856,0.00410920772854271,0.00211675700975807,0.000417806344812911,6.84245127115298e-05,0.380832938951245
3.5,20.0,1000.0,MEAN,5.0,0.00178153780739698,0.00247616719092920,0.00503487717887949,0.00448428729982352,0.00127499147225438,0.000554196991742078,0.000279084362692377,6.02192832614565e-05,1.14412163957998e-05,0.0562125825676808
3.5,20.0,600.0,MEAN,5.0,0.00218170005854148,0.00302050782334469,0.00579280461960952,0.00528802414233408,0.00161736216717075,0.000723709317488496,0.000367989564719088,8.38949041441883e-05,1.39338842919277e-05,0.0706860215030896
3.5,20.0,300.0,MEAN,5.0,0.00388145935955823,0.00532206243273226,0.0100389636294125,0.00958061590412860,0.00324195722221247,0.00148376172561065,0.000782952658923509,0.000148400574483263,2.49500947825762e-05,0.133208990928262
3.5,50.0,1000.0,MEAN,5.0,0.000288275318090625,0.000376412674895641,0.000716825431822280,0.000728475602148183,0.000245836127129878,0.000113086041206384,6.14035748661220e-05,1.29082409219367e-05,2.52943615245838e-06,0.0104426360088145
3.5,50.0,600.0,MEAN,5.0,0.000353026624382065,0.000459160202708982,0.000824733062075968,0.000859043213268819,0.000311849969192825,0.000147675687379113,8.09643169154795e-05,1.79832036544530e-05,3.08051779224389e-06,0.0131313730796705
3.5,50.0,300.0,MEAN,5.0,0.000628069147276397,0.000809029278638734,0.00142926712669152,0.00155637774144962,0.000625094539981705,0.000302767323069396,0.000172263654419905,3.18102485555462e-05,5.51599319225180e-06,0.0247462924104307
3.5,100.0,1000.0,MEAN,5.0,4.79383057342670e-05,5.71065980706480e-05,9.95970262860948e-05,0.000123027374345117,5.57022663499142e-05,2.76152541195476e-05,1.70171419212692e-05,3.70719821640175e-06,7.34848704098837e-07,0.00218763765268784
3.5,100.0,600.0,MEAN,5.0,5.87060257675040e-05,6.96604521976016e-05,0.000114589908248340,0.000145078065299374,7.06598751289884e-05,3.60619364755237e-05,2.24381279838072e-05,5.16470841504679e-06,8.94948269551581e-07,0.00275090371399816
3.5,100.0,300.0,MEAN,5.0,0.000104443803943462,0.000122740048154376,0.000198584968204977,0.000262846231850577,0.000141635743153172,7.39348241079338e-05,4.77404623677269e-05,9.13578367661300e-06,1.60249961051782e-06,0.00518412410389353
3.5,200.0,1000.0,MEAN,5.0,3.88392887881395e-06,3.89366238759675e-06,5.80308090316912e-06,1.03585999498430e-05,8.49113232536751e-06,4.80636054075980e-06,3.81571065260265e-06,9.55338338944868e-07,1.87220323941528e-07,0.000281177287010844
3.5,200.0,600.0,MEAN,5.0,4.75632222178890e-06,4.74961373621367e-06,6.67665022790628e-06,1.22152134671894e-05,1.07712376736195e-05,6.27648283622542e-06,5.03124463369869e-06,1.33093610601551e-06,2.28009526317162e-07,0.000353573930390028
3.5,200.0,300.0,MEAN,5.0,8.46196585665368e-06,8.36870563291612e-06,1.15706731377344e-05,2.21310011577264e-05,2.15906446168721e-05,1.28681568397681e-05,1.07047230175022e-05,2.35427508676522e-06,4.08275192599326e-07,0.000666315991256299
4.0,1.0,1000.0,MEAN,5.0,0.0508703357405228,0.0718657165543438,0.145189669371051,0.127342333273230,0.0432831983109225,0.0197364149331688,0.00996986860147186,0.00251422048595159,0.000367331261693656,1.80521115249340
4.0,1.0,600.0,MEAN,5.0,0.0622966372098960,0.0876640963008680,0.167045859823611,0.150166411665126,0.0549059416832459,0.0257731954409468,0.0131458730670844,0.00350270337410790,0.000447360763067660,2.27001124150682
4.0,1.0,300.0,MEAN,5.0,0.110831855470089,0.154462037812452,0.289491433136962,0.272065080101886,0.110057424240209,0.0528406640868869,0.0279698047405278,0.00619588517639526,0.000801046801214648,4.27787418851573
4.0,2.0,1000.0,MEAN,5.0,0.0465025084489679,0.0656057616029272,0.132290844919773,0.116354542855586,0.0396015896677133,0.0180885825666891,0.00914423919009289,0.00229504118900213,0.000336181183065578,1.65255056532548
4.0,2.0,600.0,MEAN,5.0,0.0569477251530660,0.0800280033206344,0.152205305185588,0.137209235392835,0.0502357186555367,0.0236213403153320,0.0120572308917164,0.00319735224549800,0.000409424098269725,2.07804408656898
4.0,2.0,300.0,MEAN,5.0,0.101315613911056,0.141007424893108,0.263772666833833,0.248589822477190,0.100696092819609,0.0484288924027437,0.0256535562173629,0.00565575364675024,0.000733117187144892,3.91610887117472
4.0,5.0,1000.0,MEAN,5.0,0.0296064085783525,0.0414686099905994,0.0828001362639686,0.0739163571611154,0.0253658157529592,0.0116889725311016,0.00593484468771653,0.00145530456606538,0.000215930469229727,1.06083740814967
4.0,5.0,600.0,MEAN,5.0,0.0362564875471102,0.0505847348913591,0.0952644910319262,0.0871646830471256,0.0321772432451806,0.0152642804971455,0.00782545067104134,0.00202746745657134,0.000262974675879150,1.33397848699559
4.0,5.0,300.0,MEAN,5.0,0.0645038635734912,0.0891290911926573,0.165093909331344,0.157921243587783,0.0644983840026890,0.0312950995977880,0.0166498129229390,0.00358636008194487,0.000470883994092239,2.51390479183958
4.0,10.0,1000.0,MEAN,5.0,0.0136033138043856,0.0187853361585153,0.0368275992782520,0.0338573236437100,0.0118711287345986,0.00556042639523852,0.00285312636267165,0.000674566905759758,0.000102214312818605,0.497146635106842
4.0,10.0,600.0,MEAN,5.0,0.0166588384485364,0.0229149530123864,0.0423714580612002,0.0399257078889220,0.0150588571882798,0.00726119493863277,0.00376201919075409,0.000939777473800970,0.000124483477850851,0.625150386873619
4.0,10.0,300.0,MEAN,5.0,0.0296377149380779,0.0403755983124728,0.0734299798342309,0.0723356894160022,0.0301850579979937,0.0148870311211827,0.00800425667116586,0.00166235981101785,0.000222900844170407,1.17810637015704
4.0,20.0,1000.0,MEAN,5.0,0.00455087643022825,0.00612745266416450,0.0116583980918245,0.0113003899243516,0.00417500769249949,0.00200777093988773,0.00105532324286662,0.000239599320558360,3.72710990827466e-05,0.173893575981991
4.0,20.0,600.0,MEAN,5.0,0.00557307699731101,0.00747446245838426,0.0134134001534071,0.0133258042454398,0.00529611345365007,0.00262188817014660,0.00139150734578592,0.000333799423416952,4.53912559719275e-05,0.218667146920578
4.0,20.0,300.0,MEAN,5.0,0.00991505307435011,0.0131698238114760,0.0232454993960917,0.0241431220154779,0.0106159112715939,0.00537544179919545,0.00296063932445029,0.000590453338049249,8.12778486653480e-05,0.412081899236316
4.0,50.0,1000.0,MEAN,5.0,0.000736389284060165,0.000931460062981073,0.00165982921720208,0.00183575623153656,0.000804999675838416,0.000409693431441057,0.000232190077316320,5.13590595403052e-05,8.23993377980044e-06,0.0323042855407804
4.0,50.0,600.0,MEAN,5.0,0.000901794246225269,0.00113622473380389,0.00190969233519832,0.00216478620185366,0.00102116449295436,0.000535006429240448,0.000306156621099926,7.15512231914491e-05,1.00351466040827e-05,0.0406218913644152
4.0,50.0,300.0,MEAN,5.0,0.00160438081472430,0.00200200076430289,0.00330950776960885,0.00392206702470971,0.00204689566146553,0.00109687970498628,0.000651393853301815,0.000126566002248979,1.79689922553729e-05,0.0765526343566347
4.0,100.0,1000.0,MEAN,5.0,0.000122456736402304,0.000141314357839486,0.000230619683450475,0.000310028597303233,0.000182399173297489,0.000100045842083254,6.43482322815425e-05,1.47501286252197e-05,2.39385550572668e-06,0.00676745520312489
4.0,100.0,600.0,MEAN,5.0,0.000149962503107392,0.000172379766991793,0.000265336118479479,0.000365596269315302,0.000231378427726238,0.000130646880388211,8.48470253198262e-05,2.05492420385431e-05,2.91539854456689e-06,0.00850991828089953
4.0,100.0,300.0,MEAN,5.0,0.000266798068318382,0.000303729020325557,0.000459829015114364,0.000662371679480691,0.000463791586112975,0.000267854559843417,0.000180524695385370,3.63492795518817e-05,5.22032970074745e-06,0.0160370834710375
4.0,200.0,1000.0,MEAN,5.0,9.92136137548645e-06,9.63514582441578e-06,1.34371951736997e-05,2.61036393694494e-05,2.78045332442564e-05,1.74127091343933e-05,1.44286412212350e-05,3.80108172195815e-06,6.09892078126435e-07,0.000869821696314345
4.0,200.0,600.0,MEAN,5.0,1.21498598591833e-05,1.17532586039934e-05,1.54599692328792e-05,3.07822996073118e-05,3.52708242554657e-05,2.27387373642445e-05,1.90250336896973e-05,5.29550285949705e-06,7.42767670253737e-07,0.00109378065054210
4.0,200.0,300.0,MEAN,5.0,2.16157977734460e-05,2.07089601275177e-05,2.67922153485599e-05,5.57700534728064e-05,7.06993806021936e-05,4.66193641210308e-05,4.04785954319894e-05,9.36714422101839e-06,1.33000413854450e-06,0.00206124794771769
4.5,1.0,1000.0,MEAN,5.0,0.129946505181159,0.177836851233684,0.336190716120865,0.320902280262209,0.141732466323530,0.0715020127334514,0.0376998337060421,0.0100035318845032,0.00119662450015373,5.58441915262817
4.5,1.0,600.0,MEAN,5.0,0.159134595282727,0.216931070889746,0.386799332778996,0.378418886190322,0.179791578124175,0.0933723452228023,0.0497095045441879,0.0139364884983759,0.00145732995069903,7.02227782951738
4.5,1.0,300.0,MEAN,5.0,0.283116123993041,0.382227350630156,0.670325462126688,0.685603148146252,0.360387189105746,0.191433644315767,0.105764381624116,0.0246520682100529,0.00260950354098265,13.2336001347456
4.5,2.0,1000.0,MEAN,5.0,0.118789042123169,0.162346145361673,0.306323129479351,0.293213082888232,0.129676899881981,0.0655321680960338,0.0345778174833600,0.00913146553323925,0.00109514947976965,5.11216375710035
4.5,2.0,600.0,MEAN,5.0,0.145470985279211,0.198035013124769,0.352435615904367,0.345766842642352,0.164498756571495,0.0855765032163762,0.0455929378553652,0.0127215633284928,0.00133374683299209,6.42842760029090
4.5,2.0,300.0,MEAN,5.0,0.258807215568224,0.348932949476656,0.610772943695799,0.626445572594809,0.329733156083913,0.175450470258834,0.0970057722947730,0.0225030033174468,0.00238821488695666,12.1144794356931
4.5,5.0,1000.0,MEAN,5.0,0.0756285420514283,0.102617038823919,0.191726017602180,0.186268988104557,0.0830613209576042,0.0423473597200867,0.0224418863218588,0.00579033768503724,0.000703418730599274,3.28169961265354
4.5,5.0,600.0,MEAN,5.0,0.0926159377229770,0.125175541341294,0.220587577612453,0.219654727765503,0.105365597335739,0.0553001536585874,0.0295909806604212,0.00806684833726019,0.000856670729918467,4.12666130589914
4.5,5.0,300.0,MEAN,5.0,0.164772878339397,0.220556305439968,0.382279537144288,0.397961038301603,0.211202392506110,0.113377359440041,0.0629592227864311,0.0142693401909286,0.00153395962397270,7.77676231838146
4.5,10.0,1000.0,MEAN,5.0,0.0347491924719968,0.0464856567494241,0.0852753300424310,0.0853203493415659,0.0388724590431711,0.0201445743952004,0.0107887469448862,0.00268395376925122,0.000332975065670084,1.53792268949848
4.5,10.0,600.0,MEAN,5.0,0.0425544240125864,0.0567046887622564,0.0981122891896355,0.100612658597574,0.0493107961656827,0.0263061987053002,0.0142256135521616,0.00373916845242303,0.000405519472461620,1.93390218585120
4.5,10.0,300.0,MEAN,5.0,0.0757085130596209,0.0999123033183225,0.170029159871707,0.182285710346834,0.0988421115612163,0.0539334368675631,0.0302671135905324,0.00661416509250177,0.000726125541315081,3.64447104608849
4.5,20.0,1000.0,MEAN,5.0,0.0116250557227675,0.0151628194934153,0.0269953449187626,0.0284769471499768,0.0136712202487204,0.00727384703837176,0.00399057523750303,0.000953313146600864,0.000121414959631904,0.537939628221072
4.5,20.0,600.0,MEAN,5.0,0.0142362315554600,0.0184960914883286,0.0310591009864837,0.0335809848835902,0.0173423233727539,0.00949869983795522,0.00526181413555646,0.00132811469552419,0.000147867319373585,0.676446631535142
4.5,20.0,300.0,MEAN,5.0,0.0253276585841591,0.0325896701546730,0.0538256001436793,0.0608405917205248,0.0347622020902062,0.0194744034960502,0.0111952940060681,0.00234928433146207,0.000264772087690847,1.27477500200913
4.5,50.0,1000.0,MEAN,5.0,0.00188108084060172,0.00230496448922515,0.00384338070047817,0.00462609994306961,0.00263600181822583,0.00148425664189289,0.000877998261855333,0.000204346433632327,2.68425469563671e-05,0.0999332796258929
4.5,50.0,600.0,MEAN,5.0,0.00230360206952798,0.00281166929993272,0.00442194569711487,0.00545525443580860,0.00334384166966504,0.00193824646702880,0.00115769366326122,0.000284686624172487,3.26906624655716e-05,0.125663786110611
4.5,50.0,300.0,MEAN,5.0,0.00409833504768965,0.00495409395691240,0.00766325725440498,0.00988359659525057,0.00670263709078158,0.00397382740981930,0.00246316585787209,0.000503578363976527,5.85360915831444e-05,0.236815508753564
4.5,100.0,1000.0,MEAN,5.0,0.000312811478432880,0.000349692476986305,0.000534006288922932,0.000781271092368274,0.000597272976482017,0.000362450784440271,0.000243324937696148,5.86875267413400e-05,7.79826398323098e-06,0.0209351168691176
4.5,100.0,600.0,MEAN,5.0,0.000383074003804954,0.000426566051909262,0.000614393159449766,0.000921301451473403,0.000757657393525488,0.000473313665969007,0.000320838606091314,8.17609271277323e-05,9.49725136394921e-06,0.0263254249063973
4.5,100.0,300.0,MEAN,5.0,0.000681526395734805,0.000751599165676499,0.00106474686907217,0.00166917455384137,0.00151870305164824,0.000970396103521828,0.000682631965165279,0.000144625811064595,1.70058338895321e-05,0.0496107039690393
4.5,200.0,1000.0,MEAN,5.0,2.53437729202326e-05,2.38428568828889e-05,3.11141990175416e-05,6.57810893006435e-05,9.10469934170413e-05,6.30835820217212e-05,5.45601347809539e-05,1.51236705029150e-05,1.98679469798137e-06,0.00269079267184901
4.5,200.0,600.0,MEAN,5.0,3.10363948686118e-05,2.90842783191180e-05,3.57979885905334e-05,7.75712984189321e-05,0.000115495645101842,8.23789677135540e-05,7.19408284124779e-05,2.10696444466393e-05,2.41965246314639e-06,0.00338360950475224
4.5,200.0,300.0,MEAN,5.0,5.52168043806412e-05,5.12458017254551e-05,6.20381195405678e-05,0.000140540359751137,0.000231507789889136,0.000168894826050972,0.000153064837405667,3.72698124151319e-05,4.33264386524085e-06,0.00637646875915377
5.0,1.0,1000.0,MEAN,5.0,0.331943832549660,0.440069996836340,0.778458950250876,0.808672739304467,0.464108309784524,0.259040856317961,0.142557291201752,0.0398018593529984,0.00389814411048503,17.2753958611245
5.0,1.0,600.0,MEAN,5.0,0.406503794586438,0.536811437100348,0.895644609188507,0.953614405762483,0.588734307679580,0.338273725987231,0.187970386555442,0.0554502311275018,0.00474742257376566,21.7234104454029
5.0,1.0,300.0,MEAN,5.0,0.723210301991871,0.945848893610616,1.55215724453846,1.72771778198077,1.18010145129391,0.693534814697943,0.399935020072674,0.0980851726155890,0.00850076265216410,40.9381306716507
5.0,2.0,1000.0,MEAN,5.0,0.303442480829294,0.401737138169546,0.709299722977268,0.738896048807720,0.424631902509493,0.237413022249476,0.130751770273893,0.0363320986064704,0.00356757737629169,15.8144741999244
5.0,2.0,600.0,MEAN,5.0,0.371600577568728,0.490051791823419,0.816074467354713,0.871331358480145,0.538657386373144,0.310030582726462,0.172404095181698,0.0506163103388838,0.00434483612966159,19.8863352703995
5.0,2.0,300.0,MEAN,5.0,0.661114040023280,0.863459518693963,1.41426173237971,1.57864087722114,1.07972366331860,0.635630219622818,0.366815414548114,0.0895345147495927,0.00777988900859609,37.4761317485557
5.0,5.0,1000.0,MEAN,5.0,0.193190482989104,0.253933195720254,0.443946924294948,0.469397265531746,0.271987430107280,0.153418007484480,0.0848612370136026,0.0230384836882702,0.00229146869509871,10.1519349383378
5.0,5.0,600.0,MEAN,5.0,0.236584195012295,0.309755822260175,0.510776668933471,0.553529224716526,0.345023624843309,0.200343998869468,0.111894659266813,0.0320962202798581,0.00279070498726006,12.7658232120062
5.0,5.0,300.0,MEAN,5.0,0.420906592754975,0.545782339058967,0.885178896732967,1.00286056776177,0.691590204778543,0.410748832846175,0.238072568876154,0.0567745750097774,0.00499705268707335,24.0574075648833
5.0,10.0,1000.0,MEAN,5.0,0.0887656048239212,0.115032079553484,0.197457397613746,0.215007012614810,0.127289334135429,0.0729807120387856,0.0407963215943219,0.0106788633921560,0.00108470517778422,4.75756252150017
5.0,10.0,600.0,MEAN,5.0,0.108703797604934,0.140319804534896,0.227181733423643,0.253543583954353,0.161470062973037,0.0953033345298179,0.0537924105844019,0.0148773311825057,0.00132102705824607,5.98252475399350
5.0,10.0,300.0,MEAN,5.0,0.193394766150973,0.247240134427648,0.393707246984722,0.459359418081374,0.323662224486343,0.195392592966940,0.114451372905407,0.0263163122573824,0.00236543878383444,11.2741680566644
5.0,20.0,1000.0,MEAN,5.0,0.0296958009362325,0.0375214803917614,0.0625084717079611,0.0717618174603921,0.0447669266393921,0.0263520353275898,0.0150898701737256,0.00379302392579481,0.000395523415869457,1.66411577872546
5.0,20.0,600.0,MEAN,5.0,0.0363659588766605,0.0457699001432371,0.0719182118669264,0.0846239765331849,0.0567880923619349,0.0344123367422363,0.0198969039444808,0.00528427708595534,0.000481695068148193,2.09258707473528
5.0,20.0,300.0,MEAN,5.0,0.0646986238545953,0.0806454676990360,0.124634673639852,0.153318100224592,0.113830142626928,0.0705527853698900,0.0423336293776941,0.00934728710025995,0.000862526008886085,3.94351537584876
5.0,50.0,1000.0,MEAN,5.0,0.00480515564996975,0.00570379934442442,0.00889945486904248,0.0116577573403391,0.00863168743323151,0.00537723480519144,0.00332004259928295,0.000813049641329213,8.74427327160172e-05,0.309143514849753
5.0,50.0,600.0,MEAN,5.0,0.00588447144894293,0.00695767660832190,0.0102391382045329,0.0137472240602452,0.0109495357397704,0.00702197050656602,0.00437767641000237,0.00113270563895003,0.000106493652220601,0.388740814601429
5.0,50.0,300.0,MEAN,5.0,0.0104690544844290,0.0122592595225417,0.0177444852332621,0.0249066324063850,0.0219480381030049,0.0143965689320770,0.00931415918746102,0.00200362786340058,0.000190688157083807,0.732588573306867
5.0,100.0,1000.0,MEAN,5.0,0.000799066053156083,0.000865339023793440,0.00123650640891839,0.00196880070122471,0.00195579290183438,0.00131310375729604,0.000920103368897318,0.000233504797315908,2.54037559939096e-05,0.0647627660869089
5.0,100.0,600.0,MEAN,5.0,0.000978549232977726,0.00105556817842849,0.00142264444261047,0.00232167676676966,0.00248097772815292,0.00171474302124428,0.00121321178639558,0.000325308796901022,3.09384058787183e-05,0.0814376793791146
5.0,100.0,300.0,MEAN,5.0,0.00174093549856212,0.00185988584574536,0.00246545097837515,0.00420631463799283,0.00497305045659850,0.00351559666664189,0.00258128894149723,0.000575434382302887,5.53984906809530e-05,0.153470670196894
5.0,200.0,1000.0,MEAN,5.0,6.47397873662096e-05,5.90008531990632e-05,7.20457928897253e-05,0.000165768138623749,0.000298136815945116,0.000228542169399183,0.000206312449084589,6.01737679459606e-05,6.47221584522462e-06,0.00832396482354441
5.0,200.0,600.0,MEAN,5.0,7.92813923456350e-05,7.19711251019791e-05,8.28912378688673e-05,0.000195479428605448,0.000378194848548897,0.000298446400644122,0.000272035407510279,8.38314941727670e-05,7.88230058587548e-06,0.0104671931021777
5.0,200.0,300.0,MEAN,5.0,0.000141049408306152,0.000126811398462982,0.000143650990635108,0.000354161265572567,0.000758080994809867,0.000611880123305237,0.000578795884590107,0.000148288409432443,1.41140935723345e-05,0.0197256006398862
