rup_mag,dist_rjb,result_type,damping,0.030,0.040,0.050,0.100,0.310,0.500,1.000,2.000,2.500,4.000
5.00, 1.8400,MEAN,5.0,3.033671201e-01,3.606754635e-01,3.735239533e-01,3.421165338e-01,1.516325740e-01,8.360695858e-02,2.522790774e-02,5.930699733e-03,3.636326556e-03,1.290967308e-03
5.00, 2.0800,MEAN,5.0,2.980645688e-01,3.548630514e-01,3.677115412e-01,3.378337038e-01,1.500010197e-01,8.266881488e-02,2.493218853e-02,5.867477005e-03,3.600636306e-03,1.279750372e-03
5.00, 2.3500,MEAN,5.0,2.923541289e-01,3.485407787e-01,3.614912406e-01,3.329390411e-01,1.481655212e-01,8.161850183e-02,2.459568046e-02,5.795076785e-03,3.558827728e-03,1.266493994e-03
5.00, 2.6600,MEAN,5.0,2.861338282e-01,3.419125895e-01,3.547610793e-01,3.274325454e-01,1.460241062e-01,8.044582220e-02,2.423877797e-02,5.713499072e-03,3.510900822e-03,1.251198173e-03
5.00, 3.0100,MEAN,5.0,2.797095833e-01,3.348765117e-01,3.477250015e-01,3.215181612e-01,1.436787470e-01,7.917117044e-02,2.384108662e-02,5.621724145e-03,3.455835866e-03,1.233862909e-03
5.00, 3.4000,MEAN,5.0,2.728774499e-01,3.274325454e-01,3.402810352e-01,3.150939163e-01,1.411294434e-01,7.780474374e-02,2.343319805e-02,5.520771725e-03,3.395672302e-03,1.213468480e-03
5.00, 3.8400,MEAN,5.0,2.658413721e-01,3.198866070e-01,3.326331246e-01,3.083637550e-01,1.383761956e-01,7.635673934e-02,2.299471784e-02,5.411661534e-03,3.328370689e-03,1.191034609e-03
5.00, 4.3400,MEAN,5.0,2.587033223e-01,3.120347521e-01,3.246792976e-01,3.012257051e-01,1.355209757e-01,7.483735443e-02,2.254604042e-02,5.295413293e-03,3.255970469e-03,1.165541574e-03
5.00, 4.9000,MEAN,5.0,2.513613281e-01,3.040809251e-01,3.166234985e-01,2.938837110e-01,1.325637836e-01,7.326698346e-02,2.208716579e-02,5.173046724e-03,3.179491363e-03,1.138009096e-03
5.00, 5.5400,MEAN,5.0,2.440193339e-01,2.959231538e-01,3.083637550e-01,2.863377725e-01,1.294026472e-01,7.166602084e-02,2.160789672e-02,5.046601269e-03,3.098933371e-03,1.108437175e-03
5.00, 6.2600,MEAN,5.0,2.365753676e-01,2.877653825e-01,3.000020394e-01,2.785878898e-01,1.262415108e-01,7.003446658e-02,2.113882487e-02,4.917096649e-03,3.015316216e-03,1.077845533e-03
5.00, 7.0700,MEAN,5.0,2.291314013e-01,2.795056391e-01,2.915383517e-01,2.708380071e-01,1.230803744e-01,6.839271511e-02,2.065955581e-02,4.786572308e-03,2.930679338e-03,1.045214447e-03
5.00, 7.9900,MEAN,5.0,2.215854629e-01,2.711439235e-01,2.830746640e-01,2.628841800e-01,1.198172659e-01,6.674076642e-02,2.019048396e-02,4.654008525e-03,2.845022740e-03,1.012787307e-03
5.00, 9.0300,MEAN,5.0,2.141414965e-01,2.626802358e-01,2.744070320e-01,2.550323252e-01,1.165541574e-01,6.509901495e-02,1.971121490e-02,4.522464463e-03,2.758346420e-03,9.795443885e-04
5.00,10.2100,MEAN,5.0,1.998653968e-01,2.468745539e-01,2.583974058e-01,2.396345318e-01,1.101299125e-01,6.194807579e-02,1.885464891e-02,4.275691881e-03,2.591112108e-03,9.080619175e-04
5.00,11.5400,MEAN,5.0,1.712112251e-01,2.137336080e-01,2.254604042e-01,2.137336080e-01,1.001876287e-01,5.658434116e-02,1.729447515e-02,3.926947158e-03,2.377990333e-03,8.311749230e-04
5.00,13.0400,MEAN,5.0,1.464319948e-01,1.846715477e-01,1.963983440e-01,1.902800155e-01,9.099993882e-02,5.163869231e-02,1.585666796e-02,3.602675749e-03,2.179144658e-03,7.590806192e-04
5.00,14.7300,MEAN,5.0,1.249158730e-01,1.592804846e-01,1.707013644e-01,1.691717823e-01,8.255664552e-02,4.708053760e-02,1.453103012e-02,3.301857932e-03,1.994575082e-03,6.920849224e-04
5.00,16.6500,MEAN,5.0,1.063569433e-01,1.370505578e-01,1.480635490e-01,1.500010197e-01,7.480676279e-02,4.287928538e-02,1.331756164e-02,3.023473987e-03,1.824281606e-03,6.299838884e-04
5.00,18.8100,MEAN,5.0,9.038810597e-02,1.175738788e-01,1.280770094e-01,1.328697000e-01,6.771969898e-02,3.903493566e-02,1.218567087e-02,2.767523912e-03,1.666224787e-03,5.726755450e-04
5.00,21.2600,MEAN,5.0,7.662186691e-02,1.007076867e-01,1.106397732e-01,1.174719067e-01,6.124446801e-02,3.550669957e-02,1.114555503e-02,2.530948545e-03,1.521424347e-03,5.200579202e-04
5.00,24.0300,MEAN,5.0,6.478290131e-02,8.598290947e-02,9.522158546e-02,1.036036955e-01,5.533008382e-02,3.227418269e-02,1.019721412e-02,2.313747884e-03,1.388860563e-03,4.719270695e-04
5.00,27.1500,MEAN,5.0,5.461627883e-02,7.317520853e-02,8.174086839e-02,9.126506638e-02,4.993575755e-02,2.931699060e-02,9.323312871e-03,2.114902209e-03,1.266493994e-03,4.278751045e-04
5.00,30.6800,MEAN,5.0,4.590785797e-02,6.206024514e-02,6.993249444e-02,8.017049742e-02,4.502070034e-02,2.660453164e-02,8.519772398e-03,1.931352355e-03,1.154324639e-03,3.876980809e-04
5.00,34.6700,MEAN,5.0,3.845369445e-02,5.243407501e-02,5.961291375e-02,7.025880529e-02,4.054412335e-02,2.412660861e-02,7.782513817e-03,1.764118043e-03,1.052352497e-03,3.510900822e-04
5.00,39.1800,MEAN,5.0,3.208043562e-02,4.410295107e-02,5.059857647e-02,6.139742622e-02,3.647543491e-02,2.186282708e-02,7.105418800e-03,1.610140110e-03,9.582322110e-04,3.177451920e-04
5.00,44.2800,MEAN,5.0,2.664532050e-02,3.691391512e-02,4.274672160e-02,5.349458528e-02,3.276364897e-02,1.979279261e-02,6.483388738e-03,1.469418555e-03,8.724736402e-04,2.873574939e-04
5.00,50.0400,MEAN,5.0,2.206677136e-02,3.076499500e-02,3.597577142e-02,4.651969082e-02,2.943935717e-02,1.792670242e-02,5.919482797e-03,1.342973100e-03,7.958925622e-04,2.605388208e-04
5.00,56.5500,MEAN,5.0,2.103685273e-02,2.915383517e-02,3.418106173e-02,4.500030592e-02,2.904166582e-02,1.776354700e-02,5.890930598e-03,1.339913936e-03,7.939550915e-04,2.597230437e-04
5.00,63.9000,MEAN,5.0,1.993555361e-02,2.742030877e-02,3.226398548e-02,4.334835723e-02,2.859298840e-02,1.756979993e-02,5.858299513e-03,1.335835050e-03,7.919156486e-04,2.587033223e-04
5.00,72.2100,MEAN,5.0,1.875267677e-02,2.559500744e-02,3.022454265e-02,4.154345033e-02,2.810352212e-02,1.735565843e-02,5.821589542e-03,1.331756164e-03,7.895702894e-04,2.575816287e-04
5.00,81.6100,MEAN,5.0,1.750861665e-02,2.367793119e-02,2.806273326e-02,3.960597965e-02,2.756306977e-02,1.712112251e-02,5.779780964e-03,1.326657557e-03,7.869190137e-04,2.563579630e-04
5.00,92.2200,MEAN,5.0,1.620337324e-02,2.167927722e-02,2.581934615e-02,3.752574797e-02,2.695123692e-02,1.686619216e-02,5.733893500e-03,1.321558950e-03,7.838598495e-04,2.549303530e-04
5.00,104.2100,MEAN,5.0,1.409254992e-02,1.875267677e-02,2.237268778e-02,3.302877654e-02,2.416739747e-02,1.519384904e-02,5.196500316e-03,1.203271266e-03,7.139069606e-04,2.319866213e-04
5.00,117.7700,MEAN,5.0,1.096200518e-02,1.464319948e-02,1.741684172e-02,2.534007709e-02,1.834478820e-02,1.153304917e-02,3.953459915e-03,9.199926580e-04,5.470805376e-04,1.782473028e-04
5.00,133.0900,MEAN,5.0,8.419839700e-03,1.126792160e-02,1.336854771e-02,1.927273469e-02,1.387840842e-02,8.726775845e-03,3.003079559e-03,7.030979136e-04,4.189015561e-04,1.368466135e-04
5.00,150.4000,MEAN,5.0,6.372239104e-03,8.525890727e-03,1.010238003e-02,1.450043848e-02,1.045214447e-02,6.586380601e-03,2.278057635e-03,5.368833235e-04,3.204984398e-04,1.049293333e-04
5.00,169.9600,MEAN,5.0,4.743744009e-03,6.333489691e-03,7.500050986e-03,1.078865254e-02,7.831460445e-03,4.954826341e-03,1.725368629e-03,4.096220912e-04,2.450390553e-04,8.032345563e-05
5.00,192.0600,MEAN,5.0,3.466033080e-03,4.606081619e-03,5.457548998e-03,7.926294536e-03,5.838924806e-03,3.712805661e-03,1.304223686e-03,3.122386964e-04,1.872208513e-04,6.142801787e-05
5.00,217.0400,MEAN,5.0,2.479962474e-03,3.271266290e-03,3.883099137e-03,5.737972386e-03,4.327697673e-03,2.771602798e-03,9.832153856e-04,2.376970612e-04,1.428629698e-04,4.690718496e-05
5.00,245.2700,MEAN,5.0,1.732506679e-03,2.261742092e-03,2.692064528e-03,4.085003977e-03,3.185609691e-03,2.058817531e-03,7.396039402e-04,1.807966064e-04,1.088042747e-04,3.576162992e-05
5.00,277.1700,MEAN,5.0,1.177778231e-03,1.516325740e-03,1.814084392e-03,2.854200232e-03,2.327004262e-03,1.521424347e-03,5.548304203e-04,1.372545021e-04,8.285236473e-05,2.720616728e-05
5.00,313.2200,MEAN,5.0,7.772316603e-04,9.820936920e-04,1.182876838e-03,1.952766504e-03,1.684579773e-03,1.117614668e-03,4.149246426e-04,1.041135562e-04,6.295759998e-05,2.064935860e-05
5.00,353.9600,MEAN,5.0,4.953806620e-04,6.119348194e-04,7.432749373e-04,1.304223686e-03,1.208369873e-03,8.149613526e-04,3.091795322e-04,7.879387351e-05,4.776375094e-05,1.564252646e-05
5.00,400.0000,MEAN,5.0,3.037750087e-04,3.648563213e-04,4.479636163e-04,8.477963820e-04,8.568719026e-04,5.899088369e-04,2.294373177e-04,5.952113882e-05,3.616951849e-05,1.180837395e-05
5.20, 1.0000,MEAN,5.0,4.223686089e-01,5.004792691e-01,5.176105888e-01,4.740684845e-01,2.217894071e-01,1.276691208e-01,4.128851998e-02,1.015030694e-02,6.274345849e-03,2.251544878e-03
5.20, 1.1300,MEAN,5.0,4.185956397e-01,4.961964391e-01,5.134297310e-01,4.714172088e-01,2.207696857e-01,1.269553158e-01,4.106418127e-02,1.010747864e-02,6.250892256e-03,2.244406828e-03
5.20, 1.2800,MEAN,5.0,4.141088655e-01,4.911998042e-01,5.085350682e-01,4.681541003e-01,2.194440479e-01,1.262415108e-01,4.078885648e-02,1.005547284e-02,6.222340057e-03,2.236249057e-03
5.20, 1.4400,MEAN,5.0,4.089082863e-01,4.853873922e-01,5.029266005e-01,4.643811311e-01,2.180164379e-01,1.253237615e-01,4.047274285e-02,9.992250117e-03,6.186649807e-03,2.226051843e-03
5.20, 1.6300,MEAN,5.0,4.029939021e-01,4.788611751e-01,4.965023556e-01,4.597923847e-01,2.161809394e-01,1.242020680e-01,4.010564314e-02,9.915771011e-03,6.144841229e-03,2.212795464e-03
5.20, 1.8400,MEAN,5.0,3.964676850e-01,4.716211531e-01,4.893643057e-01,4.544898334e-01,2.141414965e-01,1.229784023e-01,3.967736015e-02,9.826035527e-03,6.092835437e-03,2.197499643e-03
5.20, 2.0800,MEAN,5.0,3.891256909e-01,4.636673261e-01,4.815124508e-01,4.484734770e-01,2.116941652e-01,1.215507923e-01,3.918789387e-02,9.719984500e-03,6.032671874e-03,2.178124936e-03
5.20, 2.3500,MEAN,5.0,3.812738360e-01,4.549996941e-01,4.729467909e-01,4.417433157e-01,2.089409173e-01,1.199192381e-01,3.865763873e-02,9.597617931e-03,5.961291375e-03,2.155691065e-03
5.20, 2.6600,MEAN,5.0,3.729121204e-01,4.458222014e-01,4.637692982e-01,4.341973773e-01,2.057797810e-01,1.180837395e-01,3.806620031e-02,9.458935819e-03,5.878693941e-03,2.129178308e-03
5.20, 3.0100,MEAN,5.0,3.640405441e-01,4.362368201e-01,4.540819448e-01,4.259376338e-01,2.024147003e-01,1.161462688e-01,3.743397304e-02,9.302918443e-03,5.785899292e-03,2.097566945e-03
5.20, 3.4000,MEAN,5.0,3.547610793e-01,4.262435503e-01,4.439867028e-01,4.171680297e-01,1.986417311e-01,1.141068260e-01,3.676095691e-02,9.132624967e-03,5.680867987e-03,2.061876695e-03
5.20, 3.8400,MEAN,5.0,3.452776701e-01,4.158423919e-01,4.334835723e-01,4.077865927e-01,1.946648176e-01,1.118634389e-01,3.605734913e-02,8.948055391e-03,5.566659189e-03,2.022107560e-03
5.20, 4.3400,MEAN,5.0,3.354883446e-01,4.052372892e-01,4.226745253e-01,3.979972671e-01,1.903819876e-01,1.095180797e-01,3.533334693e-02,8.751249159e-03,5.443272898e-03,1.978259539e-03
5.20, 4.9000,MEAN,5.0,3.255970469e-01,3.944282422e-01,4.117635062e-01,3.879020252e-01,1.859971856e-01,1.071727204e-01,3.457875308e-02,8.545265433e-03,5.311728836e-03,1.930332633e-03
5.20, 5.5400,MEAN,5.0,3.156037770e-01,3.835172231e-01,4.005465707e-01,3.775008668e-01,1.814084392e-01,1.047253890e-01,3.382415924e-02,8.332143658e-03,5.175086166e-03,1.879346563e-03
5.20, 6.2600,MEAN,5.0,3.056105072e-01,3.724022597e-01,3.893296351e-01,3.668957641e-01,1.768196929e-01,1.022780576e-01,3.305936818e-02,8.113923276e-03,5.032325169e-03,1.825301328e-03
5.20, 7.0700,MEAN,5.0,2.955152652e-01,3.612872963e-01,3.779087553e-01,3.561886893e-01,1.721289744e-01,9.972875410e-02,3.229457712e-02,7.892643730e-03,4.887524728e-03,1.769216650e-03
5.20, 7.9900,MEAN,5.0,2.855219954e-01,3.500703608e-01,3.664878755e-01,3.453796423e-01,1.673362837e-01,9.723043664e-02,3.151958885e-02,7.670344462e-03,4.740684845e-03,1.712112251e-03
5.20, 9.0300,MEAN,5.0,2.754267534e-01,3.387514531e-01,3.548630514e-01,3.345705953e-01,1.626455652e-01,9.473211919e-02,3.076499500e-02,7.448045194e-03,4.593844962e-03,1.653988130e-03
5.20,10.2100,MEAN,5.0,2.571737401e-01,3.182550527e-01,3.340607346e-01,3.144820835e-01,1.536720168e-01,9.014337283e-02,2.941896274e-02,7.047294679e-03,4.320559623e-03,1.537739889e-03
5.20,11.5400,MEAN,5.0,2.212795464e-01,2.765484470e-01,2.923541289e-01,2.811371933e-01,1.400077499e-01,8.247506781e-02,2.703281464e-02,6.488487345e-03,3.976913507e-03,1.412314156e-03
5.20,13.0400,MEAN,5.0,1.899740991e-01,2.397365040e-01,2.554402137e-01,2.508514674e-01,1.274651765e-01,7.537780678e-02,2.483021638e-02,5.967409704e-03,3.654681541e-03,1.294026472e-03
5.20,14.7300,MEAN,5.0,1.628495095e-01,2.074113352e-01,2.227071564e-01,2.234209614e-01,1.158403524e-01,6.883119532e-02,2.279077356e-02,5.482022312e-03,3.354883446e-03,1.183896559e-03
5.20,16.6500,MEAN,5.0,1.391919728e-01,1.790630800e-01,1.937470683e-01,1.987437032e-01,1.051332776e-01,6.280464177e-02,2.091448616e-02,5.033344890e-03,3.076499500e-03,1.081924418e-03
5.20,18.8100,MEAN,5.0,1.187975445e-01,1.541818775e-01,1.681520609e-01,1.764118043e-01,9.534395203e-02,5.725735729e-02,1.917076255e-02,4.617298554e-03,2.818509983e-03,9.866824384e-04
5.20,21.2600,MEAN,5.0,1.011257724e-01,1.324618114e-01,1.456162176e-01,1.563232925e-01,8.638060082e-02,5.216894744e-02,1.756979993e-02,4.233883303e-03,2.580914894e-03,8.992923133e-04
5.20,24.0300,MEAN,5.0,8.587074011e-02,1.134949932e-01,1.257316501e-01,1.382742235e-01,7.818204067e-02,4.749862338e-02,1.610140110e-02,3.880039973e-03,2.361674790e-03,8.190402382e-04
5.20,27.1500,MEAN,5.0,7.270613668e-02,9.692452022e-02,1.081924418e-01,1.219586809e-01,7.068708829e-02,4.320559623e-02,1.474517162e-02,3.554748843e-03,2.160789672e-03,7.453143801e-04
5.20,30.6800,MEAN,5.0,6.136683458e-02,8.248526503e-02,9.287622621e-02,1.073766647e-01,6.385495483e-02,3.927966879e-02,1.349091428e-02,3.255970469e-03,1.975200375e-03,6.778088226e-04
5.20,34.6700,MEAN,5.0,5.162849510e-02,6.992229723e-02,7.940570636e-02,9.436501948e-02,5.761425978e-02,3.568005221e-02,1.234882630e-02,2.980645688e-03,1.804906899e-03,6.160137051e-04
5.20,39.1800,MEAN,5.0,4.325658230e-02,5.901127812e-02,6.760752962e-02,8.265861767e-02,5.191401709e-02,3.238635205e-02,1.128831603e-02,2.727754777e-03,1.648889523e-03,5.595211388e-04
5.20,44.2800,MEAN,5.0,3.608794077e-02,4.955846063e-02,5.728794893e-02,7.217588155e-02,4.672363510e-02,2.936797667e-02,1.031958069e-02,2.495258295e-03,1.506128526e-03,5.080252075e-04
5.20,50.0400,MEAN,5.0,3.001040116e-02,4.145167540e-02,4.835518936e-02,6.291681113e-02,4.205331104e-02,2.664532050e-02,9.436501948e-03,2.286215406e-03,1.377643628e-03,4.623416883e-04
5.20,56.5500,MEAN,5.0,2.861338282e-02,3.926947158e-02,4.594864683e-02,6.086717109e-02,4.148226704e-02,2.639039015e-02,9.390614484e-03,2.280097077e-03,1.374584464e-03,4.607101340e-04
5.20,63.9000,MEAN,5.0,2.710419513e-02,3.694450676e-02,4.335855444e-02,5.862378398e-02,4.085003977e-02,2.611506536e-02,9.338608692e-03,2.273978749e-03,1.370505578e-03,4.589766076e-04
5.20,72.2100,MEAN,5.0,2.551342973e-02,3.447678094e-02,4.061550384e-02,5.619684702e-02,4.014643199e-02,2.579895173e-02,9.279464850e-03,2.266840699e-03,1.366426692e-03,4.570391369e-04
5.20,81.6100,MEAN,5.0,2.381049497e-02,3.189688577e-02,3.771949503e-02,5.356596578e-02,3.937144372e-02,2.545224645e-02,9.214202680e-03,2.258682928e-03,1.362347807e-03,4.547957498e-04
5.20,92.2200,MEAN,5.0,2.203617972e-02,2.920482124e-02,3.470111965e-02,5.075153468e-02,3.850468052e-02,2.505455510e-02,9.139763017e-03,2.250525157e-03,1.357249200e-03,4.522464463e-04
5.20,104.2100,MEAN,5.0,1.918095976e-02,2.526869659e-02,3.009197887e-02,4.468419228e-02,3.452776701e-02,2.257663206e-02,8.284216752e-03,2.048620317e-03,1.235902351e-03,4.116615341e-04
5.20,117.7700,MEAN,5.0,1.494911590e-02,1.977239818e-02,2.345359248e-02,3.431362552e-02,2.621703751e-02,1.714151694e-02,6.302898048e-03,1.567311810e-03,9.476271083e-04,3.167254706e-04
5.20,133.0900,MEAN,5.0,1.150245753e-02,1.524483511e-02,1.803887178e-02,2.611506536e-02,1.983358147e-02,1.297085636e-02,4.788611751e-03,1.198172659e-03,7.260416454e-04,2.434075011e-04
5.20,150.4000,MEAN,5.0,8.726775845e-03,1.156364081e-02,1.365406971e-02,1.967042604e-02,1.493891869e-02,9.794424163e-03,3.633267391e-03,9.149960231e-04,5.557481696e-04,1.868129627e-04
5.20,169.9600,MEAN,5.0,6.509901495e-03,8.604409275e-03,1.015132666e-02,1.464319948e-02,1.120673832e-02,7.369526645e-03,2.751208370e-03,6.983052230e-04,4.251218567e-04,1.431688863e-04
5.20,192.0600,MEAN,5.0,4.767197602e-03,6.270266963e-03,7.399098566e-03,1.076825811e-02,8.356616972e-03,5.524850611e-03,2.079211959e-03,5.323965493e-04,3.248832419e-04,1.096200518e-04
5.20,217.0400,MEAN,5.0,3.417086452e-03,4.461281178e-03,5.271959701e-03,7.800868803e-03,6.194807579e-03,4.123753391e-03,1.568331532e-03,4.055432056e-04,2.479962474e-04,8.382110008e-05
5.20,245.2700,MEAN,5.0,2.392266433e-03,3.089755879e-03,3.661819591e-03,5.557481696e-03,4.562233598e-03,3.064262843e-03,1.179817674e-03,3.084657272e-04,1.890563498e-04,6.396712418e-05
5.20,277.1700,MEAN,5.0,1.630534538e-03,2.076152795e-03,2.470784982e-03,3.886158302e-03,3.333469296e-03,2.264801256e-03,8.853221300e-04,2.343319805e-04,1.439846634e-04,4.872228907e-05
5.20,313.2200,MEAN,5.0,1.077845533e-03,1.347051985e-03,1.614218995e-03,2.661472886e-03,2.414700304e-03,1.663165623e-03,6.621051129e-04,1.777374421e-04,1.095180797e-04,3.703628169e-05
5.20,353.9600,MEAN,5.0,6.886178696e-04,8.410662207e-04,1.015744499e-03,1.778394143e-03,1.732506679e-03,1.213468480e-03,4.934431913e-04,1.346032264e-04,8.310729509e-05,2.807293048e-05
5.20,400.0000,MEAN,5.0,4.230824139e-04,5.024167397e-04,6.132604572e-04,1.157383803e-03,1.228764302e-03,8.787959130e-04,3.661819591e-04,1.016764220e-04,6.295759998e-05,2.123059980e-05
5.40, 1.0000,MEAN,5.0,5.388207942e-01,6.388554647e-01,6.619011686e-01,6.135663737e-01,3.033671201e-01,1.817143556e-01,6.296779720e-02,1.642771195e-02,1.029918626e-02,3.773988946e-03
5.40, 1.1300,MEAN,5.0,5.337221871e-01,6.331450248e-01,6.563946730e-01,6.099973487e-01,3.019395101e-01,1.806946342e-01,6.261089470e-02,1.635633145e-02,1.025839741e-02,3.761752289e-03
5.40, 1.2800,MEAN,5.0,5.277058308e-01,6.264148635e-01,6.498684559e-01,6.056125467e-01,3.001040116e-01,1.795729407e-01,6.218261171e-02,1.626455652e-02,1.020741134e-02,3.747476190e-03
5.40, 1.4400,MEAN,5.0,5.207717252e-01,6.186649807e-01,6.423225175e-01,6.004119675e-01,2.980645688e-01,1.782473028e-01,6.168294822e-02,1.616258438e-02,1.015132666e-02,3.729121204e-03
5.40, 1.6300,MEAN,5.0,5.129198703e-01,6.099973487e-01,6.337568576e-01,5.942936390e-01,2.955152652e-01,1.766157486e-01,6.110170701e-02,1.604021781e-02,1.007994616e-02,3.707707054e-03
5.40, 1.8400,MEAN,5.0,5.041502661e-01,6.003099953e-01,6.241714764e-01,5.871555891e-01,2.924561010e-01,1.747802500e-01,6.042869088e-02,1.588725960e-02,9.994289560e-03,3.680174576e-03
5.40, 2.0800,MEAN,5.0,4.945648849e-01,5.897048926e-01,6.136683458e-01,5.790997899e-01,2.890910203e-01,1.726388351e-01,5.967409704e-02,1.571390696e-02,9.892317419e-03,3.647543491e-03
5.40, 2.3500,MEAN,5.0,4.840617543e-01,5.782840128e-01,6.022474660e-01,5.699222972e-01,2.851141068e-01,1.701915037e-01,5.882772826e-02,1.550996268e-02,9.773010014e-03,3.608794077e-03
5.40, 2.6600,MEAN,5.0,4.729467909e-01,5.661493280e-01,5.901127812e-01,5.598270552e-01,2.806273326e-01,1.676422002e-01,5.790997899e-02,1.528562397e-02,9.635347623e-03,3.562906614e-03
5.40, 3.0100,MEAN,5.0,4.612199947e-01,5.533008382e-01,5.772642914e-01,5.488140640e-01,2.757326698e-01,1.646850081e-01,5.691065201e-02,1.503069361e-02,9.478310526e-03,3.509881100e-03
5.40, 3.4000,MEAN,5.0,4.489833378e-01,5.400444599e-01,5.639059409e-01,5.369852956e-01,2.704301185e-01,1.616258438e-01,5.586033896e-02,1.474517162e-02,9.303938164e-03,3.448697816e-03
5.40, 3.8400,MEAN,5.0,4.363387922e-01,5.263801929e-01,5.500377297e-01,5.244427222e-01,2.647196786e-01,1.583627353e-01,5.475903983e-02,1.443925520e-02,9.112230539e-03,3.380376481e-03
5.40, 4.3400,MEAN,5.0,4.234903024e-01,5.124100096e-01,5.357616299e-01,5.113902882e-01,2.588052944e-01,1.548956825e-01,5.361695185e-02,1.411294434e-02,8.906246813e-03,3.303897375e-03
5.40, 4.9000,MEAN,5.0,4.105398405e-01,4.981339098e-01,5.213835580e-01,4.978279934e-01,2.524830216e-01,1.514286297e-01,5.245446944e-02,1.377643628e-02,8.687006710e-03,3.222319662e-03
5.40, 5.5400,MEAN,5.0,3.973854343e-01,4.837558379e-01,5.066995697e-01,4.839597822e-01,2.460587767e-01,1.478596048e-01,5.126139539e-02,1.342973100e-02,8.456549671e-03,3.134623621e-03
5.40, 6.2600,MEAN,5.0,3.842310281e-01,4.692757939e-01,4.918116371e-01,4.698876267e-01,2.395325597e-01,1.441886077e-01,5.006832133e-02,1.306263129e-02,8.219974303e-03,3.041828972e-03
5.40, 7.0700,MEAN,5.0,3.710766219e-01,4.545918055e-01,4.769237044e-01,4.556115269e-01,2.329043705e-01,1.405176106e-01,4.887524728e-02,1.270572879e-02,7.977280607e-03,2.945975160e-03
5.40, 7.9900,MEAN,5.0,3.579222157e-01,4.399078172e-01,4.619337997e-01,4.413354272e-01,2.261742092e-01,1.368466135e-01,4.768217323e-02,1.233862909e-02,7.733567189e-03,2.848081904e-03
5.40, 9.0300,MEAN,5.0,3.448697816e-01,4.252238288e-01,4.468419228e-01,4.269573553e-01,2.195460200e-01,1.331756164e-01,4.648909918e-02,1.197152938e-02,7.487814329e-03,2.749168927e-03
5.40,10.2100,MEAN,5.0,3.221299941e-01,3.995268493e-01,4.206350825e-01,4.013623478e-01,2.075133074e-01,1.267513715e-01,4.445985357e-02,1.133930210e-02,7.051373565e-03,2.561540187e-03
5.40,11.5400,MEAN,5.0,2.782819734e-01,3.483368344e-01,3.692411233e-01,3.595537699e-01,1.893622662e-01,1.161462688e-01,4.093161748e-02,1.046234169e-02,6.507862052e-03,2.359635348e-03
5.40,13.0400,MEAN,5.0,2.399404483e-01,3.029592315e-01,3.234556319e-01,3.216201334e-01,1.726388351e-01,1.063569433e-01,3.765831175e-02,9.645544837e-03,5.998001346e-03,2.169967165e-03
5.40,14.7300,MEAN,5.0,2.064935860e-01,2.629861522e-01,2.827687476e-01,2.871535497e-01,1.571390696e-01,9.723043664e-02,3.461954194e-02,8.883812942e-03,5.520771725e-03,1.992535639e-03
5.40,16.6500,MEAN,5.0,1.773295536e-01,2.278057635e-01,2.467725817e-01,2.559500744e-01,1.429649420e-01,8.885852385e-02,3.180511084e-02,8.176126282e-03,5.077192911e-03,1.826321049e-03
5.40,18.8100,MEAN,5.0,1.519384904e-01,1.969082047e-01,2.148553015e-01,2.277037913e-01,1.299125079e-01,8.114942998e-02,2.921501846e-02,7.519425693e-03,4.665225460e-03,1.672343116e-03
5.40,21.2600,MEAN,5.0,1.299125079e-01,1.696816430e-01,1.865070463e-01,2.022107560e-01,1.178797952e-01,7.405216895e-02,2.681867314e-02,6.911671731e-03,4.284869374e-03,1.529582118e-03
5.40,24.0300,MEAN,5.0,1.107417454e-01,1.459221341e-01,1.616258438e-01,1.792670242e-01,1.068668040e-01,6.752595191e-02,2.460587767e-02,6.350824955e-03,3.932045765e-03,1.398038056e-03
5.40,27.1500,MEAN,5.0,9.420186405e-02,1.250178451e-01,1.394978892e-01,1.585666796e-01,9.681235087e-02,6.154018722e-02,2.256643485e-02,5.832806477e-03,3.606754635e-03,1.277710929e-03
5.40,30.6800,MEAN,5.0,7.985438378e-02,1.067648318e-01,1.201231823e-01,1.400077499e-01,8.760426651e-02,5.603369160e-02,2.069014745e-02,5.355576856e-03,3.307976261e-03,1.165541574e-03
5.40,34.6700,MEAN,5.0,6.746476863e-02,9.078579732e-02,1.029918626e-01,1.232843187e-01,7.918136765e-02,5.098607061e-02,1.896681827e-02,4.915057206e-03,3.031631758e-03,1.063569433e-03
5.40,39.1800,MEAN,5.0,5.676789101e-02,7.687679726e-02,8.793057737e-02,1.081924418e-01,7.149266820e-02,4.635653539e-02,1.737605286e-02,4.509208084e-03,2.777721127e-03,9.696530908e-04
5.40,44.2800,MEAN,5.0,4.755980666e-02,6.478290131e-02,7.473538229e-02,9.471172476e-02,6.445659046e-02,4.210429711e-02,1.590765403e-02,4.135990048e-03,2.544204923e-03,8.836905757e-04
5.40,50.0400,MEAN,5.0,3.971814900e-02,5.436134848e-02,6.327371362e-02,8.275039259e-02,5.811392328e-02,3.824975017e-02,1.457181898e-02,3.798462260e-03,2.334142312e-03,8.070075255e-04
