dist_rjb,dist_rrup,dist_rx,rup_dip,rup_mag,rup_rake,rup_ztor,site_vs30,site_z1pt0,result_type,damping,pga,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.12,0.15,0.17,0.2,0.25,0.3,0.4,0.5,0.75,1,1.5,2,3,4,5,7.5,10
30.000000,20.000000,20.000000,40.000000,5.400000,35.000000,20.000000,1420.000000,555.000000,MEAN,5,0.0312501387,0.0312030271,0.0321314218,0.0341789722,0.0373517510,0.0418632900,0.0544705367,0.0663425253,0.0728285334,0.0737021679,0.0736803705,0.0700280631,0.0633636052,0.0545357638,0.0451771042,0.0355921548,0.0217916799,0.0138808556,0.0075802725,0.0044738619,0.0025874483,0.0013546571,0.0008895624,0.0004008524,0.0002267971
30.000000,20.000000,20.000000,40.000000,5.400000,35.000000,20.000000,1420.000000,555.000000,INTER_EVENT_STDDEV,5,0.3729919820,0.3724551840,0.3740433900,0.3867994960,0.4007243230,0.4154070870,0.4251180350,0.4164693570,0.4023805570,0.3821766490,0.3719036210,0.3574140540,0.3377289840,0.3592625990,0.3976145430,0.4269005730,0.4669775370,0.4954414650,0.4870743940,0.4779538080,0.4365316990,0.4491298020,0.4645653400,0.5056757790,0.4484234180
30.000000,20.000000,20.000000,40.000000,5.400000,35.000000,20.000000,1420.000000,555.000000,INTRA_EVENT_STDDEV,5,0.5408309348,0.5400994816,0.5402849711,0.5495373509,0.5621091086,0.5752931514,0.5963169375,0.5975553029,0.5899377086,0.5743543593,0.5693825515,0.5620234337,0.5552219196,0.5592940193,0.5652565878,0.5756211428,0.5797180780,0.5802400279,0.5876600463,0.5922644426,0.6021565577,0.5980368718,0.5951186856,0.5699667797,0.5406437367
30.000000,20.000000,20.000000,40.000000,5.400000,35.000000,20.000000,1420.000000,555.000000,TOTAL_STDDEV,5,0.6569787810,0.6560718818,0.6571273146,0.6720157365,0.6903235713,0.7095951366,0.7323381962,0.7283673972,0.7140984615,0.6898854405,0.6800799904,0.6660444024,0.6498709461,0.6647401109,0.6910950259,0.7166476116,0.7444065220,0.7629814777,0.7632730804,0.7610630806,0.7437421894,0.7479075338,0.7549749699,0.7619515230,0.7024095755
