  -4.5000000e-01  -4.5000000e-01   2.4710612e-03
  -4.5000000e-01  -2.0000000e-01   6.4707890e-03
  -4.5000000e-01   0.0000000e+00   9.7087307e-03
  -4.5000000e-01   2.0000000e-01   6.7111925e-03
  -4.5000000e-01   4.5000000e-01   2.6142012e-03
  -2.0000000e-01  -4.5000000e-01   6.4708957e-03
  -2.0000000e-01  -2.0000000e-01   2.8011188e-02
  -2.0000000e-01   0.0000000e+00   6.8189860e-02
  -2.0000000e-01   2.0000000e-01   3.0044944e-02
  -2.0000000e-01   4.5000000e-01   6.9680191e-03
   0.0000000e+00  -4.5000000e-01   9.7089418e-03
   0.0000000e+00  -2.0000000e-01   6.8190159e-02
   0.0000000e+00   0.0000000e+00   4.8328974e-01
   0.0000000e+00   2.0000000e-01   7.7051836e-02
   0.0000000e+00   4.5000000e-01   1.0574365e-02
   2.0000000e-01  -4.5000000e-01   6.7113065e-03
   2.0000000e-01  -2.0000000e-01   3.0044959e-02
   2.0000000e-01   0.0000000e+00   7.7051541e-02
   2.0000000e-01   2.0000000e-01   3.2325356e-02
   2.0000000e-01   4.5000000e-01   7.2335040e-03
   4.5000000e-01  -4.5000000e-01   2.6142041e-03
   4.5000000e-01  -2.0000000e-01   6.9679121e-03
   4.5000000e-01   0.0000000e+00   1.0574147e-02
   4.5000000e-01   2.0000000e-01   7.2333893e-03
   4.5000000e-01   4.5000000e-01   2.7677539e-03
