-0.6 -0.3 -0.6 -0.3 0.002471061244896595
-0.6 -0.3 -0.3 -0.1 0.006470789040738142
-0.6 -0.3 -0.1 0.1 0.009708730666117125
-0.6 -0.3 0.1 0.3 0.00671119248508012
-0.6 -0.3 0.3 0.6 0.0026142011713873015
-0.3 -0.1 -0.6 -0.3 0.006470895667120699
-0.3 -0.1 -0.3 -0.1 0.028011187943431146
-0.3 -0.1 -0.1 0.1 0.0681898603474142
-0.3 -0.1 0.1 0.3 0.030044944199909253
-0.3 -0.1 0.3 0.6 0.006968019104964873
-0.1 0.1 -0.6 -0.3 0.009708941808594202
-0.1 0.1 -0.3 -0.1 0.06819015864252234
-0.1 0.1 -0.1 0.1 0.48328974429937177
-0.1 0.1 0.1 0.3 0.07705183592826202
-0.1 0.1 0.3 0.6 0.010574364650095147
0.1 0.3 -0.6 -0.3 0.006711306533344178
0.1 0.3 -0.3 -0.1 0.030044958727995903
0.1 0.3 -0.1 0.1 0.0770515407812683
0.1 0.3 0.1 0.3 0.03232535638998936
0.1 0.3 0.3 0.6 0.007233504044676924
0.3 0.6 -0.6 -0.3 0.002614204073063579
0.3 0.6 -0.3 -0.1 0.006967912133468957
0.3 0.6 -0.1 0.1 0.010574146899420309
0.3 0.6 0.1 0.3 0.007233389280427827
0.3 0.6 0.3 0.6 0.002767753936434414
