-0.6 -0.3 -0.6 -0.3 5.0 6.0 0.0
-0.6 -0.3 -0.6 -0.3 6.0 7.0 6.57376768984753E-4
-0.6 -0.3 -0.6 -0.3 7.0 8.0 0.0012139423625865558
-0.6 -0.3 -0.6 -0.3 8.0 9.0 6.033842939812073E-4
-0.6 -0.3 -0.3 -0.1 5.0 6.0 2.990377976320245E-5
-0.6 -0.3 -0.3 -0.1 6.0 7.0 0.0027437178232892333
-0.6 -0.3 -0.3 -0.1 7.0 8.0 0.002737156441456681
-0.6 -0.3 -0.3 -0.1 8.0 9.0 9.668908067706143E-4
-0.6 -0.3 -0.1 0.1 5.0 6.0 1.5498595631897017E-4
-0.6 -0.3 -0.1 0.1 6.0 7.0 0.004674167676635161
-0.6 -0.3 -0.1 0.1 7.0 8.0 0.0037352478115792306
-0.6 -0.3 -0.1 0.1 8.0 9.0 0.001152399827016331
-0.6 -0.3 0.1 0.3 5.0 6.0 3.5470994380920606E-5
-0.6 -0.3 0.1 0.3 6.0 7.0 0.0028830618932005857
-0.6 -0.3 0.1 0.3 7.0 8.0 0.0028168640380798107
-0.6 -0.3 0.1 0.3 8.0 9.0 9.828161370139966E-4
-0.6 -0.3 0.3 0.6 5.0 6.0 0.0
-0.6 -0.3 0.3 0.6 6.0 7.0 7.195917868645782E-4
-0.6 -0.3 0.3 0.6 7.0 8.0 0.0012768480160853875
-0.6 -0.3 0.3 0.6 8.0 9.0 6.215566558060524E-4
-0.3 -0.1 -0.6 -0.3 5.0 6.0 2.990416342825146E-5
-0.3 -0.1 -0.6 -0.3 6.0 7.0 0.0027437610297133446
-0.3 -0.1 -0.6 -0.3 7.0 8.0 0.0027372025972505283
-0.3 -0.1 -0.6 -0.3 8.0 9.0 9.669078062952446E-4
-0.3 -0.1 -0.3 -0.1 5.0 6.0 0.003248583682058429
-0.3 -0.1 -0.3 -0.1 6.0 7.0 0.01565653674399576
-0.3 -0.1 -0.3 -0.1 7.0 8.0 0.007468816245879353
-0.3 -0.1 -0.3 -0.1 8.0 9.0 0.0016446135441306284
-0.3 -0.1 -0.1 0.1 5.0 6.0 0.01825015949644749
-0.3 -0.1 -0.1 0.1 6.0 7.0 0.03621763378799203
-0.3 -0.1 -0.1 0.1 7.0 8.0 0.01191224535499507
-0.3 -0.1 -0.1 0.1 8.0 9.0 0.0017959438919905935
-0.3 -0.1 0.1 0.3 5.0 6.0 0.0037961323298121305
-0.3 -0.1 0.1 0.3 6.0 7.0 0.016810055100119327
-0.3 -0.1 0.1 0.3 7.0 8.0 0.007773827293314175
-0.3 -0.1 0.1 0.3 8.0 9.0 0.0016714200776158435
-0.3 -0.1 0.3 0.6 5.0 6.0 4.317065353720617E-5
-0.3 -0.1 0.3 0.6 6.0 7.0 0.0030328599412093203
-0.3 -0.1 0.3 0.6 7.0 8.0 0.0029000179970627453
-0.3 -0.1 0.3 0.6 8.0 9.0 9.991302405694363E-4
-0.1 0.1 -0.6 -0.3 5.0 6.0 1.549884835168832E-4
-0.1 0.1 -0.6 -0.3 6.0 7.0 0.004674265332632767
-0.1 0.1 -0.6 -0.3 7.0 8.0 0.0037353318099604457
-0.1 0.1 -0.6 -0.3 8.0 9.0 0.001152426977391549
-0.1 0.1 -0.3 -0.1 5.0 6.0 0.018250218129160695
-0.1 0.1 -0.3 -0.1 6.0 7.0 0.03621779833456906
-0.1 0.1 -0.3 -0.1 7.0 8.0 0.011912308890491656
-0.1 0.1 -0.3 -0.1 8.0 9.0 0.0017959554701847999
-0.1 0.1 -0.1 0.1 5.0 6.0 0.34073948202752713
-0.1 0.1 -0.1 0.1 6.0 7.0 0.12751730984134396
-0.1 0.1 -0.1 0.1 7.0 8.0 0.014810044079202304
-0.1 0.1 -0.1 0.1 8.0 9.0 1.5886219570094957E-4
-0.1 0.1 0.1 0.3 5.0 6.0 0.022654949813902436
-0.1 0.1 0.1 0.3 6.0 7.0 0.040059583841154905
-0.1 0.1 0.1 0.3 7.0 8.0 0.012563642877420398
-0.1 0.1 0.1 0.3 8.0 9.0 0.0017541832065564567
-0.1 0.1 0.3 0.6 5.0 6.0 2.1115343117327387E-4
-0.1 0.1 0.3 0.6 6.0 7.0 0.005202957770551811
-0.1 0.1 0.3 0.6 7.0 8.0 0.003975687410605122
-0.1 0.1 0.3 0.6 8.0 9.0 0.0011930569934722338
0.1 0.3 -0.6 -0.3 5.0 6.0 3.547146197968368E-5
0.1 0.3 -0.6 -0.3 6.0 7.0 0.002883108732102613
0.1 0.3 -0.6 -0.3 7.0 8.0 0.002816913063920257
0.1 0.3 -0.6 -0.3 8.0 9.0 9.828339784986378E-4
0.1 0.3 -0.3 -0.1 5.0 6.0 0.0037961337585004995
0.1 0.3 -0.3 -0.1 6.0 7.0 0.01681006312563319
0.1 0.3 -0.3 -0.1 7.0 8.0 0.007773831414684851
0.1 0.3 -0.3 -0.1 8.0 9.0 0.0016714210350191024
0.1 0.3 -0.1 0.1 5.0 6.0 0.022654886846952774
0.1 0.3 -0.1 0.1 6.0 7.0 0.04005942236729579
0.1 0.3 -0.1 0.1 7.0 8.0 0.012563582731365399
0.1 0.3 -0.1 0.1 8.0 9.0 0.0017541726640735375
0.1 0.3 0.1 0.3 5.0 6.0 0.004453522293823305
0.1 0.3 0.1 0.3 6.0 7.0 0.018082060693495425
0.1 0.3 0.1 0.3 7.0 8.0 0.008097961538901842
0.1 0.3 0.1 0.3 8.0 9.0 0.0016972191887834628
0.1 0.3 0.3 0.6 5.0 6.0 5.0844480575848826E-5
0.1 0.3 0.3 0.6 6.0 7.0 0.003188629493804947
0.1 0.3 0.3 0.6 7.0 8.0 0.0029855761904061056
0.1 0.3 0.3 0.6 8.0 9.0 0.0010157410144200382
0.3 0.6 -0.6 -0.3 5.0 6.0 0.0
0.3 0.6 -0.6 -0.3 6.0 7.0 7.195925437907139E-4
0.3 0.6 -0.6 -0.3 7.0 8.0 0.0012768494450302148
0.3 0.6 -0.6 -0.3 8.0 9.0 6.215573760298268E-4
0.3 0.6 -0.3 -0.1 5.0 6.0 4.317013838244667E-5
0.3 0.6 -0.3 -0.1 6.0 7.0 0.003032815409864077
0.3 0.6 -0.3 -0.1 7.0 8.0 0.002899972362043974
0.3 0.6 -0.3 -0.1 8.0 9.0 9.991138349676036E-4
0.3 0.6 -0.1 0.1 5.0 6.0 2.11150159520304E-4
0.3 0.6 -0.1 0.1 6.0 7.0 0.005202854699018558
0.3 0.6 -0.1 0.1 7.0 8.0 0.003975602530659393
0.3 0.6 -0.1 0.1 8.0 9.0 0.0011930302770069721
0.3 0.6 0.1 0.3 5.0 6.0 5.084385582038182E-5
0.3 0.6 0.1 0.3 6.0 7.0 0.0031885810877917134
0.3 0.6 0.1 0.3 7.0 8.0 0.0029855275938973323
0.3 0.6 0.1 0.3 8.0 9.0 0.001015723755587778
0.3 0.6 0.3 0.6 5.0 6.0 0.0
0.3 0.6 0.3 0.6 6.0 7.0 7.879172777819931E-4
0.3 0.6 0.3 0.6 7.0 8.0 0.0013434211361209067
0.3 0.6 0.3 0.6 8.0 9.0 6.4036847872629E-4
