-0.6 -0.3 -0.6 -0.3 -0.5 0.5 6.094356058967828E-5
-0.6 -0.3 -0.6 -0.3 0.5 1.5 9.085644845402297E-4
-0.6 -0.3 -0.6 -0.3 1.5 2.5 0.0014638432430190895
-0.6 -0.3 -0.6 -0.3 2.5 3.5 1.8454704243102754E-4
-0.6 -0.3 -0.3 -0.1 -0.5 0.5 4.04828679362815E-4
-0.6 -0.3 -0.3 -0.1 0.5 1.5 0.0028385153922847453
-0.6 -0.3 -0.3 -0.1 1.5 2.5 0.0033787783957851215
-0.6 -0.3 -0.3 -0.1 2.5 3.5 3.525934052537969E-4
-0.6 -0.3 -0.1 0.1 -0.5 0.5 7.520341979684844E-4
-0.6 -0.3 -0.1 0.1 0.5 1.5 0.004809696902243654
-0.6 -0.3 -0.1 0.1 1.5 2.5 0.004538903818050007
-0.6 -0.3 -0.1 0.1 2.5 3.5 4.8137748316369434E-4
-0.6 -0.3 0.1 0.3 -0.5 0.5 4.285952147181193E-4
-0.6 -0.3 0.1 0.3 0.5 1.5 0.002973421847548216
-0.6 -0.3 0.1 0.3 1.5 2.5 0.0034757135263865516
-0.6 -0.3 0.1 0.3 2.5 3.5 3.625716336123887E-4
-0.6 -0.3 0.3 0.6 -0.5 0.5 7.027531484654727E-5
-0.6 -0.3 0.3 0.6 0.5 1.5 9.667734316994416E-4
-0.6 -0.3 0.3 0.6 1.5 2.5 0.0015442132969956059
-0.6 -0.3 0.3 0.6 2.5 3.5 1.9033641539285227E-4
-0.3 -0.1 -0.6 -0.3 -0.5 0.5 3.813297787804569E-4
-0.3 -0.1 -0.6 -0.3 0.5 1.5 0.0027049405093148805
-0.3 -0.1 -0.6 -0.3 1.5 2.5 0.003288224162164686
-0.3 -0.1 -0.6 -0.3 2.5 3.5 3.4366692858242066E-4
-0.3 -0.1 -0.3 -0.1 -0.5 0.5 0.0035389891358045484
-0.3 -0.1 -0.3 -0.1 0.5 1.5 0.015503562330692269
-0.3 -0.1 -0.3 -0.1 1.5 2.5 0.009945584176091437
-0.3 -0.1 -0.3 -0.1 2.5 3.5 0.00106186482808541
-0.3 -0.1 -0.1 0.1 -0.5 0.5 0.015345192864976199
-0.3 -0.1 -0.1 0.1 0.5 1.5 0.037265213797555
-0.3 -0.1 -0.1 0.1 1.5 2.5 0.022322760484832043
-0.3 -0.1 -0.1 0.1 2.5 3.5 0.0020922380347408163
-0.3 -0.1 0.1 0.3 -0.5 0.5 0.00398252834623463
-0.3 -0.1 0.1 0.3 0.5 1.5 0.01665698246761007
-0.3 -0.1 0.1 0.3 1.5 2.5 0.010560141155868294
-0.3 -0.1 0.1 0.3 2.5 3.5 0.00112948125442738
-0.3 -0.1 0.3 0.6 -0.5 0.5 4.2860565035365513E-4
-0.3 -0.1 0.3 0.6 0.5 1.5 0.0029735226048197634
-0.3 -0.1 0.3 0.6 1.5 2.5 0.0034758755393915807
