rup_mag,dist_rrup,site_vs30,site_backarc,result_type,damping,pga,0.020,0.050,0.075,0.100,0.150,0.200,0.250,0.300,0.400,0.500,0.600,0.750,1.000,1.500,2.000,2.500,3.000,4.000,5.000,6.000,7.500,10.000
5.0,1.0,180.0,0.0,MEAN,5.0,4.21529244e-01,3.77643196e-01,7.28680984e-01,8.70952129e-01,6.53126746e-01,3.91147622e-01,1.46738785e-01,1.13377160e-01,1.02219175e-01,8.94970450e-02,8.22799923e-02,7.77390597e-02,5.56230474e-02,2.97257105e-02,1.34666619e-02,9.36881850e-03,7.74171769e-03,6.46879342e-03,5.27974213e-03,5.08024100e-03,3.21574433e-03,2.03621079e-03,1.93040388e-03
5.0,5.0,180.0,0.0,MEAN,5.0,2.74171744e-01,2.49372084e-01,4.59252192e-01,5.71822214e-01,4.81538449e-01,3.38787940e-01,1.52843132e-01,1.20096463e-01,1.09794219e-01,9.12499321e-02,7.71006930e-02,6.66168205e-02,4.61798931e-02,2.33588133e-02,9.33387831e-03,5.88556689e-03,4.56016413e-03,3.69139951e-03,2.83898079e-03,2.52846032e-03,1.62099081e-03,1.03635909e-03,8.89148609e-04
5.0,10.0,180.0,0.0,MEAN,5.0,1.75717763e-01,1.61861721e-01,2.83262215e-01,3.61633539e-01,3.32209600e-01,2.63220746e-01,1.37482711e-01,1.09487289e-01,1.01564199e-01,8.17287911e-02,6.51272436e-02,5.27889807e-02,3.60898943e-02,1.77551432e-02,6.59319680e-03,3.92161300e-03,2.90372209e-03,2.28935149e-03,1.67592993e-03,1.40080148e-03,9.08336468e-04,5.85647097e-04,4.63330079e-04
5.0,20.0,180.0,0.0,MEAN,5.0,8.78738728e-02,8.22741264e-02,1.31457439e-01,1.70572253e-01,1.73191133e-01,1.58129451e-01,9.97228124e-02,8.14373270e-02,7.77066686e-02,6.12628905e-02,4.60901046e-02,3.49179276e-02,2.37867336e-02,1.15138821e-02,4.01983772e-03,2.27085933e-03,1.59707482e-03,1.21769879e-03,8.37445932e-04,6.46870710e-04,4.26315862e-04,2.78069770e-04,1.99313377e-04
5.0,50.0,180.0,0.0,MEAN,5.0,2.42864909e-02,2.33009046e-02,3.11699602e-02,4.01065927e-02,4.64133548e-02,5.19815507e-02,4.38702871e-02,3.80292963e-02,3.86261512e-02,3.08361601e-02,2.20268742e-02,1.55111185e-02,1.07239063e-02,5.20883517e-03,1.73342536e-03,9.30941239e-04,6.05540013e-04,4.39866754e-04,2.76597756e-04,1.92020663e-04,1.30527254e-04,8.69055250e-05,5.49829211e-05
5.0,100.0,180.0,0.0,MEAN,5.0,7.38847719e-03,7.21323412e-03,8.45675828e-03,1.05068367e-02,1.30905429e-02,1.67940856e-02,1.74909497e-02,1.61401499e-02,1.74094924e-02,1.46309763e-02,1.04307395e-02,7.18958790e-03,5.08709653e-03,2.52627261e-03,8.36543822e-04,4.36606521e-04,2.63381159e-04,1.85439532e-04,1.10242720e-04,7.24888484e-05,5.10155715e-05,3.46773135e-05,2.09751126e-05
5.0,300.0,180.0,0.0,MEAN,5.0,7.70575296e-04,7.63405595e-04,8.67559358e-04,9.33985749e-04,1.12995213e-03,1.52291733e-03,1.85880033e-03,1.94835887e-03,2.33241639e-03,2.45730165e-03,2.04596574e-03,1.59842758e-03,1.20091269e-03,6.53123321e-04,2.38348152e-04,1.20769370e-04,6.01760932e-05,4.20383642e-05,2.48830614e-05,1.76397113e-05,1.37064074e-05,9.80288913e-06,7.28458109e-06
5.0,1.0,360.0,0.0,MEAN,5.0,4.78886499e-01,4.34991278e-01,9.95882795e-01,1.32360069e+00,1.03170127e+00,6.11702138e-01,2.10612342e-01,1.56192702e-01,1.26088285e-01,9.71142023e-02,8.64393796e-02,7.88291675e-02,5.09003658e-02,2.64184333e-02,1.15250335e-02,7.07449016e-03,5.62813941e-03,4.73331511e-03,3.70001157e-03,3.58347402e-03,2.27754362e-03,1.45831423e-03,1.43946537e-03
5.0,5.0,360.0,0.0,MEAN,5.0,2.63410838e-01,2.42914132e-01,5.15237150e-01,6.99881132e-01,5.99848388e-01,4.02893881e-01,1.63113368e-01,1.21764168e-01,9.94405946e-02,7.32884889e-02,6.08712036e-02,5.16642407e-02,3.32331818e-02,1.71280488e-02,7.22198067e-03,4.31544242e-03,3.31518669e-03,2.70105350e-03,1.98954069e-03,1.78351221e-03,1.14806306e-03,7.42230231e-04,6.63021168e-04
