rup_mag,dist_rhypo,site_vs30,result_type,damping,pgv,pga,0.0500,0.0750,0.1000,0.1500,0.2000,0.2500,0.3000,0.4000,0.5000,0.7500,1.0000,1.5000,2.0000,3.0000,4.0000,5.0000,7.5000,10.0000
5.0,0.1,400,MEAN,5,3.22218901e+01,1.67400000e+00,2.38000000e+00,3.40500000e+00,3.61300000e+00,3.71000000e+00,3.73400000e+00,3.65500000e+00,3.35700000e+00,3.07300000e+00,1.61207462e+00,8.61861714e-01,4.92625259e-01,3.07028115e-01,1.45384495e-01,8.31209048e-02,3.29162004e-02,1.83891399e-02,8.92573853e-03,5.21808675e-03
