rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga,pgv
5.0,90.0,0.0,5.0,5.0,5.0,5.0,1.800E+02,0,1.000E+02,MEAN,5.0,2.403E-01,2.459E-01,2.566E-01,2.689E-01,2.861E-01,3.344E-01,3.847E-01,4.509E-01,4.678E-01,4.617E-01,4.432E-01,3.873E-01,3.282E-01,2.164E-01,1.488E-01,7.951E-02,4.651E-02,1.984E-02,1.029E-02,5.890E-03,1.701E-03,5.913E-04,2.403E-01,2.040E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,1.800E+02,0,1.000E+03,MEAN,5.0,3.018E-01,3.089E-01,3.223E-01,3.378E-01,3.595E-01,4.202E-01,4.837E-01,5.685E-01,5.934E-01,5.921E-01,5.786E-01,5.285E-01,4.694E-01,3.277E-01,2.299E-01,1.247E-01,7.327E-02,3.132E-02,1.625E-02,9.304E-03,2.688E-03,9.342E-04,3.018E-01,2.685E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,1.800E+02,0,7.000E+02,MEAN,5.0,2.806E-01,2.872E-01,2.997E-01,3.141E-01,3.342E-01,3.908E-01,4.500E-01,5.295E-01,5.533E-01,5.530E-01,5.409E-01,4.928E-01,4.310E-01,2.883E-01,2.029E-01,1.120E-01,6.632E-02,2.847E-02,1.478E-02,8.469E-03,2.447E-03,8.506E-04,2.806E-01,2.441E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,2.550E+02,0,0.000E+00,MEAN,5.0,2.712E-01,2.797E-01,2.963E-01,3.138E-01,3.361E-01,3.977E-01,4.578E-01,5.259E-01,5.084E-01,4.680E-01,4.253E-01,3.448E-01,2.773E-01,1.726E-01,1.170E-01,6.230E-02,3.663E-02,1.640E-02,8.983E-03,5.374E-03,1.660E-03,5.989E-04,2.712E-01,1.948E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,2.550E+02,0,1.000E+02,MEAN,5.0,2.529E-01,2.608E-01,2.762E-01,2.925E-01,3.133E-01,3.714E-01,4.292E-01,5.006E-01,5.093E-01,4.910E-01,4.587E-01,3.796E-01,3.065E-01,1.863E-01,1.219E-01,6.144E-02,3.469E-02,1.450E-02,7.459E-03,4.272E-03,1.272E-03,4.580E-04,2.529E-01,1.738E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,2.550E+02,0,1.000E+03,MEAN,5.0,3.177E-01,3.276E-01,3.470E-01,3.674E-01,3.937E-01,4.666E-01,5.396E-01,6.312E-01,6.461E-01,6.297E-01,5.989E-01,5.179E-01,4.383E-01,2.822E-01,1.883E-01,9.635E-02,5.465E-02,2.289E-02,1.178E-02,6.748E-03,2.010E-03,7.237E-04,3.177E-01,2.288E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,2.550E+02,0,7.000E+02,MEAN,5.0,2.953E-01,3.046E-01,3.226E-01,3.417E-01,3.660E-01,4.340E-01,5.020E-01,5.878E-01,6.025E-01,5.881E-01,5.598E-01,4.829E-01,4.024E-01,2.483E-01,1.662E-01,8.658E-02,4.947E-02,2.080E-02,1.072E-02,6.142E-03,1.830E-03,6.589E-04,2.953E-01,2.080E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,3.600E+02,0,0.000E+00,MEAN,5.0,2.718E-01,2.811E-01,3.011E-01,3.236E-01,3.514E-01,4.255E-01,4.919E-01,5.579E-01,5.259E-01,4.711E-01,4.161E-01,3.202E-01,2.469E-01,1.435E-01,9.359E-02,4.781E-02,2.739E-02,1.202E-02,6.535E-03,3.910E-03,1.245E-03,4.651E-04,2.718E-01,1.602E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,3.600E+02,0,1.000E+02,MEAN,5.0,2.534E-01,2.621E-01,2.807E-01,3.017E-01,3.276E-01,3.973E-01,4.611E-01,5.310E-01,5.269E-01,4.942E-01,4.488E-01,3.524E-01,2.728E-01,1.550E-01,9.752E-02,4.714E-02,2.594E-02,1.063E-02,5.426E-03,3.108E-03,9.539E-04,3.557E-04,2.534E-01,1.430E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,3.600E+02,0,1.000E+03,MEAN,5.0,3.183E-01,3.292E-01,3.526E-01,3.789E-01,4.116E-01,4.992E-01,5.797E-01,6.695E-01,6.683E-01,6.338E-01,5.858E-01,4.809E-01,3.901E-01,2.347E-01,1.507E-01,7.394E-02,4.086E-02,1.678E-02,8.571E-03,4.910E-03,1.507E-03,5.620E-04,3.183E-01,1.881E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,3.600E+02,0,7.000E+02,MEAN,5.0,2.960E-01,3.061E-01,3.278E-01,3.523E-01,3.827E-01,4.643E-01,5.393E-01,6.235E-01,6.232E-01,5.919E-01,5.477E-01,4.484E-01,3.582E-01,2.065E-01,1.330E-01,6.644E-02,3.699E-02,1.525E-02,7.798E-03,4.469E-03,1.372E-03,5.117E-04,2.960E-01,1.710E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,5.250E+02,0,0.000E+00,MEAN,5.0,2.536E-01,2.622E-01,2.833E-01,3.096E-01,3.423E-01,4.258E-01,4.929E-01,5.459E-01,4.988E-01,4.334E-01,3.720E-01,2.731E-01,2.034E-01,1.122E-01,7.117E-02,3.534E-02,1.988E-02,8.559E-03,4.613E-03,2.761E-03,9.083E-04,3.527E-04,2.536E-01,1.239E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,5.250E+02,0,1.000E+02,MEAN,5.0,2.365E-01,2.445E-01,2.641E-01,2.886E-01,3.191E-01,3.976E-01,4.621E-01,5.196E-01,4.997E-01,4.546E-01,4.012E-01,3.006E-01,2.248E-01,1.211E-01,7.416E-02,3.485E-02,1.883E-02,7.567E-03,3.831E-03,2.195E-03,6.962E-04,2.697E-04,2.365E-01,1.106E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,5.250E+02,0,1.000E+03,MEAN,5.0,2.970E-01,3.071E-01,3.317E-01,3.626E-01,4.009E-01,4.996E-01,5.809E-01,6.552E-01,6.338E-01,5.831E-01,5.238E-01,4.102E-01,3.215E-01,1.835E-01,1.146E-01,5.465E-02,2.967E-02,1.195E-02,6.051E-03,3.467E-03,1.100E-03,4.262E-04,2.970E-01,1.455E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,5.250E+02,0,7.000E+02,MEAN,5.0,2.762E-01,2.855E-01,3.084E-01,3.371E-01,3.727E-01,4.646E-01,5.404E-01,6.101E-01,5.911E-01,5.446E-01,4.896E-01,3.825E-01,2.952E-01,1.614E-01,1.011E-01,4.911E-02,2.685E-02,1.086E-02,5.505E-03,3.156E-03,1.001E-03,3.881E-04,2.762E-01,1.323E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,7.600E+02,0,0.000E+00,MEAN,5.0,2.233E-01,2.308E-01,2.510E-01,2.779E-01,3.113E-01,3.940E-01,4.539E-01,4.884E-01,4.335E-01,3.673E-01,3.086E-01,2.193E-01,1.599E-01,8.552E-02,5.338E-02,2.603E-02,1.449E-02,6.135E-03,3.279E-03,1.963E-03,6.671E-04,2.689E-04,2.233E-01,9.370E+00
5.0,90.0,0.0,5.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.082E-01,2.152E-01,2.340E-01,2.590E-01,2.902E-01,3.679E-01,4.255E-01,4.649E-01,4.343E-01,3.853E-01,3.328E-01,2.414E-01,1.767E-01,9.232E-02,5.562E-02,2.567E-02,1.372E-02,5.424E-03,2.723E-03,1.560E-03,5.113E-04,2.057E-04,2.082E-01,8.363E+00
5.0,90.0,0.0,5.0,5.0,5.0,5.0,7.600E+02,0,1.000E+03,MEAN,5.0,2.615E-01,2.704E-01,2.940E-01,3.254E-01,3.646E-01,4.623E-01,5.350E-01,5.861E-01,5.509E-01,4.942E-01,4.344E-01,3.294E-01,2.527E-01,1.398E-01,8.592E-02,4.026E-02,2.161E-02,8.562E-03,4.301E-03,2.465E-03,8.078E-04,3.249E-04,2.615E-01,1.101E+01
5.0,90.0,0.0,5.0,5.0,5.0,5.0,7.600E+02,0,7.000E+02,MEAN,5.0,2.431E-01,2.514E-01,2.733E-01,3.026E-01,3.390E-01,4.300E-01,4.977E-01,5.458E-01,5.137E-01,4.616E-01,4.061E-01,3.072E-01,2.320E-01,1.230E-01,7.583E-02,3.618E-02,1.956E-02,7.781E-03,3.913E-03,2.244E-03,7.354E-04,2.959E-04,2.431E-01,1.001E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.070E+03,0,0.000E+00,MEAN,5.0,4.623E-01,4.733E-01,5.139E-01,5.742E-01,6.510E-01,8.410E-01,9.758E-01,1.062E+00,9.659E-01,8.455E-01,7.368E-01,5.641E-01,4.396E-01,2.667E-01,1.814E-01,9.942E-02,6.050E-02,2.931E-02,1.717E-02,1.101E-02,4.270E-03,1.898E-03,4.623E-01,2.925E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.070E+03,0,1.000E+02,MEAN,5.0,4.310E-01,4.414E-01,4.791E-01,5.352E-01,6.069E-01,7.852E-01,9.147E-01,1.011E+00,9.677E-01,8.870E-01,7.947E-01,6.210E-01,4.857E-01,2.879E-01,1.890E-01,9.803E-02,5.730E-02,2.591E-02,1.425E-02,8.750E-03,3.272E-03,1.452E-03,4.310E-01,2.611E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.070E+03,0,1.000E+03,MEAN,5.0,5.414E-01,5.544E-01,6.019E-01,6.724E-01,7.625E-01,9.867E-01,1.150E+00,1.274E+00,1.227E+00,1.138E+00,1.037E+00,8.473E-01,6.947E-01,4.359E-01,2.920E-01,1.537E-01,9.026E-02,4.090E-02,2.252E-02,1.382E-02,5.170E-03,2.294E-03,5.414E-01,3.436E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.070E+03,0,7.000E+02,MEAN,5.0,5.034E-01,5.155E-01,5.596E-01,6.252E-01,7.090E-01,9.176E-01,1.070E+00,1.187E+00,1.145E+00,1.062E+00,9.698E-01,7.901E-01,6.378E-01,3.835E-01,2.577E-01,1.382E-01,8.170E-02,3.717E-02,2.048E-02,1.258E-02,4.707E-03,2.089E-03,5.034E-01,3.124E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+02,0,0.000E+00,MEAN,5.0,4.022E-01,4.050E-01,4.109E-01,4.213E-01,4.388E-01,4.768E-01,5.167E-01,5.705E-01,5.767E-01,5.723E-01,5.721E-01,5.726E-01,5.679E-01,5.357E-01,4.884E-01,3.845E-01,2.978E-01,1.695E-01,1.051E-01,6.739E-02,2.201E-02,8.017E-03,4.022E-01,6.734E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+02,0,1.000E+02,MEAN,5.0,3.750E-01,3.777E-01,3.831E-01,3.927E-01,4.091E-01,4.452E-01,4.844E-01,5.430E-01,5.778E-01,6.004E-01,6.170E-01,6.303E-01,6.275E-01,5.782E-01,5.089E-01,3.792E-01,2.820E-01,1.499E-01,8.724E-02,5.357E-02,1.687E-02,6.131E-03,3.750E-01,6.010E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+02,0,1.000E+03,MEAN,5.0,4.710E-01,4.744E-01,4.812E-01,4.933E-01,5.139E-01,5.594E-01,6.089E-01,6.846E-01,7.329E-01,7.700E-01,8.055E-01,8.600E-01,8.975E-01,8.757E-01,7.862E-01,5.947E-01,4.443E-01,2.366E-01,1.378E-01,8.463E-02,2.665E-02,9.687E-03,4.710E-01,7.909E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+02,0,7.000E+02,MEAN,5.0,4.379E-01,4.411E-01,4.474E-01,4.587E-01,4.778E-01,5.203E-01,5.665E-01,6.376E-01,6.835E-01,7.191E-01,7.530E-01,8.020E-01,8.241E-01,7.704E-01,6.938E-01,5.344E-01,4.021E-01,2.150E-01,1.254E-01,7.703E-02,2.426E-02,8.821E-03,4.379E-01,7.191E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,0.000E+00,MEAN,5.0,4.515E-01,4.624E-01,5.026E-01,5.621E-01,6.379E-01,8.243E-01,9.549E-01,1.035E+00,9.380E-01,8.189E-01,7.121E-01,5.436E-01,4.227E-01,2.557E-01,1.737E-01,9.498E-02,5.773E-02,2.791E-02,1.632E-02,1.047E-02,4.080E-03,1.824E-03,4.515E-01,2.803E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,1.000E+02,MEAN,5.0,4.210E-01,4.312E-01,4.685E-01,5.240E-01,5.947E-01,7.697E-01,8.951E-01,9.848E-01,9.398E-01,8.591E-01,7.681E-01,5.983E-01,4.671E-01,2.760E-01,1.810E-01,9.366E-02,5.467E-02,2.468E-02,1.355E-02,8.321E-03,3.127E-03,1.395E-03,4.210E-01,2.501E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,1.000E+03,MEAN,5.0,5.288E-01,5.417E-01,5.886E-01,6.582E-01,7.472E-01,9.671E-01,1.125E+00,1.242E+00,1.192E+00,1.102E+00,1.003E+00,8.164E-01,6.681E-01,4.181E-01,2.796E-01,1.469E-01,8.613E-02,3.895E-02,2.141E-02,1.314E-02,4.940E-03,2.204E-03,5.288E-01,3.292E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,7.000E+02,MEAN,5.0,4.917E-01,5.036E-01,5.472E-01,6.121E-01,6.947E-01,8.995E-01,1.047E+00,1.156E+00,1.112E+00,1.029E+00,9.373E-01,7.613E-01,6.134E-01,3.678E-01,2.468E-01,1.320E-01,7.796E-02,3.540E-02,1.948E-02,1.196E-02,4.498E-03,2.007E-03,4.917E-01,2.993E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,0.000E+00,MEAN,5.0,4.493E-01,4.562E-01,4.683E-01,4.818E-01,5.018E-01,5.499E-01,6.024E-01,6.763E-01,6.851E-01,6.775E-01,6.713E-01,6.542E-01,6.287E-01,5.554E-01,4.807E-01,3.507E-01,2.580E-01,1.439E-01,8.880E-02,5.696E-02,1.890E-02,7.014E-03,4.493E-01,6.841E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,1.000E+02,MEAN,5.0,4.189E-01,4.254E-01,4.366E-01,4.492E-01,4.678E-01,5.134E-01,5.648E-01,6.437E-01,6.864E-01,7.107E-01,7.240E-01,7.201E-01,6.946E-01,5.995E-01,5.009E-01,3.459E-01,2.444E-01,1.273E-01,7.373E-02,4.528E-02,1.449E-02,5.364E-03,4.189E-01,6.106E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,1.000E+03,MEAN,5.0,5.262E-01,5.343E-01,5.485E-01,5.642E-01,5.877E-01,6.451E-01,7.100E-01,8.116E-01,8.707E-01,9.116E-01,9.451E-01,9.826E-01,9.935E-01,9.080E-01,7.737E-01,5.424E-01,3.850E-01,2.009E-01,1.165E-01,7.153E-02,2.289E-02,8.475E-03,5.262E-01,8.035E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,7.000E+02,MEAN,5.0,4.892E-01,4.968E-01,5.099E-01,5.246E-01,5.465E-01,6.000E-01,6.605E-01,7.558E-01,8.119E-01,8.514E-01,8.836E-01,9.163E-01,9.122E-01,7.988E-01,6.829E-01,4.874E-01,3.485E-01,1.826E-01,1.060E-01,6.511E-02,2.084E-02,7.717E-03,4.892E-01,7.305E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,0.000E+00,MEAN,5.0,5.381E-01,5.518E-01,5.778E-01,6.024E-01,6.332E-01,7.145E-01,8.011E-01,9.217E-01,9.297E-01,9.061E-01,8.772E-01,8.067E-01,7.284E-01,5.687E-01,4.495E-01,2.902E-01,1.964E-01,1.054E-01,6.440E-02,4.131E-02,1.413E-02,5.433E-03,5.381E-01,6.740E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,1.000E+02,MEAN,5.0,5.017E-01,5.146E-01,5.387E-01,5.616E-01,5.904E-01,6.671E-01,7.510E-01,8.773E-01,9.314E-01,9.506E-01,9.461E-01,8.879E-01,8.049E-01,6.139E-01,4.684E-01,2.862E-01,1.860E-01,9.318E-02,5.348E-02,3.284E-02,1.083E-02,4.155E-03,5.017E-01,6.015E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,1.000E+03,MEAN,5.0,6.302E-01,6.464E-01,6.767E-01,7.054E-01,7.417E-01,8.383E-01,9.441E-01,1.106E+00,1.181E+00,1.219E+00,1.235E+00,1.212E+00,1.151E+00,9.298E-01,7.235E-01,4.488E-01,2.930E-01,1.471E-01,8.447E-02,5.188E-02,1.711E-02,6.565E-03,6.302E-01,7.916E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,7.000E+02,MEAN,5.0,5.859E-01,6.010E-01,6.291E-01,6.559E-01,6.896E-01,7.796E-01,8.783E-01,1.030E+00,1.102E+00,1.139E+00,1.155E+00,1.130E+00,1.057E+00,8.180E-01,6.385E-01,4.033E-01,2.652E-01,1.337E-01,7.685E-02,4.722E-02,1.558E-02,5.978E-03,5.859E-01,7.197E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,0.000E+00,MEAN,5.0,5.943E-01,6.108E-01,6.488E-01,6.902E-01,7.405E-01,8.724E-01,9.994E-01,1.160E+00,1.150E+00,1.093E+00,1.028E+00,8.890E-01,7.584E-01,5.325E-01,3.927E-01,2.338E-01,1.495E-01,7.746E-02,4.686E-02,3.006E-02,1.060E-02,4.219E-03,5.943E-01,6.106E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,1.000E+02,MEAN,5.0,5.541E-01,5.696E-01,6.049E-01,6.434E-01,6.903E-01,8.146E-01,9.369E-01,1.104E+00,1.152E+00,1.147E+00,1.108E+00,9.786E-01,8.379E-01,5.748E-01,4.092E-01,2.305E-01,1.416E-01,6.848E-02,3.891E-02,2.389E-02,8.123E-03,3.227E-03,5.541E-01,5.449E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,1.000E+03,MEAN,5.0,6.961E-01,7.155E-01,7.598E-01,8.082E-01,8.673E-01,1.024E+00,1.178E+00,1.392E+00,1.462E+00,1.471E+00,1.447E+00,1.335E+00,1.198E+00,8.705E-01,6.321E-01,3.615E-01,2.231E-01,1.081E-01,6.146E-02,3.775E-02,1.283E-02,5.098E-03,6.961E-01,7.171E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,7.000E+02,MEAN,5.0,6.472E-01,6.652E-01,7.064E-01,7.515E-01,8.064E-01,9.519E-01,1.096E+00,1.296E+00,1.363E+00,1.374E+00,1.353E+00,1.245E+00,1.100E+00,7.658E-01,5.578E-01,3.248E-01,2.019E-01,9.825E-02,5.592E-02,3.436E-02,1.168E-02,4.642E-03,6.472E-01,6.520E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,0.000E+00,MEAN,5.0,5.896E-01,6.043E-01,6.483E-01,7.058E-01,7.778E-01,9.628E-01,1.121E+00,1.286E+00,1.237E+00,1.138E+00,1.034E+00,8.434E-01,6.862E-01,4.442E-01,3.128E-01,1.777E-01,1.102E-01,5.533E-02,3.309E-02,2.123E-02,7.735E-03,3.200E-03,5.896E-01,4.970E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,1.000E+02,MEAN,5.0,5.497E-01,5.635E-01,6.044E-01,6.580E-01,7.251E-01,8.990E-01,1.051E+00,1.224E+00,1.239E+00,1.193E+00,1.115E+00,9.284E-01,7.582E-01,4.795E-01,3.259E-01,1.752E-01,1.044E-01,4.891E-02,2.748E-02,1.687E-02,5.928E-03,2.447E-03,5.497E-01,4.436E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,1.000E+03,MEAN,5.0,6.905E-01,7.079E-01,7.592E-01,8.265E-01,9.110E-01,1.130E+00,1.321E+00,1.543E+00,1.572E+00,1.531E+00,1.456E+00,1.267E+00,1.084E+00,7.262E-01,5.035E-01,2.748E-01,1.645E-01,7.722E-02,4.340E-02,2.665E-02,9.367E-03,3.866E-03,6.905E-01,5.837E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,7.000E+02,MEAN,5.0,6.420E-01,6.582E-01,7.059E-01,7.685E-01,8.470E-01,1.051E+00,1.229E+00,1.437E+00,1.466E+00,1.429E+00,1.361E+00,1.181E+00,9.956E-01,6.389E-01,4.444E-01,2.469E-01,1.489E-01,7.017E-02,3.949E-02,2.426E-02,8.528E-03,3.520E-03,6.420E-01,5.307E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,0.000E+00,MEAN,5.0,5.310E-01,5.433E-01,5.866E-01,6.494E-01,7.296E-01,9.330E-01,1.090E+00,1.219E+00,1.136E+00,1.014E+00,8.983E-01,7.040E-01,5.569E-01,3.453E-01,2.377E-01,1.321E-01,8.100E-02,3.978E-02,2.353E-02,1.509E-02,5.680E-03,2.440E-03,5.310E-01,3.813E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,4.951E-01,5.066E-01,5.469E-01,6.053E-01,6.802E-01,8.711E-01,1.022E+00,1.160E+00,1.138E+00,1.064E+00,9.688E-01,7.750E-01,6.154E-01,3.727E-01,2.477E-01,1.303E-01,7.671E-02,3.517E-02,1.954E-02,1.200E-02,4.354E-03,1.866E-03,4.951E-01,3.403E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+03,MEAN,5.0,6.220E-01,6.363E-01,6.870E-01,7.604E-01,8.546E-01,1.095E+00,1.284E+00,1.462E+00,1.443E+00,1.365E+00,1.265E+00,1.057E+00,8.801E-01,5.645E-01,3.826E-01,2.043E-01,1.208E-01,5.552E-02,3.086E-02,1.895E-02,6.879E-03,2.948E-03,6.220E-01,4.479E+01
5.5,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,7.000E+02,MEAN,5.0,5.783E-01,5.916E-01,6.387E-01,7.071E-01,7.946E-01,1.018E+00,1.195E+00,1.362E+00,1.346E+00,1.274E+00,1.182E+00,9.861E-01,8.081E-01,4.966E-01,3.377E-01,1.836E-01,1.094E-01,5.046E-02,2.808E-02,1.725E-02,6.263E-03,2.684E-03,5.783E-01,4.072E+01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,0.000E+00,MEAN,5.0,4.460E-03,4.516E-03,4.705E-03,4.985E-03,5.346E-03,6.267E-03,7.124E-03,8.408E-03,8.367E-03,7.856E-03,7.244E-03,6.044E-03,5.010E-03,3.365E-03,2.447E-03,1.451E-03,9.217E-04,4.641E-04,2.755E-04,1.778E-04,6.950E-05,3.100E-05,4.460E-03,3.031E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,1.000E+02,MEAN,5.0,4.158E-03,4.211E-03,4.387E-03,4.647E-03,4.984E-03,5.851E-03,6.679E-03,8.002E-03,8.383E-03,8.241E-03,7.813E-03,6.653E-03,5.536E-03,3.632E-03,2.550E-03,1.431E-03,8.729E-04,4.103E-04,2.288E-04,1.413E-04,5.327E-05,2.371E-05,4.158E-03,2.705E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,1.000E+03,MEAN,5.0,5.223E-03,5.290E-03,5.511E-03,5.837E-03,6.262E-03,7.352E-03,8.396E-03,1.009E-02,1.063E-02,1.057E-02,1.020E-02,9.077E-03,7.918E-03,5.501E-03,3.939E-03,2.245E-03,1.375E-03,6.477E-04,3.614E-04,2.233E-04,8.417E-05,3.746E-05,5.223E-03,3.559E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,7.000E+02,MEAN,5.0,4.856E-03,4.918E-03,5.123E-03,5.427E-03,5.822E-03,6.838E-03,7.811E-03,9.396E-03,9.916E-03,9.872E-03,9.534E-03,8.465E-03,7.270E-03,4.840E-03,3.476E-03,2.017E-03,1.245E-03,5.886E-04,3.288E-04,2.032E-04,7.663E-05,3.411E-05,4.856E-03,3.236E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,0.000E+00,MEAN,5.0,1.037E-02,1.035E-02,1.045E-02,1.069E-02,1.125E-02,1.352E-02,1.654E-02,2.249E-02,2.479E-02,2.520E-02,2.481E-02,2.281E-02,2.018E-02,1.496E-02,1.156E-02,7.467E-03,5.039E-03,2.735E-03,1.690E-03,1.089E-03,3.582E-04,1.309E-04,1.037E-02,1.393E+00
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,1.000E+02,MEAN,5.0,9.668E-03,9.651E-03,9.740E-03,9.965E-03,1.048E-02,1.262E-02,1.551E-02,2.140E-02,2.484E-02,2.644E-02,2.676E-02,2.511E-02,2.230E-02,1.615E-02,1.205E-02,7.363E-03,4.772E-03,2.418E-03,1.403E-03,8.653E-04,2.746E-04,1.001E-04,9.668E-03,1.243E+00
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,1.000E+03,MEAN,5.0,1.215E-02,1.212E-02,1.223E-02,1.252E-02,1.317E-02,1.586E-02,1.950E-02,2.699E-02,3.151E-02,3.391E-02,3.493E-02,3.426E-02,3.190E-02,2.445E-02,1.862E-02,1.155E-02,7.518E-03,3.818E-03,2.216E-03,1.367E-03,4.338E-04,1.582E-04,1.215E-02,1.636E+00
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,7.000E+02,MEAN,5.0,1.129E-02,1.127E-02,1.138E-02,1.164E-02,1.225E-02,1.475E-02,1.814E-02,2.513E-02,2.938E-02,3.167E-02,3.265E-02,3.195E-02,2.929E-02,2.151E-02,1.643E-02,1.038E-02,6.805E-03,3.469E-03,2.016E-03,1.244E-03,3.950E-04,1.441E-04,1.129E-02,1.487E+00
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,0.000E+00,MEAN,5.0,4.353E-03,4.410E-03,4.599E-03,4.877E-03,5.234E-03,6.130E-03,6.955E-03,8.175E-03,8.112E-03,7.599E-03,6.994E-03,5.820E-03,4.816E-03,3.226E-03,2.343E-03,1.387E-03,8.792E-04,4.418E-04,2.620E-04,1.691E-04,6.641E-05,2.979E-05,4.353E-03,2.903E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,1.000E+02,MEAN,5.0,4.059E-03,4.113E-03,4.288E-03,4.546E-03,4.879E-03,5.724E-03,6.520E-03,7.781E-03,8.127E-03,7.971E-03,7.543E-03,6.406E-03,5.322E-03,3.483E-03,2.441E-03,1.367E-03,8.326E-04,3.906E-04,2.176E-04,1.344E-04,5.090E-05,2.278E-05,4.059E-03,2.591E-01
5.5,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,1.000E+03,MEAN,5.0,5.099E-03,5.166E-03,5.387E-03,5.711E-03,6.130E-03,7.192E-03,8.196E-03,9.810E-03,1.031E-02,1.022E-02,9.847E-03,8.741E-03,7.611E-03,5.275E-03,3.771E-03,2.144E-03,1.312E-03,6.166E-04,3.437E-04,2.123E-04,8.042E-05,3.600E-05,5.099E-03,3.410E-01
