rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga,pgv
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,0,1000.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,0,500.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,1,1000.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,1,100.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,400.0,1,500.0,INTER_EVENT_STDDEV,5.0,0.32469922642671417,0.32880907681822585,0.3402906330360924,0.34743895012605575,0.35415395184220533,0.34443377379894596,0.3355007858856748,0.32751997451453696,0.32346403788530886,0.32248154917794786,0.3199601987502883,0.3191828296692375,0.324026403371637,0.3374656071526137,0.35449926796861875,0.3752100667389908,0.4011415276239699,0.4402480671985629,0.47836258084173194,0.5074,0.5328,0.5542,0.32469922642671417,0.24883880814978965
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,600.0,0,1000.0,INTER_EVENT_STDDEV,5.0,0.3391101816627715,0.342903705250918,0.35577519680065994,0.3658781264541175,0.3765925338982463,0.3744816678838955,0.36840157780330357,0.3585473124451557,0.34966840369594854,0.3441987931286488,0.3376955161154047,0.3313387610322261,0.33279011226516886,0.34184049247075127,0.35711419398317196,0.3765430191407099,0.40187799936514984,0.44039435413867245,0.4783772233773278,0.5074,0.5328,0.5542,0.3391101816627715,0.25297368795353514
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,600.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.3391101816627715,0.342903705250918,0.35577519680065994,0.3658781264541175,0.3765925338982463,0.3744816678838955,0.36840157780330357,0.3585473124451557,0.34966840369594854,0.3441987931286488,0.3376955161154047,0.3313387610322261,0.33279011226516886,0.34184049247075127,0.35711419398317196,0.3765430191407099,0.40187799936514984,0.44039435413867245,0.4783772233773278,0.5074,0.5328,0.5542,0.3391101816627715,0.25297368795353514
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,600.0,0,500.0,INTER_EVENT_STDDEV,5.0,0.3391101816627715,0.342903705250918,0.35577519680065994,0.3658781264541175,0.3765925338982463,0.3744816678838955,0.36840157780330357,0.3585473124451557,0.34966840369594854,0.3441987931286488,0.3376955161154047,0.3313387610322261,0.33279011226516886,0.34184049247075127,0.35711419398317196,0.3765430191407099,0.40187799936514984,0.44039435413867245,0.4783772233773278,0.5074,0.5328,0.5542,0.3391101816627715,0.25297368795353514
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,600.0,1,1000.0,INTER_EVENT_STDDEV,5.0,0.3391101816627715,0.342903705250918,0.35577519680065994,0.3658781264541175,0.3765925338982463,0.3744816678838955,0.36840157780330357,0.3585473124451557,0.34966840369594854,0.3441987931286488,0.3376955161154047,0.3313387610322261,0.33279011226516886,0.34184049247075127,0.35711419398317196,0.3765430191407099,0.40187799936514984,0.44039435413867245,0.4783772233773278,0.5074,0.5328,0.5542,0.3391101816627715,0.25297368795353514
4.0,30.0,0.0,0.0,0.019505230826486045,0.0,0.0,600.0,1,100.0,INTER_EVENT_STDDEV,5.0,0.3391101816627715,0.342903705250918,0.35577519680065994,0.3658781264541175,0.3765925338982463,0.3744816678838955,0.36840157780330357,0.3585473124451557,0.34966840369594854,0.3441987931286488,0.3376955161154047,0.3313387610322261,0.33279011226516886,0.34184049247075127,0.35711419398317196,0.3765430191407099,0.40187799936514984,0.44039435413867245,0.4783772233773278,0.5074,0.5328,0.5542,0.3391101816627715,0.25297368795353514
