rup_mag,dist_rrup,site_vs30,site_backarc,result_type,damping,pgv,pga,0.07,0.14,0.34,0.65,1.25,2.44,5.88,9.09
6.0,1.0,300.0,0.0,MEAN,5.0,7.68618092e+00,9.54083501e-02,1.33529619e-01,2.83054807e-01,3.78333682e-01,1.97219119e-01,9.60114467e-02,3.09151909e-02,3.82455316e-03,1.22628862e-03
6.0,1.0,300.0,1.0,MEAN,5.0,7.68105019e+00,9.52349560e-02,1.33243985e-01,2.82293277e-01,3.77446157e-01,1.96937769e-01,9.59142232e-02,3.08881525e-02,3.82217618e-03,1.22575225e-03
6.0,1.0,300.0,1.0,MEAN,5.0,7.68105019e+00,9.52349560e-02,1.33243985e-01,2.82293277e-01,3.77446157e-01,1.96937769e-01,9.59142232e-02,3.08881525e-02,3.82217618e-03,1.22575225e-03
6.0,1.0,300.0,1.0,MEAN,5.0,7.68105019e+00,9.52349560e-02,1.33243985e-01,2.82293277e-01,3.77446157e-01,1.96937769e-01,9.59142232e-02,3.08881525e-02,3.82217618e-03,1.22575225e-03
6.0,1.0,180.0,0.0,MEAN,5.0,9.10211963e+00,1.06701681e-01,1.36704451e-01,2.95163148e-01,4.73200026e-01,2.77991409e-01,1.33547975e-01,4.01772624e-02,4.91482929e-03,1.51431503e-03
6.0,1.0,180.0,0.0,MEAN,5.0,9.10211963e+00,1.06701681e-01,1.36704451e-01,2.95163148e-01,4.73200026e-01,2.77991409e-01,1.33547975e-01,4.01772624e-02,4.91482929e-03,1.51431503e-03
6.0,1.0,180.0,0.0,MEAN,5.0,9.10211963e+00,1.06701681e-01,1.36704451e-01,2.95163148e-01,4.73200026e-01,2.77991409e-01,1.33547975e-01,4.01772624e-02,4.91482929e-03,1.51431503e-03
6.0,1.0,180.0,1.0,MEAN,5.0,9.09604372e+00,1.06507763e-01,1.36412024e-01,2.94369041e-01,4.72089955e-01,2.77594831e-01,1.33412741e-01,4.01421234e-02,4.91177470e-03,1.51365268e-03
6.0,1.0,180.0,1.0,MEAN,5.0,9.09604372e+00,1.06507763e-01,1.36412024e-01,2.94369041e-01,4.72089955e-01,2.77594831e-01,1.33412741e-01,4.01421234e-02,4.91177470e-03,1.51365268e-03
6.0,1.0,180.0,1.0,MEAN,5.0,9.09604372e+00,1.06507763e-01,1.36412024e-01,2.94369041e-01,4.72089955e-01,2.77594831e-01,1.33412741e-01,4.01421234e-02,4.91177470e-03,1.51365268e-03
6.0,10.0,1000.0,0.0,MEAN,5.0,5.01705009e+00,6.90997759e-02,1.18685015e-01,2.40716121e-01,2.09978494e-01,8.31161076e-02,4.23334870e-02,1.62456030e-02,2.08909378e-03,7.35791008e-04
6.0,10.0,1000.0,0.0,MEAN,5.0,5.01705009e+00,6.90997759e-02,1.18685015e-01,2.40716121e-01,2.09978494e-01,8.31161076e-02,4.23334870e-02,1.62456030e-02,2.08909378e-03,7.35791008e-04
6.0,10.0,1000.0,0.0,MEAN,5.0,5.01705009e+00,6.90997759e-02,1.18685015e-01,2.40716121e-01,2.09978494e-01,8.31161076e-02,4.23334870e-02,1.62456030e-02,2.08909378e-03,7.35791008e-04
6.0,10.0,1000.0,1.0,MEAN,5.0,4.98366036e+00,6.78541851e-02,1.16170508e-01,2.34317744e-01,2.05104324e-01,8.19379693e-02,4.19067560e-02,1.61040769e-02,2.07614622e-03,7.32579018e-04
6.0,10.0,1000.0,1.0,MEAN,5.0,4.98366036e+00,6.78541851e-02,1.16170508e-01,2.34317744e-01,2.05104324e-01,8.19379693e-02,4.19067560e-02,1.61040769e-02,2.07614622e-03,7.32579018e-04
6.0,10.0,1000.0,1.0,MEAN,5.0,4.98366036e+00,6.78541851e-02,1.16170508e-01,2.34317744e-01,2.05104324e-01,8.19379693e-02,4.19067560e-02,1.61040769e-02,2.07614622e-03,7.32579018e-04
6.0,10.0,760.0,0.0,MEAN,5.0,5.49413261e+00,7.33801276e-02,1.20192803e-01,2.46194566e-01,2.36798236e-01,9.99490021e-02,5.05450304e-02,1.87015870e-02,2.39044339e-03,8.24097245e-04
6.0,10.0,760.0,0.0,MEAN,5.0,5.49413261e+00,7.33801276e-02,1.20192803e-01,2.46194566e-01,2.36798236e-01,9.99490021e-02,5.05450304e-02,1.87015870e-02,2.39044339e-03,8.24097245e-04
6.0,10.0,760.0,0.0,MEAN,5.0,5.49413261e+00,7.33801276e-02,1.20192803e-01,2.46194566e-01,2.36798236e-01,9.99490021e-02,5.05450304e-02,1.87015870e-02,2.39044339e-03,8.24097245e-04
6.0,10.0,760.0,1.0,MEAN,5.0,5.45756778e+00,7.20573792e-02,1.17646351e-01,2.39650568e-01,2.31301507e-01,9.85322641e-02,5.00355252e-02,1.85386652e-02,2.37562815e-03,8.20499768e-04
6.0,10.0,760.0,1.0,MEAN,5.0,5.45756778e+00,7.20573792e-02,1.17646351e-01,2.39650568e-01,2.31301507e-01,9.85322641e-02,5.00355252e-02,1.85386652e-02,2.37562815e-03,8.20499768e-04
6.0,10.0,760.0,1.0,MEAN,5.0,5.45756778e+00,7.20573792e-02,1.17646351e-01,2.39650568e-01,2.31301507e-01,9.85322641e-02,5.00355252e-02,1.85386652e-02,2.37562815e-03,8.20499768e-04
6.0,10.0,570.0,0.0,MEAN,5.0,6.04301761e+00,7.81519908e-02,1.21793930e-01,2.52071322e-01,2.68597292e-01,1.21265509e-01,6.08679796e-02,2.16756452e-02,2.75310885e-03,9.28064500e-04
6.0,10.0,570.0,0.0,MEAN,5.0,6.04301761e+00,7.81519908e-02,1.21793930e-01,2.52071322e-01,2.68597292e-01,1.21265509e-01,6.08679796e-02,2.16756452e-02,2.75310885e-03,9.28064500e-04
6.0,10.0,570.0,0.0,MEAN,5.0,6.04301761e+00,7.81519908e-02,1.21793930e-01,2.52071322e-01,2.68597292e-01,1.21265509e-01,6.08679796e-02,2.16756452e-02,2.75310885e-03,9.28064500e-04
6.0,10.0,570.0,1.0,MEAN,5.0,6.00279981e+00,7.67432250e-02,1.19213556e-01,2.45371116e-01,2.62362421e-01,1.19546618e-01,6.02544167e-02,2.14868145e-02,2.73604592e-03,9.24013169e-04
6.0,10.0,570.0,1.0,MEAN,5.0,6.00279981e+00,7.67432250e-02,1.19213556e-01,2.45371116e-01,2.62362421e-01,1.19546618e-01,6.02544167e-02,2.14868145e-02,2.73604592e-03,9.24013169e-04
6.0,10.0,570.0,1.0,MEAN,5.0,6.00279981e+00,7.67432250e-02,1.19213556e-01,2.45371116e-01,2.62362421e-01,1.19546618e-01,6.02544167e-02,2.14868145e-02,2.73604592e-03,9.24013169e-04
6.0,10.0,300.0,0.0,MEAN,5.0,7.47345290e+00,8.99470831e-02,1.25443543e-01,2.65693686e-01,3.55791613e-01,1.86663633e-01,9.21432895e-02,3.01281616e-02,3.77303992e-03,1.20977164e-03
6.0,10.0,300.0,0.0,MEAN,5.0,7.47345290e+00,8.99470831e-02,1.25443543e-01,2.65693686e-01,3.55791613e-01,1.86663633e-01,9.21432895e-02,3.01281616e-02,3.77303992e-03,1.20977164e-03
6.0,10.0,300.0,0.0,MEAN,5.0,7.47345290e+00,8.99470831e-02,1.25443543e-01,2.65693686e-01,3.55791613e-01,1.86663633e-01,9.21432895e-02,3.01281616e-02,3.77303992e-03,1.20977164e-03
6.0,10.0,300.0,1.0,MEAN,5.0,7.42371519e+00,8.83256993e-02,1.22785847e-01,2.58631390e-01,3.47532725e-01,1.84017749e-01,9.12144644e-02,2.98656954e-02,3.74965577e-03,1.20449055e-03
6.0,10.0,300.0,1.0,MEAN,5.0,7.42371519e+00,8.83256993e-02,1.22785847e-01,2.58631390e-01,3.47532725e-01,1.84017749e-01,9.12144644e-02,2.98656954e-02,3.74965577e-03,1.20449055e-03
6.0,10.0,300.0,1.0,MEAN,5.0,7.42371519e+00,8.83256993e-02,1.22785847e-01,2.58631390e-01,3.47532725e-01,1.84017749e-01,9.12144644e-02,2.98656954e-02,3.74965577e-03,1.20449055e-03
6.0,10.0,180.0,0.0,MEAN,5.0,8.85020311e+00,1.00593973e-01,1.28426117e-01,2.77059363e-01,4.45005582e-01,2.63112859e-01,1.28167527e-01,3.91544421e-02,4.84863103e-03,1.49391859e-03
6.0,10.0,180.0,0.0,MEAN,5.0,8.85020311e+00,1.00593973e-01,1.28426117e-01,2.77059363e-01,4.45005582e-01,2.63112859e-01,1.28167527e-01,3.91544421e-02,4.84863103e-03,1.49391859e-03
6.0,10.0,180.0,0.0,MEAN,5.0,8.85020311e+00,1.00593973e-01,1.28426117e-01,2.77059363e-01,4.45005582e-01,2.63112859e-01,1.28167527e-01,3.91544421e-02,4.84863103e-03,1.49391859e-03
6.0,10.0,180.0,1.0,MEAN,5.0,8.79130278e+00,9.87806684e-02,1.25705232e-01,2.69694961e-01,4.34675796e-01,2.59383337e-01,1.26875570e-01,3.88133421e-02,4.81858069e-03,1.48739710e-03
6.0,10.0,180.0,1.0,MEAN,5.0,8.79130278e+00,9.87806684e-02,1.25705232e-01,2.69694961e-01,4.34675796e-01,2.59383337e-01,1.26875570e-01,3.88133421e-02,4.81858069e-03,1.48739710e-03
6.0,10.0,180.0,1.0,MEAN,5.0,8.79130278e+00,9.87806684e-02,1.25705232e-01,2.69694961e-01,4.34675796e-01,2.59383337e-01,1.26875570e-01,3.88133421e-02,4.81858069e-03,1.48739710e-03
6.0,50.0,1000.0,0.0,MEAN,5.0,3.66340034e+00,4.39858090e-02,7.43758312e-02,1.50293819e-01,1.32193701e-01,5.38419947e-02,2.91688957e-02,1.19831716e-02,1.62702371e-03,5.73047234e-04
6.0,50.0,1000.0,0.0,MEAN,5.0,3.66340034e+00,4.39858090e-02,7.43758312e-02,1.50293819e-01,1.32193701e-01,5.38419947e-02,2.91688957e-02,1.19831716e-02,1.62702371e-03,5.73047234e-04
6.0,50.0,1000.0,0.0,MEAN,5.0,3.66340034e+00,4.39858090e-02,7.43758312e-02,1.50293819e-01,1.32193701e-01,5.38419947e-02,2.91688957e-02,1.19831716e-02,1.62702371e-03,5.73047234e-04
6.0,50.0,1000.0,1.0,MEAN,5.0,3.54310793e+00,4.01617459e-02,6.68239021e-02,1.31353340e-01,1.17546786e-01,5.01327053e-02,2.77280921e-02,1.14702208e-02,1.57722583e-03,5.60648185e-04
6.0,50.0,1000.0,1.0,MEAN,5.0,3.54310793e+00,4.01617459e-02,6.68239021e-02,1.31353340e-01,1.17546786e-01,5.01327053e-02,2.77280921e-02,1.14702208e-02,1.57722583e-03,5.60648185e-04
6.0,50.0,1000.0,1.0,MEAN,5.0,3.54310793e+00,4.01617459e-02,6.68239021e-02,1.31353340e-01,1.17546786e-01,5.01327053e-02,2.77280921e-02,1.14702208e-02,1.57722583e-03,5.60648185e-04
6.0,50.0,760.0,0.0,MEAN,5.0,4.01176128e+00,4.67104883e-02,7.53207103e-02,1.53714348e-01,1.49078292e-01,6.47462183e-02,3.48268670e-02,1.37947682e-02,1.86172018e-03,6.41821715e-04
6.0,50.0,760.0,0.0,MEAN,5.0,4.01176128e+00,4.67104883e-02,7.53207103e-02,1.53714348e-01,1.49078292e-01,6.47462183e-02,3.48268670e-02,1.37947682e-02,1.86172018e-03,6.41821715e-04
6.0,50.0,760.0,0.0,MEAN,5.0,4.01176128e+00,4.67104883e-02,7.53207103e-02,1.53714348e-01,1.49078292e-01,6.47462183e-02,3.48268670e-02,1.37947682e-02,1.86172018e-03,6.41821715e-04
6.0,50.0,760.0,1.0,MEAN,5.0,3.88002999e+00,4.26495455e-02,6.76728407e-02,1.34342803e-01,1.32560583e-01,6.02857137e-02,3.31065867e-02,1.32042703e-02,1.80473901e-03,6.27934590e-04
6.0,50.0,760.0,1.0,MEAN,5.0,3.88002999e+00,4.26495455e-02,6.76728407e-02,1.34342803e-01,1.32560583e-01,6.02857137e-02,3.31065867e-02,1.32042703e-02,1.80473901e-03,6.27934590e-04
6.0,50.0,760.0,1.0,MEAN,5.0,3.88002999e+00,4.26495455e-02,6.76728407e-02,1.34342803e-01,1.32560583e-01,6.02857137e-02,3.31065867e-02,1.32042703e-02,1.80473901e-03,6.27934590e-04
6.0,50.0,570.0,0.0,MEAN,5.0,4.41255167e+00,4.97480418e-02,7.63240819e-02,1.57383567e-01,1.69097651e-01,7.85548924e-02,4.19396528e-02,1.59885095e-02,2.14417055e-03,7.22793278e-04
6.0,50.0,570.0,0.0,MEAN,5.0,4.41255167e+00,4.97480418e-02,7.63240819e-02,1.57383567e-01,1.69097651e-01,7.85548924e-02,4.19396528e-02,1.59885095e-02,2.14417055e-03,7.22793278e-04
6.0,50.0,570.0,0.0,MEAN,5.0,4.41255167e+00,4.97480418e-02,7.63240819e-02,1.57383567e-01,1.69097651e-01,7.85548924e-02,4.19396528e-02,1.59885095e-02,2.14417055e-03,7.22793278e-04
6.0,50.0,570.0,1.0,MEAN,5.0,4.26765992e+00,4.54230184e-02,6.85743325e-02,1.37549616e-01,1.50361820e-01,7.31430789e-02,3.98680350e-02,1.53041065e-02,2.07854450e-03,7.07154167e-04
6.0,50.0,570.0,1.0,MEAN,5.0,4.26765992e+00,4.54230184e-02,6.85743325e-02,1.37549616e-01,1.50361820e-01,7.31430789e-02,3.98680350e-02,1.53041065e-02,2.07854450e-03,7.07154167e-04
6.0,50.0,570.0,1.0,MEAN,5.0,4.26765992e+00,4.54230184e-02,6.85743325e-02,1.37549616e-01,1.50361820e-01,7.31430789e-02,3.98680350e-02,1.53041065e-02,2.07854450e-03,7.07154167e-04
6.0,50.0,300.0,0.0,MEAN,5.0,5.45704137e+00,5.72562669e-02,7.86111690e-02,1.65888843e-01,2.23991558e-01,1.20919309e-01,6.34891711e-02,2.22233014e-02,2.93851116e-03,9.42191848e-04
6.0,50.0,300.0,0.0,MEAN,5.0,5.45704137e+00,5.72562669e-02,7.86111690e-02,1.65888843e-01,2.23991558e-01,1.20919309e-01,6.34891711e-02,2.22233014e-02,2.93851116e-03,9.42191848e-04
6.0,50.0,300.0,0.0,MEAN,5.0,5.45704137e+00,5.72562669e-02,7.86111690e-02,1.65888843e-01,2.23991558e-01,1.20919309e-01,6.34891711e-02,2.22233014e-02,2.93851116e-03,9.42191848e-04
6.0,50.0,300.0,1.0,MEAN,5.0,5.27785247e+00,5.22784893e-02,7.06291947e-02,1.44983032e-01,1.99173544e-01,1.12588921e-01,6.03531104e-02,2.12720123e-02,2.84857294e-03,9.21805600e-04
6.0,50.0,300.0,1.0,MEAN,5.0,5.27785247e+00,5.22784893e-02,7.06291947e-02,1.44983032e-01,1.99173544e-01,1.12588921e-01,6.03531104e-02,2.12720123e-02,2.84857294e-03,9.21805600e-04
6.0,50.0,300.0,1.0,MEAN,5.0,5.27785247e+00,5.22784893e-02,7.06291947e-02,1.44983032e-01,1.99173544e-01,1.12588921e-01,6.03531104e-02,2.12720123e-02,2.84857294e-03,9.21805600e-04
6.0,50.0,180.0,0.0,MEAN,5.0,6.46233076e+00,6.40335980e-02,8.04802463e-02,1.72985132e-01,2.80156952e-01,1.70442548e-01,8.83108265e-02,2.88813164e-02,3.77620081e-03,1.16349059e-03
6.0,50.0,180.0,0.0,MEAN,5.0,6.46233076e+00,6.40335980e-02,8.04802463e-02,1.72985132e-01,2.80156952e-01,1.70442548e-01,8.83108265e-02,2.88813164e-02,3.77620081e-03,1.16349059e-03
6.0,50.0,180.0,0.0,MEAN,5.0,6.46233076e+00,6.40335980e-02,8.04802463e-02,1.72985132e-01,2.80156952e-01,1.70442548e-01,8.83108265e-02,2.88813164e-02,3.77620081e-03,1.16349059e-03
6.0,50.0,180.0,1.0,MEAN,5.0,6.25013190e+00,5.84666089e-02,7.23084908e-02,1.51185025e-01,2.49115874e-01,1.58700399e-01,8.39486950e-02,2.76450248e-02,3.66062365e-03,1.13831609e-03
6.0,50.0,180.0,1.0,MEAN,5.0,6.25013190e+00,5.84666089e-02,7.23084908e-02,1.51185025e-01,2.49115874e-01,1.58700399e-01,8.39486950e-02,2.76450248e-02,3.66062365e-03,1.13831609e-03
6.0,50.0,180.0,1.0,MEAN,5.0,6.25013190e+00,5.84666089e-02,7.23084908e-02,1.51185025e-01,2.49115874e-01,1.58700399e-01,8.39486950e-02,2.76450248e-02,3.66062365e-03,1.13831609e-03
6.0,100.0,1000.0,0.0,MEAN,5.0,2.26349659e+00,2.28932814e-02,3.79600954e-02,7.63548424e-02,6.78588075e-02,2.86428748e-02,1.67615992e-02,7.49837650e-03,1.08965582e-03,3.83783133e-04
6.0,100.0,1000.0,0.0,MEAN,5.0,2.26349659e+00,2.28932814e-02,3.79600954e-02,7.63548424e-02,6.78588075e-02,2.86428748e-02,1.67615992e-02,7.49837650e-03,1.08965582e-03,3.83783133e-04
6.0,100.0,1000.0,0.0,MEAN,5.0,2.26349659e+00,2.28932814e-02,3.79600954e-02,7.63548424e-02,6.78588075e-02,2.86428748e-02,1.67615992e-02,7.49837650e-03,1.08965582e-03,3.83783133e-04
6.0,100.0,1000.0,1.0,MEAN,5.0,2.11728756e+00,1.90856980e-02,3.06427188e-02,5.83225608e-02,5.36545088e-02,2.48322804e-02,1.51466103e-02,6.87016619e-03,1.02397498e-03,3.67354940e-04
6.0,100.0,1000.0,1.0,MEAN,5.0,2.11728756e+00,1.90856980e-02,3.06427188e-02,5.83225608e-02,5.36545088e-02,2.48322804e-02,1.51466103e-02,6.87016619e-03,1.02397498e-03,3.67354940e-04
6.0,100.0,1000.0,1.0,MEAN,5.0,2.11728756e+00,1.90856980e-02,3.06427188e-02,5.83225608e-02,5.36545088e-02,2.48322804e-02,1.51466103e-02,6.87016619e-03,1.02397498e-03,3.67354940e-04
6.0,100.0,760.0,0.0,MEAN,5.0,2.47873755e+00,2.43113945e-02,3.84423448e-02,7.80925978e-02,7.65261510e-02,3.44437057e-02,2.00128929e-02,8.63196897e-03,1.24683754e-03,4.29843011e-04
6.0,100.0,760.0,0.0,MEAN,5.0,2.47873755e+00,2.43113945e-02,3.84423448e-02,7.80925978e-02,7.65261510e-02,3.44437057e-02,2.00128929e-02,8.63196897e-03,1.24683754e-03,4.29843011e-04
6.0,100.0,760.0,0.0,MEAN,5.0,2.47873755e+00,2.43113945e-02,3.84423448e-02,7.80925978e-02,7.65261510e-02,3.44437057e-02,2.00128929e-02,8.63196897e-03,1.24683754e-03,4.29843011e-04
6.0,100.0,760.0,1.0,MEAN,5.0,2.31862517e+00,2.02679521e-02,3.10320074e-02,5.96499206e-02,6.05075921e-02,2.98613797e-02,1.80846401e-02,7.90878684e-03,1.17168230e-03,4.11443182e-04
6.0,100.0,760.0,1.0,MEAN,5.0,2.31862517e+00,2.02679521e-02,3.10320074e-02,5.96499206e-02,6.05075921e-02,2.98613797e-02,1.80846401e-02,7.90878684e-03,1.17168230e-03,4.11443182e-04
6.0,100.0,760.0,1.0,MEAN,5.0,2.31862517e+00,2.02679521e-02,3.10320074e-02,5.96499206e-02,6.05075921e-02,2.98613797e-02,1.80846401e-02,7.90878684e-03,1.17168230e-03,4.11443182e-04
6.0,100.0,570.0,0.0,MEAN,5.0,2.72637297e+00,2.58923491e-02,3.89544478e-02,7.99566973e-02,8.68026606e-02,4.17896469e-02,2.41001804e-02,1.00046855e-02,1.43600116e-03,4.84071561e-04
6.0,100.0,570.0,0.0,MEAN,5.0,2.72637297e+00,2.58923491e-02,3.89544478e-02,7.99566973e-02,8.68026606e-02,4.17896469e-02,2.41001804e-02,1.00046855e-02,1.43600116e-03,4.84071561e-04
6.0,100.0,570.0,0.0,MEAN,5.0,2.72637297e+00,2.58923491e-02,3.89544478e-02,7.99566973e-02,8.68026606e-02,4.17896469e-02,2.41001804e-02,1.00046855e-02,1.43600116e-03,4.84071561e-04
6.0,100.0,570.0,1.0,MEAN,5.0,2.55026475e+00,2.15859643e-02,3.14453948e-02,6.10737865e-02,6.86330086e-02,3.62300306e-02,2.17781154e-02,9.16649788e-03,1.34944376e-03,4.63350428e-04
6.0,100.0,570.0,1.0,MEAN,5.0,2.55026475e+00,2.15859643e-02,3.14453948e-02,6.10737865e-02,6.86330086e-02,3.62300306e-02,2.17781154e-02,9.16649788e-03,1.34944376e-03,4.63350428e-04
6.0,100.0,570.0,1.0,MEAN,5.0,2.55026475e+00,2.15859643e-02,3.14453948e-02,6.10737865e-02,6.86330086e-02,3.62300306e-02,2.17781154e-02,9.16649788e-03,1.34944376e-03,4.63350428e-04
6.0,100.0,300.0,0.0,MEAN,5.0,3.37172937e+00,2.98001529e-02,4.01217362e-02,8.42776936e-02,1.14981273e-01,6.43266776e-02,3.64833845e-02,1.39060581e-02,1.96798964e-03,6.31007913e-04
6.0,100.0,300.0,0.0,MEAN,5.0,3.37172937e+00,2.98001529e-02,4.01217362e-02,8.42776936e-02,1.14981273e-01,6.43266776e-02,3.64833845e-02,1.39060581e-02,1.96798964e-03,6.31007913e-04
6.0,100.0,300.0,0.0,MEAN,5.0,3.37172937e+00,2.98001529e-02,4.01217362e-02,8.42776936e-02,1.14981273e-01,6.43266776e-02,3.64833845e-02,1.39060581e-02,1.96798964e-03,6.31007913e-04
6.0,100.0,300.0,1.0,MEAN,5.0,3.15393479e+00,2.48438268e-02,3.23876709e-02,6.43743181e-02,9.09132355e-02,5.57687771e-02,3.29681912e-02,1.27410154e-02,1.84936574e-03,6.03997034e-04
6.0,100.0,300.0,1.0,MEAN,5.0,3.15393479e+00,2.48438268e-02,3.23876709e-02,6.43743181e-02,9.09132355e-02,5.57687771e-02,3.29681912e-02,1.27410154e-02,1.84936574e-03,6.03997034e-04
6.0,100.0,300.0,1.0,MEAN,5.0,3.15393479e+00,2.48438268e-02,3.23876709e-02,6.43743181e-02,9.09132355e-02,5.57687771e-02,3.29681912e-02,1.27410154e-02,1.84936574e-03,6.03997034e-04
6.0,100.0,180.0,0.0,MEAN,5.0,3.99286517e+00,3.33275484e-02,4.10756799e-02,8.78828716e-02,1.43812576e-01,9.06720596e-02,5.07468877e-02,1.80722592e-02,2.52900999e-03,7.79216857e-04
6.0,100.0,180.0,0.0,MEAN,5.0,3.99286517e+00,3.33275484e-02,4.10756799e-02,8.78828716e-02,1.43812576e-01,9.06720596e-02,5.07468877e-02,1.80722592e-02,2.52900999e-03,7.79216857e-04
6.0,100.0,180.0,0.0,MEAN,5.0,3.99286517e+00,3.33275484e-02,4.10756799e-02,8.78828716e-02,1.43812576e-01,9.06720596e-02,5.07468877e-02,1.80722592e-02,2.52900999e-03,7.79216857e-04
6.0,100.0,180.0,1.0,MEAN,5.0,3.73494874e+00,2.77845501e-02,3.31577277e-02,6.71280821e-02,1.13709531e-01,7.86092189e-02,4.58573984e-02,1.65581742e-02,2.37656964e-03,7.45861756e-04
6.0,100.0,180.0,1.0,MEAN,5.0,3.73494874e+00,2.77845501e-02,3.31577277e-02,6.71280821e-02,1.13709531e-01,7.86092189e-02,4.58573984e-02,1.65581742e-02,2.37656964e-03,7.45861756e-04
6.0,100.0,180.0,1.0,MEAN,5.0,3.73494874e+00,2.77845501e-02,3.31577277e-02,6.71280821e-02,1.13709531e-01,7.86092189e-02,4.58573984e-02,1.65581742e-02,2.37656964e-03,7.45861756e-04
