custom_site_id,lon,lat,unit,gwd,vs30,cti,z1pt0,z2pt5,dr,dc,precip,dw
1992,-76.55825856,3.418792947,T,3,425,3.3989322,324.2058841,1.179876758,0.468087683,69,134,0.468087683
1993,-76.55366958,3.420027249,T,3,330,5.4466257,433.016623,1.575918069,0.605335803,68,134,0.605335803
1994,-76.55518754,3.422354935,T,3,690,5.4466257,67.95947325,0.677751086,0.780492723,68,134,0.780492723
1995,-76.55566241,3.424556101,T,3,690,4.753474,67.95947325,0.677751086,0.689496332,68,134,0.689496332
1996,-76.55472528,3.421944245,T,3,690,5.4466257,67.95947325,0.677751086,0.776284745,68,134,0.776284745
1997,-76.55519453,3.425348665,T,3,690,4.753474,67.95947325,0.677751086,0.60896068,68,126,0.60896068
1998,-76.5543643,3.423901365,T,3,690,4.753474,67.95947325,0.677751086,0.600576522,68,134,0.600576522
1999,-76.55733489,3.418955157,T,3,425,3.3989322,324.2058841,1.179876758,0.486124612,69,134,0.486124612
2000,-76.55883209,3.417944369,T,3,425,9.841082,324.2058841,1.179876758,0.373730115,69,143,0.373730115
2001,-76.55718135,3.42404853,T,3,690,2.2377956,67.95947325,0.677751086,0.866905622,68,134,0.866905622
2002,-76.55411768,3.419796686,T,3,330,5.4466257,433.016623,1.575918069,0.579698367,69,134,0.579698367
2003,-76.56356987,3.419951717,T,3,555,5.1281652,167.2600619,0.869445591,0.692292098,68,143,0.692292098
2004,-76.54757303,3.426842096,T,3,425,6.6097717,324.2058841,1.179876758,0.026824367,69,132,0.026824367
2005,-76.56172587,3.421683067,T,3,690,5.1281652,67.95947325,0.677751086,0.802764467,67,143,0.802764467
2006,-76.54644792,3.427794999,T,3,425,7.6213646,324.2058841,1.179876758,0.079133612,69,132,0.079133612
2007,-76.54838887,3.435734321,T,3,555,4.505623,167.2600619,0.869445591,0.961945939,69,143,0.961945939
2008,-76.55769184,3.42568335,T,3,690,2.2377956,67.95947325,0.677751086,0.86934492,68,126,0.86934492
2009,-76.56069111,3.423524341,T,3,690,2.2277448,67.95947325,0.677751086,0.994662935,67,143,0.994662935
2010,-76.55811328,3.417908198,T,3,425,9.841082,324.2058841,1.179876758,0.369708083,69,134,0.369708083
2011,-76.55731127,3.421203348,T,3,690,3.3989322,67.95947325,0.677751086,0.736112045,68,134,0.736112045
2012,-76.56139976,3.422094555,T,3,690,5.1281652,67.95947325,0.677751086,0.842333118,67,143,0.842333118
2013,-76.54991231,3.43541665,T,3,555,4.505623,167.2600619,0.869445591,0.926622536,69,143,0.926622536
2014,-76.55371153,3.424154032,T,3,425,4.753474,324.2058841,1.179876758,0.525756391,68,134,0.525756391
2015,-76.5590873,3.418503913,T,3,425,9.841082,324.2058841,1.179876758,0.435948569,69,143,0.435948569
2016,-76.55174398,3.442654878,T,3,555,4.0144987,167.2600619,0.869445591,0.770305904,68,137,0.770305904
2017,-76.55613668,3.423195212,T,3,690,4.753474,67.95947325,0.677751086,0.807801326,68,134,0.807801326
2018,-76.55356458,3.425718037,T,3,425,4.753474,324.2058841,1.179876758,0.424442333,68,126,0.424442333
2019,-76.55699344,3.42687392,T,3,690,2.2377956,67.95947325,0.677751086,0.777983606,68,126,0.777983606
2020,-76.52786199,3.486736321,T,3,330,6.3532743,433.016623,1.575918069,0.146738867,69,190,0.146738867
2021,-76.52529715,3.492156995,T,3,425,6.139698,324.2058841,1.179876758,0.749490315,69,192,0.749490315
2022,-76.53428236,3.48928855,Kv,4,690,6.7528048,67.95947325,0.677751086,0.713398424,68,171,0.713398424
2023,-76.53383145,3.487764177,Kv,4,690,6.7528048,67.95947325,0.677751086,0.580678265,68,171,0.580678265
2024,-76.53490103,3.489771203,Kv,4,690,3.0951755,67.95947325,0.677751086,0.800641382,68,171,0.800641382
2025,-76.53374776,3.490037087,Kv,4,690,3.0951755,67.95947325,0.677751086,0.72349114,68,171,0.72349114
2026,-76.53563158,3.491573076,Kv,4,690,4.9357233,67.95947325,0.677751086,0.992669192,68,171,0.992669192
2027,-76.53466645,3.48888338,Kv,4,690,6.7528048,67.95947325,0.677751086,0.722901454,68,171,0.722901454
2028,-76.53737963,3.490593999,Kv,4,690,4.9357233,67.95947325,0.677751086,1.079550632,68,171,1.079550632
2029,-76.53457275,3.490309896,Kv,4,690,3.0951755,67.95947325,0.677751086,0.810804175,68,171,0.810804175
2030,-76.52780949,3.494835951,Kv,4,425,3.9150703,324.2058841,1.179876758,0.805872147,69,192,0.805872147
2031,-76.56108054,3.454957388,Kv,4,425,3.4151561,324.2058841,1.179876758,0.377046833,66,141,0.377046833
2032,-76.56081182,3.4570261,Kv,4,425,3.5942037,324.2058841,1.179876758,0.235519426,66,141,0.235519426
2033,-76.56012126,3.456078704,Kv,4,425,2.8816383,324.2058841,1.179876758,0.364306479,66,141,0.364306479
2034,-76.55926448,3.455179002,Kv,4,425,2.8816383,324.2058841,1.179876758,0.502412839,67,141,0.502412839
2035,-76.55892698,3.45518149,Kv,4,425,2.8816383,324.2058841,1.179876758,0.528753722,67,141,0.528753722
2036,-76.56040607,3.456914924,Kv,4,425,2.825549,324.2058841,1.179876758,0.276163604,66,141,0.276163604
2037,-76.55951833,3.455056281,Kv,4,425,2.8816383,324.2058841,1.179876758,0.4921026,67,141,0.4921026
2038,-76.55968397,3.455168939,Kv,4,425,2.8816383,324.2058841,1.179876758,0.47022095,67,141,0.47022095
2039,-76.56037152,3.455969288,Kv,4,425,2.8816383,324.2058841,1.179876758,0.353232382,66,141,0.353232382
2040,-76.56079076,3.455158796,Kv,4,425,3.4151561,324.2058841,1.179876758,0.38399523,66,141,0.38399523
2041,-76.56165821,3.455570305,Kv,4,425,3.4151561,324.2058841,1.179876758,0.283434922,66,141,0.283434922
2042,-76.56158657,3.454974532,Kv,4,425,3.4151561,324.2058841,1.179876758,0.335911394,66,141,0.335911394
2043,-76.57496831,3.456542042,Kv,4,555,8.167833,167.2600619,0.869445591,0.138351623,65,133,0.138351623
2044,-76.57553004,3.456786067,Kv,4,555,8.167833,167.2600619,0.869445591,0.163331714,65,135,0.163331714
2045,-76.57485839,3.456161824,Kv,4,555,3.6548288,167.2600619,0.869445591,0.159604259,65,133,0.159604259
2046,-76.57710913,3.456140601,Kv,4,555,10.063603,167.2600619,0.869445591,0.338241182,65,135,0.338241182
2047,-76.56939134,3.455501105,Kv,4,425,3.195296,324.2058841,1.179876758,0.083273324,66,133,0.083273324
2048,-76.58496254,3.459844881,Kv,4,555,2.6432273,167.2600619,0.869445591,0.318360057,64,147,0.318360057
2049,-76.57709818,3.456650699,Kv,4,555,2.476174,167.2600619,0.869445591,0.297272904,65,135,0.297272904
2050,-76.57492899,3.455474155,Kv,4,555,3.6548288,167.2600619,0.869445591,0.219224438,65,133,0.219224438
2051,-76.56627257,3.455042513,Kv,4,425,3.6548288,324.2058841,1.179876758,0.134266428,66,141,0.134266428
2052,-76.57614415,3.456181026,Kv,4,555,3.6548288,167.2600619,0.869445591,0.259189518,65,135,0.259189518
2053,-76.56832696,3.455600496,Kv,4,425,3.6548288,324.2058841,1.179876758,0.07222155,66,133,0.07222155
2054,-76.57656405,3.455542151,Kv,4,555,3.6548288,167.2600619,0.869445591,0.342437488,65,135,0.342437488
2055,-76.56867593,3.455413474,Kv,4,425,3.6548288,324.2058841,1.179876758,0.093017447,66,133,0.093017447
2056,-76.55605991,3.434767967,Kv,4,760,2.9721763,41.30664243,0.606824117,1.088212113,68,136,1.088212113
2057,-76.52957159,3.466567397,Qc,2,555,5.3287964,167.2600619,0.869445591,0.737775656,70,206,0.737775656
2058,-76.52911702,3.467351417,Qc,2,330,5.3287964,433.016623,1.575918069,0.769753717,70,207,0.769753717
2059,-76.53312104,3.46246607,Qc,2,425,5.0411186,324.2058841,1.179876758,0.635862664,69,206,0.635862664
2060,-76.52984213,3.464224264,Qc,2,555,11.929084,167.2600619,0.869445591,0.522837984,70,206,0.522837984
2061,-76.52627108,3.481562903,Qc,2,330,6.6097116,433.016623,1.575918069,0.428518968,69,169,0.428518968
2062,-76.52719785,3.483186551,Qc,2,330,5.6288815,433.016623,1.575918069,0.247977548,69,169,0.247977548
2063,-76.53221755,3.45844627,Qc,2,425,12.146089,324.2058841,1.179876758,0.248760684,69,206,0.248760684
2064,-76.53237474,3.465273767,Qc,2,555,6.059684,167.2600619,0.869445591,0.79794348,69,206,0.79794348
2065,-76.53396403,3.456795202,Qc,2,425,12.146089,324.2058841,1.179876758,0.256262613,69,119,0.256262613
2066,-76.52893933,3.464451457,Qc,2,330,11.929084,433.016623,1.575918069,0.493838899,70,206,0.493838899
2067,-76.53394573,3.458967892,Qc,2,425,12.146089,324.2058841,1.179876758,0.425655161,69,143,0.425655161
2068,-76.5281978,3.48394043,Qc,2,330,5.6288815,433.016623,1.575918069,0.164150028,69,190,0.164150028
2069,-76.52969543,3.463529297,Qc,2,555,11.929084,167.2600619,0.869445591,0.451833529,70,206,0.451833529
2070,-76.52881437,3.485322883,Qc,2,330,5.6288815,433.016623,1.575918069,0.010428268,69,190,0.010428268
2071,-76.52681371,3.480487945,Qc,2,330,7.238324,433.016623,1.575918069,0.548048844,69,169,0.548048844
2072,-76.53375079,3.457781597,Qc,2,425,12.146089,324.2058841,1.179876758,0.317053229,69,119,0.317053229
2073,-76.52979603,3.461986815,Qc,2,425,11.929084,324.2058841,1.179876758,0.336745912,70,206,0.336745912
2074,-76.52827227,3.471483803,Qc,2,330,5.446574,433.016623,1.575918069,0.397214196,70,207,0.397214196
2075,-76.5261324,3.479021755,Qc,2,330,7.238324,433.016623,1.575918069,0.690433944,70,169,0.690433944
2076,-76.53538185,3.458488968,Qc,2,425,12.146089,324.2058841,1.179876758,0.500916311,69,143,0.500916311
2077,-76.53111616,3.466295785,Qc,2,555,5.3287964,167.2600619,0.869445591,0.792748267,69,206,0.792748267
2078,-76.52765343,3.482555362,Qc,2,330,5.6288815,433.016623,1.575918069,0.318162562,69,169,0.318162562
2079,-76.53108879,3.460527247,Qc,2,425,11.929084,324.2058841,1.179876758,0.323630352,69,206,0.323630352
2080,-76.52561519,3.485282265,Qc,2,330,6.6097116,433.016623,1.575918069,0.014944783,69,190,0.014944783
2081,-76.52925492,3.46850398,Qc,2,555,5.3287964,167.2600619,0.869445591,0.681618078,70,207,0.681618078
2082,-76.52625276,3.48448772,Qc,2,330,6.6097116,433.016623,1.575918069,0.103294156,69,190,0.103294156
2083,-76.52600253,3.483041478,Qc,2,330,6.6097116,433.016623,1.575918069,0.264108929,69,169,0.264108929
2084,-76.52759828,3.481491352,Qc,2,330,5.6288815,433.016623,1.575918069,0.436475076,69,169,0.436475076
2085,-76.53226667,3.46143383,Qc,2,425,5.0411186,324.2058841,1.179876758,0.487524771,69,206,0.487524771
2086,-76.53138062,3.462702175,Qc,2,555,5.0411186,167.2600619,0.869445591,0.51758336,69,206,0.51758336
2087,-76.52659749,3.480636363,Qc,2,330,7.238324,433.016623,1.575918069,0.531545515,69,169,0.531545515
2088,-76.53241856,3.463214973,Qc,2,555,5.0411186,167.2600619,0.869445591,0.639512751,69,206,0.639512751
2089,-76.52657007,3.483303842,Qc,2,330,6.6097116,433.016623,1.575918069,0.234935384,69,169,0.234935384
2090,-76.52515552,3.483460983,Qc,2,330,6.6097116,433.016623,1.575918069,0.217462102,69,190,0.217462102
2091,-76.52569333,3.493619424,Qc,2,425,6.139698,324.2058841,1.179876758,0.912105,69,192,0.912105
2092,-76.53201602,3.461406906,Qc,2,425,5.0411186,324.2058841,1.179876758,0.465700047,69,206,0.465700047
2093,-76.53065207,3.462439289,Qc,2,425,11.929084,324.2058841,1.179876758,0.439630032,69,206,0.439630032
2094,-76.52619222,3.484226262,Qc,2,330,6.6097116,433.016623,1.575918069,0.132366959,69,190,0.132366959
2095,-76.53328744,3.455875333,Qc,2,425,5.4057693,324.2058841,1.179876758,0.130738332,69,191,0.130738332
2096,-76.53227396,3.46388452,Qc,2,555,5.0411186,167.2600619,0.869445591,0.680787594,69,206,0.680787594
2097,-76.531626,3.460739602,Qc,2,425,5.0411186,324.2058841,1.179876758,0.382566164,69,206,0.382566164
2098,-76.52939907,3.469919046,Qc,2,555,5.446574,167.2600619,0.869445591,0.5919242,70,207,0.5919242
2099,-76.53105824,3.468085269,Qc,2,555,5.3287964,167.2600619,0.869445591,0.8616328,69,207,0.8616328
2100,-76.5324685,3.460820869,Qc,2,425,5.0411186,324.2058841,1.179876758,0.455198902,69,206,0.455198902
2101,-76.53286182,3.464640434,Qc,2,555,6.059684,167.2600619,0.869445591,0.786444091,69,206,0.786444091
2102,-76.5317686,3.459014226,Qc,2,425,12.146089,324.2058841,1.179876758,0.258117731,69,206,0.258117731
2103,-76.5245818,3.495543237,Qc,2,425,5.9165497,324.2058841,1.179876758,0.727225532,69,197,0.727225532
2104,-76.53267945,3.460168155,Qc,2,425,12.146089,324.2058841,1.179876758,0.420464463,69,206,0.420464463
2105,-76.53513988,3.457200856,Qc,2,425,12.146089,324.2058841,1.179876758,0.380611033,69,119,0.380611033
2106,-76.53075548,3.485706031,Qc,2,690,6.3532743,67.95947325,0.677751086,0.17957411,68,190,0.17957411
2107,-76.53171684,3.461101262,Qc,2,425,5.0411186,324.2058841,1.179876758,0.41814474,69,206,0.41814474
2108,-76.52629332,3.485221457,Qc,2,330,6.6097116,433.016623,1.575918069,0.021706324,69,190,0.021706324
2109,-76.52733835,3.482103211,Qc,2,330,5.6288815,433.016623,1.575918069,0.36843946,69,169,0.36843946
2110,-76.53001204,3.483932418,Qc,2,690,5.6288815,67.95947325,0.677751086,0.189933505,68,190,0.189933505
2111,-76.52708412,3.473948464,Qc,2,330,7.084181,433.016623,1.575918069,0.258588862,70,207,0.258588862
2112,-76.52741408,3.483060888,Qc,2,330,5.6288815,433.016623,1.575918069,0.261950636,69,169,0.261950636
2113,-76.53439718,3.456627816,Qc,2,425,12.146089,324.2058841,1.179876758,0.277158756,69,119,0.277158756
2114,-76.54403845,3.452624047,Qc,2,425,10.873424,324.2058841,1.179876758,0.019834656,68,133,0.019834656
2115,-76.5442666,3.452359681,Qc,2,425,10.873424,324.2058841,1.179876758,0.018890245,68,133,0.018890245
2116,-76.5420692,3.454738859,Qc,2,555,10.951295,167.2600619,0.869445591,0.295280982,68,133,0.295280982
2117,-76.54328998,3.453109012,Qc,2,425,10.951295,324.2058841,1.179876758,0.114050264,68,133,0.114050264
2118,-76.54605356,3.456811261,Qc,2,555,2.920859,167.2600619,0.869445591,0.190619997,68,133,0.190619997
2119,-76.48324041,3.437543511,Q2,0.3,210,11.628705,506.4493998,2.642985065,0.2364943,75,114,0.2364943
2120,-76.48325263,3.43804533,Q2,0.3,210,11.628705,506.4493998,2.642985065,0.240629898,75,114,0.240629898
2121,-76.48246462,3.437919427,Q2,0.3,210,11.628705,506.4493998,2.642985065,0.278294252,75,114,0.278294252
2122,-76.49238263,3.426237907,Q2,0.3,210,6.8329153,506.4493998,2.642985065,0.501596038,75,217,0.501596038
2123,-76.48450922,3.431194801,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.403300834,75,133,0.403300834
2124,-76.48480358,3.433279721,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.216225931,75,133,0.216225931
2125,-76.48062435,3.428891922,Q2,0.3,210,6.139764,506.4493998,2.642985065,0.725518504,76,121,0.725518504
2126,-76.47978832,3.428183806,Q2,0.3,210,6.139764,506.4493998,2.642985065,0.773829291,77,121,0.773829291
2127,-76.47980966,3.429045875,Q2,0.3,210,6.139764,506.4493998,2.642985065,0.708399712,77,121,0.708399712
2128,-76.48445939,3.429821758,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.515176623,76,133,0.515176623
2129,-76.48431915,3.432475862,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.317519826,75,133,0.317519826
2130,-76.4822374,3.428155657,Q2,0.3,210,8.624675,506.4493998,2.642985065,0.807387437,76,121,0.807387437
2131,-76.48226477,3.431409826,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.445540354,75,121,0.445540354
2132,-76.48143185,3.429016399,Q2,0.3,210,8.624675,506.4493998,2.642985065,0.711677294,76,121,0.711677294
2133,-76.48226521,3.431043321,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.486293851,75,121,0.486293851
2134,-76.47980629,3.426023414,Q2,0.3,210,8.7788315,506.4493998,2.642985065,0.766091161,77,121,0.766091161
2135,-76.48481575,3.432471908,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.278784703,75,133,0.278784703
2136,-76.48408563,3.429685682,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.555263339,76,133,0.555263339
2137,-76.47814583,3.423256218,Q2,0.3,210,8.7788315,506.4493998,2.642985065,0.581456433,77,142,0.581456433
2138,-76.48497739,3.430486494,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.42218201,75,133,0.42218201
2139,-76.4814183,3.427905422,Q2,0.3,210,8.624675,506.4493998,2.642985065,0.8352123,76,121,0.8352123
2140,-76.4806406,3.430478485,Q2,0.3,270,6.139764,479.4455959,1.982592395,0.549100748,75,121,0.549100748
2141,-76.47945919,3.425688258,Q2,0.3,210,8.7788315,506.4493998,2.642985065,0.727495402,77,121,0.727495402
2142,-76.47979402,3.426716263,Q2,0.3,210,8.7788315,506.4493998,2.642985065,0.764726799,77,121,0.764726799
2143,-76.48144826,3.430471879,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.549835302,75,121,0.549835302
2144,-76.4841263,3.432971445,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.271896244,75,133,0.271896244
2145,-76.48611213,3.432799655,Q2,0.3,270,6.832906,479.4455959,1.982592395,0.151084979,75,133,0.151084979
2146,-76.48226214,3.429953145,Q2,0.3,270,8.624675,479.4455959,1.982592395,0.607515891,76,121,0.607515891
2147,-76.49172441,3.409453459,Q2,0.3,210,12.413945,506.4493998,2.642985065,0.428444872,75,190,0.428444872
2148,-76.48550419,3.414814653,Q2,0.3,210,6.832925,506.4493998,2.642985065,0.952345962,76,157,0.952345962
2149,-76.49485693,3.414909884,Q2,0.3,210,7.5260744,506.4493998,2.642985065,1.127433281,75,190,1.127433281
2150,-76.49273242,3.413967254,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.926813257,75,190,0.926813257
2151,-76.49304106,3.409888819,Q2,0.3,210,12.413945,506.4493998,2.642985065,0.558159517,75,190,0.558159517
2152,-76.49155169,3.409546856,Q2,0.3,210,12.413945,506.4493998,2.642985065,0.426960827,75,157,0.426960827
2153,-76.48572824,3.413697778,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.828155128,76,157,0.828155128
2154,-76.49426955,3.415070693,Q2,0.3,210,7.5260744,506.4493998,2.642985065,1.110643358,75,190,1.110643358
2155,-76.48420838,3.416059589,Q2,0.3,210,6.139777,506.4493998,2.642985065,1.090776529,76,157,1.090776529
2156,-76.48801756,3.416829913,Q2,0.3,210,6.832925,506.4493998,2.642985065,1.17643265,76,126,1.17643265
2157,-76.49605409,3.41276015,Q2,0.3,210,6.8329296,506.4493998,2.642985065,1.020650381,75,190,1.020650381
2158,-76.49085176,3.411492062,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.599712086,75,157,0.599712086
2159,-76.4883232,3.416429119,Q2,0.3,210,6.832925,506.4493998,2.642985065,1.131866391,76,157,1.131866391
2160,-76.49635488,3.411244884,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.925155457,75,190,0.925155457
2161,-76.48861307,3.413162119,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.768592565,76,157,0.768592565
2162,-76.48758903,3.414429496,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.909518458,76,157,0.909518458
2163,-76.48511465,3.415900395,Q2,0.3,210,6.139777,506.4493998,2.642985065,1.073074964,76,157,1.073074964
2164,-76.49298499,3.411266842,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.673991441,75,190,0.673991441
2165,-76.49143105,3.409615421,Q2,0.3,210,12.413945,506.4493998,2.642985065,0.426909102,75,157,0.426909102
2166,-76.48992263,3.410921571,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.520823289,76,157,0.520823289
2167,-76.48713066,3.415309706,Q2,0.3,210,6.832925,506.4493998,2.642985065,1.007393344,76,157,1.007393344
2168,-76.49507889,3.409233204,Q2,0.3,210,5.7343216,506.4493998,2.642985065,0.666656858,75,190,0.666656858
2169,-76.48950803,3.411844717,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.622104147,76,157,0.622104147
2170,-76.49409848,3.408873262,Q2,0.3,210,5.7343216,506.4493998,2.642985065,0.561269422,75,190,0.561269422
2171,-76.49613362,3.412881495,Q2,0.3,210,6.8329296,506.4493998,2.642985065,1.036459485,75,190,1.036459485
2172,-76.49107612,3.413382085,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.810236836,75,157,0.810236836
2173,-76.48989679,3.416556315,Q2,0.3,210,8.624686,506.4493998,2.642985065,1.146539855,76,157,1.146539855
2174,-76.48779,3.412154377,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.656536767,76,157,0.656536767
2175,-76.48763592,3.418270422,Q2,0.3,210,6.832925,506.4493998,2.642985065,1.336609943,76,126,1.336609943
2176,-76.4902426,3.416936076,Q2,0.3,210,8.624686,506.4493998,2.642985065,1.190496593,75,126,1.190496593
2177,-76.49015534,3.414783231,Q2,0.3,210,8.624686,506.4493998,2.642985065,0.950981392,75,157,0.950981392
2178,-76.49172274,3.411630974,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.643893923,75,190,0.643893923
2179,-76.4853122,3.414547242,Q2,0.3,210,7.9315386,506.4493998,2.642985065,0.922611216,76,157,0.922611216
2180,-76.49228954,3.408898812,Q2,0.3,210,12.413945,506.4493998,2.642985065,0.421047375,75,190,0.421047375
2181,-76.49024774,3.415687714,Q2,0.3,210,8.624686,506.4493998,2.642985065,1.052023198,75,157,1.052023198
2182,-76.48517405,3.413507457,Q2,0.3,210,7.9315386,506.4493998,2.642985065,0.806992399,76,157,0.806992399
2183,-76.48640188,3.418333192,Q2,0.3,210,6.832925,506.4493998,2.642985065,1.343589648,76,126,1.343589648
2184,-76.48929889,3.413902562,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.85092607,76,157,0.85092607
2185,-76.49243952,3.414237981,Q2,0.3,210,5.734317,506.4493998,2.642985065,0.943295097,75,190,0.943295097
2186,-76.48405096,3.414582267,Q2,0.3,210,7.9315386,506.4493998,2.642985065,0.926505818,76,157,0.926505818
2187,-76.51332455,3.488610901,Cono,1.75,330,8.56745,433.016623,1.575918069,0.340942759,70,168,0.340942759
2188,-76.51507992,3.488094182,Cono,1.75,330,8.91229,433.016623,1.575918069,0.297726121,70,168,0.297726121
2189,-76.51568695,3.483863146,Cono,1.75,270,6.427389,479.4455959,1.982592395,0.172743616,70,168,0.172743616
2190,-76.5141878,3.484488063,Cono,1.75,270,6.1397076,479.4455959,1.982592395,0.103256016,70,168,0.103256016
2191,-76.51645391,3.490847572,Cono,1.75,330,5.734233,433.016623,1.575918069,0.60388912,70,168,0.60388912
2192,-76.51998114,3.486825349,Cono,1.75,270,9.135433,479.4455959,1.982592395,0.156638329,70,187,0.156638329
2193,-76.51436463,3.4899805,Cono,1.75,330,9.877362,433.016623,1.575918069,0.438993493,70,168,0.438993493
2194,-76.5128516,3.487555518,Cono,1.75,330,8.56745,433.016623,1.575918069,0.237829417,70,168,0.237829417
2195,-76.51933463,3.488238901,Cono,1.75,330,9.135433,433.016623,1.575918069,0.31381814,70,187,0.31381814
2196,-76.51576851,3.487002674,Cono,1.75,270,8.91229,479.4455959,1.982592395,0.176355969,70,168,0.176355969
2197,-76.5128858,3.489806281,Cono,1.75,330,9.877362,433.016623,1.575918069,0.2745551,70,168,0.2745551
2198,-76.51605239,3.483067326,Cono,1.75,270,6.427389,479.4455959,1.982592395,0.261234763,70,172,0.261234763
2199,-76.51759535,3.490908302,Cono,1.75,330,5.734233,433.016623,1.575918069,0.610641988,70,187,0.610641988
2200,-76.51604045,3.485905215,Cono,1.75,270,8.91229,479.4455959,1.982592395,0.054324096,70,168,0.054324096
2201,-76.51437067,3.484995693,Cono,1.75,270,6.1397076,479.4455959,1.982592395,0.046810136,70,168,0.046810136
2202,-76.51415115,3.484825585,Cono,1.75,270,6.1397076,479.4455959,1.982592395,0.065725282,70,168,0.065725282
2203,-76.51305453,3.490553665,Cono,1.75,330,9.877362,433.016623,1.575918069,0.29331702,70,168,0.29331702
2204,-76.51613283,3.472656073,Cono,1.75,270,7.526017,479.4455959,1.982592395,0.226269022,71,171,0.226269022
2205,-76.51028399,3.48392261,Cono,1.75,270,12.513053,479.4455959,1.982592395,0.107040799,70,168,0.107040799
2206,-76.52541865,3.467540078,Cono,1.75,330,5.91658,433.016623,1.575918069,0.599659028,70,207,0.599659028
2207,-76.52621669,3.468302777,Cono,1.75,330,5.91658,433.016623,1.575918069,0.530579411,70,207,0.530579411
2208,-76.52875028,3.463639921,Cono,1.75,330,11.929084,433.016623,1.575918069,0.403502468,70,206,0.403502468
2209,-76.52590331,3.471353096,Cono,1.75,330,5.9165783,433.016623,1.575918069,0.200789904,70,207,0.200789904
2210,-76.51251573,3.477692448,Cono,1.75,270,12.491202,479.4455959,1.982592395,0.067730461,71,172,0.067730461
2211,-76.52647907,3.47032105,Cono,1.75,330,5.9165783,433.016623,1.575918069,0.332189589,70,207,0.332189589
2212,-76.50855702,3.484958212,Cono,1.75,270,12.513053,479.4455959,1.982592395,0.110171084,71,168,0.110171084
2213,-76.50505908,3.485649889,Cono,1.75,270,5.916559,479.4455959,1.982592395,0.439586788,71,168,0.439586788
2214,-76.52722989,3.462754162,Cono,1.75,330,11.929084,433.016623,1.575918069,0.260427997,70,206,0.260427997
2215,-76.52619901,3.468800188,Cono,1.75,330,5.9165783,433.016623,1.575918069,0.476752985,70,207,0.476752985
2216,-76.52468089,3.464743045,Cono,1.75,330,5.91658,433.016623,1.575918069,0.478883829,70,171,0.478883829
2217,-76.52345613,3.46426988,Cono,1.75,330,12.293075,433.016623,1.575918069,0.345381612,70,171,0.345381612
2218,-76.52814903,3.465743154,Cono,1.75,330,5.3287964,433.016623,1.575918069,0.604016499,70,206,0.604016499
2219,-76.52648043,3.467572276,Cono,1.75,330,5.91658,433.016623,1.575918069,0.61664765,70,207,0.61664765
2220,-76.51275383,3.478309219,Cono,1.75,270,12.491202,479.4455959,1.982592395,0.136312267,71,172,0.136312267
2221,-76.52679507,3.468671102,Cono,1.75,330,5.91658,433.016623,1.575918069,0.512548255,70,207,0.512548255
2222,-76.51963252,3.467260597,Cono,1.75,330,12.163182,433.016623,1.575918069,0.098131747,71,176,0.098131747
2223,-76.52839962,3.460965903,Cono,1.75,330,11.929084,433.016623,1.575918069,0.146679892,70,206,0.146679892
2224,-76.52856437,3.459952348,Cono,1.75,330,6.322057,433.016623,1.575918069,0.079941168,70,206,0.079941168
2225,-76.52866032,3.462442656,Cono,1.75,330,11.929084,433.016623,1.575918069,0.285481356,70,206,0.285481356
2226,-76.5266447,3.467607903,Cono,1.75,330,5.91658,433.016623,1.575918069,0.617987848,70,207,0.617987848
2227,-76.52494469,3.464327602,Cono,1.75,330,12.293075,433.016623,1.575918069,0.434876168,70,171,0.434876168
2228,-76.52567888,3.468456638,Cono,1.75,330,5.91658,433.016623,1.575918069,0.501644839,70,207,0.501644839
2229,-76.51037328,3.481503152,Cono,1.75,270,12.513053,479.4455959,1.982592395,0.304295342,70,172,0.304295342
2230,-76.52734252,3.463019161,Cono,1.75,330,11.929084,433.016623,1.575918069,0.290815753,70,206,0.290815753
2231,-76.52914042,3.461131945,Cono,1.75,330,11.929084,433.016623,1.575918069,0.217981874,70,206,0.217981874
2232,-76.52788138,3.460289039,Cono,1.75,330,6.322057,433.016623,1.575918069,0.052712825,70,206,0.052712825
