"","c1","c2","c3","alpha","beta","gamma","s_m,s1","s_m,s2","s_m,s3","s_s1","s_s2","lambda"
"652",0.762367,2.73501,1.23464,0.725104,0.912042,5.69046,0.501956,-0.307329,7.17349,0.558749,0.995585,0.161031
"653",0.78087,2.84479,1.31528,0.816102,0.964247,6.34048,0.443311,-0.617904,6.75349,0.56602,1.00533,0.162964
"654",0.886829,2.86923,1.75563,0.790722,0.973903,6.3196,0.662021,-0.130744,7.01607,0.558109,1.18596,0.170138
"655",0.576192,2.31487,2.19184,0.767268,0.962821,6.01164,0.704074,-1.4571,6.46414,0.559177,1.13762,0.156636
"656",0.710649,2.54015,1.32392,0.831644,0.996118,6.34082,0.581712,-0.143892,7.38873,0.537414,1.20554,0.171148
"657",0.635923,2.31057,1.47789,0.743349,0.943381,5.76638,0.442227,-1.18189,6.69598,0.56839,1.0873,0.151532
"658",0.516568,2.20904,1.71987,0.759756,0.915217,6.14731,0.713332,-0.249948,6.42582,0.551678,1.25896,0.160751
"659",0.582186,2.54575,1.72229,0.756796,0.96634,5.95534,0.390377,-0.866384,7.22981,0.581007,0.995232,0.155001
"660",0.53631,2.70954,1.50919,0.822917,0.975285,6.38906,0.537124,-0.430409,7.20585,0.542365,1.20312,0.174059
"661",0.732755,3.47892,1.2515,0.759418,0.958587,5.73149,0.51143,-0.409766,7.24081,0.565738,1.03826,0.166568
"662",0.837782,3.92969,1.14999,0.797959,0.972943,6.38714,0.535171,-2.56312,5.95218,0.56139,1.05466,0.159483
"663",0.724138,2.64848,1.33059,0.75861,0.946248,5.81072,0.380158,-1.19194,7.0537,0.560968,1.04456,0.1465
"664",0.700074,2.56379,1.3931,0.764378,0.941189,5.77893,0.382837,-0.891798,7.05913,0.556754,1.04129,0.146373
"665",0.473852,2.48861,1.67517,0.808919,0.986208,6.40769,0.435897,-0.681674,7.31167,0.562707,0.950111,0.15301
"666",0.532945,2.72826,1.53212,0.727518,0.914155,5.78585,0.590808,-0.255327,7.16048,0.540323,1.18167,0.160953
"667",0.556652,2.26265,1.24125,0.782543,0.98591,6.10443,0.556528,-0.712162,6.58853,0.58277,0.698234,0.178658
"668",0.638313,3.16003,1.67711,0.759349,0.92737,5.77945,0.390318,-0.723438,7.08207,0.56461,1.13345,0.150929
"669",0.620508,2.84852,1.60235,0.727668,0.927303,6.09033,0.384879,-0.468181,7.36616,0.535944,1.24341,0.161347
"670",0.674119,2.74335,1.57927,0.807078,0.99669,6.37368,0.51874,-0.622572,6.78405,0.563082,1.02342,0.155751
"671",0.515434,2.71667,1.6087,0.768458,0.926592,5.59231,0.510992,-0.941355,6.72517,0.565447,1.06219,0.159596
"672",0.611685,2.83304,1.03718,0.774214,0.973519,6.40977,0.665343,-1.38267,5.86515,0.567931,1.13292,0.159048
"673",0.523484,2.59934,1.8284,0.803098,0.984513,6.25028,0.410404,-0.331367,7.65424,0.551055,1.04653,0.165836
"674",0.575629,2.39881,1.50443,0.810383,0.956254,5.95585,0.570128,-0.186835,7.19978,0.561194,1.05451,0.156944
"675",0.647291,2.66188,1.63244,0.806447,0.967354,6.42943,0.611249,-0.657504,5.9935,0.565463,1.03455,0.173879
"676",0.691663,2.74166,1.57631,0.808392,0.989916,6.31283,0.497679,-2.31951,5.94734,0.555208,1.0848,0.161752
"677",0.897195,3.21934,0.884708,0.743626,0.978673,6.03279,0.609217,-0.231348,7.39659,0.55015,1.09375,0.16354
"678",0.755597,2.9354,1.33646,0.838585,0.973696,6.04821,0.696134,-0.335328,6.50989,0.562089,1.16546,0.180405
"679",0.869887,2.95811,1.13898,0.79354,0.983783,6.36306,0.457917,-0.598653,7.22924,0.568949,1.06787,0.146119
"680",0.562883,2.92835,1.41346,0.761292,0.909251,5.88205,0.637538,-1.96383,5.92149,0.550212,1.10789,0.160645
"681",0.560381,2.75014,1.14068,0.814458,0.993719,6.17492,0.641333,-0.0402238,6.5081,0.576707,1.0949,0.171297
"682",0.363311,2.1705,1.66403,0.712111,0.890724,5.77587,0.407515,-0.878996,6.49189,0.564842,1.11784,0.157441
"683",1.0272,3.2834,0.876834,0.811345,0.989238,6.46365,0.899969,-0.0233601,6.57256,0.553839,1.18092,0.165232
"684",0.847391,2.7666,1.72097,0.735933,0.947038,5.85065,0.55986,-0.150195,6.1251,0.576359,0.908255,0.162414
"685",0.699635,2.89647,1.52267,0.774059,0.941795,5.79732,0.470985,-0.423665,5.96025,0.558616,1.00882,0.158448
"686",0.615056,3.08173,1.01863,0.785898,0.98452,6.04025,0.748681,-1.19564,6.40962,0.556049,1.11657,0.165755
"687",0.53415,3.14632,1.18546,0.799415,0.984722,6.20922,0.569775,-1.17073,6.13187,0.574052,0.882144,0.162828
"688",0.539717,3.10859,0.797987,0.816598,0.968078,6.38474,0.687933,-0.547914,6.41064,0.545974,1.22741,0.168091
"689",0.642578,2.98078,0.808791,0.787619,0.990131,6.07132,0.553234,-1.27445,5.89562,0.553567,0.897266,0.158498
"690",0.609839,2.96077,1.0847,0.792557,0.965176,6.23687,0.685862,-1.92394,5.88495,0.576986,1.00157,0.153802
"691",0.546873,2.49952,2.02217,0.758443,0.959169,6.04577,0.414286,-0.121248,7.36292,0.554071,1.02773,0.16347
"692",0.628278,2.38233,1.78756,0.800928,0.98301,6.23171,0.53849,-0.243209,7.37487,0.555775,1.18211,0.160346
"693",0.554058,2.45275,1.59775,0.816622,0.98616,6.36105,0.578468,-0.998641,6.33944,0.543719,1.32075,0.160041
"694",0.503548,2.5451,2.10202,0.776131,0.984912,6.31294,0.340498,-0.170348,8.10052,0.556889,1.14098,0.157951
"695",0.296709,2.20729,1.79399,0.792966,0.978631,6.06779,0.741675,-0.138437,7.3274,0.575957,0.881405,0.167624
"696",0.814747,2.72912,1.34195,0.777106,0.941333,6.03794,0.59116,-1.89005,6.72108,0.545793,1.27456,0.16852
"697",0.768664,2.77681,1.35909,0.800999,0.948149,6.12688,0.520067,-1.32996,6.44565,0.542725,1.34002,0.162851
"698",0.603678,2.24582,1.89625,0.764846,0.972827,5.98301,0.614776,-0.364219,7.10142,0.553205,1.1492,0.156745
"699",0.973683,3.13049,0.947517,0.800636,0.981059,6.16901,0.4514,-0.600276,7.11396,0.553843,1.31059,0.168861
"700",0.763345,3.07719,1.28046,0.747198,0.908938,5.88778,0.500206,-1.37352,6.48614,0.54557,1.3032,0.155509
"701",0.815841,3.02435,1.18768,0.808988,0.988659,6.40958,0.631191,-0.948491,6.9005,0.58624,0.774625,0.173409
"702",0.840244,3.20398,1.14979,0.796927,0.986026,6.17857,0.437414,-0.251712,7.19974,0.572307,0.930732,0.165122
"703",0.812452,3.15241,1.52811,0.777888,0.965664,6.10127,0.680346,-1.27459,5.87903,0.554587,1.04823,0.158053
"704",0.931976,3.26122,1.22396,0.760925,0.969504,6.16211,0.485352,-1.01143,6.85964,0.56737,0.976497,0.170709
"705",0.956861,3.62066,1.06513,0.83793,0.990277,6.45408,0.53425,-0.681685,6.38828,0.549652,1.12667,0.161173
"706",0.909498,3.7007,1.21543,0.770767,0.972136,6.18631,0.55324,-1.38845,6.21345,0.557701,0.977312,0.161944
"707",0.723575,3.03012,1.76512,0.763759,0.932191,6.08852,0.605581,-0.928022,6.81544,0.561738,1.2128,0.171725
"708",0.743312,2.94257,1.04104,0.788821,0.948664,5.87901,0.54343,-1.60633,6.29182,0.566745,1.02294,0.176231
"709",0.666591,2.72847,1.32302,0.781284,0.959312,5.92137,0.503996,-0.891558,6.69953,0.568651,0.968993,0.179451
"710",0.558645,2.3991,1.66298,0.770732,0.95878,6.23902,0.593088,-0.439332,6.24945,0.572896,0.869077,0.150506
"711",0.459573,2.16219,1.62979,0.776957,0.957039,6.56537,0.395211,-0.394909,8.00478,0.538031,1.31284,0.164833
"712",0.420658,2.37873,1.49908,0.811383,0.980849,6.21095,0.586373,-0.153751,6.84975,0.541606,1.43878,0.144951
"713",0.221696,2.11098,1.86816,0.782263,0.956453,6.39565,0.584596,-0.289894,7.01461,0.542077,1.10102,0.169175
"714",0.402496,2.87138,1.6395,0.759813,0.923998,6.1692,0.64819,-1.37718,6.17647,0.558176,1.27764,0.155435
"715",0.560872,2.92382,1.44941,0.782334,0.966594,5.77412,0.526375,-1.55648,5.85599,0.575557,0.790209,0.159709
"716",0.398103,2.63462,1.49973,0.813398,0.980348,6.12752,0.581567,-0.449411,7.00684,0.554605,1.09399,0.167347
"717",0.866603,2.99256,1.5133,0.764956,0.920211,6.09701,0.581174,-0.85374,6.38975,0.56589,1.06688,0.150255
"718",0.741262,2.9457,1.45287,0.813355,0.979032,6.07798,0.496902,-1.00412,6.37032,0.55848,1.19658,0.165415
"719",0.869925,3.30572,1.37775,0.813864,0.961156,6.4685,0.635317,-1.27491,6.02395,0.55278,1.20002,0.160163
"720",0.842431,3.27874,1.34403,0.808473,0.980594,6.02901,0.500157,-0.760501,6.29862,0.557737,1.176,0.149928
"721",0.858495,2.68333,0.92119,0.777493,0.975774,5.98075,0.4876,-0.342539,7.33571,0.554873,1.09341,0.180855
"722",0.728615,2.74441,1.04973,0.782625,0.969676,6.35429,0.567739,-0.694867,6.85936,0.541248,1.29651,0.147629
"723",0.800504,2.99429,1.55019,0.786876,0.979335,6.23524,0.332632,-0.493397,7.25146,0.553344,1.07564,0.166067
"724",0.72791,2.1995,0.855654,0.766182,0.976957,6.11586,0.648931,-0.659754,6.88562,0.555057,1.14006,0.15016
"725",0.95127,2.96073,1.01252,0.81179,0.96983,6.11652,0.438929,-0.413601,6.99817,0.567892,0.986189,0.166269
"726",1.12292,3.2863,0.48083,0.822645,0.990547,6.14976,0.581849,-0.480961,6.40732,0.552662,1.16007,0.155561
"727",0.959017,3.04537,0.98058,0.803497,0.985385,6.36987,0.609451,-2.10454,5.99735,0.559034,0.968143,0.161989
"728",1.01804,3.60815,1.16126,0.747512,0.926427,5.75952,0.451248,-0.317994,6.44162,0.555661,0.88421,0.163382
"729",1.08775,3.99673,1.07975,0.79592,0.979612,5.94689,0.601583,-1.13244,5.96737,0.526528,1.32917,0.148863
"730",0.592853,2.77907,1.76592,0.803137,0.965003,6.19924,0.645094,-0.176591,7.6666,0.564036,1.10003,0.170371
"731",0.67691,2.94747,1.63425,0.778187,0.979669,6.23565,0.475837,-0.293364,6.73362,0.550374,1.12896,0.158529
"732",0.525366,2.71223,1.6619,0.756044,0.939654,5.99413,0.4918,-0.401452,6.16152,0.558969,1.0637,0.161965
"733",0.57645,2.97301,1.6948,0.756483,0.936123,5.89532,0.563754,-1.25413,6.20722,0.565629,0.956355,0.156982
"734",0.646913,3.03964,1.89901,0.750952,0.897527,5.98174,0.661074,-0.524679,6.92526,0.546478,1.16265,0.173406
"735",0.559143,3.03325,1.37383,0.795475,0.956215,6.08143,0.443007,-0.327932,7.171,0.545948,1.30162,0.166988
"736",0.734126,2.69281,1.19441,0.791087,0.986945,6.08908,0.716883,-0.588563,6.30509,0.561412,1.05484,0.167407
"737",0.754252,3.06991,0.906914,0.786211,0.954145,6.0563,0.467157,-0.404211,6.56454,0.55111,1.17732,0.156957
"738",0.654999,2.97847,1.21207,0.793562,0.970331,6.31665,0.507747,-0.41736,7.14192,0.541814,1.10271,0.15893
"739",0.531661,2.89075,1.52318,0.770931,0.979367,5.91807,0.553082,-0.23816,6.39349,0.569731,1.07221,0.153666
"740",0.387022,2.15835,1.55383,0.785594,0.937905,6.22887,0.497189,-0.322741,6.42261,0.537112,1.19046,0.156524
"741",0.393575,2.03295,1.49917,0.810055,0.98991,6.17264,0.626696,-0.258152,7.37174,0.549832,1.0939,0.151721
"742",0.532276,2.08845,1.89853,0.807346,0.976882,6.31183,0.34601,-0.271412,7.88321,0.547703,1.26909,0.158494
"743",0.564976,2.1801,1.50316,0.806578,0.988142,6.20924,0.704319,-0.255852,7.00753,0.563805,1.09557,0.148848
"744",0.645589,2.21201,1.38701,0.771218,0.935061,5.84018,0.34279,-0.542112,7.55071,0.566956,1.03789,0.171189
"745",0.665972,2.76005,1.52322,0.834256,0.985556,6.3598,0.593113,-0.747383,6.37637,0.539173,1.42631,0.155292
"746",0.891332,3.32147,1.16226,0.746485,0.911302,5.70109,0.342585,-0.81144,7.35903,0.567415,0.855718,0.165855
"747",0.744278,3.15883,1.56783,0.823623,0.988412,6.36539,0.382759,-0.777455,6.9881,0.570032,1.24113,0.162181
"748",0.846289,3.27159,1.21147,0.798062,0.960039,6.36366,0.357119,-0.494649,7.07273,0.549696,1.20537,0.153785
"749",0.772829,2.82868,1.12272,0.795819,0.972432,6.21586,0.659882,-0.946533,6.77914,0.53747,1.34939,0.162683
"750",0.663359,2.77144,1.28676,0.76536,0.926046,5.90776,0.550646,-0.966928,6.17232,0.565945,1.08393,0.157392
"751",0.674905,2.94794,1.27392,0.756034,0.956783,6.00898,0.46448,-0.728271,6.79224,0.569857,0.905986,0.160608
"752",0.763262,2.5453,0.777525,0.78176,0.953264,6.13482,0.58957,-0.868347,6.11266,0.560337,1.12158,0.163784
"753",0.407435,2.0175,1.49446,0.799563,0.990299,6.11739,0.521838,-0.0742434,7.08517,0.552479,1.1151,0.16013
"754",0.647776,2.74412,1.45214,0.75312,0.952148,6.18159,0.660895,-0.218492,7.22075,0.547009,1.28559,0.15654
"755",0.666396,3.16532,1.68902,0.796976,0.972568,6.13184,0.628241,-0.725681,6.05585,0.591956,0.805769,0.178938
"756",0.762252,3.46028,1.25047,0.796063,0.95795,6.09318,0.484163,-0.766491,6.4254,0.554202,1.24215,0.159753
"757",0.59798,2.9915,2.0946,0.731146,0.920151,5.69258,0.506875,-1.93534,6.42618,0.567135,0.85449,0.162156
"758",0.421271,2.26154,1.75048,0.829912,0.998394,6.36735,0.313304,-0.396999,7.65943,0.579642,0.883064,0.157927
"759",0.44746,2.07412,1.61606,0.818199,0.946252,5.91989,0.562768,-0.207369,7.10469,0.56546,1.08395,0.173105
"760",0.655172,2.62838,1.67445,0.772693,0.949021,6.19084,0.434306,-0.31691,7.08616,0.56121,1.12791,0.153641
"761",0.666571,2.67898,1.37694,0.792382,0.967536,6.21578,0.502891,-0.354757,7.29102,0.54272,1.17647,0.166509
"762",0.43806,2.53903,1.65489,0.764783,0.97711,6.03887,0.671731,-1.32891,6.27177,0.567502,1.03221,0.156875
"763",0.439878,2.26814,1.6278,0.812408,0.975413,6.0761,0.530901,-0.799347,6.34043,0.589785,0.910661,0.173668
"764",0.456617,2.01292,1.62282,0.781002,0.983473,6.22534,0.681426,-0.153352,7.33028,0.571541,0.975722,0.169575
"765",0.443195,2.3457,1.51573,0.784641,0.955786,6.10016,0.424042,-0.479839,7.4077,0.532679,1.37434,0.140313
"766",0.534206,2.41095,1.58152,0.70684,0.914391,5.59546,0.390191,-0.337245,7.40241,0.554425,1.15794,0.15926
"767",0.832256,2.88534,1.2073,0.822511,0.994734,6.47618,0.593524,-1.18347,6.46336,0.551611,1.26617,0.156066
"768",0.834839,2.86601,1.20584,0.768221,0.91592,6.02567,0.390167,-0.437886,7.34253,0.551308,1.1305,0.160013
"769",0.754501,2.75832,1.13263,0.786486,0.959971,5.90734,0.580308,-0.577197,6.39393,0.552118,1.02142,0.162847
"770",0.74578,2.86073,1.32563,0.751093,0.938765,6.03336,0.407206,-0.203638,7.41579,0.56266,1.0616,0.169905
"771",0.631014,2.55329,1.4835,0.79288,0.960624,6.24474,0.462561,-0.668464,7.03918,0.56674,1.18637,0.168422
"772",0.641738,2.73471,1.49266,0.7907,0.961297,5.91406,0.453985,-0.715057,6.91129,0.556207,1.17498,0.152385
"773",0.853964,3.0291,1.3793,0.78548,0.983057,6.43859,0.280596,-0.279719,7.97701,0.570638,1.0404,0.167467
"774",0.693461,2.71294,1.9015,0.794175,0.957079,5.91919,0.665801,-0.905263,6.50234,0.54494,0.930328,0.161174
"775",0.713112,2.74051,1.48726,0.792103,0.989794,5.94288,0.564167,-0.23922,6.50701,0.578156,1.06704,0.155222
"776",0.614172,2.67293,1.39073,0.791807,0.969737,6.15188,0.476303,-0.471282,7.17841,0.552119,1.1187,0.164944
"777",0.630346,3.061,1.16765,0.784551,0.989386,6.14903,0.556722,-0.547869,6.92039,0.558433,1.14698,0.161289
"778",0.593613,2.63226,1.15328,0.813191,0.946592,5.97351,0.55022,-1.64355,6.59787,0.537747,1.25041,0.162369
"779",0.642876,2.51812,1.55752,0.814717,0.991614,6.48723,0.663771,-0.4094,5.94588,0.541196,1.23902,0.153441
"780",0.702826,2.56346,1.30112,0.756891,0.935481,5.95403,0.257775,-0.286727,7.6927,0.575555,0.904496,0.172123
"781",0.688842,2.55934,1.37286,0.75755,0.929499,5.94676,0.251747,-0.243167,7.69457,0.576343,0.906949,0.172186
"782",0.543792,2.53711,1.61408,0.793999,0.979779,6.30948,0.385896,-0.482362,7.0547,0.55328,1.18643,0.159999
"783",0.571897,2.47289,1.52947,0.706006,0.883659,5.65125,0.622759,-0.0954448,5.89476,0.581764,0.76168,0.168096
"784",0.609995,2.1993,1.39742,0.771818,0.959488,6.08124,0.423592,-0.247413,8.03177,0.538497,1.19051,0.161913
"785",0.584604,2.42317,1.11675,0.797996,0.984235,6.22617,0.457052,-0.906268,6.90941,0.581616,0.809198,0.169666
"786",0.541728,2.8292,1.2929,0.77347,0.958401,6.07882,0.697286,-0.211319,6.4869,0.547233,1.23517,0.161041
"787",0.347943,2.88781,1.63133,0.77589,0.951247,6.0369,0.418376,-0.755065,6.98241,0.573273,1.05341,0.160872
"788",0.532471,3.10151,1.35943,0.794652,0.968593,5.97766,0.47459,-0.185863,7.32244,0.56028,0.943791,0.163294
"789",0.56882,2.90945,1.35011,0.757151,0.938395,5.89267,0.487494,-1.03785,6.38509,0.551313,1.10582,0.147495
"790",0.495376,2.07608,1.602,0.80045,0.977555,6.14116,0.551226,-0.131704,7.38181,0.558625,1.0054,0.171876
"791",0.439505,2.06337,1.73878,0.770341,0.954457,5.98961,0.708028,-0.429895,6.86271,0.554962,1.20839,0.152171
"792",0.739538,2.50432,1.53147,0.804639,0.975977,6.35667,0.43832,-1.05614,6.907,0.5608,0.947178,0.169252
"793",0.792413,2.76853,1.2099,0.831643,0.981699,6.23796,0.626366,-0.185689,7.23857,0.527195,1.43115,0.153038
"794",0.494318,2.30945,2.01935,0.78852,0.948684,6.14244,0.510692,-0.724967,6.79042,0.57722,0.792397,0.164933
"795",0.438593,2.09493,2.23303,0.81698,0.997885,6.32793,0.668519,-0.226597,7.01849,0.546862,1.1987,0.164512
"796",0.523663,2.04039,2.02434,0.797042,0.997724,6.25543,0.651415,-0.844906,6.62431,0.549654,1.14917,0.166317
"797",0.761852,2.76303,1.19602,0.744671,0.933328,5.60183,0.487322,-0.793034,7.03085,0.561459,1.20833,0.159792
"798",0.757239,2.83022,1.35041,0.743676,0.922388,6.16607,0.554681,-0.809704,6.24327,0.546035,1.23463,0.163734
"799",0.67533,2.69294,1.34759,0.788175,0.95417,5.94422,0.57328,-0.794854,6.66628,0.547175,1.26344,0.163952
"800",0.599839,2.66529,1.54608,0.728843,0.905541,5.9978,0.546138,-0.51626,6.61028,0.554599,1.16636,0.16529
"801",0.535436,3.04199,1.49201,0.80389,0.994085,6.30342,0.522211,-0.57155,6.78931,0.551751,0.966795,0.160926
"802",0.870929,3.09111,1.07039,0.759286,0.97505,6.2928,0.597043,-0.385947,6.33431,0.566182,1.15862,0.174778
"803",0.811104,2.60902,1.0311,0.814781,0.977133,6.28925,0.629279,-0.845619,7.0499,0.518842,1.37311,0.154115
"804",0.87963,2.40793,1.02625,0.74733,0.926767,5.87299,0.556642,-0.334754,6.76815,0.592622,0.84518,0.178523
"805",0.936053,3.21895,1.40617,0.863618,0.996988,6.69638,0.696703,-0.296489,7.02921,0.536392,1.31366,0.16757
"806",0.729613,2.91732,1.45852,0.777682,0.912074,5.76705,0.433003,-1.2665,6.19939,0.530268,1.25191,0.145162
"807",0.966617,3.5851,1.17905,0.812079,0.994977,6.26346,0.58845,-0.59178,7.03881,0.576704,1.00424,0.167395
"808",1.00492,3.74082,1.07352,0.823846,0.991334,6.08974,0.483705,-1.24551,6.60058,0.562517,1.06591,0.162645
"809",1.0269,3.41559,1.07809,0.77046,0.940985,5.98035,0.580029,-1.17612,6.22596,0.538911,1.29703,0.165943
"810",0.908231,3.67716,1.0767,0.762783,0.952274,6.20415,0.531434,-1.77183,6.08829,0.564458,1.07941,0.164067
"811",1.06508,3.56039,0.990412,0.793274,0.981394,6.09983,0.529024,-0.577654,7.15681,0.582258,0.898524,0.174526
"812",1.05341,3.41437,0.88372,0.751521,0.926837,6.27309,0.425734,-0.406321,7.48204,0.551642,1.07531,0.158833
"813",0.873475,3.62823,1.14051,0.801529,0.97429,5.9053,0.459456,-0.857203,6.28861,0.559627,0.951548,0.16414
"814",0.791084,2.22705,1.27425,0.789003,0.954426,6.46451,0.466551,-0.803868,6.87965,0.558594,1.12971,0.162006
"815",0.603426,2.26279,2.01304,0.765703,0.969984,6.30717,0.61563,-0.290067,7.47263,0.56282,1.04683,0.168881
"816",0.519263,2.52045,1.99555,0.769468,0.977527,6.00829,0.570378,-0.537813,6.54571,0.538232,1.29498,0.155059
"817",0.583354,2.15326,1.75476,0.750062,0.917082,6.14535,0.539827,-0.973657,6.6515,0.574694,0.951228,0.164142
"818",0.634062,2.56373,1.37732,0.801758,0.973848,6.13107,0.511239,-0.510053,6.72647,0.538424,1.23596,0.139155
"819",0.68932,2.5486,1.36934,0.807563,0.961032,6.39592,0.349148,-0.65604,7.27895,0.562999,1.13222,0.169856
"820",0.721025,2.72566,0.953165,0.783858,0.983176,5.94537,0.532813,-0.278574,7.2765,0.552527,1.04424,0.166886
"821",0.610111,2.96953,1.21313,0.778873,0.98597,6.12464,0.583227,-1.2283,6.41896,0.562773,1.10703,0.159741
"822",0.499475,2.71157,1.44068,0.780658,0.957441,6.24756,0.521416,-0.271098,6.74641,0.551211,1.27214,0.160892
"823",0.521782,2.77585,1.19767,0.812702,0.980456,6.34977,0.560598,-0.218717,7.45191,0.561351,1.12159,0.159498
"824",0.481379,2.56321,1.42948,0.783155,0.948941,6.24535,0.667516,-0.315045,6.94076,0.558638,1.20688,0.159728
"825",0.551449,2.91266,1.12702,0.761127,0.953329,5.80039,0.597289,-0.873242,6.06151,0.578942,0.846067,0.149786
"826",0.462364,2.56836,1.65933,0.784787,0.964546,6.46577,0.456841,-0.67624,6.61045,0.56512,1.14422,0.175708
"827",0.394242,2.13083,1.47828,0.774331,0.966635,6.22721,0.72078,-0.144886,7.24797,0.558593,1.07538,0.146922
"828",0.295117,1.83963,1.5705,0.753058,0.946607,5.88001,0.662824,-0.124121,6.89246,0.532104,1.28104,0.155298
"829",0.237084,1.73237,1.69823,0.762041,0.944767,6.15186,0.703804,-0.183437,7.3317,0.572233,1.22683,0.16382
"830",0.533523,2.27529,1.10689,0.795514,0.969691,6.24191,0.541311,-0.559778,6.94082,0.535021,1.26704,0.154168
"831",0.708295,2.67566,1.11637,0.797199,0.991089,6.28275,0.641022,-0.396536,6.45531,0.563699,1.06849,0.171441
"832",0.648527,3.03379,1.34763,0.687869,0.844145,5.36573,0.510303,-0.655658,6.51713,0.572217,0.895126,0.148639
"833",0.716481,2.60806,1.66615,0.81165,0.993868,6.33621,0.436589,-0.483973,7.35493,0.568011,1.08439,0.168598
"834",0.739636,2.61272,1.61641,0.812954,0.995995,6.31045,0.435693,-0.424907,6.95817,0.557739,1.07232,0.168432
"835",0.772368,3.01951,1.34531,0.774545,0.955754,6.1055,0.51628,-0.518302,6.59535,0.557695,0.991614,0.159981
"836",0.965902,3.56652,1.44821,0.808536,0.98802,6.16229,0.707811,-1.57041,6.47936,0.574273,1.14892,0.161397
"837",1.02183,3.59945,1.13106,0.788503,0.973986,6.29099,0.435832,-1.02685,6.39006,0.564722,0.950295,0.165236
"838",1.12015,3.62927,0.654808,0.785041,0.973014,5.99779,0.71376,-1.06333,6.34673,0.561439,1.10963,0.160724
"839",0.72474,2.72862,1.41805,0.800293,0.953242,5.97952,0.617138,-0.628451,6.62512,0.567351,0.964634,0.173317
"840",0.677426,3.02367,1.88525,0.754038,0.941085,6.24427,0.560722,-0.741013,6.59517,0.548194,1.11318,0.171403
"841",0.638892,3.12247,1.77639,0.782289,0.957536,6.09743,0.42902,-0.443872,7.08129,0.560411,1.06469,0.169969
"842",0.823165,3.43071,1.09253,0.778167,0.94991,5.85436,0.463982,-1.24917,6.5067,0.566192,1.03486,0.162939
"843",0.590105,2.71156,1.66304,0.782571,0.965251,5.84037,0.720307,-1.01817,6.40638,0.555059,1.05529,0.165464
"844",0.728606,2.64793,1.30057,0.75476,0.944903,6.24361,0.49225,-1.57548,6.32631,0.558127,1.06335,0.16581
"845",0.687448,2.85365,1.40554,0.816,0.978387,6.03976,0.77063,-1.00389,6.177,0.551922,1.19356,0.159184
"846",0.766815,2.66647,1.03648,0.759623,0.928422,6.09775,0.444919,-0.59326,6.43699,0.560236,1.06555,0.149125
"847",0.77527,3.0209,1.5078,0.799532,0.97352,6.16479,0.506039,-1.43344,6.68103,0.561766,0.941032,0.161747
"848",0.65716,3.07886,1.31798,0.827614,0.995115,6.2964,0.451033,-1.48666,6.44728,0.558765,1.16606,0.164805
"849",0.829397,2.97318,1.44997,0.770162,0.949845,6.08674,0.352181,-0.250635,7.84282,0.559325,1.13593,0.169433
"850",0.901672,2.7594,1.04938,0.77806,0.961256,6.12802,0.372788,-0.351294,7.33624,0.547399,1.07443,0.145103
"851",0.650286,2.29239,1.35355,0.786625,0.957415,6.08424,0.606348,-0.318925,6.59214,0.560306,0.999979,0.17463
"852",0.554726,2.2995,1.60336,0.78947,0.969601,5.88122,0.345612,-0.592755,7.5406,0.545242,1.33051,0.144599
"853",0.567835,2.28672,1.5261,0.791932,0.968828,6.15535,0.373445,-0.362893,7.27591,0.543148,1.44437,0.137366
"854",0.805256,3.38508,1.22264,0.770517,0.954946,6.09948,0.557672,-1.36677,6.56974,0.554791,1.14866,0.173148
"855",0.851675,3.34841,1.12442,0.740848,0.915258,5.79471,0.517429,-1.72423,6.16013,0.585689,0.843376,0.15916
"856",0.747092,2.90399,1.71951,0.799358,0.986934,6.4373,0.495458,-0.374916,7.28778,0.555441,1.16684,0.158475
"857",0.670729,3.0049,1.68648,0.794121,0.985236,6.1369,0.520782,-1.09985,6.96043,0.524115,1.4853,0.143408
"858",0.799332,2.99428,1.49424,0.762984,0.964671,6.19003,0.501682,-0.198303,7.31505,0.566054,0.816052,0.169242
"859",0.718234,3.28034,1.46363,0.764098,0.979314,6.08184,0.54393,-1.97479,5.81796,0.548056,1.17548,0.15518
"860",0.880617,3.5993,1.27948,0.736128,0.952725,5.91462,0.519774,-0.511626,7.28417,0.581467,0.745619,0.176559
"861",0.882274,3.54696,1.15951,0.769218,0.912412,5.8647,0.541408,-0.565328,7.02345,0.574302,0.89137,0.176085
"862",0.698885,3.24729,1.45866,0.805925,0.993736,6.37224,0.469208,-0.387707,7.23867,0.552422,1.16079,0.156483
"863",0.803049,3.14307,1.3434,0.748822,0.917635,6.16578,0.300759,-0.647247,7.31099,0.537127,1.31839,0.156707
"864",0.994042,2.79791,1.16023,0.800268,0.984893,6.37131,0.524109,-0.715884,6.89395,0.56141,1.00644,0.166871
"865",0.817968,2.72137,1.15336,0.768881,0.933126,5.97864,0.450543,-0.607222,7.39051,0.558546,1.14992,0.163269
"866",0.990534,3.15579,0.988212,0.746486,0.93859,6.05464,0.82339,-0.935045,5.53794,0.543944,1.25988,0.149341
"867",0.925859,2.96452,1.15824,0.784753,0.959759,6.0594,0.518358,-1.55552,5.67278,0.573484,0.975229,0.170212
"868",0.932881,3.51921,0.956023,0.746149,0.927052,6.12213,0.319234,-0.362433,7.70021,0.536357,1.4976,0.165325
