rup_mag,rup_ztor,dist_rrup,site_vs30,result_type,damping,0.010,0.020,0.030,0.050,0.075,0.100,0.150,0.200,0.250,0.300,0.400,0.500,0.600,0.750,1.000,1.500,2.000,2.500,3.000,4.000,5.000,6.000,7.500,10.000
5.5,80.0,80.0,1200.0,MEAN,5,1.87674493E-02,2.06662088E-02,2.29982554E-02,3.03495003E-02,4.08998021E-02,5.08201678E-02,5.77205872E-02,5.06069728E-02,4.20007215E-02,3.44889374E-02,2.43225960E-02,1.86924268E-02,1.40586282E-02,9.54620720E-03,5.71359772E-03,2.61901450E-03,1.47168270E-03,9.32445408E-04,6.61240519E-04,3.88505755E-04,2.51899348E-04,1.82539514E-04,1.22742991E-04,6.67942168E-05
5.5,80.0,80.0,200.0,MEAN,5,4.53725885E-02,4.98845268E-02,5.51361543E-02,7.14833518E-02,8.50724491E-02,9.70214672E-02,1.05512916E-01,1.04485549E-01,9.78743298E-02,8.92969867E-02,7.36557638E-02,6.38864220E-02,5.23207443E-02,3.83853643E-02,2.39249597E-02,1.06670985E-02,5.66511416E-03,3.21981054E-03,2.04003896E-03,1.03198230E-03,6.00718277E-04,3.94605852E-04,2.31042521E-04,1.17321704E-04
5.5,80.0,160.0,1200.0,MEAN,5,4.06184757E-03,4.54417204E-03,5.15013872E-03,6.57796650E-03,8.63367993E-03,1.04734018E-02,1.15948323E-02,1.03140309E-02,8.73870763E-03,7.33824804E-03,5.44739508E-03,4.36714676E-03,3.42127651E-03,2.46060956E-03,1.58282683E-03,8.01868804E-04,4.86993926E-04,3.27598345E-04,2.43741786E-04,1.52322205E-04,1.02781711E-04,7.52596770E-05,5.12989609E-05,2.82076814E-05
5.5,80.0,160.0,200.0,MEAN,5,1.02339813E-02,1.14443590E-02,1.29460845E-02,1.64720149E-02,1.92537250E-02,2.14866352E-02,2.27000154E-02,2.26549340E-02,2.15174344E-02,1.99565023E-02,1.71688263E-02,1.54370689E-02,1.31107198E-02,1.01404838E-02,6.75487914E-03,3.29862769E-03,1.88009010E-03,1.13122398E-03,7.51984678E-04,4.04611304E-04,2.45109218E-04,1.62693043E-04,9.65614502E-05,4.95458052E-05
8.0,80.0,80.0,1200.0,MEAN,5,1.62356645E-01,1.79498654E-01,2.00702251E-01,2.64892166E-01,3.59303701E-01,4.48635633E-01,5.16219301E-01,4.86239147E-01,4.26360121E-01,3.70168920E-01,2.82074171E-01,2.26839804E-01,1.78365567E-01,1.29959023E-01,8.73224564E-02,4.98981299E-02,3.41418995E-02,2.56303100E-02,2.10320193E-02,1.55439241E-02,1.18697463E-02,9.36453709E-03,6.97307224E-03,4.42194543E-03
8.0,80.0,80.0,200.0,MEAN,5,2.85417477E-01,3.12275648E-01,3.34967719E-01,3.96400880E-01,4.47765924E-01,5.01509812E-01,5.56670634E-01,6.14698794E-01,6.35979923E-01,6.39887806E-01,6.10923769E-01,5.82694316E-01,5.17133207E-01,4.23217718E-01,3.10614207E-01,1.86572767E-01,1.28187850E-01,8.85035644E-02,6.48873404E-02,4.12891042E-02,2.83064391E-02,2.02438423E-02,1.31256064E-02,7.76699241E-03
8.0,80.0,160.0,1200.0,MEAN,5,4.49301940E-02,5.03745747E-02,5.72389877E-02,7.32766270E-02,9.68038592E-02,1.18005345E-01,1.32350081E-01,1.26130211E-01,1.12662034E-01,9.98524812E-02,7.98699647E-02,6.68577888E-02,5.46629013E-02,4.20791712E-02,3.02932939E-02,1.90512786E-02,1.40449244E-02,1.11662402E-02,9.59345723E-03,7.51792510E-03,5.95956085E-03,4.75089900E-03,3.58608066E-03,2.29787252E-03
8.0,80.0,160.0,200.0,MEAN,5,1.01418397E-01,1.13312320E-01,1.26862393E-01,1.56100071E-01,1.79670952E-01,2.00179433E-01,2.15888286E-01,2.34739354E-01,2.39218840E-01,2.37864673E-01,2.25927459E-01,2.15705704E-01,1.93478060E-01,1.62203338E-01,1.22778748E-01,7.62791677E-02,5.37956917E-02,3.85579442E-02,2.95974399E-02,1.99697573E-02,1.42120937E-02,1.02702835E-02,6.75017862E-03,4.03613266E-03
5.5,120.0,160.0,1200.0,MEAN,5,5.70668296E-03,6.38432356E-03,7.23567499E-03,9.42839287E-03,1.23749074E-02,1.50118349E-02,1.64538503E-02,1.44906729E-02,1.20343169E-02,9.94530050E-03,7.20761083E-03,5.66388403E-03,4.36672688E-03,3.08456026E-03,1.93326906E-03,9.44773304E-04,5.60176353E-04,3.69366102E-04,2.70455997E-04,1.65008675E-04,1.09137377E-04,7.86450345E-05,5.26502242E-05,2.82076814E-05
