rup_mag,rup_ztor,dist_rrup,site_vs30,result_type,damping,0.010,0.020,0.030,0.050,0.075,0.100,0.150,0.200,0.250,0.300,0.400,0.500,0.600,0.750,1.000,1.500,2.000,2.500,3.000,4.000,5.000,6.000,7.500,10.000
5.5,80.0,80.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
5.5,80.0,80.0,200.0,INTRA_EVENT_STDDEV,5,0.58638843,0.58573603,0.58322126,0.57627707,0.57264337,0.57238585,0.57534191,0.57936748,0.58320573,0.58646307,0.59129677,0.59488415,0.59772626,0.60040245,0.60338236,0.60710668,0.60927355,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
5.5,80.0,160.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
5.5,80.0,160.0,200.0,INTRA_EVENT_STDDEV,5,0.60459851,0.60444844,0.60385207,0.60217051,0.60128701,0.60123542,0.60198134,0.60296458,0.60388200,0.60464983,0.60577454,0.60659535,0.60723834,0.60784312,0.60851442,0.60935268,0.60983829,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,80.0,80.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,80.0,80.0,200.0,INTRA_EVENT_STDDEV,5,0.48033235,0.47695003,0.46669694,0.44284287,0.43149262,0.43090664,0.43951690,0.45222890,0.46600092,0.47891025,0.50023475,0.51884130,0.53523982,0.55080737,0.56867536,0.59132957,0.60511145,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,80.0,160.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,80.0,160.0,200.0,INTRA_EVENT_STDDEV,5,0.55853404,0.55712645,0.55197034,0.53822570,0.53110706,0.53049937,0.53598505,0.54381819,0.55155078,0.55826616,0.56845486,0.57624539,0.58254176,0.58848127,0.59513204,0.60345996,0.60834368,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
5.5,120.0,160.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
5.5,120.0,160.0,200.0,INTRA_EVENT_STDDEV,5,0.60245886,0.60224947,0.60142027,0.59908774,0.59786269,0.59778925,0.59881902,0.60018164,0.60145624,0.60252468,0.60409206,0.60523807,0.60613695,0.60698252,0.60792142,0.60909395,0.60977353,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,120.0,160.0,1200.0,INTRA_EVENT_STDDEV,5,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
8.0,120.0,160.0,200.0,INTRA_EVENT_STDDEV,5,0.54203510,0.54018982,0.53365150,0.51662340,0.50788596,0.50709877,0.51364871,0.52323324,0.53289806,0.54141651,0.55453298,0.56477176,0.57316143,0.58108476,0.58999144,0.60116144,0.60774868,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000,0.61000000
