rup_mag,dist_rrup,dist_repi,damping,site_vs30,result_type,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga,rup_hypo_depth
5.25,792.92,794.33,5.0,760.0,MEAN,2.6726761942151503e-06,1.575461549050899e-05,1.9374608046580637e-05,2.4269245868874696e-05,1.2868818607781455e-05,6.1754013857943336e-06,1.920125629037439e-06,2.04759015565968e-06,3.429305624244773e-06,50.0
5.5,50.01,1.0,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,1.26,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,1.58,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,2.0,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,2.51,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,3.16,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,3.98,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.00920395853833878,0.02818495612670994,0.04055411379013221,0.04265472918886674,0.03838211825648922,0.025074821677127258,0.018375286157862266,50.0
5.5,50.01,5.01,5.0,760.0,MEAN,0.0005151606307964493,0.003425226759392861,0.009202938822125802,0.02818495612670994,0.04054391662800243,0.04265472918886674,0.03837192109435945,0.025064624514997476,0.01836508899573249,50.0
5.5,50.06,6.31,5.0,760.0,MEAN,0.0005146507726899605,0.0034211478945409494,0.00918968251135709,0.02814416747819082,0.04048273365522376,0.04259354621608807,0.03831073812158076,0.02502383586647836,0.01833449750934315,50.0
5.5,50.17,7.94,5.0,760.0,MEAN,0.000513325141613089,0.00341095073241117,0.009158071308754774,0.028042195856893028,0.040339973385406847,0.04244058878414137,0.03816797785176385,0.024932061407310347,0.018273314536564476,50.0
5.5,50.38,10.0,5.0,760.0,MEAN,0.0005106738794593465,0.003392595840577567,0.009096888335976097,0.027838252614297444,0.040054452845773025,0.04214487108237777,0.03788245731213003,0.02473831532684454,0.018130554266747565,50.0
5.5,50.76,12.59,5.0,760.0,MEAN,0.0005059831848796479,0.003357925489336318,0.00898777870118746,0.027481351939755167,0.03955479190141384,0.04161461865162926,0.03737259920564107,0.024391611814432047,0.01788582237563286,50.0
5.5,51.42,15.85,5.0,760.0,MEAN,0.0004981313700397179,0.003300821381409554,0.008802190350425476,0.02687971937409819,0.038688033120382596,0.0407070712220789,0.03650584042460983,0.023800176410904848,0.017477935890441693,50.0
5.5,52.53,19.95,5.0,760.0,MEAN,0.00048538491737749385,0.0032080272060285623,0.0085054529324489,0.025910988971769158,0.037311416232862396,0.03926927136178002,0.035119026374959846,0.022862037494965154,0.016815120352006035,50.0
5.5,54.33,25.12,5.0,760.0,MEAN,0.00046570439446701987,0.003065266936211652,0.008054738366312656,0.02444259762508094,0.03523119515838742,0.03708707866600725,0.03303880530048488,0.02145482912105561,0.015815798463287668,50.0
5.5,57.19,31.62,5.0,760.0,MEAN,0.0004374582553675312,0.0028623434098290447,0.007416396016988472,0.022382770874865524,0.03228421530288121,0.03400753570281391,0.030112219769238224,0.01948677683000821,0.014408590089378127,50.0
5.5,61.58,39.81,5.0,760.0,MEAN,0.0003996267838660501,0.0025921186133898936,0.006583287870985505,0.019700917234733575,0.02847047666634376,0.03001024814794043,0.026339269781219886,0.016957880621822945,0.012603692392407193,50.0
5.5,68.12,50.12,5.0,760.0,MEAN,0.00035210800834127863,0.0022556122631071777,0.005579887117415224,0.01650920548811266,0.023820570735164404,0.02511561032564637,0.021740349660689433,0.013908929145018942,0.010431696858764206,50.0
5.5,77.52,63.1,5.0,760.0,MEAN,0.00029877685040253295,0.0018844355615832116,0.004508165377575421,0.013133944823155717,0.018895341426481013,0.01992525480158872,0.01693748629756339,0.010758006046917144,0.008158749420036403,50.0
5.5,90.62,79.43,5.0,760.0,MEAN,0.00024371217490172484,0.0015132588600592456,0.0034609168268470887,0.009867793792987412,0.014123069549744306,0.014796082250309739,0.012287580366384037,0.00773760662407652,0.005984714453967461,50.0
5.5,108.37,100.0,5.0,760.0,MEAN,0.0001919105912824461,0.0011696144962856838,0.0025431722351669534,0.007054396761381308,0.009976903427776051,0.010350119561725973,0.008335160324881585,0.005222986442872948,0.004134949243625499,50.0
5.5,131.88,125.89,5.0,760.0,MEAN,0.00014612533331973714,0.0008742027093859778,0.0017987793996930655,0.004816119673894755,0.006663845451810761,0.00681170430269256,0.005269893388669933,0.0033069396786874214,0.0026910310860487523,50.0
5.5,162.51,158.49,5.0,760.0,MEAN,0.00010788597533306482,0.000633957569608378,0.0012297777528513815,0.003147863949462865,0.0042144871082377775,0.0041971519326171524,0.003096878138813968,0.0019578551289176223,0.0016519402650242438,50.0
5.5,201.96,199.53,5.0,760.0,MEAN,7.714153151178027e-05,0.00044734950263341714,0.0008128157933647067,0.0019700917234733574,0.002516659613629527,0.0024136682761187562,0.0016784528865616698,0.00107784003711767,0.000952414942921385,50.0
5.5,252.33,251.19,5.0,760.0,MEAN,5.349431253282212e-05,0.0003068326084850586,0.0005203611834826367,0.001178791942202485,0.0014051689414835851,0.0012828029959262338,0.0008265819622399087,0.0005453442307005961,0.000510877822701942,50.0
5.5,316.35,316.23,5.0,760.0,MEAN,3.569006745422749e-05,0.0002033314128677989,0.000321414550330643,0.0006684239776070319,0.0007294030071431122,0.0006192736561414958,0.000363732773169227,0.000250544273528677,0.0002528896208185262,50.0
5.5,397.41,398.11,5.0,760.0,MEAN,2.287223465709493e-05,0.00013001381715468585,0.00019068693182687258,0.00035690067454227485,0.000343542392152264,0.0002656360734807503,0.00013919126307148722,0.0001024814794042818,0.00011298455639795444,50.0
5.5,499.84,501.19,5.0,760.0,MEAN,1.3888534820759383e-05,7.943589299098061e-05,0.00010778400371176702,0.00017702273457296836,0.0001447997022428658,9.897365563163771e-05,4.489810485741818e-05,3.6128545425808004e-05,4.4694161614822595e-05,50.0
5.5,629.09,630.96,5.0,760.0,MEAN,7.906879515430856e-06,4.5979004043174786e-05,5.727745968297023e-05,7.997634258385891e-05,5.298445442633315e-05,3.083621828045255e-05,1.1726736449246174e-05,1.0625442939230013e-05,1.5193771573371131e-05,50.0
5.5,792.05,794.33,5.0,760.0,MEAN,4.1522844192461244e-06,2.4881075596661453e-05,2.8337913558656627e-05,3.22434266543621e-05,1.6284867921257516e-05,7.674384218871887e-06,2.345347289849235e-06,2.4911667083050787e-06,4.2593546216088065e-06,50.0
5.75,50.01,1.0,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,1.26,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,1.58,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,2.0,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,2.51,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,3.16,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,3.98,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.01,5.01,5.0,760.0,MEAN,0.0007933392136968282,0.005330056645235631,0.013439859687049095,0.03793344312277894,0.052362427536416616,0.05413673374699821,0.04792666200996263,0.03127469625203306,0.023290318304415882,50.0
5.75,50.02,6.31,5.0,760.0,MEAN,0.0007932372420755304,0.005329036929022653,0.013439859687049095,0.03792324596064915,0.052352230374286844,0.054126536584868434,0.04791646484783285,0.03126449908990328,0.0232801211422861,50.0
5.75,50.09,7.94,5.0,760.0,MEAN,0.0007919116109986591,0.005318839766892874,0.013409268200659756,0.03784166866361092,0.05222986442872948,0.05400417063931108,0.04780429606440528,0.031182921792865047,0.02322913533163721,50.0
5.75,50.25,10.0,5.0,760.0,MEAN,0.0007888524623597253,0.005296406010207359,0.013337888065751303,0.03762752825888555,0.05194434388909566,0.05370845293754748,0.04752897268690124,0.03099937287452902,0.023086375061820298,50.0
5.75,50.57,12.59,5.0,760.0,MEAN,0.0007827341650818577,0.0052505187806233524,0.01320532495806417,0.037219641773694384,0.051383499971957805,0.053137411858279845,0.046978325931893154,0.030632275037856965,0.022821248846446034,50.0
5.75,51.17,15.85,5.0,760.0,MEAN,0.0007718232016029939,0.005169961199798096,0.01296059306694947,0.036485446100350274,0.05038417808323943,0.052117695645301915,0.04600959552956412,0.029969459499421314,0.02235217938847619,50.0
5.75,52.19,19.95,5.0,760.0,MEAN,0.0007534683097693912,0.0050343389434720325,0.012552706581758298,0.03527198380690654,0.048732237818215195,0.05041476956962877,0.04440864107518877,0.028878363151534928,0.02156699790448318,50.0
5.75,53.9,25.12,5.0,760.0,MEAN,0.0007246103409421159,0.004822237971172623,0.011910285367582202,0.03337531165076759,0.04615235579938103,0.04777370457801594,0.041920533515522634,0.027185634237991568,0.02035353561103945,50.0
5.75,56.65,31.62,5.0,760.0,MEAN,0.0006822921181035319,0.004512244242427333,0.010992540775902067,0.03065266936211652,0.04244058878414137,0.04395996594147849,0.038341329607970105,0.024768906813233876,0.018609820886847192,50.0
5.75,60.93,39.81,5.0,760.0,MEAN,0.0006247801236915766,0.004094160595106382,0.009781117914884289,0.027063268292434217,0.03753575379971754,0.038932765011497304,0.03366083219040141,0.02161798371513208,0.016325656569776633,50.0
5.75,67.36,50.12,5.0,760.0,MEAN,0.0005515644995997615,0.0035710461778487045,0.00830354912227927,0.022719277225148243,0.03150923098101798,0.032692101788072386,0.027899435587076117,0.017804245078594627,0.013541831308346887,50.0
5.75,76.66,63.1,5.0,760.0,MEAN,0.00046866157148465587,0.002986748787812352,0.006711772113820724,0.01807956845609867,0.02502383586647836,0.02597217194454783,0.021781138309208546,0.01378656319946159,0.010605048614970454,50.0
5.75,89.68,79.43,5.0,760.0,MEAN,0.0003824955514880209,0.0023953133842851537,0.005154665456603427,0.013592817118995784,0.018711792508144986,0.019313425073801963,0.015825995625417446,0.00993713449546991,0.007786553002299461,50.0
5.75,107.37,100.0,5.0,760.0,MEAN,0.0003010202260710844,0.0018507849265549398,0.00378518658257407,0.009712796928614768,0.01322571928232373,0.013521436984087329,0.010747808884787362,0.006710752397607747,0.005382062172097505,50.0
5.75,130.84,125.89,5.0,760.0,MEAN,0.00022923220467743828,0.0013817154685850928,0.0026736959104281277,0.0066250962357175995,0.008835840985453747,0.00890926055278816,0.006802526856775759,0.004247118027053071,0.003502725191579184,50.0
5.75,161.44,158.49,5.0,760.0,MEAN,0.00016927289135433611,0.0010014632927656233,0.0018252920212304916,0.004322577026813438,0.005586005414693091,0.005492191523099122,0.0040003467035124125,0.0025125807487776154,0.002149561776957473,50.0
5.75,200.86,199.53,5.0,760.0,MEAN,0.00012093834285918229,0.0007056436193807263,0.0012042848475269333,0.00270224796439151,0.003333452300224848,0.003157041395379666,0.0021668969525780978,0.001382735184798071,0.001236915766342227,50.0
5.75,251.23,251.19,5.0,760.0,MEAN,8.380027838252616e-05,0.0004834474565728358,0.0007705995421474204,0.0016152304813570385,0.001860982088684719,0.001676413454135714,0.001067642874987891,0.000699423350481561,0.0006634273681634401,50.0
5.75,315.23,316.23,5.0,760.0,MEAN,5.588044847119047e-05,0.0003201908908750695,0.0004751877552477146,0.0009149913579050951,0.0009626121050511642,0.0008079211555424126,0.0004687635431059536,0.0003208027206028562,0.00032753284760851057,50.0
5.75,396.29,398.11,5.0,760.0,MEAN,3.5792039075525285e-05,0.00020455507232337242,0.00028184956126709934,0.0004880361795312365,0.0004534677999112847,0.0003466015407911978,0.00017936808186281759,0.0001310335333676638,0.0001464312481836305,50.0
5.75,498.71,501.19,5.0,760.0,MEAN,2.1730152498559652e-05,0.00012491523608979622,0.0001591777008458546,0.00024187668571836458,0.00019119678993336156,0.00012899410094170793,5.788928941075699e-05,4.616255296151081e-05,5.783830360010809e-05,50.0
5.75,627.97,630.96,5.0,760.0,MEAN,1.2358960501292491e-05,7.225709085161601e-05,8.455486838012981e-05,0.00010931357803123391,6.991174356176675e-05,4.0176818791330374e-05,1.5101997114203118e-05,1.3582619956866005e-05,1.9639734261954897e-05,50.0
5.75,790.93,794.33,5.0,760.0,MEAN,6.494572560456425e-06,3.9075525281314215e-05,4.175737892144616e-05,4.404154323851672e-05,2.1485420607444946e-05,1.0005455481739433e-05,3.0234585714795576e-06,3.1825343007041143e-06,5.511566131145702e-06,50.0
6.0,50.01,1.0,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,1.26,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,1.58,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,2.0,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,2.51,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,3.16,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,3.98,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,5.01,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.01,6.31,5.0,760.0,MEAN,0.001221620023147558,0.00829335196014949,0.01962953709982512,0.05105719078380487,0.06760718492043664,0.06869828126832303,0.05984714453967461,0.03900414514640576,0.029520784365711022,50.0
6.0,50.02,7.94,5.0,760.0,MEAN,0.001221620023147558,0.008290292811510558,0.019619339937695338,0.05103679645954531,0.0675765934340473,0.06867788694406346,0.05981655305328527,0.03899394798427598,0.029510587203581247,50.0
6.0,50.13,10.0,5.0,760.0,MEAN,0.0012185608745086244,0.008267859054825043,0.019558156964916664,0.05086344470333907,0.06735225586719217,0.06845354937720832,0.059612609810689686,0.03885118771445907,0.02939841842015367,50.0
6.0,50.38,12.59,5.0,760.0,MEAN,0.0012114228610177788,0.008212794379324234,0.019405199532969975,0.050435163893888336,0.0668016091121841,0.06789270546007047,0.05909255454207095,0.038484089877787016,0.02914348936690919,50.0
6.0,50.88,15.85,5.0,760.0,MEAN,0.0011971468340360877,0.008105724176961551,0.019099284669076597,0.04958879943711666,0.06570031560216792,0.06679141195005431,0.05806264116696323,0.037790682852962026,0.02862343409829045,50.0
6.0,51.79,19.95,5.0,760.0,MEAN,0.0011706342124986615,0.007916056961347657,0.018558835076198293,0.048110210928298654,0.06377305195963963,0.06485395114539624,0.05625774346999231,0.03655682623525873,0.02772608383086987,50.0
6.0,53.37,25.12,5.0,760.0,MEAN,0.0011298455639795447,0.007605043516389389,0.017681879133037277,0.04571387782780052,0.06065272034792717,0.061713225209424225,0.05334135510087543,0.03456837961995177,0.026278086808441212,50.0
6.0,55.98,31.62,5.0,760.0,MEAN,0.001066623158774913,0.007138013490845498,0.016376642380425528,0.04214487108237777,0.05600281441674782,0.0570429249539853,0.04902795551997879,0.031631596926575335,0.024126485599057782,50.0
6.0,60.11,39.81,5.0,760.0,MEAN,0.0009798453090504912,0.006493552844243447,0.014602336169843933,0.03734200771925173,0.04973155970693357,0.05072068443352216,0.04322577026813438,0.027705689506610315,0.021240688716330246,50.0
6.0,66.39,50.12,5.0,760.0,MEAN,0.0008673706107590258,0.005677779873861104,0.012420143474071166,0.03144804800823931,0.041910336353392856,0.04278729229655387,0.03601637664238043,0.022913023305614046,0.017702273457296833,50.0
6.0,75.56,63.1,5.0,760.0,MEAN,0.000737866651710829,0.004755956417329057,0.010047263846471527,0.025044230190737916,0.03333452300224847,0.034027930027073466,0.02816456180245038,0.01778385075433507,0.013878337658629603,50.0
6.0,88.48,79.43,5.0,760.0,MEAN,0.0006025503102486578,0.003810679487898518,0.0077151728673910056,0.018823961291572558,0.024942258569440125,0.025350145054631297,0.020516690205115918,0.012848424283521896,0.010193083264927372,50.0
6.0,106.08,100.0,5.0,760.0,MEAN,0.0004742700106560345,0.002937802409589411,0.00566044469824048,0.013439859687049095,0.017630893322388378,0.01777365359220529,0.013949717793538059,0.008674725823803235,0.007045219315464506,50.0
6.0,129.49,125.89,5.0,760.0,MEAN,0.0003608775677728888,0.0021923898579025458,0.0039932086900215675,0.009157051592541796,0.011777722259895072,0.011716539287116396,0.008830742404388858,0.005485053509608276,0.004584644093548766,50.0
6.0,160.06,158.49,5.0,760.0,MEAN,0.0002662479032085371,0.0015876981436066342,0.0027185634237991566,0.005961260981068969,0.007437810057461009,0.007222649936522666,0.005194434388909567,0.003242697557269812,0.0028103378829671703,50.0
6.0,199.45,199.53,5.0,760.0,MEAN,0.00019017707372038362,0.0011165892532108315,0.001789601953776264,0.003721964177369438,0.00443474581024101,0.004148205554394212,0.002811357599180148,0.0017824639402854187,0.0016142107651440603,50.0
6.0,249.8,251.19,5.0,760.0,MEAN,0.00013144141985285495,0.0007630536421713838,0.0011431018747482577,0.0022178827632269938,0.0024697526678325423,0.0021944292903285016,0.001380695752372115,0.0008990837849826394,0.0008632917459071141,50.0
6.0,313.8,316.23,5.0,760.0,MEAN,8.767519999184228e-05,0.0005052693835305635,0.0007041140450612595,0.0012552706581758298,0.0012746452662224103,0.0010574457128581115,0.0006062212886153784,0.00041206732166438085,0.0004255275756756895,50.0
6.0,394.85,398.11,5.0,760.0,MEAN,5.6084391713786055e-05,0.0003224342665436209,0.00041747181759316384,0.0006688318640922232,0.0006001029913375108,0.0004536717431538803,0.00023198543845247868,0.0001680492318987626,0.00019017707372038362,50.0
6.0,497.27,501.19,5.0,760.0,MEAN,3.406871867559259e-05,0.00019670325748344234,0.00023545247357660364,0.0003311018543539333,0.0002530935640611218,0.00016876303324784713,7.48675643568395e-05,5.915373751484962e-05,7.504091611304575e-05,50.0
6.0,626.52,630.96,5.0,760.0,MEAN,1.933381939806152e-05,0.000113698357747039,0.000125017207711094,0.0001496943400651599,9.245766903070876e-05,5.248479348197397e-05,1.951736831639755e-05,1.7406555755533234e-05,2.5462313838058868e-05,50.0
6.0,789.47,794.33,5.0,760.0,MEAN,1.0169629792028878e-05,6.145829615617973e-05,6.161125358812643e-05,6.025503102486578e-05,2.8388899369305524e-05,1.3082959012506819e-05,3.909591960557378e-06,4.076825419485757e-06,7.148210652975277e-06,50.0
6.25,50.01,1.0,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,1.26,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,1.58,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,2.0,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,2.51,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,3.16,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,3.98,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,5.01,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,6.31,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.01,7.94,5.0,760.0,MEAN,0.0018813764129442777,0.01278724131074322,0.02870501139532868,0.07014627829075169,0.09015311038937864,0.09034685646984444,0.07753922083484167,0.05053713551518613,0.03855547001269547,50.0
6.25,50.03,10.0,5.0,760.0,MEAN,0.0018803566967312997,0.01277704414861344,0.028684617071069122,0.07010548964223257,0.09010212457872974,0.09029587065919555,0.07748823502419276,0.05050654402879679,0.03853507568843591,50.0
6.25,50.18,12.59,5.0,760.0,MEAN,0.0018742383994534322,0.012726058337964545,0.028552053963381993,0.0697485889676903,0.08965344944501946,0.08986758984974481,0.07709054570113137,0.05023122065129274,0.03833113244584033,50.0
6.25,50.56,15.85,5.0,760.0,MEAN,0.0018579229400457855,0.012603692392407193,0.028205350450969495,0.06887163302452928,0.0885419587728735,0.08876629633972866,0.07608102665028323,0.04953781362646775,0.03782127433935136,50.0
6.25,51.34,19.95,5.0,760.0,MEAN,0.0018242723050175137,0.01234876333916271,0.027532337750404062,0.06712791830033701,0.08634956891497098,0.08660449796821545,0.07410277719710605,0.04818159106320711,0.03681175528850321,50.0
6.25,52.75,25.12,5.0,760.0,MEAN,0.0017671681970907497,0.011910285367582202,0.026369861267609224,0.0641299526341819,0.08255622460269307,0.08287233662871622,0.07068672788362998,0.045846440935487655,0.03508843488857051,50.0
6.25,55.16,31.62,5.0,760.0,MEAN,0.001674374021709758,0.01122707550488699,0.02455476640850851,0.059469849540872775,0.07665206772955087,0.07704975705261226,0.06539440073827453,0.042226448379416005,0.03241677841056834,50.0
6.25,59.09,39.81,5.0,760.0,MEAN,0.0015438503464485834,0.01024814794042818,0.021995278713933912,0.05296406010207359,0.06841276072868921,0.0689124216730484,0.05801165535631434,0.037219641773694384,0.02870501139532868,50.0
6.25,65.17,50.12,5.0,760.0,MEAN,0.0013725380226682915,0.008990837849826393,0.01879336980518322,0.04481652756037995,0.05800145819418456,0.058531710624933085,0.04871184349395564,0.03097897855026946,0.024055105464149327,50.0
6.25,74.16,63.1,5.0,760.0,MEAN,0.0011696144962856838,0.007536722530119868,0.01521416589763069,0.035741053264876387,0.04625432742067882,0.046682608230129555,0.03822916082454254,0.024075499788408887,0.018905538588610788,50.0
6.25,86.93,79.43,5.0,760.0,MEAN,0.0009567997226371901,0.006042838278107203,0.01168594780072706,0.026900113698357746,0.034680548403379335,0.03490488597023448,0.027960618559854794,0.01744734440405235,0.013908929145018942,50.0
6.25,104.43,100.0,5.0,760.0,MEAN,0.0007533663381480934,0.0046570439446701984,0.008567655621440552,0.01919105912824461,0.024524174922119175,0.024513977759989394,0.01906869318268726,0.01180831374628441,0.00961796332080782,50.0
6.25,127.76,125.89,5.0,760.0,MEAN,0.0005730805116935957,0.003469074556550912,0.006030601683551467,0.013052367526117483,0.016376642380425528,0.016162501975700162,0.01209383428591823,0.007468401543850346,0.00625595896661959,50.0
6.25,158.27,158.49,5.0,760.0,MEAN,0.00042185659730896896,0.0025054427352867695,0.0040931408788934046,0.008485058608189341,0.010329725237466414,0.009961607684581382,0.007111500869308072,0.00441027262112954,0.003831073812158077,50.0
6.25,197.63,199.53,5.0,760.0,MEAN,0.0003010202260710844,0.0017579907511739484,0.002690011369835775,0.005276011685947801,0.006139711318340106,0.005706331927824487,0.003837192109435944,0.0024136682761187562,0.0021944292903285016,50.0
6.25,247.96,251.19,5.0,760.0,MEAN,0.00020792013582619957,0.0011991862664620435,0.0017141429540158974,0.003139706219759041,0.0034160493134760598,0.003018359990414668,0.0018844355615832116,0.0012165214420826686,0.0011726736449246173,50.0
6.25,311.94,316.23,5.0,760.0,MEAN,0.00013868140496499826,0.000792931327211637,0.0010533668480061998,0.0017732864943686174,0.0017610498998128822,0.0014520758872805697,0.0008267859054825042,0.0005568670239072467,0.0005772613481668052,50.0
6.25,392.98,398.11,5.0,760.0,MEAN,8.858274742139263e-05,0.0005057792416370524,0.0006234544926147054,0.0009439512983536682,0.00082882533790846,0.0006227406912656208,0.00031631596926575333,0.00022698882900888684,0.0002574783437769269,50.0
6.25,495.4,501.19,5.0,760.0,MEAN,5.3739044423936814e-05,0.00030815823956192997,0.00035119026374959847,0.00046662213905869997,0.0003487429448384515,0.0002315775519672875,0.00010207359291909061,7.987437096256111e-05,0.00010160452346112077,50.0
6.25,624.64,630.96,5.0,760.0,MEAN,3.0520106254429394e-05,0.00017814442240724406,0.00018640412373236527,0.00021067336960124,0.00012736255500094324,7.205314760902041e-05,2.6604395996594146e-05,2.3484064384881687e-05,3.4476605160783755e-05,50.0
6.25,787.6,794.33,5.0,760.0,MEAN,1.6040136030142814e-05,9.612864739742931e-05,9.179485349227311e-05,8.483019175763386e-05,3.9075525281314215e-05,1.7957202510541317e-05,5.324958064170742e-06,5.499329536589967e-06,9.668949131456717e-06,50.0
6.5,50.01,1.0,5.0,760.0,MEAN,0.0028970137610702944,0.019711114396863353,0.041971519326171526,0.09638357645067377,0.12022454151009775,0.11879693881192864,0.10045224414045573,0.06547597803531277,0.0503535865968501,50.0
