rup_mag,dist_rrup,dist_repi,damping,site_vs30,result_type,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga,rup_hypo_depth
4.5,55.35,25.12,5.0,760.0,MEAN,8.154670555184493e-05,0.0004855888606200895,0.0017814442240724408,0.008307627987131182,0.015061208465684,0.017539118863220366,0.0170292607567314,0.011033329424421184,0.007298108936283033,50.0
4.5,58.43,31.62,5.0,760.0,MEAN,7.625437840648947e-05,0.00045132639586403106,0.0016315459407646854,0.00756017600301836,0.013715183064553134,0.015968755895234357,0.015407911978096496,0.009943252792747779,0.006604701911458042,50.0
4.5,63.06,39.81,5.0,760.0,MEAN,6.938149113101824e-05,0.00040717268384208677,0.0014418787251507905,0.006621017370865689,0.012022454151009774,0.013990506442057177,0.013399071038529978,0.00858906966191309,0.005739982562852758,50.0
4.5,69.82,50.12,5.0,760.0,MEAN,6.089745223904188e-05,0.00035343363941814994,0.0012175411582956463,0.00552278300948846,0.00999729775203561,0.011624764827948383,0.010972146451642508,0.006999332085880499,0.004721286066087808,50.0
4.5,79.42,63.1,5.0,760.0,MEAN,5.162823186307251e-05,0.0002955137585210036,0.0009830064293107228,0.004390898013082959,0.007917076677560635,0.009194781092421979,0.008522788108069525,0.005402456496357064,0.003686274109915211,50.0
4.5,92.69,79.43,5.0,760.0,MEAN,4.204289946107999e-05,0.00023688007627477273,0.0007547939408462625,0.003299801665196576,0.005903137156929227,0.006803546572988737,0.00614277046697904,0.003882059622806973,0.002698169099539598,50.0
4.5,110.57,100.0,5.0,760.0,MEAN,3.308979111113377e-05,0.00018334497509343148,0.0005560512509368643,0.002361662749256882,0.004167580162440792,0.004751877552477146,0.004155343567885058,0.00261863123492732,0.0018650609535366307,50.0
4.5,134.17,125.89,5.0,760.0,MEAN,2.5217581946944165e-05,0.00013745774550942474,0.00039452820280116047,0.0016152304813570385,0.002786884410068678,0.003127469625203306,0.002628828397057099,0.0016580585623021114,0.0012165214420826686,50.0
4.5,164.87,158.49,5.0,760.0,MEAN,1.864041237323653e-05,0.0001000137661688752,0.0002703267680604488,0.0010584654290710896,0.0017651287646647939,0.001931342507380196,0.0015458897788745392,0.0009829044576894251,0.0007466362111424391,50.0
4.5,204.35,199.53,5.0,760.0,MEAN,1.3358282390010862e-05,7.076830518066822e-05,0.00017936808186281759,0.0006645490559977158,0.0010554062804321556,0.001111490672145942,0.0008364732095057946,0.0005416732523338755,0.0004310340432257703,50.0
4.5,254.76,251.19,5.0,760.0,MEAN,9.267180943543412e-06,4.8569083224138724e-05,0.0001152279320665059,0.000398199181167881,0.0005910275170420072,0.0005898038575864338,0.00041227126490697637,0.0002744056329123605,0.0002318834668311809,50.0
4.5,318.79,316.23,5.0,760.0,MEAN,6.209052020822605e-06,3.225362381649187e-05,7.135974058419542e-05,0.0002263769992811001,0.0003061188071359741,0.00028480673828473535,0.00018140751428877345,0.00012634283878796532,0.00011482004558131473,50.0
4.5,399.86,398.11,5.0,760.0,MEAN,3.969755217123075e-06,2.0669647637062605e-05,4.24303916220116e-05,0.00012124425772307568,0.0001450036454854614,0.00012256988879994697,6.951405423870536e-05,5.17302034843703e-05,5.149566875538538e-05,50.0
4.5,502.3,501.19,5.0,760.0,MEAN,2.4126485599057786e-06,1.2654678203056089e-05,2.3983725329240874e-05,6.014286224143821e-05,6.11319869680268e-05,4.566289201715163e-05,2.2484742496163318e-05,1.8252920212304916e-05,2.0414718583818125e-05,50.0
4.5,631.55,630.96,5.0,760.0,MEAN,1.3766168875202032e-06,7.3348187199502374e-06,1.2766846986483661e-05,2.7216225724380903e-05,2.2403165199125083e-05,1.4255632657431436e-05,5.8827428326696684e-06,5.381042455884527e-06,6.937129396888846e-06,50.0
4.5,794.52,794.33,5.0,760.0,MEAN,7.237945679717335e-07,3.974853798187964e-06,6.314082790759332e-06,1.1002737938031845e-05,6.907557626712486e-06,3.55880958329297e-06,1.180831374628441e-06,1.265467820305609e-06,1.9558156964916664e-06,50.0
4.75,50.01,1.0,5.0,760.0,MEAN,0.00014194449684652762,0.0008805249499064411,0.003030596584970403,0.012705664013704987,0.0216077865530023,0.0244629919493405,0.02345347289849235,0.01533653184318804,0.01038071104811531,50.0
4.75,50.01,1.26,5.0,760.0,MEAN,0.00014194449684652762,0.0008805249499064411,0.003030596584970403,0.012705664013704987,0.0216077865530023,0.0244629919493405,0.02345347289849235,0.01533653184318804,0.01038071104811531,50.0
4.75,50.01,1.58,5.0,760.0,MEAN,0.00014194449684652762,0.0008805249499064411,0.003030596584970403,0.012705664013704987,0.0216077865530023,0.0244629919493405,0.02345347289849235,0.01533653184318804,0.01038071104811531,50.0
4.75,50.01,2.0,5.0,760.0,MEAN,0.00014194449684652762,0.0008805249499064411,0.003030596584970403,0.012705664013704987,0.0216077865530023,0.0244629919493405,0.02345347289849235,0.01533653184318804,0.01038071104811531,50.0
4.75,50.01,2.51,5.0,760.0,MEAN,0.00014194449684652762,0.0008805249499064411,0.003030596584970403,0.012705664013704987,0.0216077865530023,0.0244629919493405,0.02345347289849235,0.01533653184318804,0.01038071104811531,50.0
4.75,50.02,3.16,5.0,760.0,MEAN,0.00014194449684652762,0.0008803210066638455,0.003029576868757425,0.012705664013704987,0.021597589390872522,0.02445279478721072,0.02344327573636257,0.01532633468105826,0.010370513885985531,50.0
4.75,50.05,3.98,5.0,760.0,MEAN,0.00014174055360393205,0.000879607205314761,0.003026517720118491,0.012695466851575207,0.021577195066612962,0.024432400462951163,0.02342288141210301,0.015316137518928482,0.010360316723855751,50.0
4.75,50.1,5.01,5.0,760.0,MEAN,0.00014153661036133645,0.0008782815742378896,0.0030214191390536015,0.012664875365185868,0.021536406418093845,0.024391611814432047,0.02337189560145412,0.015285546032539146,0.010339922399596193,50.0
4.75,50.2,6.31,5.0,760.0,MEAN,0.00014123069549744309,0.0008759362269480403,0.003011221976923822,0.012624086716666753,0.02146502628318539,0.02431003451739381,0.023290318304415882,0.015224363059760469,0.010309330913206854,50.0
4.75,50.38,7.94,5.0,760.0,MEAN,0.0001406188657696563,0.0008718573620961287,0.002994906517516175,0.012552706581758298,0.02133246317549826,0.02415707708544712,0.023137360872469193,0.015122391438462677,0.010237950778298399,50.0
4.75,50.67,10.0,5.0,760.0,MEAN,0.00013970112117797618,0.0008651272350904744,0.002966354463552793,0.012420143474071166,0.021128519932902674,0.023922542356462198,0.02289262898135449,0.014959236844386208,0.010133939724574652,50.0
4.75,51.15,12.59,5.0,760.0,MEAN,0.0001379676036159137,0.0008541142999903128,0.002921486950181765,0.012216200231475582,0.02078181642049018,0.023535050195530583,0.022505136820422877,0.014694110629011947,0.009959568252155425,50.0
4.75,51.94,15.85,5.0,760.0,MEAN,0.00013541831308346887,0.0008366771527483902,0.0028501068152733096,0.011900088205452424,0.02024136682761188,0.022923220467743827,0.021883109930506343,0.014265829819561216,0.009685264590864362,50.0
4.75,53.2,19.95,5.0,760.0,MEAN,0.00013144141985285495,0.0008100625595896662,0.0027409971804846713,0.011420821585352795,0.019425593857229535,0.02200547587606369,0.020944971014566646,0.0136336057675149,0.009270240092182346,50.0
4.75,55.17,25.12,5.0,760.0,MEAN,0.00012562903743888076,0.0007711094002539093,0.0025829411674730923,0.010717217398398026,0.018242723050175137,0.02065945047493283,0.01957855128917622,0.012715861175834767,0.008671666675164301,50.0
4.75,58.22,31.62,5.0,760.0,MEAN,0.00011757327935635513,0.000717166412587377,0.002366761330321772,0.009761743306837708,0.016631571433670007,0.018834158453702333,0.01774306210581595,0.011471807396001694,0.007858952853420894,50.0
4.75,62.81,39.81,5.0,760.0,MEAN,0.00010696823074138467,0.0006473158519983889,0.0020924576690307087,0.008557458459310774,0.014602336169843933,0.016529599812372217,0.015438503464485834,0.009923878184701198,0.0068392366404429646,50.0
4.75,69.54,50.12,5.0,760.0,MEAN,9.397704618804587e-05,0.0005620675765934341,0.0017681879133037276,0.007142092355697409,0.012155017258696905,0.013745774550942474,0.01265467820305609,0.008092467866192839,0.00563087292806412,50.0
4.75,79.11,63.1,5.0,760.0,MEAN,7.97316106927442e-05,0.00046978325931893155,0.0014286224143820775,0.005676760157648127,0.009631219631576532,0.010880371992474495,0.009838222022811052,0.006244742088276832,0.004399055742786782,50.0
4.75,92.35,79.43,5.0,760.0,MEAN,6.491513411817491e-05,0.00037688711231664227,0.0010972146451642508,0.004268532067525608,0.007180841571790571,0.00805779751495159,0.007102323423391271,0.004489810485741818,0.0032192440843713194,50.0
4.75,110.21,100.0,5.0,760.0,MEAN,5.109797943232399e-05,0.0002917408085329853,0.0008080231271637104,0.003055069774081873,0.00507002901092626,0.0056278137794251865,0.004806942227977954,0.003029576868757425,0.0022250207767178396,50.0
4.75,133.8,125.89,5.0,760.0,MEAN,3.895315933575686e-05,0.00021852518444117003,0.0005727745968297023,0.002088378804178797,0.0033905564081516118,0.0037015698531098797,0.003039774030887204,0.001917066480398505,0.0014500364548546139,50.0
4.75,164.48,158.49,5.0,760.0,MEAN,2.8776391530237136e-05,0.00015887178598196123,0.00039248877037520463,0.0013674394416034019,0.002147522344531517,0.0022862037494965153,0.0017865428051373304,0.0011359638612574122,0.0008906201404149225,50.0
4.75,203.96,199.53,5.0,760.0,MEAN,2.061866182641371e-05,0.0001123727266701677,0.0002602315775519673,0.0008579892215996289,0.0012838227121392115,0.0013144141985285496,0.0009674047712521605,0.0006263096980110435,0.0005138349997195781,50.0
4.75,254.36,251.19,5.0,760.0,MEAN,1.4316815630210113e-05,7.710074286326116e-05,0.00016702951568578465,0.000514344857826067,0.0007186959869068438,0.0006980977194046896,0.00047661535794588366,0.00031743765710002907,0.0002763430937170186,50.0
4.75,318.39,316.23,5.0,760.0,MEAN,9.57411552364977e-06,5.1189753891492e-05,0.00010339922399596193,0.00029235263826077204,0.0003721964177369438,0.0003373221232530987,0.00020985759663085765,0.00014612533331973714,0.00013694788740293578,50.0
4.75,399.46,398.11,5.0,760.0,MEAN,6.125435291358415e-06,3.2794073409370174e-05,6.148888764256907e-05,0.000156526438692112,0.000176206961602586,0.0001451056171067592,8.048620069034787e-05,5.974517291837682e-05,6.130533872423305e-05,50.0
4.75,501.89,501.19,5.0,760.0,MEAN,3.722983893582416e-06,2.006801507140563e-05,3.474173137615802e-05,7.760040380762035e-05,7.426593179118252e-05,5.405515644995998e-05,2.602315775519673e-05,2.1097928446513337e-05,2.429983735526403e-05,50.0
4.75,631.15,630.96,5.0,760.0,MEAN,2.123049155420047e-06,1.1634961990078162e-05,1.8518046427679177e-05,3.5149617861349186e-05,2.7216225724380903e-05,1.6876303324784712e-05,6.808645154053627e-06,6.218229466739406e-06,8.264799906186108e-06,50.0
4.75,794.11,794.33,5.0,760.0,MEAN,1.1165892532108315e-06,6.298787047564663e-06,9.147874146624994e-06,1.4174055360393202e-05,8.37696868961368e-06,4.204289946107998e-06,1.362340860538512e-06,1.4592139007714153e-06,2.3229135331637206e-06,50.0
5.0,50.01,1.0,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.01,1.26,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.01,1.58,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.01,2.0,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.01,2.51,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.01,3.16,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.004374582553675312,0.016295065083387295,0.02600276343093717,0.028643828422550005,0.026798142077059956,0.017549316025350148,0.012246791717864918,50.0
5.0,50.03,3.98,5.0,760.0,MEAN,0.00021770941147078768,0.0013919126307148722,0.0043725431212493565,0.016284867921257516,0.02599256626880739,0.02862343409829045,0.0267777477528004,0.017539118863220366,0.012246791717864918,50.0
5.0,50.07,5.01,5.0,760.0,MEAN,0.00021750546822819208,0.0013898731982889163,0.004366424823971489,0.016264473596997956,0.025951777620288274,0.02858264544977133,0.02673695910428128,0.01750852737683103,0.01222639739360536,50.0
5.0,50.16,6.31,5.0,760.0,MEAN,0.00021689363850040534,0.0013868140496499826,0.004354188229415753,0.01621348778634906,0.02587020032325004,0.028501068152733094,0.026655381807243046,0.01744734440405235,0.012185608745086242,50.0
5.0,50.32,7.94,5.0,760.0,MEAN,0.00021617983715132078,0.001380695752372115,0.00433175447273024,0.016121713327181045,0.02573763721556291,0.028348110720786406,0.026502424375296353,0.01734537278275456,0.012114228610177788,50.0
5.0,50.59,10.0,5.0,760.0,MEAN,0.0002146502628318539,0.0013704985902423356,0.004294024972850056,0.015978953057364135,0.02550310248657799,0.028093181667541926,0.026247495322051874,0.01717202102654831,0.012002059826750216,50.0
5.0,51.05,12.59,5.0,760.0,MEAN,0.00021230491554200467,0.001354183130834689,0.004231822283858403,0.015734221166249434,0.02511561032564637,0.027664900858091195,0.025819214512601146,0.016876303324784715,0.01179811658415463,50.0
5.0,51.8,15.85,5.0,760.0,MEAN,0.00020853196555398632,0.0013276705092972628,0.004131890094986565,0.01533653184318804,0.024493583435729837,0.0269714938332662,0.02513600464990593,0.01641743102894465,0.01149220172026125,50.0
5.0,53.02,19.95,5.0,760.0,MEAN,0.00020261761151871434,0.0012868818607781455,0.003977912946826898,0.014724702115401283,0.023535050195530583,0.02592118613389894,0.024085696950538665,0.015703629679860096,0.011012935100161627,50.0
5.0,54.96,25.12,5.0,760.0,MEAN,0.00019374608046580637,0.0012256988879994699,0.0037515359475457978,0.013847746172240267,0.022138038983750823,0.024381414652302265,0.022556122631071776,0.014673716304752388,0.010319528075336634,50.0
5.0,57.96,31.62,5.0,760.0,MEAN,0.00018140751428877345,0.0011410624423223018,0.0034405225025875303,0.012624086716666753,0.02021077534122254,0.022260404929308173,0.02046570439446702,0.013256310768713067,0.009367113132415249,50.0
5.0,62.5,39.81,5.0,760.0,MEAN,0.00016519402650242438,0.0010309330913206853,0.00304181346331316,0.011084315235070079,0.017763456430075514,0.019568354127046446,0.017824639402854187,0.01149220172026125,0.008165887433527249,50.0
5.0,69.18,50.12,5.0,760.0,MEAN,0.00014530956034935477,0.0008952088633733232,0.002573763721556291,0.0092539246327747,0.014806279412439519,0.016295065083387295,0.01464312481836305,0.009379349726970986,0.0067321664380802825,50.0
5.0,78.71,63.1,5.0,760.0,MEAN,0.00012328369014903153,0.000748165785461906,0.0020802210744749737,0.007355213044209797,0.011736933611375955,0.012899410094170793,0.01138003293683368,0.0072359062472913795,0.00526173565896611,50.0
5.0,91.91,79.43,5.0,760.0,MEAN,0.00010037066684341748,0.000600510877822702,0.0015989150219493915,0.005531960455405261,0.008751204539776581,0.009561878929094034,0.008230129554944858,0.005205651267252324,0.003850448420204657,50.0
5.0,109.74,100.0,5.0,760.0,MEAN,7.898721785727033e-05,0.0004646846782540419,0.0011757327935635513,0.003958538338780317,0.006179480250646245,0.00667914119500543,0.005572749103924378,0.0035129223537089626,0.0026584001672334593,50.0
5.0,133.31,125.89,5.0,760.0,MEAN,6.023463670060622e-05,0.00034792717186806914,0.0008327002595177762,0.002704287396817466,0.004132909811199543,0.004390898013082959,0.0035220997996257644,0.0022209419118659275,0.0017324978458495002,50.0
5.0,163.99,158.49,5.0,760.0,MEAN,4.448002121009723e-05,0.00025278764919722845,0.0005706331927824486,0.0017681879133037276,0.002615572086288386,0.0027093859778823553,0.002070023912345194,0.0013154339147415275,0.0010645837263489571,50.0
5.0,203.45,199.53,5.0,760.0,MEAN,3.18457373313007e-05,0.00017865428051373302,0.000378008800150918,0.001109451239719986,0.001564244670708142,0.0015571066572172964,0.0011206681180627432,0.000725528085533796,0.0006135632453488194,50.0
5.0,253.85,251.19,5.0,760.0,MEAN,2.2117644659491264e-05,0.00012246791717864918,0.00024248851544615135,0.0006652628573468003,0.0008752224255989558,0.0008274997068315888,0.0005518704144636548,0.0003679136096424365,0.00032977622327706204,50.0
5.0,317.87,316.23,5.0,760.0,MEAN,1.477568792605018e-05,8.129177649860044e-05,0.00015010222655035104,0.00037780485690832243,0.00045295794180479575,0.00040003467035124127,0.00024320231679523588,0.00016927289135433611,0.0001634605089403619,50.0
5.0,398.94,398.11,5.0,760.0,MEAN,9.459907307796242e-06,5.206670983465302e-05,8.916398566279005e-05,0.00020210775341222538,0.0002143443479679605,0.0001720261251293765,9.332442781174e-05,6.907557626712485e-05,7.308306098412811e-05,50.0
5.0,501.37,501.19,5.0,760.0,MEAN,5.7471205763436045e-06,3.18457373313007e-05,5.03535865968501e-05,0.000100207512249341,9.031626498345511e-05,6.406876966140322e-05,3.0163205579887117e-05,2.4412006138691602e-05,2.894974328644338e-05,50.0
5.0,630.63,630.96,5.0,760.0,MEAN,3.276348192298084e-06,1.8446666292770722e-05,2.685932504983863e-05,4.5418160126036926e-05,3.3069396786874216e-05,1.9976240612237616e-05,7.884445758745341e-06,7.1889993014943945e-06,9.852498049792744e-06,50.0
5.0,793.59,794.33,5.0,760.0,MEAN,1.7223006837197208e-06,9.990159738544763e-06,1.3266507930842847e-05,1.8283511698694255e-05,1.0174728373093769e-05,4.9762151193322895e-06,1.5754615490508992e-06,1.6866106162654934e-06,2.7654703695961414e-06,50.0
5.25,50.01,1.0,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,1.26,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,1.58,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,2.0,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,2.51,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,3.16,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.01,3.98,5.0,760.0,MEAN,0.00033497677596324945,0.0021842321281987224,0.006345693993361648,0.02143443479679605,0.03247796138334702,0.034955871780883385,0.032070074898155845,0.020975562500955985,0.015000025492905326,50.0
5.25,50.04,5.01,5.0,760.0,MEAN,0.00033467086109935606,0.0021821926957727666,0.00633957569608378,0.021414040472536495,0.0324371727348279,0.034915083132364265,0.03203948341176651,0.020955168176696428,0.014989828330775544,50.0
5.25,50.11,6.31,5.0,760.0,MEAN,0.0003341610029928671,0.002178113830920855,0.006325299669102089,0.021363054661887596,0.032365792599919445,0.03484370299745581,0.03195790611472827,0.020893985203917748,0.01494903968225643,50.0
5.25,50.25,7.94,5.0,760.0,MEAN,0.00033303931515859137,0.0021699561012170315,0.006297767331351685,0.021261083040589806,0.032223032330102534,0.034680548403379335,0.03180494868278159,0.020792013582619957,0.014877659547347974,50.0
5.25,50.49,10.0,5.0,760.0,MEAN,0.0003311018543539333,0.00215568007423534,0.006248820953128745,0.021087731284383557,0.03195790611472827,0.034395027863745514,0.031529625305277545,0.02059826750215415,0.014745096439660843,50.0
5.25,50.91,12.59,5.0,760.0,MEAN,0.00032763481922980833,0.002132226601336848,0.006164184507451576,0.02078181642049018,0.0314990338188882,0.03391576124364589,0.031050358685177915,0.020282155476130995,0.0145207588728057,50.0
5.25,51.63,15.85,5.0,760.0,MEAN,0.0003221283516797276,0.0020924576690307087,0.006027542534912534,0.02029235263826077,0.030764838145544097,0.033120382597523104,0.03027537436331469,0.019751903045382473,0.014163858198263424,50.0
5.25,52.8,19.95,5.0,760.0,MEAN,0.0003133587922481174,0.002030254980039055,0.005811362697761213,0.019517368316397547,0.02960236166274926,0.03187632881769004,0.029061912069870955,0.01893613007500013,0.013592817118995784,50.0
5.25,54.68,25.12,5.0,760.0,MEAN,0.0003002044531007021,0.0019364410884450858,0.005491171806886143,0.018375286157862266,0.02788923842494634,0.03004083963432977,0.0272672115350298,0.017722667781556393,0.012756649824353882,50.0
5.25,57.62,31.62,5.0,760.0,MEAN,0.00028144167478190825,0.001804897696970933,0.005044536105601812,0.0167845288656167,0.025513299648707764,0.027481351939755167,0.024789301137493436,0.01605033319227259,0.011604370503688824,50.0
5.25,62.1,39.81,5.0,760.0,MEAN,0.0002566625708065445,0.0016325656569776631,0.004469416161482259,0.014755293601790623,0.02245415100977398,0.024197865733966237,0.02162818087726186,0.0139293234692785,0.010128841143509761,50.0
5.25,68.71,50.12,5.0,760.0,MEAN,0.00022586714117461113,0.001419444968465276,0.0037831471501481137,0.012338566177032932,0.018752581156664103,0.02020057817909276,0.017804245078594627,0.011400427261093238,0.008363712378844968,50.0
5.25,78.19,63.1,5.0,760.0,MEAN,0.00019170664803985052,0.0011859299556933305,0.003057109206507829,0.009809669968847669,0.014867462385218194,0.016009544543753473,0.013857943334370045,0.00880524949906441,0.006539440073827454,50.0
5.25,91.35,79.43,5.0,760.0,MEAN,0.0001562205238282186,0.0009519050848148961,0.002348406438488169,0.007375607368469355,0.01109451239719986,0.011869496719063085,0.010038086400554725,0.00633447711501889,0.004791646484783285,50.0
5.25,109.14,100.0,5.0,760.0,MEAN,0.00012297777528513814,0.0007364390490126598,0.0017273992647846104,0.005277031402160778,0.007838558529161335,0.008300489973640336,0.006802526856775759,0.004275670081016453,0.003309998827326355,50.0
5.25,132.69,125.89,5.0,760.0,MEAN,9.373231429693116e-05,0.0005508506982506769,0.001222639739360536,0.0036036770966639984,0.005240321618493573,0.005460580320496807,0.004301162986340901,0.0027053071130304436,0.00215568007423534,50.0
5.25,163.34,158.49,5.0,760.0,MEAN,6.921833653694177e-05,0.00039993269872994346,0.0008367791243696879,0.0023565641681919922,0.003315097408391245,0.003367102935253119,0.002527876491972284,0.0016019741705883253,0.0013235916444453509,50.0
5.25,202.8,199.53,5.0,760.0,MEAN,4.952761646433798e-05,0.00028246139099488617,0.0005538078752683129,0.00147654907639204,0.0019813086018161145,0.0019364410884450858,0.0013694788740293577,0.0008829722688175881,0.0007634615286565749,50.0
5.25,253.19,251.19,5.0,760.0,MEAN,3.4364436377356184e-05,0.00019374608046580637,0.0003549632137376169,0.0008848077580009484,0.0011074118072940302,0.0010288936588947295,0.0006745422748848995,0.00044734950263341714,0.00041002788923842496,50.0
5.25,317.21,316.23,5.0,760.0,MEAN,2.2953811954133166e-05,0.00012848424283521897,0.00021944292903285017,0.0005021082632703319,0.0005742021995278714,0.0004972136254480378,0.0002970433328404705,0.00020567676015764813,0.0002031274696252033,50.0
5.25,398.27,398.11,5.0,760.0,MEAN,1.4704307791141726e-05,8.224011257666991e-05,0.00013031973201857924,0.0002684912788770885,0.00027124451265212894,0.00021363054661887598,0.00011390230098963458,8.407560176003018e-05,9.083632025207385e-05,50.0
5.25,500.7,501.19,5.0,760.0,MEAN,8.92863516083474e-06,5.028220646194164e-05,7.362351057700642e-05,0.00013317493741491743,0.00011431018747482577,7.957865326079752e-05,3.6770966639984096e-05,2.9673741797657715e-05,3.594499650747197e-05,50.0
5.25,629.96,630.96,5.0,760.0,MEAN,5.088383902759862e-06,2.911289788051985e-05,3.920808838900134e-05,6.023463670060622e-05,4.1828759056354616e-05,2.4799498299623217e-05,9.604707010039106e-06,8.732849647942979e-06,1.222639739360536e-05,50.0
