rup_mag,rup_rake,dist_rjb,damping,site_vs30,result_type,10.000,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga
5.0,0.0,78.46,5.0,760.0,MEAN,1.578520697689833e-06,8.11184247423942e-06,7.278734328236452e-05,0.00033232551380950684,0.001238955198768183,0.0023188346683118088,0.00298266992296044,0.0025890594647509603,0.0014887856709477753,0.0011869496719063084
5.0,0.0,99.03,5.0,760.0,MEAN,1.3337888065751302e-06,6.210071737035583e-06,5.17302034843703e-05,0.00023035389251171398,0.0008469762864994672,0.0015693432517730316,0.0019252242101023284,0.0015591460896432522,0.0008979620971483637,0.0007236925963504357
5.0,0.0,124.92,5.0,760.0,MEAN,1.1859299556933306e-06,5.033319227259054e-06,3.872882176890172e-05,0.0001676413454135714,0.0006016325656569777,0.0010859977668214935,0.0012552706581758298,0.0009342639943303779,0.0005362687564050925,0.00043796811347402017
5.0,0.0,157.52,5.0,760.0,MEAN,1.0319528075336636e-06,3.985050960317743e-06,2.8235941937358834e-05,0.0001178791942202485,0.00040717268384208677,0.0007067653072150022,0.0007597905502898544,0.0005150586591751515,0.00029469798555062127,0.00024371217490172484
5.0,0.0,198.56,5.0,760.0,MEAN,8.774658012675073e-07,3.073424665915476e-06,1.9976240612237616e-05,7.986417380043134e-05,0.00026176115187143416,0.0004310340432257703,0.0004240999729775204,0.0002577842586408203,0.00014704307791141725,0.00012318171852773374
5.0,0.0,250.22,5.0,760.0,MEAN,7.126796612502741e-07,2.276006587366736e-06,1.3572422794736226e-05,5.1189753891492e-05,0.00015540475085783627,0.00023738993438126172,0.0002091437952817731,0.00011135301045718978,6.368127750047162e-05,5.4065353612089756e-05
5.0,0.0,315.26,5.0,760.0,MEAN,5.819520427465037e-07,1.6876303324784714e-06,9.211096551829625e-06,3.215165219519408e-05,8.743046810072757e-05,0.00012012256988879995,9.232510592302162e-05,4.1889942029133293e-05,2.3800176410904845e-05,2.04759015565968e-05
5.0,0.0,397.14,5.0,760.0,MEAN,4.86812520075663e-07,1.2868818607781456e-06,6.347733425787603e-06,2.0282155476130996e-05,4.823257687385601e-05,5.783830360010809e-05,3.722983893582416e-05,1.3949717793538059e-05,7.946648447736995e-06,6.893281599730796e-06
5.0,0.0,500.22,5.0,760.0,MEAN,3.907552528131421e-07,9.382408875609918e-07,4.209388527172887e-06,1.1910285367582201e-05,2.358603600617948e-05,2.3402487087843455e-05,1.221620023147558e-05,3.6271305695624907e-06,2.053708452937548e-06,1.8161145753136903e-06
5.0,0.0,629.99,5.0,760.0,MEAN,2.913329220477941e-07,6.360989736556317e-07,2.5533693972967324e-06,6.13767188591415e-06,9.328363916322088e-06,7.091106545048513e-06,2.757312639892318e-06,5.998990480949152e-07,3.3905564081516114e-07,3.029576868757425e-07
5.0,0.0,793.36,5.0,760.0,MEAN,2.1118322770772895e-07,4.195112500191197e-07,1.5020419817164883e-06,3.0142811255627557e-06,3.4160493134760597e-06,1.930322791167218e-06,5.435087415172358e-07,8.415717905706841e-08,4.746778971412256e-08,4.290965824211122e-08
5.25,0.0,1.0,5.0,760.0,MEAN,2.6869522211968407e-05,0.00042308025676454246,0.008983699836335549,0.03935084865881826,0.10870174830344714,0.15958558733104578,0.2602315775519673,0.4171659027292705,0.2776687247938899,0.17702273457296835
5.25,0.0,1.0,5.0,760.0,MEAN,2.6869522211968407e-05,0.00042308025676454246,0.008983699836335549,0.03935084865881826,0.10870174830344714,0.15958558733104578,0.2602315775519673,0.4171659027292705,0.2776687247938899,0.17702273457296835
5.25,0.0,1.0,5.0,760.0,MEAN,2.6869522211968407e-05,0.00042308025676454246,0.008983699836335549,0.03935084865881826,0.10870174830344714,0.15958558733104578,0.2602315775519673,0.4171659027292705,0.2776687247938899,0.17702273457296835
5.25,0.0,1.0,5.0,760.0,MEAN,2.6227100997792315e-05,0.00040452142168834415,0.008424895351623643,0.0367199808293352,0.10143117170491453,0.1493884252012665,0.24228457220355576,0.3791304879851937,0.24748512488974317,0.15876981436066342
5.25,0.0,1.15,5.0,760.0,MEAN,2.544191951379931e-05,0.00038239357986672313,0.007769217826678836,0.03365063502827163,0.0929777242993275,0.13745774550942474,0.2213803898375082,0.33609846379752517,0.21403843310406714,0.13837549010110486
5.25,0.0,1.8,5.0,760.0,MEAN,2.41672742475769e-05,0.00034517393809302876,0.006699535519264989,0.02884777166514559,0.08033324325840119,0.12032651313139554,0.19180861966114832,0.28103378829671705,0.17590104673869264,0.1151259604452081
5.25,0.0,2.62,5.0,760.0,MEAN,2.2790657360056695e-05,0.0003070365517276542,0.005653306684749634,0.024208062896096016,0.0681170430269256,0.1038071104811531,0.1634605089403619,0.23086375061820297,0.14255632657431438,0.09457867875370285
5.25,0.0,3.65,5.0,760.0,MEAN,2.1546603580223623e-05,0.0002745076045336583,0.004806942227977954,0.020475901556596798,0.058195204274650365,0.09007153309234041,0.14021097928446513,0.19140073317595713,0.116655534764675,0.07838558529161335
5.25,0.0,4.95,5.0,760.0,MEAN,2.0088409395665187e-05,0.0002390214803220264,0.003954459473928406,0.016764134541357143,0.0483345484951538,0.07627477273074904,0.11747130773505735,0.1550988359939429,0.09368132848628227,0.0637424604732503
5.25,0.0,6.58,5.0,760.0,MEAN,1.8405877644251606e-05,0.00020129198044184304,0.0031182921792865044,0.013154339147415275,0.03872882176890171,0.06256978682832567,0.09536386023769584,0.12195805907216022,0.07325641274033437,0.050547332677315905
5.25,0.0,8.64,5.0,760.0,MEAN,1.6876303324784712e-05,0.00016998669270342062,0.0024697526678325423,0.01038071104811531,0.031162527468605487,0.05151606307964494,0.07770237542891814,0.09629180199150578,0.05755278306047427,0.04024819892623883
5.25,0.0,11.23,5.0,760.0,MEAN,1.522436305976047e-05,0.0001406188657696563,0.0019099284669076596,0.008017008866432472,0.02455476640850851,0.04151264703033146,0.06186618264137091,0.07425573462905273,0.04423528931898253,0.031335879224811736
5.25,0.0,14.49,5.0,760.0,MEAN,1.364380292964468e-05,0.0001153299036878037,0.0014622730494103491,0.0061437901831920185,0.01918086196611483,0.033150974083912446,0.04879342079099387,0.05669622144157281,0.033701620838920525,0.0241672742475769
5.25,0.0,18.59,5.0,760.0,MEAN,1.209383428591823e-05,9.343659659516757e-05,0.0011023132262291404,0.0046254327420678825,0.014714504953271505,0.025931383296028714,0.03768871123166423,0.04229782851432446,0.025125807487776153,0.0182121315637858
5.25,0.0,23.76,5.0,760.0,MEAN,1.0605048614970454e-05,7.497973314026707e-05,0.0008259701325121219,0.003450719664717309,0.011165892532108314,0.02004762074714607,0.028633631260420223,0.03098917571239924,0.018375286157862266,0.01351123982195755
5.25,0.0,30.26,5.0,760.0,MEAN,9.166229038458597e-06,5.9459652378743e-05,0.0006112178980589702,0.0025370539378890855,0.008309667419557137,0.015173377249111573,0.021301871689108923,0.02217882763226994,0.013133944823155717,0.009749506712281973
5.25,0.0,38.45,5.0,760.0,MEAN,7.884445758745341e-06,4.667241106799978e-05,0.0004478593607399061,0.0018467060617030281,0.006106060683311835,0.011278061315535888,0.015479292113004951,0.015469094950875171,0.009127479822365437,0.0069024590456475965
5.25,0.0,48.76,5.0,760.0,MEAN,6.697496086839033e-06,3.625091137136535e-05,0.000324371727348279,0.0013246113606583288,0.0044041543238516724,0.008215853527963168,0.010982343613772287,0.010482682669413101,0.006193756277627936,0.004727404363365675
5.25,0.0,61.73,5.0,760.0,MEAN,5.597222293035848e-06,2.7766872479388986e-05,0.00023106769386079854,0.000930287101099764,0.0031019767198788577,0.005799126103205479,0.007513269057221376,0.006803546572988737,0.004019721311558993,0.0031080950171567256
5.25,0.0,78.07,5.0,760.0,MEAN,4.622373593428949e-06,2.0944971014566647e-05,0.00016254276434868176,0.000646296135785411,0.002132226601336848,0.003969755217123075,0.004945623632942952,0.004234881432497336,0.002497285005582946,0.0019547959802786886
5.25,0.0,98.64,5.0,760.0,MEAN,3.924887703752046e-06,1.6284867921257516e-05,0.00011736933611375954,0.0004563230053076229,0.0014867462385218194,0.002727740869715958,0.003242697557269812,0.002600276343093717,0.0015285546032539146,0.0012155017258696904
5.25,0.0,124.53,5.0,760.0,MEAN,3.4660154079119784e-06,1.3195127795934393e-05,8.82564382332397e-05,0.00033344720164378257,0.0010574457128581115,0.001889534142648101,0.002119990006781113,0.0015713826841989875,0.000924372747064492,0.0007412317152136561
5.25,0.0,157.13,5.0,760.0,MEAN,2.9969459499421312e-06,1.0441894020893986e-05,6.480296533474734e-05,0.00023586036006179481,0.0007183900720429504,0.0012297777528513815,0.0012858621445651674,0.0008696139864275772,0.0005117955672936222,0.0004160442148949947
5.25,0.0,198.16,5.0,760.0,MEAN,2.519718762268461e-06,8.041482055543943e-06,4.6121764312991696e-05,0.00016050333192272592,0.00046223735934289485,0.0007501032462665641,0.000719613731498524,0.00043857994320180694,0.00025758031539822466,0.00021189702905681352
5.25,0.0,249.83,5.0,760.0,MEAN,2.0384127097428785e-06,5.923531481188785e-06,3.148883665675843e-05,0.0001036031672385575,0.00027573126398923177,0.0004136988676051455,0.00035506518535891464,0.00019068693182687258,0.00011206681180627431,9.320206186618263e-05
5.25,0.0,314.86,5.0,760.0,MEAN,1.6458219677463761e-06,4.393957161721894e-06,2.1403843310406717e-05,6.55167666838319e-05,0.000156016580585623,0.00021016351149475101,0.00015673038193470757,7.21041334196693e-05,4.229782851432447e-05,3.5628884481448814e-05
5.25,0.0,396.74,5.0,760.0,MEAN,1.3674394416034018e-06,3.3365114488637815e-06,1.492864535799687e-05,4.15942243273697e-05,8.625779445580295e-05,0.00010067658170731086,6.340595412296758e-05,2.420806289609602e-05,1.4174055360393202e-05,1.2114228610177788e-05
5.25,0.0,499.82,5.0,760.0,MEAN,1.0890569154604274e-06,2.433042884165337e-06,9.905523292867596e-06,2.4575160732768073e-05,4.222644837941601e-05,4.098239459958294e-05,2.0893985203917753e-05,6.330398250166979e-06,3.7025895693228577e-06,3.199869476324739e-06
5.25,0.0,629.59,5.0,760.0,MEAN,8.053718650099677e-07,1.6458219677463761e-06,6.043857994320181e-06,1.2715861175834766e-05,1.6794726027746477e-05,1.2409946311941388e-05,4.723325498513764e-06,1.0523471317932218e-06,6.155007061534776e-07,5.382062172097505e-07
5.25,0.0,792.97,5.0,760.0,MEAN,5.795047238353566e-07,1.0839583343955377e-06,3.576144758913595e-06,6.2783927233051045e-06,6.1754013857943336e-06,3.3823986784477883e-06,9.332442781174e-07,1.4857265223088413e-07,8.685942702145992e-08,7.68866024585358e-08
5.5,0.0,1.0,5.0,760.0,MEAN,6.348753142000582e-05,0.0008166907149740227,0.013582619956866005,0.0523216388878975,0.13348085227881082,0.2005781790927585,0.31213513279254385,0.46009595529564123,0.3064247219998674,0.19568354127046445
5.5,0.0,1.0,5.0,760.0,MEAN,6.348753142000582e-05,0.0008166907149740227,0.013582619956866005,0.0523216388878975,0.13348085227881082,0.2005781790927585,0.31213513279254385,0.46009595529564123,0.3064247219998674,0.19568354127046445
5.5,0.0,1.0,5.0,760.0,MEAN,6.348753142000582e-05,0.0008166907149740227,0.013582619956866005,0.0523216388878975,0.13348085227881082,0.2005781790927585,0.31213513279254385,0.46009595529564123,0.3064247219998674,0.19568354127046445
5.5,0.0,1.0,5.0,760.0,MEAN,6.335496831231868e-05,0.0008136315663350891,0.01351123982195755,0.05201572402400412,0.13266507930842847,0.19945649125848278,0.3101976719878858,0.4564249769289207,0.3034675449822315,0.19395002370840195
5.5,0.0,1.0,5.0,760.0,MEAN,6.123395858932459e-05,0.0007625437840648948,0.01237935482555205,0.04718226917448874,0.12032651313139554,0.1817134291526668,0.27960618559854794,0.398199181167881,0.2574783437769269,0.16641768595799789
5.5,0.0,1.25,5.0,760.0,MEAN,5.8888611299475364e-05,0.0007063574207298109,0.011135301045718977,0.04209388527172888,0.10768203209046923,0.16376642380425527,0.24942258569440126,0.3445621083652419,0.21781138309208548,0.14245435495301656
5.5,0.0,2.07,5.0,760.0,MEAN,5.548275914812908e-05,0.0006257998399045546,0.009348758240581645,0.03517001218560875,0.09092809471124187,0.14061886576965632,0.21148914257162232,0.28215547613099273,0.17569710349609705,0.1165535631433772
5.5,0.0,3.1,5.0,760.0,MEAN,5.247459631984419e-05,0.000559110399575798,0.007946648447736996,0.029755319094695948,0.07771257259104791,0.12206003069345801,0.18140751428877344,0.2344327573636257,0.14388195765118567,0.09662830834178848
5.5,0.0,4.39,5.0,760.0,MEAN,4.933387038387217e-05,0.0004945623632942952,0.006677101762579475,0.024901469920921012,0.06582268154772526,0.10503076993672661,0.15458897788745393,0.19364410884450858,0.11757327935635513,0.07991515961108024
5.5,0.0,6.03,5.0,760.0,MEAN,4.526520269409023e-05,0.0004186954770487374,0.005308642604763095,0.019751903045382473,0.05319859483105852,0.08662489229247501,0.12654678203056088,0.15367123329577378,0.09316127321766353,0.0640381781750139
5.5,0.0,8.09,5.0,760.0,MEAN,4.1624815813759036e-05,0.00035608490157189256,0.004248137743266049,0.01577500981476855,0.04325636175452372,0.07183900720429505,0.10421499696634427,0.12277383204254257,0.0742761289533123,0.05163842902520229
5.5,0.0,10.67,5.0,760.0,MEAN,3.786206298787048e-05,0.0002986748787812352,0.003348748043419516,0.012399749149811607,0.03464995691699,0.05874585102965845,0.08429993932688533,0.09654673104475026,0.0583277673823375,0.04105377473449139
5.5,0.0,13.93,5.0,760.0,MEAN,3.419108462114993e-05,0.00024819892623882775,0.0026145523700754083,0.009644475942345247,0.027481351939755167,0.047600352821809695,0.06745422748848996,0.07509190192369464,0.045356977153258246,0.03234539827565988
5.5,0.0,18.04,5.0,760.0,MEAN,3.0540500578688956e-05,0.00020373929935299008,0.0020159789530573642,0.007439849489886965,0.021505814931704507,0.037902851636389595,0.05302524307485227,0.05728765684510001,0.03458877394421133,0.024962652893699686
5.5,0.0,23.2,5.0,760.0,MEAN,2.7083662616693775e-05,0.00016662162920059347,0.0015448700626615613,0.005681858738713017,0.01664176859579979,0.029887882202383077,0.041186337842178525,0.043011629863409014,0.02597217194454783,0.018956524399259687
5.5,0.0,29.71,5.0,760.0,MEAN,2.3779782086645287e-05,0.00013460254011308655,0.0011726736449246173,0.0042899461079981445,0.012715861175834767,0.023106769386079855,0.031335879224811736,0.03166218841296468,0.019089087506946815,0.01409247806335497
5.5,0.0,37.9,5.0,760.0,MEAN,2.0710436285581725e-05,0.00010778400371176702,0.0008813407228768234,0.0032049680573896285,0.009595529564122305,0.017600301835999043,0.023392289925713676,0.022719277225148243,0.013694788740293576,0.010268542264687737
5.5,0.0,48.2,5.0,760.0,MEAN,1.7834836564983965e-05,8.588049945700112e-05,0.0006560854114299991,0.0023688007627477273,0.007092126261261491,0.013133944823155717,0.016988472108212284,0.015815798463287668,0.009591450699270395,0.007241004828356269
5.5,0.0,61.18,5.0,760.0,MEAN,1.520396873550091e-05,6.703614384116901e-05,0.0004824277403598579,0.0017212809675067429,0.005139369713408759,0.009495597375250468,0.01195107401610132,0.010625442939230012,0.006406876966140324,0.004912992714127658
5.5,0.0,77.52,5.0,760.0,MEAN,1.2797438472873e-05,5.181178078140854e-05,0.0003496606894301316,0.0012236594555735138,0.0036373277316922702,0.006668944032875651,0.008094507298618794,0.006806605721627671,0.0041125154869399855,0.003185593449343048
5.5,0.0,98.09,5.0,760.0,MEAN,1.0880371992474495e-05,4.0737662708468234e-05,0.00025727440053433133,0.0008860314174565218,0.002576822870195225,0.004655004512244243,0.005385121320736439,0.0042634334864607186,0.0025778425864082027,0.002021077534122254
5.5,0.0,123.98,5.0,760.0,MEAN,9.572076091223812e-06,3.291643935492753e-05,0.0001945618534361887,0.0006493552844243448,0.0018395680482121827,0.003227401814075143,0.003527198380690654,0.0025921186133898936,0.0015683235355600537,0.0012440537798330724
5.5,0.0,156.57,5.0,760.0,MEAN,8.215853527963168e-06,2.597217194454783e-05,0.00014306618468080335,0.0004623393309641927,0.0012491523608979622,0.0021067336960123996,0.0021424237634666272,0.0014449378737897245,0.000872163276960022,0.0007023805274991969
5.5,0.0,197.61,5.0,760.0,MEAN,6.847394370146788e-06,1.9945649125848278e-05,0.00010258345102557959,0.0003171317422361357,0.0008090428433766883,0.0012879015769911232,0.0012012256988879995,0.000731442439569068,0.00044296472291761207,0.0003601637664238043
5.5,0.0,249.27,5.0,760.0,MEAN,5.462619752922762e-06,1.4765490763920401e-05,7.026864423630903e-05,0.0002058807034002437,0.00048405928630062254,0.0007075810801853844,0.0005938827224383455,0.00032059877736026064,0.00019374608046580637,0.0001591777008458546
5.5,0.0,314.31,5.0,760.0,MEAN,4.392937445508915e-06,1.0900766316734053e-05,4.800823930700086e-05,0.0001306256468824726,0.00027471154777625385,0.0003598578515599109,0.00026329072619090104,0.00012195805907216022,7.359291909061709e-05,6.133593021062239e-05
5.5,0.0,396.19,5.0,760.0,MEAN,3.621012272284623e-06,8.248484446778462e-06,3.369142367679075e-05,8.346377203224343e-05,0.00015203968735500912,0.00017263795485716326,0.0001067642874987891,4.1176140680048746e-05,2.492186424518057e-05,2.0955168176696424e-05
5.5,0.0,499.27,5.0,760.0,MEAN,2.860303977403089e-06,6.027542534912534e-06,2.2515333982552657e-05,4.9568405112857096e-05,7.501032462665641e-05,7.040120734399617e-05,3.523119515838742e-05,1.0859977668214936e-05,6.574110425068703e-06,5.60639973895265e-06
5.5,0.0,629.04,5.0,760.0,MEAN,2.098575966308576e-06,4.0696874059949115e-06,1.3817154685850927e-05,2.5839608836860703e-05,2.9836896391734183e-05,2.1373251824017375e-05,7.9833582314042e-06,1.8140751428877343e-06,1.0992540775902066e-06,9.474183334777931e-07
5.5,0.0,792.41,5.0,760.0,MEAN,1.4979631168645766e-06,2.675735342854084e-06,8.220952109028058e-06,1.2828029959262337e-05,1.1002737938031845e-05,5.831757022020772e-06,1.581579846328767e-06,2.577842586408203e-07,1.5622052382821862e-07,1.3613211443255342e-07
5.75,0.0,1.0,5.0,760.0,MEAN,0.0001406188657696563,0.0014898053871607532,0.019884466153069602,0.06792329694645981,0.16284867921257515,0.2472811816471476,0.3669958650507564,0.4973155970693356,0.3315097408391245,0.21383448986147155
5.75,0.0,1.0,5.0,760.0,MEAN,0.0001406188657696563,0.0014898053871607532,0.019884466153069602,0.06792329694645981,0.16284867921257515,0.2472811816471476,0.3669958650507564,0.4973155970693356,0.3315097408391245,0.21383448986147155
5.75,0.0,1.0,5.0,760.0,MEAN,0.0001406188657696563,0.0014898053871607532,0.019884466153069602,0.06792329694645981,0.16284867921257515,0.2472811816471476,0.3669958650507564,0.4973155970693356,0.3315097408391245,0.21383448986147155
5.75,0.0,1.0,5.0,760.0,MEAN,0.0001406188657696563,0.0014898053871607532,0.019884466153069602,0.06792329694645981,0.16284867921257515,0.2472811816471476,0.3669958650507564,0.4973155970693356,0.3315097408391245,0.21383448986147155
5.75,0.0,1.0,5.0,760.0,MEAN,0.00013919126307148722,0.0014612533331973712,0.019344016560191298,0.06591445600689329,0.15805601301157887,0.2402451397775999,0.355371100222808,0.4767173295671815,0.3150923098101798,0.20394324259558566
5.75,0.0,1.0,5.0,760.0,MEAN,0.0001347045117343843,0.0013715183064553136,0.017681879133037277,0.05977576440476615,0.1435760427872923,0.2189330709263612,0.32008891925377164,0.4156363284098036,0.26696170455762164,0.1745754156618213
5.75,0.0,1.29,5.0,760.0,MEAN,0.0001275664982435388,0.0012287580366384036,0.015112194276332898,0.05077167024417105,0.12267186042124477,0.18976918723519245,0.27440563291236053,0.3442561935013486,0.2175054682281921,0.14418787251507906
5.75,0.0,2.32,5.0,760.0,MEAN,0.00012042848475269333,0.0010921160640993612,0.01277704414861344,0.042705714999515636,0.1039090821024509,0.1633585373190641,0.23382092763583898,0.28378702207175743,0.17712470619426612,0.11900088205452423
5.75,0.0,3.62,5.0,760.0,MEAN,0.00011410624423223018,0.0009802531955356824,0.01095175212738295,0.03641406596544182,0.08916398566279005,0.1423523833317188,0.201801838548332,0.23769584924515508,0.14673716304752388,0.0998200200884094
5.75,0.0,5.25,5.0,760.0,MEAN,0.00010482682669413103,0.0008342298338372432,0.008782815742378896,0.02915368652903897,0.07262418868828806,0.1181851090841419,0.16600979947280672,0.190482988584277,0.11726736449246175,0.08077172122998169
5.75,0.0,7.31,5.0,760.0,MEAN,9.656712536900981e-05,0.000713189519356763,0.007091106545048513,0.023494261547011466,0.05954122967578123,0.0986881350920039,0.13755971713072254,0.1537732049170716,0.09443591848388594,0.0658532730341146
5.75,0.0,9.9,5.0,760.0,MEAN,8.84501843137055e-05,0.0006056094588875916,0.00569001646841684,0.018823961291572558,0.04847730876497071,0.0818526204157383,0.11318849964055004,0.12318171852773373,0.07562215435444315,0.05335155226300521
5.75,0.0,13.16,5.0,760.0,MEAN,8.03740319069203e-05,0.0005087364186546885,0.004514283674853288,0.01492864535799687,0.03900414514640576,0.0671381154624668,0.0921415570046856,0.0974542784743006,0.059918524674583064,0.04276689797229431
5.75,0.0,17.26,5.0,760.0,MEAN,7.257320287763915e-05,0.000424303916220116,0.00355371100222808,0.011747130773505733,0.03112173882008637,0.05446304293515115,0.07375607368469356,0.07618299827158101,0.04678457985142735,0.03383418394660766
5.75,0.0,22.43,5.0,760.0,MEAN,6.512927452290028e-05,0.00035210800834127863,0.002784844977642722,0.009181524781653266,0.024656738029806304,0.04371523405036378,0.05841954184150551,0.05869486521900955,0.036077559615159106,0.026380058429739006
5.75,0.0,28.93,5.0,760.0,MEAN,5.80320496805739e-05,0.000289905319349625,0.0021638378039391636,0.007100283990965315,0.019282833587412625,0.03460916826847088,0.04550993458520494,0.044327063778150544,0.02729780302141914,0.020180183854833198
5.75,0.0,37.12,5.0,760.0,MEAN,5.125093686427068e-05,0.00023677810465347495,0.0016753937379227362,0.0054575211718578725,0.014857265223088416,0.026910310860487528,0.0347009427276389,0.0326819046259426,0.020119000882054525,0.015030616979294663
5.75,0.0,47.43,5.0,760.0,MEAN,4.4857316208899066e-05,0.0001921145345250417,0.0012787241310743221,0.004144126689542301,0.011308652801925225,0.020547281691505253,0.02587020032325004,0.02344327573636257,0.01447997022428658,0.01095175212738295
5.75,0.0,60.41,5.0,760.0,MEAN,3.882059622806973e-05,0.00015428306302356053,0.0009677106861160539,0.0031019767198788577,0.008422855919197687,0.015254954546149809,0.018671003859625866,0.016233882110608618,0.01005542157617535,0.007656029327038285
5.75,0.0,76.74,5.0,760.0,MEAN,3.3181565570301786e-05,0.00012206003069345802,0.0007251201990486047,0.0022811051684316257,0.006129514156210327,0.010982343613772287,0.012980987391209028,0.010717217398398026,0.006646510276190136,0.00513834999719578
5.75,0.0,97.31,5.0,760.0,MEAN,2.8511265314862872e-05,9.73115182044837e-05,0.0005431008550320445,0.001676413454135714,0.004418430350833363,0.007792671299577328,0.00877159886403614,0.006850453518785722,0.004255275756756894,0.003324274854308046
5.75,0.0,123.2,5.0,760.0,MEAN,2.4819892623882775e-05,7.837538812948357e-05,0.00041227126490697637,0.001238955198768183,0.0031641794088705117,0.005407555077421954,0.005781790927584853,0.00420327022989502,0.0026084340727975403,0.0020618661826413706
