rup_mag,rup_rake,dist_rjb,damping,site_vs30,result_type,10.000,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga
5.0,0.0,14.88,5.0,760.0,MEAN,6.644470843764181e-06,6.633253965421423e-05,0.0010197162129779282,0.004938485619452106,0.017151626702288755,0.029316841123115438,0.04495928783019686,0.054381465638112914,0.031825343007041144,0.023055783575430956
5.0,0.0,18.98,5.0,760.0,MEAN,5.856230211132242e-06,5.322918631744786e-05,0.0007604023800176411,0.0036618009208037408,0.012950395904819688,0.022688685738758905,0.03429305624244773,0.03994228406234545,0.023259726818026544,0.017100640891639856
5.0,0.0,24.15,5.0,760.0,MEAN,5.11387680808431e-06,4.223664554154579e-05,0.0005606399738952649,0.0026838930725579073,0.009684244874651384,0.017324978458495,0.025768228701952247,0.028755997205977577,0.016764134541357143,0.012491523608979621
5.0,0.0,30.65,5.0,760.0,MEAN,4.418430350833364e-06,3.3212157056691125e-05,0.0004075805703272779,0.0019445988181489092,0.007120678315224873,0.012919804418430351,0.018864749940091675,0.020271958314001214,0.011716539287116396,0.008864393039417131
5.0,0.0,38.84,5.0,760.0,MEAN,3.794364028490871e-06,2.586000316112026e-05,0.0002943920706867279,0.0014000703604186955,0.005166902051159163,0.009549642334538299,0.013572422794736225,0.01393952063140828,0.008058817231164566,0.00616724365609051
5.0,0.0,49.15,5.0,760.0,MEAN,3.2192440843713196e-06,1.9945649125848278e-05,0.0002102654831160488,0.0009881050103756125,0.0036913726909801005,0.006894301315943773,0.009540464888621496,0.009298792146145728,0.005372884726180705,0.004172678743505682
5.0,0.0,62.12,5.0,760.0,MEAN,2.7053071130304437e-06,1.5295743194668924e-05,0.00014887856709477752,0.0006898380180795685,0.0025819214512601144,0.004841612579219203,0.006490493695604514,0.005979615872902571,0.0034496999485043316,0.002711425410308311
5.0,0.0,78.46,5.0,760.0,MEAN,2.2566319793201554e-06,1.1594173341559044e-05,0.00010411302534504648,0.0004750857836264168,0.0017712470619426616,0.003315097408391245,0.004264453202673696,0.0037015698531098797,0.0021291674526979143,0.0016978274946082507
5.0,0.0,99.03,5.0,760.0,MEAN,1.9700917234733573e-06,9.178465633014333e-06,7.644812448695527e-05,0.00034038127189203244,0.001252211509536896,0.0023188346683118088,0.00284500823420842,0.002304558641330118,0.0013266507930842846,0.0010696823074138467
5.0,0.0,124.92,5.0,760.0,MEAN,1.8263117374434697e-06,7.755961515910123e-06,5.9673792783468365e-05,0.00025829411674730925,0.0009270240092182346,0.0016733543054967804,0.00193440165601913,0.0014398392927248347,0.0008263780189973131,0.000674848189748793
5.0,0.0,157.52,5.0,760.0,MEAN,1.6764134541357142e-06,6.471119087557933e-06,4.5846440935487654e-05,0.00019150270479725492,0.0006613879357374843,0.001148200455813147,0.0012338566177032932,0.0008364732095057946,0.0004786547903718395,0.00039575186225673396
5.0,0.0,198.56,5.0,760.0,MEAN,1.522436305976047e-06,5.3331157938745656e-06,3.466015407911978e-05,0.00013857943334370044,0.0004541816012603693,0.0007478598705980127,0.0007359291909061708,0.00044734950263341714,0.0002551329964870776,0.00021383448986147155
5.0,0.0,250.22,5.0,760.0,MEAN,1.3439859687049094e-06,4.290965824211122e-06,2.560507410787578e-05,9.653653388262047e-05,0.0002929644679885588,0.0004475534458760127,0.00039432425955856484,0.00020995956825215544,0.00012012256988879995,0.0001019410298114035
5.0,0.0,315.26,5.0,760.0,MEAN,1.1614567665818603e-06,3.368122651466097e-06,1.8375286157862267e-05,6.416054412057125e-05,0.00017447344404052353,0.00023973528167111095,0.00018416074806381385,8.358613797780078e-05,4.748818403838212e-05,4.0849831491895805e-05
5.0,0.0,397.14,5.0,760.0,MEAN,9.713816644827744e-07,2.5676454242784233e-06,1.266487536518587e-05,4.046233933096419e-05,9.623061901872708e-05,0.00011543187530910147,7.429652327757185e-05,2.782805545216766e-05,1.5856587111806785e-05,1.3755971713072253e-05
5.0,0.0,500.22,5.0,760.0,MEAN,7.797769880642217e-07,1.8721989670274763e-06,8.399402446299195e-06,2.376958492451551e-05,4.7059903228931384e-05,4.669280539225933e-05,2.436102032804271e-05,7.235906247291379e-06,4.097219743745316e-06,3.6230517047105796e-06
5.0,0.0,629.99,5.0,760.0,MEAN,5.813402130187169e-07,1.2695466851575207e-06,5.095521916250707e-06,1.2246791717864919e-05,1.860982088684719e-05,1.4153661036133644e-05,5.5013689690159225e-06,1.1971468340360876e-06,6.764797356895576e-07,6.044877710533158e-07
5.0,0.0,793.36,5.0,760.0,MEAN,4.214487108237778e-07,8.370850392335812e-07,2.9969459499421312e-06,6.0142862241438204e-06,6.815783167544472e-06,3.852487852630613e-06,1.0849780506085157e-06,1.6794726027746478e-07,9.471124186138998e-08,8.561537324162686e-08
5.25,0.0,1.0,5.0,760.0,MEAN,3.387497259512678e-05,0.0005335155226300521,0.011329047126184783,0.049619390923505986,0.13704985902423356,0.20119000882054527,0.3281446773362973,0.5260715942753131,0.3501705475366205,0.2232158790208685
5.25,0.0,1.0,5.0,760.0,MEAN,3.387497259512678e-05,0.0005335155226300521,0.011329047126184783,0.049619390923505986,0.13704985902423356,0.20119000882054527,0.3281446773362973,0.5260715942753131,0.3501705475366205,0.2232158790208685
5.25,0.0,1.0,5.0,760.0,MEAN,3.387497259512678e-05,0.0005335155226300521,0.011329047126184783,0.049619390923505986,0.13704985902423356,0.20119000882054527,0.3281446773362973,0.5260715942753131,0.3501705475366205,0.2232158790208685
5.25,0.0,1.0,5.0,760.0,MEAN,3.308979111113377e-05,0.0005103679645954531,0.010625442939230012,0.04632570755558728,0.12797438472873,0.18844355615832115,0.3056089490294851,0.4783488755079462,0.31213513279254385,0.20027226422886513
5.25,0.0,1.15,5.0,760.0,MEAN,3.212106070880474e-05,0.00048273365522375123,0.009809669968847669,0.04249157459479027,0.11736933611375953,0.1735556994488434,0.27950421397725017,0.42440588784141375,0.270224796439151,0.17477935890441693
5.25,0.0,1.8,5.0,760.0,MEAN,3.0540500578688956e-05,0.00043633656753325553,0.008467723432568717,0.03646505177609071,0.10153314332621231,0.15214165897630688,0.24238654382485353,0.35516715698021245,0.22229813442918836,0.14551350359195037
5.25,0.0,2.62,5.0,760.0,MEAN,2.884777166514559e-05,0.00038861384876588847,0.007155348666466123,0.030642472199986746,0.08620680864515406,0.1313394482315572,0.20679844799192387,0.29225066663947424,0.1804897696970933,0.11971468340360879
5.25,0.0,3.65,5.0,760.0,MEAN,2.73181973456787e-05,0.0003480291434893669,0.0060948438049690775,0.025961974782418056,0.0737764680089531,0.11420821585352797,0.1778385075433507,0.24259048706744915,0.1479608225030974,0.09936114779256933
5.25,0.0,4.95,5.0,760.0,MEAN,2.5523496810837545e-05,0.00030367148822482704,0.005023122065129275,0.02129167452697914,0.06140731034553084,0.09689343455716275,0.1492864535799687,0.19700917234733573,0.11900088205452423,0.08098586163470707
5.25,0.0,6.58,5.0,760.0,MEAN,2.344327573636257e-05,0.000256458627563949,0.003971794649549031,0.016764134541357143,0.04933387038387217,0.07970101920635488,0.12144820096567126,0.15530277923653849,0.09331423064961022,0.0643848816874264
5.25,0.0,8.64,5.0,760.0,MEAN,2.156699790448318e-05,0.00021730152498559654,0.0031560216791666883,0.013256310768713067,0.03983011527891788,0.06584307587198482,0.09929996481979066,0.12307974690643594,0.07355213044209796,0.0514344857826067
5.25,0.0,11.23,5.0,760.0,MEAN,1.9547959802786885e-05,0.0001804897696970933,0.002450378059785962,0.010288936588947296,0.03150923098101798,0.053280172128096756,0.0793951043424615,0.09528228294065762,0.056767601576481266,0.040207410277719714
5.25,0.0,14.49,5.0,760.0,MEAN,1.7600301835999043e-05,0.00014877659547347973,0.0018864749940091675,0.007925234407264458,0.02473831532684454,0.04276689797229431,0.06294708182712751,0.07313404679477702,0.04347050215924909,0.03117272463073527
5.25,0.0,18.59,5.0,760.0,MEAN,1.5703629679860095e-05,0.00012134622934437346,0.0014316815630210113,0.006006128494439997,0.019109481831206376,0.0336710293525312,0.04894637822294056,0.05493211239312099,0.0326309188152937,0.02364721897895816
5.25,0.0,23.76,5.0,760.0,MEAN,1.3888534820759383e-05,9.817827698551494e-05,0.0010819189019695818,0.0045183625397052,0.014612533331973713,0.026257692484181652,0.03749496515119843,0.04058470527652154,0.02406530262627911,0.017702273457296833
5.25,0.0,30.26,5.0,760.0,MEAN,1.2124425772307567e-05,7.868130299337696e-05,0.0008088389001340927,0.003357925489336318,0.010992540775902067,0.020078212233535408,0.02818495612670994,0.029347432609504776,0.017386161431273677,0.012899410094170793
5.25,0.0,38.45,5.0,760.0,MEAN,1.0574457128581117e-05,6.259018115258524e-05,0.000600510877822702,0.0024768906813233877,0.008187301473999787,0.015122391438462677,0.02076142209623062,0.020741027771971062,0.01223659455573514,0.009255964065200654
5.25,0.0,48.76,5.0,760.0,MEAN,9.13053897100437e-06,4.942564484304018e-05,0.00044214894994722967,0.001805917413183911,0.00600510877822702,0.011196484018497653,0.014969434006515988,0.014286224143820775,0.008444269959670224,0.006445626182233485
5.25,0.0,61.73,5.0,760.0,MEAN,7.792671299577328e-06,3.865744163399326e-05,0.0003217204651945364,0.0012950395904819689,0.004318498161961526,0.008073093258146258,0.010462288345153545,0.009472143902351975,0.0055962025768228705,0.004327675607878327
5.25,0.0,78.07,5.0,760.0,MEAN,6.606741343883998e-06,2.9938868013031976e-05,0.00023229135331637207,0.0009236589457154075,0.0030479317605910275,0.005673701009009193,0.007069692504575976,0.006053035440236982,0.003569006745422749,0.0027930027073465456
5.25,0.0,98.64,5.0,760.0,MEAN,5.799126103205478e-06,2.4065302626279106e-05,0.00017335175620624782,0.0006742363600210062,0.0021964687227544574,0.004029918473688773,0.004790626768570307,0.0038412709742878556,0.002258671411746111,0.0017957202510541317
5.25,0.0,124.53,5.0,760.0,MEAN,5.339234091152433e-06,2.032294412465011e-05,0.00013592817118995783,0.0005136310564769826,0.0016284867921257514,0.0029112897880519853,0.0032651313139553263,0.002419786573396624,0.0014235238333171877,0.0011420821585352797
5.25,0.0,157.13,5.0,760.0,MEAN,4.8650660521176956e-06,1.6947683459693167e-05,0.0001052347131793222,0.0003829034379732121,0.0011665553476467498,0.0019966043450107837,0.0020873590879658195,0.0014112872387614527,0.0008309667419557137,0.0006754600194765797
5.25,0.0,198.16,5.0,760.0,MEAN,4.3705036888234005e-06,1.3949717793538059e-05,7.999673690811848e-05,0.00027848449776427225,0.000801802858264545,0.0013011578877598366,0.001248132644684984,0.0007607082948815345,0.0004468396445269282,0.00036750572315724536
5.25,0.0,249.83,5.0,760.0,MEAN,3.842290690500834e-06,1.1165892532108314e-05,5.93576807574452e-05,0.00019527565478527327,0.0005197493537548501,0.0007797769880642218,0.0006694436938200098,0.0003594499650747197,0.00021138717095032453,0.00017569710349609705
5.25,0.0,314.86,5.0,760.0,MEAN,3.284505922001907e-06,8.767519999184228e-06,4.2695517837385857e-05,0.00013072761850377041,0.00031121738820086373,0.0004193073067765241,0.00031274696252033056,0.00014388195765118567,8.439171378605335e-05,7.108441720669138e-05
5.25,0.0,396.74,5.0,760.0,MEAN,2.728760585928936e-06,6.657727154532894e-06,2.9775713418955505e-05,8.299470257427359e-05,0.0001721280967506743,0.0002008840939566519,0.0001265467820305609,4.829375984663468e-05,2.828692774800773e-05,2.4157077085447122e-05
5.25,0.0,499.82,5.0,760.0,MEAN,2.1719955336429873e-06,4.853849173774939e-06,1.9762100207512252e-05,4.902795551997879e-05,8.425915067836621e-05,8.176084595657029e-05,4.168599878653771e-05,1.263428387879653e-05,7.386824246812112e-06,6.384443209454809e-06
5.25,0.0,629.59,5.0,760.0,MEAN,1.6070727516532148e-06,3.2834862057889293e-06,1.2063242799528892e-05,2.5370539378890855e-05,3.3497677596324944e-05,2.476890681323388e-05,9.424217240342013e-06,2.1006153987345326e-06,1.2277383204254257e-06,1.0737611722657585e-06
5.25,0.0,792.97,5.0,760.0,MEAN,1.1563581855169708e-06,2.163837803939164e-06,7.134954342206564e-06,1.2522115095368958e-05,1.2318171852773373e-05,6.749501613700907e-06,1.862001804897697e-06,2.9653347473398155e-07,1.7335175620624783e-07,1.533653184318804e-07
5.5,0.0,1.0,5.0,760.0,MEAN,8.005791988089714e-05,0.0010299133751077076,0.017131232378029194,0.06597563897967196,0.16825317514135818,0.25288962081852623,0.3936104582094803,0.5802185251844412,0.38647244471863484,0.24677132354065864
5.5,0.0,1.0,5.0,760.0,MEAN,8.005791988089714e-05,0.0010299133751077076,0.017131232378029194,0.06597563897967196,0.16825317514135818,0.25288962081852623,0.3936104582094803,0.5802185251844412,0.38647244471863484,0.24677132354065864
5.5,0.0,1.0,5.0,760.0,MEAN,8.005791988089714e-05,0.0010299133751077076,0.017131232378029194,0.06597563897967196,0.16825317514135818,0.25288962081852623,0.3936104582094803,0.5802185251844412,0.38647244471863484,0.24677132354065864
5.5,0.0,1.0,5.0,760.0,MEAN,7.989476528682068e-05,0.001025834510255796,0.017039457918861182,0.06559834398087012,0.16733543054967803,0.2515639897416549,0.39126511091963107,0.5755278306047427,0.3826994947306165,0.24452794787210722
5.5,0.0,1.0,5.0,760.0,MEAN,7.728429178159718e-05,0.0009623061901872709,0.01563224954495164,0.05955142683791101,0.15183574411241352,0.22933417629873606,0.3528218096903632,0.5025161497555231,0.324881585454768,0.21006153987345322
5.5,0.0,1.25,5.0,760.0,MEAN,7.439849489886965e-05,0.0008924556295982828,0.01406188657696563,0.05317820050679896,0.13603014281125564,0.20690041961322164,0.3150923098101798,0.4353168513202776,0.2752214058827428,0.17997991159060434
5.5,0.0,2.07,5.0,760.0,MEAN,7.01870669392708e-05,0.0007917076677560634,0.011828708070543969,0.04449021837222701,0.11502398882391031,0.17794047916464847,0.26757353428540837,0.3570026461635727,0.22229813442918836,0.14734899277531063
5.5,0.0,3.1,5.0,760.0,MEAN,6.649569424829071e-05,0.0007083968531557668,0.010069697603157042,0.03769890839379401,0.09847399468727852,0.15458897788745393,0.22994600602652282,0.2970433328404705,0.1824272305017514,0.12246791717864917
5.5,0.0,4.39,5.0,760.0,MEAN,6.265136412536391e-05,0.0006279412439518082,0.008478940310911473,0.03162139976444556,0.08357594081567099,0.13337888065751302,0.1962953709982512,0.2458535789489785,0.1493884252012665,0.10147196035343364
5.5,0.0,6.03,5.0,760.0,MEAN,5.7634360357512504e-05,0.000533107636144861,0.006758679059617708,0.025146201812035713,0.067729550865994,0.11033329424421184,0.16111516165051268,0.19568354127046445,0.11859299556933306,0.08153650838971514
5.5,0.0,8.09,5.0,760.0,MEAN,5.3168003344669176e-05,0.0004548954026094538,0.005426929685468534,0.020149592368443863,0.055258421581273934,0.09177445916801355,0.13307296579361963,0.15693432517730316,0.09488459361759623,0.06596544181754217
5.5,0.0,10.67,5.0,760.0,MEAN,4.8558886062008946e-05,0.0003831073812158076,0.004296064405276012,0.0158973757603259,0.04443923256157811,0.0753570281390689,0.1080899185756604,0.1237935482555205,0.0748165785461906,0.05266834240030999
5.5,0.0,13.93,5.0,760.0,MEAN,4.409252904916562e-05,0.0003199869476324739,0.003371181800105031,0.012440537798330724,0.03543513840098301,0.06138691602127128,0.08698179296701727,0.09683225158438406,0.058480724814284187,0.04170639311079727
5.5,0.0,18.04,5.0,760.0,MEAN,3.964656636058185e-05,0.00026451438564647464,0.0026165918025013637,0.009656712536900982,0.0279096327492059,0.04919111011405526,0.06883084437601016,0.07435770625035053,0.044898104857418186,0.032406581248438565
5.5,0.0,23.2,5.0,760.0,MEAN,3.544533556311279e-05,0.00021811729795597886,0.0020220972503352318,0.007436790341248031,0.021781138309208546,0.039126511091963107,0.05391239618014307,0.05629853211851142,0.033987141378554346,0.024819892623882775
5.5,0.0,29.71,5.0,760.0,MEAN,3.145824517036909e-05,0.00017804245078594628,0.0015509883599394288,0.005674720725222172,0.016815120352006035,0.03056089490294851,0.041441266895423004,0.041879744867003514,0.025248173433333507,0.01864041237323653
5.5,0.0,37.9,5.0,760.0,MEAN,2.775667531725921e-05,0.00014439181575767466,0.001180831374628441,0.004296064405276012,0.012858621445651674,0.02358603600617948,0.03135627354907129,0.030448726119520937,0.018344694671472928,0.013766168875202031
5.5,0.0,48.2,5.0,760.0,MEAN,2.429983735526403e-05,0.00011706342124986617,0.0008940871755390475,0.0032284215302881207,0.009663850550391827,0.017896019537762643,0.023157755196728753,0.021556800742353405,0.01307276185037704,0.009867793792987412
5.5,0.0,61.18,5.0,760.0,MEAN,2.1159111419292014e-05,9.328363916322088e-05,0.000671381154624668,0.0023953133842851537,0.007151269801614211,0.01321552212019395,0.016621374271540233,0.01477568792605018,0.008915378850066028,0.006836177491804031
5.5,0.0,77.52,5.0,760.0,MEAN,1.8273314536564474e-05,7.402119990006781e-05,0.0004995589727378871,0.0017488133052571471,0.005195454105122545,0.009527208577852784,0.011563581855169706,0.009724013806957523,0.005875604819178822,0.004550993458520494
5.5,0.0,98.09,5.0,760.0,MEAN,1.606053035440237e-05,6.0163256565697764e-05,0.0003799462609555761,0.0013082959012506818,0.0038055809068336284,0.006874926707897192,0.007952766745014862,0.00629572789892573,0.0038066006230466063,0.002985729071599374
5.5,0.0,123.98,5.0,760.0,MEAN,1.4734899277531063e-05,5.067989578500304e-05,0.00029959262337291535,0.0009998317468248588,0.002831751923439707,0.004969077105841445,0.005429988834107468,0.003991169257595612,0.0024136682761187562,0.0019160467641855272
5.5,0.0,156.57,5.0,760.0,MEAN,1.3327690903621523e-05,4.2144871082377774e-05,0.00023218938169507428,0.0007503071895091596,0.0020271958314001214,0.0034191084621149935,0.0034762125700417575,0.0023453472898492347,0.0014153661036133643,0.0011400427261093239
5.5,0.0,197.61,5.0,760.0,MEAN,1.1869496719063084e-05,3.457857678208155e-05,0.0001778385075433507,0.0005497290104164011,0.0014031295090576293,0.002232158790208685,0.0020822605069009295,0.0012685269689445427,0.0007679482799936777,0.0006244742088276833
5.5,0.0,249.27,5.0,760.0,MEAN,1.0288936588947296e-05,2.7817858290037883e-05,0.00013246113606583287,0.0003880020190381017,0.0009122381241300545,0.0013337888065751303,0.0011186286856367873,0.0006040798845681248,0.0003650584042460983,0.0003000005098581065
5.5,0.0,314.31,5.0,760.0,MEAN,8.765480566758271e-06,2.175054682281921e-05,9.57819438850168e-05,0.00026053749241586067,0.0005480974644756364,0.0007179821855577593,0.0005253577929262286,0.00024340626003783148,0.00014683913466882165,0.0001223659455573514
5.5,0.0,396.19,5.0,760.0,MEAN,7.223669652735644e-06,1.6458219677463764e-05,6.722988992163481e-05,0.00016651965757929569,0.0003034675449822314,0.00034456210836524194,0.000213120688512387,8.215853527963169e-05,4.973155970693356e-05,4.179816756996528e-05
5.5,0.0,499.27,5.0,760.0,MEAN,5.707351644037465e-06,1.2022454151009774e-05,4.492869634380752e-05,9.891247265885905e-05,0.0001496943400651599,0.0001404149225270607,7.029923572269837e-05,2.1658772363651194e-05,1.3113550498896157e-05,1.1186286856367874e-05
5.5,0.0,629.04,5.0,760.0,MEAN,4.187974486700352e-06,8.121019920156222e-06,2.7573126398923183e-05,5.154665456603427e-05,5.9541229675781226e-05,4.264453202673696e-05,1.592796724671524e-05,3.6199925560716456e-06,2.1934095741155237e-06,1.890553858861079e-06
5.5,0.0,792.41,5.0,760.0,MEAN,2.9898079364512857e-06,5.338214374939454e-06,1.6407233866814868e-05,2.560507410787578e-05,2.1954490065414797e-05,1.1634961990078162e-05,3.156021679166688e-06,5.143448578260671e-07,3.1182921792865047e-07,2.715504275160223e-07
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017732864943686172,0.001878317264305344,0.025074821677127258,0.0856459647280162,0.20526887367245697,0.31172724630735266,0.46274721744938385,0.6271254709814259,0.4180836473209506,0.269714938332662
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017732864943686172,0.001878317264305344,0.025074821677127258,0.0856459647280162,0.20526887367245697,0.31172724630735266,0.46274721744938385,0.6271254709814259,0.4180836473209506,0.269714938332662
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017732864943686172,0.001878317264305344,0.025074821677127258,0.0856459647280162,0.20526887367245697,0.31172724630735266,0.46274721744938385,0.6271254709814259,0.4180836473209506,0.269714938332662
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017732864943686172,0.001878317264305344,0.025074821677127258,0.0856459647280162,0.20526887367245697,0.31172724630735266,0.46274721744938385,0.6271254709814259,0.4180836473209506,0.269714938332662
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017559513187479924,0.0018426271968511162,0.024391611814432047,0.08313746284409049,0.19935451963718498,0.30305965849704025,0.4481652756037995,0.6013266507930843,0.3973834081974986,0.2571724289130335
5.75,0.0,1.0,5.0,760.0,MEAN,0.00017008866432471843,0.0017324978458495002,0.02232158790208685,0.07546919692249647,0.18130554266747567,0.27644506533831636,0.40421550682445073,0.5248479348197397,0.3370162083892053,0.2204626452458281
5.75,0.0,1.29,5.0,760.0,MEAN,0.00016131910489310827,0.0015540475085783628,0.019109481831206376,0.06419113560696059,0.1550988359939429,0.23993922491370653,0.3469074556550912,0.4352148796989798,0.2749154910188495,0.18222328725915576
5.75,0.0,2.32,5.0,760.0,MEAN,0.00015244757384020026,0.0013837549010110486,0.016182896299959722,0.054075550774219536,0.13154339147415275,0.20690041961322164,0.2960236166274926,0.3594499650747197,0.22433756685514422,0.1507140562781378
5.75,0.0,3.62,5.0,760.0,MEAN,0.0001447997022428658,0.0012440537798330724,0.013898731982889163,0.04621353877215971,0.11318849964055004,0.1806937129396889,0.2560507410787578,0.3016320557988712,0.1862001804897697,0.1266487536518587
5.75,0.0,5.25,5.0,760.0,MEAN,0.00013337888065751303,0.0010615245777100234,0.011176089694238094,0.03708707866600725,0.09240668322005986,0.1504081414142444,0.21128519932902673,0.24228457220355576,0.14918448195867093,0.10278739426817517
5.75,0.0,7.31,5.0,760.0,MEAN,0.00012328369014903153,0.0009105046065679921,0.009053040538818048,0.02998985382368087,0.07600964651537478,0.12593495230277416,0.17559513187479925,0.1962953709982512,0.12053045637399112,0.0840654045979004
5.75,0.0,9.9,5.0,760.0,MEAN,0.00011339244288314562,0.0007764119245613945,0.0072940300714311205,0.024136682761187564,0.06214150601887495,0.10492879831542883,0.1451056171067592,0.1579540413902811,0.09694442036781163,0.06839236640442964
5.75,0.0,13.16,5.0,760.0,MEAN,0.0001036031672385575,0.0006555755533235101,0.0058174809950390805,0.019242044938893508,0.05027200929981186,0.08651272350904744,0.11869496719063086,0.12562903743888076,0.07722310880881851,0.05511566131145702
5.75,0.0,17.26,5.0,760.0,MEAN,9.415039794425212e-05,0.0005503408401441878,0.004610136998873213,0.015234560221890249,0.04037056487179618,0.07065613639724065,0.09566977510158922,0.09883089536182081,0.060693508996446294,0.043888585806570034
5.75,0.0,22.43,5.0,760.0,MEAN,8.519728959430591e-05,0.0004606058134021302,0.00364242631275716,0.012012256988879994,0.032263820978621655,0.05718568522380221,0.07641753300056595,0.07677443367510822,0.0472026634987483,0.0345071966471731
5.75,0.0,28.93,5.0,760.0,MEAN,7.671325070232955e-05,0.0003832093528371055,0.002860303977403089,0.009385468024248852,0.025482708162318426,0.045754666476319636,0.06015305940356799,0.05859289359771176,0.036087756777288885,0.026675776131502606
5.75,0.0,37.12,5.0,760.0,MEAN,6.863709829554435e-05,0.0003171317422361357,0.002243375668551442,0.007310345530838767,0.019894663315199384,0.036036770966639986,0.04646846782540419,0.04376621986101269,0.026940902346876867,0.020129198044184303
5.75,0.0,47.43,5.0,760.0,MEAN,6.108100115737791e-05,0.0002616591802501364,0.0017406555755533236,0.005644129238832833,0.015397714815966716,0.027981012884114354,0.035241392320517206,0.03193751179046871,0.01972131155899313,0.01490825103373731
5.75,0.0,60.41,5.0,760.0,MEAN,5.3983776315051524e-05,0.0002145482912105561,0.0013460254011308653,0.004313399580896637,0.011716539287116396,0.021220294392070686,0.02597217194454783,0.022576516955331333,0.013980309279927397,0.01064583726348957
5.75,0.0,76.74,5.0,760.0,MEAN,4.737601525495455e-05,0.00017426950079792793,0.001035011956172597,0.003256973584251503,0.008751204539776581,0.015673038193470757,0.018538440751938737,0.015305940356798704,0.0094894790779726,0.007335838436163216
5.75,0.0,97.31,5.0,760.0,MEAN,4.207349094746932e-05,0.00014357604278729231,0.0008015989150219494,0.002473831532684454,0.006521085181993851,0.01150239888239103,0.012950395904819688,0.01010946653546318,0.006279412439518082,0.004905854700636813
5.75,0.0,123.2,5.0,760.0,MEAN,3.818837217602341e-05,0.00012063242799528892,0.0006343654560935692,0.001905849602055748,0.004868125200756629,0.008321904014112872,0.008896004242019447,0.006468059938918999,0.004013603014281126,0.003173356854787313
5.75,0.0,155.8,5.0,760.0,MEAN,3.419108462114993e-05,0.00010015652643869211,0.0004952761646433798,0.001436780144085901,0.0035037449077921614,0.005730805116935957,0.005706331927824487,0.003822916082454253,0.0023749190600255952,0.0018997313047778804
