rup_mag,rup_rake,dist_repi,damping,site_vs30,result_type,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga
4.75,-90.0,7.94,5.0,760.0,MEAN,0.0003026517720118491,0.003481311151106647,0.016162501975700162,0.06889202734878884,0.1480627941243952,0.25431722351669533,0.37056487179617914,0.32722693274461717,0.20261761151871432
4.75,-90.0,10.0,5.0,760.0,MEAN,0.00026339269781219885,0.002985729071599374,0.013908929145018942,0.0597553700805066,0.12889212932041014,0.21954490065414797,0.31233907603513944,0.27440563291236053,0.1707004940525052
4.75,-90.0,12.59,5.0,760.0,MEAN,0.00021577195066612963,0.002419786573396624,0.011155695369978534,0.04772271876736704,0.102379507782984,0.17416752917663017,0.24564963570638293,0.2159758939087252,0.13337888065751302
4.75,-90.0,15.85,5.0,760.0,MEAN,0.0001748813305257147,0.0019405199532969975,0.00883482126924077,0.03756634528610688,0.07997634258385893,0.13603014281125564,0.19078890344817037,0.16804923189876259,0.10288936588947296
4.75,-90.0,19.95,5.0,760.0,MEAN,0.00014133266711874087,0.0015530277923653847,0.006983016626472853,0.029510587203581247,0.06237604074785987,0.10605048614970454,0.1478588508817996,0.1305236752611748,0.0792421469105148
4.75,-90.0,25.12,5.0,760.0,MEAN,0.00011104709559329639,0.0012012256988879995,0.005323938347957764,0.022280799253567733,0.046835565662076244,0.07937471001820194,0.11012935100161625,0.09679146293586495,0.0585724992734522
4.75,-90.0,31.62,5.0,760.0,MEAN,8.438151662392356e-05,0.0008955147782372166,0.0039024539470665313,0.016121713327181045,0.03372201516318009,0.05678799590074082,0.0784161767780027,0.06831078910739141,0.04141067540903367
4.75,-90.0,39.81,5.0,760.0,MEAN,6.389541790519698e-05,0.0006648549708616093,0.0028490870990603317,0.011624764827948383,0.02418766857183646,0.04047253649309397,0.055645913742205545,0.04802863363126042,0.02916388369116875
4.75,-90.0,50.12,5.0,760.0,MEAN,4.8314154170894243e-05,0.0004926249024896372,0.0020812407906879516,0.008384106703104527,0.017386161431273677,0.02885796882727537,0.03943242595585649,0.03362004354188229,0.02049629588085636
4.75,-90.0,63.1,5.0,760.0,MEAN,3.742358501628997e-05,0.00037280824746473054,0.0015866784273936565,0.006328358817741023,0.013195127795934392,0.02146502628318539,0.02871520855745846,0.02347386722275191,0.014694110629011947
4.75,-90.0,79.43,5.0,760.0,MEAN,2.8766194368107355e-05,0.0002799121004624413,0.0011991862664620435,0.00473964095792141,0.00993713449546991,0.015846389949677006,0.020741027771971062,0.016264473596997956,0.010452091183023765
4.75,-90.0,100.0,5.0,760.0,MEAN,2.189330709263612e-05,0.00020812407906879517,0.000898268012012257,0.003515981502347897,0.007411297435923583,0.011583976179429264,0.014836870898828857,0.011155695369978534,0.007359291909061708
4.75,-90.0,125.89,5.0,760.0,MEAN,1.768187913303728e-05,0.00016529599812372216,0.0007232847098652445,0.002786884410068678,0.0058297175895948156,0.008847057863796507,0.010758006046917144,0.007732508043011631,0.005330056645235631
4.75,-90.0,158.49,5.0,760.0,MEAN,1.434740711659945e-05,0.00013225719282323732,0.000588172311645669,0.0022250207767178396,0.004595860971891522,0.00674848189748793,0.00768866024585358,0.005281110267012691,0.0038320935283710543
4.75,-90.0,199.53,5.0,760.0,MEAN,1.1634961990078162e-05,0.00010584654290710896,0.00047834887550794616,0.001776345643007551,0.003623051704710579,0.005147527443112582,0.005497290104164012,0.00360775596151591,0.002755273207466362
4.75,-90.0,251.19,5.0,760.0,MEAN,9.288594984015949e-06,8.389205284169416e-05,0.000380965977168554,0.0013755971713072252,0.0027379380318457375,0.003747457082693886,0.0037321613394992177,0.0023535050195530585,0.001892593291287035
4.75,-90.0,316.23,5.0,760.0,MEAN,7.179821855577593e-06,6.518026033354917e-05,0.0002914348936690919,0.0010046244130258548,0.00190482988584277,0.0024921864245180565,0.002292322046774383,0.0014041492252706072,0.0011900088205452424
4.75,-90.0,398.11,5.0,760.0,MEAN,5.550315347238863e-06,5.063910713648392e-05,0.0002229099641569751,0.0007335838436163217,0.0013256310768713067,0.0016570388460891334,0.001408228090122519,0.0008379008122039636,0.0007487776151896926
4.75,-90.0,501.19,5.0,760.0,MEAN,4.289946107998144e-06,3.934065149668848e-05,0.0001704965508099096,0.0005357588982986035,0.0009221293713959405,0.0011012935100161627,0.0008648213202265809,0.0004999668592230782,0.00047100691877450504
4.75,-90.0,630.96,5.0,760.0,MEAN,2.8021801532633467e-06,2.7807661127908102e-05,0.00012685269689445428,0.00041431069733293227,0.0007256300571550938,0.0008708376458831507,0.0006755619910978775,0.0003824955514880209,0.00036036770966639986
4.75,-90.0,794.33,5.0,760.0,MEAN,1.817134291526668e-06,1.957855128917622e-05,9.426256672767969e-05,0.0003212106070880474,0.000573896284663978,0.0006933050532036934,0.0005329036929022652,0.0002957177017635992,0.00027797463965778324
5.0,-90.0,1.0,5.0,760.0,MEAN,0.0011604370503688823,0.012807635635002779,0.04948682781581886,0.1792661102415198,0.35190406509868305,0.6130533872423305,1.0554062804321558,1.0057461008601307,0.5475876063691475
5.0,-90.0,1.26,5.0,760.0,MEAN,0.0011369835774703901,0.012491523608979621,0.0483855343058027,0.17590104673869264,0.34649956916990005,0.5998990480949151,1.0174728373093769,0.9688323739503297,0.5321898915531807
5.0,-90.0,1.58,5.0,760.0,MEAN,0.0011155695369978536,0.012175411582956463,0.047314832282175874,0.17253598323586544,0.341095073241117,0.5868466805687977,0.9806610820208737,0.9331423064961022,0.5172000632224052
5.0,-90.0,2.0,5.0,760.0,MEAN,0.0010931357803123391,0.011869496719063085,0.04624413025854905,0.1692728913543361,0.335690577312334,0.5741002279065737,0.9450729861879439,0.8985739268761505,0.5024141781342253
5.0,-90.0,2.51,5.0,760.0,MEAN,0.001037051388598553,0.011145498207848756,0.04371523405036378,0.16101319002921488,0.3211086354667496,0.5441205712450226,0.8716534188535331,0.8289273095297579,0.4688655147272514
5.0,-90.0,3.16,5.0,760.0,MEAN,0.0009638357645067379,0.01022775361616862,0.04047253649309397,0.1504081414142444,0.30173402742016897,0.5057792416370525,0.78263219346056,0.7448007219590788,0.426751235131263
5.0,-90.0,3.98,5.0,760.0,MEAN,0.0008956167498585144,0.009383428591822895,0.0374541765026793,0.14041492252706073,0.28348110720786407,0.4699872025615271,0.702380527499197,0.6689338357135209,0.38820596228069726
5.0,-90.0,5.01,5.0,760.0,MEAN,0.0008208715514472323,0.00849117690546721,0.0341604931347606,0.1290960725630057,0.2617611518714342,0.42981038377019676,0.6221288615378341,0.5922511764975807,0.34731534214028237
5.0,-90.0,6.31,5.0,760.0,MEAN,0.0007210413341966931,0.007367449638765532,0.029775713418955504,0.11318849964055004,0.22933417629873606,0.3739299352990063,0.5288248280503536,0.5018023484064386,0.2951058720358124
5.0,-90.0,7.94,5.0,760.0,MEAN,0.0006328358817741023,0.006387502358093743,0.025941580458158496,0.09914700738784397,0.20078212233535409,0.32508552869736357,0.4491849918167774,0.4247118027053071,0.250544273528677
5.0,-90.0,10.0,5.0,760.0,MEAN,0.0005548275914812908,0.005532980171618239,0.022576516955331333,0.08675745540016214,0.17549316025350145,0.2823594193735883,0.3811699204111496,0.3592460218321241,0.21240688716330247
5.0,-90.0,12.59,5.0,760.0,MEAN,0.0004617275012364059,0.004526520269409024,0.018293708860824036,0.06980977194046896,0.14021097928446513,0.22586714117461112,0.30397740308872045,0.28501068152733094,0.16815120352006038
5.0,-90.0,15.85,5.0,760.0,MEAN,0.0003805580906833628,0.003664860069442674,0.014632927656233271,0.055339998878312174,0.11023132262291405,0.17804245078594627,0.23963331004981314,0.22352179388476187,0.1313394482315572
5.0,-90.0,19.95,5.0,760.0,MEAN,0.0003129509057629262,0.002961255882487904,0.011675750638597278,0.04378661418527224,0.08652292067117721,0.14010900766316736,0.18854552777961894,0.1748813305257147,0.10248147940428179
5.0,-90.0,25.12,5.0,760.0,MEAN,0.000250034415422188,0.0023137360872469196,0.008988798417400438,0.0333243258401187,0.065465780873183,0.10605048614970454,0.14276026981690995,0.13113550498896157,0.07701916556622293
5.0,-90.0,31.62,5.0,760.0,MEAN,0.0001935421372232108,0.0017416752917663015,0.0066516088572550255,0.02431003451739381,0.047600352821809695,0.07680502516149755,0.10350119561725972,0.0938648774046183,0.05561532225581621
5.0,-90.0,39.81,5.0,760.0,MEAN,0.0001492864535799687,0.0013052367526117483,0.004903815268210857,0.017661484808777717,0.03446640799865397,0.05543177333748018,0.07472480408702259,0.06692397505774143,0.04000346703512413
5.0,-90.0,50.12,5.0,760.0,MEAN,0.00011471807396001694,0.0009766841887902597,0.0036159136912197335,0.012848424283521896,0.02501363870434858,0.04000346703512413,0.05384101604523461,0.047457592551992785,0.028684617071069122
5.0,-90.0,63.1,5.0,760.0,MEAN,8.905181687936248e-05,0.000742251431426634,0.002777706964151877,0.009784177063523223,0.01916046764185527,0.02998985382368087,0.03944262311798626,0.033354917326508034,0.0207716192583604
5.0,-90.0,79.43,5.0,760.0,MEAN,6.858611248489546e-05,0.0005597222293035849,0.002117950574355157,0.0073939622603029585,0.014571744683454594,0.022311390739957068,0.028674419908939344,0.023259726818026544,0.01492864535799687
5.0,-90.0,100.0,5.0,760.0,MEAN,5.2321638887897504e-05,0.00041808364732095056,0.0015989150219493915,0.005532980171618239,0.010972146451642508,0.016437825353204205,0.02063905615067327,0.016060530354402372,0.010615245777100234
5.0,-90.0,125.89,5.0,760.0,MEAN,4.175737892144616e-05,0.000332733400294698,0.0012991184553338806,0.004425568364324208,0.008691041283210882,0.012613889554536972,0.01494903968225643,0.011084315235070079,0.007681522232362734
5.0,-90.0,158.49,5.0,760.0,MEAN,3.330393151585914e-05,0.0002664518464511326,0.001066623158774913,0.003565947596783815,0.006894301315943773,0.009649574523410134,0.01065603442561935,0.007514288773434353,0.005490152090673166
5.0,-90.0,199.53,5.0,760.0,MEAN,2.6563607348075034e-05,0.0002133246317549826,0.0008752224255989558,0.002873560288171802,0.00546873805020063,0.007382745381960201,0.00759484635425961,0.005093482483824752,0.003923867987539068
5.0,-90.0,251.19,5.0,760.0,MEAN,2.0914379528177308e-05,0.00016947683459693166,0.0007038081301973661,0.002246434817190376,0.004159422432736969,0.005398377631505152,0.005154665456603427,0.0033069396786874214,0.0026869522211968406
5.0,-90.0,316.23,5.0,760.0,MEAN,1.606053035440237e-05,0.00013256310768713068,0.0005440185996237248,0.0016570388460891334,0.0029174080853298532,0.003613874258793778,0.00317947515206518,0.001976210020751225,0.0016927289135433609
5.0,-90.0,398.11,5.0,760.0,MEAN,1.2328369014903152e-05,0.0001036031672385575,0.0004205309662320976,0.001221620023147558,0.002045550723233724,0.002419786573396624,0.001961933993769534,0.001180831374628441,0.001066623158774913
5.0,-90.0,501.19,5.0,760.0,MEAN,9.463986172648152e-06,8.104704460748574e-05,0.0003250855286973635,0.0009011232174085952,0.001434740711659945,0.0016193093462089502,0.0012104031448048008,0.000705337704516833,0.0006721969275950504
5.0,-90.0,630.96,5.0,760.0,MEAN,6.355891155491427e-06,5.878663967817756e-05,0.000247587096511041,0.0007102323423391271,0.0011471807396001693,0.0012980987391209026,0.0009567997226371901,0.000546363946913574,0.0005208710415891258
5.0,-90.0,794.33,5.0,760.0,MEAN,4.244058878414137e-06,4.2501771756920054e-05,0.00018844355615832114,0.0005613537752443495,0.0009221293713959405,0.0010482682669413104,0.0007642773016269573,0.0004277709513442409,0.00040717268384208677
5.25,-90.0,1.0,5.0,760.0,MEAN,0.002251533398255266,0.02133246317549826,0.0741231715213656,0.24626146543416969,0.4608097566447258,0.7593826638046632,1.2165214420826684,1.1624764827948382,0.628043215573106
5.25,-90.0,1.26,5.0,760.0,MEAN,0.0022219616280789055,0.020995956825215545,0.07322582125394503,0.24401808976561826,0.457240749899303,0.7500012746452662,1.1859299556933305,1.1349441450444342,0.6153987345321797
5.25,-90.0,1.58,5.0,760.0,MEAN,0.0021923898579025458,0.020669647637062607,0.07232847098652447,0.241672742475769,0.4535697715325825,0.7405179138645716,1.1573779017299486,1.1074118072940302,0.6028562251125512
5.25,-90.0,2.0,5.0,760.0,MEAN,0.002162818087726186,0.02034333844890967,0.07143112071910387,0.23932739518591975,0.4500007647871598,0.7310345530838768,1.1288258477665667,1.080899185756604,0.5905176589355183
5.25,-90.0,2.51,5.0,760.0,MEAN,0.0020598267502154152,0.019252242101023286,0.06808645154053626,0.2292322046774383,0.4319517878174504,0.6959563153574361,1.0492879831542883,1.0062559589666196,0.5550315347238863
5.25,-90.0,3.16,5.0,760.0,MEAN,0.001918086196611483,0.01779404791646485,0.06347733425787604,0.2150581493170451,0.40635691087170445,0.6478257101048778,0.9476222767203887,0.909586861976312,0.5086344470333907
5.25,-90.0,3.98,5.0,760.0,MEAN,0.0017865428051373304,0.016427628191074423,0.059174131839109176,0.2015978953057364,0.3820876650028297,0.6027542534912534,0.855439931067184,0.8218912676602101,0.4659083377096154
5.25,-90.0,5.01,5.0,760.0,MEAN,0.0016417431028944646,0.014969434006515988,0.0543406769895938,0.1862001804897697,0.35333166779685216,0.552278300948846,0.7625437840648948,0.7326660990246414,0.4200211081256086
5.25,-90.0,6.31,5.0,760.0,MEAN,0.0014500364548546139,0.013062564688247262,0.04766153579458837,0.1636644521829575,0.310095700366588,0.4823257687385601,0.6537400641401498,0.6263096980110436,0.3603677096663998
5.25,-90.0,7.94,5.0,760.0,MEAN,0.0012797438472872999,0.011400427261093238,0.041777773245705724,0.1437799860298879,0.2720602856225113,0.420836881095991,0.5600281441674783,0.5348411537069234,0.30897401253231227
5.25,-90.0,10.0,5.0,760.0,MEAN,0.0011278061315535888,0.009932035914405021,0.036577220559518286,0.12624086716666752,0.23830767897294183,0.3668938934294586,0.4793685917209241,0.4564249769289207,0.2646163572677724
5.25,-90.0,12.59,5.0,760.0,MEAN,0.0009453789010518374,0.008169966298379162,0.02974512193256617,0.10181866386584613,0.19129876155465933,0.29551375852100364,0.3866763879612304,0.3656702339738851,0.21250885878460027
5.25,-90.0,15.85,5.0,760.0,MEAN,0.0007846716258865158,0.006648549708616092,0.02386135938368352,0.08090428433766883,0.15112194276332896,0.2346367006062213,0.3084641544258233,0.2894974328644338,0.16866106162654934
5.25,-90.0,19.95,5.0,760.0,MEAN,0.0006499671141521314,0.0053993973477181306,0.019099284669076597,0.06416054412057125,0.11910285367582202,0.18599623724717412,0.24564963570638293,0.2288243181922471,0.13368479552140639
5.25,-90.0,25.12,5.0,760.0,MEAN,0.0005241341334706552,0.004247118027053071,0.01478588508817996,0.04904834984423835,0.09090770038698232,0.1423523833317188,0.18864749940091674,0.17386161431273678,0.102379507782984
5.25,-90.0,31.62,5.0,760.0,MEAN,0.00041023183248102053,0.003225362381649187,0.011023132262291405,0.03602657380451021,0.06690358073348188,0.10482682669413103,0.13929323469278498,0.12644481040926311,0.07558136570592405
5.25,-90.0,39.81,5.0,760.0,MEAN,0.00031988497601117606,0.002440180897656182,0.008186281757786809,0.026359664105479446,0.04904834984423835,0.07695798259344425,0.10248147940428179,0.09158071308754774,0.05558473076942687
5.25,-90.0,50.12,5.0,760.0,MEAN,0.0002487087843453167,0.0018416074806381385,0.00608362692662632,0.01930322791167218,0.03601637664238043,0.05644129238832833,0.07510209908582442,0.06597563897967196,0.04071726838420867
5.25,-90.0,63.1,5.0,760.0,MEAN,0.00019517368316397546,0.0014163858198263425,0.0047202663498748295,0.014826673736699077,0.027858646938557,0.04279748945868365,0.05563571658007577,0.04698852309402293,0.029949065175161754
5.25,-90.0,79.43,5.0,760.0,MEAN,0.00015203968735500912,0.001079879469543626,0.0036342685830533365,0.011298455639795445,0.021383448986147156,0.03220263800584297,0.040900817302544704,0.033201959894561345,0.021862715606246783
5.25,-90.0,100.0,5.0,760.0,MEAN,0.00011726736449246175,0.0008161808568675338,0.002771588666874009,0.00852992612156037,0.016254276434868178,0.023993922491370653,0.029775713418955504,0.023239332493766984,0.01580560130115789
5.25,-90.0,125.89,5.0,760.0,MEAN,9.433394686258814e-05,0.0006581248438559549,0.002276006587366736,0.006885123870026971,0.012950395904819688,0.01844666629277072,0.021556800742353405,0.01605033319227259,0.011441215909612355
5.25,-90.0,158.49,5.0,760.0,MEAN,7.57037316514814e-05,0.0005342293239791367,0.001889534142648101,0.0056013011578877605,0.010319528075336634,0.014102675225484747,0.015295743194668924,0.010839583343955378,0.008133256514711956
5.25,-90.0,199.53,5.0,760.0,MEAN,6.075469196922497e-05,0.0004337872770008107,0.0015683235355600537,0.004557111755798361,0.008224011257666992,0.010778400371176703,0.010849780506085158,0.0073134046794777014,0.005783830360010809
5.25,-90.0,251.19,5.0,760.0,MEAN,4.811021092829866e-05,0.00034915083132364263,0.0012756649824353882,0.003598578515599109,0.006288589885434883,0.007882406326319386,0.00733889758480215,0.00473454237685652,0.0039442623117986264
5.25,-90.0,316.23,5.0,760.0,MEAN,3.711767015239659e-05,0.0002763430937170186,0.000997792314398903,0.002682873356344929,0.004437804958879944,0.00529130742914247,0.004527539985622002,0.002825633626161839,0.0024799498299623215
5.25,-90.0,398.11,5.0,760.0,MEAN,2.8643828422550007e-05,0.00021883109930506342,0.000780592761034604,0.0020006832098626954,0.0031325682062681957,0.0035516715698021245,0.0027930027073465456,0.0016866106162654933,0.0015591460896432522
5.25,-90.0,501.19,5.0,760.0,MEAN,2.2107447497361487e-05,0.00017314781296365222,0.0006106060683311835,0.0014918448195867092,0.0022107447497361488,0.0023840965059423965,0.0017233203999326987,0.0010067658170731086,0.0009806610820208737
5.25,-90.0,630.96,5.0,760.0,MEAN,1.5305940356798705e-05,0.00012909607256300572,0.00047579958497550136,0.0011971468340360877,0.0017957202510541317,0.0019374608046580637,0.001379676036159137,0.0007896682353301076,0.0007701916556622292
5.25,-90.0,794.33,5.0,760.0,MEAN,1.0543865642191778e-05,9.602667577613151e-05,0.00037066684341747694,0.0009640397077493334,0.001467371630475239,0.0015876981436066342,0.0011165892532108315,0.000626513641253639,0.0006105040967098856
5.5,-90.0,1.0,5.0,760.0,MEAN,0.004369483972610423,0.03551671569802124,0.1110470955932964,0.33844381108737437,0.6032641115977424,0.9407901780934367,1.4010900766316734,1.3439859687049094,0.7202255612263107
5.5,-90.0,1.26,5.0,760.0,MEAN,0.0043409319186470405,0.035302575293295876,0.1108431523507008,0.33844381108737437,0.6032641115977424,0.937629057833205,1.3827351847980707,1.3297099417232185,0.7115579734159984
5.5,-90.0,1.58,5.0,760.0,MEAN,0.00431136014847068,0.03508843488857051,0.11063920910810522,0.33844381108737437,0.6032641115977424,0.9343659659516756,1.3654000091774459,1.3154339147415275,0.7027884139843882
5.5,-90.0,2.0,5.0,760.0,MEAN,0.004280768662081344,0.034864097321715366,0.11033329424421184,0.3383418394660766,0.6030601683551468,0.9310009024488485,1.3470451173438434,1.3011578877598364,0.694018854552778
5.5,-90.0,2.51,5.0,760.0,MEAN,0.004091101446467448,0.03325294570521024,0.10605048614970454,0.3261052449103415,0.5810342981548234,0.8901102823084336,1.263428387879653,1.221620023147558,0.6572070992642748
