rup_mag,rup_rake,dist_repi,damping,site_vs30,result_type,5.000,2.000,1.000,0.500,0.300,0.200,0.100,0.050,pga
4.5,-90.0,1.0,5.0,760.0,MEAN,0.00027766872479388985,0.004400075458999761,0.022719277225148243,0.10034007535702814,0.21250885878460027,0.41635012975888813,0.7897702069514054,0.7185940152855461,0.4031957906114728
4.5,-90.0,1.26,5.0,760.0,MEAN,0.0002711425410308312,0.004238960297349248,0.021923898579025457,0.09711777212401788,0.20690041961322164,0.4029918473688772,0.753570281390689,0.6796408559497892,0.3875941325529106
4.5,-90.0,1.58,5.0,760.0,MEAN,0.00026471832888907016,0.0040829437167636245,0.021138717095032452,0.09398724335017565,0.20129198044184304,0.39004145146405755,0.7188999301494394,0.6426251574186904,0.3725023326008372
4.5,-90.0,2.0,5.0,760.0,MEAN,0.00025839608836860707,0.003931006001029914,0.020384127097428786,0.09093829187337166,0.19578551289176224,0.3773969704231313,0.6856571816063589,0.6075469196922496,0.35802236237655066
4.5,-90.0,2.51,5.0,760.0,MEAN,0.0002448338627360006,0.0036342685830533365,0.01891573575074057,0.08512590945939745,0.1849765210341962,0.35353561103944775,0.626615612874937,0.5479954928543387,0.3295722800344664
4.5,-90.0,3.16,5.0,760.0,MEAN,0.00022780460197926916,0.003276348192298084,0.017151626702288755,0.0780592761034604,0.17161823864418535,0.3245756705908746,0.5575808252563311,0.48008239307000866,0.29551375852100364
4.5,-90.0,3.98,5.0,760.0,MEAN,0.0002117950574355157,0.00295309815278408,0.015540475085783627,0.07155348666466123,0.15917770084585459,0.2979610774321506,0.4959899659924643,0.42042899461079986,0.264820300510368
4.5,-90.0,5.01,5.0,760.0,MEAN,0.0001935421372232108,0.0026237298159922096,0.013868140496499825,0.06459902209215176,0.145207588728057,0.26920508022617307,0.4349089648350864,0.36373277316922703,0.23351501277194558
4.5,-90.0,6.31,5.0,760.0,MEAN,0.00016743740217097585,0.002232158790208685,0.011828708070543969,0.05562551941794598,0.12603692392407193,0.23147558034598972,0.36475248938220495,0.30295768687574254,0.19568354127046445
4.5,-90.0,7.94,5.0,760.0,MEAN,0.0001447997022428658,0.0018976918723519246,0.010071737035582999,0.04786547903718395,0.10921160640993612,0.1989466331519938,0.3056089490294851,0.25207384784814385,0.16386839542555307
4.5,-90.0,10.0,5.0,760.0,MEAN,0.000125017207711094,0.0016111516165051268,0.008570714770079486,0.04115574635578918,0.09460927024009219,0.170802465673803,0.2558467978361622,0.20965365338826206,0.13715183064553135
4.5,-90.0,12.59,5.0,760.0,MEAN,0.00010086013062564689,0.001293000158056013,0.006805586005414694,0.0326309188152937,0.07469421260063325,0.13429662524919314,0.19843677504550483,0.1636644521829575,0.10594851452840676
4.5,-90.0,15.85,5.0,760.0,MEAN,8.033324325840119e-05,0.0010268542264687736,0.005336174942513499,0.025492905324448208,0.05801165535631434,0.1039090821024509,0.15183574411241352,0.12634283878796532,0.08063915812229457
4.5,-90.0,19.95,5.0,760.0,MEAN,6.385462925667787e-05,0.0008143453676841735,0.004175737892144616,0.019884466153069602,0.04496948499232664,0.08029245460988206,0.11594173341559044,0.09734210969087302,0.06128494439997349
4.5,-90.0,25.12,5.0,760.0,MEAN,4.927268741109349e-05,0.0006239643507211943,0.003152962530527754,0.01490825103373731,0.033497677596324944,0.05943925805448344,0.08493216337893165,0.07144131788123366,0.04454120418287591
4.5,-90.0,31.62,5.0,760.0,MEAN,3.6781163802113873e-05,0.0004605038417808324,0.002289262898135449,0.010696823074138467,0.02389195087007286,0.04199191365043109,0.05943925805448344,0.049721362544803784,0.03083621828045255
4.5,-90.0,39.81,5.0,760.0,MEAN,2.7358985994197816e-05,0.00033854578270867223,0.0016560191298761557,0.007646851881121484,0.016978274946082506,0.02955137585210036,0.041431069733293226,0.034476605160783755,0.021261083040589806
4.5,-90.0,50.12,5.0,760.0,MEAN,2.0343338448909667e-05,0.00024850484110272114,0.0011981665502490658,0.005470777482626586,0.01208363712378845,0.020822605069009296,0.028878363151534928,0.023810373573034626,0.01464312481836305
4.5,-90.0,63.1,5.0,760.0,MEAN,1.5724024004119653e-05,0.00018721989670274764,0.0009056099687456981,0.0040931408788934046,0.009085671457633341,0.01536712332957738,0.020893985203917748,0.01651940265024244,0.01039090821024509
4.5,-90.0,79.43,5.0,760.0,MEAN,1.2063242799528892e-05,0.00013990506442057175,0.000679232969464598,0.003038754314674226,0.006777033951451311,0.011257666991276328,0.015010222655035104,0.0113698357747039,0.007315444111903658
4.5,-90.0,100.0,5.0,760.0,MEAN,9.165209322245619e-06,0.0001036031672385575,0.000504555582181479,0.0022341982226346405,0.005006806605721628,0.008161808568675337,0.01066623158774913,0.007749843218632255,0.005100620497315597
4.5,-90.0,125.89,5.0,760.0,MEAN,7.488795868109905e-06,8.21483381175019e-05,0.00040268593250498383,0.0017549316025350147,0.003910611676770355,0.006205992872183672,0.0077365869078635414,0.005392259334227285,0.0036985107044709455
4.5,-90.0,158.49,5.0,760.0,MEAN,6.1794802506462455e-06,6.570031560216792e-05,0.00032447369896957675,0.0013878337658629603,0.003064247219998674,0.004719246633661852,0.005548275914812908,0.003711767015239659,0.002674715626641106
4.5,-90.0,199.53,5.0,760.0,MEAN,5.099600781102619e-06,5.2545976454752646e-05,0.00026145523700754083,0.0010982343613772287,0.002401431681563021,0.0035894010696823075,0.003978932663039877,0.002555408829722688,0.001933381939806152
4.5,-90.0,251.19,5.0,760.0,MEAN,4.125771797708698e-06,4.1522844192461236e-05,0.0002061866182641371,0.0008425915067836622,0.0018018385483319992,0.0026012960593066953,0.0027032676806044878,0.0016753937379227362,0.0013327690903621521
4.5,-90.0,316.23,5.0,760.0,MEAN,3.211086354667496e-06,3.204968057389629e-05,0.00015611855220692083,0.0006091784656330144,0.0012440537798330724,0.0017182218188678093,0.0016529599812372218,0.0009980982292627962,0.0008369830676122835
4.5,-90.0,398.11,5.0,760.0,MEAN,2.498304721795924e-06,2.473831532684454e-05,0.0001180831374628441,0.000440517404006465,0.0008587030229487134,0.001134944145044434,0.0010107427103037225,0.0005946984954087279,0.0005255617361688242
4.5,-90.0,501.19,5.0,760.0,MEAN,1.9445988181489094e-06,1.90992846690766e-05,8.939852039177497e-05,0.00031845737331300704,0.0005928630062253676,0.0007493894449174795,0.0006180499966859223,0.00035435138400983005,0.00033008213814095537
4.5,-90.0,630.96,5.0,760.0,MEAN,1.2348763339162712e-06,1.3154339147415275e-05,6.497631709095359e-05,0.0002417747140970668,0.0004590762390826633,0.0005840934467937573,0.00047692127280977704,0.00026787944914930174,0.00024932061407310343
4.5,-90.0,794.33,5.0,760.0,MEAN,7.780434705021593e-07,9.014291322724887e-06,4.715167768809941e-05,0.00018385483319992047,0.0003572065894061683,0.00045846440935487655,0.00037158458800915704,0.00020445310070207464,0.00018987115885649026
4.75,-90.0,1.0,5.0,760.0,MEAN,0.000567472072522217,0.007507150759943508,0.033538466244844065,0.13409268200659757,0.27348788832068033,0.5052693835305635,0.9130538971004369,0.8501374067596988,0.4698852309402294
4.75,-90.0,1.26,5.0,760.0,MEAN,0.0005553374495877797,0.007276694895810496,0.03256973584251503,0.1307276185037704,0.267777477528004,0.491707157897957,0.8756303120841471,0.8113881906665376,0.4541816012603692
4.75,-90.0,1.58,5.0,760.0,MEAN,0.0005433047982746403,0.007051337612742374,0.03162139976444556,0.12736255500094326,0.2620670667353276,0.47845084712924396,0.8396343297660261,0.7743724921354387,0.4388858580657003
4.75,-90.0,2.0,5.0,760.0,MEAN,0.0005314760902040962,0.0068320986269521196,0.03070365517276542,0.12409946311941387,0.25635665594265117,0.46539847960312647,0.8049639785247765,0.7388863679238069,0.42409997297752033
4.75,-90.0,2.51,5.0,760.0,MEAN,0.0005038417808323944,0.0063650686014082285,0.028755997205977577,0.11706342124986617,0.24371217490172487,0.438579943201807,0.7389883395451047,0.6739304451571128,0.39310060010299136
4.75,-90.0,3.16,5.0,760.0,MEAN,0.00046855959986335805,0.005789948657288677,0.026339269781219886,0.10839583343955378,0.22760065873667357,0.40523522303742865,0.6605721627671018,0.5979615872902572,0.3550651853589146
4.75,-90.0,3.98,5.0,760.0,MEAN,0.00043552079456287313,0.005263775091392066,0.024126485599057782,0.10024830089786013,0.21240688716330247,0.3742358501628997,0.5902117440716248,0.5302524307485227,0.3207007489815584
4.75,-90.0,5.01,5.0,760.0,MEAN,0.00039850509603177434,0.0047202663498748295,0.02177094114707877,0.09133598119643303,0.19496973992137986,0.3401773286494369,0.5201572402400413,0.4640728485262552,0.2848067382847354
4.75,-90.0,6.31,5.0,760.0,MEAN,0.0003474173137615802,0.004055411379013221,0.018762778318793878,0.07935431569394237,0.16998669270342062,0.2941881274441323,0.4391917729295937,0.389837508221462,0.2403471113988977
