rup_mag,dist_rrup,damping,site_backarc,rup_hypo_depth,site_vs30,result_type,5.000,2.000,1.000,0.500,0.303,0.200,0.100,pga
7.5,63.1,5.0,1.0,20.0,760.0,MEAN,0.02297625933044907,0.08629374646869922,0.15804447728227125,0.27376588268482555,0.34425426099170003,0.36097682805385595,0.31180230717830015,0.15612747081643888
7.5,79.4,5.0,1.0,20.0,760.0,MEAN,0.020071476645358518,0.07316094801855266,0.130610870637402,0.21947210265238948,0.26914066703366896,0.2759810892647827,0.23103582314173682,0.11909110486146014
7.5,100.0,5.0,1.0,20.0,760.0,MEAN,0.01736918034232765,0.061316777777317796,0.10614005893116055,0.17289376207708582,0.2062905455663526,0.2067660943871028,0.1681432062070975,0.08961471427216929
7.5,125.9,5.0,1.0,20.0,760.0,MEAN,0.014865493262799007,0.05048697201568994,0.08427122837215519,0.13197124822951634,0.15250332914342765,0.14975430792435793,0.11914596097212939,0.06637114721545169
7.5,158.5,5.0,1.0,20.0,760.0,MEAN,0.012658414846007974,0.04118881755269109,0.06603578188932506,0.09916977420794536,0.11088666563467071,0.10665453447030006,0.08322989072261519,0.04872808279601564
7.5,199.5,5.0,1.0,20.0,760.0,MEAN,0.010697426825434217,0.03311916085141584,0.050615009701025136,0.07225689985028214,0.0780331833821168,0.07360025591498617,0.05683021831754227,0.03536546106523215
7.5,251.2,5.0,1.0,20.0,760.0,MEAN,0.008953221406867074,0.026078302843751636,0.037504149778200144,0.050255005450092705,0.051973184105217146,0.04828134104767198,0.037573298644069913,0.02534424302848948
7.5,316.2,5.0,1.0,20.0,760.0,MEAN,0.007105249364075171,0.019300978387467714,0.02589878106971103,0.0323652767108261,0.031980063696705675,0.029321036895106952,0.02316217424560382,0.017150600250121415
7.5,398.1,5.0,1.0,20.0,760.0,MEAN,0.005129550673110849,0.012784369796822771,0.015655946350583982,0.017888722389905336,0.016725508271752863,0.015239801995242603,0.012542361801129562,0.01051911793976038
7.5,501.2,5.0,1.0,20.0,760.0,MEAN,0.0035816184983218603,0.008127918204384748,0.009021511860528629,0.009414111211087968,0.008344096621661622,0.007557520335283464,0.0064740988241417914,0.006198396080583299
7.5,631.0,5.0,1.0,20.0,760.0,MEAN,0.0023522275075791113,0.004726931670038705,0.004615080964128013,0.004256761563085161,0.0035243523789482254,0.003194326647398377,0.00298180558890481,0.003416483474794754
7.5,794.3,5.0,1.0,20.0,760.0,MEAN,0.0014487028831050176,0.002510032382346435,0.0020944949830070695,0.0016667840059526587,0.0012754966562221201,0.001171330156114585,0.0012279461574255855,0.001752585944637301
7.75,10.0,5.0,1.0,20.0,760.0,MEAN,0.052817680411254925,0.21690987517276367,0.4230379456128794,0.8094300517405203,1.1193845913474165,1.301605348219161,1.3300847815734576,0.6117575310182326
7.75,12.6,5.0,1.0,20.0,760.0,MEAN,0.05100107431592632,0.20772048331547666,0.4025124559964774,0.7645032296324128,1.0490092661139947,1.208312656183486,1.2214602110056487,0.5636108232112241
7.75,15.9,5.0,1.0,20.0,760.0,MEAN,0.049054553200935484,0.19805204195450726,0.38113543189322674,0.7180907367258003,0.977640815043397,1.1157819316858275,1.1155250429780752,0.5165107019735404
7.75,20.0,5.0,1.0,20.0,760.0,MEAN,0.04700881725233285,0.18783621328409852,0.3587396040173786,0.670315596513485,0.9050640703668578,1.023244277248438,1.012230279321716,0.4703047059818621
7.75,25.1,5.0,1.0,20.0,760.0,MEAN,0.04398244055813314,0.17289376207708582,0.3270237726750347,0.6025309005366579,0.8033028807856707,0.8951160088779623,0.8661225072575157,0.40604982197953277
7.75,31.6,5.0,1.0,20.0,760.0,MEAN,0.04080180016016671,0.15757210051734427,0.2945637665215985,0.5345389108497427,0.7027151625050897,0.771044288393824,0.7284157445774561,0.3451273083737151
7.75,39.8,5.0,1.0,20.0,760.0,MEAN,0.03728029363881906,0.14131209155681898,0.25964461776015585,0.4629982232514126,0.5974194042383244,0.6436937975669965,0.5911249964600764,0.2838437425193543
7.75,50.1,5.0,1.0,20.0,760.0,MEAN,0.03350266265962103,0.12395935974439587,0.22396457192084387,0.39109235310412765,0.4950844939324639,0.5229730682662936,0.46492117253009163,0.22739416921492012
7.75,63.1,5.0,1.0,20.0,760.0,MEAN,0.029708404221320883,0.10702354307050033,0.18905115039114365,0.32201738908110855,0.39790493401328275,0.4114142446093515,0.354959925389813,0.17741050185723847
7.75,79.4,5.0,1.0,20.0,760.0,MEAN,0.026042299213078088,0.09111278556950843,0.1568842422515751,0.2595848392600412,0.31280906088398563,0.3166498775522488,0.2654479186444081,0.13623206021140763
7.75,100.0,5.0,1.0,20.0,760.0,MEAN,0.022619308528398788,0.07662655915880388,0.12828601787769967,0.2052481845556844,0.24114559019025106,0.2389897772253513,0.19479568141655498,0.1031999113965056
7.75,125.9,5.0,1.0,20.0,760.0,MEAN,0.01941240415169376,0.06323817446873146,0.10211259765945543,0.1570288045417642,0.17888722389905337,0.17353190100942814,0.13854132102476266,0.07673249582411776
7.75,158.5,5.0,1.0,20.0,760.0,MEAN,0.01656453788188163,0.051710569933720224,0.08023785763409469,0.11827128746209632,0.1304305496411871,0.12393082033285475,0.09715816961180955,0.05654306214351921
7.75,199.5,5.0,1.0,20.0,760.0,MEAN,0.01403069953616565,0.04167535658233527,0.06162817745470468,0.08639315302785316,0.09197701784745507,0.08577867320210193,0.06664680345613176,0.04120779007239887
7.75,251.2,5.0,1.0,20.0,760.0,MEAN,0.01175924190185753,0.032876026695336194,0.04573822687878055,0.06016990480904959,0.06142983155049135,0.0564130167093117,0.0440838305548667,0.029544682309466767
7.75,316.2,5.0,1.0,20.0,760.0,MEAN,0.009345000402549774,0.024388176220514705,0.03163583665035551,0.038804252726742455,0.037894774270025175,0.03432253246004008,0.027206916542900604,0.020016093655521212
7.75,398.1,5.0,1.0,20.0,760.0,MEAN,0.006755839516069021,0.01615769196747824,0.019168111386819783,0.021497072662460547,0.019864577131750043,0.017888722389905336,0.014783570081752035,0.012304935014436887
7.75,501.2,5.0,1.0,20.0,760.0,MEAN,0.004724755338716168,0.010277306872530683,0.011065711018877811,0.011341730525367846,0.009932974588588953,0.00889568353474999,0.0076591279448311655,0.007267404348542809
7.75,631.0,5.0,1.0,20.0,760.0,MEAN,0.0031087036594445003,0.005985209056587272,0.005662123325698007,0.005134277340252836,0.0041973900088487425,0.0037685937576995517,0.003537360520117003,0.0040130939256094325
7.75,794.3,5.0,1.0,20.0,760.0,MEAN,0.0019168111386819785,0.0031825799646013485,0.0025761985082896777,0.002011774617760107,0.0015208252849794764,0.0013812723695071107,0.0014587448117553557,0.002059108941175751
8.0,10.0,5.0,1.0,20.0,760.0,MEAN,0.06335477084726687,0.2457985544307613,0.4634248568160472,0.8759500150463166,1.2038692579156902,1.3645181740492622,1.3582487825232488,0.6328187294326423
8.0,12.6,5.0,1.0,20.0,760.0,MEAN,0.0614722804344465,0.2365807065174787,0.4436896769975146,0.8332576785617433,1.137573127776409,1.2796150060729004,1.2626393630434383,0.5901729829749414
8.0,15.9,5.0,1.0,20.0,760.0,MEAN,0.059467451140975014,0.22692342217235412,0.4228431742906081,0.7886409508333599,1.0692501612485126,1.1933815642128918,1.1678291849998612,0.547620029643408
8.0,20.0,5.0,1.0,20.0,760.0,MEAN,0.05730325928835357,0.21646083251439904,0.4007553459559106,0.7417871818729994,0.99857186242863,1.1060616243836061,1.0736910288869694,0.5049859840909192
8.0,25.1,5.0,1.0,20.0,760.0,MEAN,0.05397334377055111,0.20113114428626017,0.36862036466821757,0.6734096327273282,0.8961471427216933,0.980120164904357,0.9332098721594789,0.4424654092813798
8.0,31.6,5.0,1.0,20.0,760.0,MEAN,0.05039405718036616,0.18479036548250666,0.33487237665306696,0.6032249893444487,0.7920987435916976,0.855026006456647,0.7975893097802057,0.3817502449756493
8.0,39.8,5.0,1.0,20.0,760.0,MEAN,0.04633181615835582,0.1662567644692698,0.297289331495542,0.5267194120585754,0.6799536734905619,0.7227353953196884,0.6574751221303107,0.3181847232845073
8.0,50.1,5.0,1.0,20.0,760.0,MEAN,0.04187736279716537,0.14664907379870545,0.2583326651186038,0.4483109270626452,0.5686948880358493,0.5927605938066397,0.524178645696977,0.2576791768216808
8.0,63.1,5.0,1.0,20.0,760.0,MEAN,0.03731464587553833,0.1274029031423583,0.21916910009220036,0.3714320065106467,0.4602346625411897,0.4700881725233285,0.4045566313997693,0.203319636422311
8.0,79.4,5.0,1.0,20.0,760.0,MEAN,0.03286089021111089,0.10896306838726386,0.18267508766051876,0.30114754315240255,0.36398151172810944,0.3640653312181178,0.30498559294599314,0.15739079332132092
8.0,100.0,5.0,1.0,20.0,760.0,MEAN,0.028666807124163432,0.09195584179451247,0.1497887940982768,0.2395958681964083,0.2818248758924164,0.2759810892647827,0.2252575335047002,0.1198337981112241
8.0,125.9,5.0,1.0,20.0,760.0,MEAN,0.024653542044691844,0.07608154519566449,0.11964080442552295,0.18381431258133324,0.209980673530402,0.20164122372131196,0.16113108237748724,0.08949099245273563
8.0,158.5,5.0,1.0,20.0,760.0,MEAN,0.02108042315711899,0.062370514187277216,0.09429297200758899,0.1388287215783116,0.153737326509611,0.14477025001659793,0.11352181457315663,0.06618801008824021
8.0,199.5,5.0,1.0,20.0,760.0,MEAN,0.017864025270694528,0.05040566217687339,0.07264058355661733,0.1017136699422963,0.1086874311969178,0.10054936319037149,0.07808710541742822,0.048336959005882064
8.0,251.2,5.0,1.0,20.0,760.0,MEAN,0.015034165418989828,0.039799656555929826,0.054010640115804864,0.07100342926513453,0.0727410095873946,0.06629477857811696,0.05188948070503966,0.03485614266009878
8.0,316.2,5.0,1.0,20.0,760.0,MEAN,0.011977862531277196,0.029558291271818245,0.03741789262732087,0.045885907406928016,0.04495513688763562,0.04045566313997692,0.032157281279037345,0.02371806879552258
8.0,398.1,5.0,1.0,20.0,760.0,MEAN,0.008673199266794418,0.019637189197642953,0.022702794833637456,0.02545536474987214,0.0236199690616821,0.021114428182250403,0.017513757192013885,0.014580731896023349
8.0,501.2,5.0,1.0,20.0,760.0,MEAN,0.006069869086598861,0.012527930182573949,0.013124395958388772,0.013439382803185036,0.011832576594595589,0.010511854099642856,0.009092416563041819,0.008611510281181777
8.0,631.0,5.0,1.0,20.0,760.0,MEAN,0.003999257099342284,0.007292548471285118,0.006729446184615178,0.006097886329319913,0.0050104799018940395,0.00446353890405761,0.004205129012677426,0.004765180154604376
8.0,794.3,5.0,1.0,20.0,760.0,MEAN,0.002466489803498487,0.003881318876488972,0.0030632280092837295,0.0023909986143091436,0.0018175205268344333,0.001639001399573546,0.0017357186280686583,0.00245063890822375
8.25,10.0,5.0,1.0,20.0,760.0,MEAN,0.07536666958159315,0.27763826669432606,0.5037085520226132,0.926572324859301,1.2430234574751482,1.3765098530649917,1.3399214033732592,0.6364720318263367
8.25,12.6,5.0,1.0,20.0,760.0,MEAN,0.0734817218713235,0.26870721294874805,0.48504197592307685,0.8869095359812031,1.1827128746209634,1.3025047759562627,1.2582858837009772,0.5993483643044262
8.25,15.9,5.0,1.0,20.0,760.0,MEAN,0.07142978195731288,0.25910710645830165,0.4650282369119893,0.8450440037188877,1.1199002057175729,1.2259685362661186,1.1759241901857531,0.5616675382576146
8.25,20.0,5.0,1.0,20.0,760.0,MEAN,0.06917980355149415,0.24864476754894166,0.4435875254349825,0.8003488484739744,1.0540939590487928,1.1470420109280701,1.0923940460839816,0.5232139617280112
8.25,25.1,5.0,1.0,20.0,760.0,MEAN,0.06559629713111519,0.23236960750439248,0.41150898714723916,0.7331271860081059,0.9556070044996043,1.0279673582357842,0.9640050842621745,0.46481413279784034
8.25,31.6,5.0,1.0,20.0,760.0,MEAN,0.061642369500833225,0.21482228138451098,0.37703296589365093,0.6627951539853315,0.8538455599859847,0.907359361687039,0.8363331750919547,0.4063304081595399
8.25,39.8,5.0,1.0,20.0,760.0,MEAN,0.056948111203808736,0.19488540880190508,0.33688317726931716,0.5842239065651913,0.7407630726012211,0.7758527868028808,0.6996475608711491,0.34401654068796905
8.25,50.1,5.0,1.0,20.0,760.0,MEAN,0.05179398473128142,0.17325242592234583,0.29483519475482295,0.5016251751965909,0.6239924348517683,0.6431012066100165,0.5656910718255156,0.2822794902004856
8.25,63.1,5.0,1.0,20.0,760.0,MEAN,0.046374508995803025,0.15110517021780434,0.2522779680923211,0.4183881007755,0.5094239094654786,0.5153227603240327,0.4404324653893463,0.22463598303737323
8.25,79.4,5.0,1.0,20.0,760.0,MEAN,0.041009013713573274,0.12977149995389897,0.21153358241215237,0.34101958725327647,0.4055826088470867,0.4025124559964774,0.33487237665306696,0.17529895389280595
8.25,100.0,5.0,1.0,20.0,760.0,MEAN,0.03587396040173786,0.10997129124561718,0.1742526230923995,0.2723825770108869,0.3159943550562181,0.3072411092662756,0.24910321024880674,0.13436288627178727
8.25,125.9,5.0,1.0,20.0,760.0,MEAN,0.03096558751934437,0.09130179679601023,0.1395016435843977,0.20978736321928046,0.2364173387867551,0.22515382245913734,0.17934089155170965,0.10082757553567515
8.25,158.5,5.0,1.0,20.0,760.0,MEAN,0.026569251783738253,0.07503766726160767,0.11014868695037458,0.15895687800669858,0.1736918034232765,0.16217328892358404,0.1271098845963095,0.07491681825073188
8.25,199.5,5.0,1.0,20.0,760.0,MEAN,0.022629727503798658,0.06068471608488124,0.08503139899033775,0.11683671140676086,0.12316273499174335,0.11315645269017699,0.0877969288375338,0.05490088235884471
8.25,251.2,5.0,1.0,20.0,760.0,MEAN,0.019036159036170765,0.048059508435849344,0.06336936050199081,0.08176723731724911,0.08261888402071749,0.07474451435013779,0.05854358646503418,0.03968069996008805
8.25,316.2,5.0,1.0,20.0,760.0,MEAN,0.0151802639993511,0.0357914525823816,0.04400269988505404,0.05296382286581122,0.051165747634177694,0.04569611980902299,0.036389771153603034,0.02706321105395727
8.25,398.1,5.0,1.0,20.0,760.0,MEAN,0.011014868695037457,0.023794650184119994,0.026771908031730515,0.029422483259622236,0.026938866894036795,0.023920999634380238,0.019873727214309137,0.01668704067019247
8.25,501.2,5.0,1.0,20.0,760.0,MEAN,0.007731777085667679,0.015194251979902406,0.015515984047753837,0.01556249856602879,0.013523195434703835,0.011942062077819025,0.010341399706742447,0.009885060334571497
8.25,631.0,5.0,1.0,20.0,760.0,MEAN,0.005101281909938725,0.008862970921332525,0.007952054070689366,0.007062839292086119,0.005730325928835357,0.005083693098703299,0.004789380310200011,0.005478722760642112
8.25,794.3,5.0,1.0,20.0,760.0,MEAN,0.0031534018961027095,0.004724755338716168,0.0036239260296439223,0.0027853471084306903,0.0020863123285518497,0.0018693013706728126,0.001982801891010824,0.002821495256189944
8.5,10.0,5.0,1.0,20.0,760.0,MEAN,0.08901830578108852,0.31280906088398563,0.5517969865798038,0.985778460365624,1.2896721586588193,1.4024239647804824,1.331923631547819,0.6486035545647703
8.5,12.6,5.0,1.0,20.0,760.0,MEAN,0.08707216125943551,0.3040740260869509,0.533923854308811,0.9481549668698086,1.2350351679551466,1.3359165324111995,1.2617674638488698,0.6158562091808926
8.5,15.9,5.0,1.0,20.0,760.0,MEAN,0.08497268166339339,0.294631600144706,0.5143743744830437,0.9079863598616675,1.1767367704619691,1.2667161990014257,1.1898146839756318,0.582209549352002
8.5,20.0,5.0,1.0,20.0,760.0,MEAN,0.08261888402071749,0.28403988256700696,0.4930367868656692,0.8645285192063603,1.1150114429809572,1.1942062077819025,1.1155250429780752,0.5472418777524162
8.5,25.1,5.0,1.0,20.0,760.0,MEAN,0.07879149200753592,0.2674110346949208,0.4601287017935149,0.7986919816565842,1.0197162129779282,1.0816314945830785,0.9974228756231601,0.4922427455502537
8.5,31.6,5.0,1.0,20.0,760.0,MEAN,0.07450395444887087,0.2490458587180454,0.4243061478868471,0.7284157445774561,0.9195584179451242,0.9651155752578137,0.8769590705173078,0.43599280707640836
8.5,39.8,5.0,1.0,20.0,760.0,MEAN,0.0693233153477442,0.22723714512808177,0.3834240272350864,0.6478572518155982,0.8064534876274156,0.8349862510648506,0.7434971779303507,0.374092778309965
8.5,50.1,5.0,1.0,20.0,760.0,MEAN,0.06342775272641382,0.20397611904830282,0.33804874224311376,0.5599887785866089,0.6860872117609456,0.6985207705699777,0.6082460880314662,0.3102268080823687
8.5,63.1,5.0,1.0,20.0,760.0,MEAN,0.05705311017929433,0.17855800477010783,0.29018791655293136,0.4698717387591805,0.5641301670931174,0.5647800199633479,0.47948974633727415,0.24990751982010395
8.5,79.4,5.0,1.0,20.0,760.0,MEAN,0.05070833192103315,0.15391442507430692,0.24455656426144073,0.385371261299097,0.45225077985377804,0.44481489796010754,0.36836581866841517,0.19682457593924288
8.5,100.0,5.0,1.0,20.0,760.0,MEAN,0.04457376554952243,0.1309421068531694,0.20252531877423705,0.3098698517904869,0.3545514978283235,0.34227826699222813,0.27642627690671456,0.15194251979902407
8.5,125.9,5.0,1.0,20.0,760.0,MEAN,0.03856375583006947,0.1090634733131253,0.16284683580410256,0.239430418384992,0.2662436904127231,0.25221988563070613,0.19997666639229986,0.11467779251496962
8.5,158.5,5.0,1.0,20.0,760.0,MEAN,0.03316494828461273,0.0899247676649777,0.12908605377985796,0.1820452385968911,0.19641711348166274,0.18259098204129798,0.14242273597742774,0.0856602474100502
8.5,199.5,5.0,1.0,20.0,760.0,MEAN,0.02830605358133861,0.07292548471285118,0.09992618897335934,0.13445573292988916,0.13988763389009318,0.12772600377945467,0.09885060334571495,0.06306368211643404
8.5,251.2,5.0,1.0,20.0,760.0,MEAN,0.023887974370376718,0.057860119253558405,0.0746069566007834,0.09435812978721347,0.09409776850760228,0.0848163002761056,0.06623374694098007,0.04569611980902299
8.5,316.2,5.0,1.0,20.0,760.0,MEAN,0.01910202127479019,0.04314985338689731,0.05191338219709013,0.0612885468585339,0.05843584445796808,0.05205702252812186,0.041331324648001266,0.03122333756879951
