rup_mag,dist_rrup,damping,site_backarc,rup_hypo_depth,site_vs30,result_type,5.000,2.000,1.000,0.500,0.303,0.200,0.100,pga
8.5,398.1,5.0,1.0,20.0,760.0,MEAN,0.013863705504048002,0.028752745774252096,0.03165769746170564,0.034117666874345566,0.030823313568228216,0.027282195985949383,0.022603689059004083,0.019300978387467714
8.5,501.2,5.0,1.0,20.0,760.0,MEAN,0.009729249134841968,0.018394133087565573,0.01838989816948265,0.018087532497788036,0.015501699877438544,0.013638899348764435,0.011778210843487331,0.011454584079928663
8.5,631.0,5.0,1.0,20.0,760.0,MEAN,0.006447321459720573,0.01073691028886969,0.009440159331890356,0.008222035061460617,0.006586873522248942,0.005816735614097263,0.00547620029643408,0.0063632549559633185
8.5,794.3,5.0,1.0,20.0,760.0,MEAN,0.003990977914091071,0.005742213348644712,0.004307044158298793,0.003243988637910165,0.002398166458024268,0.002144269283636859,0.002271848278652658,0.0032853324582575224
8.75,10.0,5.0,1.0,20.0,760.0,MEAN,0.10427479012816751,0.3521918683238652,0.6058698266403049,1.050701432641744,1.3445573292988915,1.4383988408982384,1.3316169801038245,0.671242311738363
8.75,12.6,5.0,1.0,20.0,760.0,MEAN,0.10232442772484379,0.34362070491391417,0.5885445255925634,1.0157324433910444,1.2935383961470768,1.378412885971678,1.2702211051825931,0.6417698708412617
8.75,15.9,5.0,1.0,20.0,760.0,MEAN,0.1001565426291601,0.33417913028931573,0.5696122550078323,0.9778659510788478,1.2390228749199939,1.3151622194110637,1.206644463169851,0.6109129403122919
8.75,20.0,5.0,1.0,20.0,760.0,MEAN,0.09771906984611209,0.3235037538151031,0.5485034005668329,0.9362230393983003,1.1805362423613273,1.2478986773993446,1.1399329951734225,0.5786011925355837
8.75,25.1,5.0,1.0,20.0,760.0,MEAN,0.09368699827831753,0.30618176654222057,0.5156788556526432,0.8711226870591366,1.0891290059232108,1.1415089591931509,1.0317615147431476,0.5264769046489767
8.75,31.6,5.0,1.0,20.0,760.0,MEAN,0.08905930966663644,0.2869322239207564,0.4791586409275498,0.8001645825564168,0.9907847752057082,1.029151530927161,0.9189234288362538,0.47214927203510726
8.75,39.8,5.0,1.0,20.0,760.0,MEAN,0.08336414962741101,0.2638635034096699,0.4355914277315112,0.7170993426987397,0.8771610210551247,0.8996618908778404,0.7891859129040554,0.4100901371357328
8.75,50.1,5.0,1.0,20.0,760.0,MEAN,0.07675016616851654,0.23833033553916377,0.38661555595774977,0.6252868917680171,0.752626185721019,0.7622182174092721,0.6546050093640907,0.3451273083737151
8.75,63.1,5.0,1.0,20.0,760.0,MEAN,0.06943514142746861,0.209980673530402,0.3344100528030822,0.5291506384001976,0.62456741787204,0.6218409589398884,0.5216501353744697,0.2802072219465768
8.75,79.4,5.0,1.0,20.0,760.0,MEAN,0.061969690114454475,0.1820033259571828,0.28358243312714315,0.4371991656006549,0.5045210889362588,0.4937184131014153,0.4041841925130503,0.22257650796581926
8.75,100.0,5.0,1.0,20.0,760.0,MEAN,0.05466122047958712,0.15551752084996806,0.2362540838674935,0.3534917841804683,0.39799656555929847,0.3825421764435458,0.30561827803654107,0.17341207081155016
8.75,125.9,5.0,1.0,20.0,760.0,MEAN,0.04753125970661615,0.1298910789821391,0.19066866439983562,0.27439697822202036,0.3005933194930502,0.2829953662195828,0.22267903184086052,0.13163740865793633
8.75,158.5,5.0,1.0,20.0,760.0,MEAN,0.04104680181042576,0.10739382838479154,0.15166288896274782,0.20944949830070705,0.22278160294076416,0.2058160904775394,0.15972736396964182,0.09882784477342324
8.75,199.5,5.0,1.0,20.0,760.0,MEAN,0.035081594506608055,0.08735330164548095,0.11764658479996636,0.15508840318070347,0.15910335014434712,0.14493701890786656,0.11144980794509261,0.07297587725601491
8.75,251.2,5.0,1.0,20.0,760.0,MEAN,0.029694726145316677,0.06949912301618844,0.08808040936804963,0.10908858899734847,0.10741855957479764,0.09646712254336731,0.07484784907751796,0.05306147574702457
8.75,316.2,5.0,1.0,20.0,760.0,MEAN,0.023805610549004964,0.051973184105217146,0.06141568843740057,0.07098708200347707,0.06690819661177928,0.05937167813906868,0.046825165865700166,0.036373016902788796
8.75,398.1,5.0,1.0,20.0,760.0,MEAN,0.017341207081155018,0.034695993231839986,0.03746962308229007,0.03961679374450276,0.03537360520117003,0.031216148957286815,0.025726418159623444,0.022551702016793528
8.75,501.2,5.0,1.0,20.0,760.0,MEAN,0.012206167475390859,0.02222692194724912,0.02178107570056844,0.021046472897464735,0.01782704350861357,0.015641533329570908,0.013461061995607634,0.01343010241213708
8.75,631.0,5.0,1.0,20.0,760.0,MEAN,0.008070107584134083,0.01299209909519674,0.011235161625471004,0.009595758832289835,0.007590656249743294,0.006687739134227566,0.006271614050740839,0.007472730577097216
8.75,794.3,5.0,1.0,20.0,760.0,MEAN,0.005011633740362589,0.0069515127623179535,0.005135459687417057,0.003791222947739402,0.0027680843784806553,0.0024716064757635214,0.0026072298783883247,0.0038608179562170503
9.0,10.0,5.0,1.0,20.0,760.0,MEAN,0.12119349904779093,0.39598553737000397,0.6683121002926357,1.12584686911644,1.4076002147551765,1.4868916563224608,1.3389961380706088,0.7043350882556144
9.0,12.6,5.0,1.0,20.0,760.0,MEAN,0.11922829251925188,0.3874175803932829,0.6515973725464625,1.0926456080696323,1.3604397861686768,1.432449514051055,1.2852254724033432,0.6774532403787284
9.0,15.9,5.0,1.0,20.0,760.0,MEAN,0.1170251817841364,0.3779021166432527,0.6329644581069276,1.0560374613603896,1.3088181966721537,1.3739765621740407,1.229360696802205,0.6492012157060488
9.0,20.0,5.0,1.0,20.0,760.0,MEAN,0.11454584079928665,0.36701120566141754,0.6121802641397056,1.0154985892772659,1.253081517723694,1.311231350802159,1.1697130210352735,0.618983859259833
9.0,25.1,5.0,1.0,20.0,760.0,MEAN,0.11032636881378026,0.3494453971874048,0.5790010141573977,0.9512163891379717,1.1651432524082024,1.2094260659328366,1.069496393544163,0.5688258499499839
9.0,31.6,5.0,1.0,20.0,760.0,MEAN,0.10545794990472723,0.3295181376392432,0.5416008339800168,0.8803985617896406,1.0690039856434175,1.100472829659697,0.9631176115265729,0.5153227603240327
9.0,39.8,5.0,1.0,20.0,760.0,MEAN,0.09928401337856314,0.30519634231183385,0.4958831192984192,0.7955716970270797,0.9551670325260065,0.9729249134841969,0.8390335448577557,0.4531889629424881
9.0,50.1,5.0,1.0,20.0,760.0,MEAN,0.09185003463842968,0.2773188077578909,0.4428731227137627,0.6999698346805429,0.8279027485794587,0.831915707656547,0.7032007486386315,0.3854600065280307
9.0,63.1,5.0,1.0,20.0,760.0,MEAN,0.08355632383946383,0.2459117749162029,0.38608179562170486,0.5968694139513058,0.6922760777590561,0.6852977791889138,0.5671256949086514,0.3166498775522488
9.0,79.4,5.0,1.0,20.0,760.0,MEAN,0.0750031190944178,0.21422952478583318,0.32921477994143106,0.4958831192984192,0.563351330590239,0.5486297126838545,0.4443030805658245,0.25396819035573814
9.0,100.0,5.0,1.0,20.0,760.0,MEAN,0.06653946802621191,0.18372968245043095,0.2751562135312568,0.4025124559964774,0.44758891724974065,0.42803504151877325,0.3392964567983587,0.19947079768581996
9.0,125.9,5.0,1.0,20.0,760.0,MEAN,0.05800685563814772,0.15416270585376418,0.22339802248115742,0.31475984619455777,0.33914024097843537,0.31943266473983756,0.2487020267144145,0.15236293305121532
9.0,158.5,5.0,1.0,20.0,760.0,MEAN,0.050243435139585284,0.12793203977484638,0.17855800477010783,0.2416458407696012,0.2522779680923211,0.2339264469181366,0.17934089155170965,0.11507456037767863
9.0,199.5,5.0,1.0,20.0,760.0,MEAN,0.04312998671988283,0.10427479012816751,0.13889266929064353,0.1792170500309446,0.18141756120236202,0.16503624145230328,0.12577065550428618,0.08544355793654405
9.0,251.2,5.0,1.0,20.0,760.0,MEAN,0.03658300062093188,0.08313412390816836,0.10427479012816751,0.12649673742228235,0.12279461574255862,0.11027557334032903,0.08491400488293568,0.062384877182435676
9.0,316.2,5.0,1.0,20.0,760.0,MEAN,0.029395396626851426,0.062284405632929474,0.07292548471285118,0.08256183262461647,0.07667950919684759,0.06810505130360923,0.053367802989477374,0.04292193815184965
9.0,398.1,5.0,1.0,20.0,760.0,MEAN,0.021447630767334948,0.041665761581561774,0.04464566790207083,0.04615080964128013,0.040651757332073477,0.03589048477561305,0.029388628865841048,0.026673458140334432
9.0,501.2,5.0,1.0,20.0,760.0,MEAN,0.01513489193623279,0.026753421038743345,0.026036303442397657,0.024551573122446973,0.02053427266051494,0.018041777576310758,0.015405625080175133,0.015906671946154343
9.0,631.0,5.0,1.0,20.0,760.0,MEAN,0.010047993013502251,0.015659551680515357,0.013408473080473441,0.011222234110736515,0.008763534978339014,0.007738901595986208,0.0071991185358268855,0.008873180669769982
9.0,794.3,5.0,1.0,20.0,760.0,MEAN,0.006232744503968341,0.008390335448577561,0.006142983155049134,0.004436896769975147,0.003203165103257674,0.0028627229811848576,0.0030017832121180432,0.004591761521906962
