rup_mag,dist_rrup,rup_hypo_depth,site_vs30,damping,site_backarc,result_type,5,2,1,0.5,0.3,0.2,0.1,pga
7,794.3,20,760,5,1,MEAN,0.000340627,0.000679015,0.000625287,0.00051556,0.00040465,0.000381574,0.000392717,0.000583149
7.25,10,20,760,5,1,MEAN,0.023419592,0.108138247,0.231621742,0.469763559,0.683564223,0.839806679,0.907150459,0.41569933
7.25,12.6,20,760,5,1,MEAN,0.02223204,0.101573244,0.215962986,0.433490241,0.624423622,0.757843141,0.802193843,0.369725431
7.25,15.9,20,760,5,1,MEAN,0.020998067,0.094815497,0.200114853,0.397355588,0.566342723,0.678702305,0.704497286,0.326497097
7.25,20,20,760,5,1,MEAN,0.019714208,0.087898067,0.18398369,0.361226268,0.509423909,0.602669654,0.613450217,0.286008753
7.25,25.1,20,760,5,1,MEAN,0.018033471,0.079100517,0.163447892,0.315921603,0.438307926,0.508954929,0.502434351,0.236907781
7.25,31.6,20,760,5,1,MEAN,0.016310953,0.070320075,0.143277939,0.272131819,0.371004626,0.422551185,0.40427727,0.193054231
7.25,39.8,20,760,5,1,MEAN,0.014507057,0.061288547,0.122879469,0.228548999,0.305196342,0.340470371,0.314470075,0.152503329
7.25,50.1,20,760,5,1,MEAN,0.012705136,0.052405796,0.102915153,0.187102385,0.244894665,0.266857446,0.237946502,0.117700776
7.25,63.1,20,760,5,1,MEAN,0.010946602,0.043921719,0.084348881,0.149169256,0.190449275,0.202992188,0.174815254,0.088507347
7.25,79.4,20,760,5,1,MEAN,0.009289222,0.036164238,0.067605079,0.116059134,0.144304317,0.150445542,0.125308152,0.065370126
7.25,100,20,760,5,1,MEAN,0.007760315,0.029246865,0.053024835,0.088120981,0.10660543,0.108662408,0.087675717,0.047421941
7.25,125.9,20,760,5,1,MEAN,0.006342775,0.023029225,0.040288335,0.06432493,0.07536667,0.075124107,0.05933068,0.033541256
7.25,158.5,20,760,5,1,MEAN,0.005107158,0.017777854,0.029886794,0.045727696,0.051841711,0.050568413,0.039172323,0.023274445
7.25,199.5,20,760,5,1,MEAN,0.004041842,0.013359165,0.021398303,0.031122847,0.034023526,0.03255962,0.02494476,0.01575721
7.25,251.2,20,760,5,1,MEAN,0.003107272,0.009664499,0.014567309,0.019860004,0.020800766,0.019605563,0.015113997,0.010370014
7.25,316.2,20,760,5,1,MEAN,0.00232798,0.006757395,0.009499031,0.012072003,0.012083127,0.011237749,0.008783737,0.006626426
7.25,398.1,20,760,5,1,MEAN,0.001678724,0.004466623,0.005731646,0.006663146,0.006317996,0.005828802,0.004755315,0.004057694
7.25,501.2,20,760,5,1,MEAN,0.001170521,0.002834519,0.003297458,0.003503316,0.003151224,0.002885887,0.002454027,0.002387148
7.25,631,20,760,5,1,MEAN,0.000767502,0.001646567,0.001684144,0.001581173,0.001324583,0.001218651,0.001127923,0.001312742
7.25,794.3,20,760,5,1,MEAN,0.000471823,0.000873332,0.000764151,0.000618699,0.00047949,0.00044543,0.000463959,0.00067217
7.5,10,20,760,5,1,MEAN,0.029879913,0.128345109,0.260662961,0.513664231,0.72875127,0.867919257,0.914280221,0.417714282
7.5,12.6,20,760,5,1,MEAN,0.028554813,0.121528832,0.245176773,0.478827764,0.673254592,0.794107549,0.823150648,0.378076187
7.5,15.9,20,760,5,1,MEAN,0.027163099,0.114361363,0.229181377,0.443485397,0.617560236,0.721239202,0.735833108,0.339843779
7.5,20,20,760,5,1,MEAN,0.025684985,0.106949639,0.212558915,0.407360884,0.561926255,0.649799428,0.652347984,0.302955837
7.5,25.1,20,760,5,1,MEAN,0.023674419,0.097068725,0.190405428,0.35989791,0.489304629,0.556261912,0.544476731,0.25496427
7.5,31.6,20,760,5,1,MEAN,0.021591326,0.086992002,0.168259396,0.313169403,0.418966525,0.467928314,0.445840302,0.2109499
7.5,39.8,20,760,5,1,MEAN,0.019332113,0.076309626,0.145438479,0.265142486,0.348160361,0.381398802,0.352029715,0.169191805
7.5,50.1,20,760,5,1,MEAN,0.016985539,0.065611403,0.12268157,0.218665025,0.281111961,0.301286259,0.269264639,0.131546508
7.5,63.1,20,760,5,1,MEAN,0.014691946,0.055179699,0.101060007,0.175056937,0.220130046,0.230823129,0.199378959,0.099834196
7.5,79.4,20,760,5,1,MEAN,0.012501995,0.045570031,0.081354077,0.136703403,0.167640646,0.171901365,0.14390614,0.074178718
7.5,100,20,760,5,1,MEAN,0.010465966,0.036947012,0.06395571,0.104178794,0.124302346,0.124588892,0.101316301,0.053998205
7.5,125.9,20,760,5,1,MEAN,0.008591704,0.029179599,0.048705648,0.076274492,0.088141274,0.086552442,0.068861951,0.038360064
7.5,158.5,20,760,5,1,MEAN,0.006941916,0.02258808,0.036214236,0.054385024,0.060810605,0.058489691,0.04564354,0.026722638
7.5,199.5,20,760,5,1,MEAN,0.005490088,0.016997276,0.025976422,0.037083381,0.040047861,0.037772813,0.029166165,0.018150113
7.5,251.2,20,760,5,1,MEAN,0.004228432,0.012316273,0.017712478,0.023734458,0.024545921,0.022802335,0.017745136,0.011969591
7.5,316.2,20,760,5,1,MEAN,0.003173798,0.00862143,0.011568561,0.014457038,0.01428497,0.013097226,0.010346163,0.007660892
7.5,398.1,20,760,5,1,MEAN,0.002291286,0.005710568,0.006993254,0.007990599,0.00747101,0.006807369,0.005602467,0.004698717
7.5,501.2,20,760,5,1,MEAN,0.00159985,0.003630608,0.004029761,0.004205129,0.003727171,0.00337582,0.002891874,0.002768722
7.5,631,20,760,5,1,MEAN,0.001050701,0.002111443,0.002061481,0.001901426,0.00157427,0.001426853,0.001331924,0.001526087
7.5,794.3,20,760,5,1,MEAN,0.000647112,0.00112119,0.000935577,0.000744525,0.000569743,0.000523214,0.000548503,0.000782851
7.75,10,20,760,5,1,MEAN,0.036794197,0.15110517,0.294699449,0.563870435,0.779792986,0.906732796,0.926572325,0.426166516
7.75,12.6,20,760,5,1,MEAN,0.035381751,0.144105091,0.27924109,0.530370457,0.727745158,0.838261122,0.847382175,0.391002311
7.75,15.9,20,760,5,1,MEAN,0.03385161,0.136671929,0.263014277,0.495540694,0.674651242,0.769979787,0.769802513,0.356434164
7.75,20,20,760,5,1,MEAN,0.032223991,0.128759513,0.245911775,0.459493449,0.620410764,0.701421905,0.693871939,0.322388339
7.75,25.1,20,760,5,1,MEAN,0.02990056,0.117538278,0.222320405,0.409618275,0.546108988,0.60852626,0.588815623,0.276044644
7.75,31.6,20,760,5,1,MEAN,0.027452337,0.106017931,0.198188899,0.359649387,0.472802021,0.518775341,0.490093931,0.232209148
7.75,39.8,20,760,5,1,MEAN,0.024750235,0.093816521,0.172377003,0.307382632,0.396624305,0.427345686,0.392445474,0.188442703
7.75,50.1,20,760,5,1,MEAN,0.021876575,0.080943005,0.146244427,0.255375556,0.323280363,0.341491049,0.303584311,0.148483886
7.75,63.1,20,760,5,1,MEAN,0.018996751,0.068435166,0.120886923,0.205910894,0.254436448,0.263074846,0.226975679,0.113443424
7.75,79.4,20,760,5,1,MEAN,0.016221064,0.056751759,0.09771907,0.161688572,0.19484054,0.197232884,0.16534053,0.084855369
7.75,100,20,760,5,1,MEAN,0.013629481,0.046172068,0.07729997,0.123674261,0.145304587,0.144005581,0.117376005,0.062184096
7.75,125.9,20,760,5,1,MEAN,0.01121965,0.036549322,0.059017298,0.090756831,0.103390188,0.10029501,0.080071751,0.04434854
7.75,158.5,20,760,5,1,MEAN,0.009084046,0.028358243,0.0440027,0.064860355,0.071528534,0.067964062,0.053281854,0.031008398
7.75,199.5,20,760,5,1,MEAN,0.007200776,0.021388451,0.031628553,0.044338329,0.047204057,0.044022969,0.034204191,0.021148488
7.75,251.2,20,760,5,1,MEAN,0.00555366,0.015526706,0.021601272,0.028417072,0.029012111,0.026642767,0.020819933,0.013953377
7.75,316.2,20,760,5,1,MEAN,0.004174258,0.010893798,0.014131209,0.017333223,0.016926974,0.015331312,0.012152883,0.008940861
7.75,398.1,20,760,5,1,MEAN,0.003017723,0.007217376,0.008562081,0.00960239,0.008873181,0.007990599,0.006603578,0.005496413
7.75,501.2,20,760,5,1,MEAN,0.002110471,0.004590704,0.004942872,0.005066165,0.004436897,0.003973556,0.003421207,0.00324623
7.75,631,20,760,5,1,MEAN,0.001388607,0.002673495,0.002529178,0.002293397,0.001874905,0.001683369,0.001580081,0.001792583
7.75,794.3,20,760,5,1,MEAN,0.000856208,0.001421606,0.001150746,0.000898627,0.000679328,0.000616992,0.000651597,0.00091977
8,10,20,760,5,1,MEAN,0.044134613,0.17122979,0.322834043,0.610210006,0.838647245,0.950559539,0.946192115,0.440838306
8,12.6,20,760,5,1,MEAN,0.0426461,0.164126733,0.30780759,0.578068526,0.789185913,0.887726786,0.875950015,0.409429682
8,15.9,20,760,5,1,MEAN,0.041037352,0.156595517,0.291795993,0.544226048,0.737869101,0.82352981,0.805896602,0.377902117
8,20,20,760,5,1,MEAN,0.03928071,0.148381352,0.274713071,0.50848638,0.684509255,0.758192221,0.736002559,0.346161947
8,25.1,20,760,5,1,MEAN,0.036692671,0.136734883,0.250598995,0.457803727,0.609227255,0.666314592,0.634423592,0.300801034
8,31.6,20,760,5,1,MEAN,0.033906216,0.124330971,0.225309407,0.405862872,0.532941236,0.575280064,0.536635408,0.256849855
8,39.8,20,760,5,1,MEAN,0.030759504,0.110377188,0.197369174,0.349686869,0.45141847,0.479821081,0.436495051,0.21124154
8,50.1,20,760,5,1,MEAN,0.027345088,0.095758939,0.16868611,0.29273815,0.371346491,0.38706092,0.342278267,0.168259396
8,63.1,20,760,5,1,MEAN,0.023860488,0.08146655,0.140145554,0.237508592,0.294292588,0.300593319,0.258689812,0.130010768
8,79.4,20,760,5,1,MEAN,0.020468185,0.067870231,0.113783509,0.187576887,0.226714514,0.226766723,0.189967507,0.098034587
8,100,20,760,5,1,MEAN,0.017273459,0.055408874,0.090256674,0.144370787,0.169816281,0.166295051,0.135731086,0.072207004
8,125.9,20,760,5,1,MEAN,0.014248834,0.043972314,0.069147952,0.106237863,0.12136105,0.116541157,0.093127796,0.051722478
8,158.5,20,760,5,1,MEAN,0.011560572,0.034204191,0.05171057,0.076134119,0.084310046,0.079392472,0.062255729,0.036297718
8,199.5,20,760,5,1,MEAN,0.0091681,0.025868981,0.037280294,0.05220106,0.055780105,0.05160352,0.040075535,0.02480729
8,251.2,20,760,5,1,MEAN,0.007100343,0.018796601,0.025508171,0.033533534,0.034354159,0.03130973,0.024506389,0.016461876
8,316.2,20,760,5,1,MEAN,0.005350315,0.013203204,0.016713959,0.020496482,0.020080722,0.018070881,0.01436413,0.010594472
8,398.1,20,760,5,1,MEAN,0.003874176,0.00877161,0.010140966,0.011370494,0.010550653,0.009431469,0.007823108,0.006512974
8,501.2,20,760,5,1,MEAN,0.002711311,0.005596021,0.005862452,0.006003152,0.005285418,0.004695473,0.004061433,0.00384662
8,631,20,760,5,1,MEAN,0.001786403,0.003257462,0.003005933,0.002723826,0.002238099,0.00199379,0.001878362,0.002128528
8,794.3,20,760,5,1,MEAN,0.001101741,0.001733721,0.001368294,0.00106802,0.000811857,0.000732115,0.000775317,0.00109466
8.25,10,20,760,5,1,MEAN,0.05250242,0.193410178,0.350896733,0.645474849,0.865923098,0.958913261,0.933424776,0.443383293
8.25,12.6,20,760,5,1,MEAN,0.050977593,0.186414343,0.336495549,0.615289246,0.820501396,0.903606454,0.87292981,0.415795059
8.25,15.9,20,760,5,1,MEAN,0.049292327,0.178804862,0.320907099,0.583148717,0.772821729,0.846017457,0.81148281,0.387596034
8.25,20,20,760,5,1,MEAN,0.047421941,0.170443061,0.304074026,0.548629713,0.722568999,0.786283794,0.748823257,0.358657011
8.25,25.1,20,760,5,1,MEAN,0.044594297,0.157971712,0.279755945,0.498401481,0.649649823,0.698842525,0.655359085,0.315994355
8.25,31.6,20,760,5,1,MEAN,0.041474325,0.144537096,0.253675967,0.445942973,0.574485834,0.610491082,0.562703122,0.273387922
8.25,39.8,20,760,5,1,MEAN,0.037807619,0.129383628,0.223655367,0.387863868,0.491789582,0.5150855,0.464493161,0.228391178
8.25,50.1,20,760,5,1,MEAN,0.033820446,0.1131304,0.192521539,0.327551298,0.407454693,0.419932342,0.369385059,0.184322913
8.25,63.1,20,760,5,1,MEAN,0.02965373,0.096622735,0.161316698,0.26753421,0.325746175,0.329518138,0.281630265,0.143641299
8.25,79.4,20,760,5,1,MEAN,0.025543436,0.080831255,0.131758707,0.212412135,0.252626744,0.250714426,0.208583199,0.10918911
8.25,100,20,760,5,1,MEAN,0.021616199,0.066264256,0.104997588,0.164126733,0.190405428,0.185131076,0.150099527,0.080961645
8.25,125.9,20,760,5,1,MEAN,0.017896962,0.052769056,0.080626782,0.121249324,0.136640463,0.130130568,0.103652391,0.058274603
8.25,158.5,20,760,5,1,MEAN,0.014570663,0.041150899,0.060405895,0.087172465,0.095253145,0.088936355,0.069707471,0.041084625
8.25,199.5,20,760,5,1,MEAN,0.011613933,0.031144354,0.043639456,0.059962444,0.063209059,0.058073677,0.045058769,0.028175999
8.25,251.2,20,760,5,1,MEAN,0.008990406,0.022697568,0.029928112,0.03861707,0.039019287,0.035300375,0.027648993,0.01874042
8.25,316.2,20,760,5,1,MEAN,0.006780775,0.015987455,0.019655284,0.023658071,0.0228549,0.020411707,0.016254714,0.012088692
8.25,398.1,20,760,5,1,MEAN,0.004920161,0.01062868,0.011958572,0.013142541,0.01203315,0.010685118,0.008877268,0.007453827
8.25,501.2,20,760,5,1,MEAN,0.003453658,0.006787023,0.006930735,0.006951513,0.00604059,0.005334323,0.004619334,0.004415494
8.25,631,20,760,5,1,MEAN,0.002278659,0.003958944,0.003552052,0.003154854,0.002559643,0.002270802,0.002139338,0.002447256
8.25,794.3,20,760,5,1,MEAN,0.001408573,0.002110471,0.001618748,0.001244169,0.000931921,0.000834986,0.000885685,0.001260316
8.5,10,20,760,5,1,MEAN,0.062012512,0.217911086,0.384396411,0.686719413,0.89841982,0.976965718,0.927853317,0.451834433
8.5,12.6,20,760,5,1,MEAN,0.060405895,0.2109499,0.370407119,0.65777797,0.856799737,0.926785701,0.875345139,0.427247298
8.5,15.9,20,760,5,1,MEAN,0.058638024,0.203319636,0.354959925,0.626584034,0.812043556,0.87413664,0.821068374,0.401771683
8.5,20,20,760,5,1,MEAN,0.056634272,0.194705995,0.337970913,0.592624121,0.764327217,0.818614295,0.764679283,0.375127864
8.5,25.1,20,760,5,1,MEAN,0.05356478,0.181793907,0.312809061,0.542974363,0.693233153,0.735324988,0.678077485,0.334641135
8.5,31.6,20,760,5,1,MEAN,0.050127878,0.167563462,0.28548239,0.490093931,0.618698872,0.649350717,0.590037106,0.293345428
8.5,39.8,20,760,5,1,MEAN,0.046023466,0.150861814,0.254553647,0.430109787,0.53540118,0.554343966,0.493604743,0.248358669
8.5,50.1,20,760,5,1,MEAN,0.041417065,0.133192363,0.220739129,0.365661574,0.448001352,0.456120219,0.397172641,0.202571957
8.5,63.1,20,760,5,1,MEAN,0.036482058,0.114177183,0.185557847,0.300454923,0.36072756,0.361143102,0.306605065,0.159800938
8.5,79.4,20,760,5,1,MEAN,0.031584887,0.095869249,0.152327854,0.240037627,0.281695121,0.277063505,0.229445384,0.122596854
8.5,100,20,760,5,1,MEAN,0.02685835,0.078900422,0.122033572,0.18671505,0.213638404,0.206243051,0.166563303,0.091554422
8.5,125.9,20,760,5,1,MEAN,0.022288422,0.063034647,0.094119438,0.138381911,0.153878989,0.145773749,0.115579104,0.066279515
8.5,158.5,20,760,5,1,MEAN,0.018187765,0.049315033,0.070791208,0.099834196,0.107715778,0.100133483,0.078105088,0.046976356
8.5,199.5,20,760,5,1,MEAN,0.014527113,0.037426509,0.051283697,0.069004804,0.071792541,0.065551,0.050731689,0.032365277
8.5,251.2,20,760,5,1,MEAN,0.011281824,0.027326205,0.03523541,0.044563503,0.04444054,0.040057083,0.031280906,0.021581386
8.5,316.2,20,760,5,1,MEAN,0.008532559,0.019274332,0.023188856,0.027376588,0.026102333,0.023253018,0.018462025,0.013946953
8.5,398.1,20,760,5,1,MEAN,0.00619269,0.01284338,0.014140974,0.015239802,0.013768268,0.012186509,0.010096697,0.00862143
8.5,501.2,20,760,5,1,MEAN,0.004345896,0.008216357,0.008214466,0.008079404,0.006924355,0.006092273,0.005261134,0.005116575
8.5,631,20,760,5,1,MEAN,0.002879913,0.004796002,0.004216764,0.003672648,0.002942248,0.00259824,0.002446129,0.002842362
8.5,794.3,20,760,5,1,MEAN,0.001782704,0.002564952,0.001923886,0.001449036,0.001071222,0.00095781,0.001014797,0.001467504
8.75,10,20,760,5,1,MEAN,0.072640584,0.245346194,0.422064985,0.731946476,0.936654285,1.00202677,0.927639695,0.467605192
8.75,12.6,20,760,5,1,MEAN,0.070987082,0.238385219,0.408299948,0.704659521,0.897386071,0.956267342,0.881209812,0.445224776
8.75,15.9,20,760,5,1,MEAN,0.069116116,0.230610631,0.393078531,0.674806604,0.855026006,0.907568313,0.832682283,0.421579345
8.75,20,20,760,5,1,MEAN,0.066985272,0.221758014,0.375992623,0.641769871,0.809243695,0.855419851,0.781410647,0.396624305
8.75,25.1,20,760,5,1,MEAN,0.063691184,0.208151394,0.350573694,0.592214892,0.740422017,0.776031454,0.701421905,0.357914526
8.75,31.6,20,760,5,1,MEAN,0.059921038,0.193054231,0.322388339,0.538368107,0.666621512,0.692435499,0.618271638,0.317672283
8.75,39.8,20,760,5,1,MEAN,0.055345119,0.175177903,0.289187372,0.476079328,0.582343623,0.597281859,0.523937308,0.272257169
8.75,50.1,20,760,5,1,MEAN,0.050116337,0.155624986,0.252452296,0.408299948,0.491449983,0.49771339,0.427444098,0.225361292
8.75,63.1,20,760,5,1,MEAN,0.044399627,0.134270104,0.213835263,0.33836024,0.399373574,0.397630166,0.333564116,0.179175789
8.75,79.4,20,760,5,1,MEAN,0.038599291,0.113365087,0.176636042,0.272319866,0.314252922,0.307524219,0.251755707,0.138637055
8.75,100,20,760,5,1,MEAN,0.032936642,0.093708573,0.142357163,0.212999863,0.239816646,0.230504455,0.184153223,0.104491106
8.75,125.9,20,760,5,1,MEAN,0.027471307,0.075072231,0.110199424,0.158591287,0.173731802,0.163560837,0.12870023,0.076081545
8.75,158.5,20,760,5,1,MEAN,0.022510198,0.058895122,0.083172417,0.11486278,0.122174149,0.112870208,0.087595002,0.054197509
8.75,199.5,20,760,5,1,MEAN,0.018004428,0.044831093,0.060378084,0.079593816,0.08165435,0.074383965,0.0571978,0.037452372
8.75,251.2,20,760,5,1,MEAN,0.01402424,0.032823079,0.041598658,0.051520412,0.050731689,0.045559539,0.035349178,0.025059899
8.75,316.2,20,760,5,1,MEAN,0.010633576,0.023215569,0.02743338,0.031708765,0.029886794,0.026520354,0.020916033,0.01624723
8.75,398.1,20,760,5,1,MEAN,0.007746033,0.015498131,0.016737066,0.017696172,0.015800809,0.013943742,0.011491569,0.010073475
8.75,501.2,20,760,5,1,MEAN,0.005452295,0.009928401,0.009729249,0.009401114,0.007963048,0.006986816,0.006012836,0.005999006
8.75,631,20,760,5,1,MEAN,0.003604785,0.005803357,0.005018562,0.004286268,0.003390622,0.002987303,0.002801427,0.003337946
8.75,794.3,20,760,5,1,MEAN,0.002238615,0.003105127,0.002293926,0.001693477,0.001236458,0.001104026,0.001164607,0.001724564
9,10,20,760,5,1,MEAN,0.084426605,0.275854025,0.465563929,0.78429478,0.980571631,1.035808151,0.932780212,0.490658497
9,12.6,20,760,5,1,MEAN,0.082714057,0.268769092,0.452042559,0.758017661,0.943798591,0.993754995,0.89161902,0.469979943
9,15.9,20,760,5,1,MEAN,0.080756841,0.260783028,0.436796676,0.72875127,0.903190424,0.948154967,0.848358322,0.448001352
9,20,20,760,5,1,MEAN,0.078519825,0.25158186,0.419642364,0.696112327,0.858972627,0.898833653,0.801824504,0.424306148
9,25.1,20,760,5,1,MEAN,0.075003119,0.237563286,0.393621964,0.646664953,0.792098744,0.822203506,0.727075188,0.386704588
9,31.6,20,760,5,1,MEAN,0.070954399,0.221706959,0.364400802,0.592351271,0.719249096,0.740422017,0.648006444,0.346720344
9,39.8,20,760,5,1,MEAN,0.065914251,0.202618607,0.32921478,0.528176804,0.634131496,0.645920881,0.557030948,0.300870304
9,50.1,20,760,5,1,MEAN,0.059976252,0.181083685,0.289187372,0.457066429,0.540604087,0.543224469,0.459176152,0.251697745
9,63.1,20,760,5,1,MEAN,0.05342928,0.157245898,0.246876257,0.381662354,0.442669219,0.438207014,0.362643021,0.202478691
9,79.4,20,760,5,1,MEAN,0.046717471,0.133437939,0.205059231,0.308872558,0.350896733,0.341727024,0.276744708,0.158190109
9,100,20,760,5,1,MEAN,0.040093994,0.110708081,0.165798014,0.242537739,0.269698993,0.257916617,0.204446333,0.120193041
9,125.9,20,760,5,1,MEAN,0.033525813,0.089100332,0.12911578,0.18191953,0.196010495,0.184620246,0.143740557,0.08806013
9,158.5,20,760,5,1,MEAN,0.027553662,0.070158343,0.097921786,0.132519358,0.138350051,0.128286018,0.098351123,0.06310726
9,199.5,20,760,5,1,MEAN,0.02213499,0.053515468,0.071281909,0.091977018,0.093106355,0.084699203,0.064547485,0.043850982
9,251.2,20,760,5,1,MEAN,0.017277437,0.039262624,0.049246948,0.05974194,0.057993501,0.052081001,0.040103227,0.02946316
9,316.2,20,760,5,1,MEAN,0.013130441,0.027821422,0.032574617,0.036879016,0.034251479,0.030421409,0.023838522,0.019172526
9,398.1,20,760,5,1,MEAN,0.009580305,0.018611412,0.019942487,0.020614809,0.018158473,0.016031691,0.013127418,0.011914596
9,501.2,20,760,5,1,MEAN,0.006760508,0.011950314,0.01162999,0.010966785,0.009172323,0.008058966,0.00688144,0.007105249
9,631,20,760,5,1,MEAN,0.004488274,0.006994865,0.005989345,0.005012788,0.003914527,0.00345684,0.003215728,0.003963504
9,794.3,20,760,5,1,MEAN,0.002784065,0.003747825,0.00274397,0.001981889,0.001430801,0.001278731,0.001340847,0.002051065
