rup_mag,dist_rrup,site_vs30,result_type,damping,pga,0.100,0.200,0.400,1.000,2.000,4.000
5.00,12.804020,280.0,MEAN,5,1.84674268e-01,3.67665217e-01,2.51750917e-01,1.28072424e-01,3.43333518e-02,7.89416366e-03,1.69995207e-03
5.00,19.184850,280.0,MEAN,5,1.12884029e-01,2.41852820e-01,1.69769354e-01,8.46045217e-02,2.14933100e-02,4.93834845e-03,1.06730550e-03
5.00,28.745550,280.0,MEAN,5,6.42895348e-02,1.47407843e-01,1.06897610e-01,5.29255784e-02,1.29304455e-02,2.97451020e-03,6.45673467e-04
5.00,43.070780,280.0,MEAN,5,3.53770842e-02,8.56952114e-02,6.42732851e-02,3.19582392e-02,7.63946189e-03,1.76340788e-03,3.84609849e-04
5.00,64.534950,280.0,MEAN,5,1.97596936e-02,5.03471641e-02,4.01856894e-02,2.06225539e-02,4.95706546e-03,1.15505757e-03,2.53676441e-04
5.00,96.695690,280.0,MEAN,5,1.22655227e-02,3.35027110e-02,2.94974175e-02,1.60944802e-02,3.99381292e-03,9.45377312e-04,2.09602822e-04
5.00,144.883630,280.0,MEAN,5,7.09716956e-03,2.01632955e-02,1.99248121e-02,1.17526212e-02,3.05222418e-03,7.37357680e-04,1.65373126e-04
5.00,217.085850,280.0,MEAN,5,3.55636355e-03,1.00300115e-02,1.15201497e-02,7.60275787e-03,2.12144946e-03,5.27463153e-04,1.20039787e-04
5.00,0.100000,380.0,MEAN,5,6.45879483e-01,1.21237900e+00,8.86034391e-01,5.20839602e-01,1.36389557e-01,3.21749513e-02,7.29009144e-03
5.00,0.149830,380.0,MEAN,5,6.43872248e-01,1.20867795e+00,8.82759539e-01,5.18536952e-01,1.35720943e-01,3.20153159e-02,7.25379845e-03
5.00,0.224500,380.0,MEAN,5,6.41870908e-01,1.20498707e+00,8.79496076e-01,5.16244168e-01,1.35055536e-01,3.18564555e-02,7.21768229e-03
5.00,0.336380,380.0,MEAN,5,6.39875703e-01,1.20130683e+00,8.76244380e-01,5.13961501e-01,1.34393404e-01,3.16983868e-02,7.18174670e-03
5.00,0.504020,380.0,MEAN,5,6.37886528e-01,1.19763703e+00,8.73004271e-01,5.11688809e-01,1.33734505e-01,3.15410990e-02,7.14598927e-03
5.00,0.755200,380.0,MEAN,5,6.35903446e-01,1.19397779e+00,8.69775840e-01,5.09426142e-01,1.33078848e-01,3.13845947e-02,7.11041055e-03
5.00,1.131550,380.0,MEAN,5,6.15152921e-01,1.15691866e+00,8.37502533e-01,4.86937076e-01,1.26583466e-01,2.98362044e-02,6.75854832e-03
5.00,1.695450,380.0,MEAN,5,5.55712389e-01,1.05034111e+00,7.46074136e-01,4.24274839e-01,1.08673005e-01,2.55717008e-02,5.78978902e-03
5.00,2.540370,380.0,MEAN,5,5.01892646e-01,9.52907823e-01,6.64296833e-01,3.69616300e-01,9.32963674e-02,2.19167088e-02,4.95988597e-03
5.00,3.806360,380.0,MEAN,5,4.53163905e-01,8.63859377e-01,5.91167077e-01,3.21942382e-01,8.00951020e-02,1.87841126e-02,4.24893628e-03
5.00,5.703240,380.0,MEAN,5,3.83416580e-01,7.39774538e-01,4.96967350e-01,2.63504245e-01,6.43495885e-02,1.50711195e-02,3.40848171e-03
5.00,8.545430,380.0,MEAN,5,2.83087709e-01,5.60834438e-01,3.70239606e-01,1.89399260e-01,4.50585999e-02,1.05461313e-02,2.38621383e-03
5.00,12.804020,380.0,MEAN,5,1.88101431e-01,3.88485202e-01,2.56959727e-01,1.27925064e-01,2.97526624e-02,6.97656545e-03,1.58140112e-03
5.00,19.184850,380.0,MEAN,5,1.12565610e-01,2.44820424e-01,1.65013927e-01,8.08692069e-02,1.84906314e-02,4.35241657e-03,9.89455582e-04
5.00,28.745550,380.0,MEAN,5,6.29755873e-02,1.44431612e-01,1.00027376e-01,4.88106887e-02,1.10509116e-02,2.61379641e-03,5.96348938e-04
5.00,43.070780,380.0,MEAN,5,3.42255777e-02,8.22446192e-02,5.86789903e-02,2.87696737e-02,6.49642269e-03,1.54495521e-03,3.53921976e-04
5.00,64.534950,380.0,MEAN,5,1.89750684e-02,4.77664574e-02,3.61814842e-02,1.83057269e-02,4.20185302e-03,1.00922342e-03,2.32669319e-04
5.00,96.695690,380.0,MEAN,5,1.17342364e-02,3.16081344e-02,2.63781200e-02,1.41865398e-02,3.37956618e-03,8.24313309e-04,1.91779765e-04
5.00,144.883630,380.0,MEAN,5,6.77160835e-03,1.89494562e-02,1.77335692e-02,1.03083805e-02,2.57955070e-03,6.41552434e-04,1.50944890e-04
5.00,217.085850,380.0,MEAN,5,3.38687764e-03,9.40112755e-03,1.02197781e-02,6.64564901e-03,1.79130283e-03,4.57880914e-04,1.09302032e-04
5.00,0.100000,540.0,MEAN,5,7.25392243e-01,1.56650580e+00,9.70178079e-01,4.55326238e-01,1.00052608e-01,2.42208614e-02,5.56994654e-03
5.00,0.149830,540.0,MEAN,5,7.22945533e-01,1.56091151e+00,9.66145441e-01,4.53206316e-01,9.95610503e-02,2.41005498e-02,5.54217212e-03
5.00,0.224500,540.0,MEAN,5,7.20506740e-01,1.55533621e+00,9.62128993e-01,4.51096027e-01,9.90718548e-02,2.39808230e-02,5.51453325e-03
5.00,0.336380,540.0,MEAN,5,7.18076151e-01,1.54978055e+00,9.58129184e-01,4.48995595e-01,9.85850735e-02,2.38616935e-02,5.48703280e-03
5.00,0.504020,540.0,MEAN,5,7.15653634e-01,1.54424422e+00,9.54145775e-01,4.46904885e-01,9.81006734e-02,2.37431532e-02,5.45966890e-03
5.00,0.755200,540.0,MEAN,5,7.13239262e-01,1.53872738e+00,9.50178861e-01,4.44823937e-01,9.76186627e-02,2.36252042e-02,5.43244199e-03
5.00,1.131550,540.0,MEAN,5,6.88019659e-01,1.48278341e+00,9.10453422e-01,4.24124623e-01,9.28433677e-02,2.24582389e-02,5.16316841e-03
5.00,1.695450,540.0,MEAN,5,6.16238329e-01,1.32405098e+00,7.99164824e-01,3.66757966e-01,7.96789648e-02,1.92446233e-02,4.42191906e-03
5.00,2.540370,540.0,MEAN,5,5.51875930e-01,1.18195644e+00,7.01354737e-01,3.17139197e-01,6.83811065e-02,1.64908423e-02,3.78708444e-03
5.00,3.806360,540.0,MEAN,5,4.94167141e-01,1.05477283e+00,6.15397791e-01,2.74222563e-01,5.86851400e-02,1.41310983e-02,3.24338746e-03
5.00,5.703240,540.0,MEAN,5,4.12604849e-01,8.81272298e-01,5.05973396e-01,2.21860392e-01,4.71224814e-02,1.13343526e-02,2.60071527e-03
5.00,8.545430,540.0,MEAN,5,2.97784724e-01,6.41310240e-01,3.63179448e-01,1.56354319e-01,3.29640759e-02,7.92689776e-03,1.81930477e-03
5.00,12.804020,540.0,MEAN,5,1.92494259e-01,4.23951585e-01,2.41422445e-01,1.03158495e-01,2.17402607e-02,5.24001070e-03,1.20446424e-03
5.00,19.184850,540.0,MEAN,5,1.11940094e-01,2.55487374e-01,1.48641542e-01,6.36800286e-02,1.34931877e-02,3.26610464e-03,7.52673642e-04
5.00,28.745550,540.0,MEAN,5,6.11355709e-02,1.45688545e-01,8.71994949e-02,3.76994819e-02,8.05450816e-03,1.95950220e-03,4.53028165e-04
5.00,43.070780,540.0,MEAN,5,3.26717966e-02,8.11888477e-02,5.00795305e-02,2.19321682e-02,4.73063204e-03,1.15708164e-03,2.68505841e-04
5.00,64.534950,540.0,MEAN,5,1.79327913e-02,4.65903076e-02,3.05114382e-02,1.38494471e-02,3.05795770e-03,7.55173956e-04,1.76306794e-04
5.00,96.695690,540.0,MEAN,5,1.10334518e-02,3.06505786e-02,2.21143496e-02,1.06924221e-02,2.45876020e-03,6.16391624e-04,1.45195090e-04
5.00,144.883630,540.0,MEAN,5,6.34422266e-03,1.83012631e-02,1.48065366e-02,7.74874387e-03,1.87628954e-03,4.79390301e-04,1.14179253e-04
5.00,217.085850,540.0,MEAN,5,3.16509946e-03,9.05436901e-03,8.50896285e-03,4.98624026e-03,1.30272722e-03,3.41886870e-04,8.26070807e-05
5.00,0.100000,760.0,MEAN,5,8.11480210e-01,1.77102366e+00,9.70801506e-01,3.89269820e-01,7.92558478e-02,1.92576941e-02,4.45508149e-03
5.00,0.149830,760.0,MEAN,5,8.08512117e-01,1.76402412e+00,9.66517661e-01,3.87431764e-01,7.88664161e-02,1.91620207e-02,4.43286072e-03
5.00,0.224500,760.0,MEAN,5,8.05554565e-01,1.75705150e+00,9.62252264e-01,3.85602192e-01,7.84788566e-02,1.90668125e-02,4.41074843e-03
5.00,0.336380,760.0,MEAN,5,8.02607894e-01,1.75010659e+00,9.58005781e-01,3.83781298e-01,7.80932098e-02,1.89720794e-02,4.38874691e-03
5.00,0.504020,760.0,MEAN,5,7.99671939e-01,1.74318898e+00,9.53777947e-01,3.81968964e-01,7.77094498e-02,1.88778149e-02,4.36685466e-03
5.00,0.755200,760.0,MEAN,5,7.96746780e-01,1.73629885e+00,9.49568853e-01,3.80165224e-01,7.73275831e-02,1.87840206e-02,4.34507204e-03
5.00,1.131550,760.0,MEAN,5,7.66247628e-01,1.66641328e+00,9.07393996e-01,3.62220013e-01,7.35444092e-02,1.78560353e-02,4.12964134e-03
5.00,1.695450,760.0,MEAN,5,6.80022821e-01,1.46999225e+00,7.89959134e-01,3.12560697e-01,6.31151953e-02,1.53005695e-02,3.53662472e-03
5.00,2.540370,760.0,MEAN,5,6.03500467e-01,1.29672278e+00,6.87722276e-01,2.69709360e-01,5.41648958e-02,1.31108205e-02,3.02876330e-03
5.00,3.806360,760.0,MEAN,5,5.35588777e-01,1.14387602e+00,5.98716533e-01,2.32732665e-01,4.64837924e-02,1.12344497e-02,2.59382902e-03
5.00,5.703240,760.0,MEAN,5,4.40871700e-01,9.38552345e-01,4.86213491e-01,1.87680661e-01,3.73239922e-02,9.01061515e-03,2.07972673e-03
5.00,8.545430,760.0,MEAN,5,3.10505434e-01,6.62742323e-01,3.41845591e-01,1.31535755e-01,2.61082223e-02,6.30127314e-03,1.45467748e-03
5.00,12.804020,760.0,MEAN,5,1.94870813e-01,4.23323146e-01,2.21854988e-01,8.62139174e-02,1.72175636e-02,4.16498956e-03,9.62910865e-04
5.00,19.184850,760.0,MEAN,5,1.09888117e-01,2.46856978e-01,1.33430581e-01,5.28655491e-02,1.06853599e-02,2.59572616e-03,6.01609498e-04
5.00,28.745550,760.0,MEAN,5,5.84829494e-02,1.37293234e-01,7.68627731e-02,3.11275042e-02,6.37799694e-03,1.55710127e-03,3.62027955e-04
5.00,43.070780,760.0,MEAN,5,3.06951852e-02,7.53055666e-02,4.36249204e-02,1.80424683e-02,3.74577949e-03,9.19342618e-04,2.14526366e-04
5.00,64.534950,760.0,MEAN,5,1.66673271e-02,4.28341975e-02,2.64024109e-02,1.13689165e-02,2.42125332e-03,5.99939921e-04,1.40836655e-04
5.00,96.695690,760.0,MEAN,5,1.01990235e-02,2.80589478e-02,1.90738672e-02,8.76799305e-03,1.94678202e-03,4.89640662e-04,1.15968321e-04
5.00,144.883630,760.0,MEAN,5,5.84170728e-03,1.67040940e-02,1.27418284e-02,6.34935719e-03,1.48557788e-03,3.80774929e-04,9.11833382e-05
5.00,217.085850,760.0,MEAN,5,2.90649075e-03,8.24732698e-03,7.31096997e-03,4.08362077e-03,1.03144257e-03,2.71529604e-04,6.59608909e-05
5.00,0.100000,2000.0,MEAN,5,8.11480210e-01,1.25947827e+00,8.44824756e-01,3.71453465e-01,7.75657820e-02,1.85557645e-02,4.26092405e-03
5.00,0.149830,2000.0,MEAN,5,8.08512117e-01,1.25450049e+00,8.41096807e-01,3.69699535e-01,7.71846537e-02,1.84635775e-02,4.23967129e-03
5.00,0.224500,2000.0,MEAN,5,8.05554565e-01,1.24954186e+00,8.37384912e-01,3.67953700e-01,7.68053577e-02,1.83718387e-02,4.21852228e-03
5.00,0.336380,2000.0,MEAN,5,8.02607894e-01,1.24460293e+00,8.33689477e-01,3.66216146e-01,7.64279337e-02,1.82805576e-02,4.19747922e-03
5.00,0.504020,2000.0,MEAN,5,7.99671939e-01,1.23968341e+00,8.30010271e-01,3.64486760e-01,7.60523562e-02,1.81897282e-02,4.17654068e-03
5.00,0.755200,2000.0,MEAN,5,7.96746780e-01,1.23478344e+00,8.26347372e-01,3.62765574e-01,7.56786316e-02,1.80993517e-02,4.15570699e-03
5.00,1.131550,2000.0,MEAN,5,7.66247628e-01,1.18508373e+00,7.89645366e-01,3.45641692e-01,7.19761224e-02,1.72051822e-02,3.94966115e-03
5.00,1.695450,2000.0,MEAN,5,6.80022821e-01,1.04539727e+00,6.87449523e-01,2.98255216e-01,6.17692824e-02,1.47428400e-02,3.38247938e-03
5.00,2.540370,2000.0,MEAN,5,6.03500467e-01,9.22175237e-01,5.98479504e-01,2.57365126e-01,5.30098263e-02,1.26328908e-02,2.89674449e-03
5.00,3.806360,2000.0,MEAN,5,5.35588777e-01,8.13476987e-01,5.21023655e-01,2.22080805e-01,4.54925067e-02,1.08249024e-02,2.48076073e-03
5.00,5.703240,2000.0,MEAN,5,4.40871700e-01,6.67459342e-01,4.23119650e-01,1.79090770e-01,3.65280221e-02,8.68211463e-03,1.98905895e-03
5.00,8.545430,2000.0,MEAN,5,3.10505434e-01,4.71314741e-01,2.97485754e-01,1.25515541e-01,2.55514137e-02,6.07151925e-03,1.39124695e-03
5.00,12.804020,2000.0,MEAN,5,1.94870813e-01,3.01049792e-01,1.93065817e-01,8.22680226e-02,1.68503445e-02,4.01310324e-03,9.20912719e-04
5.00,19.184850,2000.0,MEAN,5,1.09888117e-01,1.75554403e-01,1.16115866e-01,5.04459642e-02,1.04574463e-02,2.50104808e-03,5.75361534e-04
5.00,28.745550,2000.0,MEAN,5,5.84829494e-02,9.76372301e-02,6.68886205e-02,2.97028403e-02,6.24194958e-03,1.50029440e-03,3.46227446e-04
5.00,43.070780,2000.0,MEAN,5,3.06951852e-02,5.35541829e-02,3.79639014e-02,1.72166888e-02,3.66587580e-03,8.85795534e-04,2.05160330e-04
5.00,64.534950,2000.0,MEAN,5,1.66673271e-02,3.04618974e-02,2.29762832e-02,1.08485765e-02,2.36960253e-03,5.78043640e-04,1.34686001e-04
5.00,96.695690,2000.0,MEAN,5,1.01990235e-02,1.99543552e-02,1.65987332e-02,8.36669383e-03,1.90525215e-03,4.71767359e-04,1.10902602e-04
5.00,144.883630,2000.0,MEAN,5,5.84170728e-03,1.18792560e-02,1.10883759e-02,6.05875567e-03,1.45388634e-03,3.66873383e-04,8.71993942e-05
5.00,217.085850,2000.0,MEAN,5,2.90649075e-03,5.86515549e-03,6.36225673e-03,3.89671895e-03,1.00943884e-03,2.61614811e-04,6.30783193e-05
5.00,0.100000,3000.0,MEAN,5,6.84557059e-01,1.09767765e+00,6.25250285e-01,2.97008491e-01,6.80112654e-02,1.70693342e-02,4.02036847e-03
5.00,0.149830,3000.0,MEAN,5,6.82053204e-01,1.09333934e+00,6.22491250e-01,2.95606075e-01,6.76770844e-02,1.69845319e-02,4.00031556e-03
5.00,0.224500,3000.0,MEAN,5,6.79558241e-01,1.08901773e+00,6.19744096e-01,2.94210132e-01,6.73445099e-02,1.69001419e-02,3.98036054e-03
5.00,0.336380,3000.0,MEAN,5,6.77072457e-01,1.08471328e+00,6.17009125e-01,2.92820811e-01,6.70135767e-02,1.68161731e-02,3.96050549e-03
5.00,0.504020,3000.0,MEAN,5,6.74595713e-01,1.08042576e+00,6.14286164e-01,2.91438020e-01,6.66842627e-02,1.67326196e-02,3.94074906e-03
5.00,0.755200,3000.0,MEAN,5,6.72128076e-01,1.07615527e+00,6.11575272e-01,2.90061786e-01,6.63565733e-02,1.66494829e-02,3.92109156e-03
5.00,1.131550,3000.0,MEAN,5,6.46399279e-01,1.03284030e+00,5.84412314e-01,2.76369793e-01,6.31101375e-02,1.58269418e-02,3.72667829e-03
5.00,1.695450,3000.0,MEAN,5,5.73660844e-01,9.11098860e-01,5.08777717e-01,2.38480294e-01,5.41605712e-02,1.35618483e-02,3.19151745e-03
5.00,2.540370,3000.0,MEAN,5,5.09107307e-01,8.03706715e-01,4.42931481e-01,2.05785206e-01,4.64801008e-02,1.16209189e-02,2.73320531e-03
5.00,3.806360,3000.0,MEAN,5,4.51817646e-01,7.08972536e-01,3.85606821e-01,1.77572404e-01,3.98887611e-02,9.95776149e-03,2.34070640e-03
5.00,5.703240,3000.0,MEAN,5,3.71915212e-01,5.81713250e-01,3.13148591e-01,1.43198232e-01,3.20285175e-02,7.98662411e-03,1.87676424e-03
5.00,8.545430,3000.0,MEAN,5,2.61939458e-01,4.10766638e-01,2.20167616e-01,1.00360301e-01,2.24040025e-02,5.58515339e-03,1.31270243e-03
5.00,12.804020,3000.0,MEAN,5,1.64391181e-01,2.62375012e-01,1.42886979e-01,6.57802485e-02,1.47747270e-02,3.69162911e-03,8.68921486e-04
5.00,19.184850,3000.0,MEAN,5,9.27005800e-02,1.53001563e-01,8.59367317e-02,4.03358189e-02,9.16930301e-03,2.30069882e-03,5.42878808e-04
5.00,28.745550,3000.0,MEAN,5,4.93356651e-02,8.50941278e-02,4.95039104e-02,2.37499353e-02,5.47306917e-03,1.38011164e-03,3.26680760e-04
5.00,43.070780,3000.0,MEAN,5,2.58941690e-02,4.66742704e-02,2.80968805e-02,1.37662002e-02,3.21431494e-03,8.14837890e-04,1.93577757e-04
5.00,64.534950,3000.0,MEAN,5,1.40604001e-02,2.65485675e-02,1.70046244e-02,8.67435531e-03,2.07771601e-03,5.31738806e-04,1.27082141e-04
5.00,96.695690,3000.0,MEAN,5,8.60380013e-03,1.73908912e-02,1.22846337e-02,6.68988001e-03,1.67056409e-03,4.33975905e-04,1.04641462e-04
5.00,144.883630,3000.0,MEAN,5,4.92800922e-03,1.03531709e-02,8.20644773e-03,4.84448807e-03,1.27479731e-03,3.37484580e-04,8.22764477e-05
5.00,217.085850,3000.0,MEAN,5,2.45188821e-03,5.11168014e-03,4.70867219e-03,3.11575668e-03,8.85096635e-04,2.40657863e-04,5.95171570e-05
6.00,0.100000,180.0,MEAN,5,7.50764538e-01,8.44185327e-01,6.14725063e-01,4.60494092e-01,4.05188298e-01,1.49232484e-01,3.83063758e-02
6.00,0.149830,180.0,MEAN,5,7.49380383e-01,8.43499438e-01,6.14044290e-01,4.59752102e-01,4.04075017e-01,1.48779217e-01,3.81901012e-02
6.00,0.224500,180.0,MEAN,5,7.47998552e-01,8.42813646e-01,6.13363953e-01,4.59011114e-01,4.02964665e-01,1.48327279e-01,3.80741672e-02
6.00,0.336380,180.0,MEAN,5,7.46619217e-01,8.42128038e-01,6.12684139e-01,4.58271223e-01,4.01857376e-01,1.47876723e-01,3.79585875e-02
6.00,0.504020,180.0,MEAN,5,7.45242315e-01,8.41442585e-01,6.12004819e-01,4.57532394e-01,4.00753095e-01,1.47427526e-01,3.78433562e-02
6.00,0.755200,180.0,MEAN,5,7.43867897e-01,8.40757314e-01,6.11326020e-01,4.56794657e-01,3.99651858e-01,1.46979702e-01,3.77284769e-02
6.00,1.131550,180.0,MEAN,5,7.30172392e-01,8.32309466e-01,6.03222712e-01,4.48423592e-01,3.87853181e-01,1.42223440e-01,3.65078482e-02
6.00,1.695450,180.0,MEAN,5,6.89940187e-01,8.06513758e-01,5.78763375e-01,4.23575224e-01,3.53828768e-01,1.28596966e-01,3.30106520e-02
6.00,2.540370,180.0,MEAN,5,6.51851048e-01,7.81149313e-01,5.55067739e-01,4.00001098e-01,3.22779357e-01,1.16275973e-01,2.98484360e-02
6.00,3.806360,180.0,MEAN,5,6.15790165e-01,7.56204847e-01,5.32109936e-01,3.77635550e-01,2.94445007e-01,1.05135384e-01,2.69891135e-02
6.00,5.703240,180.0,MEAN,5,5.56431841e-01,7.13985749e-01,4.98934088e-01,3.47221918e-01,2.56038780e-01,9.01278931e-02,2.31504587e-02
6.00,8.545430,180.0,MEAN,5,4.58111529e-01,6.37736118e-01,4.45392477e-01,3.01609265e-01,2.01553237e-01,6.91809977e-02,1.78020690e-02
6.00,12.804020,180.0,MEAN,5,3.49259121e-01,5.44955448e-01,3.86465029e-01,2.55556411e-01,1.51039656e-01,5.02095174e-02,1.29626515e-02
6.00,19.184850,180.0,MEAN,5,2.45074573e-01,4.38752132e-01,3.20514430e-01,2.08286599e-01,1.07063248e-01,3.42735977e-02,8.89062001e-03
6.00,28.745550,180.0,MEAN,5,1.60181975e-01,3.28966677e-01,2.50679153e-01,1.62111428e-01,7.28243214e-02,2.24302565e-02,5.85450671e-03
6.00,43.070780,180.0,MEAN,5,1.01056550e-01,2.31976802e-01,1.85016725e-01,1.20549580e-01,4.86916383e-02,1.45151774e-02,3.81571107e-03
6.00,64.534950,180.0,MEAN,5,6.39076207e-02,1.59429119e-01,1.36749492e-01,9.24487628e-02,3.53214322e-02,1.03410497e-02,2.74486084e-03
6.00,96.695690,180.0,MEAN,5,4.36912063e-02,1.17654811e-01,1.11996600e-01,8.09121829e-02,3.08122809e-02,9.01880471e-03,2.42434961e-03
6.00,144.883630,180.0,MEAN,5,2.78797112e-02,7.78419935e-02,8.33969078e-02,6.54268377e-02,2.53478627e-02,7.48077533e-03,2.04278200e-03
6.00,217.085850,180.0,MEAN,5,1.53340380e-02,4.23185885e-02,5.23928400e-02,4.59541843e-02,1.86429976e-02,5.61963305e-03,1.56551479e-03
6.00,0.100000,280.0,MEAN,5,9.09051376e-01,1.39949339e+00,1.18487812e+00,9.54067963e-01,5.48694738e-01,1.67624500e-01,4.34575683e-02
6.00,0.149830,280.0,MEAN,5,9.07227347e-01,1.39762141e+00,1.18279432e+00,9.51801397e-01,5.47043533e-01,1.67107844e-01,4.33233696e-02
6.00,0.224500,280.0,MEAN,5,9.05406708e-01,1.39575130e+00,1.18071369e+00,9.49539877e-01,5.45397119e-01,1.66592726e-01,4.31895710e-02
6.00,0.336380,280.0,MEAN,5,9.03589685e-01,1.39388331e+00,1.17863648e+00,9.47283681e-01,5.43755693e-01,1.66079206e-01,4.30561885e-02
6.00,0.504020,280.0,MEAN,5,9.01776194e-01,1.39201735e+00,1.17656261e+00,9.45032700e-01,5.42119169e-01,1.65567258e-01,4.29232150e-02
6.00,0.755200,280.0,MEAN,5,8.99966302e-01,1.39015349e+00,1.17449214e+00,9.42787014e-01,5.40487600e-01,1.65056899e-01,4.27906548e-02
