rup_mag,dist_rrup,site_vs30,result_type,damping,pga,0.100,0.200,0.400,1.000,2.000,4.000
5.00,19.184850,180.0,MEAN,5,6.46346936e-02,1.47987445e-01,9.76137065e-02,5.11125963e-02,1.44461651e-02,3.61948905e-03,7.33148664e-04
5.00,28.745550,180.0,MEAN,5,4.23786246e-02,9.95859014e-02,6.71356623e-02,3.54508258e-02,9.61075396e-03,2.38260526e-03,4.88161721e-04
5.00,43.070780,180.0,MEAN,5,2.62935591e-02,6.31600000e-02,4.38890348e-02,2.35551699e-02,6.24246646e-03,1.54549266e-03,3.21582423e-04
5.00,64.534950,180.0,MEAN,5,1.55727772e-02,3.90072774e-02,2.87895354e-02,1.59733572e-02,4.23552503e-03,1.05975739e-03,2.25096420e-04
5.00,96.695690,180.0,MEAN,5,8.84986829e-03,2.36342792e-02,1.92298282e-02,1.12845402e-02,3.06669167e-03,7.85162472e-04,1.71307991e-04
5.00,144.883630,180.0,MEAN,5,4.80805274e-03,1.33512005e-02,1.21110690e-02,7.58273117e-03,2.14013368e-03,5.65564596e-04,1.27440797e-04
5.00,217.085850,180.0,MEAN,5,2.48216376e-03,6.92922617e-03,7.07008938e-03,4.76101996e-03,1.40965832e-03,3.86694676e-04,9.03974527e-05
5.00,0.100000,280.0,MEAN,5,2.95676406e-01,6.40243768e-01,4.73014343e-01,2.70427503e-01,9.44046454e-02,2.45434706e-02,4.87687332e-03
5.00,0.149830,280.0,MEAN,5,2.94207920e-01,6.37109180e-01,4.70444186e-01,2.68725118e-01,9.37131046e-02,2.43619104e-02,4.84098214e-03
5.00,0.224500,280.0,MEAN,5,2.92746170e-01,6.33987143e-01,4.67886224e-01,2.67032851e-01,9.30265483e-02,2.41816741e-02,4.80535129e-03
5.00,0.336380,280.0,MEAN,5,2.91291312e-01,6.30878017e-01,4.65340733e-01,2.65350858e-01,9.23450283e-02,2.40027749e-02,4.76998343e-03
5.00,0.504020,280.0,MEAN,5,2.89843252e-01,6.27781624e-01,4.62807548e-01,2.63679008e-01,9.16684786e-02,2.38251954e-02,4.73487511e-03
5.00,0.755200,280.0,MEAN,5,2.88402018e-01,6.24698048e-01,4.60286719e-01,2.62017307e-01,9.09968904e-02,2.36489331e-02,4.70002586e-03
5.00,1.131550,280.0,MEAN,5,2.77797857e-01,6.03586710e-01,4.42496440e-01,2.50137682e-01,8.61820340e-02,2.23846804e-02,4.45015841e-03
5.00,1.695450,280.0,MEAN,5,2.48434973e-01,5.44738498e-01,3.93391155e-01,2.17899098e-01,7.33519014e-02,1.90199385e-02,3.78477625e-03
5.00,2.540370,280.0,MEAN,5,2.22006001e-01,4.90627830e-01,3.49140082e-01,1.89652591e-01,6.24286682e-02,1.61609413e-02,3.21887318e-03
5.00,3.806360,280.0,MEAN,5,1.98226702e-01,4.40970631e-01,3.09320341e-01,1.64918165e-01,5.31291320e-02,1.37316718e-02,2.73757655e-03
5.00,5.703240,280.0,MEAN,5,1.69650780e-01,3.81129865e-01,2.63326307e-01,1.37370564e-01,4.30938831e-02,1.11204265e-02,2.22068433e-03
5.00,8.545430,280.0,MEAN,5,1.32812667e-01,3.02951792e-01,2.05898083e-01,1.04521797e-01,3.16376932e-02,8.15234525e-03,1.63315051e-03
5.00,12.804020,280.0,MEAN,5,9.78073660e-02,2.27103451e-01,1.53194127e-01,7.60450606e-02,2.22383223e-02,5.73020827e-03,1.15342256e-03
5.00,19.184850,280.0,MEAN,5,6.69728078e-02,1.58459670e-01,1.07280673e-01,5.24814974e-02,1.49027006e-02,3.84903553e-03,7.80288628e-04
5.00,28.745550,280.0,MEAN,5,4.34189762e-02,1.04168068e-01,7.14370948e-02,3.47550817e-02,9.67681849e-03,2.51352613e-03,5.14812799e-04
5.00,43.070780,280.0,MEAN,5,2.67042431e-02,6.48900000e-02,4.55980941e-02,2.22962127e-02,6.16093679e-03,1.61655688e-03,3.35887073e-04
5.00,64.534950,280.0,MEAN,5,1.57192784e-02,3.96562104e-02,2.94326619e-02,1.47586782e-02,4.11883417e-03,1.09884668e-03,2.32856664e-04
5.00,96.695690,280.0,MEAN,5,8.89768246e-03,2.38565405e-02,1.94608959e-02,1.02665652e-02,2.95254089e-03,8.07169979e-04,1.75607888e-04
5.00,144.883630,280.0,MEAN,5,4.82225529e-03,1.34191794e-02,1.21819176e-02,6.83418721e-03,2.04750000e-03,5.76759316e-04,1.29589029e-04
5.00,217.085850,280.0,MEAN,5,2.48596273e-03,6.94740209e-03,7.08646851e-03,4.26774177e-03,1.34359737e-03,3.91606018e-04,9.13247036e-05
5.00,0.100000,380.0,MEAN,5,3.08808637e-01,7.15150517e-01,5.13644959e-01,2.84956819e-01,8.24757973e-02,2.17495787e-02,4.55240209e-03
5.00,0.149830,380.0,MEAN,5,3.07186649e-01,7.11177695e-01,5.10480621e-01,2.82987376e-01,8.18642001e-02,2.15880562e-02,4.51873159e-03
5.00,0.224500,380.0,MEAN,5,3.05572698e-01,7.07224751e-01,5.07334511e-01,2.81031155e-01,8.12570723e-02,2.14277162e-02,4.48530656e-03
5.00,0.336380,380.0,MEAN,5,3.03966953e-01,7.03292101e-01,5.04206932e-01,2.79088318e-01,8.06544588e-02,2.12685704e-02,4.45212948e-03
5.00,0.504020,380.0,MEAN,5,3.02369303e-01,6.99379479e-01,5.01097644e-01,2.77158692e-01,8.00563004e-02,2.11106032e-02,4.41919709e-03
5.00,0.755200,380.0,MEAN,5,3.00779773e-01,6.95486949e-01,4.98006670e-01,2.75242266e-01,7.94625884e-02,2.09538123e-02,4.38650893e-03
5.00,1.131550,380.0,MEAN,5,2.89102797e-01,6.68706088e-01,4.76178415e-01,2.61557527e-01,7.52070693e-02,1.98292950e-02,4.15215572e-03
5.00,1.695450,380.0,MEAN,5,2.56944339e-01,5.95092644e-01,4.16793349e-01,2.24830078e-01,6.38838301e-02,1.68377172e-02,3.52842261e-03
5.00,2.540370,380.0,MEAN,5,2.28234442e-01,5.28888680e-01,3.64458460e-01,1.93191865e-01,5.42649525e-02,1.42974553e-02,2.99838243e-03
5.00,3.806360,380.0,MEAN,5,2.02610502e-01,4.69418221e-01,3.18372965e-01,1.65944171e-01,4.60939282e-02,1.21404226e-02,2.54796131e-03
5.00,5.703240,380.0,MEAN,5,1.72103106e-01,3.99313203e-01,2.66213048e-01,1.36054733e-01,3.72940222e-02,9.82310542e-03,2.06456697e-03
5.00,8.545430,380.0,MEAN,5,1.33290238e-01,3.10533582e-01,2.03032305e-01,1.01230601e-01,2.72792275e-02,7.19146878e-03,1.51572531e-03
5.00,12.804020,380.0,MEAN,5,9.70282512e-02,2.27647993e-01,1.47223483e-01,7.19276946e-02,1.90960373e-02,5.04641887e-03,1.06825186e-03
5.00,19.184850,380.0,MEAN,5,6.56747607e-02,1.55551590e-01,1.00607951e-01,4.85041968e-02,1.27417784e-02,3.38298207e-03,7.20869947e-04
5.00,28.745550,380.0,MEAN,5,4.21581092e-02,1.00559832e-01,6.56774065e-02,3.15059829e-02,8.24129525e-03,2.20435120e-03,4.74319282e-04
5.00,43.070780,380.0,MEAN,5,2.57304149e-02,6.18100000e-02,4.13111421e-02,1.99173147e-02,5.23006056e-03,1.41440563e-03,3.08583793e-04
5.00,64.534950,380.0,MEAN,5,1.50647490e-02,3.75103886e-02,2.64031459e-02,1.30514759e-02,3.48816178e-03,9.59140265e-04,2.13318234e-04
5.00,96.695690,380.0,MEAN,5,8.49751090e-03,2.24507026e-02,1.73493589e-02,9.02052467e-03,2.49641594e-03,7.02895438e-04,1.60439104e-04
5.00,144.883630,380.0,MEAN,5,4.59553363e-03,1.25897842e-02,1.08194938e-02,5.98118942e-03,1.72942552e-03,5.01146332e-04,1.18111990e-04
5.00,217.085850,380.0,MEAN,5,2.36613382e-03,6.50655075e-03,6.28033839e-03,3.72658284e-03,1.13418566e-03,3.39617354e-04,8.30758942e-05
5.00,0.100000,540.0,MEAN,5,3.26906188e-01,8.26987165e-01,5.09033877e-01,2.36528448e-01,6.03542084e-02,1.63504512e-02,3.47162244e-03
5.00,0.149830,540.0,MEAN,5,3.25062932e-01,8.21824961e-01,5.05579339e-01,2.34814968e-01,5.99056613e-02,1.62288692e-02,3.44589950e-03
5.00,0.224500,540.0,MEAN,5,3.23229705e-01,8.16693567e-01,5.02147549e-01,2.33113688e-01,5.94604003e-02,1.61081784e-02,3.42036444e-03
5.00,0.336380,540.0,MEAN,5,3.21406686e-01,8.11593459e-01,4.98738799e-01,2.31424736e-01,5.90184581e-02,1.59883876e-02,3.39501913e-03
5.00,0.504020,540.0,MEAN,5,3.19593742e-01,8.06524234e-01,4.95352790e-01,2.29747953e-01,5.85797913e-02,1.58694852e-02,3.36986110e-03
5.00,0.755200,540.0,MEAN,5,3.17790890e-01,8.01485914e-01,4.91989510e-01,2.28083319e-01,5.81443932e-02,1.57514693e-02,3.34488997e-03
5.00,1.131550,540.0,MEAN,5,3.04574022e-01,7.66705156e-01,4.68240007e-01,2.16205236e-01,5.50237493e-02,1.49050682e-02,3.16586835e-03
5.00,1.695450,540.0,MEAN,5,2.68433032e-01,6.72385616e-01,4.04382463e-01,1.84511882e-01,4.67224175e-02,1.26536828e-02,2.68949337e-03
5.00,2.540370,540.0,MEAN,5,2.36511503e-01,5.89341367e-01,3.49111722e-01,1.57452197e-01,3.96734473e-02,1.07423576e-02,2.28479778e-03
5.00,3.806360,540.0,MEAN,5,2.08321026e-01,5.16259180e-01,3.01286290e-01,1.34349934e-01,3.36879049e-02,9.11972805e-03,1.94099608e-03
5.00,5.703240,540.0,MEAN,5,1.75164596e-01,4.31933780e-01,2.48061188e-01,1.09212896e-01,2.72440293e-02,7.37684645e-03,1.57211999e-03
5.00,8.545430,540.0,MEAN,5,1.33703125e-01,3.28322716e-01,1.85170051e-01,8.02825307e-02,1.99146770e-02,5.39814399e-03,1.15347148e-03
5.00,12.804020,540.0,MEAN,5,9.58171147e-02,2.35151445e-01,1.31326517e-01,5.63182405e-02,1.39302519e-02,3.78592785e-03,8.12327929e-04
5.00,19.184850,540.0,MEAN,5,6.38487740e-02,1.57212243e-01,8.78727926e-02,3.75058551e-02,9.28760749e-03,2.53631869e-03,5.47675019e-04
5.00,28.745550,540.0,MEAN,5,4.04415824e-02,9.98759043e-02,5.63913876e-02,2.41086788e-02,6.00287186e-03,1.65147467e-03,3.60006337e-04
5.00,43.070780,540.0,MEAN,5,2.44280220e-02,6.06784199e-02,3.50247036e-02,1.51204745e-02,3.80727855e-03,1.05884168e-03,2.33971861e-04
5.00,64.534950,540.0,MEAN,5,1.41986124e-02,3.64720906e-02,2.21954080e-02,9.85423183e-03,2.53813929e-03,7.17459414e-04,1.61573467e-04
5.00,96.695690,540.0,MEAN,5,7.97131091e-03,2.17133352e-02,1.45064099e-02,6.78701084e-03,1.81596711e-03,5.25376024e-04,1.21402663e-04
5.00,144.883630,540.0,MEAN,5,4.29851865e-03,1.21374653e-02,9.01736649e-03,4.49068123e-03,1.25780162e-03,3.74308170e-04,8.92967896e-05
5.00,217.085850,540.0,MEAN,5,2.20948580e-03,6.26129269e-03,5.22453453e-03,2.79448261e-03,8.24795954e-04,2.53502046e-04,6.27644287e-05
5.00,0.100000,760.0,MEAN,5,3.43198427e-01,8.61697176e-01,4.81868243e-01,1.99289372e-01,4.78024959e-02,1.29976283e-02,2.77593080e-03
5.00,0.149830,760.0,MEAN,5,3.41121088e-01,8.55883298e-01,4.78430363e-01,1.97827021e-01,4.74471878e-02,1.29009611e-02,2.75535685e-03
5.00,0.224500,760.0,MEAN,5,3.39056103e-01,8.50108031e-01,4.75016646e-01,1.96375247e-01,4.70944832e-02,1.28050026e-02,2.73493321e-03
5.00,0.336380,760.0,MEAN,5,3.37003662e-01,8.44371855e-01,4.71627360e-01,1.94934157e-01,4.67444079e-02,1.27097599e-02,2.71466138e-03
5.00,0.504020,760.0,MEAN,5,3.34963601e-01,8.38674263e-01,4.68262183e-01,1.93503612e-01,4.63969273e-02,1.26152235e-02,2.69453938e-03
5.00,0.755200,760.0,MEAN,5,3.32935929e-01,8.33015225e-01,4.64921083e-01,1.92083592e-01,4.60520365e-02,1.25213921e-02,2.67456692e-03
5.00,1.131550,760.0,MEAN,5,3.18102764e-01,7.93884987e-01,4.41333758e-01,1.81953159e-01,4.35800943e-02,1.18484426e-02,2.53138209e-03
5.00,1.695450,760.0,MEAN,5,2.77842106e-01,6.88765772e-01,3.78311227e-01,1.54966692e-01,3.70044936e-02,1.00584636e-02,2.15038002e-03
5.00,2.540370,760.0,MEAN,5,2.42676896e-01,5.97565148e-01,3.24288109e-01,1.31982644e-01,3.14210329e-02,8.53889597e-03,1.82672186e-03
5.00,3.806360,760.0,MEAN,5,2.11962239e-01,5.18440175e-01,2.77979313e-01,1.12407407e-01,2.66800158e-02,7.24888873e-03,1.55177685e-03
5.00,5.703240,760.0,MEAN,5,1.76291990e-01,4.28499755e-01,2.26911807e-01,9.11564288e-02,2.15760674e-02,5.86331459e-03,1.25679102e-03
5.00,8.545430,760.0,MEAN,5,1.32479151e-01,3.20292331e-01,1.67371747e-01,6.67818914e-02,1.57709508e-02,4.29032788e-03,9.22023947e-04
5.00,12.804020,760.0,MEAN,5,9.33574929e-02,2.25507151e-01,1.17248289e-01,4.66793960e-02,1.10312646e-02,3.00875015e-03,6.49255473e-04
5.00,19.184850,760.0,MEAN,5,6.11739925e-02,1.48365936e-01,7.75383552e-02,3.09776388e-02,7.35446323e-03,2.01548238e-03,4.37669469e-04
5.00,28.745550,760.0,MEAN,5,3.81950366e-02,9.30546380e-02,4.92883435e-02,1.98539504e-02,4.75322943e-03,1.31221407e-03,2.87651816e-04
5.00,43.070780,760.0,MEAN,5,2.28154577e-02,5.60071171e-02,3.03984956e-02,1.24242611e-02,3.01460210e-03,8.41237323e-04,1.86917862e-04
5.00,64.534950,760.0,MEAN,5,1.31581953e-02,3.34543928e-02,1.91726680e-02,8.08465435e-03,2.00964884e-03,5.69952313e-04,1.29058758e-04
5.00,96.695690,760.0,MEAN,5,7.34993063e-03,1.98389471e-02,1.24934580e-02,5.56276947e-03,1.43782333e-03,4.17316872e-04,9.69571200e-05
5.00,144.883630,760.0,MEAN,5,3.95115943e-03,1.10636974e-02,7.75213878e-03,3.67845640e-03,9.95875762e-04,2.97291401e-04,7.13064553e-05
5.00,217.085850,760.0,MEAN,5,2.02727223e-03,5.69968158e-03,4.48683201e-03,2.28825654e-03,6.53035578e-04,2.01324901e-04,5.01140402e-05
5.00,0.100000,2000.0,MEAN,5,3.43198427e-01,6.12803146e-01,4.19338266e-01,1.90168166e-01,4.67830278e-02,1.25237318e-02,2.65489438e-03
5.00,0.149830,2000.0,MEAN,5,3.41121088e-01,6.08668558e-01,4.16346505e-01,1.88772745e-01,4.64352966e-02,1.24305881e-02,2.63521709e-03
5.00,0.224500,2000.0,MEAN,5,3.39056103e-01,6.04561429e-01,4.13375772e-01,1.87387417e-01,4.60901131e-02,1.23381272e-02,2.61568356e-03
5.00,0.336380,2000.0,MEAN,5,3.37003662e-01,6.00482100e-01,4.10426298e-01,1.86012284e-01,4.57475030e-02,1.22463561e-02,2.59629523e-03
5.00,0.504020,2000.0,MEAN,5,3.34963601e-01,5.96430209e-01,4.07497807e-01,1.84647213e-01,4.54074323e-02,1.21552656e-02,2.57705021e-03
5.00,0.755200,2000.0,MEAN,5,3.32935929e-01,5.92405737e-01,4.04590267e-01,1.83292185e-01,4.50698961e-02,1.20648544e-02,2.55794820e-03
5.00,1.131550,2000.0,MEAN,5,3.18102764e-01,5.64577942e-01,3.84063768e-01,1.73625409e-01,4.26506669e-02,1.14164342e-02,2.42100384e-03
5.00,1.695450,2000.0,MEAN,5,2.77842106e-01,4.89821533e-01,3.29219400e-01,1.47874075e-01,3.62152897e-02,9.69170272e-03,2.05660790e-03
5.00,2.540370,2000.0,MEAN,5,2.42676896e-01,4.24963448e-01,2.82206631e-01,1.25941976e-01,3.07508975e-02,8.22752835e-03,1.74705758e-03
5.00,3.806360,2000.0,MEAN,5,2.11962239e-01,3.68693062e-01,2.41907129e-01,1.07262672e-01,2.61109856e-02,6.98454835e-03,1.48409798e-03
5.00,5.703240,2000.0,MEAN,5,1.76291990e-01,3.04731181e-01,1.97466434e-01,8.69843220e-02,2.11158840e-02,5.64948737e-03,1.20197201e-03
5.00,8.545430,2000.0,MEAN,5,1.32479151e-01,2.27778568e-01,1.45652633e-01,6.37253743e-02,1.54345707e-02,4.13384995e-03,8.81800558e-04
5.00,12.804020,2000.0,MEAN,5,9.33574929e-02,1.60371295e-01,1.02033481e-01,4.45429430e-02,1.07959692e-02,2.89900106e-03,6.20926218e-04
5.00,19.184850,2000.0,MEAN,5,6.11739925e-02,1.05511675e-01,6.74765351e-02,2.95598341e-02,7.19758769e-03,1.94195378e-03,4.18568086e-04
5.00,28.745550,2000.0,MEAN,5,3.81950366e-02,6.61765833e-02,4.28924064e-02,1.89452619e-02,4.65183648e-03,1.26433445e-03,2.75094597e-04
5.00,43.070780,2000.0,MEAN,5,2.28154577e-02,3.98299292e-02,2.64538131e-02,1.18556194e-02,2.95029467e-03,8.10537361e-04,1.78755975e-04
5.00,64.534950,2000.0,MEAN,5,1.31581953e-02,2.37913709e-02,1.66847130e-02,7.71463062e-03,1.96677817e-03,5.49148985e-04,1.23421856e-04
5.00,96.695690,2000.0,MEAN,5,7.34993063e-03,1.41086330e-02,1.08722355e-02,5.30816901e-03,1.40715064e-03,4.02082174e-04,9.27212777e-05
5.00,144.883630,2000.0,MEAN,5,3.95115943e-03,7.86804085e-03,6.74617696e-03,3.51009841e-03,9.74630835e-04,2.86436664e-04,6.81905527e-05
5.00,217.085850,2000.0,MEAN,5,2.02727223e-03,4.05337618e-03,3.90459505e-03,2.18352613e-03,6.39104356e-04,1.93973091e-04,4.79238039e-05
5.00,0.100000,3000.0,MEAN,5,2.89518959e-01,5.34078539e-01,3.10350009e-01,1.52055547e-01,4.10203164e-02,1.15205042e-02,2.50500913e-03
5.00,0.149830,3000.0,MEAN,5,2.87766536e-01,5.30475107e-01,3.08135823e-01,1.50939791e-01,4.07154186e-02,1.14348219e-02,2.48644275e-03
5.00,0.224500,3000.0,MEAN,5,2.86024534e-01,5.26895605e-01,3.05937199e-01,1.49832103e-01,4.04127547e-02,1.13497677e-02,2.46801201e-03
5.00,0.336380,3000.0,MEAN,5,2.84293114e-01,5.23340333e-01,3.03754309e-01,1.48732568e-01,4.01123471e-02,1.12653480e-02,2.44971827e-03
5.00,0.504020,3000.0,MEAN,5,2.82572138e-01,5.19808974e-01,3.01586948e-01,1.47641078e-01,3.98141661e-02,1.11815544e-02,2.43155975e-03
5.00,0.755200,3000.0,MEAN,5,2.80861612e-01,5.16301512e-01,2.99435093e-01,1.46557619e-01,3.95182075e-02,1.10983857e-02,2.41353617e-03
5.00,1.131550,3000.0,MEAN,5,2.68348494e-01,4.92048652e-01,2.84243541e-01,1.38828213e-01,3.73969778e-02,1.05019079e-02,2.28432316e-03
5.00,1.695450,3000.0,MEAN,5,2.34384983e-01,4.26895930e-01,2.43653518e-01,1.18237842e-01,3.17543073e-02,8.91533801e-03,1.94049963e-03
5.00,2.540370,3000.0,MEAN,5,2.04719943e-01,3.70369928e-01,2.08859619e-01,1.00701272e-01,2.69630164e-02,7.56845297e-03,1.64842535e-03
5.00,3.806360,3000.0,MEAN,5,1.78809348e-01,3.21328396e-01,1.79034173e-01,8.57655866e-02,2.28946467e-02,6.42504327e-03,1.40031145e-03
5.00,5.703240,3000.0,MEAN,5,1.48718262e-01,2.65583467e-01,1.46143852e-01,6.95513291e-02,1.85148393e-02,5.19692885e-03,1.13411324e-03
5.00,8.545430,3000.0,MEAN,5,1.11758164e-01,1.98516678e-01,1.07796735e-01,5.09538315e-02,1.35333475e-02,3.80270327e-03,8.32017449e-04
5.00,12.804020,3000.0,MEAN,5,7.87555013e-02,1.39768973e-01,7.55144335e-02,3.56158538e-02,9.46612683e-03,2.66677333e-03,5.85871083e-04
5.00,19.184850,3000.0,MEAN,5,5.16058036e-02,9.19569711e-02,4.99390229e-02,2.36355897e-02,6.31099222e-03,1.78639139e-03,3.94937323e-04
5.00,28.745550,3000.0,MEAN,5,3.22209730e-02,5.76751166e-02,3.17444407e-02,1.51483407e-02,4.07882545e-03,1.16305352e-03,2.59563801e-04
5.00,43.070780,3000.0,MEAN,5,1.92469051e-02,3.47131221e-02,1.95783256e-02,9.47957135e-03,2.58687876e-03,7.45608357e-04,1.68664092e-04
5.00,64.534950,3000.0,MEAN,5,1.11001296e-02,2.07349794e-02,1.23482669e-02,6.16850027e-03,1.72451136e-03,5.05158790e-04,1.16453927e-04
5.00,96.695690,3000.0,MEAN,5,6.20033222e-03,1.22961479e-02,8.04648336e-03,4.24433049e-03,1.23381849e-03,3.69872931e-04,8.74865867e-05
5.00,144.883630,3000.0,MEAN,5,3.33316086e-03,6.85726206e-03,4.99280950e-03,2.80662083e-03,8.54576267e-04,2.63491334e-04,6.43407732e-05
5.00,217.085850,3000.0,MEAN,5,1.71018775e-03,3.53265358e-03,2.88976992e-03,1.74591399e-03,5.60379782e-04,1.78434659e-04,4.52182080e-05
6.00,0.100000,180.0,MEAN,5,3.94992706e-01,6.51153216e-01,4.67315527e-01,3.18898656e-01,2.14551561e-01,8.12361118e-02,2.12606716e-02
6.00,0.149830,180.0,MEAN,5,3.93425685e-01,6.49268081e-01,4.66010667e-01,3.17877149e-01,2.13474873e-01,8.07905148e-02,2.11453417e-02
6.00,0.224500,180.0,MEAN,5,3.91864332e-01,6.47385872e-01,4.64707802e-01,3.16858128e-01,2.12403415e-01,8.03473146e-02,2.10306250e-02
6.00,0.336380,180.0,MEAN,5,3.90308828e-01,6.45506831e-01,4.63407099e-01,3.15841716e-01,2.11337299e-01,7.99065548e-02,2.09165331e-02
6.00,0.504020,180.0,MEAN,5,3.88759083e-01,6.43630873e-01,4.62108500e-01,3.14827863e-01,2.10276454e-01,7.94682034e-02,2.08030576e-02
6.00,0.755200,180.0,MEAN,5,3.87215140e-01,6.41758075e-01,4.60812056e-01,3.13816606e-01,2.09220896e-01,7.90322648e-02,2.06901998e-02
6.00,1.131550,180.0,MEAN,5,3.76827744e-01,6.30189164e-01,4.52221368e-01,3.06870863e-01,2.01993783e-01,7.60545845e-02,1.99196527e-02
6.00,1.695450,180.0,MEAN,5,3.47787045e-01,5.97133981e-01,4.27560569e-01,2.87124694e-01,1.82103721e-01,6.79174637e-02,1.78122599e-02
6.00,2.540370,180.0,MEAN,5,3.20842821e-01,5.64923733e-01,4.03666175e-01,2.68391301e-01,1.64151405e-01,6.06508418e-02,1.59277756e-02
6.00,3.806360,180.0,MEAN,5,2.95845662e-01,5.33570476e-01,3.80531429e-01,2.50623075e-01,1.47948451e-01,5.41615923e-02,1.42426216e-02
6.00,5.703240,180.0,MEAN,5,2.63889016e-01,4.91711461e-01,3.50164270e-01,2.27907587e-01,1.28285943e-01,4.63816040e-02,1.22220940e-02
6.00,8.545430,180.0,MEAN,5,2.19511319e-01,4.29293276e-01,3.05598796e-01,1.95757091e-01,1.02634750e-01,3.64144305e-02,9.63028252e-03
6.00,12.804020,180.0,MEAN,5,1.74692449e-01,3.59577859e-01,2.57264141e-01,1.62634872e-01,7.89325406e-02,2.74258318e-02,7.28975363e-03
6.00,19.184850,180.0,MEAN,5,1.31829076e-01,2.85223493e-01,2.06406865e-01,1.29389576e-01,5.80214389e-02,1.97251336e-02,5.28026066e-03
6.00,28.745550,180.0,MEAN,5,9.42331017e-02,2.13131739e-01,1.57416072e-01,9.86564471e-02,4.11751361e-02,1.37236317e-02,3.71053728e-03
6.00,43.070780,180.0,MEAN,5,6.22062269e-02,1.46197283e-01,1.11839410e-01,7.09318875e-02,2.79193000e-02,9.16243418e-03,2.51204617e-03
6.00,64.534950,180.0,MEAN,5,3.88193476e-02,9.59095477e-02,7.83254744e-02,5.13627391e-02,1.96256371e-02,6.41067708e-03,1.79086000e-03
6.00,96.695690,180.0,MEAN,5,2.31431371e-02,6.06990996e-02,5.49104697e-02,3.81758925e-02,1.46226812e-02,4.82061940e-03,1.38004730e-03
6.00,144.883630,180.0,MEAN,5,1.30634463e-02,3.52257268e-02,3.55482183e-02,2.64037901e-02,1.03287707e-02,3.47415137e-03,1.02388695e-03
6.00,217.085850,180.0,MEAN,5,7.18297084e-03,1.92786606e-02,2.18072410e-02,1.74157224e-02,7.05703104e-03,2.44195086e-03,7.43235519e-04
6.00,0.100000,280.0,MEAN,5,4.53067032e-01,9.11277709e-01,7.28762084e-01,5.13458644e-01,2.65983063e-01,8.98482346e-02,2.36865846e-02
6.00,0.149830,280.0,MEAN,5,4.51127629e-01,9.07778550e-01,7.25856814e-01,5.11071940e-01,2.64509962e-01,8.93469976e-02,2.35555011e-02
6.00,0.224500,280.0,MEAN,5,4.49195986e-01,9.04290282e-01,7.22961434e-01,5.08695625e-01,2.63044850e-01,8.88485036e-02,2.34251292e-02
6.00,0.336380,280.0,MEAN,5,4.47272318e-01,9.00813322e-01,7.20076283e-01,5.06329959e-01,2.61587874e-01,8.83528013e-02,2.32954815e-02
6.00,0.504020,280.0,MEAN,5,4.45356511e-01,8.97347488e-01,7.17201203e-01,5.03974793e-01,2.60138924e-01,8.78598540e-02,2.31665486e-02
6.00,0.755200,280.0,MEAN,5,4.43448611e-01,8.93892889e-01,7.14336277e-01,5.01630178e-01,2.58698017e-01,8.73696664e-02,2.30383317e-02
