rup_mag,dist_rrup,site_vs30,result_type,damping,pga,0.100,0.200,0.400,1.000,2.000,4.000
5.00,96.695690,280.0,MEAN,5,1.15923901e-02,2.85247194e-02,1.84358027e-02,8.92301048e-03,2.11848592e-03,4.07486928e-04,7.11043757e-05
5.00,144.883630,280.0,MEAN,5,7.65614361e-03,1.97738058e-02,1.31994881e-02,6.46119948e-03,1.53873032e-03,2.99969555e-04,5.31921166e-05
5.00,217.085850,280.0,MEAN,5,3.93942313e-03,1.05480028e-02,7.91780220e-03,4.11535317e-03,1.00834465e-03,2.01184760e-04,3.64758183e-05
5.00,0.100000,380.0,MEAN,5,1.06225232e+00,1.44218344e+00,1.22005950e+00,9.10379852e-01,2.82943871e-01,5.59012892e-02,9.90222968e-03
5.00,0.149830,380.0,MEAN,5,1.06096146e+00,1.44000821e+00,1.21782621e+00,9.08418839e-01,2.82279165e-01,5.57693486e-02,9.87894824e-03
5.00,0.224500,380.0,MEAN,5,1.05967201e+00,1.43783594e+00,1.21559672e+00,9.06461829e-01,2.81615949e-01,5.56377053e-02,9.85571905e-03
5.00,0.336380,380.0,MEAN,5,1.05838414e+00,1.43566691e+00,1.21337131e+00,9.04509065e-01,2.80954305e-01,5.55063756e-02,9.83254499e-03
5.00,0.504020,380.0,MEAN,5,1.05709778e+00,1.43350102e+00,1.21114987e+00,9.02560454e-01,2.80294201e-01,5.53753531e-02,9.80942491e-03
5.00,0.755200,380.0,MEAN,5,1.05581300e+00,1.43133835e+00,1.20893249e+00,9.00616067e-01,2.79635661e-01,5.52446423e-02,9.78635964e-03
5.00,1.131550,380.0,MEAN,5,1.01650098e+00,1.38362352e+00,1.15404473e+00,8.49381874e-01,2.61770806e-01,5.16670399e-02,9.15077547e-03
5.00,1.695450,380.0,MEAN,5,9.00187801e-01,1.24207665e+00,9.95134437e-01,7.04639774e-01,2.12047716e-01,4.17264696e-02,7.38521774e-03
5.00,2.540370,380.0,MEAN,5,7.97005376e-01,1.11422496e+00,8.57691345e-01,5.84473945e-01,1.71768850e-01,3.36983999e-02,5.96030177e-03
5.00,3.806360,380.0,MEAN,5,7.05471523e-01,9.98752272e-01,7.38832802e-01,4.84717501e-01,1.39140449e-01,2.72148793e-02,4.81030536e-03
5.00,5.703240,380.0,MEAN,5,5.67698293e-01,8.31199664e-01,5.86964323e-01,3.65890359e-01,1.01663906e-01,1.98232041e-02,3.50256118e-03
5.00,8.545430,380.0,MEAN,5,3.74063368e-01,5.89149572e-01,3.92427770e-01,2.26899730e-01,5.99812491e-02,1.16578663e-02,2.06045421e-03
5.00,12.804020,380.0,MEAN,5,2.25503321e-01,3.83073734e-01,2.44358841e-01,1.32115887e-01,3.33132256e-02,6.46461576e-03,1.14422366e-03
5.00,19.184850,380.0,MEAN,5,1.21761942e-01,2.24787788e-01,1.40165321e-01,7.19484588e-02,1.74256366e-02,3.38345842e-03,6.00638427e-04
5.00,28.745550,380.0,MEAN,5,6.01730926e-02,1.19845640e-01,7.39653363e-02,3.66649146e-02,8.61987858e-03,1.67775164e-03,2.99184570e-04
5.00,43.070780,380.0,MEAN,5,2.81004455e-02,5.97605789e-02,3.71248904e-02,1.81463652e-02,4.20349933e-03,8.22439984e-04,1.47663949e-04
5.00,64.534950,380.0,MEAN,5,1.46874106e-02,3.31721398e-02,2.15028663e-02,1.06758678e-02,2.48734188e-03,4.91487007e-04,8.91392101e-05
5.00,96.695690,380.0,MEAN,5,1.10864386e-02,2.68980852e-02,1.64761129e-02,7.86020274e-03,1.79237708e-03,3.55221667e-04,6.50407030e-05
5.00,144.883630,380.0,MEAN,5,7.30707940e-03,1.85912197e-02,1.17539090e-02,5.67025314e-03,1.30062046e-03,2.61067890e-04,4.85663562e-05
5.00,217.085850,380.0,MEAN,5,3.75244779e-03,9.88949236e-03,7.02654424e-03,3.59861431e-03,8.51507325e-04,1.74697957e-04,3.32233141e-05
5.00,0.100000,540.0,MEAN,5,1.24642789e+00,2.03373361e+00,1.44322916e+00,8.27553962e-01,2.07928029e-01,4.21210895e-02,7.57561206e-03
5.00,0.149830,540.0,MEAN,5,1.24477674e+00,2.03021369e+00,1.44030521e+00,8.25690276e-01,2.07438645e-01,4.20215770e-02,7.55777659e-03
5.00,0.224500,540.0,MEAN,5,1.24312759e+00,2.02669943e+00,1.43738684e+00,8.23830586e-01,2.06950362e-01,4.19222891e-02,7.53998121e-03
5.00,0.336380,540.0,MEAN,5,1.24148065e+00,2.02319129e+00,1.43447444e+00,8.21975122e-01,2.06463238e-01,4.18232379e-02,7.52222811e-03
5.00,0.504020,540.0,MEAN,5,1.23983584e+00,2.01968908e+00,1.43156784e+00,8.20123794e-01,2.05977250e-01,4.17244186e-02,7.50451643e-03
5.00,0.755200,540.0,MEAN,5,1.23819323e+00,2.01619296e+00,1.42866718e+00,8.18276669e-01,2.05492415e-01,4.16258346e-02,7.48684680e-03
5.00,1.131550,540.0,MEAN,5,1.18802720e+00,1.93552294e+00,1.35551763e+00,7.69371041e-01,1.92338052e-01,3.89273893e-02,6.99990709e-03
5.00,1.695450,540.0,MEAN,5,1.04072489e+00,1.69984009e+00,1.14651339e+00,6.32096840e-01,1.55735909e-01,3.14306884e-02,5.64753432e-03
5.00,2.540370,540.0,MEAN,5,9.11580547e-01,1.49240949e+00,9.69567098e-01,5.19297939e-01,1.26099062e-01,2.53776911e-02,4.55643391e-03
5.00,3.806360,540.0,MEAN,5,7.98356931e-01,1.30985691e+00,8.19771216e-01,4.26611835e-01,1.02102037e-01,2.04903720e-02,3.67612935e-03
5.00,5.703240,540.0,MEAN,5,6.30655811e-01,1.05141973e+00,6.30668704e-01,3.16788016e-01,7.45453511e-02,1.49190415e-02,2.67520990e-03
5.00,8.545430,540.0,MEAN,5,4.01768409e-01,6.99370508e-01,3.98269439e-01,1.90721864e-01,4.39200619e-02,8.76699049e-03,1.57205346e-03
5.00,12.804020,540.0,MEAN,5,2.33492895e-01,4.26277665e-01,2.33774515e-01,1.07601134e-01,2.43546451e-02,4.85706784e-03,8.71883771e-04
5.00,19.184850,540.0,MEAN,5,1.21562378e-01,2.35963621e-01,1.26966072e-01,5.68380763e-02,1.27184133e-02,2.53933165e-03,4.56988210e-04
5.00,28.745550,540.0,MEAN,5,5.83255277e-02,1.20641978e-01,6.43513751e-02,2.82844004e-02,6.28213469e-03,1.25767696e-03,2.27258109e-04
5.00,43.070780,540.0,MEAN,5,2.67196250e-02,5.87122022e-02,3.15340724e-02,1.37922932e-02,3.06025940e-03,6.15771622e-04,1.11980611e-04
5.00,64.534950,540.0,MEAN,5,1.38500000e-02,3.22441157e-02,1.80705331e-02,8.05898583e-03,1.80986936e-03,3.67630613e-04,6.75135187e-05
5.00,96.695690,540.0,MEAN,5,1.04194879e-02,2.60695125e-02,1.38055890e-02,5.92220646e-03,1.30398305e-03,2.65601474e-04,4.92370661e-05
5.00,144.883630,540.0,MEAN,5,6.84860510e-03,1.79631443e-02,9.81820401e-03,4.26353243e-03,9.46057173e-04,1.95097108e-04,3.67411734e-05
5.00,217.085850,540.0,MEAN,5,3.50769888e-03,9.52758514e-03,5.85206913e-03,2.70058990e-03,6.19270957e-04,1.30455168e-04,2.51119681e-05
5.00,0.100000,760.0,MEAN,5,1.46148152e+00,2.45196128e+00,1.50757884e+00,7.15301796e-01,1.64724777e-01,3.34941778e-02,6.06052817e-03
5.00,0.149830,760.0,MEAN,5,1.45937368e+00,2.44731647e+00,1.50436058e+00,7.13671211e-01,1.64337037e-01,3.34150364e-02,6.04625669e-03
5.00,0.224500,760.0,MEAN,5,1.45726865e+00,2.44267996e+00,1.50114885e+00,7.12044170e-01,1.63950169e-01,3.33360735e-02,6.03201730e-03
5.00,0.336380,760.0,MEAN,5,1.45516670e+00,2.43805233e+00,1.49794404e+00,7.10420872e-01,1.63564219e-01,3.32572989e-02,6.01781174e-03
5.00,0.504020,760.0,MEAN,5,1.45306774e+00,2.43343337e+00,1.49474600e+00,7.08801240e-01,1.63179170e-01,3.31787087e-02,6.00363934e-03
5.00,0.755200,760.0,MEAN,5,1.45097185e+00,2.42882325e+00,1.49155485e+00,7.07185331e-01,1.62795035e-01,3.31003058e-02,5.98950058e-03
5.00,1.131550,760.0,MEAN,5,1.38709019e+00,2.31979329e+00,1.41039607e+00,6.64348259e-01,1.52372729e-01,3.09542379e-02,5.59986029e-03
5.00,1.695450,760.0,MEAN,5,1.20102096e+00,2.00474121e+00,1.18018582e+00,5.44325447e-01,1.23373018e-01,2.49922442e-02,4.51775017e-03
5.00,2.540370,760.0,MEAN,5,1.03991108e+00,1.73247540e+00,9.87550608e-01,4.45985875e-01,9.98924668e-02,2.01785519e-02,3.64474233e-03
5.00,3.806360,760.0,MEAN,5,9.00412474e-01,1.49718515e+00,8.26357429e-01,3.65412272e-01,8.08806846e-02,1.62919948e-02,2.94043087e-03
5.00,5.703240,760.0,MEAN,5,6.97269441e-01,1.17027196e+00,6.24471061e-01,2.70094789e-01,5.90490066e-02,1.18615500e-02,2.13963551e-03
5.00,8.545430,760.0,MEAN,5,4.28409805e-01,7.42901792e-01,3.82038542e-01,1.61263580e-01,3.47873159e-02,6.96956355e-03,1.25711932e-03
5.00,12.804020,760.0,MEAN,5,2.39372153e-01,4.31792679e-01,2.16999785e-01,9.01781195e-02,1.92886334e-02,3.86077962e-03,6.97077746e-04
5.00,19.184850,760.0,MEAN,5,1.19838929e-01,2.28979429e-01,1.14328177e-01,4.72282333e-02,1.00719162e-02,2.01816277e-03,3.65279788e-04
5.00,28.745550,760.0,MEAN,5,5.57031146e-02,1.13519377e-01,5.66602432e-02,2.33457909e-02,4.97451298e-03,9.99391832e-04,1.81605653e-04
5.00,43.070780,760.0,MEAN,5,2.49975088e-02,5.42666571e-02,2.73972492e-02,1.13366719e-02,2.42312487e-03,4.89232260e-04,8.94627231e-05
5.00,64.534950,760.0,MEAN,5,1.28215462e-02,2.95696253e-02,1.56068940e-02,6.61142263e-03,1.43301770e-03,2.92045647e-04,5.39268505e-05
5.00,96.695690,760.0,MEAN,5,9.62667689e-03,2.38560077e-02,1.19039609e-02,4.85585312e-03,1.03245799e-03,2.10982632e-04,3.93253903e-05
5.00,144.883630,760.0,MEAN,5,6.30881631e-03,1.64007629e-02,8.45117991e-03,3.49384398e-03,7.49054762e-04,1.54965633e-04,2.93419443e-05
5.00,217.085850,760.0,MEAN,5,3.22205179e-03,8.68028308e-03,5.02899878e-03,2.21184884e-03,4.90312218e-04,1.03610068e-04,2.00519943e-05
5.00,0.100000,2000.0,MEAN,5,1.46148152e+00,1.74373275e+00,1.31194680e+00,6.82563398e-01,1.61212451e-01,3.22735890e-02,5.79649079e-03
5.00,0.149830,2000.0,MEAN,5,1.45937368e+00,1.74042956e+00,1.30914616e+00,6.81007442e-01,1.60832978e-01,3.21973310e-02,5.78284086e-03
5.00,0.224500,2000.0,MEAN,5,1.45726865e+00,1.73713226e+00,1.30635120e+00,6.79454868e-01,1.60454358e-01,3.21212450e-02,5.76922162e-03
5.00,0.336380,2000.0,MEAN,5,1.45516670e+00,1.73384128e+00,1.30356226e+00,6.77905866e-01,1.60076637e-01,3.20453405e-02,5.75563474e-03
5.00,0.504020,2000.0,MEAN,5,1.45306774e+00,1.73055647e+00,1.30077922e+00,6.76360363e-01,1.59699797e-01,3.19696137e-02,5.74207957e-03
5.00,0.755200,2000.0,MEAN,5,1.45097185e+00,1.72727795e+00,1.29800217e+00,6.74818412e-01,1.59323852e-01,3.18940673e-02,5.72855659e-03
5.00,1.131550,2000.0,MEAN,5,1.38709019e+00,1.64974038e+00,1.22737502e+00,6.33941935e-01,1.49123753e-01,2.98261885e-02,5.35588555e-03
5.00,1.695450,2000.0,MEAN,5,1.20102096e+00,1.42568846e+00,1.02703816e+00,5.19412405e-01,1.20742336e-01,2.40814188e-02,4.32090488e-03
5.00,2.540370,2000.0,MEAN,5,1.03991108e+00,1.23206435e+00,8.59400398e-01,4.25573703e-01,9.77624167e-02,1.94431213e-02,3.48592249e-03
5.00,3.806360,2000.0,MEAN,5,9.00412474e-01,1.06473573e+00,7.19124567e-01,3.48687845e-01,7.91559957e-02,1.56981844e-02,2.81229108e-03
5.00,5.703240,2000.0,MEAN,5,6.97269441e-01,8.32248683e-01,5.43436128e-01,2.57732914e-01,5.77898083e-02,1.14291819e-02,2.04637987e-03
5.00,8.545430,2000.0,MEAN,5,4.28409805e-01,5.28320817e-01,3.32463038e-01,1.53882764e-01,3.40454399e-02,6.71547123e-03,1.20231305e-03
5.00,12.804020,2000.0,MEAN,5,2.39372153e-01,3.07072972e-01,1.88840653e-01,8.60507886e-02,1.88772524e-02,3.71999708e-03,6.66677596e-04
5.00,19.184850,2000.0,MEAN,5,1.19838929e-01,1.62840634e-01,9.94922993e-02,4.50666608e-02,9.85708899e-03,1.94455329e-03,3.49343543e-04
5.00,28.745550,2000.0,MEAN,5,5.57031146e-02,8.07302536e-02,4.93076863e-02,2.22772856e-02,4.86840256e-03,9.62930974e-04,1.73679370e-04
5.00,43.070780,2000.0,MEAN,5,2.49975088e-02,3.85921866e-02,2.38420256e-02,1.08178077e-02,2.37143504e-03,4.71378834e-04,8.55564536e-05
5.00,64.534950,2000.0,MEAN,5,1.28215462e-02,2.10286861e-02,1.35816543e-02,6.30882673e-03,1.40244794e-03,2.81385862e-04,5.15714588e-05
5.00,96.695690,2000.0,MEAN,5,9.62667689e-03,1.69653992e-02,1.03592349e-02,4.63360727e-03,1.01043297e-03,2.03281024e-04,3.76075397e-05
5.00,144.883630,2000.0,MEAN,5,6.30881631e-03,1.16635396e-02,7.35450651e-03,3.33393545e-03,7.33075344e-04,1.49308175e-04,2.80599847e-05
5.00,217.085850,2000.0,MEAN,5,3.22205179e-03,6.17305584e-03,4.37640716e-03,2.11061550e-03,4.79852412e-04,9.98268717e-05,1.91757224e-05
5.00,0.100000,3000.0,MEAN,5,1.23289204e+00,1.51972170e+00,9.70964812e-01,5.45767219e-01,1.41354377e-01,2.96882770e-02,5.46924295e-03
5.00,0.149830,3000.0,MEAN,5,1.23111388e+00,1.51684286e+00,9.68892072e-01,5.44523101e-01,1.41021647e-01,2.96181277e-02,5.45636364e-03
5.00,0.224500,3000.0,MEAN,5,1.22933810e+00,1.51396915e+00,9.66823536e-01,5.43281687e-01,1.40689665e-01,2.95481367e-02,5.44351329e-03
5.00,0.336380,3000.0,MEAN,5,1.22756492e+00,1.51110096e+00,9.64759459e-01,5.42043129e-01,1.40358472e-01,2.94783126e-02,5.43069348e-03
5.00,0.504020,3000.0,MEAN,5,1.22579426e+00,1.50823813e+00,9.62699745e-01,5.40807368e-01,1.40028051e-01,2.94086520e-02,5.41790358e-03
5.00,0.755200,3000.0,MEAN,5,1.22402618e+00,1.50538078e+00,9.60644468e-01,5.39574448e-01,1.39698415e-01,2.93391573e-02,5.40514405e-03
5.00,1.131550,3000.0,MEAN,5,1.17013622e+00,1.43780419e+00,9.08373690e-01,5.06890244e-01,1.30754759e-01,2.74369283e-02,5.05351260e-03
5.00,1.695450,3000.0,MEAN,5,1.01316997e+00,1.24253541e+00,7.60105452e-01,4.15314189e-01,1.05869352e-01,2.21523498e-02,4.07696301e-03
5.00,2.540370,3000.0,MEAN,5,8.77259186e-01,1.07378549e+00,6.36037640e-01,3.40282203e-01,8.57200882e-02,1.78856083e-02,3.28912055e-03
5.00,3.806360,3000.0,MEAN,5,7.59579479e-01,9.27952974e-01,5.32220247e-01,2.78805451e-01,6.94055973e-02,1.44406638e-02,2.65351981e-03
5.00,5.703240,3000.0,MEAN,5,5.88209930e-01,7.25332700e-01,4.02194173e-01,2.06079284e-01,5.06712869e-02,1.05136345e-02,1.93084904e-03
5.00,8.545430,3000.0,MEAN,5,3.61402475e-01,4.60449349e-01,2.46054117e-01,1.23042296e-01,2.98517386e-02,6.17752088e-03,1.13443503e-03
5.00,12.804020,3000.0,MEAN,5,2.01932092e-01,2.67624416e-01,1.39759958e-01,6.88048901e-02,1.65519613e-02,3.42200255e-03,6.29039512e-04
5.00,19.184850,3000.0,MEAN,5,1.01094991e-01,1.41921086e-01,7.36337188e-02,3.60346104e-02,8.64289740e-03,1.79000000e-03,3.29620934e-04
5.00,28.745550,3000.0,MEAN,5,4.69906226e-02,7.03591295e-02,3.64923550e-02,1.78125757e-02,4.26871502e-03,8.85794309e-04,1.63874093e-04
5.00,43.070780,3000.0,MEAN,5,2.10876629e-02,3.36343878e-02,1.76453557e-02,8.64975303e-03,2.07932279e-03,4.33618504e-04,8.07262614e-05
5.00,64.534950,3000.0,MEAN,5,1.08161355e-02,1.83272067e-02,1.00517097e-02,5.04444105e-03,1.22969506e-03,2.58845133e-04,4.86599302e-05
5.00,96.695690,3000.0,MEAN,5,8.12097391e-03,1.47859157e-02,7.66681435e-03,3.70496127e-03,8.85968314e-04,1.86996970e-04,3.54843609e-05
5.00,144.883630,3000.0,MEAN,5,5.32205799e-03,1.01651668e-02,5.44303095e-03,2.66576363e-03,6.42775467e-04,1.37347677e-04,2.64758246e-05
5.00,217.085850,3000.0,MEAN,5,2.71809253e-03,5.38002565e-03,3.23895554e-03,1.68761577e-03,4.20744417e-04,9.18301282e-05,1.80931340e-05
6.00,0.100000,180.0,MEAN,5,1.05204103e+00,9.61098479e-01,6.69624766e-01,5.44287824e-01,7.30045287e-01,2.79293645e-01,5.67566431e-02
6.00,0.149830,180.0,MEAN,5,1.05117647e+00,9.60660994e-01,6.69548799e-01,5.44267144e-01,7.29764040e-01,2.79165666e-01,5.67329448e-02
6.00,0.224500,180.0,MEAN,5,1.05031251e+00,9.60223601e-01,6.69472797e-01,5.44246445e-01,7.29482868e-01,2.79037732e-01,5.67092538e-02
6.00,0.336380,180.0,MEAN,5,1.04944926e+00,9.59786355e-01,6.69396769e-01,5.44225729e-01,7.29201808e-01,2.78909859e-01,5.66855733e-02
6.00,0.504020,180.0,MEAN,5,1.04858669e+00,9.59349238e-01,6.69320711e-01,5.44204995e-01,7.28920848e-01,2.78782043e-01,5.66619021e-02
6.00,0.755200,180.0,MEAN,5,1.04772483e+00,9.58912268e-01,6.69244627e-01,5.44184244e-01,7.28639999e-01,2.78654287e-01,5.66382413e-02
6.00,1.131550,180.0,MEAN,5,1.02839314e+00,9.48234657e-01,6.63521935e-01,5.38770529e-01,7.14562621e-01,2.72661015e-01,5.54442719e-02
6.00,1.695450,180.0,MEAN,5,9.69361384e-01,9.14866547e-01,6.45181520e-01,5.21415772e-01,6.70955254e-01,2.54202850e-01,5.17599943e-02
6.00,2.540370,180.0,MEAN,5,9.13642850e-01,8.82355457e-01,6.27154158e-01,5.04524610e-01,6.29995477e-01,2.36994127e-01,4.83205076e-02
6.00,3.806360,180.0,MEAN,5,8.61050459e-01,8.50672253e-01,6.09428369e-01,4.88081283e-01,5.91522322e-01,2.20950263e-01,4.51095456e-02
6.00,5.703240,180.0,MEAN,5,7.63936027e-01,7.96958889e-01,5.76630765e-01,4.56004322e-01,5.19486164e-01,1.91159744e-01,3.91136626e-02
6.00,8.545430,180.0,MEAN,5,5.97342481e-01,7.00154606e-01,5.14088696e-01,3.95300234e-01,3.97071464e-01,1.41653047e-01,2.91003854e-02
6.00,12.804020,180.0,MEAN,5,4.30433291e-01,5.88208691e-01,4.37796604e-01,3.24397858e-01,2.77449727e-01,9.50553329e-02,1.96279030e-02
6.00,19.184850,180.0,MEAN,5,2.81039727e-01,4.63780534e-01,3.48949422e-01,2.47590326e-01,1.74993115e-01,5.70486091e-02,1.18571830e-02
6.00,28.745550,180.0,MEAN,5,1.70008156e-01,3.33394451e-01,2.52419291e-01,1.72289645e-01,1.01012544e-01,3.12855477e-02,6.55702249e-03
6.00,43.070780,180.0,MEAN,5,9.63180796e-02,2.16782519e-01,1.65197541e-01,1.10040474e-01,5.53924062e-02,1.64120781e-02,3.47751394e-03
6.00,64.534950,180.0,MEAN,5,5.84780269e-02,1.43303525e-01,1.12953392e-01,7.58098846e-02,3.52951143e-02,1.02314132e-02,2.19963773e-03
6.00,96.695690,180.0,MEAN,5,4.67477519e-02,1.23686705e-01,9.22593102e-02,5.95010173e-02,2.63567238e-02,7.58247226e-03,1.65376193e-03
6.00,144.883630,180.0,MEAN,5,3.35361844e-02,9.18694405e-02,7.04853992e-02,4.59522850e-02,1.98189682e-02,5.70774642e-03,1.27379488e-03
6.00,217.085850,180.0,MEAN,5,1.93333799e-02,5.31179321e-02,4.53173864e-02,3.13045674e-02,1.34307576e-02,3.91088347e-03,9.01263741e-04
6.00,0.100000,280.0,MEAN,5,1.31309741e+00,1.75888805e+00,1.45853991e+00,1.30085023e+00,1.03781988e+00,3.16322090e-01,6.50169888e-02
6.00,0.149830,280.0,MEAN,5,1.31191987e+00,1.75765357e+00,1.45793067e+00,1.30034027e+00,1.03729599e+00,3.16170740e-01,6.49882973e-02
6.00,0.224500,280.0,MEAN,5,1.31074325e+00,1.75641975e+00,1.45732158e+00,1.29983043e+00,1.03677231e+00,3.16019446e-01,6.49596154e-02
6.00,0.336380,280.0,MEAN,5,1.30956769e+00,1.75518674e+00,1.45671270e+00,1.29932079e+00,1.03624890e+00,3.15868227e-01,6.49309467e-02
6.00,0.504020,280.0,MEAN,5,1.30839315e+00,1.75395450e+00,1.45610403e+00,1.29881132e+00,1.03572574e+00,3.15717078e-01,6.49022901e-02
6.00,0.755200,280.0,MEAN,5,1.30721967e+00,1.75272308e+00,1.45549557e+00,1.29830204e+00,1.03520286e+00,3.15566004e-01,6.48736467e-02
