fatalities-mean:float64:,fatalities-stddev:float64:,fatalities-mean_ins:float64:,fatalities-stddev_ins:float64:,nonstructural-mean:float64:,nonstructural-stddev:float64:,nonstructural-mean_ins:float64:,nonstructural-stddev_ins:float64:,structural-mean:float64:,structural-stddev:float64:,structural-mean_ins:float64:,structural-stddev_ins:float64:
4.84526388E+05,1.54450409E+05,         NAN,         NAN,7.77737540E+09,2.80243940E+09,         NAN,         NAN,1.02601438E+10,2.70521704E+09,         NAN,         NAN
