rup_mag,rup_hypo_depth,dist_rrup,site_vs30,site_z2pt5,site_fpeak,result_type,damping,pgv,pga,0.01,0.01259,0.01585,0.01995,0.02512,0.03162,0.03981,0.05012,0.06310,0.07943,0.1,0.12589,0.15849,0.19953,0.25119,0.31623,0.39810,0.50119,0.63096,0.79433,1.0,1.25892,1.58489,1.99526,2.51189,3.16228,3.98107,5.01187,6.30957,7.94328,10.000
4.500000,35.000000,20.000000,50.000000,-1.000000,-1.000000,MEAN,5,2.0606874509,0.0540460204,0.0553580986,0.0553680601,0.0553977276,0.0553771145,0.0559796507,0.0580751770,0.0619553908,0.0664275223,0.0787573579,0.0957609584,0.0994472188,0.0984829550,0.0979573674,0.0945926949,0.0883457510,0.0802036510,0.0670512685,0.0551356660,0.0420703340,0.0315490260,0.0220966148,0.0139469293,0.0086572884,0.0050062629,0.0028280952,0.0015824432,0.0008860285,0.0004839273,0.0002729901,0.0001580181,0.0000932555
4.500000,35.000000,20.000000,175.000000,-1.000000,-1.000000,MEAN,5,1.8456962777,0.0621564633,0.0634020885,0.0638825522,0.0643954638,0.0648478606,0.0664951353,0.0691615668,0.0734325423,0.0783707230,0.0931714625,0.1178997741,0.1315572664,0.1414607310,0.1485234879,0.1408721146,0.1241843579,0.1016770897,0.0736689060,0.0514907445,0.0333410713,0.0219952809,0.0140197874,0.0086665839,0.0053416596,0.0031320354,0.0018282956,0.0010476320,0.0005940156,0.0003221802,0.0001800193,0.0001033913,0.0000620154
4.500000,35.000000,20.000000,800.000000,-1.000000,-1.000000,MEAN,5,0.6115527586,0.0338509179,0.0349979178,0.0355368384,0.0361398143,0.0368366980,0.0389372780,0.0424001525,0.0483981137,0.0587363102,0.0817225792,0.1128479203,0.1179983978,0.1026784770,0.0837809490,0.0626178599,0.0461647160,0.0329311790,0.0214792491,0.0136808386,0.0080951037,0.0049826475,0.0030840698,0.0019289831,0.0012256940,0.0007296450,0.0004407083,0.0002652164,0.0001632284,0.0000969026,0.0000596812,0.0000382261,0.0000262984
4.500000,35.000000,20.000000,1200.000000,-1.000000,-1.000000,MEAN,5,0.5040920616,0.0295298691,0.0306259817,0.0311322959,0.0317029547,0.0323792441,0.0343864000,0.0377381314,0.0436182633,0.0541057941,0.0773056919,0.1078020469,0.1102593598,0.0912053263,0.0704915281,0.0505095940,0.0363107311,0.0256259766,0.0167107265,0.0106912173,0.0063629207,0.0039366172,0.0024518885,0.0015380299,0.0009798990,0.0005830651,0.0003534331,0.0002142187,0.0001337679,0.0000808795,0.0000508119,0.0000332648,0.0000234486
5.500000,35.000000,20.000000,50.000000,-1.000000,-1.000000,MEAN,5,5.9398251064,0.0972064178,0.0990147788,0.0967812956,0.0945150299,0.0921234405,0.0885544801,0.0907450118,0.0973861250,0.1056939627,0.1266592291,0.1535034566,0.1595774773,0.1537779822,0.1458757112,0.1485252427,0.1506015605,0.1490629951,0.1424314741,0.1353421267,0.1175600533,0.1006020372,0.0884666616,0.0737309445,0.0645667527,0.0488386924,0.0310382597,0.0187795343,0.0110853970,0.0062789339,0.0036290778,0.0021427566,0.0012778220
5.500000,35.000000,20.000000,175.000000,-1.000000,-1.000000,MEAN,5,8.0445500312,0.1603163662,0.1619941470,0.1616537410,0.1613521058,0.1607032539,0.1606724510,0.1651551470,0.1726411398,0.1819300913,0.2125237040,0.2643811688,0.2951476308,0.3162782361,0.3273508003,0.3334578743,0.3299256420,0.3041085185,0.2556881646,0.2068065824,0.1546899006,0.1166557438,0.0867545421,0.0628173791,0.0464739319,0.0316185334,0.0201983345,0.0124545745,0.0074352164,0.0041803856,0.0023930782,0.0014020064,0.0008497587
5.500000,35.000000,20.000000,800.000000,-1.000000,-1.000000,MEAN,5,3.3245743825,0.1124907096,0.1148971414,0.1160241496,0.1173719292,0.1188261311,0.1238251539,0.1340428750,0.1510034840,0.1830651981,0.2525136330,0.3455541645,0.3638711376,0.3203341014,0.2615337259,0.2100885670,0.1746546707,0.1395618931,0.1045468134,0.0756143122,0.0508947688,0.0350474004,0.0240835816,0.0166032754,0.0118079676,0.0076597902,0.0049327380,0.0031677597,0.0020456720,0.0012574391,0.0007933063,0.0005183533,0.0003603504
5.500000,35.000000,20.000000,1200.000000,-1.000000,-1.000000,MEAN,5,2.7403875314,0.0981313398,0.1005442030,0.1016437680,0.1029622597,0.1044474808,0.1093528230,0.1193044677,0.1360902154,0.1686331316,0.2388659450,0.3301030816,0.3400063003,0.2845404129,0.2200489755,0.1694642431,0.1373741538,0.1086025436,0.0813367912,0.0590906057,0.0400043522,0.0276897374,0.0191468608,0.0132382357,0.0094400525,0.0061209991,0.0039558885,0.0025586409,0.0016764564,0.0010495179,0.0006754120,0.0004510773,0.0003213019
7.250000,35.000000,20.000000,50.000000,-1.000000,-1.000000,MEAN,5,13.7247196666,0.1110927879,0.1142986429,0.1072251366,0.1002371196,0.0929096223,0.0816012114,0.0821264590,0.0910696849,0.0996057416,0.1187197881,0.1358660887,0.1366000316,0.1195039296,0.1038137425,0.1025462421,0.0958307674,0.0923728997,0.0932594192,0.1028509406,0.1060965605,0.1130555492,0.1586017548,0.1935629826,0.2701904642,0.3270803961,0.2690122872,0.1967632950,0.1309126250,0.0829411095,0.0536046120,0.0349611104,0.0230668101
