lon;lat;vs30;z1pt0;z2pt5;vs30measured
22.9351795;40.67605258;400;0;0;0
22.93319163;40.68248916;400;0;0;0
22.93847477;40.68172992;400;0;0;0
22.94361903;40.6805229;400;0;0;0
22.94651994;40.68358506;400;0;0;0
22.94881525;40.68565408;400;0;0;0
22.95033098;40.68849767;400;0;0;0
22.93844395;40.68944988;400;0;0;0
22.94458865;40.70216242;400;0;0;0
22.94290185;40.67182508;400;0;0;0
22.94372864;40.67699873;400;0;0;0
22.95122994;40.68243856;400;0;0;0
22.96539395;40.69985701;400;0;0;0
22.95363303;40.67237421;400;0;0;0
22.94518708;40.66785704;400;0;0;0
22.95512006;40.68101195;400;0;0;0
22.95514657;40.66313913;890;0;0;0
22.95033335;40.6656255;415.418;0;0;0
22.97075165;40.68272715;415.418;0;0;0
22.95116913;40.65025782;890.534;0;0;0
22.95095991;40.65214062;890.534;0;0;0
22.95127439;40.65342017;890.534;0;0;0
22.95309499;40.6525009;890.534;0;0;0
22.95403933;40.65385596;890.534;0;0;0
22.9683705;40.6697063;890.534;0;0;0
22.9600754;40.66034117;890.534;0;0;0
22.9584593;40.6566232;890.534;0;0;0
22.95772999;40.65903801;890.534;0;0;0
22.95536237;40.65769552;890.534;0;0;0
22.95466343;40.65540991;890.534;0;0;0
22.9546743;40.66005922;890.534;0;0;0
22.97215444;40.65012356;986.228;0;0;0
22.96167705;40.64633571;986.228;0;0;0
22.95769429;40.65390476;986.228;0;0;0
22.95701239;40.65247782;986.228;0;0;0
22.95557855;40.65151971;986.228;0;0;0
22.95432036;40.65037672;986.228;0;0;0
22.95764184;40.64771391;986.228;0;0;0
22.95503034;40.64880452;986.228;0;0;0
22.97637859;40.65366634;986.228;0;0;0
22.98046891;40.64662135;986.228;0;0;0
22.96351994;40.65839983;986.228;0;0;0
22.96038487;40.65739961;986.228;0;0;0
22.95826043;40.65545516;986.228;0;0;0
22.99998976;40.66172889;986.228;0;0;0
23.00536385;40.65925929;986.228;0;0;0
23.00123242;40.65654901;986.228;0;0;0
22.99554317;40.65491038;986.228;0;0;0
22.99186042;40.65368911;986.228;0;0;0
22.98062688;40.65690572;986.228;0;0;0
22.97427219;40.66247306;986.228;0;0;0
22.98077594;40.66653522;986.228;0;0;0
22.98342895;40.66210727;986.228;0;0;0
22.99038454;40.6589049;986.228;0;0;0
22.98437972;40.65953346;986.228;0;0;0
22.99057494;40.66385164;986.228;0;0;0
22.92775983;40.67468047;379.613;0;0;0
22.93484977;40.67016544;383.445;0;0;0
22.94023007;40.66683552;410.29;0;0;0
22.9491776;40.65703385;805;0;0;0
22.94766558;40.66041776;805;0;0;0
22.95140008;40.65848975;805;0;0;0
22.94917258;40.66250339;805;0;0;0
22.94503298;40.66382884;534.228;0;0;0
22.95035715;40.65562575;805;0;0;0
22.91846959;40.68416374;384.342;0;0;0
22.92237606;40.67312569;384.342;0;0;0
22.92761212;40.68222221;384.342;0;0;0
22.92267578;40.68335221;384.342;0;0;0
22.91717496;40.67943099;384.342;0;0;0
22.91440437;40.67480085;384.342;0;0;0
22.92751348;40.67006316;387.649;0;0;0
22.93350802;40.66560301;421.965;0;0;0
22.93849437;40.66080253;656.03;0;0;0
22.94868986;40.65175509;805;0;0;0
22.94911084;40.65088759;805;0;0;0
22.94575326;40.65862604;805;0;0;0
22.94319042;40.65744135;805;0;0;0
22.94389582;40.66060505;660.503;0;0;0
22.94855188;40.65490393;805;0;0;0
22.9462872;40.65401564;805;0;0;0
22.94285502;40.65417395;805;0;0;0
22.91353696;40.68490334;384.342;0;0;0
22.90842165;40.68386955;384.342;0;0;0
22.90641939;40.67643293;384.342;0;0;0
22.91194386;40.67991695;384.342;0;0;0
22.91704022;40.67145095;382.252;0;0;0
22.92101371;40.66919086;379.613;0;0;0
22.92619306;40.66590559;510.427;0;0;0
22.93337835;40.66117999;369.817;0;0;0
22.94028858;40.65309972;805;0;0;0
22.94582609;40.65165191;805;0;0;0
22.94115067;40.65534418;805;0;0;0
22.93758133;40.65621137;676.461;0;0;0
22.93714566;40.6541387;805;0;0;0
22.93845383;40.65411781;805;0;0;0
22.94034731;40.65453623;805;0;0;0
22.9384571;40.65109088;805;0;0;0
22.94005462;40.6517827;805;0;0;0
22.94250412;40.65099057;805;0;0;0
22.94295486;40.65220177;805;0;0;0
22.94469833;40.65283674;805;0;0;0
22.94522259;40.65059729;805;0;0;0
22.90951628;40.67074999;335.106;0;0;0
22.91750155;40.66528439;361;0;0;0
22.92049248;40.66228634;361;0;0;0
22.92955567;40.66220442;678.924;0;0;0
22.92442968;40.65932109;678.924;0;0;0
22.93017806;40.6570708;361;0;0;0
22.93567274;40.65393166;805;0;0;0
22.93768526;40.65239223;805;0;0;0
22.93617721;40.65175842;805;0;0;0
22.93304314;40.6537681;450.707;0;0;0
22.97588039;40.63245477;805;0;0;0
22.95829588;40.62507754;400;0;0;0
22.96647137;40.63025875;805;0;0;0
22.96707266;40.63272528;805;0;0;0
22.96725046;40.63805834;805;0;0;0
22.96576358;40.63485682;805;0;0;0
