rup_mag,rup_hypo_depth,dist_rjb,site_vs30,site_vs30measured,site_region,result_type,damping,pgv,pga,0.1,0.073,0.2,0.5,1.0,2.0,5.0
5.0,15.0,120.0,300.0,0.0,4,MEAN,5,8.22791922e-02,1.08062738e-03,1.71371568e-03,1.43847448e-03,2.56413696e-03,1.95097132e-03,9.40180582e-04,2.90982263e-04,4.87035528e-05
5.0,15.0,20.0,600.0,0.0,0,MEAN,5,1.01235909e+00,2.55917794e-02,5.82642595e-02,4.81520545e-02,6.15771720e-02,2.43039109e-02,7.57462899e-03,1.95382336e-03,3.33242404e-04
5.0,15.0,60.0,600.0,0.0,0,MEAN,5,2.11528091e-01,4.18176395e-03,8.24769461e-03,6.66923202e-03,1.05794535e-02,5.27881364e-03,1.94882446e-03,5.30116124e-04,9.28548578e-05
5.0,15.0,120.0,600.0,0.0,0,MEAN,5,6.07387867e-02,8.79835895e-04,1.44838539e-03,1.21215204e-03,2.11716088e-03,1.39598879e-03,6.42091070e-04,1.94000347e-04,3.51101920e-05
5.0,15.0,20.0,600.0,0.0,2,MEAN,5,1.01235909e+00,2.55917794e-02,5.82642595e-02,4.81520545e-02,6.15771720e-02,2.43039109e-02,7.57462899e-03,1.95382336e-03,3.33242404e-04
5.0,15.0,60.0,600.0,0.0,2,MEAN,5,2.11528091e-01,4.18176395e-03,8.24769461e-03,6.66923202e-03,1.05794535e-02,5.27881364e-03,1.94882446e-03,5.30116124e-04,9.28548578e-05
5.0,15.0,120.0,600.0,0.0,2,MEAN,5,6.07387867e-02,8.79835895e-04,1.44838539e-03,1.21215204e-03,2.11716088e-03,1.39598879e-03,6.42091070e-04,1.94000347e-04,3.51101920e-05
5.0,15.0,20.0,600.0,0.0,4,MEAN,5,1.01235909e+00,2.55917794e-02,5.82642595e-02,4.81520545e-02,6.15771720e-02,2.43039109e-02,7.57462899e-03,1.95382336e-03,3.33242404e-04
5.0,15.0,60.0,600.0,0.0,4,MEAN,5,2.11528091e-01,4.18176395e-03,8.24769461e-03,6.66923202e-03,1.05794535e-02,5.27881364e-03,1.94882446e-03,5.30116124e-04,9.28548578e-05
5.0,15.0,120.0,600.0,0.0,4,MEAN,5,6.07387867e-02,8.79835895e-04,1.44838539e-03,1.21215204e-03,2.11716088e-03,1.39598879e-03,6.42091070e-04,1.94000347e-04,3.51101920e-05
5.0,15.0,20.0,900.0,0.0,0,MEAN,5,8.47661671e-01,2.26922924e-02,5.28041442e-02,4.35637993e-02,5.50501180e-02,1.99820838e-02,6.06014489e-03,1.54132582e-03,2.75182643e-04
5.0,15.0,60.0,900.0,0.0,0,MEAN,5,1.77115271e-01,3.70798017e-03,7.47477886e-03,6.03374223e-03,9.45805312e-03,4.34011205e-03,1.55917321e-03,4.18196285e-04,7.66770521e-05
5.0,15.0,120.0,900.0,0.0,0,MEAN,5,5.08573902e-02,7.80152608e-04,1.31265293e-03,1.09664995e-03,1.89274617e-03,1.14774799e-03,5.13710298e-04,1.53042363e-04,2.89930553e-05
5.0,15.0,20.0,900.0,0.0,2,MEAN,5,8.47661671e-01,2.26922924e-02,5.28041442e-02,4.35637993e-02,5.50501180e-02,1.99820838e-02,6.06014489e-03,1.54132582e-03,2.75182643e-04
5.0,15.0,60.0,900.0,0.0,2,MEAN,5,1.77115271e-01,3.70798017e-03,7.47477886e-03,6.03374223e-03,9.45805312e-03,4.34011205e-03,1.55917321e-03,4.18196285e-04,7.66770521e-05
5.0,15.0,120.0,900.0,0.0,2,MEAN,5,5.08573902e-02,7.80152608e-04,1.31265293e-03,1.09664995e-03,1.89274617e-03,1.14774799e-03,5.13710298e-04,1.53042363e-04,2.89930553e-05
5.0,15.0,20.0,900.0,0.0,4,MEAN,5,8.47661671e-01,2.26922924e-02,5.28041442e-02,4.35637993e-02,5.50501180e-02,1.99820838e-02,6.06014489e-03,1.54132582e-03,2.75182643e-04
5.0,15.0,60.0,900.0,0.0,4,MEAN,5,1.77115271e-01,3.70798017e-03,7.47477886e-03,6.03374223e-03,9.45805312e-03,4.34011205e-03,1.55917321e-03,4.18196285e-04,7.66770521e-05
5.0,15.0,120.0,900.0,0.0,4,MEAN,5,5.08573902e-02,7.80152608e-04,1.31265293e-03,1.09664995e-03,1.89274617e-03,1.14774799e-03,5.13710298e-04,1.53042363e-04,2.89930553e-05
5.0,25.0,20.0,300.0,1.0,0,MEAN,5,1.27576315e+00,2.93780152e-02,6.33279496e-02,5.23288713e-02,6.98724998e-02,3.15654245e-02,1.05987283e-02,2.67131771e-03,3.96641094e-04
5.0,25.0,60.0,300.0,1.0,0,MEAN,5,2.93176054e-01,5.33246083e-03,1.00163501e-02,8.12712471e-03,1.32426462e-02,7.48584452e-03,2.95776447e-03,7.85757416e-04,1.19683191e-04
5.0,25.0,120.0,300.0,1.0,0,MEAN,5,8.52268626e-02,1.13812993e-03,1.78645427e-03,1.50040729e-03,2.68745400e-03,2.00371251e-03,9.84995438e-04,2.90514452e-04,4.57104361e-05
5.0,25.0,20.0,300.0,1.0,2,MEAN,5,1.27576315e+00,2.93780152e-02,6.33279496e-02,5.23288713e-02,6.98724998e-02,3.15654245e-02,1.05987283e-02,2.67131771e-03,3.96641094e-04
5.0,25.0,60.0,300.0,1.0,2,MEAN,5,2.93176054e-01,5.33246083e-03,1.00163501e-02,8.12712471e-03,1.32426462e-02,7.48584452e-03,2.95776447e-03,7.85757416e-04,1.19683191e-04
5.0,25.0,120.0,300.0,1.0,2,MEAN,5,8.52268626e-02,1.13812993e-03,1.78645427e-03,1.50040729e-03,2.68745400e-03,2.00371251e-03,9.84995438e-04,2.90514452e-04,4.57104361e-05
5.0,25.0,20.0,300.0,1.0,4,MEAN,5,1.27576315e+00,2.93780152e-02,6.33279496e-02,5.23288713e-02,6.98724998e-02,3.15654245e-02,1.05987283e-02,2.67131771e-03,3.96641094e-04
5.0,25.0,60.0,300.0,1.0,4,MEAN,5,2.93176054e-01,5.33246083e-03,1.00163501e-02,8.12712471e-03,1.32426462e-02,7.48584452e-03,2.95776447e-03,7.85757416e-04,1.19683191e-04
5.0,25.0,120.0,300.0,1.0,4,MEAN,5,8.52268626e-02,1.13812993e-03,1.78645427e-03,1.50040729e-03,2.68745400e-03,2.00371251e-03,9.84995438e-04,2.90514452e-04,4.57104361e-05
5.0,25.0,20.0,600.0,1.0,0,MEAN,5,8.81538816e-01,2.17606043e-02,4.91296166e-02,4.06147581e-02,5.22944502e-02,2.09716813e-02,6.74717772e-03,1.74466718e-03,2.93266739e-04
5.0,25.0,60.0,600.0,1.0,0,MEAN,5,2.02581547e-01,3.94980972e-03,7.77065167e-03,6.30782197e-03,9.91115109e-03,4.97350337e-03,1.88292048e-03,5.13186871e-04,8.84908290e-05
5.0,25.0,120.0,600.0,1.0,0,MEAN,5,5.88908589e-02,8.43024784e-04,1.38592539e-03,1.16453265e-03,2.01136255e-03,1.33124204e-03,6.27050633e-04,1.89738207e-04,3.37971802e-05
5.0,25.0,20.0,600.0,1.0,2,MEAN,5,8.81538816e-01,2.17606043e-02,4.91296166e-02,4.06147581e-02,5.22944502e-02,2.09716813e-02,6.74717772e-03,1.74466718e-03,2.93266739e-04
5.0,25.0,60.0,600.0,1.0,2,MEAN,5,2.02581547e-01,3.94980972e-03,7.77065167e-03,6.30782197e-03,9.91115109e-03,4.97350337e-03,1.88292048e-03,5.13186871e-04,8.84908290e-05
5.0,25.0,120.0,600.0,1.0,2,MEAN,5,5.88908589e-02,8.43024784e-04,1.38592539e-03,1.16453265e-03,2.01136255e-03,1.33124204e-03,6.27050633e-04,1.89738207e-04,3.37971802e-05
5.0,25.0,20.0,600.0,1.0,4,MEAN,5,8.81538816e-01,2.17606043e-02,4.91296166e-02,4.06147581e-02,5.22944502e-02,2.09716813e-02,6.74717772e-03,1.74466718e-03,2.93266739e-04
5.0,25.0,60.0,600.0,1.0,4,MEAN,5,2.02581547e-01,3.94980972e-03,7.77065167e-03,6.30782197e-03,9.91115109e-03,4.97350337e-03,1.88292048e-03,5.13186871e-04,8.84908290e-05
5.0,25.0,120.0,600.0,1.0,4,MEAN,5,5.88908589e-02,8.43024784e-04,1.38592539e-03,1.16453265e-03,2.01136255e-03,1.33124204e-03,6.27050633e-04,1.89738207e-04,3.37971802e-05
5.0,25.0,20.0,900.0,1.0,0,MEAN,5,7.10130590e-01,1.82566131e-02,4.23496727e-02,3.50190502e-02,4.41405431e-02,1.65103603e-02,5.18074854e-03,1.35983731e-03,2.45784115e-04
5.0,25.0,60.0,900.0,1.0,0,MEAN,5,1.63191173e-01,3.31379344e-03,6.69829277e-03,5.43876031e-03,8.36577477e-03,3.91548640e-03,1.44578043e-03,3.99990705e-04,7.41633376e-05
5.0,25.0,120.0,900.0,1.0,0,MEAN,5,4.74399988e-02,7.07277110e-04,1.19466608e-03,1.00408889e-03,1.69774489e-03,1.04804596e-03,4.81474149e-04,1.47886712e-04,2.83251012e-05
5.0,25.0,20.0,900.0,1.0,2,MEAN,5,7.10130590e-01,1.82566131e-02,4.23496727e-02,3.50190502e-02,4.41405431e-02,1.65103603e-02,5.18074854e-03,1.35983731e-03,2.45784115e-04
5.0,25.0,60.0,900.0,1.0,2,MEAN,5,1.63191173e-01,3.31379344e-03,6.69829277e-03,5.43876031e-03,8.36577477e-03,3.91548640e-03,1.44578043e-03,3.99990705e-04,7.41633376e-05
5.0,25.0,120.0,900.0,1.0,2,MEAN,5,4.74399988e-02,7.07277110e-04,1.19466608e-03,1.00408889e-03,1.69774489e-03,1.04804596e-03,4.81474149e-04,1.47886712e-04,2.83251012e-05
5.0,25.0,20.0,900.0,1.0,4,MEAN,5,7.10130590e-01,1.82566131e-02,4.23496727e-02,3.50190502e-02,4.41405431e-02,1.65103603e-02,5.18074854e-03,1.35983731e-03,2.45784115e-04
5.0,25.0,60.0,900.0,1.0,4,MEAN,5,1.63191173e-01,3.31379344e-03,6.69829277e-03,5.43876031e-03,8.36577477e-03,3.91548640e-03,1.44578043e-03,3.99990705e-04,7.41633376e-05
5.0,25.0,120.0,900.0,1.0,4,MEAN,5,4.74399988e-02,7.07277110e-04,1.19466608e-03,1.00408889e-03,1.69774489e-03,1.04804596e-03,4.81474149e-04,1.47886712e-04,2.83251012e-05
5.0,25.0,20.0,300.0,0.0,0,MEAN,5,1.29912598e+00,2.96222850e-02,6.47705822e-02,5.35678960e-02,7.05883659e-02,3.23250252e-02,1.05912781e-02,2.79855350e-03,4.41700284e-04
5.0,25.0,60.0,300.0,0.0,0,MEAN,5,2.98544937e-01,5.37679872e-03,1.02445260e-02,8.31955593e-03,1.33783214e-02,7.66598632e-03,2.95568537e-03,8.23183315e-04,1.33279432e-04
5.0,25.0,120.0,300.0,0.0,0,MEAN,5,8.67876074e-02,1.14759315e-03,1.82715031e-03,1.53593340e-03,2.71498783e-03,2.05193050e-03,9.84303056e-04,3.04351757e-04,5.09032295e-05
5.0,25.0,20.0,300.0,0.0,2,MEAN,5,1.29912598e+00,2.96222850e-02,6.47705822e-02,5.35678960e-02,7.05883659e-02,3.23250252e-02,1.05912781e-02,2.79855350e-03,4.41700284e-04
5.0,25.0,60.0,300.0,0.0,2,MEAN,5,2.98544937e-01,5.37679872e-03,1.02445260e-02,8.31955593e-03,1.33783214e-02,7.66598632e-03,2.95568537e-03,8.23183315e-04,1.33279432e-04
5.0,25.0,120.0,300.0,0.0,2,MEAN,5,8.67876074e-02,1.14759315e-03,1.82715031e-03,1.53593340e-03,2.71498783e-03,2.05193050e-03,9.84303056e-04,3.04351757e-04,5.09032295e-05
5.0,25.0,20.0,300.0,0.0,4,MEAN,5,1.29912598e+00,2.96222850e-02,6.47705822e-02,5.35678960e-02,7.05883659e-02,3.23250252e-02,1.05912781e-02,2.79855350e-03,4.41700284e-04
5.0,25.0,60.0,300.0,0.0,4,MEAN,5,2.98544937e-01,5.37679872e-03,1.02445260e-02,8.31955593e-03,1.33783214e-02,7.66598632e-03,2.95568537e-03,8.23183315e-04,1.33279432e-04
5.0,25.0,120.0,300.0,0.0,4,MEAN,5,8.67876074e-02,1.14759315e-03,1.82715031e-03,1.53593340e-03,2.71498783e-03,2.05193050e-03,9.84303056e-04,3.04351757e-04,5.09032295e-05
5.0,25.0,20.0,600.0,0.0,0,MEAN,5,9.59019330e-01,2.41181653e-02,5.47423156e-02,4.51397892e-02,5.82835197e-02,2.31296955e-02,7.23325415e-03,1.86581940e-03,3.18419929e-04
5.0,25.0,60.0,600.0,0.0,0,MEAN,5,2.20386914e-01,4.37773521e-03,8.65839174e-03,7.01059830e-03,1.10462347e-02,5.48528356e-03,2.01856879e-03,5.48823311e-04,9.60805974e-05
5.0,25.0,120.0,600.0,0.0,0,MEAN,5,6.40669145e-02,9.34358753e-04,1.54425722e-03,1.29427727e-03,2.24171568e-03,1.46822864e-03,6.72224267e-04,2.02913902e-04,3.66959300e-05
5.0,25.0,20.0,600.0,0.0,2,MEAN,5,9.59019330e-01,2.41181653e-02,5.47423156e-02,4.51397892e-02,5.82835197e-02,2.31296955e-02,7.23325415e-03,1.86581940e-03,3.18419929e-04
5.0,25.0,60.0,600.0,0.0,2,MEAN,5,2.20386914e-01,4.37773521e-03,8.65839174e-03,7.01059830e-03,1.10462347e-02,5.48528356e-03,2.01856879e-03,5.48823311e-04,9.60805974e-05
5.0,25.0,120.0,600.0,0.0,2,MEAN,5,6.40669145e-02,9.34358753e-04,1.54425722e-03,1.29427727e-03,2.24171568e-03,1.46822864e-03,6.72224267e-04,2.02913902e-04,3.66959300e-05
5.0,25.0,20.0,600.0,0.0,4,MEAN,5,9.59019330e-01,2.41181653e-02,5.47423156e-02,4.51397892e-02,5.82835197e-02,2.31296955e-02,7.23325415e-03,1.86581940e-03,3.18419929e-04
5.0,25.0,60.0,600.0,0.0,4,MEAN,5,2.20386914e-01,4.37773521e-03,8.65839174e-03,7.01059830e-03,1.10462347e-02,5.48528356e-03,2.01856879e-03,5.48823311e-04,9.60805974e-05
5.0,25.0,120.0,600.0,0.0,4,MEAN,5,6.40669145e-02,9.34358753e-04,1.54425722e-03,1.29427727e-03,2.24171568e-03,1.46822864e-03,6.72224267e-04,2.02913902e-04,3.66959300e-05
5.0,25.0,20.0,900.0,0.0,0,MEAN,5,8.02999581e-01,2.13856353e-02,4.96122520e-02,4.08385631e-02,5.21055862e-02,1.90166725e-02,5.78702511e-03,1.47190155e-03,2.62942640e-04
5.0,25.0,60.0,900.0,0.0,0,MEAN,5,1.84532880e-01,3.88174836e-03,7.84698835e-03,6.34258081e-03,9.87535648e-03,4.50986659e-03,1.61497274e-03,4.32953950e-04,7.93407814e-05
5.0,25.0,120.0,900.0,0.0,0,MEAN,5,5.36440757e-02,8.28498157e-04,1.39954033e-03,1.17094973e-03,2.00409842e-03,1.20714184e-03,5.37818612e-04,1.60074060e-04,3.03025151e-05
5.0,25.0,20.0,900.0,0.0,2,MEAN,5,8.02999581e-01,2.13856353e-02,4.96122520e-02,4.08385631e-02,5.21055862e-02,1.90166725e-02,5.78702511e-03,1.47190155e-03,2.62942640e-04
5.0,25.0,60.0,900.0,0.0,2,MEAN,5,1.84532880e-01,3.88174836e-03,7.84698835e-03,6.34258081e-03,9.87535648e-03,4.50986659e-03,1.61497274e-03,4.32953950e-04,7.93407814e-05
5.0,25.0,120.0,900.0,0.0,2,MEAN,5,5.36440757e-02,8.28498157e-04,1.39954033e-03,1.17094973e-03,2.00409842e-03,1.20714184e-03,5.37818612e-04,1.60074060e-04,3.03025151e-05
5.0,25.0,20.0,900.0,0.0,4,MEAN,5,8.02999581e-01,2.13856353e-02,4.96122520e-02,4.08385631e-02,5.21055862e-02,1.90166725e-02,5.78702511e-03,1.47190155e-03,2.62942640e-04
5.0,25.0,60.0,900.0,0.0,4,MEAN,5,1.84532880e-01,3.88174836e-03,7.84698835e-03,6.34258081e-03,9.87535648e-03,4.50986659e-03,1.61497274e-03,4.32953950e-04,7.93407814e-05
5.0,25.0,120.0,900.0,0.0,4,MEAN,5,5.36440757e-02,8.28498157e-04,1.39954033e-03,1.17094973e-03,2.00409842e-03,1.20714184e-03,5.37818612e-04,1.60074060e-04,3.03025151e-05
6.0,5.0,20.0,300.0,1.0,0,MEAN,5,8.26165589e+00,1.21729024e-01,2.31830797e-01,1.90611118e-01,2.93641811e-01,1.87849213e-01,8.73315129e-02,2.91817097e-02,6.51043244e-03
6.0,5.0,60.0,300.0,1.0,0,MEAN,5,2.16493876e+00,2.50619071e-02,4.13494738e-02,3.41060520e-02,5.74223655e-02,4.28937972e-02,2.32891273e-02,8.48745594e-03,2.18008882e-03
6.0,5.0,120.0,300.0,1.0,0,MEAN,5,7.43967544e-01,6.34900608e-03,8.75933159e-03,7.60982152e-03,1.29272304e-02,1.20883620e-02,8.08702744e-03,3.34510191e-03,9.54760516e-04
6.0,5.0,20.0,300.0,1.0,2,MEAN,5,8.26165589e+00,1.21729024e-01,2.31830797e-01,1.90611118e-01,2.93641811e-01,1.87849213e-01,8.73315129e-02,2.91817097e-02,6.51043244e-03
6.0,5.0,60.0,300.0,1.0,2,MEAN,5,2.16493876e+00,2.50619071e-02,4.13494738e-02,3.41060520e-02,5.74223655e-02,4.28937972e-02,2.32891273e-02,8.48745594e-03,2.18008882e-03
6.0,5.0,120.0,300.0,1.0,2,MEAN,5,7.43967544e-01,6.34900608e-03,8.75933159e-03,7.60982152e-03,1.29272304e-02,1.20883620e-02,8.08702744e-03,3.34510191e-03,9.54760516e-04
6.0,5.0,20.0,300.0,1.0,4,MEAN,5,8.26165589e+00,1.21729024e-01,2.31830797e-01,1.90611118e-01,2.93641811e-01,1.87849213e-01,8.73315129e-02,2.91817097e-02,6.51043244e-03
6.0,5.0,60.0,300.0,1.0,4,MEAN,5,2.16493876e+00,2.50619071e-02,4.13494738e-02,3.41060520e-02,5.74223655e-02,4.28937972e-02,2.32891273e-02,8.48745594e-03,2.18008882e-03
6.0,5.0,120.0,300.0,1.0,4,MEAN,5,7.43967544e-01,6.34900608e-03,8.75933159e-03,7.60982152e-03,1.29272304e-02,1.20883620e-02,8.08702744e-03,3.34510191e-03,9.54760516e-04
6.0,5.0,20.0,600.0,1.0,0,MEAN,5,5.70871667e+00,9.01659661e-02,1.79853576e-01,1.47941744e-01,2.19769396e-01,1.24804715e-01,5.55954661e-02,1.90588978e-02,4.81365476e-03
6.0,5.0,60.0,600.0,1.0,0,MEAN,5,1.49594974e+00,1.85636177e-02,3.20787868e-02,2.64712198e-02,4.29764362e-02,2.84981133e-02,1.48259184e-02,5.54325148e-03,1.61190443e-03
6.0,5.0,120.0,600.0,1.0,0,MEAN,5,5.14073689e-01,4.70277545e-03,6.79546085e-03,5.90632002e-03,9.67508548e-03,8.03135958e-03,5.14822250e-03,2.18472311e-03,7.05926610e-04
6.0,5.0,20.0,600.0,1.0,2,MEAN,5,5.70871667e+00,9.01659661e-02,1.79853576e-01,1.47941744e-01,2.19769396e-01,1.24804715e-01,5.55954661e-02,1.90588978e-02,4.81365476e-03
6.0,5.0,60.0,600.0,1.0,2,MEAN,5,1.49594974e+00,1.85636177e-02,3.20787868e-02,2.64712198e-02,4.29764362e-02,2.84981133e-02,1.48259184e-02,5.54325148e-03,1.61190443e-03
6.0,5.0,120.0,600.0,1.0,2,MEAN,5,5.14073689e-01,4.70277545e-03,6.79546085e-03,5.90632002e-03,9.67508548e-03,8.03135958e-03,5.14822250e-03,2.18472311e-03,7.05926610e-04
6.0,5.0,20.0,600.0,1.0,4,MEAN,5,5.70871667e+00,9.01659661e-02,1.79853576e-01,1.47941744e-01,2.19769396e-01,1.24804715e-01,5.55954661e-02,1.90588978e-02,4.81365476e-03
6.0,5.0,60.0,600.0,1.0,4,MEAN,5,1.49594974e+00,1.85636177e-02,3.20787868e-02,2.64712198e-02,4.29764362e-02,2.84981133e-02,1.48259184e-02,5.54325148e-03,1.61190443e-03
6.0,5.0,120.0,600.0,1.0,4,MEAN,5,5.14073689e-01,4.70277545e-03,6.79546085e-03,5.90632002e-03,9.67508548e-03,8.03135958e-03,5.14822250e-03,2.18472311e-03,7.05926610e-04
6.0,5.0,20.0,900.0,1.0,0,MEAN,5,4.59870202e+00,7.56470333e-02,1.55033574e-01,1.27559035e-01,1.85502294e-01,9.82549180e-02,4.26883864e-02,1.48549825e-02,4.03427911e-03
6.0,5.0,60.0,900.0,1.0,0,MEAN,5,1.20507419e+00,1.55744198e-02,2.76518772e-02,2.28241412e-02,3.62754217e-02,2.24356890e-02,1.13839235e-02,4.32054908e-03,1.35092206e-03
6.0,5.0,120.0,900.0,1.0,0,MEAN,5,4.14116140e-01,3.94551322e-03,5.85767940e-03,5.09257538e-03,8.16651722e-03,6.32284264e-03,3.95300781e-03,1.70282793e-03,5.91630501e-04
6.0,5.0,20.0,900.0,1.0,2,MEAN,5,4.59870202e+00,7.56470333e-02,1.55033574e-01,1.27559035e-01,1.85502294e-01,9.82549180e-02,4.26883864e-02,1.48549825e-02,4.03427911e-03
6.0,5.0,60.0,900.0,1.0,2,MEAN,5,1.20507419e+00,1.55744198e-02,2.76518772e-02,2.28241412e-02,3.62754217e-02,2.24356890e-02,1.13839235e-02,4.32054908e-03,1.35092206e-03
6.0,5.0,120.0,900.0,1.0,2,MEAN,5,4.14116140e-01,3.94551322e-03,5.85767940e-03,5.09257538e-03,8.16651722e-03,6.32284264e-03,3.95300781e-03,1.70282793e-03,5.91630501e-04
6.0,5.0,20.0,900.0,1.0,4,MEAN,5,4.59870202e+00,7.56470333e-02,1.55033574e-01,1.27559035e-01,1.85502294e-01,9.82549180e-02,4.26883864e-02,1.48549825e-02,4.03427911e-03
6.0,5.0,60.0,900.0,1.0,4,MEAN,5,1.20507419e+00,1.55744198e-02,2.76518772e-02,2.28241412e-02,3.62754217e-02,2.24356890e-02,1.13839235e-02,4.32054908e-03,1.35092206e-03
6.0,5.0,120.0,900.0,1.0,4,MEAN,5,4.14116140e-01,3.94551322e-03,5.85767940e-03,5.09257538e-03,8.16651722e-03,6.32284264e-03,3.95300781e-03,1.70282793e-03,5.91630501e-04
6.0,5.0,20.0,300.0,0.0,0,MEAN,5,8.41295017e+00,1.22741166e-01,2.37111983e-01,1.95124342e-01,2.96650265e-01,1.92369678e-01,8.72701250e-02,3.05716447e-02,7.25003008e-03
6.0,5.0,60.0,300.0,0.0,0,MEAN,5,2.20458491e+00,2.52702897e-02,4.22914291e-02,3.49136032e-02,5.80106760e-02,4.39260075e-02,2.32727567e-02,8.89171642e-03,2.42775110e-03
6.0,5.0,120.0,300.0,0.0,0,MEAN,5,7.57591693e-01,6.40179625e-03,8.95887219e-03,7.79000421e-03,1.30596741e-02,1.23792603e-02,8.08134283e-03,3.50443028e-03,1.06322315e-03
6.0,5.0,20.0,300.0,0.0,2,MEAN,5,8.41295017e+00,1.22741166e-01,2.37111983e-01,1.95124342e-01,2.96650265e-01,1.92369678e-01,8.72701250e-02,3.05716447e-02,7.25003008e-03
6.0,5.0,60.0,300.0,0.0,2,MEAN,5,2.20458491e+00,2.52702897e-02,4.22914291e-02,3.49136032e-02,5.80106760e-02,4.39260075e-02,2.32727567e-02,8.89171642e-03,2.42775110e-03
6.0,5.0,120.0,300.0,0.0,2,MEAN,5,7.57591693e-01,6.40179625e-03,8.95887219e-03,7.79000421e-03,1.30596741e-02,1.23792603e-02,8.08134283e-03,3.50443028e-03,1.06322315e-03
6.0,5.0,20.0,300.0,0.0,4,MEAN,5,8.41295017e+00,1.22741166e-01,2.37111983e-01,1.95124342e-01,2.96650265e-01,1.92369678e-01,8.72701250e-02,3.05716447e-02,7.25003008e-03
6.0,5.0,60.0,300.0,0.0,4,MEAN,5,2.20458491e+00,2.52702897e-02,4.22914291e-02,3.49136032e-02,5.80106760e-02,4.39260075e-02,2.32727567e-02,8.89171642e-03,2.42775110e-03
6.0,5.0,120.0,300.0,0.0,4,MEAN,5,7.57591693e-01,6.40179625e-03,8.95887219e-03,7.79000421e-03,1.30596741e-02,1.23792603e-02,8.08134283e-03,3.50443028e-03,1.06322315e-03
6.0,5.0,20.0,600.0,0.0,0,MEAN,5,6.21046916e+00,9.99346178e-02,2.00400530e-01,1.64424446e-01,2.44938686e-01,1.37647289e-01,5.96006438e-02,2.03823753e-02,5.22651703e-03
6.0,5.0,60.0,600.0,0.0,0,MEAN,5,1.62743227e+00,2.05748147e-02,3.57435533e-02,2.94204702e-02,4.78983517e-02,3.14306075e-02,1.58939990e-02,5.92818290e-03,1.75015584e-03
6.0,5.0,120.0,600.0,0.0,0,MEAN,5,5.59256830e-01,5.21227785e-03,7.57179250e-03,6.56436362e-03,1.07831335e-02,8.85779729e-03,5.51910789e-03,2.33643345e-03,7.66473218e-04
6.0,5.0,20.0,600.0,0.0,2,MEAN,5,6.21046916e+00,9.99346178e-02,2.00400530e-01,1.64424446e-01,2.44938686e-01,1.37647289e-01,5.96006438e-02,2.03823753e-02,5.22651703e-03
6.0,5.0,60.0,600.0,0.0,2,MEAN,5,1.62743227e+00,2.05748147e-02,3.57435533e-02,2.94204702e-02,4.78983517e-02,3.14306075e-02,1.58939990e-02,5.92818290e-03,1.75015584e-03
6.0,5.0,120.0,600.0,0.0,2,MEAN,5,5.59256830e-01,5.21227785e-03,7.57179250e-03,6.56436362e-03,1.07831335e-02,8.85779729e-03,5.51910789e-03,2.33643345e-03,7.66473218e-04
6.0,5.0,20.0,600.0,0.0,4,MEAN,5,6.21046916e+00,9.99346178e-02,2.00400530e-01,1.64424446e-01,2.44938686e-01,1.37647289e-01,5.96006438e-02,2.03823753e-02,5.22651703e-03
6.0,5.0,60.0,600.0,0.0,4,MEAN,5,1.62743227e+00,2.05748147e-02,3.57435533e-02,2.94204702e-02,4.78983517e-02,3.14306075e-02,1.58939990e-02,5.92818290e-03,1.75015584e-03
6.0,5.0,120.0,600.0,0.0,4,MEAN,5,5.59256830e-01,5.21227785e-03,7.57179250e-03,6.56436362e-03,1.07831335e-02,8.85779729e-03,5.51910789e-03,2.33643345e-03,7.66473218e-04
6.0,5.0,20.0,900.0,0.0,0,MEAN,5,5.20010804e+00,8.86122663e-02,1.81620406e-01,1.48756967e-01,2.18975688e-01,1.13170249e-01,4.76839905e-02,1.60791820e-02,4.31591764e-03
6.0,5.0,60.0,900.0,0.0,0,MEAN,5,1.36267058e+00,1.82437377e-02,3.23939197e-02,2.66170877e-02,4.28212247e-02,2.58414802e-02,1.27161260e-02,4.67660566e-03,1.44523177e-03
6.0,5.0,120.0,900.0,0.0,0,MEAN,5,4.68273148e-01,4.62173932e-03,6.86221753e-03,5.93886641e-03,9.64014343e-03,7.28266527e-03,4.41560814e-03,1.84315803e-03,6.32933034e-04
6.0,5.0,20.0,900.0,0.0,2,MEAN,5,5.20010804e+00,8.86122663e-02,1.81620406e-01,1.48756967e-01,2.18975688e-01,1.13170249e-01,4.76839905e-02,1.60791820e-02,4.31591764e-03
6.0,5.0,60.0,900.0,0.0,2,MEAN,5,1.36267058e+00,1.82437377e-02,3.23939197e-02,2.66170877e-02,4.28212247e-02,2.58414802e-02,1.27161260e-02,4.67660566e-03,1.44523177e-03
6.0,5.0,120.0,900.0,0.0,2,MEAN,5,4.68273148e-01,4.62173932e-03,6.86221753e-03,5.93886641e-03,9.64014343e-03,7.28266527e-03,4.41560814e-03,1.84315803e-03,6.32933034e-04
6.0,5.0,20.0,900.0,0.0,4,MEAN,5,5.20010804e+00,8.86122663e-02,1.81620406e-01,1.48756967e-01,2.18975688e-01,1.13170249e-01,4.76839905e-02,1.60791820e-02,4.31591764e-03
6.0,5.0,60.0,900.0,0.0,4,MEAN,5,1.36267058e+00,1.82437377e-02,3.23939197e-02,2.66170877e-02,4.28212247e-02,2.58414802e-02,1.27161260e-02,4.67660566e-03,1.44523177e-03
