rup_mag,dist_rhypo,site_vs30,result_type,damping,pga,0.1,0.2,0.25,0.4,0.5,1,1.25,2
3.2,100,100,MEAN,5,0.000017762,0.000030828,0.000057411,0.000055507,0.000061089,0.000049574,0.000016804,0.000010762,0.000003814
3.4,0.1,100,MEAN,5,0.042307642,0.060334683,0.055109603,0.036793229,0.028189670,0.019180521,0.007623078,0.004594925,0.001528307
3.4,1,100,MEAN,5,0.029544590,0.045908404,0.047821982,0.033215442,0.025604173,0.017724170,0.006910909,0.004253691,0.001422654
3.4,5,100,MEAN,5,0.003404881,0.006175509,0.010673332,0.009539071,0.008184363,0.006401945,0.002397384,0.001694451,0.000631711
3.4,10,100,MEAN,5,0.000901558,0.001585214,0.002947910,0.002855224,0.002780632,0.002263230,0.000936663,0.000695584,0.000293734
3.4,20,100,MEAN,5,0.000242668,0.000407508,0.000762806,0.000765037,0.000852968,0.000705475,0.000330970,0.000250475,0.000118738
3.4,50,100,MEAN,5,0.000052962,0.000085715,0.000159296,0.000160879,0.000201073,0.000168858,0.000081902,0.000060085,0.000029171
3.4,70,100,MEAN,5,0.000034239,0.000055618,0.000103661,0.000103718,0.000129748,0.000109904,0.000049464,0.000034951,0.000015869
3.4,90,100,MEAN,5,0.000026505,0.000043609,0.000081792,0.000080784,0.000098768,0.000084388,0.000034155,0.000023131,0.000009568
3.4,100,100,MEAN,5,0.000024344,0.000040398,0.000076075,0.000074590,0.000089643,0.000076925,0.000029303,0.000019406,0.000007614
3.6,0.1,100,MEAN,5,0.056926825,0.079804310,0.073083645,0.050040317,0.039193295,0.026972841,0.011323378,0.007288828,0.002856571
3.6,1,100,MEAN,5,0.039806739,0.060732738,0.063434843,0.045177216,0.035616293,0.024950232,0.010296098,0.006760368,0.002661443
3.6,5,100,MEAN,5,0.004624980,0.008179616,0.014195384,0.012984378,0.011452603,0.009132020,0.003688374,0.002754624,0.001193538
3.6,10,100,MEAN,5,0.001230932,0.002101444,0.003929826,0.003889449,0.003913420,0.003273202,0.001482897,0.001155734,0.000560034
3.6,20,100,MEAN,5,0.000333097,0.000540700,0.001019523,0.001043068,0.001208340,0.001036882,0.000540948,0.000426647,0.000228704
3.6,50,100,MEAN,5,0.000073218,0.000113868,0.000213659,0.000219613,0.000287419,0.000253788,0.000139807,0.000105902,0.000056975
3.6,70,100,MEAN,5,0.000047459,0.000073918,0.000139217,0.000141647,0.000186084,0.000166556,0.000085802,0.000062385,0.000031154
3.6,90,100,MEAN,5,0.000036811,0.000057977,0.000109955,0.000110363,0.000142005,0.000128682,0.000059961,0.000041679,0.000018856
3.6,100,100,MEAN,5,0.000033838,0.000053716,0.000102311,0.000101915,0.000129020,0.000117607,0.000051704,0.000035106,0.000015029
3.8,0.1,100,MEAN,5,0.077677477,0.107103992,0.098366023,0.069199698,0.053447274,0.037371883,0.017018672,0.011599225,0.005279581
3.8,1,100,MEAN,5,0.054389523,0.081521754,0.085400451,0.062478543,0.048593554,0.034604715,0.015520800,0.010778707,0.004923285
3.8,5,100,MEAN,5,0.006370856,0.010992919,0.019161359,0.017970833,0.015718662,0.012834348,0.005741645,0.004492497,0.002229842
3.8,10,100,MEAN,5,0.001704333,0.002826622,0.005316973,0.005387260,0.005402084,0.004664111,0.002375431,0.001926452,0.001055830
3.8,20,100,MEAN,5,0.000463670,0.000727940,0.001382969,0.001446024,0.001678948,0.001501512,0.000894595,0.000729064,0.000435590
3.8,50,100,MEAN,5,0.000102648,0.000153484,0.000290848,0.000304823,0.000402967,0.000375813,0.000241473,0.000187253,0.000110037
3.8,70,100,MEAN,5,0.000066710,0.000099679,0.000189760,0.000196695,0.000261762,0.000248690,0.000150595,0.000111711,0.000060480
3.8,90,100,MEAN,5,0.000051844,0.000078208,0.000150020,0.000153305,0.000200255,0.000193333,0.000106511,0.000075341,0.000036746
3.8,100,100,MEAN,5,0.000047696,0.000072471,0.000139648,0.000141590,0.000182134,0.000177154,0.000092308,0.000063713,0.000029336
4,0.1,100,MEAN,5,0.107486335,0.145849509,0.134369910,0.097301682,0.071487703,0.051017041,0.025880897,0.018517924,0.009648812
4,1,100,MEAN,5,0.075362255,0.111030981,0.116687533,0.087856584,0.065028032,0.047287675,0.023673341,0.017240706,0.009005602
4,5,100,MEAN,5,0.008899503,0.014990398,0.026250493,0.025289909,0.021160159,0.017771855,0.009043608,0.007350302,0.004119378
4,10,100,MEAN,5,0.002393067,0.003857781,0.007301089,0.007587171,0.007314055,0.006548124,0.003850151,0.003221444,0.001968310
4,20,100,MEAN,5,0.000654526,0.000994388,0.001903967,0.002038309,0.002288112,0.002142300,0.001496930,0.001249842,0.000820356
4,50,100,MEAN,5,0.000145936,0.000209916,0.000401833,0.000430198,0.000554134,0.000548308,0.000421999,0.000332159,0.000210141
4,70,100,MEAN,5,0.000095091,0.000136390,0.000262513,0.000277722,0.000361159,0.000365855,0.000267440,0.000200679,0.000116096
4,90,100,MEAN,5,0.000074046,0.000107047,0.000207739,0.000216530,0.000276985,0.000286186,0.000191437,0.000136628,0.000070809
4,100,100,MEAN,5,0.000068178,0.000099207,0.000193455,0.000200012,0.000252184,0.000262919,0.000166746,0.000116000,0.000056622
4.2,0.1,100,MEAN,5,0.150831274,0.201522845,0.186290599,0.139113250,0.093784080,0.068617921,0.039823275,0.029658391,0.017436859
4.2,1,100,MEAN,5,0.105894286,0.153438675,0.161815735,0.125617382,0.085352169,0.063666746,0.036534990,0.027665301,0.016288856
4.2,5,100,MEAN,5,0.012607057,0.020741172,0.036498971,0.036187479,0.027939221,0.024246201,0.014412892,0.012064645,0.007525048
4.2,10,100,MEAN,5,0.003407495,0.005342289,0.010175196,0.010864851,0.009712860,0.009057680,0.006314184,0.005404245,0.003628382
4.2,20,100,MEAN,5,0.000936969,0.001378274,0.002660350,0.002921438,0.003058506,0.003011506,0.002534433,0.002149493,0.001527731
4.2,50,100,MEAN,5,0.000210406,0.000291306,0.000563450,0.000617337,0.000747399,0.000788188,0.000746207,0.000591093,0.000396830
4.2,70,100,MEAN,5,0.000137459,0.000189355,0.000368575,0.000398712,0.000488745,0.000530288,0.000480559,0.000361659,0.000220368
4.2,90,100,MEAN,5,0.000107248,0.000148667,0.000291956,0.000310966,0.000375769,0.000417389,0.000348144,0.000248567,0.000134924
4.2,100,100,MEAN,5,0.000098829,0.000137798,0.000271993,0.000287284,0.000342480,0.000384453,0.000304771,0.000211876,0.000108065
4.3,0.1,100,MEAN,5,0.179614119,0.238179260,0.220570483,0.167380388,0.106641197,0.079137203,0.049616920,0.037579175,0.023341860
4.3,1,100,MEAN,5,0.126186196,0.181363617,0.191615615,0.151146972,0.097077490,0.073464410,0.045587704,0.035087108,0.021814713
4.3,5,100,MEAN,5,0.015084041,0.024530893,0.043277703,0.043558795,0.031871975,0.028163147,0.018275523,0.015475377,0.010127869
4.3,10,100,MEAN,5,0.004087477,0.006321095,0.012079039,0.013083012,0.011111907,0.010593732,0.008121775,0.007008083,0.004905608
4.3,20,100,MEAN,5,0.001126949,0.001631532,0.003162207,0.003519427,0.003510528,0.003550729,0.003312336,0.002822270,0.002076056
4.3,50,100,MEAN,5,0.000253971,0.000345041,0.000670923,0.000744152,0.000861725,0.000939755,0.000996661,0.000789464,0.000543026
4.3,70,100,MEAN,5,0.000166138,0.000224334,0.000439164,0.000480724,0.000564444,0.000634885,0.000647024,0.000486094,0.000302331
4.3,90,100,MEAN,5,0.000129751,0.000176158,0.000348039,0.000374993,0.000434510,0.000501268,0.000471563,0.000335673,0.000185464
4.3,100,100,MEAN,5,0.000119614,0.000163292,0.000324308,0.000346459,0.000396224,0.000462314,0.000413855,0.000286692,0.000148665
3,0.1,600,MEAN,5,0.023980737,0.035430592,0.026325550,0.018773256,0.012126415,0.008773923,0.004099502,0.002138138,0.000442142
3,1,600,MEAN,5,0.016701700,0.026950131,0.022833001,0.016945609,0.011003247,0.008091230,0.003694471,0.001971847,0.000410850
3,5,600,MEAN,5,0.001893765,0.003616451,0.005069226,0.004859057,0.003475619,0.002846217,0.001201807,0.000750720,0.000178856
3,10,600,MEAN,5,0.000496310,0.000926741,0.001393580,0.001452180,0.001167357,0.000978829,0.000443425,0.000295018,0.000081669
3,20,600,MEAN,5,0.000132171,0.000237808,0.000358743,0.000388416,0.000353433,0.000295429,0.000147010,0.000101081,0.000032347
3,50,600,MEAN,5,0.000028438,0.000049900,0.000074390,0.000081482,0.000081831,0.000067622,0.000033351,0.000022647,0.000007729
3,70,600,MEAN,5,0.000018288,0.000032350,0.000048282,0.000052484,0.000052453,0.000043290,0.000019506,0.000012845,0.000004161
3,90,600,MEAN,5,0.000014102,0.000025348,0.000038023,0.000040851,0.000039730,0.000032830,0.000013149,0.000008342,0.000002490
3,100,600,MEAN,5,0.000012931,0.000023475,0.000035336,0.000037708,0.000035985,0.000029771,0.000011169,0.000006943,0.000001975
3.2,0.1,600,MEAN,5,0.031376224,0.045519525,0.033892716,0.024696065,0.017525492,0.012710309,0.005947969,0.003370009,0.000845194
3.2,1,600,MEAN,5,0.021881613,0.034629924,0.029403517,0.022293211,0.015910170,0.011733274,0.005376278,0.003113821,0.000786070
3.2,5,600,MEAN,5,0.002501347,0.004652674,0.006545229,0.006397393,0.005055540,0.004182336,0.001806027,0.001212628,0.000345606
3.2,10,600,MEAN,5,0.000658921,0.001193296,0.001803545,0.001913393,0.001707783,0.001458299,0.000685709,0.000487049,0.000159248
3.2,20,600,MEAN,5,0.000176414,0.000306483,0.000465482,0.000512228,0.000520450,0.000447297,0.000234695,0.000171077,0.000063721
3.2,50,600,MEAN,5,0.000038229,0.000064388,0.000096864,0.000107585,0.000121589,0.000104697,0.000055608,0.000039661,0.000015438
3.2,70,600,MEAN,5,0.000024650,0.000041761,0.000062951,0.000069329,0.000078198,0.000067582,0.000033049,0.000022781,0.000008355
3.2,90,600,MEAN,5,0.000019045,0.000032733,0.000049623,0.000053981,0.000059378,0.000051571,0.000022548,0.000014935,0.000005018
3.2,100,600,MEAN,5,0.000017478,0.000030319,0.000046135,0.000049835,0.000053836,0.000046888,0.000019248,0.000012480,0.000003987
3.4,0.1,600,MEAN,5,0.041631189,0.059338564,0.044286085,0.033032991,0.024842769,0.018141384,0.008731933,0.005328665,0.001597609
3.4,1,600,MEAN,5,0.029072205,0.045150462,0.038429751,0.029820852,0.022564243,0.016763933,0.007916172,0.004932941,0.001487165
3.4,5,600,MEAN,5,0.003350440,0.006073553,0.008577091,0.008564186,0.007212650,0.006055108,0.002746108,0.001965029,0.000660357
3.4,10,600,MEAN,5,0.000887143,0.001559043,0.002368941,0.002563422,0.002450493,0.002140616,0.001072911,0.000806658,0.000307054
3.4,20,600,MEAN,5,0.000238788,0.000400780,0.000612991,0.000686850,0.000751697,0.000667255,0.000379112,0.000290472,0.000124122
3.4,50,600,MEAN,5,0.000052115,0.000084300,0.000128011,0.000144437,0.000177200,0.000159710,0.000093815,0.000069680,0.000030494
3.4,70,600,MEAN,5,0.000033692,0.000054700,0.000083302,0.000093118,0.000114343,0.000103950,0.000056659,0.000040532,0.000016589
3.4,90,600,MEAN,5,0.000026082,0.000042889,0.000065728,0.000072528,0.000087041,0.000079816,0.000039123,0.000026824,0.000010001
3.4,100,600,MEAN,5,0.000023955,0.000039731,0.000061134,0.000066967,0.000079000,0.000072757,0.000033566,0.000022505,0.000007959
3.6,0.1,600,MEAN,5,0.056016628,0.078486750,0.058730027,0.044926238,0.034539956,0.025511541,0.012970479,0.008452744,0.002986105
3.6,1,600,MEAN,5,0.039170274,0.059730047,0.050976248,0.040560142,0.031387643,0.023598511,0.011793770,0.007839896,0.002782128
3.6,5,600,MEAN,5,0.004551032,0.008044572,0.011407413,0.011657385,0.010092859,0.008637277,0.004224886,0.003194496,0.001247660
3.6,10,600,MEAN,5,0.001211251,0.002066750,0.003158009,0.003491950,0.003448787,0.003095871,0.001698599,0.001340287,0.000585429
3.6,20,600,MEAN,5,0.000327771,0.000531773,0.000819289,0.000936468,0.001064876,0.000980707,0.000619634,0.000494776,0.000239074
3.6,50,600,MEAN,5,0.000072047,0.000111988,0.000171696,0.000197168,0.000253294,0.000240038,0.000160143,0.000122813,0.000059559
3.6,70,600,MEAN,5,0.000046700,0.000072698,0.000111875,0.000127171,0.000163990,0.000157532,0.000098283,0.000072347,0.000032567
3.6,90,600,MEAN,5,0.000036222,0.000057020,0.000088360,0.000099084,0.000125145,0.000121710,0.000068683,0.000048334,0.000019711
3.6,100,600,MEAN,5,0.000033297,0.000052829,0.000082217,0.000091500,0.000113702,0.000111235,0.000059225,0.000040712,0.000015711
3.8,0.1,600,MEAN,5,0.076435500,0.105335718,0.079046949,0.062127546,0.047101589,0.035347197,0.019494212,0.013451447,0.005518988
3.8,1,600,MEAN,5,0.053519894,0.080175840,0.068627814,0.056093287,0.042824141,0.032729945,0.017778458,0.012499904,0.005146535
3.8,5,600,MEAN,5,0.006268993,0.010811428,0.015398071,0.016134229,0.013852418,0.012139025,0.006576826,0.005209881,0.002330956
3.8,10,600,MEAN,5,0.001677083,0.002779954,0.004272721,0.004836687,0.004760706,0.004411424,0.002720961,0.002234077,0.001103707
3.8,20,600,MEAN,5,0.000456256,0.000715922,0.001111354,0.001298241,0.001479610,0.001420165,0.001024723,0.000845485,0.000455342
3.8,50,600,MEAN,5,0.000101007,0.000150950,0.000233726,0.000273670,0.000355123,0.000355452,0.000276597,0.000217154,0.000115027
3.8,70,600,MEAN,5,0.000065643,0.000098034,0.000152492,0.000176593,0.000230684,0.000235217,0.000172500,0.000129549,0.000063222
3.8,90,600,MEAN,5,0.000051015,0.000076917,0.000120556,0.000137637,0.000176479,0.000182859,0.000122005,0.000087372,0.000038412
3.8,100,600,MEAN,5,0.000046933,0.000071274,0.000112222,0.000127119,0.000160510,0.000167556,0.000105735,0.000073887,0.000030666
4,0.1,600,MEAN,5,0.105767747,0.143441551,0.107979677,0.087357530,0.063000115,0.048253105,0.029645537,0.021474956,0.010086346
4,1,600,MEAN,5,0.074157296,0.109197873,0.093770117,0.078877714,0.057307388,0.044725784,0.027116869,0.019993786,0.009413969
4,5,600,MEAN,5,0.008757210,0.014742908,0.021094900,0.022705301,0.018647857,0.016809034,0.010359093,0.008524034,0.004306175
4,10,600,MEAN,5,0.002354804,0.003794089,0.005867156,0.006811768,0.006445673,0.006193368,0.004410195,0.003735860,0.002057564
4,20,600,MEAN,5,0.000644061,0.000977970,0.001530028,0.001829995,0.002016449,0.002026237,0.001714674,0.001449422,0.000857555
4,50,600,MEAN,5,0.000143603,0.000206451,0.000322913,0.000386233,0.000488343,0.000518603,0.000483383,0.000385200,0.000219670
4,70,600,MEAN,5,0.000093571,0.000134138,0.000210955,0.000249339,0.000318280,0.000346034,0.000306342,0.000232724,0.000121361
4,90,600,MEAN,5,0.000072863,0.000105279,0.000166939,0.000194401,0.000244099,0.000270681,0.000219283,0.000158446,0.000074020
4,100,600,MEAN,5,0.000067088,0.000097569,0.000155461,0.000179571,0.000222243,0.000248675,0.000191001,0.000134523,0.000059189
4.2,0.1,600,MEAN,5,0.148419649,0.198195726,0.149703150,0.124895990,0.082649289,0.064900427,0.045615976,0.034394388,0.018227548
4.2,1,600,MEAN,5,0.104201154,0.150905420,0.130035146,0.112779389,0.075218482,0.060217490,0.041849377,0.032083031,0.017027488
4.2,5,600,MEAN,5,0.012405484,0.020398738,0.029330578,0.032489148,0.024622055,0.022932622,0.016509394,0.013991186,0.007866278
4.2,10,600,MEAN,5,0.003353013,0.005254088,0.008176789,0.009754472,0.008559672,0.008566964,0.007232646,0.006267221,0.003792914
4.2,20,600,MEAN,5,0.000921988,0.001355519,0.002137857,0.002622869,0.002695376,0.002848353,0.002903092,0.002492735,0.001597007
4.2,50,600,MEAN,5,0.000207041,0.000286496,0.000452789,0.000554246,0.000658662,0.000745487,0.000854751,0.000685481,0.000414824
4.2,70,600,MEAN,5,0.000135261,0.000186229,0.000296187,0.000357964,0.000430717,0.000501559,0.000550461,0.000419411,0.000230360
4.2,90,600,MEAN,5,0.000105533,0.000146212,0.000234616,0.000279186,0.000331154,0.000394776,0.000398785,0.000288259,0.000141042
4.2,100,600,MEAN,5,0.000097248,0.000135523,0.000218573,0.000257924,0.000301818,0.000363625,0.000349104,0.000245709,0.000112966
4.3,0.1,600,MEAN,5,0.176742288,0.234246948,0.177250470,0.150274250,0.093979907,0.074849809,0.056834206,0.043580001,0.024400316
4.3,1,600,MEAN,5,0.124168618,0.178369325,0.153982334,0.135699876,0.085551679,0.069484349,0.052218900,0.040689989,0.022803920
4.3,5,600,MEAN,5,0.014842864,0.024125891,0.034777968,0.039107122,0.028087881,0.026637360,0.020933884,0.017946561,0.010587126
4.3,10,600,MEAN,5,0.004022123,0.006216734,0.009706717,0.011745939,0.009792613,0.010019798,0.009303170,0.008127168,0.005128057
4.3,20,600,MEAN,5,0.001108931,0.001604595,0.002541150,0.003159744,0.003093730,0.003358362,0.003794150,0.003272944,0.002170197
4.3,50,600,MEAN,5,0.000249910,0.000339344,0.000539154,0.000668100,0.000759414,0.000888842,0.001141635,0.000915529,0.000567650
4.3,70,600,MEAN,5,0.000163482,0.000220630,0.000352912,0.000431594,0.000497429,0.000600489,0.000741141,0.000563716,0.000316040
4.3,90,600,MEAN,5,0.000127676,0.000173250,0.000279685,0.000336669,0.000382922,0.000474111,0.000540157,0.000389275,0.000193874
4.3,100,600,MEAN,5,0.000117702,0.000160596,0.000260614,0.000311051,0.000349182,0.000437267,0.000474054,0.000332472,0.000155406
3,0.1,800,MEAN,5,0.008508687,0.013658670,0.008884182,0.006351110,0.003914555,0.002871731,0.001405727,0.000791673,0.000189340
3,1,800,MEAN,5,0.005925987,0.010389410,0.007705538,0.005732805,0.003551983,0.002648284,0.001266842,0.000730102,0.000175940
3,5,800,MEAN,5,0.000671933,0.001394160,0.001710731,0.001643849,0.001121972,0.000931575,0.000412102,0.000277964,0.000076592
3,10,800,MEAN,5,0.000176097,0.000357263,0.000470297,0.000491281,0.000376837,0.000320374,0.000152051,0.000109234,0.000034973
3,20,800,MEAN,5,0.000046896,0.000091676,0.000121066,0.000131404,0.000114092,0.000096695,0.000050410,0.000037427,0.000013852
3,50,800,MEAN,5,0.000010090,0.000019237,0.000025105,0.000027566,0.000026416,0.000022133,0.000011436,0.000008385,0.000003310
3,70,800,MEAN,5,0.000006489,0.000012471,0.000016294,0.000017756,0.000016933,0.000014169,0.000006689,0.000004756,0.000001782
3,90,800,MEAN,5,0.000005004,0.000009772,0.000012832,0.000013820,0.000012825,0.000010745,0.000004509,0.000003089,0.000001066
3,100,800,MEAN,5,0.000004588,0.000009050,0.000011925,0.000012757,0.000011616,0.000009744,0.000003830,0.000002571,0.000000846
3.2,0.1,800,MEAN,5,0.011132704,0.017548004,0.011437902,0.008354833,0.005657443,0.004160122,0.002039570,0.001247789,0.000361940
3.2,1,800,MEAN,5,0.007763889,0.013350008,0.009922915,0.007541932,0.005135998,0.003840336,0.001843537,0.001152932,0.000336621
3.2,5,800,MEAN,5,0.000887511,0.001793629,0.002208843,0.002164278,0.001631990,0.001368891,0.000619290,0.000448991,0.000148000
3.2,10,800,MEAN,5,0.000233794,0.000460022,0.000608649,0.000647313,0.000551293,0.000477306,0.000235131,0.000180336,0.000068195
3.2,20,800,MEAN,5,0.000062594,0.000118151,0.000157088,0.000173290,0.000168008,0.000146402,0.000080478,0.000063343,0.000027287
3.2,50,800,MEAN,5,0.000013564,0.000024822,0.000032689,0.000036397,0.000039250,0.000034268,0.000019068,0.000014685,0.000006611
3.2,70,800,MEAN,5,0.000008746,0.000016099,0.000021244,0.000023454,0.000025243,0.000022120,0.000011333,0.000008435,0.000003578
3.2,90,800,MEAN,5,0.000006757,0.000012619,0.000016746,0.000018262,0.000019168,0.000016879,0.000007732,0.000005530,0.000002149
3.2,100,800,MEAN,5,0.000006201,0.000011688,0.000015569,0.000016859,0.000017379,0.000015347,0.000006600,0.000004621,0.000001707
3.4,0.1,800,MEAN,5,0.014771303,0.022875312,0.014945391,0.011175267,0.008019550,0.005937729,0.002994197,0.001973006,0.000684149
3.4,1,800,MEAN,5,0.010315207,0.017405728,0.012969032,0.010088580,0.007284014,0.005486886,0.002714471,0.001826484,0.000636853
3.4,5,800,MEAN,5,0.001188781,0.002341385,0.002894543,0.002897318,0.002328332,0.001981855,0.000941646,0.000727577,0.000282787
3.4,10,800,MEAN,5,0.000314770,0.000601019,0.000799455,0.000867222,0.000791049,0.000700630,0.000367903,0.000298675,0.000131491
3.4,20,800,MEAN,5,0.000084725,0.000154503,0.000206868,0.000232366,0.000242657,0.000218394,0.000129998,0.000107551,0.000053153
3.4,50,800,MEAN,5,0.000018491,0.000032498,0.000043200,0.000048864,0.000057202,0.000052273,0.000032169,0.000025800,0.000013058
3.4,70,800,MEAN,5,0.000011954,0.000021087,0.000028112,0.000031502,0.000036911,0.000034023,0.000019428,0.000015008,0.000007104
3.4,90,800,MEAN,5,0.000009254,0.000016534,0.000022182,0.000024537,0.000028098,0.000026124,0.000013415,0.000009932,0.000004283
3.4,100,800,MEAN,5,0.000008500,0.000015317,0.000020631,0.000022655,0.000025502,0.000023814,0.000011510,0.000008333,0.000003408
3.6,0.1,800,MEAN,5,0.019875450,0.030257033,0.019819842,0.015198826,0.011149921,0.008350004,0.004447603,0.003129736,0.001278748
3.6,1,800,MEAN,5,0.013898138,0.023026231,0.017203146,0.013721749,0.010132316,0.007723864,0.004044107,0.002902821,0.001191399
3.6,5,800,MEAN,5,0.001614767,0.003101222,0.003849702,0.003943766,0.003258099,0.002827007,0.001448722,0.001182803,0.000534289
3.6,10,800,MEAN,5,0.000429768,0.000796742,0.001065745,0.001181349,0.001113311,0.001013288,0.000582453,0.000496258,0.000250700
3.6,20,800,MEAN,5,0.000116298,0.000205001,0.000276489,0.000316813,0.000343755,0.000320988,0.000212474,0.000183197,0.000102379
3.6,50,800,MEAN,5,0.000025563,0.000043172,0.000057943,0.000066703,0.000081766,0.000078565,0.000054913,0.000045473,0.000025505
3.6,70,800,MEAN,5,0.000016570,0.000028025,0.000037755,0.000043023,0.000052938,0.000051561,0.000033701,0.000026787,0.000013946
3.6,90,800,MEAN,5,0.000012852,0.000021981,0.000029819,0.000033521,0.000040398,0.000039836,0.000023552,0.000017896,0.000008441
3.6,100,800,MEAN,5,0.000011814,0.000020366,0.000027746,0.000030955,0.000036704,0.000036408,0.000020308,0.000015074,0.000006728
3.8,0.1,800,MEAN,5,0.027120339,0.040607444,0.026676270,0.021018136,0.015204970,0.011569244,0.006684604,0.004980569,0.002363412
3.8,1,800,MEAN,5,0.018989575,0.030908186,0.023160086,0.018976709,0.013824157,0.010712610,0.006096269,0.004628249,0.002203915
3.8,5,800,MEAN,5,0.002224323,0.004167859,0.005196445,0.005458310,0.004471730,0.003973139,0.002255207,0.001929025,0.000998192
3.8,10,800,MEAN,5,0.000595051,0.001071686,0.001441931,0.001636281,0.001536814,0.001443873,0.000933023,0.000827196,0.000472644
3.8,20,800,MEAN,5,0.000161886,0.000275992,0.000375053,0.000439203,0.000477636,0.000464824,0.000351379,0.000313052,0.000194992
3.8,50,800,MEAN,5,0.000035839,0.000058192,0.000078876,0.000092584,0.000114638,0.000116341,0.000094846,0.000080404,0.000049258
3.8,70,800,MEAN,5,0.000023291,0.000037793,0.000051462,0.000059742,0.000074468,0.000076987,0.000059151,0.000047967,0.000027074
3.8,90,800,MEAN,5,0.000018101,0.000029652,0.000040685,0.000046563,0.000056970,0.000059850,0.000041836,0.000032351,0.000016449
3.8,100,800,MEAN,5,0.000016653,0.000027477,0.000037872,0.000043005,0.000051814,0.000054842,0.000036257,0.000027357,0.000013132
4,0.1,800,MEAN,5,0.037527813,0.055297433,0.036440307,0.029553597,0.020337209,0.015793387,0.010165514,0.007951376,0.004319305
4,1,800,MEAN,5,0.026312002,0.042096324,0.031644953,0.026684822,0.018499526,0.014638884,0.009298428,0.007402954,0.004031371
4,5,800,MEAN,5,0.003107175,0.005683465,0.007118975,0.007681345,0.006019757,0.005501647,0.003552154,0.003156132,0.001844046
4,10,800,MEAN,5,0.000835516,0.001462640,0.001980011,0.002304464,0.002080742,0.002027108,0.001512265,0.001383250,0.000881117
4,20,800,MEAN,5,0.000228521,0.000377012,0.000516344,0.000619099,0.000650934,0.000663194,0.000587965,0.000536667,0.000367233
4,50,800,MEAN,5,0.000050952,0.000079588,0.000108975,0.000130665,0.000157643,0.000169740,0.000165753,0.000142625,0.000094070
4,70,800,MEAN,5,0.000033200,0.000051711,0.000071192,0.000084353,0.000102745,0.000113258,0.000105045,0.000086169,0.000051971
4,90,800,MEAN,5,0.000025853,0.000040586,0.000056338,0.000065767,0.000078798,0.000088595,0.000075193,0.000058667,0.000031698
4,100,800,MEAN,5,0.000023804,0.000037613,0.000052464,0.000060750,0.000071743,0.000081392,0.000065494,0.000049809,0.000025347
4.2,0.1,800,MEAN,5,0.052661279,0.076405441,0.050520884,0.042253092,0.026680203,0.021242105,0.015641809,0.012734960,0.007805635
4.2,1,800,MEAN,5,0.036971965,0.058174792,0.043883449,0.038153970,0.024281447,0.019709366,0.014350234,0.011879151,0.007291730
4.2,5,800,MEAN,5,0.004401632,0.007863815,0.009898300,0.010991281,0.007948301,0.007505916,0.005661104,0.005180415,0.003368599
4.2,10,800,MEAN,5,0.001189694,0.002025477,0.002759452,0.003299999,0.002763167,0.002803993,0.002480089,0.002320518,0.001624251
