zsed,magnitude,distance,psa_ratio_PGA,psa_ratio_PGV,psa_ratio_SA(0.01),psa_ratio_SA(0.02),psa_ratio_SA(0.03),psa_ratio_SA(0.05),psa_ratio_SA(0.075),psa_ratio_SA(0.1),psa_ratio_SA(0.15),psa_ratio_SA(0.2),psa_ratio_SA(0.25),psa_ratio_SA(0.3),psa_ratio_SA(0.4),psa_ratio_SA(0.5),psa_ratio_SA(0.6),psa_ratio_SA(0.75),psa_ratio_SA(1.0),psa_ratio_SA(1.5),psa_ratio_SA(2.0),psa_ratio_SA(3.0),psa_ratio_SA(4.0),psa_ratio_SA(5.0),psa_ratio_SA(7.5),psa_ratio_SA(10.0)
0.6,6.5,0,0.47682,1.38739,0.47642848,0.24624778,0.22654659,0.31046399,0.45415983,0.57275981,0.75950396,0.88700616,0.96154761,1.0499388,1.16109645,1.23513067,1.308088662,1.41752565,1.6259048,1.97333407,1.99526381,1.73213744,1.56283784,1.47159517,1.3854661,1.35897672
0.6,6.5,25,0.540582,1.427405,0.54051787,0.30217728,0.26434547,0.32595605,0.46480054,0.58225465,0.7658214,0.887164,0.96299767,1.05378199,1.15703738,1.23258173,1.305215378,1.41416585,1.63211298,1.98402369,2.0049777,1.72083461,1.56577742,1.47115469,1.36644399,1.33711684
0.6,6.5,50,0.602851,1.488756,0.60283428,0.37576666,0.31736472,0.36013561,0.48681489,0.5954904,0.7764076,0.89773613,0.96132571,1.05677915,1.15852571,1.23610353,1.312622402,1.42740071,1.65011477,1.9975034,2.00463533,1.75660086,1.58008456,1.45754969,1.3659544,1.35598814
0.6,6.5,75,0.665127,1.498426,0.6659494,0.44753739,0.36663327,0.38880306,0.50277817,0.60525548,0.7826221,0.90002269,0.9625029,1.05170095,1.15826106,1.24284232,1.31584704,1.42535412,1.64877164,2.00166607,2.01712179,1.74128199,1.57108152,1.45949483,1.36252916,1.34559262
0.6,6.5,100,0.709501,1.515317,0.70919609,0.51417345,0.42263335,0.41277707,0.50230783,0.61312085,0.78629214,0.90704292,0.97222728,1.04650271,1.16151714,1.24093366,1.310082296,1.41380525,1.640432,2.0195272,2.02481389,1.72844851,1.57144988,1.45145655,1.36458588,1.33689332
0.6,6.5,150,0.824281,1.527645,0.82413024,0.67989248,0.56517059,0.48732585,0.54054451,0.64194113,0.80276328,0.91907716,0.97774184,1.0572747,1.16217113,1.24928343,1.314780926,1.41302717,1.64389467,2.02698469,2.03097105,1.72578371,1.56441653,1.43762004,1.35969961,1.31604016
0.6,6.5,200,0.930961,1.544719,0.93104166,0.83201844,0.70809853,0.59057379,0.59560496,0.67568797,0.80799758,0.92541254,0.98391783,1.06502867,1.15920436,1.24877405,1.323791646,1.43631804,1.64100218,2.0137043,2.01626968,1.72482252,1.55737412,1.44594646,1.33021641,1.30080104
0.6,6.5,300,1.094872,1.584378,1.09487569,1.05284703,0.97341067,0.82036096,0.73430723,0.76026696,0.84473181,0.95169395,0.99848104,1.08066416,1.17091537,1.26023376,1.328394484,1.43063557,1.65233386,2.02229834,2.03338814,1.72222292,1.55747437,1.44751263,1.31747293,1.27833736
0.6,6.5,400,1.207193,1.61419,1.20724344,1.19340241,1.15152907,1.0107671,0.90478969,0.86756098,0.90832621,0.97308302,1.03568673,1.10031927,1.19970882,1.26996517,1.338865518,1.44221604,1.64287663,2.03806973,2.0365026,1.7104044,1.54234457,1.43038774,1.31506884,1.2654357
0.6,6.5,500,1.307198,1.617261,1.30723357,1.30006397,1.27928662,1.19228888,1.08445323,0.99933136,0.97717685,1.01379848,1.06590962,1.12441218,1.21626627,1.28114271,1.348427246,1.44935405,1.64976215,2.05114698,2.03717566,1.71277463,1.53755367,1.42642355,1.31000531,1.25064766
0.6,6.5,600,1.40471,1.631525,1.40472209,1.4004674,1.38888788,1.33348191,1.24225008,1.15664566,1.07615554,1.071033,1.11026824,1.15136492,1.22882247,1.28750896,1.355775496,1.4581753,1.65181935,2.0336616,2.05517721,1.70361781,1.52214229,1.41337824,1.28180635,1.2434113
0.6,6.5,700,1.474121,1.623856,1.47410977,1.47160447,1.46660852,1.43364024,1.37217879,1.29154325,1.184111,1.14241636,1.15883374,1.17466009,1.24356771,1.30215192,1.367892552,1.4665035,1.65646303,2.03042579,2.05523992,1.70241928,1.52084684,1.41387141,1.27843571,1.24016118
0.6,6.5,800,1.507238,1.605714,1.50724292,1.50577378,1.50325084,1.48516345,1.44761264,1.38098955,1.28503573,1.21385813,1.2153002,1.21597016,1.26052678,1.31767654,1.379301784,1.47173965,1.67684543,2.04203486,2.04690647,1.70648479,1.52706647,1.41502643,1.28516531,1.22917533
0.6,6.5,900,1.558348,1.601852,1.55834782,1.55721045,1.55533218,1.54579329,1.51791692,1.47028446,1.37856364,1.29755616,1.28452456,1.25852823,1.28365278,1.33111644,1.389837172,1.47791827,1.67867589,2.04380178,2.04385424,1.7023468,1.51702273,1.40737498,1.28331113,1.22344959
0.6,6.5,1000,1.621385,1.604674,1.62137401,1.62060702,1.61944211,1.61415982,1.59058344,1.55643344,1.49790013,1.39810014,1.34853268,1.29668355,1.30497622,1.35480273,1.402699306,1.47454417,1.67971361,2.05347538,2.03373528,1.70111704,1.51273775,1.40574419,1.28233612,1.23023117
0.6,6.5,1100,1.655619,1.589052,1.65561521,1.65514231,1.65441751,1.65159535,1.64048982,1.60947943,1.55568767,1.46355426,1.40731466,1.34863043,1.3365463,1.37667966,1.41824994,1.48060536,1.6820364,2.05586958,2.02926731,1.69788349,1.50980496,1.40597248,1.27865016,1.22619534
0.6,6.5,1200,1.686187,1.561433,1.68618453,1.68567109,1.68490219,1.68178403,1.67431474,1.65773046,1.59452701,1.53451085,1.47737932,1.42812037,1.38932538,1.40668058,1.443749424,1.49935269,1.68438435,2.04595661,2.0389502,1.69900882,1.51781249,1.40571809,1.27698004,1.2220962
0.6,6.5,1350,1.710598,1.545461,1.71059835,1.71028948,1.7098186,1.70805287,1.70323169,1.6951232,1.65018964,1.60590041,1.55381739,1.50679553,1.45106792,1.44057393,1.47200303,1.51914668,1.69074476,2.04735494,2.03694057,1.69197237,1.50941193,1.40189242,1.26966107,1.21455228
0.6,6.5,1500,1.69977,1.541339,1.69976962,1.69953656,1.69918597,1.69790113,1.69486237,1.68987215,1.66693938,1.62856388,1.60001767,1.54810786,1.48486018,1.47302413,1.492853786,1.52259827,1.69558752,2.04844403,2.01977181,1.68075287,1.4936198,1.40268421,1.27370143,1.20535231
0.6,7,0,0.490073,1.408406,0.49122635,0.25202543,0.23351838,0.30264872,0.45046872,0.57612878,0.77170098,0.89080781,0.95547438,1.04585314,1.15261459,1.2274133,1.303658748,1.41802692,1.63929093,1.98725402,2.00695062,1.71388149,1.52148044,1.43730664,1.30062258,1.24599063
0.6,7,25,0.567374,1.441125,0.56706107,0.31691864,0.27643082,0.33571988,0.45876327,0.59603524,0.76977175,0.88407725,0.96852416,1.0515424,1.16566443,1.24956524,1.317622016,1.41970718,1.6431545,1.99430478,1.99841213,1.70129359,1.54107702,1.41759419,1.29308581,1.2428757
0.6,7,50,0.625007,1.471993,0.62606263,0.38276741,0.32758704,0.36289692,0.47595993,0.59552443,0.78341508,0.89364851,0.96433657,1.04895771,1.15067148,1.24258327,1.313055514,1.41876388,1.65314174,2.00421453,2.0228889,1.72040224,1.54082727,1.449512,1.29913712,1.25024939
0.6,7,75,0.681144,1.467876,0.68165743,0.44963118,0.37353286,0.37756956,0.49054593,0.60106558,0.78720045,0.90538424,0.97463799,1.05506229,1.15489376,1.23658776,1.310501528,1.42137218,1.64978993,2.00451136,2.02124882,1.70961988,1.51505446,1.43056881,1.28774905,1.23608518
0.6,7,100,0.753753,1.488269,0.7547074,0.55064863,0.4579041,0.42631704,0.51830119,0.62261879,0.79158401,0.90855575,0.98077774,1.06308401,1.17588305,1.24809682,1.32105138,1.43048322,1.63891292,2.01619148,2.02766609,1.69478166,1.52073848,1.43310273,1.29078686,1.2296654
0.6,7,150,0.853838,1.486228,0.85418564,0.71024597,0.58702916,0.50649893,0.56615061,0.64458066,0.81822121,0.91795617,0.99201304,1.06354237,1.1630758,1.25204241,1.323283838,1.43014598,1.65411413,2.01191473,2.00891352,1.71985912,1.53279161,1.43657374,1.27211988,1.2313863
0.6,7,200,0.950115,1.523125,0.95000857,0.85117751,0.72000563,0.59734643,0.59829658,0.67120254,0.81621492,0.92468077,0.99859804,1.07107079,1.18126857,1.25412107,1.323727418,1.42813694,1.64804876,2.01789403,2.03939152,1.72231495,1.52251387,1.4155525,1.27687275,1.22410846
0.6,7,300,1.119136,1.511003,1.11905801,1.07896864,0.99851084,0.83550674,0.75458235,0.77488303,0.86050254,0.9579466,1.0143683,1.1022259,1.1858753,1.27244151,1.340905406,1.44360125,1.65712953,2.01775599,2.02956843,1.7001034,1.52468204,1.42201614,1.28613377,1.22297609
0.6,7,400,1.251701,1.508395,1.25174451,1.23598242,1.1952908,1.05234301,0.9367308,0.89415663,0.911681,0.99011195,1.04664516,1.10156488,1.20168447,1.27989936,1.3480248,1.45021296,1.66150975,2.03164172,2.03009987,1.68535411,1.51523542,1.39886546,1.25783515,1.20281661
0.6,7,500,1.353692,1.508923,1.35373545,1.34709644,1.32935393,1.23880208,1.11690664,1.04055524,1.00727153,1.04115987,1.08354092,1.13102782,1.21403635,1.27349675,1.340854622,1.44189143,1.66658831,2.03622127,2.04285002,1.70166397,1.49717021,1.40090072,1.26195371,1.20475376
0.6,7,600,1.419037,1.524216,1.41905284,1.41562366,1.40681028,1.35181761,1.274562,1.18689334,1.10226619,1.10094166,1.1378988,1.16586518,1.23774111,1.29955173,1.360646202,1.45228791,1.66840506,2.02633929,2.03777599,1.68121123,1.50106156,1.39091778,1.25688457,1.2043221
0.6,7,700,1.496167,1.486192,1.49617159,1.49381852,1.48918259,1.45939577,1.39807093,1.33820665,1.22895932,1.17228162,1.17459011,1.19045389,1.25330722,1.31998098,1.380066656,1.47019517,1.67290056,2.03159523,2.02544117,1.6617136,1.50109518,1.38736618,1.25606203,1.20592725
0.6,7,800,1.527959,1.4842,1.52796161,1.52660787,1.52407444,1.50897384,1.46661425,1.41949403,1.31775713,1.25732505,1.24259996,1.26069975,1.28534245,1.32257676,1.382110164,1.47141027,1.6744926,2.02378178,2.00949574,1.67454481,1.49591005,1.38927352,1.25440037,1.20129967
0.6,7,900,1.582928,1.475905,1.5829308,1.5820235,1.58050537,1.57277441,1.55171001,1.5018816,1.40728164,1.3288883,1.31714404,1.28890514,1.31329,1.33150744,1.391313644,1.48102295,1.67151105,2.02282786,2.02049065,1.67044127,1.49114847,1.38440847,1.25349057,1.19794703
0.6,7,1000,1.613521,1.426317,1.61352468,1.61278868,1.61169291,1.6062541,1.58742762,1.5594281,1.49407649,1.43770158,1.37054074,1.34039474,1.34069836,1.358603,1.409134628,1.48493207,1.66776836,2.01634216,2.00405431,1.66260076,1.49344361,1.37599039,1.25535142,1.1840415
0.6,7,1100,1.600681,1.449183,1.60068178,1.60024846,1.59958422,1.5965811,1.58783436,1.56836283,1.51190984,1.45298588,1.44339895,1.39718807,1.37452531,1.36969924,1.417857792,1.49009562,1.67611742,2.0197413,1.99843383,1.65733027,1.4878093,1.38087773,1.243729,1.19569397
0.6,7,1200,1.653952,1.418472,1.65395045,1.65356898,1.65297973,1.65059936,1.64321721,1.62877393,1.57249248,1.52950013,1.47556269,1.43433821,1.39959288,1.40434086,1.445051072,1.50611639,1.6883322,2.02032018,1.9965539,1.6605376,1.48033619,1.37923229,1.25164449,1.18515587
0.6,7,1350,1.683507,1.382779,1.68350983,1.68325734,1.68287098,1.68139887,1.67766964,1.66864824,1.64207351,1.60309994,1.56307447,1.51038802,1.4606297,1.44563854,1.470331168,1.50737011,1.68907964,2.01928687,1.98400831,1.66178787,1.48067081,1.36886692,1.24714279,1.179492
0.6,7,1500,1.640834,1.408224,1.64083278,1.6406846,1.64046097,1.63962781,1.63748646,1.63405538,1.6165272,1.5890044,1.56073499,1.53714335,1.48915768,1.48683167,1.50229383,1.52548707,1.68574214,2.00939703,1.98556077,1.65184188,1.47738791,1.37113357,1.24359059,1.1802634
0.6,7.5,0,0.501826,1.391718,0.50233018,0.25858155,0.23849298,0.31221712,0.45195529,0.58059478,0.76794952,0.89231992,0.95653784,1.04435635,1.15354228,1.23859012,1.307456088,1.41075504,1.62349248,1.99860156,2.00376749,1.69850862,1.51568806,1.40089619,1.2691797,1.20974159
0.6,7.5,25,0.558738,1.381043,0.55779886,0.31413347,0.27557597,0.3335079,0.46531469,0.57806414,0.76711434,0.890082,0.96615839,1.03677118,1.15610409,1.24243701,1.312249546,1.41696835,1.63127148,2.00430012,2.0025115,1.68505752,1.49799848,1.3871634,1.26273715,1.2034272
0.6,7.5,50,0.644885,1.389158,0.64692587,0.38910726,0.32358727,0.35389587,0.47689632,0.5971635,0.78006643,0.89565742,0.97281861,1.04331279,1.15992284,1.24074829,1.307696418,1.40811861,1.63964558,2.00108624,1.99555087,1.66784513,1.49426162,1.40723264,1.25549138,1.19636595
0.6,7.5,75,0.697731,1.399884,0.69686842,0.4698061,0.3817009,0.39333951,0.48763961,0.60601234,0.77911919,0.90461594,0.97190166,1.05220771,1.16073155,1.24659634,1.312840272,1.41220617,1.64049423,2.01964355,2.02254343,1.69010854,1.5000577,1.39726853,1.26275814,1.1916486
0.6,7.5,100,0.758084,1.410973,0.75787318,0.55973762,0.45098945,0.42246386,0.50711942,0.62160861,0.7876029,0.90451545,0.96989739,1.04723215,1.16104305,1.23981249,1.312869378,1.42245471,1.64900649,2.02271199,2.01277232,1.68790388,1.49341583,1.39408779,1.25913274,1.20653713
0.6,7.5,150,0.870885,1.414438,0.87095213,0.72653878,0.5841186,0.5072329,0.55568963,0.64287466,0.8017658,0.92941928,0.98435569,1.06129408,1.16930282,1.26231205,1.327493594,1.42526591,1.63416111,2.02600837,2.01352119,1.68340063,1.51063085,1.39530063,1.25950146,1.19935
0.6,7.5,200,0.959505,1.400183,0.95999968,0.86615443,0.74474245,0.61636674,0.61452526,0.68937796,0.82269335,0.92720658,0.99963164,1.07105458,1.17028189,1.25930583,1.325294802,1.42427826,1.65304601,2.02193093,2.00439429,1.68309116,1.49973464,1.39552307,1.25362337,1.19297647
0.6,7.5,300,1.134254,1.424088,1.13429403,1.0947423,1.01709342,0.8355028,0.77035713,0.79184675,0.87112319,0.96668166,1.01770818,1.07876933,1.19651556,1.26990688,1.339148548,1.44301105,1.65422046,2.01597381,1.99691212,1.67522669,1.49835956,1.38240778,1.25137532,1.19470477
0.6,7.5,400,1.249194,1.381323,1.24921525,1.23287654,1.18729603,1.07050991,0.94748467,0.90004134,0.9263429,0.992302,1.05066276,1.10943854,1.20825839,1.27818143,1.34001343,1.43276143,1.64740324,2.02843285,2.02370143,1.67770123,1.49501491,1.37959957,1.24398756,1.18415606
0.6,7.5,500,1.367777,1.41247,1.36774683,1.36094129,1.34190869,1.26715755,1.15363789,1.06991374,1.02335525,1.06361437,1.08266771,1.12556267,1.22755098,1.2970413,1.356425836,1.44550264,1.65852594,2.02647567,2.00855541,1.66181552,1.47986865,1.38276434,1.24443698,1.18369389
0.6,7.5,600,1.412043,1.373595,1.41204107,1.40860569,1.39982748,1.35335958,1.2684319,1.18022096,1.10108018,1.11240506,1.11850107,1.16292524,1.23353481,1.31433392,1.369838764,1.45309603,1.65561032,2.01984572,2.00800204,1.66734111,1.47809398,1.38109159,1.23942208,1.17892337
0.6,7.5,700,1.493743,1.36349,1.4937309,1.49142897,1.48711884,1.45597887,1.3916254,1.34417307,1.22106016,1.18183804,1.19805133,1.2016356,1.25992215,1.31452465,1.37915597,1.47610295,1.65197694,2.02396226,1.99855149,1.66315794,1.48626947,1.3747884,1.23903155,1.17597175
0.6,7.5,800,1.524392,1.355949,1.52439284,1.52292252,1.52031863,1.50378239,1.46866369,1.40687466,1.32600021,1.25618899,1.26285887,1.25359285,1.28603685,1.32198727,1.383268902,1.47519135,1.66908228,2.01145267,2.01509333,1.6594435,1.47358334,1.37885177,1.24170697,1.17932498
0.6,7.5,900,1.529111,1.337498,1.52911365,1.52825534,1.52682054,1.51928174,1.4915427,1.45641816,1.38651538,1.33145475,1.30381536,1.28926706,1.31034899,1.34788966,1.400973416,1.48059905,1.65484798,2.00120354,1.98791659,1.64645398,1.47614789,1.36524963,1.24428082,1.17422724
0.6,7.5,1000,1.594227,1.318142,1.59423172,1.59368408,1.59281051,1.58870578,1.57445478,1.54391849,1.48179126,1.414675,1.38047969,1.34127915,1.34269595,1.36802495,1.418603258,1.49447072,1.6725986,2.00763154,2.00034237,1.65001786,1.47803676,1.36958921,1.23419189,1.17242193
0.6,7.5,1100,1.610548,1.316854,1.61054981,1.61009705,1.60938692,1.60625875,1.59632218,1.57569599,1.52118504,1.45550227,1.41544771,1.37727666,1.38022065,1.38807333,1.430273082,1.49357271,1.66580462,2.01207447,1.99082768,1.65156996,1.46878469,1.36246717,1.22862172,1.17387235
0.6,7.5,1200,1.608759,1.295129,1.60876298,1.60843945,1.6079452,1.60594523,1.60073781,1.58547938,1.55130863,1.5151881,1.48516178,1.45081556,1.40204144,1.39965296,1.446596576,1.517012,1.67832708,2.00692368,1.99588132,1.64156902,1.46424329,1.35778689,1.22841716,1.17358053
0.6,7.5,1350,1.599853,1.284272,1.59985244,1.59969318,1.59945059,1.59852755,1.59626007,1.5878644,1.56838608,1.54105258,1.51419294,1.48786128,1.4517715,1.42900372,1.45706506,1.49915707,1.67631078,1.99843562,1.97590518,1.63104296,1.46018112,1.3641988,1.2337501,1.17171824
0.6,7.5,1500,1.620315,1.257012,1.62031448,1.62021732,1.62006378,1.61944914,1.6177876,1.61433744,1.5986954,1.57549381,1.5567131,1.51357985,1.49528897,1.45663309,1.476659774,1.5066998,1.65351212,2.00808001,1.955217,1.63703954,1.46357572,1.35825169,1.22557771,1.16887486
0.6,8,0,0.501234,1.317049,0.50415599,0.25983486,0.23847635,0.3081831,0.45361939,0.57448107,0.76164454,0.88672036,0.95667875,1.04697847,1.14198685,1.23760355,1.30103753,1.3961885,1.62468338,2.00958347,2.01201701,1.66704214,1.49508941,1.3856914,1.2566179,1.18480539
0.6,8,25,0.573248,1.32543,0.57287741,0.32366776,0.27826816,0.33004197,0.45925683,0.5842967,0.76847315,0.89077193,0.95366502,1.04196703,1.14790404,1.22713208,1.300039384,1.40940034,1.63294208,1.99476409,2.01804662,1.65582454,1.49069059,1.38610733,1.23905575,1.18160176
0.6,8,50,0.634394,1.304312,0.63575113,0.39214,0.32603219,0.35209039,0.48126066,0.59578007,0.77676421,0.88497865,0.96730286,1.05139303,1.15742648,1.23712647,1.306826282,1.411376,1.62416792,2.02437711,2.01515508,1.66143763,1.4850142,1.38495755,1.24084938,1.18367922
0.6,8,75,0.725701,1.33486,0.72611612,0.48804751,0.38510856,0.38906047,0.49082485,0.607292,0.78102231,0.89915681,0.97239304,1.04330862,1.16452885,1.24222302,1.31370282,1.42092252,1.62846541,2.02018666,2.00367546,1.66917872,1.47502506,1.37966955,1.24124706,1.17850053
0.6,8,100,0.772566,1.330623,0.77254426,0.56689245,0.46259883,0.4258934,0.50667578,0.61581331,0.78671616,0.90212905,0.97445589,1.05798137,1.15386546,1.24278843,1.310460398,1.41196835,1.64246893,2.00950718,2.00974417,1.66481054,1.48436034,1.37494242,1.24451244,1.17611575
0.6,8,150,0.87972,1.336037,0.87989181,0.73798501,0.59423512,0.5043906,0.56142026,0.64306903,0.79872262,0.90840292,0.97828865,1.06231439,1.17096841,1.24574625,1.317052242,1.42401123,1.62311542,2.01698875,2.02993274,1.66027987,1.49325609,1.37531674,1.2370975,1.17984164
0.6,8,200,0.976041,1.327137,0.97629386,0.87930471,0.76396996,0.61656445,0.62100774,0.68171984,0.83491343,0.93271917,0.99626428,1.07318568,1.17990148,1.24276066,1.315319968,1.42415893,1.64944851,2.01406789,2.00534987,1.66660237,1.47818279,1.36661041,1.23803067,1.17632818
0.6,8,300,1.129372,1.325245,1.12940335,1.09229159,1.01367855,0.83895499,0.77835268,0.77302223,0.88437825,0.95776695,1.02165592,1.08261669,1.17896605,1.26765823,1.327893638,1.41824675,1.64338481,2.02276802,2.01077151,1.66098988,1.48035097,1.37502956,1.24040973,1.17476428
0.6,8,400,1.257677,1.310709,1.25775301,1.24222231,1.20248556,1.06540501,0.96757239,0.9180544,0.9434343,1.01874685,1.05506504,1.10477388,1.20349765,1.27754128,1.339136528,1.4315294,1.64948428,1.9957794,2.00788045,1.64340329,1.47616613,1.36928713,1.23357594,1.17043042
0.6,8,500,1.35148,1.282905,1.35150838,1.34502685,1.32523608,1.24420214,1.13708234,1.06704772,1.01821566,1.04176056,1.07291234,1.13116181,1.22742033,1.28416729,1.347249746,1.44187343,1.64169979,2.01568413,2.01100612,1.66471696,1.47229874,1.36839116,1.23087204,1.17730868
0.6,8,600,1.428184,1.280926,1.42820299,1.42459798,1.4150033,1.36742961,1.27800512,1.19753945,1.13404691,1.10894024,1.12728202,1.16246641,1.23609769,1.29852474,1.362069824,1.45738745,1.6457001,2.02190423,1.999874,1.64991236,1.47216618,1.36902142,1.22938204,1.17148745
0.6,8,700,1.469139,1.278802,1.46915066,1.46716762,1.46382999,1.43673801,1.38697207,1.32352102,1.2178818,1.19468701,1.19024408,1.21528518,1.25761259,1.31397903,1.369232822,1.45211351,1.65516376,2.01382184,2.00133157,1.65160763,1.4603554,1.35714173,1.22803819,1.16677725
0.6,8,800,1.515312,1.266799,1.51531506,1.51415634,1.51198733,1.49726343,1.45680296,1.41832745,1.31826162,1.26170146,1.24977231,1.22160733,1.26591718,1.31226349,1.371788598,1.46107626,1.65944612,2.01259613,2.00598049,1.64670742,1.45364833,1.3468312,1.22404635,1.1682899
0.6,8,900,1.522703,1.259555,1.52270615,1.52186322,1.52052736,1.51292491,1.49006832,1.46627712,1.39421082,1.34597468,1.32200241,1.30448914,1.31865489,1.34562826,1.391831492,1.46113634,1.65019643,2.01458001,1.98155177,1.64028966,1.46683955,1.34908497,1.23238719,1.16434658
0.6,8,1000,1.549585,1.252381,1.54958415,1.54905498,1.54824734,1.54396105,1.52923322,1.50818455,1.46881104,1.39818299,1.36520326,1.34275973,1.34601867,1.37205827,1.413477826,1.47560716,1.65801859,1.99539363,1.96948385,1.62856781,1.46912801,1.35322177,1.22367382,1.16069567
0.6,8,1100,1.58004,1.230796,1.58003855,1.57967317,1.57910156,1.57652593,1.56808078,1.54340696,1.50160253,1.45435977,1.42425883,1.39678574,1.36720979,1.37206542,1.416023944,1.48196173,1.65744388,1.98653841,1.96812367,1.63361323,1.46299243,1.34958363,1.22013855,1.16587698
0.6,8,1200,1.570673,1.211667,1.57067502,1.57043469,1.57006407,1.5685606,1.56306303,1.55292273,1.52403867,1.48541164,1.47364008,1.42893434,1.40020585,1.39563584,1.436484668,1.49775791,1.66138124,1.98202801,1.95418334,1.62929749,1.45509827,1.35163724,1.22150171,1.16474891
0.6,8,1350,1.56952,1.20134,1.5695219,1.56941116,1.56924093,1.56855738,1.56583643,1.56032276,1.5418762,1.52036238,1.49035215,1.44366872,1.4144702,1.41092682,1.444314004,1.49439478,1.6432687,1.96927643,1.94819808,1.62265503,1.45102489,1.34467077,1.21569288,1.16221595
0.6,8,1500,1.572727,1.196476,1.57272661,1.57263708,1.57249939,1.57198834,1.57074833,1.56789672,1.55683243,1.53590226,1.51478148,1.48463297,1.45569086,1.4250145,1.450751976,1.48935819,1.650226,1.96275544,1.93444383,1.6245271,1.43564391,1.34291887,1.21693456,1.15814543
0.6,8.2,0,0.509903,1.279447,0.51140547,0.26747781,0.24008538,0.311185,0.45146334,0.57299405,0.7607199,0.88088942,0.95430273,1.04704082,1.15179098,1.22457075,1.293864106,1.39780414,1.6310159,2.02133918,2.01347828,1.65966022,1.47597647,1.38471341,1.2345643,1.17395246
0.6,8.2,25,0.578863,1.289047,0.57932806,0.32706764,0.28437275,0.33316231,0.46475738,0.58836913,0.77483153,0.88758439,0.9531734,1.03787851,1.14580166,1.23791516,1.306355072,1.40901494,1.64128268,2.02306175,2.01396251,1.68035722,1.47570598,1.37204945,1.23937273,1.1696384
0.6,8.2,50,0.649207,1.295823,0.6497882,0.39850095,0.33310673,0.35982653,0.47122639,0.59856021,0.77880919,0.89153314,0.96457618,1.04262912,1.15457547,1.2383976,1.307191564,1.41038251,1.62092769,2.0091002,2.00530815,1.67590833,1.49391139,1.3652972,1.24015296,1.17247248
0.6,8.2,75,0.715892,1.301145,0.71608019,0.47684547,0.38791764,0.38634673,0.48689833,0.60351455,0.781192,0.89578378,0.96800566,1.03891087,1.14933348,1.25537062,1.316380216,1.40789461,1.62429488,2.0124495,2.02330041,1.67453825,1.49653029,1.37045002,1.23016644,1.17130923
0.6,8.2,100,0.769964,1.287337,0.77044165,0.56901872,0.45311666,0.42030153,0.50901008,0.60656053,0.78552818,0.89940894,0.97610456,1.0565747,1.16219854,1.24693012,1.311426496,1.40817106,1.62986755,2.01200342,2.00176859,1.66631103,1.4865427,1.36359894,1.22568524,1.17030346
0.6,8.2,150,0.897928,1.290943,0.89797699,0.73679411,0.60227484,0.50497812,0.55164522,0.64072722,0.79388273,0.92141885,0.98499823,1.05865276,1.16476023,1.24099779,1.313042686,1.42111003,1.64554524,2.00806665,2.01261282,1.6693393,1.4899559,1.35871291,1.2362299,1.17321169
0.6,8.2,200,0.992189,1.306801,0.99208987,0.89141351,0.76264381,0.61524415,0.6148293,0.67112613,0.82405859,0.92639399,0.99207735,1.07826924,1.1700207,1.25888252,1.325651548,1.42580509,1.64309168,2.02192307,2.01771164,1.66114712,1.48017979,1.37245703,1.23815894,1.16835558
0.6,8.2,300,1.137955,1.287023,1.13810623,1.10179996,1.02040529,0.85667753,0.7732448,0.78035814,0.87200958,0.95820189,1.0211035,1.08912015,1.18104923,1.258726,1.324069236,1.42208409,1.64693213,2.00886846,1.99154222,1.67374694,1.46685135,1.35804439,1.23340285,1.17238128
0.6,8.2,400,1.256934,1.296713,1.25699508,1.24216485,1.19960606,1.09104204,0.96829027,0.91348863,0.92433083,0.9932161,1.0475105,1.1066587,1.18497658,1.27869225,1.340596154,1.43345201,1.63828671,2.02282619,1.98764706,1.67005491,1.46643651,1.36871445,1.23306644,1.17226756
0.6,8.2,500,1.360064,1.268018,1.36005008,1.35356462,1.33827496,1.25730228,1.14518344,1.06812954,1.01701558,1.04331625,1.08040309,1.13460803,1.22129071,1.27877152,1.341372608,1.43527424,1.64994502,2.02712774,1.99723148,1.65121031,1.47486985,1.36372316,1.23015416,1.1637944
0.6,8.2,600,1.428185,1.239216,1.42817628,1.42452192,1.41626239,1.37295675,1.27269411,1.20199704,1.10409534,1.10974455,1.12592304,1.16608667,1.22750783,1.29781938,1.35624304,1.44387853,1.66979814,2.00665736,2.01753521,1.63661802,1.46846354,1.35575962,1.22300136,1.16572297
0.6,8.2,700,1.486453,1.244858,1.48645747,1.48437393,1.47998869,1.45563519,1.40499055,1.33068633,1.2304405,1.18878186,1.19405568,1.20909989,1.26344717,1.3194319,1.370844148,1.44796252,1.64418209,2.00200844,1.9824779,1.64991367,1.47197306,1.35053194,1.22710228,1.16113555
0.6,8.2,800,1.489113,1.244754,1.48911321,1.48786581,1.48566294,1.4750371,1.43679845,1.40124404,1.30108261,1.25707662,1.24084997,1.24723315,1.27597988,1.32403576,1.377514144,1.45773172,1.65044403,2.00177765,1.97721255,1.63019502,1.46548522,1.3504405,1.22028053,1.16310072
0.6,8.2,900,1.523193,1.211005,1.52319133,1.52241671,1.52116287,1.51402867,1.49128783,1.46332777,1.38582015,1.33201814,1.29486942,1.29827893,1.28792155,1.33048725,1.385217714,1.46731341,1.65385389,2.01633835,1.98051739,1.63445354,1.44927394,1.35611558,1.21947742,1.1585151
