rup_mag,dist_rrup,site_vs30,result_type,damping,pgv,pga,0.01,0.02,0.025,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1,1.5,2,2.5,3,4,5,7.5,10
5,444,842,INTER_EVENT_STDDEV,5,0.47700000,0.48000000,0.47600000,0.48200000,0.49000000,0.50000000,0.51500000,0.52800000,0.53000000,0.52400000,0.51000000,0.50100000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000,0.49200000
