rup_mag,dist_rrup,site_vs30,result_type,damping,pgv,pga,0.01,0.02,0.025,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1,1.5,2,2.5,3,4,5,7.5,10
5.3,654,888,MEAN,5,0.0016880844,0.0000037821,0.0000041393,0.0000043711,0.0000044678,0.0000044097,0.0000043313,0.0000042582,0.0000044653,0.0000047765,0.0000053871,0.0000060989,0.0000072933,0.0000087599,0.0000102110,0.0000109522,0.0000186315,0.0000237299,0.0000297146,0.0000302402,0.0000284830,0.0000240401,0.0000199653,0.0000149092,0.0000104568,0.0000073951
7.1,654,888,MEAN,5,0.0267246770,0.0000480289,0.0000525646,0.0000536425,0.0000542402,0.0000529596,0.0000512734,0.0000498672,0.0000512674,0.0000540562,0.0000597705,0.0000667006,0.0000787654,0.0000937565,0.0001080753,0.0001162966,0.0002282523,0.0003219047,0.0004650488,0.0005248124,0.0005356551,0.0004829010,0.0004498733,0.0003664046,0.0003042684,0.0002425062
7.9,654,888,MEAN,5,0.1139554716,0.0001154625,0.0001263679,0.0001289592,0.0001303956,0.0001273167,0.0001232624,0.0001198814,0.0001232470,0.0001299508,0.0001476497,0.0001680979,0.0002012225,0.0002416396,0.0002812331,0.0003043289,0.0006002449,0.0008465939,0.0012202603,0.0013716856,0.0013945187,0.0012532195,0.0011610685,0.0009411665,0.0007754086,0.0006150890
