rup_mag,rup_hypo_depth,dist_rrup,site_vs30,site_z2pt5,result_type,damping,pgv,pga,0.01,0.02,0.025,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1,1.5,2,2.5,3,4,5,7.5,10
7.55,67,600,100,20,MEAN,5,1.2214846811,0.0105488997,0.0117305539,0.0122893074,0.0119234641,0.0115022425,0.0104467595,0.0104517563,0.0130345332,0.0168943825,0.0241367787,0.0298047877,0.0324679188,0.0320261879,0.0320972252,0.0312770701,0.0257266175,0.0200520258,0.0111700736,0.0068023039,0.0044912047,0.0027981213,0.0016639963,0.0012331773,0.0006786845,0.0004589796
7.55,67,600,100,0,MEAN,5,1.4008330153,0.0105488997,0.0117305539,0.0122893074,0.0119234641,0.0115022425,0.0104467595,0.0104517563,0.0123988315,0.0152866694,0.0204858984,0.0252965758,0.0299716666,0.0320261879,0.0365532310,0.0382018997,0.0384180022,0.0326658499,0.0199103203,0.0129651030,0.0088473766,0.0060553867,0.0033475278,0.0023433793,0.0011461414,0.0006365136
7.55,67,600,100,1500,MEAN,5,1.4465986576,0.0105488997,0.0117305539,0.0122893074,0.0119234641,0.0115022425,0.0104467595,0.0104517563,0.0122898089,0.0150190207,0.0199009657,0.0245742841,0.0294157117,0.0320261879,0.0376941331,0.0398280577,0.0407527366,0.0350945169,0.0216720644,0.0141822769,0.0097225241,0.0066496617,0.0036682701,0.0025283023,0.0012192356,0.0006643120
7.65,67,600,100,20,MEAN,5,1.3582403405,0.0112598566,0.0125171321,0.0131331500,0.0127614786,0.0123289108,0.0112142809,0.0112366809,0.0140350535,0.0182196932,0.0260729389,0.0322501292,0.0351887110,0.0347655313,0.0349002513,0.0340658143,0.0280684375,0.0219160930,0.0122307798,0.0074616969,0.0049353583,0.0030829193,0.0018361130,0.0013627746,0.0007511347,0.0005087387
7.65,67,600,100,0,MEAN,5,1.5576682549,0.0112598566,0.0125171321,0.0131331500,0.0127614786,0.0123289108,0.0112142809,0.0112366809,0.0133505559,0.0164858602,0.0221291989,0.0273720399,0.0324832743,0.0347655313,0.0397453967,0.0416080796,0.0419150824,0.0357025176,0.0218009972,0.0142218975,0.0097223297,0.0066717151,0.0036937819,0.0025896501,0.0012684932,0.0007055195
7.65,67,600,100,1500,MEAN,5,1.6085577525,0.0112598566,0.0125171321,0.0131331500,0.0127614786,0.0123289108,0.0112142809,0.0112366809,0.0132331648,0.0161972153,0.0214973451,0.0265904876,0.0318807307,0.0347655313,0.0409859329,0.0433792301,0.0444623410,0.0383569573,0.0237300359,0.0155570602,0.0106840242,0.0073264764,0.0040477004,0.0027940070,0.0013493902,0.0007363317
7.75,67,600,100,20,MEAN,5,1.5100774812,0.0120161899,0.0133533488,0.0140316806,0.0136552358,0.0132119234,0.0120353899,0.0120777548,0.0151089146,0.0196445594,0.0281583462,0.0348890269,0.0381300755,0.0377320800,0.0379413011,0.0370970498,0.0306187667,0.0239502303,0.0133907001,0.0081842502,0.0054230341,0.0033967044,0.0020260327,0.0015059915,0.0008313191,0.0005638922
7.75,67,600,100,0,MEAN,5,1.7317993619,0.0120161899,0.0133533488,0.0140316806,0.0136552358,0.0132119234,0.0120353899,0.0120777548,0.0143720441,0.0177751324,0.0238991717,0.0296117832,0.0351984959,0.0377320800,0.0432086306,0.0453104390,0.0457235331,0.0390162389,0.0238685202,0.0155990747,0.0106830189,0.0073507745,0.0040758510,0.0028618020,0.0014039062,0.0007820066
7.75,67,600,100,1500,MEAN,5,1.7883777759,0.0120161899,0.0133533488,0.0140316806,0.0136552358,0.0132119234,0.0120353899,0.0120777548,0.0142456711,0.0174639141,0.0232167800,0.0287662797,0.0345455867,0.0377320800,0.0445572615,0.0472391895,0.0485022384,0.0419170497,0.0259805016,0.0170635279,0.0117397409,0.0080721787,0.0044663773,0.0030876352,0.0014934390,0.0008161591
