id,lon,lat,number,structural,night,taxonomy,NAME_2,NAME_1,NAME_3,NAME_4
a2765,85.18882,28.18617,71.0,11340.0,346.0,Adobe,Bagmati,Central,Dhading,Tipling
a2766,82.48882,29.68617,72.0,11340.0,351.0,Adobe,Karnali,Mid-Western,Mugu,Mugu
a2767,81.66382,29.91117,72.0,11340.0,351.0,Adobe,Seti,Far-Western,Bajura,Bichhaiyan
a2768,82.93882,29.16117,72.0,11340.0,351.0,Adobe,Karnali,Mid-Western,Dolpa,Phoksundo
a2769,81.13882,28.93617,72.0,11340.0,351.0,Adobe,Bheri,Mid-Western,Surkhet,Lagaam
a2770,80.83882,29.16117,72.0,11340.0,351.0,Adobe,Seti,Far-Western,Doti,Mudhegau
a2771,84.66382,27.66117,72.0,11340.0,351.0,Adobe,Narayani,Central,Chitawan,Korak
a2772,81.58882,28.48617,73.0,11340.0,356.0,Adobe,Bheri,Mid-Western,Surkhet,Lekhgaun
a2773,81.21382,28.63617,73.0,11340.0,356.0,Adobe,Seti,Far-Western,Kailali,Baliya
a2774,80.83882,30.06117,73.0,11340.0,356.0,Adobe,Mahakali,Far-Western,Darchula,Byash
a2775,85.41382,28.26117,73.0,11340.0,356.0,Adobe,Bagmati,Central,Rasuwa,Timure
a2776,80.91382,29.16117,74.0,11340.0,361.0,Adobe,Seti,Far-Western,Doti,Bhumirajmadau
a2777,83.01382,28.93617,74.0,11340.0,361.0,Adobe,Karnali,Mid-Western,Dolpa,Lawan
a2778,81.43882,29.38617,75.0,11340.0,366.0,Adobe,Seti,Far-Western,Bajura,Budhiganga
a2779,87.96382,27.36117,75.0,11340.0,366.0,Adobe,Mechi,East,Taplejung,Surumakhim
a2780,83.46382,28.56117,75.0,11340.0,366.0,Adobe,Dhaualagiri,West,Myagdi,Kuinemangale
a2781,81.66382,29.83617,75.0,11340.0,366.0,Adobe,Seti,Far-Western,Bajura,Bichhaiyan
a2782,82.33882,29.53617,75.0,11340.0,366.0,Adobe,Karnali,Mid-Western,Mugu,Pulu
a2783,80.98882,30.06117,76.0,11340.0,371.0,Adobe,Mahakali,Far-Western,Darchula,Byash
a2784,87.81382,27.43617,76.0,11340.0,371.0,Adobe,Mechi,East,Taplejung,Sikaicha
a2785,82.26382,27.81117,76.0,11340.0,371.0,Adobe,Rapti,Mid-Western,Dang,Rajpur
a2786,82.03882,28.18617,76.0,11340.0,371.0,Adobe,Rapti,Mid-Western,Dang,Purandhara
a2787,81.06382,29.38617,76.0,11340.0,371.0,Adobe,Seti,Far-Western,Doti,Khaptad National Par
a2788,81.06382,28.93617,77.0,11340.0,376.0,Adobe,Bheri,Mid-Western,Surkhet,Lagaam
a2789,81.81382,29.61117,77.0,11340.0,376.0,Adobe,Karnali,Mid-Western,Mugu,Dhainakot
a2790,86.98882,26.91117,77.0,11340.0,376.0,Adobe,Koshi,East,Bhojpur,Pangcha
a2791,83.68882,28.78617,77.0,11340.0,376.0,Adobe,Dhaualagiri,West,Mustang,Marpha
a2792,83.98882,28.63617,77.0,11340.0,376.0,Adobe,Gandaki,West,Manang,Khangsar
a2793,80.61382,29.23617,77.0,11340.0,376.0,Adobe,Mahakali,Far-Western,Dadeldhura,Ashigram
a2794,80.76382,29.98617,78.0,11340.0,381.0,Adobe,Mahakali,Far-Western,Darchula,Rapla
a2795,82.41382,29.23617,78.0,11340.0,381.0,Adobe,Karnali,Mid-Western,Jumla,Patarasi
a2796,83.01382,28.63617,78.0,11340.0,381.0,Adobe,Rapti,Mid-Western,Rukum,Ranmamaikot
a2797,86.91382,27.51117,78.0,11340.0,381.0,Adobe,Sagarmatha,East,Solukhumbu,Gudel
a2798,80.46382,28.78617,79.0,11340.0,386.0,Adobe,Mahakali,Far-Western,Kanchanpur,RaikawarBichawa
a2799,83.38882,28.86117,79.0,11340.0,386.0,Adobe,Karnali,Mid-Western,Dolpa,Mukot
a2800,84.51382,27.36117,79.0,11340.0,386.0,Adobe,Narayani,Central,Parsa,Thori
a2801,81.66382,30.36117,81.0,11340.0,395.0,Adobe,Karnali,Mid-Western,Humla,Limi
a2802,81.13882,29.76117,81.0,11340.0,395.0,Adobe,Seti,Far-Western,Bajhang,Daulichaur
a2803,82.71382,28.78617,81.0,11340.0,395.0,Adobe,Rapti,Mid-Western,Rukum,Sisne
a2804,82.93882,28.71117,81.0,11340.0,395.0,Adobe,Rapti,Mid-Western,Rukum,Ranmamaikot
a2805,80.83882,29.91117,82.0,11340.0,400.0,Adobe,Mahakali,Far-Western,Darchula,Ghusa
a2806,84.73882,28.26117,82.0,11340.0,400.0,Adobe,Gandaki,West,Gorkha,Warpak
a2807,81.43882,29.31117,82.0,11340.0,400.0,Adobe,Seti,Far-Western,Bajura,Tolidewal
a2808,85.18882,28.11117,82.0,11340.0,400.0,Adobe,Bagmati,Central,Rasuwa,Dandagoun
a2809,84.51382,27.43617,83.0,11340.0,405.0,Adobe,Narayani,Central,Chitawan,Royal Chitawan Natio
a2810,82.18882,29.68617,83.0,11340.0,405.0,Adobe,Karnali,Mid-Western,Humla,Darma
a2811,86.76382,26.83617,83.0,11340.0,405.0,Adobe,Sagarmatha,East,Udayapur,Saune
a2812,84.66382,28.26117,85.0,11340.0,415.0,Adobe,Gandaki,West,Gorkha,Kharibot
a2813,81.96382,29.31117,85.0,11340.0,415.0,Adobe,Karnali,Mid-Western,Jumla,Badki
a2814,81.43882,28.63617,85.0,11340.0,415.0,Adobe,Bheri,Mid-Western,Surkhet,Taranga
a2815,83.68882,28.71117,86.0,11340.0,420.0,Adobe,Dhaualagiri,West,Mustang,Tukuche
a2816,82.71382,27.96117,87.0,11340.0,425.0,Adobe,Rapti,Mid-Western,Dang,Hansipur
a2817,87.96382,27.06117,87.0,11340.0,425.0,Adobe,Mechi,East,Ilam,Mabu
a2818,85.11382,28.11117,88.0,11340.0,429.0,Adobe,Bagmati,Central,Dhading,Sertung
a2819,84.51382,27.73617,88.0,11340.0,429.0,Adobe,Narayani,Central,Chitawan,Kabilas
a2820,80.31382,29.01117,88.0,11340.0,429.0,Adobe,Mahakali,Far-Western,Kanchanpur,Daijee
a2821,80.91382,30.21117,89.0,11340.0,434.0,Adobe,Mahakali,Far-Western,Darchula,Byash
a2822,83.08882,28.71117,90.0,11340.0,439.0,Adobe,Rapti,Mid-Western,Rukum,Ranmamaikot
a2823,83.01382,28.71117,90.0,11340.0,439.0,Adobe,Rapti,Mid-Western,Rukum,Ranmamaikot
a2824,87.21382,27.58617,91.0,11340.0,444.0,Adobe,Koshi,East,Sankhuwasabha,Makalu
a2825,86.68882,27.73617,91.0,11340.0,444.0,Adobe,Sagarmatha,East,Solukhumbu,Chaurikharka
a2826,81.96382,29.38617,92.0,11340.0,449.0,Adobe,Karnali,Mid-Western,Jumla,Dhapa
a2827,80.53882,28.93617,92.0,11340.0,449.0,Adobe,Seti,Far-Western,Kailali,Godawari
a2828,80.53882,29.01117,93.0,11340.0,454.0,Adobe,Seti,Far-Western,Kailali,Sahajpur
a2829,84.13882,27.73617,93.0,11340.0,454.0,Adobe,Lumbini,West,Nawalparasi,Dhaubadi
a2830,80.91382,29.68617,93.0,11340.0,454.0,Adobe,Seti,Far-Western,Bajhang,Pipalkot
a2831,83.76382,28.86117,93.0,11340.0,454.0,Adobe,Dhaualagiri,West,Mustang,Kagbeni
a2832,84.73882,28.56117,93.0,11340.0,454.0,Adobe,Gandaki,West,Gorkha,Lho
a2833,87.73882,27.73617,94.0,11340.0,459.0,Adobe,Mechi,East,Taplejung,Olangchunggola
a2834,80.38882,29.08617,94.0,11340.0,459.0,Adobe,Mahakali,Far-Western,Dadeldhura,Jogbuda
a2835,81.81382,29.53617,94.0,11340.0,459.0,Adobe,Karnali,Mid-Western,Mugu,Hyanglu
a2836,83.91382,29.08617,95.0,11340.0,464.0,Adobe,Dhaualagiri,West,Mustang,Charang
a2837,81.96382,29.83617,96.0,11340.0,468.0,Adobe,Karnali,Mid-Western,Humla,Rodikot
a2838,87.36382,27.51117,96.0,11340.0,468.0,Adobe,Koshi,East,Sankhuwasabha,Num
a2839,81.13882,29.01117,96.0,11340.0,468.0,Adobe,Seti,Far-Western,Doti,Kanachaur
a2840,82.03882,28.93617,96.0,11340.0,468.0,Adobe,Bheri,Mid-Western,Jajarkot,Garkhakot
a2841,83.16382,28.63617,96.0,11340.0,468.0,Adobe,Dhaualagiri,West,Myagdi,GurjaKhani
a2842,85.41382,28.18617,97.0,11340.0,473.0,Adobe,Bagmati,Central,Rasuwa,Langtang
a2843,82.33882,27.81117,97.0,11340.0,473.0,Adobe,Rapti,Mid-Western,Dang,Rajpur
a2844,81.96382,29.68617,97.0,11340.0,473.0,Adobe,Karnali,Mid-Western,Humla,Jair
a2845,82.11382,29.83617,98.0,11340.0,478.0,Adobe,Karnali,Mid-Western,Humla,Shreemastha
a2846,86.83882,27.51117,98.0,11340.0,478.0,Adobe,Sagarmatha,East,Solukhumbu,Bung
a2847,81.43882,30.13617,98.0,11340.0,478.0,Adobe,Karnali,Mid-Western,Humla,Muchu
a2848,80.91382,29.08617,98.0,11340.0,478.0,Adobe,Seti,Far-Western,Doti,LanaKedareswor
a2849,84.88882,28.26117,99.0,11340.0,483.0,Adobe,Gandaki,West,Gorkha,Uhya
a2850,82.63882,28.03617,99.0,11340.0,483.0,Adobe,Rapti,Mid-Western,Dang,Kabhre
a2851,83.98882,29.23617,99.0,11340.0,483.0,Adobe,Dhaualagiri,West,Mustang,Chhoser
a2852,84.06382,28.63617,100.0,11340.0,488.0,Adobe,Gandaki,West,Manang,Bhraka
a2853,84.58882,27.73617,101.0,11340.0,493.0,Adobe,Narayani,Central,Chitawan,Shaktikhor
a2854,82.26382,29.38617,101.0,11340.0,493.0,Adobe,Karnali,Mid-Western,Jumla,Dillichaur
a2855,83.83882,28.93617,101.0,11340.0,493.0,Adobe,Dhaualagiri,West,Mustang,Surkhang
a2856,83.61382,28.56117,102.0,11340.0,498.0,Adobe,Dhaualagiri,West,Myagdi,Dana
a2857,84.66382,28.48617,102.0,11340.0,498.0,Adobe,Gandaki,West,Gorkha,Lho
a2858,84.96382,27.21117,102.0,11340.0,498.0,Adobe,Narayani,Central,Bara,PiparaSimara
a2859,81.51382,28.78617,103.0,11340.0,503.0,Adobe,Bheri,Mid-Western,Surkhet,Salkot
a2860,86.98882,27.36117,104.0,11340.0,508.0,Adobe,Koshi,East,Bhojpur,Dobhane
a2861,82.11382,29.38617,104.0,11340.0,508.0,Adobe,Karnali,Mid-Western,Jumla,Buvramadichaur
a2862,82.48882,27.73617,104.0,11340.0,508.0,Adobe,Rapti,Mid-Western,Dang,Gadhawa
a2863,83.01382,28.33617,106.0,11340.0,517.0,Adobe,Dhaualagiri,West,Baglung,Taman
a2864,84.28882,27.81117,106.0,11340.0,517.0,Adobe,Lumbini,West,Nawalparasi,Kotathar
a2865,82.78882,28.71117,106.0,11340.0,517.0,Adobe,Rapti,Mid-Western,Rukum,Jang
a2866,87.43882,26.83617,106.0,11340.0,517.0,Adobe,Koshi,East,Morang,Singhadevi
a2867,82.33882,29.16117,107.0,11340.0,522.0,Adobe,Karnali,Mid-Western,Jumla,Guthichaur
a2868,80.76382,29.01117,108.0,11340.0,527.0,Adobe,Seti,Far-Western,Doti,Barchhen
a2869,84.66382,27.51117,109.0,11340.0,532.0,Adobe,Narayani,Central,Chitawan,Royal Chitawan Natio
a2870,80.98882,29.68617,110.0,11340.0,537.0,Adobe,Seti,Far-Western,Bajhang,Dahabagar
a2871,82.26382,29.08617,110.0,11340.0,537.0,Adobe,Bheri,Mid-Western,Jajarkot,Rokayagaun
a2872,80.76382,29.91117,110.0,11340.0,537.0,Adobe,Mahakali,Far-Western,Darchula,Sitaula
a2873,82.41382,28.93617,111.0,11340.0,542.0,Adobe,Bheri,Mid-Western,Jajarkot,Ragda
a2874,84.43882,27.81117,111.0,11340.0,542.0,Adobe,Narayani,Central,Chitawan,Kabilas
a2875,84.73882,27.73617,111.0,11340.0,542.0,Adobe,Bagmati,Central,Dhading,Dhussa
a2876,81.66382,29.16117,112.0,11340.0,547.0,Adobe,Karnali,Mid-Western,Kalikot,Badalkot
a2877,81.28882,29.76117,112.0,11340.0,547.0,Adobe,Seti,Far-Western,Bajhang,Kanda
a2878,82.26382,29.61117,113.0,11340.0,551.0,Adobe,Karnali,Mid-Western,Mugu,Mangri
a2879,85.78882,27.96117,113.0,11340.0,551.0,Adobe,Bagmati,Central,Sindhupalchok,Gloche
a2880,80.91382,30.13617,113.0,11340.0,551.0,Adobe,Mahakali,Far-Western,Darchula,Byash
a2881,82.18882,29.38617,113.0,11340.0,551.0,Adobe,Karnali,Mid-Western,Jumla,Patmara
a2882,81.96382,29.23617,114.0,11340.0,556.0,Adobe,Karnali,Mid-Western,Jumla,Lihi(Rara)
a2883,80.53882,29.76117,114.0,11340.0,556.0,Adobe,Mahakali,Far-Western,Darchula,Dhap
a2884,84.13882,28.26117,114.0,11340.0,556.0,Adobe,Gandaki,West,Kaski,Saimarang
a2885,87.88882,27.43617,114.0,11340.0,556.0,Adobe,Mechi,East,Taplejung,Yamfudin
a2886,87.06382,27.43617,115.0,11340.0,561.0,Adobe,Koshi,East,Bhojpur,Chaukidada
a2887,81.81382,29.08617,116.0,11340.0,566.0,Adobe,Karnali,Mid-Western,Kalikot,Chilkhaya
a2888,82.11382,28.93617,116.0,11340.0,566.0,Adobe,Bheri,Mid-Western,Jajarkot,Paink
a2889,84.88882,28.41117,117.0,11340.0,571.0,Adobe,Gandaki,West,Gorkha,Sirdibas
a2890,80.98882,30.13617,117.0,11340.0,571.0,Adobe,Mahakali,Far-Western,Darchula,Byash
a2891,86.91382,27.58617,118.0,11340.0,576.0,Adobe,Sagarmatha,East,Solukhumbu,Chheskam
a2892,81.28882,29.46117,118.0,11340.0,576.0,Adobe,Seti,Far-Western,Bajhang,Gadaraya
a2893,83.91382,27.51117,118.0,11340.0,576.0,Adobe,Lumbini,West,Nawalparasi,Royal Chitawan Natio
a2894,82.63882,28.78617,118.0,11340.0,576.0,Adobe,Rapti,Mid-Western,Rukum,Sisne
a2895,84.81382,27.36117,120.0,11340.0,586.0,Adobe,Narayani,Central,Parsa,Royal Chitawan Natio
a2896,86.91382,26.91117,120.0,11340.0,586.0,Adobe,Sagarmatha,East,Khotang,Pauwasera
a2897,85.93882,27.28617,120.0,11340.0,586.0,Adobe,Janakpur,Central,Sindhuli,Bhadrakali
a2898,83.76382,28.78617,120.0,11340.0,586.0,Adobe,Dhaualagiri,West,Mustang,Jomsom
a2899,84.58882,27.81117,121.0,11340.0,590.0,Adobe,Narayani,Central,Chitawan,ChandiBhanjyang
a2900,85.33882,28.26117,121.0,11340.0,590.0,Adobe,Bagmati,Central,Rasuwa,Thuman
a2901,81.13882,28.86117,122.0,11340.0,595.0,Adobe,Seti,Far-Western,Kailali,Sugarkhal
a2902,86.38882,27.88617,122.0,11340.0,595.0,Adobe,Janakpur,Central,Dolakha,GauriSankar
a2903,81.43882,29.61117,122.0,11340.0,595.0,Adobe,Seti,Far-Western,Bajura,Dahakot
a2904,82.11382,29.01117,122.0,11340.0,595.0,Adobe,Karnali,Mid-Western,Jumla,Tamti
a2905,83.08882,28.63617,122.0,11340.0,595.0,Adobe,Rapti,Mid-Western,Rukum,Ranmamaikot
a2906,84.21382,28.26117,123.0,11340.0,600.0,Adobe,Gandaki,West,Lamjung,Bhoje
a2907,81.96382,29.16117,124.0,11340.0,605.0,Adobe,Karnali,Mid-Western,Jumla,GhodeMahadev
a2908,81.96382,28.18617,124.0,11340.0,605.0,Adobe,Bheri,Mid-Western,Banke,Kanchanapur
a2909,84.81382,28.18617,124.0,11340.0,605.0,Adobe,Gandaki,West,Gorkha,Gumda
a2910,86.76382,26.68617,124.0,11340.0,605.0,Adobe,Sagarmatha,East,Saptari,Jandaul
a2911,85.41382,28.11117,124.0,11340.0,605.0,Adobe,Bagmati,Central,Rasuwa,Syafru
a2912,84.36382,28.56117,124.0,11340.0,605.0,Adobe,Gandaki,West,Manang,TachiBagarchhap
a2913,82.03882,28.86117,125.0,11340.0,610.0,Adobe,Bheri,Mid-Western,Jajarkot,Pajaru
a2914,85.03882,28.48617,125.0,11340.0,610.0,Adobe,Gandaki,West,Gorkha,Chhaikampar
a2915,87.96382,27.66117,126.0,11340.0,615.0,Adobe,Mechi,East,Taplejung,Lelep
a2916,86.16382,27.88617,126.0,11340.0,615.0,Adobe,Janakpur,Central,Dolakha,Lamabagar
a2917,85.11382,28.56117,127.0,11340.0,620.0,Adobe,Gandaki,West,Gorkha,Chhaikampar
a2918,81.58882,30.06117,127.0,11340.0,620.0,Adobe,Karnali,Mid-Western,Humla,Muchu
a2919,82.93882,28.56117,127.0,11340.0,620.0,Adobe,Dhaualagiri,West,Baglung,Bowang
a2920,82.56382,29.01117,128.0,11340.0,625.0,Adobe,Karnali,Mid-Western,Dolpa,Kalika
a2921,87.66382,27.51117,128.0,11340.0,625.0,Adobe,Mechi,East,Taplejung,Sanwa
a2922,81.51382,29.53617,129.0,11340.0,630.0,Adobe,Seti,Far-Western,Bajura,Dahakot
a2923,88.11382,26.83617,130.0,11340.0,634.0,Adobe,Mechi,East,Ilam,Kanyam
a2924,83.38882,28.56117,130.0,11340.0,634.0,Adobe,Dhaualagiri,West,Myagdi,Mudi
a2925,81.96382,27.96117,130.0,11340.0,634.0,Adobe,Bheri,Mid-Western,Banke,Bejapur
a2926,80.68882,29.23617,131.0,11340.0,639.0,Adobe,Mahakali,Far-Western,Dadeldhura,Kailapalamandau
a2927,80.76382,29.16117,132.0,11340.0,644.0,Adobe,Seti,Far-Western,Doti,Saraswotinagar
a2928,87.36382,27.73617,132.0,11340.0,644.0,Adobe,Koshi,East,Sankhuwasabha,Hatiya
a2929,85.78882,27.36117,132.0,11340.0,644.0,Adobe,Janakpur,Central,Sindhuli,Tamajor
a2930,81.73882,29.23617,133.0,11340.0,649.0,Adobe,Karnali,Mid-Western,Kalikot,Ramnakot
a2931,82.93882,27.81117,133.0,11340.0,649.0,Adobe,Lumbini,West,Arghakhanchi,Siddhara
a2932,87.88882,27.58617,134.0,11340.0,654.0,Adobe,Mechi,East,Taplejung,Tapethok
a2933,82.03882,28.03617,135.0,11340.0,659.0,Adobe,Bheri,Mid-Western,Banke,Khaskusma
a2934,82.63882,28.71117,135.0,11340.0,659.0,Adobe,Rapti,Mid-Western,Rukum,Pwang
a2935,81.88882,29.83617,136.0,11340.0,664.0,Adobe,Karnali,Mid-Western,Humla,Lali
a2936,86.68882,26.68617,136.0,11340.0,664.0,Adobe,Sagarmatha,East,Saptari,Bhangaha
a2937,82.56382,29.08617,137.0,11340.0,669.0,Adobe,Karnali,Mid-Western,Dolpa,Narku
a2938,82.41382,27.73617,137.0,11340.0,669.0,Adobe,Rapti,Mid-Western,Dang,Bela
a2939,87.36382,27.66117,139.0,11340.0,678.0,Adobe,Koshi,East,Sankhuwasabha,Pawakhola
a2940,81.81382,29.23617,139.0,11340.0,678.0,Adobe,Karnali,Mid-Western,Kalikot,Thirpu
a2941,87.43882,27.73617,139.0,11340.0,678.0,Adobe,Koshi,East,Sankhuwasabha,Chepuwa
a2942,82.11382,27.96117,140.0,11340.0,683.0,Adobe,Bheri,Mid-Western,Banke,Khaskusma
a2943,83.83882,28.78617,141.0,11340.0,688.0,Adobe,Dhaualagiri,West,Mustang,Muktinath
a2944,86.83882,27.43617,141.0,11340.0,688.0,Adobe,Sagarmatha,East,Solukhumbu,Sotang
a2945,86.68882,27.66117,141.0,11340.0,688.0,Adobe,Sagarmatha,East,Solukhumbu,Takasindu
a2946,80.68882,29.53617,142.0,11340.0,693.0,Adobe,Mahakali,Far-Western,Baitadi,Shikharpur
a2947,87.13882,27.51117,142.0,11340.0,693.0,Adobe,Koshi,East,Sankhuwasabha,Mangtewa
a2948,81.66382,29.01117,142.0,11340.0,693.0,Adobe,Bheri,Mid-Western,Dailekh,Kusapani
a2949,80.46382,29.08617,142.0,11340.0,693.0,Adobe,Mahakali,Far-Western,Dadeldhura,Alital
a2950,81.88882,29.61117,142.0,11340.0,693.0,Adobe,Karnali,Mid-Western,Mugu,Dhainakot
a2951,81.96382,29.76117,143.0,11340.0,698.0,Adobe,Karnali,Mid-Western,Humla,Saya(Sama)
a2952,87.06382,27.51117,143.0,11340.0,698.0,Adobe,Koshi,East,Sankhuwasabha,Bala
a2953,85.48882,28.18617,143.0,11340.0,698.0,Adobe,Bagmati,Central,Rasuwa,Langtang
a2954,82.03882,29.46117,143.0,11340.0,698.0,Adobe,Karnali,Mid-Western,Jumla,Malikabota
a2955,82.48882,29.61117,143.0,11340.0,698.0,Adobe,Karnali,Mid-Western,Mugu,Dolphu
a2956,87.73882,27.51117,143.0,11340.0,698.0,Adobe,Mechi,East,Taplejung,Ekhabu
a2957,83.61382,28.48617,144.0,11340.0,703.0,Adobe,Dhaualagiri,West,Myagdi,Tatopani(Bhurung)
a2958,82.26382,27.88617,145.0,11340.0,708.0,Adobe,Rapti,Mid-Western,Dang,Rajpur
a2959,86.61382,26.98617,145.0,11340.0,708.0,Adobe,Sagarmatha,East,Udayapur,Bhuttar
a2960,82.33882,29.23617,145.0,11340.0,708.0,Adobe,Karnali,Mid-Western,Jumla,Guthichaur
a2961,84.88882,28.33617,148.0,11340.0,722.0,Adobe,Gandaki,West,Gorkha,Uhya
a2962,82.11382,28.86117,148.0,11340.0,722.0,Adobe,Bheri,Mid-Western,Jajarkot,Archhani
a2963,84.81382,27.66117,149.0,11340.0,727.0,Adobe,Narayani,Central,Makwanpur,Khairang
a2964,81.96382,28.93617,151.0,11340.0,737.0,Adobe,Bheri,Mid-Western,Jajarkot,Daha
a2965,84.81382,27.73617,151.0,11340.0,737.0,Adobe,Bagmati,Central,Dhading,Mahadevsthan
a2966,85.03882,27.21117,151.0,11340.0,737.0,Adobe,Narayani,Central,Bara,PiparaSimara
a2967,81.58882,29.91117,151.0,11340.0,737.0,Adobe,Seti,Far-Western,Bajura,Bichhaiyan
a2968,84.13882,28.63617,151.0,11340.0,737.0,Adobe,Gandaki,West,Manang,Ghyaru
a2969,84.88882,28.18617,151.0,11340.0,737.0,Adobe,Gandaki,West,Gorkha,Kashigaun
a2970,85.63882,27.21117,151.0,11340.0,737.0,Adobe,Janakpur,Central,Sindhuli,Kalpabrishykha
a2971,82.71382,28.63617,151.0,11340.0,737.0,Adobe,Rapti,Mid-Western,Rukum,Rangsi
a2972,86.01382,27.88617,152.0,11340.0,742.0,Adobe,Bagmati,Central,Sindhupalchok,Fulpingkatti
a2973,88.11382,26.91117,153.0,11340.0,747.0,Adobe,Mechi,East,Ilam,PasupatiNagar
a2974,87.88882,26.98617,153.0,11340.0,747.0,Adobe,Mechi,East,Ilam,Sakhejung
a2975,81.73882,29.98617,154.0,11340.0,752.0,Adobe,Karnali,Mid-Western,Humla,Syada
a2976,81.36382,29.61117,154.0,11340.0,752.0,Adobe,Seti,Far-Western,Bajhang,Dantola
a2977,84.88882,27.58617,154.0,11340.0,752.0,Adobe,Narayani,Central,Makwanpur,BhartaPundyadevi
a2978,82.18882,28.93617,154.0,11340.0,752.0,Adobe,Bheri,Mid-Western,Jajarkot,Ramidanda
a2979,83.98882,27.51117,156.0,11340.0,761.0,Adobe,Narayani,Central,Chitawan,Royal Chitawan Natio
a2980,80.98882,29.76117,156.0,11340.0,761.0,Adobe,Mahakali,Far-Western,Darchula,Khandeswori
a2981,84.81382,27.28617,156.0,11340.0,761.0,Adobe,Narayani,Central,Parsa,Royal Chitawan Natio
a2982,83.61382,28.63617,157.0,11340.0,766.0,Adobe,Dhaualagiri,West,Mustang,Lete
a2983,81.73882,29.01117,158.0,11340.0,771.0,Adobe,Bheri,Mid-Western,Dailekh,Kasikandh
a2984,82.18882,29.01117,159.0,11340.0,776.0,Adobe,Bheri,Mid-Western,Jajarkot,Rokayagaun
a2985,82.11382,29.61117,159.0,11340.0,776.0,Adobe,Karnali,Mid-Western,Mugu,Ruga
a2986,81.58882,29.46117,159.0,11340.0,776.0,Adobe,Seti,Far-Western,Bajura,Pandusain
a2987,84.66382,27.36117,160.0,11340.0,781.0,Adobe,Narayani,Central,Parsa,Royal Chitawan Natio
a2988,82.26382,29.31117,160.0,11340.0,781.0,Adobe,Karnali,Mid-Western,Jumla,Dillichaur
a2989,82.41382,29.61117,161.0,11340.0,786.0,Adobe,Karnali,Mid-Western,Mugu,Pulu
a2990,85.86382,27.13617,164.0,11340.0,800.0,Adobe,Janakpur,Central,Sindhuli,KamalamiN.P.
a2991,85.56382,27.43617,165.0,11340.0,805.0,Adobe,Bagmati,Central,Kavrepalanchok,Salmechakala(Taldhu
a2992,81.51382,28.71117,165.0,11340.0,805.0,Adobe,Bheri,Mid-Western,Surkhet,Kunathari
a2993,86.98882,27.28617,165.0,11340.0,805.0,Adobe,Koshi,East,Bhojpur,Timma
a2994,80.91382,29.76117,166.0,11340.0,810.0,Adobe,Mahakali,Far-Western,Darchula,Guljar
a2995,87.88882,27.06117,166.0,11340.0,810.0,Adobe,Mechi,East,Ilam,Maipokhari
a2996,88.03882,26.83617,166.0,11340.0,810.0,Adobe,Mechi,East,Ilam,Shantipur
a2997,81.36382,29.76117,166.0,11340.0,810.0,Adobe,Seti,Far-Western,Bajhang,Kanda
a2998,81.51382,28.63617,167.0,11340.0,815.0,Adobe,Bheri,Mid-Western,Surkhet,Kunathari
a2999,81.88882,29.53617,167.0,11340.0,815.0,Adobe,Karnali,Mid-Western,Mugu,Shreekot
a3000,81.88882,29.08617,168.0,11340.0,820.0,Adobe,Karnali,Mid-Western,Kalikot,Chilkhaya
a3001,80.83882,28.78617,169.0,11340.0,825.0,Adobe,Seti,Far-Western,Kailali,Mohanyal
a3002,83.16382,28.56117,169.0,11340.0,825.0,Adobe,Dhaualagiri,West,Myagdi,Lulang
a3003,82.41382,29.08617,169.0,11340.0,825.0,Adobe,Karnali,Mid-Western,Dolpa,Sarmi
a3004,81.66382,29.68617,169.0,11340.0,825.0,Adobe,Seti,Far-Western,Bajura,Bichhaiyan
a3005,85.33882,28.03617,169.0,11340.0,825.0,Adobe,Bagmati,Central,Rasuwa,Yarsa
a3006,87.81382,27.58617,170.0,11340.0,830.0,Adobe,Mechi,East,Taplejung,Lelep
a3007,86.01382,27.81117,170.0,11340.0,830.0,Adobe,Bagmati,Central,Sindhupalchok,Ghorthali
a3008,87.58882,27.43617,172.0,11340.0,839.0,Adobe,Mechi,East,Taplejung,Thukima
a3009,84.81382,27.58617,173.0,11340.0,844.0,Adobe,Narayani,Central,Makwanpur,Kankada
a3010,86.16382,28.11117,174.0,11340.0,849.0,Adobe,Janakpur,Central,Dolakha,Lamabagar
a3011,82.86382,27.81117,174.0,11340.0,849.0,Adobe,Lumbini,West,Arghakhanchi,Siddhara
a3012,85.26382,28.18617,175.0,11340.0,854.0,Adobe,Bagmati,Central,Rasuwa,Gatlang
a3013,82.86382,28.63617,175.0,11340.0,854.0,Adobe,Rapti,Mid-Western,Rukum,Hukam
a3014,86.83882,26.91117,176.0,11340.0,859.0,Adobe,Sagarmatha,East,Khotang,Faktang
a3015,82.26382,29.53617,176.0,11340.0,859.0,Adobe,Karnali,Mid-Western,Mugu,Rowa
a3016,82.11382,29.16117,176.0,11340.0,859.0,Adobe,Karnali,Mid-Western,Jumla,Tamti
a3017,85.78882,27.88617,177.0,11340.0,864.0,Adobe,Bagmati,Central,Sindhupalchok,Pangtang
a3018,81.88882,28.86117,177.0,11340.0,864.0,Adobe,Bheri,Mid-Western,Jajarkot,Daha
a3019,82.56382,28.56117,178.0,11340.0,869.0,Adobe,Rapti,Mid-Western,Rukum,Chunwang
a3020,80.83882,29.01117,178.0,11340.0,869.0,Adobe,Seti,Far-Western,Doti,Barchhen
