id,lon,lat,number,structural,night,taxonomy,NAME_2,NAME_1,NAME_3,NAME_4
a129,82.86382,29.31117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Phoksundo
a130,82.63882,29.16117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Kaigaun
a131,84.13882,28.71117,4.0,11340.0,20.0,Wood,Gandaki,West,Manang,Nar
a132,83.76382,28.71117,4.0,11340.0,20.0,Wood,Dhaualagiri,West,Mustang,Jomsom
a133,87.06382,27.58617,4.0,11340.0,20.0,Wood,Koshi,East,Sankhuwasabha,Tamku
a134,82.86382,29.38617,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Bhijer
a135,86.83882,27.81117,4.0,11340.0,20.0,Wood,Sagarmatha,East,Solukhumbu,Chaurikharka
a136,80.83882,28.86117,4.0,11340.0,20.0,Wood,Seti,Far-Western,Kailali,Khairala
a137,83.08882,29.01117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Lawan
a138,83.38882,29.08617,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Chharka
a139,81.43882,28.48617,4.0,11340.0,20.0,Wood,Bheri,Mid-Western,Bardiya,Royal Bardiya Nation
a140,81.51382,30.36117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Humla,Limi
a141,84.06382,29.23617,4.0,11340.0,20.0,Wood,Dhaualagiri,West,Mustang,Chhoser
a142,82.78882,29.16117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Phoksundo
a143,84.21382,28.41117,4.0,11340.0,20.0,Wood,Gandaki,West,Kaski,Namarjung
a144,80.76382,28.86117,4.0,11340.0,20.0,Wood,Seti,Far-Western,Kailali,Khairala
a145,83.91382,28.78617,4.0,11340.0,20.0,Wood,Dhaualagiri,West,Mustang,Muktinath
a146,83.31382,29.16117,4.0,11340.0,20.0,Wood,Karnali,Mid-Western,Dolpa,Chharka
a147,81.58882,29.76117,5.0,11340.0,24.0,Wood,Seti,Far-Western,Bajura,Bichhaiyan
a148,82.71382,27.73617,5.0,11340.0,24.0,Wood,Lumbini,West,Kapilbastu,Gugauli
a149,80.98882,28.86117,5.0,11340.0,24.0,Wood,Seti,Far-Western,Kailali,Pandaun
a150,81.96382,30.21117,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Humla,Thehe
a151,85.11382,28.41117,5.0,11340.0,24.0,Wood,Gandaki,West,Gorkha,Kerauja
a152,81.36382,29.83617,5.0,11340.0,24.0,Wood,Seti,Far-Western,Bajhang,Kanda
a153,83.76382,28.93617,5.0,11340.0,24.0,Wood,Dhaualagiri,West,Mustang,Chhusang
a154,83.01382,29.53617,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Dolpa,Bhijer
a155,81.73882,29.91117,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Humla,Syada
a156,87.43882,27.66117,5.0,11340.0,24.0,Wood,Koshi,East,Sankhuwasabha,Pawakhola
a157,88.03882,27.51117,5.0,11340.0,24.0,Wood,Mechi,East,Taplejung,Yamfudin
a158,81.73882,30.13617,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Humla,Khagalgaun
a159,83.53882,28.93617,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Dolpa,Chharka
a160,86.53882,27.73617,5.0,11340.0,24.0,Wood,Janakpur,Central,Ramechhap,Gumdel
a161,82.33882,29.98617,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Humla,Shreemastha
a162,81.88882,29.46117,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Mugu,Gumtha
a163,86.61382,27.96117,5.0,11340.0,24.0,Wood,Sagarmatha,East,Solukhumbu,Namche
a164,86.91382,27.66117,5.0,11340.0,24.0,Wood,Sagarmatha,East,Solukhumbu,Chheskam
a165,84.51382,28.63617,5.0,11340.0,24.0,Wood,Gandaki,West,Manang,Thoche
a166,82.41382,29.76117,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Mugu,Mugu
a167,85.03882,28.41117,5.0,11340.0,24.0,Wood,Gandaki,West,Gorkha,Kerauja
a168,82.41382,29.83617,5.0,11340.0,24.0,Wood,Karnali,Mid-Western,Humla,Mimi
a169,84.81382,28.41117,6.0,11340.0,29.0,Wood,Gandaki,West,Gorkha,Sirdibas
a170,81.66382,29.98617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Humla,Khagalgaun
a171,81.36382,30.13617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Humla,Muchu
a172,83.16382,29.38617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Dolpa,Saldang
a173,84.06382,29.08617,6.0,11340.0,29.0,Wood,Dhaualagiri,West,Mustang,Surkhang
a174,84.21382,28.33617,6.0,11340.0,29.0,Wood,Gandaki,West,Lamjung,Pasagaun
a175,82.93882,29.31117,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Dolpa,Bhijer
a176,83.31382,28.63617,6.0,11340.0,29.0,Wood,Dhaualagiri,West,Myagdi,Mudi
a177,85.18882,28.26117,6.0,11340.0,29.0,Wood,Bagmati,Central,Dhading,Tipling
a178,87.51382,27.81117,6.0,11340.0,29.0,Wood,Koshi,East,Sankhuwasabha,Chepuwa
a179,82.93882,29.23617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Dolpa,Phoksundo
a180,83.23882,29.46117,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Dolpa,Tinje
a181,81.43882,28.41117,6.0,11340.0,29.0,Wood,Bheri,Mid-Western,Bardiya,Royal Bardiya Nation
a182,82.03882,30.06117,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Humla,Kharpunath
a183,82.03882,30.13617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Humla,Thehe
a184,81.58882,29.83617,6.0,11340.0,29.0,Wood,Seti,Far-Western,Bajura,Bichhaiyan
a185,84.58882,28.71117,6.0,11340.0,29.0,Wood,Gandaki,West,Gorkha,Samagaun
a186,83.76382,28.56117,6.0,11340.0,29.0,Wood,Dhaualagiri,West,Myagdi,Narchyang
a187,86.46382,27.88617,6.0,11340.0,29.0,Wood,Janakpur,Central,Dolakha,GauriSankar
a188,83.16382,29.08617,6.0,11340.0,29.0,Wood,Karnali,Mid-Western,Dolpa,Dho
a189,81.13882,28.71117,6.0,11340.0,29.0,Wood,Seti,Far-Western,Kailali,Chauha
a190,87.51382,27.66117,7.0,11340.0,34.0,Wood,Koshi,East,Sankhuwasabha,Pawakhola
a191,84.66382,27.43617,7.0,11340.0,34.0,Wood,Narayani,Central,Chitawan,Royal Chitawan Natio
a192,86.61382,27.81117,7.0,11340.0,34.0,Wood,Sagarmatha,East,Solukhumbu,Namche
a193,83.01382,29.38617,7.0,11340.0,34.0,Wood,Karnali,Mid-Western,Dolpa,Saldang
a194,82.71382,29.23617,7.0,11340.0,34.0,Wood,Karnali,Mid-Western,Dolpa,Kaigaun
a195,83.76382,28.63617,7.0,11340.0,34.0,Wood,Dhaualagiri,West,Myagdi,Narchyang
a196,82.03882,27.96117,7.0,11340.0,34.0,Wood,Bheri,Mid-Western,Banke,Khaskusma
a197,83.16382,28.93617,7.0,11340.0,34.0,Wood,Karnali,Mid-Western,Dolpa,Mukot
a198,85.71382,28.11117,7.0,11340.0,34.0,Wood,Bagmati,Central,Sindhupalchok,Gloche
a199,85.78882,28.11117,7.0,11340.0,34.0,Wood,Bagmati,Central,Sindhupalchok,Gumba
a200,84.96382,28.26117,7.0,11340.0,34.0,Wood,Gandaki,West,Gorkha,Kerauja
a201,84.73882,27.43617,7.0,11340.0,34.0,Wood,Narayani,Central,Parsa,Royal Chitawan Natio
a202,83.76382,28.41117,7.0,11340.0,34.0,Wood,Gandaki,West,Kaski,Ghandruk
a203,86.68882,27.96117,7.0,11340.0,34.0,Wood,Sagarmatha,East,Solukhumbu,Khumjung
a204,82.63882,27.96117,7.0,11340.0,34.0,Wood,Rapti,Mid-Western,Dang,Kabhre
a205,83.98882,28.93617,7.0,11340.0,34.0,Wood,Dhaualagiri,West,Mustang,Surkhang
a206,85.63882,28.11117,7.0,11340.0,34.0,Wood,Bagmati,Central,Sindhupalchok,Motang
a207,81.58882,30.28617,7.0,11340.0,34.0,Wood,Karnali,Mid-Western,Humla,Limi
a208,86.76382,27.73617,7.0,11340.0,34.0,Wood,Sagarmatha,East,Solukhumbu,Chaurikharka
a209,84.58882,28.26117,7.0,11340.0,34.0,Wood,Gandaki,West,Lamjung,Dudhpokhari
a210,83.76382,28.48617,7.0,11340.0,34.0,Wood,Dhaualagiri,West,Myagdi,Narchyang
a211,86.61382,27.88617,7.0,11340.0,34.0,Wood,Sagarmatha,East,Solukhumbu,Namche
a212,83.31382,29.31117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Dolpa,Tinje
a213,84.96382,28.33617,8.0,11340.0,39.0,Wood,Gandaki,West,Gorkha,Kerauja
a214,82.86382,29.08617,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Dolpa,Phoksundo
a215,83.53882,28.63617,8.0,11340.0,39.0,Wood,Dhaualagiri,West,Myagdi,Kuinemangale
a216,82.56382,29.68617,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Mugu,Mugu
a217,81.36382,30.06117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Humla,Muchu
a218,82.86382,29.53617,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Dolpa,Bhijer
a219,87.28882,27.73617,8.0,11340.0,39.0,Wood,Koshi,East,Sankhuwasabha,Makalu
a220,81.73882,30.36117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Humla,Limi
a221,82.18882,29.91117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Humla,Shreemastha
a222,84.36382,28.63617,8.0,11340.0,39.0,Wood,Gandaki,West,Manang,Thoche
a223,84.28882,28.41117,8.0,11340.0,39.0,Wood,Gandaki,West,Lamjung,Khudi
a224,82.93882,27.73617,8.0,11340.0,39.0,Wood,Lumbini,West,Kapilbastu,Barakulpur
a225,81.28882,29.98617,8.0,11340.0,39.0,Wood,Seti,Far-Western,Bajhang,Kanda
a226,86.98882,27.58617,8.0,11340.0,39.0,Wood,Koshi,East,Sankhuwasabha,Bala
a227,82.78882,29.53617,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Mugu,Dolphu
a228,83.01382,29.46117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Dolpa,Bhijer
a229,83.98882,29.01117,8.0,11340.0,39.0,Wood,Dhaualagiri,West,Mustang,Surkhang
a230,82.41382,29.46117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Mugu,Kimari
a231,83.23882,29.16117,8.0,11340.0,39.0,Wood,Karnali,Mid-Western,Dolpa,Dho
a232,85.03882,28.26117,8.0,11340.0,39.0,Wood,Bagmati,Central,Dhading,Lapa
a233,85.11382,28.63617,8.0,11340.0,39.0,Wood,Gandaki,West,Gorkha,Chhaikampar
a234,82.71382,28.93617,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Dolpa,Suhun
a235,82.71382,29.68617,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Mugu,Dolphu
a236,82.71382,28.86117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Dolpa,Majhfal
a237,82.48882,29.31117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Jumla,Patarasi
a238,81.28882,29.91117,9.0,11340.0,44.0,Wood,Seti,Far-Western,Bajhang,Kanda
a239,82.41382,29.91117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Humla,Mimi
a240,83.91382,28.93617,9.0,11340.0,44.0,Wood,Dhaualagiri,West,Mustang,Chhusang
a241,84.43882,28.48617,9.0,11340.0,44.0,Wood,Gandaki,West,Lamjung,Ghermu
a242,84.43882,27.51117,9.0,11340.0,44.0,Wood,Narayani,Central,Chitawan,Royal Chitawan Natio
a243,82.33882,29.76117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Humla,Mimi
a244,82.33882,29.68617,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Mugu,Mangri
a245,80.98882,28.93617,9.0,11340.0,44.0,Wood,Bheri,Mid-Western,Surkhet,Lagaam
a246,81.06382,29.91117,9.0,11340.0,44.0,Wood,Seti,Far-Western,Bajhang,Kanda
a247,82.56382,29.91117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Mugu,Mugu
a248,81.36382,29.91117,9.0,11340.0,44.0,Wood,Seti,Far-Western,Bajhang,Kanda
a249,83.83882,28.41117,9.0,11340.0,44.0,Wood,Gandaki,West,Kaski,Lumle
a250,84.13882,28.33617,9.0,11340.0,44.0,Wood,Gandaki,West,Kaski,Namarjung
a251,81.51382,30.13617,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Humla,Muchu
a252,82.56382,29.46117,9.0,11340.0,44.0,Wood,Karnali,Mid-Western,Mugu,Dolphu
a253,87.21382,27.66117,10.0,11340.0,49.0,Wood,Koshi,East,Sankhuwasabha,Makalu
a254,83.01382,28.78617,10.0,11340.0,49.0,Wood,Rapti,Mid-Western,Rukum,Ranmamaikot
a255,81.66382,30.21117,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Humla,Limi
a256,82.63882,29.23617,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Dolpa,Kaigaun
a257,84.58882,28.63617,10.0,11340.0,49.0,Wood,Gandaki,West,Gorkha,Samagaun
a258,82.26382,29.16117,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Jumla,Guthichaur
a259,83.08882,28.93617,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Dolpa,Mukot
a260,82.41382,29.01117,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Dolpa,Sarmi
a261,87.96382,27.51117,10.0,11340.0,49.0,Wood,Mechi,East,Taplejung,Yamfudin
a262,87.96382,27.73617,10.0,11340.0,49.0,Wood,Mechi,East,Taplejung,Lelep
a263,87.43882,27.51117,10.0,11340.0,49.0,Wood,Koshi,East,Sankhuwasabha,Num
a264,82.41382,29.38617,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Jumla,Patarasi
a265,80.98882,29.98617,10.0,11340.0,49.0,Wood,Mahakali,Far-Western,Darchula,Ghusa
a266,87.43882,27.36117,10.0,11340.0,49.0,Wood,Koshi,East,Sankhuwasabha,Siddhapokhari
a267,82.71382,29.61117,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Mugu,Dolphu
a268,84.51382,28.33617,10.0,11340.0,49.0,Wood,Gandaki,West,Lamjung,Bhulbhule
a269,87.96382,27.58617,10.0,11340.0,49.0,Wood,Mechi,East,Taplejung,Tapethok
a270,83.23882,28.86117,10.0,11340.0,49.0,Wood,Karnali,Mid-Western,Dolpa,Mukot
a271,84.28882,28.56117,10.0,11340.0,49.0,Wood,Gandaki,West,Manang,TachiBagarchhap
