rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.12,0.15,0.17,0.2,0.25,0.3,0.4,0.5,0.75,1,1.5,2,3,4,5,7.5,10
6,90,-70,5,50,49.75,49.75,180,0,23.5,INTER_EVENT_STDDEV,5,0.28386,0.28743,0.28992,0.29099,0.29158,0.29259,0.29621,0.299,0.3026,0.30478,0.3082,0.31374,0.3186,0.32635,0.33268,0.34486,0.35365,0.36428,0.37162,0.37771,0.38032,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,760,0,5,INTER_EVENT_STDDEV,5,0.3063,0.30969,0.31437,0.31845,0.32194,0.32846,0.33352,0.3368,0.34085,0.34309,0.34591,0.3497,0.35271,0.35707,0.36022,0.36546,0.36876,0.37274,0.37514,0.37831,0.38038,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,760,0,10,INTER_EVENT_STDDEV,5,0.3063,0.30969,0.31437,0.31845,0.32194,0.32846,0.33352,0.3368,0.34085,0.34309,0.34591,0.3497,0.35271,0.35707,0.36022,0.36546,0.36876,0.37274,0.37514,0.37831,0.38038,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,760,0,23.5,INTER_EVENT_STDDEV,5,0.3063,0.30969,0.31437,0.31845,0.32194,0.32846,0.33352,0.3368,0.34085,0.34309,0.34591,0.3497,0.35271,0.35707,0.36022,0.36546,0.36876,0.37274,0.37514,0.37831,0.38038,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,1500,0,5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,1500,0,10,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,5,50,49.75,49.75,1500,0,23.5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,180,0,5,INTER_EVENT_STDDEV,5,0.29694,0.30043,0.30444,0.30755,0.31027,0.31564,0.32067,0.32388,0.32762,0.32959,0.33218,0.33596,0.33909,0.34393,0.34783,0.3555,0.36114,0.36822,0.37328,0.37803,0.38035,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,180,0,10,INTER_EVENT_STDDEV,5,0.29694,0.30043,0.30444,0.30755,0.31027,0.31564,0.32067,0.32388,0.32762,0.32959,0.33218,0.33596,0.33909,0.34393,0.34783,0.3555,0.36114,0.36822,0.37328,0.37803,0.38035,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,180,0,23.5,INTER_EVENT_STDDEV,5,0.29694,0.30043,0.30444,0.30755,0.31027,0.31564,0.32067,0.32388,0.32762,0.32959,0.33218,0.33596,0.33909,0.34393,0.34783,0.3555,0.36114,0.36822,0.37328,0.37803,0.38035,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,760,0,5,INTER_EVENT_STDDEV,5,0.30651,0.30987,0.31457,0.31872,0.32234,0.32919,0.33435,0.33761,0.3416,0.34379,0.34652,0.35018,0.3531,0.35733,0.36041,0.36555,0.36881,0.37278,0.37523,0.37838,0.38039,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,760,0,10,INTER_EVENT_STDDEV,5,0.30651,0.30987,0.31457,0.31872,0.32234,0.32919,0.33435,0.33761,0.3416,0.34379,0.34652,0.35018,0.3531,0.35733,0.36041,0.36555,0.36881,0.37278,0.37523,0.37838,0.38039,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,760,0,23.5,INTER_EVENT_STDDEV,5,0.30651,0.30987,0.31457,0.31872,0.32234,0.32919,0.33435,0.33761,0.3416,0.34379,0.34652,0.35018,0.3531,0.35733,0.36041,0.36555,0.36881,0.37278,0.37523,0.37838,0.38039,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,1500,0,5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,1500,0,10,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,5,100,99.87,99.87,1500,0,23.5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,180,0,5,INTER_EVENT_STDDEV,5,0.30499,0.30838,0.31315,0.31734,0.32107,0.32823,0.33355,0.33681,0.34072,0.34279,0.34531,0.34863,0.35119,0.35485,0.35752,0.36246,0.36601,0.37069,0.37427,0.37826,0.38038,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,180,0,10,INTER_EVENT_STDDEV,5,0.30499,0.30838,0.31315,0.31734,0.32107,0.32823,0.33355,0.33681,0.34072,0.34279,0.34531,0.34863,0.35119,0.35485,0.35752,0.36246,0.36601,0.37069,0.37427,0.37826,0.38038,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,180,0,23.5,INTER_EVENT_STDDEV,5,0.30499,0.30838,0.31315,0.31734,0.32107,0.32823,0.33355,0.33681,0.34072,0.34279,0.34531,0.34863,0.35119,0.35485,0.35752,0.36246,0.36601,0.37069,0.37427,0.37826,0.38038,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,760,0,5,INTER_EVENT_STDDEV,5,0.30664,0.30998,0.31468,0.31887,0.32257,0.32959,0.33479,0.33803,0.34199,0.34416,0.34686,0.35046,0.35333,0.35749,0.36053,0.36561,0.36885,0.37281,0.37528,0.37842,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,760,0,10,INTER_EVENT_STDDEV,5,0.30664,0.30998,0.31468,0.31887,0.32257,0.32959,0.33479,0.33803,0.34199,0.34416,0.34686,0.35046,0.35333,0.35749,0.36053,0.36561,0.36885,0.37281,0.37528,0.37842,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,760,0,23.5,INTER_EVENT_STDDEV,5,0.30664,0.30998,0.31468,0.31887,0.32257,0.32959,0.33479,0.33803,0.34199,0.34416,0.34686,0.35046,0.35333,0.35749,0.36053,0.36561,0.36885,0.37281,0.37528,0.37842,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,1500,0,5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,1500,0,10,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
6,90,-70,20,300,299.97,299.97,1500,0,23.5,INTER_EVENT_STDDEV,5,0.30667,0.31,0.3147,0.3189,0.3226,0.32963,0.33483,0.33807,0.34203,0.3442,0.3469,0.3505,0.35337,0.35753,0.36057,0.36563,0.36887,0.37283,0.37533,0.37847,0.3804,0.3818,0.38397,0.38533
8.5,90,-70,0,0,0,0,180,0,5,INTER_EVENT_STDDEV,5,0.156,0.1582,0.15656,0.15157,0.14418,0.12081,0.10386,0.095078,0.089773,0.089715,0.093195,0.10234,0.11301,0.13427,0.15584,0.20331,0.23898,0.284,0.31516,0.33524,0.34139,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,180,0,10,INTER_EVENT_STDDEV,5,0.156,0.1582,0.15656,0.15157,0.14418,0.12081,0.10386,0.095078,0.089773,0.089715,0.093195,0.10234,0.11301,0.13427,0.15584,0.20331,0.23898,0.284,0.31516,0.33524,0.34139,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,180,0,23.5,INTER_EVENT_STDDEV,5,0.156,0.1582,0.15656,0.15157,0.14418,0.12081,0.10386,0.095078,0.089773,0.089715,0.093195,0.10234,0.11301,0.13427,0.15584,0.20331,0.23898,0.284,0.31516,0.33524,0.34139,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,760,0,5,INTER_EVENT_STDDEV,5,0.25835,0.26226,0.26742,0.27163,0.27484,0.28027,0.28492,0.28842,0.29303,0.29573,0.2993,0.30422,0.30816,0.31378,0.31784,0.32445,0.32846,0.33297,0.3352,0.33886,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,760,0,10,INTER_EVENT_STDDEV,5,0.25835,0.26226,0.26742,0.27163,0.27484,0.28027,0.28492,0.28842,0.29303,0.29573,0.2993,0.30422,0.30816,0.31378,0.31784,0.32445,0.32846,0.33297,0.3352,0.33886,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,760,0,23.5,INTER_EVENT_STDDEV,5,0.25835,0.26226,0.26742,0.27163,0.27484,0.28027,0.28492,0.28842,0.29303,0.29573,0.2993,0.30422,0.30816,0.31378,0.31784,0.32445,0.32846,0.33297,0.3352,0.33886,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,0,0,0,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,180,0,5,INTER_EVENT_STDDEV,5,0.16148,0.16393,0.16253,0.1578,0.15076,0.1289,0.11374,0.1061,0.10174,0.10196,0.10561,0.11465,0.12493,0.14504,0.16526,0.20982,0.24356,0.28624,0.316,0.33538,0.3414,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,180,0,10,INTER_EVENT_STDDEV,5,0.16148,0.16393,0.16253,0.1578,0.15076,0.1289,0.11374,0.1061,0.10174,0.10196,0.10561,0.11465,0.12493,0.14504,0.16526,0.20982,0.24356,0.28624,0.316,0.33538,0.3414,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,180,0,23.5,INTER_EVENT_STDDEV,5,0.16148,0.16393,0.16253,0.1578,0.15076,0.1289,0.11374,0.1061,0.10174,0.10196,0.10561,0.11465,0.12493,0.14504,0.16526,0.20982,0.24356,0.28624,0.316,0.33538,0.3414,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,760,0,5,INTER_EVENT_STDDEV,5,0.25843,0.26233,0.2675,0.27173,0.27498,0.28052,0.28525,0.28878,0.29338,0.29607,0.29962,0.30448,0.30839,0.31394,0.31796,0.32451,0.32849,0.33299,0.33524,0.33889,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,760,0,10,INTER_EVENT_STDDEV,5,0.25843,0.26233,0.2675,0.27173,0.27498,0.28052,0.28525,0.28878,0.29338,0.29607,0.29962,0.30448,0.30839,0.31394,0.31796,0.32451,0.32849,0.33299,0.33524,0.33889,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,760,0,23.5,INTER_EVENT_STDDEV,5,0.25843,0.26233,0.2675,0.27173,0.27498,0.28052,0.28525,0.28878,0.29338,0.29607,0.29962,0.30448,0.30839,0.31394,0.31796,0.32451,0.32849,0.33299,0.33524,0.33889,0.34178,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,5,0,0,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,180,0,5,INTER_EVENT_STDDEV,5,0.16673,0.16942,0.16825,0.16381,0.15715,0.1368,0.12337,0.1168,0.11332,0.11381,0.11761,0.12655,0.13646,0.15553,0.17451,0.21629,0.24813,0.28848,0.31684,0.33553,0.34142,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,180,0,10,INTER_EVENT_STDDEV,5,0.16673,0.16942,0.16825,0.16381,0.15715,0.1368,0.12337,0.1168,0.11332,0.11381,0.11761,0.12655,0.13646,0.15553,0.17451,0.21629,0.24813,0.28848,0.31684,0.33553,0.34142,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,180,0,23.5,INTER_EVENT_STDDEV,5,0.16673,0.16942,0.16825,0.16381,0.15715,0.1368,0.12337,0.1168,0.11332,0.11381,0.11761,0.12655,0.13646,0.15553,0.17451,0.21629,0.24813,0.28848,0.31684,0.33553,0.34142,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,760,0,5,INTER_EVENT_STDDEV,5,0.25852,0.26241,0.26758,0.27182,0.27512,0.28077,0.28558,0.28912,0.29373,0.29641,0.29992,0.30474,0.3086,0.3141,0.31807,0.32456,0.32852,0.33301,0.33529,0.33892,0.34179,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,760,0,10,INTER_EVENT_STDDEV,5,0.25852,0.26241,0.26758,0.27182,0.27512,0.28077,0.28558,0.28912,0.29373,0.29641,0.29992,0.30474,0.3086,0.3141,0.31807,0.32456,0.32852,0.33301,0.33529,0.33892,0.34179,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,760,0,23.5,INTER_EVENT_STDDEV,5,0.25852,0.26241,0.26758,0.27182,0.27512,0.28077,0.28558,0.28912,0.29373,0.29641,0.29992,0.30474,0.3086,0.3141,0.31807,0.32456,0.32852,0.33301,0.33529,0.33892,0.34179,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,0,10,8.66,8.66,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,180,0,5,INTER_EVENT_STDDEV,5,0.18832,0.19174,0.19189,0.18906,0.18469,0.17206,0.16609,0.16394,0.16407,0.16559,0.1697,0.17774,0.1857,0.20043,0.21437,0.24443,0.26792,0.29808,0.32048,0.33627,0.34149,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,180,0,10,INTER_EVENT_STDDEV,5,0.18832,0.19174,0.19189,0.18906,0.18469,0.17206,0.16609,0.16394,0.16407,0.16559,0.1697,0.17774,0.1857,0.20043,0.21437,0.24443,0.26792,0.29808,0.32048,0.33627,0.34149,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,180,0,23.5,INTER_EVENT_STDDEV,5,0.18832,0.19174,0.19189,0.18906,0.18469,0.17206,0.16609,0.16394,0.16407,0.16559,0.1697,0.17774,0.1857,0.20043,0.21437,0.24443,0.26792,0.29808,0.32048,0.33627,0.34149,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,760,0,5,INTER_EVENT_STDDEV,5,0.25886,0.26271,0.26789,0.27223,0.27571,0.2819,0.28704,0.29065,0.29525,0.29787,0.30125,0.30585,0.30953,0.31477,0.31857,0.32481,0.32866,0.33312,0.33548,0.33907,0.3418,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,760,0,10,INTER_EVENT_STDDEV,5,0.25886,0.26271,0.26789,0.27223,0.27571,0.2819,0.28704,0.29065,0.29525,0.29787,0.30125,0.30585,0.30953,0.31477,0.31857,0.32481,0.32866,0.33312,0.33548,0.33907,0.3418,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,760,0,23.5,INTER_EVENT_STDDEV,5,0.25886,0.26271,0.26789,0.27223,0.27571,0.2819,0.28704,0.29065,0.29525,0.29787,0.30125,0.30585,0.30953,0.31477,0.31857,0.32481,0.32866,0.33312,0.33548,0.33907,0.3418,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,50,49.75,49.75,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,180,0,5,INTER_EVENT_STDDEV,5,0.20492,0.2088,0.21069,0.20989,0.20807,0.2028,0.20239,0.2032,0.20549,0.20735,0.21087,0.21684,0.22213,0.23216,0.24171,0.26292,0.2805,0.30392,0.32266,0.33665,0.34153,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,180,0,10,INTER_EVENT_STDDEV,5,0.20492,0.2088,0.21069,0.20989,0.20807,0.2028,0.20239,0.2032,0.20549,0.20735,0.21087,0.21684,0.22213,0.23216,0.24171,0.26292,0.2805,0.30392,0.32266,0.33665,0.34153,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,180,0,23.5,INTER_EVENT_STDDEV,5,0.20492,0.2088,0.21069,0.20989,0.20807,0.2028,0.20239,0.2032,0.20549,0.20735,0.21087,0.21684,0.22213,0.23216,0.24171,0.26292,0.2805,0.30392,0.32266,0.33665,0.34153,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,760,0,5,INTER_EVENT_STDDEV,5,0.25912,0.26295,0.26814,0.27257,0.27621,0.28287,0.28827,0.29193,0.29649,0.29904,0.3023,0.3067,0.31021,0.31524,0.31892,0.32496,0.32875,0.33318,0.33559,0.33915,0.34181,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,760,0,10,INTER_EVENT_STDDEV,5,0.25912,0.26295,0.26814,0.27257,0.27621,0.28287,0.28827,0.29193,0.29649,0.29904,0.3023,0.3067,0.31021,0.31524,0.31892,0.32496,0.32875,0.33318,0.33559,0.33915,0.34181,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,760,0,23.5,INTER_EVENT_STDDEV,5,0.25912,0.26295,0.26814,0.27257,0.27621,0.28287,0.28827,0.29193,0.29649,0.29904,0.3023,0.3067,0.31021,0.31524,0.31892,0.32496,0.32875,0.33318,0.33559,0.33915,0.34181,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,5,100,99.87,99.87,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,180,0,5,INTER_EVENT_STDDEV,5,0.23545,0.23983,0.24583,0.24988,0.2535,0.26095,0.26721,0.27096,0.27512,0.277,0.27896,0.28088,0.2814,0.2826,0.28402,0.28949,0.29698,0.30978,0.32433,0.33711,0.34159,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,180,0,10,INTER_EVENT_STDDEV,5,0.23545,0.23983,0.24583,0.24988,0.2535,0.26095,0.26721,0.27096,0.27512,0.277,0.27896,0.28088,0.2814,0.2826,0.28402,0.28949,0.29698,0.30978,0.32433,0.33711,0.34159,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,180,0,23.5,INTER_EVENT_STDDEV,5,0.23545,0.23983,0.24583,0.24988,0.2535,0.26095,0.26721,0.27096,0.27512,0.277,0.27896,0.28088,0.2814,0.2826,0.28402,0.28949,0.29698,0.30978,0.32433,0.33711,0.34159,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,760,0,5,INTER_EVENT_STDDEV,5,0.25961,0.26337,0.2686,0.27322,0.27718,0.28472,0.29048,0.29412,0.29858,0.301,0.30404,0.3081,0.31133,0.31599,0.31945,0.32519,0.32887,0.33324,0.33568,0.33924,0.34183,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,760,0,10,INTER_EVENT_STDDEV,5,0.25961,0.26337,0.2686,0.27322,0.27718,0.28472,0.29048,0.29412,0.29858,0.301,0.30404,0.3081,0.31133,0.31599,0.31945,0.32519,0.32887,0.33324,0.33568,0.33924,0.34183,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,760,0,23.5,INTER_EVENT_STDDEV,5,0.25961,0.26337,0.2686,0.27322,0.27718,0.28472,0.29048,0.29412,0.29858,0.301,0.30404,0.3081,0.31133,0.31599,0.31945,0.32519,0.32887,0.33324,0.33568,0.33924,0.34183,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,1500,0,5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,1500,0,10,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
8.5,90,-70,20,300,299.97,299.97,1500,0,23.5,INTER_EVENT_STDDEV,5,0.26,0.2637,0.2689,0.2736,0.2777,0.2855,0.2913,0.2949,0.2993,0.3017,0.3047,0.3087,0.3119,0.3165,0.3199,0.3255,0.3291,0.3335,0.3363,0.3398,0.3419,0.3435,0.3459,0.3474
3.5,90,90,0,0,0,0,180,0,5,INTER_EVENT_STDDEV,5,0.36422,0.36737,0.36812,0.36733,0.3659,0.36039,0.36286,0.36747,0.37527,0.38077,0.38913,0.40103,0.41002,0.42185,0.42905,0.43913,0.44454,0.44994,0.45284,0.4557,0.45739,0.4584,0.4601,0.4612
3.5,90,90,0,0,0,0,180,0,10,INTER_EVENT_STDDEV,5,0.36422,0.36737,0.36812,0.36733,0.3659,0.36039,0.36286,0.36747,0.37527,0.38077,0.38913,0.40103,0.41002,0.42185,0.42905,0.43913,0.44454,0.44994,0.45284,0.4557,0.45739,0.4584,0.4601,0.4612
3.5,90,90,0,0,0,0,180,0,23.5,INTER_EVENT_STDDEV,5,0.36422,0.36737,0.36812,0.36733,0.3659,0.36039,0.36286,0.36747,0.37527,0.38077,0.38913,0.40103,0.41002,0.42185,0.42905,0.43913,0.44454,0.44994,0.45284,0.4557,0.45739,0.4584,0.4601,0.4612
3.5,90,90,0,0,0,0,760,0,5,INTER_EVENT_STDDEV,5,0.39943,0.40212,0.4058,0.40882,0.41141,0.41607,0.41989,0.42255,0.42594,0.42784,0.43022,0.43338,0.43581,0.43934,0.44174,0.44584,0.44837,0.45148,0.45337,0.45578,0.4574,0.4584,0.4601,0.4612
3.5,90,90,0,0,0,0,760,0,10,INTER_EVENT_STDDEV,5,0.39943,0.40212,0.4058,0.40882,0.41141,0.41607,0.41989,0.42255,0.42594,0.42784,0.43022,0.43338,0.43581,0.43934,0.44174,0.44584,0.44837,0.45148,0.45337,0.45578,0.4574,0.4584,0.4601,0.4612
3.5,90,90,0,0,0,0,760,0,23.5,INTER_EVENT_STDDEV,5,0.39943,0.40212,0.4058,0.40882,0.41141,0.41607,0.41989,0.42255,0.42594,0.42784,0.43022,0.43338,0.43581,0.43934,0.44174,0.44584,0.44837,0.45148,0.45337,0.45578,0.4574,0.4584,0.4601,0.4612
