rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,pgv,pga,0.010,0.020,0.050,0.100,0.150,0.200,0.210,0.220,0.230,0.240,0.250,0.300,0.400,0.500,0.600,0.700,0.800,0.900,1.000,1.500,2.000,2.500,3.000,3.500,4.000,4.500,5.000,5.500,6.000,6.500,7.000,7.500,8.000,8.500,9.000,9.500,10.000
3.0,-90.0,0.0,200.0,MEAN,5.0,2.1905500e-01,1.2099500e-02,1.2459300e-02,1.2413400e-02,1.9740700e-02,2.5111200e-02,1.8873000e-02,1.4317700e-02,1.3531200e-02,1.2821500e-02,1.1832300e-02,1.0956800e-02,1.0263300e-02,7.2787200e-03,4.0319000e-03,2.5932300e-03,1.7512200e-03,1.2319400e-03,9.0305400e-04,6.8779600e-04,5.3826400e-04,1.9527400e-04,1.0392200e-04,7.2162700e-05,5.5680200e-05,4.3222000e-05,3.3322100e-05,2.5234500e-05,1.8314300e-05,1.3093800e-05,9.1109100e-06,6.3369000e-06,4.5043800e-06,3.2524400e-06,2.4822300e-06,1.9973500e-06,1.6686100e-06,1.4363100e-06,1.2589500e-06
3.0,-90.0,100.0,200.0,MEAN,5.0,2.1022200e-03,5.4514000e-05,5.6757200e-05,5.6773100e-05,7.8100300e-05,1.1348000e-04,1.1510600e-04,1.0450500e-04,1.0146200e-04,9.8643000e-05,9.3383500e-05,8.8610900e-05,8.4605900e-05,6.6038200e-05,4.2676700e-05,3.0662500e-05,2.2252700e-05,1.6749500e-05,1.2965600e-05,1.0393400e-05,8.5655700e-06,3.8391300e-06,2.2813800e-06,1.6410900e-06,1.3023800e-06,1.0423200e-06,8.3246800e-07,6.5896800e-07,5.1763000e-07,3.9194500e-07,2.9154700e-07,2.1325400e-07,1.5407900e-07,1.1201400e-07,8.4409000e-08,6.5987500e-08,5.3434600e-08,4.4467600e-08,3.7954100e-08
3.0,-90.0,100.0,600.0,MEAN,5.0,8.3547800e-04,2.8202100e-05,2.9242800e-05,3.0226000e-05,4.7228900e-05,6.6451400e-05,6.0899000e-05,4.9104800e-05,4.6701200e-05,4.4519100e-05,4.1391800e-05,3.8603700e-05,3.6244100e-05,2.6199300e-05,1.5690400e-05,1.0572800e-05,7.4087200e-06,5.5125200e-06,4.2237800e-06,3.3304700e-06,2.7028400e-06,1.2175100e-06,7.2841700e-07,5.2964700e-07,4.2881900e-07,3.5089300e-07,2.8698300e-07,2.3322500e-07,1.8849000e-07,1.4714600e-07,1.1298500e-07,8.5347700e-08,6.3659800e-08,4.7721700e-08,3.7016000e-08,2.9739800e-08,2.4721200e-08,2.1101700e-08,1.8466600e-08
3.0,-90.0,0.0,250.0,MEAN,5.0,1.8292500e-01,1.0661700e-02,1.0968600e-02,1.1006800e-02,1.7967900e-02,2.2706800e-02,1.6733300e-02,1.2397400e-02,1.1668400e-02,1.1013300e-02,1.0127300e-02,9.3459600e-03,8.7251100e-03,6.0922400e-03,3.3231800e-03,2.1091700e-03,1.4139200e-03,9.9218200e-04,7.2555000e-04,5.5040600e-04,4.2907000e-04,1.5521600e-04,8.2487700e-05,5.7365800e-05,4.4436800e-05,3.4648500e-05,2.6840800e-05,2.0435000e-05,1.4916900e-05,1.0731100e-05,7.5152200e-06,5.2613500e-06,3.7641300e-06,2.7349200e-06,2.0995600e-06,1.6988400e-06,1.4267900e-06,1.2345100e-06,1.0875700e-06
3.0,-90.0,75.0,600.0,MEAN,5.0,1.3973400e-03,5.5302700e-05,5.7178900e-05,5.8979300e-05,9.4699400e-05,1.3320300e-04,1.1784900e-04,9.2514500e-05,8.7534200e-05,8.3035400e-05,7.6824700e-05,7.1314100e-05,6.6698700e-05,4.7284100e-05,2.7397000e-05,1.8014800e-05,1.2432500e-05,9.1091400e-06,6.8966700e-06,5.3781700e-06,4.3159400e-06,1.8783800e-06,1.1067400e-06,8.0525600e-07,6.5237700e-07,5.3434000e-07,4.3651900e-07,3.5312300e-07,2.8298600e-07,2.2015700e-07,1.6857600e-07,1.2718700e-07,9.4903000e-08,7.1211300e-08,5.5149200e-08,4.4366800e-08,3.6948200e-08,3.1589200e-08,2.7664800e-08
3.0,-90.0,50.0,600.0,MEAN,5.0,2.7689700e-03,1.2790100e-04,1.3185900e-04,1.3576900e-04,2.2335800e-04,3.1141800e-04,2.6472300e-04,2.0214200e-04,1.9030500e-04,1.7966500e-04,1.6544100e-04,1.5287900e-04,1.4246600e-04,9.9146800e-05,5.5674300e-05,3.5776600e-05,2.4343300e-05,1.7572700e-05,1.3151000e-05,1.0143900e-05,8.0494000e-06,3.3849600e-06,1.9654700e-06,1.4312000e-06,1.1599900e-06,9.5090600e-07,7.7607400e-07,6.2496100e-07,4.9654600e-07,3.8494800e-07,2.9399100e-07,2.2174300e-07,1.6581300e-07,1.2480500e-07,9.6750200e-08,7.8140500e-08,6.5360900e-08,5.6106000e-08,4.9273600e-08
3.0,-90.0,20.0,250.0,MEAN,5.0,2.3715100e-02,1.0578600e-03,1.0903500e-03,1.0924700e-03,1.6579200e-03,2.2772300e-03,1.9630600e-03,1.5862800e-03,1.5094500e-03,1.4396700e-03,1.3377200e-03,1.2468700e-03,1.1730900e-03,8.5092200e-04,4.9113800e-04,3.2441600e-04,2.2379300e-04,1.6036800e-04,1.1941200e-04,9.2125800e-05,7.2990800e-05,2.9246500e-05,1.6586800e-05,1.1966100e-05,9.5281000e-06,7.6630600e-06,6.1202100e-06,4.7921700e-06,3.6707000e-06,2.7559400e-06,2.0371900e-06,1.4938500e-06,1.0941200e-06,8.0929100e-07,6.1822800e-07,4.9469300e-07,4.1051800e-07,3.4970700e-07,3.0410300e-07
3.0,-90.0,20.0,600.0,MEAN,5.0,1.1381900e-02,6.2661300e-04,6.4374900e-04,6.6210500e-04,1.1124300e-03,1.4896600e-03,1.1845600e-03,8.7085500e-04,8.1516700e-04,7.6539000e-04,7.0103200e-04,6.4449100e-04,5.9827800e-04,4.0818800e-04,2.2171200e-04,1.3913300e-04,9.3323900e-05,6.6256900e-05,4.8930200e-05,3.7251500e-05,2.9150200e-05,1.1719800e-05,6.6797900e-06,4.8596300e-06,3.9314700e-06,3.2182600e-06,2.6193900e-06,2.0944400e-06,1.6410800e-06,1.2624500e-06,9.5711000e-07,7.2008300e-07,5.4095000e-07,4.1002800e-07,3.2052700e-07,2.6212900e-07,2.2211200e-07,1.9307700e-07,1.7127700e-07
3.0,-90.0,50.0,250.0,MEAN,5.0,5.7753700e-03,2.1620000e-04,2.2362000e-04,2.2431100e-04,3.3338800e-04,4.7687700e-04,4.3950500e-04,3.6888500e-04,3.5304100e-04,3.3856900e-04,3.1628000e-04,2.9631600e-04,2.7985900e-04,2.0705400e-04,1.2354000e-04,8.3552800e-05,5.8462900e-05,4.2593100e-05,3.2137000e-05,2.5117200e-05,2.0177300e-05,8.4520300e-06,4.8815400e-06,3.5243600e-06,2.8113700e-06,2.2642500e-06,1.8133100e-06,1.4299400e-06,1.1106500e-06,8.4034900e-07,6.2575400e-07,4.6001900e-07,3.3537100e-07,2.4633300e-07,1.8661000e-07,1.4746800e-07,1.2080300e-07,1.0162100e-07,8.7486000e-08
