rup_mag,dist_rjb,site_vs30,result_type,damping,pgv,pga,0.010,0.020,0.050,0.100,0.150,0.200,0.210,0.220,0.230,0.240,0.250,0.300,0.400,0.500,0.600,0.700,0.800,0.900,1.000,1.500,2.000,2.500,3.000,3.500,4.000,4.500,5.000,5.500,6.000,6.500,7.000,7.500,8.000,8.500,9.000,9.500,10.000
3.0,0.0,200.0,MEAN,5.0,2.6840200e-01,1.4994200e-02,1.5434200e-02,1.5174600e-02,2.3093800e-02,3.2205000e-02,2.4359200e-02,1.7759400e-02,1.6721100e-02,1.5787600e-02,1.4555900e-02,1.3466800e-02,1.2618700e-02,8.9851300e-03,5.0306500e-03,3.2439900e-03,2.1809100e-03,1.5251700e-03,1.1135600e-03,8.4641900e-04,6.6057100e-04,2.3499300e-04,1.2070600e-04,7.9346700e-05,5.9277800e-05,4.5417600e-05,3.5092900e-05,2.6936000e-05,1.9840100e-05,1.4571100e-05,1.0530800e-05,7.6195000e-06,5.6075400e-06,4.1757300e-06,3.2648800e-06,2.6763000e-06,2.2664300e-06,1.9686700e-06,1.7350100e-06
3.0,100.0,200.0,MEAN,5.0,4.0324400e-03,1.1393600e-04,1.1682800e-04,1.1388600e-04,1.4781400e-04,2.4422900e-04,2.5332900e-04,2.2268700e-04,2.1542400e-04,2.0871900e-04,1.9738900e-04,1.8711700e-04,1.7858500e-04,1.3860300e-04,8.8919700e-05,6.3575200e-05,4.5825100e-05,3.4212500e-05,2.6305300e-05,2.0895700e-05,1.6957500e-05,7.1099200e-06,3.8916400e-06,2.6038000e-06,1.9777800e-06,1.5525700e-06,1.2352300e-06,9.7488800e-07,7.5223000e-07,5.7515900e-07,4.3632600e-07,3.2595400e-07,2.3950600e-07,1.7591600e-07,1.3207000e-07,1.0346500e-07,8.4157100e-08,7.0352300e-08,6.0156800e-08
3.0,100.0,600.0,MEAN,5.0,1.6027600e-03,5.8950100e-05,6.0199600e-05,6.0640000e-05,8.9398000e-05,1.4303600e-04,1.3405000e-04,1.0465300e-04,9.9171900e-05,9.4213600e-05,8.7505800e-05,8.1531500e-05,7.6516300e-05,5.4996500e-05,3.2696900e-05,2.1924800e-05,1.5259000e-05,1.1261400e-05,8.5705300e-06,6.6966300e-06,5.3514400e-06,2.2549000e-06,1.2425800e-06,8.4035600e-07,6.5120200e-07,5.2266700e-07,4.2583000e-07,3.4503700e-07,2.7391700e-07,2.1592900e-07,1.6909100e-07,1.3045200e-07,9.8955500e-08,7.4946300e-08,5.7917200e-08,4.6630600e-08,3.8934800e-08,3.3385000e-08,2.9269300e-08
3.0,0.0,250.0,MEAN,5.0,2.2451900e-01,1.3235600e-02,1.3611300e-02,1.3480100e-02,2.1060400e-02,2.9177500e-02,2.1643900e-02,1.5412200e-02,1.4452000e-02,1.3592200e-02,1.2487300e-02,1.1513700e-02,1.0752800e-02,7.5382100e-03,4.1562300e-03,2.6445500e-03,1.7648300e-03,1.2310700e-03,8.9659200e-04,6.7869200e-04,5.2751600e-04,1.8695200e-04,9.5830000e-05,6.3080200e-05,4.7308900e-05,3.6408900e-05,2.8267400e-05,2.1812900e-05,1.6159600e-05,1.1941800e-05,8.6864500e-06,6.3262600e-06,4.6859900e-06,3.5113000e-06,2.7615500e-06,2.2763200e-06,1.9379800e-06,1.6920700e-06,1.4988300e-06
3.0,75.0,600.0,MEAN,5.0,2.3854500e-03,1.0099800e-04,1.0324200e-04,1.0412800e-04,1.5842000e-04,2.5106000e-04,2.2616200e-04,1.7152100e-04,1.6169000e-04,1.5284200e-04,1.4126200e-04,1.3099900e-04,1.2248900e-04,8.6540500e-05,4.9995000e-05,3.2766600e-05,2.2467500e-05,1.6334800e-05,1.2290800e-05,9.5135300e-06,7.5412400e-06,3.1051600e-06,1.7048000e-06,1.1587200e-06,9.0107800e-07,7.2499800e-07,5.9085700e-07,4.7859500e-07,3.7998200e-07,2.9983300e-07,2.3524000e-07,1.8212900e-07,1.3885900e-07,1.0584600e-07,8.2289600e-08,6.6638000e-08,5.5882100e-08,4.8053500e-08,4.2202400e-08
3.0,50.0,600.0,MEAN,5.0,4.2074300e-03,2.0412000e-04,2.0885900e-04,2.1097600e-04,3.3026900e-04,5.1403800e-04,4.4299400e-04,3.2608000e-04,3.0583300e-04,2.8770000e-04,2.6464300e-04,2.4430000e-04,2.2763800e-04,1.5824700e-04,8.8987700e-05,5.7091000e-05,3.8609900e-05,2.7668300e-05,2.0589500e-05,1.5790200e-05,1.2415600e-05,4.9960000e-06,2.7346600e-06,1.8682600e-06,1.4577000e-06,1.1756100e-06,9.5856200e-07,7.7622300e-07,6.1625300e-07,4.8671300e-07,3.8265700e-07,2.9758200e-07,2.2844200e-07,1.7562700e-07,1.3771100e-07,1.1245600e-07,9.4954900e-08,8.2082300e-08,7.2361500e-08
3.0,20.0,250.0,MEAN,5.0,3.1364700e-02,1.4368900e-03,1.4767200e-03,1.4572700e-03,2.1145400e-03,3.2062500e-03,2.7878700e-03,2.1662000e-03,2.0534100e-03,1.9513400e-03,1.8112200e-03,1.6865100e-03,1.5869000e-03,1.1531000e-03,6.7008800e-04,4.4283500e-04,3.0379500e-04,2.1623800e-04,1.6022500e-04,1.2315500e-04,9.7054300e-05,3.7734900e-05,2.0460600e-05,1.3922500e-05,1.0709800e-05,8.4898600e-06,6.7866300e-06,5.3710300e-06,4.1530400e-06,3.1935300e-06,2.4440200e-06,1.8584600e-06,1.4052300e-06,1.0685600e-06,8.3296800e-07,6.7742700e-07,5.6911900e-07,4.8892500e-07,4.2727800e-07
3.0,20.0,600.0,MEAN,5.0,1.5060200e-02,8.5162100e-04,8.7235700e-04,8.8371100e-04,1.4197800e-03,2.0989900e-03,1.6836700e-03,1.1902200e-03,1.1098500e-03,1.0382800e-03,9.4996600e-04,8.7246200e-04,8.0999800e-04,5.5358900e-04,3.0272500e-04,1.9005500e-04,1.2677100e-04,8.9396700e-05,6.5692900e-05,4.9825600e-05,3.8779300e-05,1.5125300e-05,8.2406700e-06,5.6543700e-06,4.4191100e-06,3.5655300e-06,2.9046200e-06,2.3474300e-06,1.8567200e-06,1.4629000e-06,1.1482400e-06,8.9583400e-07,6.9477000e-07,5.4138800e-07,4.3186100e-07,3.5895700e-07,3.0792400e-07,2.6994100e-07,2.4065000e-07
3.0,50.0,250.0,MEAN,5.0,8.7742500e-03,3.4497200e-04,3.5413500e-04,3.4849500e-04,4.9285100e-04,7.8694500e-04,7.3527200e-04,5.9488900e-04,5.6720200e-04,5.4200400e-04,5.0578500e-04,4.7337800e-04,4.4704600e-04,3.3038600e-04,1.9741000e-04,1.3329800e-04,9.2704400e-05,6.7048500e-05,5.0304400e-05,3.9090500e-05,3.1116800e-05,1.2473600e-05,6.7917300e-06,4.6005900e-06,3.5329000e-06,2.7992900e-06,2.2396900e-06,1.7760400e-06,1.3784100e-06,1.0625000e-06,8.1447800e-07,6.1735000e-07,4.6204300e-07,3.4664200e-07,2.6561500e-07,2.1222900e-07,1.7550000e-07,1.4867000e-07,1.2847900e-07
3.0,0.0,600.0,MEAN,5.0,1.0936100e-01,7.9845800e-03,8.1827000e-03,8.3232700e-03,1.4439800e-02,1.9558700e-02,1.3408300e-02,8.6874000e-03,8.0134700e-03,7.4196400e-03,6.7193200e-03,6.1108400e-03,5.6307400e-03,3.7095700e-03,1.9223100e-03,1.1601500e-03,7.5180700e-04,5.1902700e-04,3.7442300e-04,2.7922500e-04,2.1397600e-04,7.5542300e-05,3.8711100e-05,2.5646200e-05,1.9530000e-05,1.5294200e-05,1.2099300e-05,9.5337100e-06,7.2246200e-06,5.4703200e-06,4.0810400e-06,3.0494400e-06,2.3168300e-06,1.7790100e-06,1.4317600e-06,1.2061800e-06,1.0485500e-06,9.3421400e-07,8.4416900e-07
3.0,75.0,250.0,MEAN,5.0,4.9757300e-03,1.7073700e-04,1.7510000e-04,1.7204800e-04,2.3648000e-04,3.8448600e-04,3.7552200e-04,3.1303600e-04,2.9998700e-04,2.8805100e-04,2.7008400e-04,2.5393300e-04,2.4064200e-04,1.8074500e-04,1.1094800e-04,7.6529900e-05,5.3962200e-05,3.9595700e-05,3.0037100e-05,2.3557700e-05,1.8904700e-05,7.7536400e-06,4.2341800e-06,2.8533800e-06,2.1838800e-06,1.7263300e-06,1.3805500e-06,1.0950500e-06,8.4992700e-07,6.5454100e-07,5.0070400e-07,3.7783700e-07,2.8085400e-07,2.0891400e-07,1.5871900e-07,1.2576000e-07,1.0328400e-07,8.7035900e-08,7.4930800e-08
