rup_mag,rup_rake,dist_rjb,site_vs30,site_z1pt0,result_type,damping,pgv,pga,0.010,0.020,0.050,0.100,0.150,0.200,0.210,0.220,0.230,0.240,0.250,0.300,0.400,0.500,0.600,0.700,0.800,0.900,1.000,1.500,2.000,2.500,3.000,3.500,4.000,4.500,5.000,5.500,6.000,6.500,7.000,7.500,8.000,8.500,9.000,9.500,10.000
3.0,-90.0,0.0,200.0,1000.0,MEAN,5.0,2.2341700e-01,1.2325100e-02,1.2684700e-02,1.2631900e-02,2.0045100e-02,2.5517700e-02,1.9215500e-02,1.4599800e-02,1.3800700e-02,1.3079500e-02,1.2072800e-02,1.1181700e-02,1.0475400e-02,7.4328700e-03,4.1196100e-03,2.6515400e-03,1.7918500e-03,1.3057200e-03,1.0098700e-03,8.1952100e-04,6.7829600e-04,2.7239100e-04,1.5581900e-04,1.1592400e-04,9.5394900e-05,7.8184900e-05,6.4002000e-05,5.1252400e-05,3.9144800e-05,2.9114500e-05,2.0765400e-05,1.4613000e-05,1.0393300e-05,7.4423900e-06,5.5895900e-06,4.4081100e-06,3.5979200e-06,3.0192500e-06,2.5769600e-06
3.0,-90.0,75.0,250.0,900.0,MEAN,5.0,4.1231300e-03,1.3959900e-04,1.4315200e-04,1.4243900e-04,2.0399200e-04,3.0255900e-04,2.9403300e-04,2.5541500e-04,2.4573500e-04,2.3684700e-04,2.2232300e-04,2.0925300e-04,1.9826100e-04,1.4842200e-04,9.0213300e-05,6.2136400e-05,4.4055200e-05,3.3668300e-05,2.7034200e-05,2.2689200e-05,1.9320000e-05,8.9653400e-06,5.4612500e-06,4.1674700e-06,3.5140000e-06,2.9716300e-06,2.5177600e-06,2.0835800e-06,1.6769200e-06,1.3078400e-06,9.8732200e-07,7.2463100e-07,5.2055000e-07,3.7234500e-07,2.7173200e-07,2.0713800e-07,1.6396200e-07,1.3348300e-07,1.1129300e-07
3.0,-90.0,100.0,250.0,900.0,MEAN,5.0,2.7704800e-03,8.1487600e-05,8.3477900e-05,8.2958000e-05,1.1512700e-04,1.7239600e-04,1.7430000e-04,1.5586100e-04,1.5074000e-04,1.4601300e-04,1.3773600e-04,1.3025200e-04,1.2386400e-04,9.4333600e-05,5.9006700e-05,4.1581100e-05,2.9923500e-05,2.3213600e-05,1.8853100e-05,1.5972400e-05,1.3710900e-05,6.5106900e-06,3.9806100e-06,3.0224600e-06,2.5395500e-06,2.1423100e-06,1.8145500e-06,1.5021300e-06,1.2088400e-06,9.4186000e-07,7.0969000e-07,5.1902600e-07,3.7096100e-07,2.6364500e-07,1.9125100e-07,1.4494700e-07,1.1423700e-07,9.2736700e-08,7.7186700e-08
3.0,-90.0,75.0,1600.0,0.0,MEAN,5.0,1.0324300e-03,4.7653100e-05,4.8537200e-05,5.0945200e-05,8.9781900e-05,1.2728200e-04,1.0648500e-04,7.8433700e-05,7.3298300e-05,6.8715300e-05,6.2932000e-05,5.7851500e-05,5.3777600e-05,3.6867000e-05,2.0790000e-05,1.3544700e-05,9.2799600e-06,6.9106800e-06,5.2721600e-06,4.1089800e-06,3.2809400e-06,1.4354000e-06,8.7320900e-07,6.5902000e-07,5.6002400e-07,4.8097800e-07,4.1206100e-07,3.4281500e-07,2.7711000e-07,2.1624700e-07,1.6565600e-07,1.2477600e-07,9.2781200e-08,6.9097700e-08,5.3185200e-08,4.2318400e-08,3.5068900e-08,2.9950200e-08,2.6224900e-08
3.0,-90.0,0.0,400.0,500.0,MEAN,5.0,1.2699500e-01,8.2887800e-03,8.5068400e-03,8.6572000e-03,1.4912600e-02,1.8621800e-02,1.3182600e-02,9.3005700e-03,8.6791400e-03,8.1253300e-03,7.4161900e-03,6.7953200e-03,6.2995100e-03,4.2571200e-03,2.2480000e-03,1.3879800e-03,9.1662300e-04,6.5378500e-04,4.9164200e-04,3.8625300e-04,3.1223800e-04,1.2503500e-04,7.2592800e-05,5.3577900e-05,4.3795300e-05,3.5517300e-05,2.8452000e-05,2.2197000e-05,1.6522100e-05,1.2113200e-05,8.6129500e-06,6.1099400e-06,4.4163900e-06,3.2306500e-06,2.4852900e-06,2.0112200e-06,1.6867100e-06,1.4557000e-06,1.2783900e-06
3.0,-90.0,20.0,400.0,500.0,MEAN,5.0,1.7536900e-02,8.8760800e-04,9.1050800e-04,9.2281100e-04,1.4736300e-03,2.0108500e-03,1.6661200e-03,1.2823100e-03,1.2096300e-03,1.1441700e-03,1.0550400e-03,9.7621200e-04,9.1178600e-04,6.3898100e-04,3.5587500e-04,2.2845500e-04,1.5522900e-04,1.1305500e-04,8.6572300e-05,6.9148600e-05,5.6751800e-05,2.5077100e-05,1.5466300e-05,1.1816900e-05,9.9113500e-06,8.2807700e-06,6.8305600e-06,5.4654900e-06,4.2461700e-06,3.2393500e-06,2.4233400e-06,1.7949100e-06,1.3243900e-06,9.8315500e-07,7.4963700e-07,5.9853400e-07,4.9533100e-07,4.2062300e-07,3.6443400e-07
3.0,-90.0,50.0,400.0,500.0,MEAN,5.0,4.9006200e-03,2.1282500e-04,2.1807300e-04,2.2039200e-04,3.4295600e-04,4.9273600e-04,4.3864100e-04,3.5151900e-04,3.3352500e-04,3.1722700e-04,2.9408300e-04,2.7350900e-04,2.5639100e-04,1.8275500e-04,1.0466200e-04,6.8656400e-05,4.7296300e-05,3.5003400e-05,2.7142800e-05,2.1920500e-05,1.8174500e-05,8.2844600e-06,5.1328600e-06,3.9045400e-06,3.2694300e-06,2.7303000e-06,2.2541800e-06,1.8072700e-06,1.4093200e-06,1.0777500e-06,8.0758900e-07,5.9624200e-07,4.3546100e-07,3.1893600e-07,2.3904300e-07,1.8751300e-07,1.5274600e-07,1.2790100e-07,1.0958200e-07
3.0,-90.0,75.0,400.0,500.0,MEAN,5.0,2.7785800e-03,1.0531200e-04,1.0780300e-04,1.0878200e-04,1.6451800e-04,2.4067800e-04,2.2396100e-04,1.8491900e-04,1.7634700e-04,1.6854400e-04,1.5699200e-04,1.4667500e-04,1.3797300e-04,9.9951800e-05,5.8805900e-05,3.9407300e-05,2.7524000e-05,2.0666500e-05,1.6203500e-05,1.3207600e-05,1.1039700e-05,5.1491800e-06,3.1998900e-06,2.4216500e-06,2.0210100e-06,1.6837900e-06,1.3894700e-06,1.1143100e-06,8.6898700e-07,6.6393300e-07,4.9646900e-07,3.6491800e-07,2.6469600e-07,1.9221600e-07,1.4284100e-07,1.1111400e-07,8.9892800e-08,7.4877100e-08,6.3910100e-08
3.0,-90.0,100.0,400.0,500.0,MEAN,5.0,1.8669300e-03,6.1469200e-05,6.2860600e-05,6.3351500e-05,9.2841900e-05,1.3712600e-04,1.3275100e-04,1.1283200e-04,1.0816600e-04,1.0389600e-04,9.7253200e-05,9.1291300e-05,8.6192000e-05,6.3521600e-05,3.8460500e-05,2.6368900e-05,1.8693700e-05,1.4248100e-05,1.1299200e-05,9.2971100e-06,7.8341900e-06,3.7392500e-06,2.3323200e-06,1.7563000e-06,1.4605700e-06,1.2138800e-06,1.0013900e-06,8.0334700e-07,6.2642700e-07,4.7814000e-07,3.5686400e-07,2.6137800e-07,1.8863100e-07,1.3610200e-07,1.0053400e-07,7.7753100e-08,6.2631000e-08,5.2020700e-08,4.4324600e-08
