nonstructural-mean,nonstructural-stddev,nonstructural-mean_ins,nonstructural-stddev_ins,occupants-mean,occupants-stddev,occupants-mean_ins,occupants-stddev_ins,structural-mean,structural-stddev,structural-mean_ins,structural-stddev_ins
7.77737523E+09,2.80243942E+09,         NAN,         NAN,4.84526406E+05,1.54450406E+05,         NAN,         NAN,1.02601431E+10,2.70521702E+09,         NAN,         NAN
