id,lon,lat,taxonomy,number,structural,nonstructural,contents,night,NAME_1,NAME_2,NAME_3,NAME_4
a5328,83.98882,27.66117,Stone-Masonry,61,11340,19845,5670,298,West,Lumbini,Nawalparasi,Mainaghat
a5329,83.61382,27.96117,Stone-Masonry,61,11340,19845,5670,298,West,Gandaki,Syangja,Nibuwakharka
a5330,86.08882,27.21117,Stone-Masonry,62,11340,19845,5670,303,Central,Janakpur,Sindhuli,Tinkanya
a5331,86.76382,26.91117,Stone-Masonry,62,11340,19845,5670,303,East,Sagarmatha,Udayapur,Khanbu
a5332,82.48882,28.71117,Stone-Masonry,63,11340,19845,5670,307,Mid-Western,Rapti,Rukum,Baflikot
a5333,80.83882,29.08617,Stone-Masonry,63,11340,19845,5670,307,Far-Western,Seti,Doti,Mannakapadi
a5334,84.43882,27.88617,Stone-Masonry,63,11340,19845,5670,307,West,Gandaki,Tanahu,Deurali
a5335,84.06382,28.26117,Stone-Masonry,64,11340,19845,5670,312,West,Gandaki,Kaski,Mauja
a5336,81.13882,29.38617,Stone-Masonry,64,11340,19845,5670,312,Far-Western,Seti,Doti,Khaptad National Par
a5337,81.88882,28.56117,Stone-Masonry,65,11340,19845,5670,317,Mid-Western,Bheri,Surkhet,Khanikholla
a5338,81.58882,29.08617,Stone-Masonry,65,11340,19845,5670,317,Mid-Western,Karnali,Kalikot,Marta
a5339,81.96382,28.71117,Stone-Masonry,65,11340,19845,5670,317,Mid-Western,Bheri,Jajarkot,Salma
a5340,85.71382,27.88617,Stone-Masonry,66,11340,19845,5670,322,Central,Bagmati,Sindhupalchok,Gloche
a5341,85.93882,27.58617,Stone-Masonry,66,11340,19845,5670,322,Central,Janakpur,Ramechhap,Goswara
a5342,83.53882,28.48617,Stone-Masonry,66,11340,19845,5670,322,West,Dhaualagiri,Myagdi,Chimkhola
a5343,87.66382,27.43617,Stone-Masonry,66,11340,19845,5670,322,East,Mechi,Taplejung,Khejenim
a5344,80.76382,29.08617,Stone-Masonry,66,11340,19845,5670,322,Far-Western,Seti,Doti,Nirauli
a5345,85.41382,27.81117,Stone-Masonry,66,11340,19845,5670,322,Central,Bagmati,Nuwakot,Chhap
a5346,82.71382,28.26117,Stone-Masonry,66,11340,19845,5670,322,Mid-Western,Rapti,Rolpa,Mijhing
a5347,84.66382,28.63617,Stone-Masonry,67,11340,19845,5670,327,West,Gandaki,Gorkha,Samagaun
a5348,85.11382,27.28617,Stone-Masonry,67,11340,19845,5670,327,Central,Narayani,Bara,Ratanpuri
a5349,80.83882,29.46117,Stone-Masonry,67,11340,19845,5670,327,Far-Western,Mahakali,Baitadi,Shivaling
a5350,86.46382,27.51117,Stone-Masonry,68,11340,19845,5670,332,East,Sagarmatha,Solukhumbu,Tapting
a5351,81.81382,29.38617,Stone-Masonry,68,11340,19845,5670,332,Mid-Western,Karnali,Kalikot,Dholagoh
a5352,81.21382,29.08617,Stone-Masonry,68,11340,19845,5670,332,Far-Western,Seti,Achham,Kuntibandali
a5353,81.58882,29.31117,Stone-Masonry,68,11340,19845,5670,332,Mid-Western,Karnali,Kalikot,Mumra
a5354,85.26382,27.13617,Stone-Masonry,68,11340,19845,5670,332,Central,Narayani,Rautahat,Rangapur
a5355,85.26382,27.28617,Stone-Masonry,68,11340,19845,5670,332,Central,Narayani,Makwanpur,Dhimal
a5356,82.71382,28.71117,Stone-Masonry,68,11340,19845,5670,332,Mid-Western,Rapti,Rukum,Jang
a5357,83.16382,27.73617,Stone-Masonry,69,11340,19845,5670,337,West,Lumbini,Kapilbastu,Motipur
a5358,80.76382,29.38617,Stone-Masonry,69,11340,19845,5670,337,Far-Western,Mahakali,Dadeldhura,Belapur
a5359,82.86382,28.56117,Stone-Masonry,69,11340,19845,5670,337,Mid-Western,Rapti,Rukum,Taksera
a5360,85.71382,27.13617,Stone-Masonry,69,11340,19845,5670,337,Central,Janakpur,Sarlahi,NarayanKhola
a5361,82.03882,28.26117,Stone-Masonry,69,11340,19845,5670,337,Mid-Western,Rapti,Salyan,KalimatiRampur
a5362,80.68882,29.16117,Stone-Masonry,69,11340,19845,5670,337,Far-Western,Seti,Doti,Saraswotinagar
a5363,83.53882,27.73617,Stone-Masonry,69,11340,19845,5670,337,West,Lumbini,Palpa,Koldada
a5364,83.31382,28.56117,Stone-Masonry,69,11340,19845,5670,337,West,Dhaualagiri,Myagdi,Mudi
a5365,84.96382,27.66117,Stone-Masonry,70,11340,19845,5670,342,Central,Narayani,Makwanpur,Gogane
a5366,80.53882,29.16117,Stone-Masonry,70,11340,19845,5670,342,Far-Western,Mahakali,Dadeldhura,Gankhet
a5367,82.63882,28.48617,Stone-Masonry,70,11340,19845,5670,342,Mid-Western,Rapti,Rolpa,Bhirul
a5368,81.96382,28.78617,Stone-Masonry,70,11340,19845,5670,342,Mid-Western,Bheri,Jajarkot,Suwanauli
a5369,85.56382,27.21117,Stone-Masonry,70,11340,19845,5670,342,Central,Janakpur,Sindhuli,Kyaneshwor
a5370,86.38882,27.58617,Stone-Masonry,71,11340,19845,5670,346,Central,Janakpur,Ramechhap,Gumdel
a5371,84.13882,27.81117,Stone-Masonry,71,11340,19845,5670,346,West,Lumbini,Nawalparasi,Jaubari
a5372,85.93882,27.88617,Stone-Masonry,71,11340,19845,5670,346,Central,Bagmati,Sindhupalchok,Fulpingkatti
a5373,84.21382,27.51117,Stone-Masonry,71,11340,19845,5670,346,Central,Narayani,Chitawan,Royal Chitawan Natio
a5374,86.68882,27.81117,Stone-Masonry,71,11340,19845,5670,346,East,Sagarmatha,Solukhumbu,Namche
a5375,84.28882,28.26117,Stone-Masonry,71,11340,19845,5670,346,West,Gandaki,Lamjung,Uttarkanya
a5376,80.98882,28.71117,Stone-Masonry,71,11340,19845,5670,346,Far-Western,Seti,Kailali,Sadepani
a5377,82.26382,28.86117,Stone-Masonry,71,11340,19845,5670,346,Mid-Western,Bheri,Jajarkot,Lahai
a5378,84.36382,27.96117,Stone-Masonry,71,11340,19845,5670,346,West,Gandaki,Tanahu,Ghansikuwa
a5379,86.83882,26.68617,Stone-Masonry,71,11340,19845,5670,346,East,Sagarmatha,Saptari,Theliya
a5380,80.91382,29.83617,Stone-Masonry,71,11340,19845,5670,346,Far-Western,Mahakali,Darchula,Ghusa
a5381,86.91382,27.43617,Stone-Masonry,71,11340,19845,5670,346,East,Koshi,Bhojpur,Dobhane
a5382,81.36382,28.86117,Stone-Masonry,72,11340,19845,5670,351,Mid-Western,Bheri,Surkhet,Bidyapur
a5383,82.26382,29.46117,Stone-Masonry,73,11340,19845,5670,356,Mid-Western,Karnali,Mugu,Rowa
a5384,82.18882,28.26117,Stone-Masonry,73,11340,19845,5670,356,Mid-Western,Rapti,Salyan,Kavra
a5385,86.38882,27.73617,Stone-Masonry,73,11340,19845,5670,356,Central,Janakpur,Dolakha,Syama
a5386,80.68882,29.83617,Stone-Masonry,73,11340,19845,5670,356,Far-Western,Mahakali,Darchula,Eyarkot
a5387,87.88882,26.91117,Stone-Masonry,74,11340,19845,5670,361,East,Mechi,Ilam,Sangrumba
a5388,81.21382,28.93617,Stone-Masonry,74,11340,19845,5670,361,Far-Western,Seti,Achham,Walanta
a5389,80.61382,29.53617,Stone-Masonry,75,11340,19845,5670,366,Far-Western,Mahakali,Baitadi,Shankarpur
a5390,81.58882,29.53617,Stone-Masonry,75,11340,19845,5670,366,Far-Western,Seti,Bajura,Kolti
a5391,84.66382,28.56117,Stone-Masonry,75,11340,19845,5670,366,West,Gandaki,Gorkha,Lho
a5392,81.36382,28.41117,Stone-Masonry,75,11340,19845,5670,366,Mid-Western,Bheri,Bardiya,Baniyabhar
a5393,80.76382,29.83617,Stone-Masonry,76,11340,19845,5670,371,Far-Western,Mahakali,Darchula,Sitaula
a5394,83.61382,27.73617,Stone-Masonry,76,11340,19845,5670,371,West,Lumbini,Palpa,Gothadi
a5395,80.83882,29.76117,Stone-Masonry,76,11340,19845,5670,371,Far-Western,Mahakali,Darchula,Guljar
a5396,83.01382,28.56117,Stone-Masonry,76,11340,19845,5670,371,West,Dhaualagiri,Baglung,Arjewa
a5397,82.71382,28.56117,Stone-Masonry,77,11340,19845,5670,376,Mid-Western,Rapti,Rukum,Kankri
a5398,82.71382,27.88617,Stone-Masonry,77,11340,19845,5670,376,Mid-Western,Rapti,Dang,Lalmatiya
a5399,82.33882,28.33617,Stone-Masonry,77,11340,19845,5670,376,Mid-Western,Rapti,Salyan,Korbangjhimpe
a5400,85.03882,27.51117,Stone-Masonry,77,11340,19845,5670,376,Central,Narayani,Makwanpur,Bhaise
a5401,86.16382,27.51117,Stone-Masonry,78,11340,19845,5670,381,Central,Janakpur,Ramechhap,Namadi
a5402,83.38882,28.33617,Stone-Masonry,78,11340,19845,5670,381,West,Dhaualagiri,Baglung,Burtiwang
a5403,84.96382,28.18617,Stone-Masonry,78,11340,19845,5670,381,West,Gandaki,Gorkha,Manbu
a5404,81.81382,29.31117,Stone-Masonry,78,11340,19845,5670,381,Mid-Western,Karnali,Kalikot,Thirpu
a5405,83.01382,27.96117,Stone-Masonry,78,11340,19845,5670,381,Mid-Western,Rapti,Pyuthan,Dangwang
a5406,83.83882,27.58617,Stone-Masonry,79,11340,19845,5670,386,West,Lumbini,Nawalparasi,Dumkibas
a5407,83.98882,28.33617,Stone-Masonry,79,11340,19845,5670,386,West,Gandaki,Kaski,Sardikhola
a5408,82.41382,27.96117,Stone-Masonry,79,11340,19845,5670,386,Mid-Western,Rapti,Dang,Dharna
a5409,82.41382,27.81117,Stone-Masonry,79,11340,19845,5670,386,Mid-Western,Rapti,Dang,Bela
a5410,85.86382,27.36117,Stone-Masonry,79,11340,19845,5670,386,Central,Janakpur,Sindhuli,PuranoJhangajholi
a5411,83.46382,28.41117,Stone-Masonry,79,11340,19845,5670,386,West,Dhaualagiri,Myagdi,Kuhun
a5412,82.03882,28.71117,Stone-Masonry,79,11340,19845,5670,386,Mid-Western,Bheri,Jajarkot,Karkigaun
a5413,80.61382,29.46117,Stone-Masonry,79,11340,19845,5670,386,Far-Western,Mahakali,Baitadi,Siddheswor
a5414,81.66382,28.48617,Stone-Masonry,79,11340,19845,5670,386,Mid-Western,Bheri,Surkhet,Lekhgaun
a5415,80.83882,29.83617,Stone-Masonry,80,11340,19845,5670,390,Far-Western,Mahakali,Darchula,Ghusa
a5416,81.96382,29.53617,Stone-Masonry,80,11340,19845,5670,390,Mid-Western,Karnali,Mugu,Seri
a5417,80.38882,29.16117,Stone-Masonry,80,11340,19845,5670,390,Far-Western,Mahakali,Dadeldhura,Sirsha
a5418,85.11382,28.18617,Stone-Masonry,80,11340,19845,5670,390,Central,Bagmati,Dhading,Tipling
a5419,85.78882,27.13617,Stone-Masonry,80,11340,19845,5670,390,Central,Janakpur,Sarlahi,Kalinjor
a5420,82.78882,28.63617,Stone-Masonry,81,11340,19845,5670,395,Mid-Western,Rapti,Rukum,Kol
a5421,86.53882,26.91117,Stone-Masonry,81,11340,19845,5670,395,East,Sagarmatha,Udayapur,Pachchawati
a5422,81.51382,29.23617,Stone-Masonry,81,11340,19845,5670,395,Mid-Western,Karnali,Kalikot,Rupsha
a5423,84.43882,27.43617,Stone-Masonry,81,11340,19845,5670,395,Central,Narayani,Chitawan,Royal Chitawan Natio
a5424,85.71382,27.21117,Stone-Masonry,81,11340,19845,5670,395,Central,Janakpur,Sindhuli,Kalpabrishykha
a5425,82.48882,28.93617,Stone-Masonry,82,11340,19845,5670,400,Mid-Western,Bheri,Jajarkot,Bhagawatitol
a5426,86.76382,27.36117,Stone-Masonry,82,11340,19845,5670,400,East,Sagarmatha,Khotang,Ainselukharka
a5427,84.73882,27.28617,Stone-Masonry,83,11340,19845,5670,405,Central,Narayani,Parsa,Royal Chitawan Natio
a5428,87.06382,26.91117,Stone-Masonry,83,11340,19845,5670,405,East,Koshi,Bhojpur,Dummana
a5429,82.33882,28.71117,Stone-Masonry,83,11340,19845,5670,405,Mid-Western,Rapti,Rukum,Garayala
a5430,81.36382,29.23617,Stone-Masonry,83,11340,19845,5670,405,Far-Western,Seti,Achham,Khodasadevi
a5431,80.68882,29.91117,Stone-Masonry,84,11340,19845,5670,410,Far-Western,Mahakali,Darchula,Sunsera
a5432,80.38882,29.68617,Stone-Masonry,84,11340,19845,5670,410,Far-Western,Mahakali,Darchula,Dadakot
a5433,81.43882,29.16117,Stone-Masonry,84,11340,19845,5670,410,Far-Western,Seti,Achham,Batulasen
a5434,87.06382,27.28617,Stone-Masonry,84,11340,19845,5670,410,East,Koshi,Bhojpur,Boya
a5435,83.38882,28.26117,Stone-Masonry,85,11340,19845,5670,415,West,Dhaualagiri,Baglung,Jaljala
a5436,81.73882,29.08617,Stone-Masonry,85,11340,19845,5670,415,Mid-Western,Karnali,Kalikot,Gela
a5437,80.23882,29.01117,Stone-Masonry,85,11340,19845,5670,415,Far-Western,Mahakali,Kanchanpur,Suda
a5438,86.68882,26.98617,Stone-Masonry,85,11340,19845,5670,415,East,Sagarmatha,Udayapur,Pokhari
a5439,82.33882,28.18617,Stone-Masonry,86,11340,19845,5670,420,Mid-Western,Rapti,Dang,Halwar
a5440,83.31382,27.88617,Stone-Masonry,86,11340,19845,5670,420,West,Lumbini,Arghakhanchi,Pathona
a5441,86.83882,27.28617,Stone-Masonry,86,11340,19845,5670,420,East,Sagarmatha,Khotang,Patheka
a5442,81.21382,29.61117,Stone-Masonry,86,11340,19845,5670,420,Far-Western,Seti,Bajhang,Chainpur
a5443,82.11382,28.03617,Stone-Masonry,86,11340,19845,5670,420,Mid-Western,Bheri,Banke,Khaskusma
a5444,82.26382,28.78617,Stone-Masonry,86,11340,19845,5670,420,Mid-Western,Bheri,Jajarkot,Dandagaun
a5445,85.93882,27.51117,Stone-Masonry,86,11340,19845,5670,420,Central,Janakpur,Ramechhap,Doramba
a5446,83.08882,28.56117,Stone-Masonry,87,11340,19845,5670,425,West,Dhaualagiri,Baglung,Arjewa
a5447,85.18882,27.43617,Stone-Masonry,87,11340,19845,5670,425,Central,Narayani,Makwanpur,Thingan
a5448,80.83882,29.38617,Stone-Masonry,87,11340,19845,5670,425,Far-Western,Mahakali,Baitadi,Dhungad
a5449,81.13882,29.46117,Stone-Masonry,87,11340,19845,5670,425,Far-Western,Seti,Bajhang,Lamatola
a5450,86.16382,27.06117,Stone-Masonry,87,11340,19845,5670,425,Central,Janakpur,Sindhuli,Sirthouli
a5451,82.86382,28.41117,Stone-Masonry,87,11340,19845,5670,425,Mid-Western,Rapti,Rolpa,Seram
a5452,81.88882,28.78617,Stone-Masonry,87,11340,19845,5670,425,Mid-Western,Bheri,Dailekh,Jaganath
a5453,82.11382,29.23617,Stone-Masonry,87,11340,19845,5670,425,Mid-Western,Karnali,Jumla,Haku
a5454,82.11382,29.53617,Stone-Masonry,87,11340,19845,5670,425,Mid-Western,Karnali,Mugu,Rara(Gilas)
a5455,81.36382,29.46117,Stone-Masonry,88,11340,19845,5670,429,Far-Western,Seti,Bajura,Manakot
a5456,81.81382,28.26117,Stone-Masonry,88,11340,19845,5670,429,Mid-Western,Bheri,Banke,Kohalpur
a5457,82.11382,28.78617,Stone-Masonry,88,11340,19845,5670,429,Mid-Western,Bheri,Jajarkot,Jhapra
a5458,82.71382,28.33617,Stone-Masonry,88,11340,19845,5670,429,Mid-Western,Rapti,Rolpa,Gajul
a5459,82.48882,28.11117,Stone-Masonry,88,11340,19845,5670,429,Mid-Western,Rapti,Dang,Saidha
a5460,83.31382,27.81117,Stone-Masonry,88,11340,19845,5670,429,West,Lumbini,Palpa,Juthapauwa
a5461,81.43882,28.86117,Stone-Masonry,88,11340,19845,5670,429,Mid-Western,Bheri,Surkhet,Chapre
a5462,84.28882,27.88617,Stone-Masonry,89,11340,19845,5670,434,West,Gandaki,Tanahu,Baidi
a5463,83.98882,27.73617,Stone-Masonry,89,11340,19845,5670,434,West,Lumbini,Nawalparasi,Hupsekot
a5464,87.36382,27.58617,Stone-Masonry,89,11340,19845,5670,434,East,Koshi,Sankhuwasabha,Pawakhola
a5465,83.38882,28.18617,Stone-Masonry,89,11340,19845,5670,434,West,Dhaualagiri,Baglung,Kandebas
a5466,83.83882,27.96117,Stone-Masonry,89,11340,19845,5670,434,West,Gandaki,Syangja,Malyangkot
a5467,81.43882,28.71117,Stone-Masonry,89,11340,19845,5670,434,Mid-Western,Bheri,Surkhet,Kunathari
a5468,81.73882,29.61117,Stone-Masonry,89,11340,19845,5670,434,Mid-Western,Karnali,Humla,Maila
a5469,84.58882,27.88617,Stone-Masonry,90,11340,19845,5670,439,West,Gandaki,Gorkha,Manakamana
a5470,80.68882,29.68617,Stone-Masonry,90,11340,19845,5670,439,Far-Western,Mahakali,Baitadi,Kotpetara
a5471,82.56382,28.78617,Stone-Masonry,91,11340,19845,5670,444,Mid-Western,Rapti,Rukum,Syalagadi
a5472,81.73882,29.38617,Stone-Masonry,91,11340,19845,5670,444,Far-Western,Seti,Bajura,Sapata
a5473,83.01382,27.88617,Stone-Masonry,91,11340,19845,5670,444,West,Lumbini,Arghakhanchi,Jukena
a5474,83.38882,27.81117,Stone-Masonry,92,11340,19845,5670,449,West,Lumbini,Palpa,Kachal
a5475,83.31382,27.73617,Stone-Masonry,92,11340,19845,5670,449,West,Lumbini,Rupandehi,Dudharakchhe
a5476,87.96382,26.91117,Stone-Masonry,92,11340,19845,5670,449,East,Mechi,Ilam,Namsaling
a5477,82.56382,27.96117,Stone-Masonry,92,11340,19845,5670,449,Mid-Western,Rapti,Dang,Rampur
a5478,82.11382,28.71117,Stone-Masonry,92,11340,19845,5670,449,Mid-Western,Bheri,Jajarkot,Punama
a5479,83.08882,27.81117,Stone-Masonry,92,11340,19845,5670,449,West,Lumbini,Arghakhanchi,Thada
a5480,83.16382,28.41117,Stone-Masonry,92,11340,19845,5670,449,West,Dhaualagiri,Baglung,Sunkhani
a5481,81.51382,29.46117,Stone-Masonry,92,11340,19845,5670,449,Far-Western,Seti,Bajura,Martadi
a5482,84.96382,27.51117,Stone-Masonry,93,11340,19845,5670,454,Central,Narayani,Makwanpur,Basamadi
a5483,80.76382,28.78617,Stone-Masonry,93,11340,19845,5670,454,Far-Western,Seti,Kailali,Chaumala
a5484,80.16382,28.86117,Stone-Masonry,93,11340,19845,5670,454,Far-Western,Mahakali,Kanchanpur,Royal Shuklaphanta
a5485,82.11382,29.46117,Stone-Masonry,93,11340,19845,5670,454,Mid-Western,Karnali,Jumla,Buvramadichaur
a5486,81.58882,29.23617,Stone-Masonry,93,11340,19845,5670,454,Mid-Western,Karnali,Kalikot,Mehalmudi
a5487,82.03882,29.38617,Stone-Masonry,93,11340,19845,5670,454,Mid-Western,Karnali,Jumla,Kanakasundari
a5488,83.91382,27.96117,Stone-Masonry,93,11340,19845,5670,454,West,Gandaki,Syangja,Chinnebas
a5489,86.83882,26.98617,Stone-Masonry,94,11340,19845,5670,459,East,Sagarmatha,Khotang,Barahapokhari
a5490,82.11382,28.26117,Stone-Masonry,94,11340,19845,5670,459,Mid-Western,Rapti,Salyan,Laxmipur
a5491,87.51382,26.68617,Stone-Masonry,94,11340,19845,5670,459,East,Koshi,Morang,Letang
a5492,87.51382,27.36117,Stone-Masonry,94,11340,19845,5670,459,East,Mechi,Taplejung,Sangu
a5493,83.83882,27.73617,Stone-Masonry,94,11340,19845,5670,459,West,Lumbini,Palpa,Jyamire
a5494,84.28882,27.73617,Stone-Masonry,94,11340,19845,5670,459,West,Lumbini,Nawalparasi,Ratanapur
a5495,81.96382,28.41117,Stone-Masonry,95,11340,19845,5670,464,Mid-Western,Bheri,Surkhet,Dharapani
a5496,87.58882,27.51117,Stone-Masonry,95,11340,19845,5670,464,East,Mechi,Taplejung,Papung
a5497,85.48882,27.96117,Stone-Masonry,95,11340,19845,5670,464,Central,Bagmati,Sindhupalchok,Ichok
a5498,82.48882,28.56117,Stone-Masonry,95,11340,19845,5670,464,Mid-Western,Rapti,Rukum,Rugha
a5499,83.91382,27.73617,Stone-Masonry,95,11340,19845,5670,464,West,Lumbini,Palpa,Mityal
a5500,81.73882,29.53617,Stone-Masonry,95,11340,19845,5670,464,Far-Western,Seti,Bajura,Baddhu
a5501,84.13882,27.88617,Stone-Masonry,95,11340,19845,5670,464,West,Gandaki,Tanahu,Ramjakot
a5502,82.56382,27.73617,Stone-Masonry,96,11340,19845,5670,468,Mid-Western,Rapti,Dang,Gadhawa
a5503,81.43882,29.46117,Stone-Masonry,96,11340,19845,5670,468,Far-Western,Seti,Bajura,Jugada
a5504,81.36382,28.71117,Stone-Masonry,96,11340,19845,5670,468,Mid-Western,Bheri,Surkhet,Tatopani
a5505,81.81382,28.63617,Stone-Masonry,96,11340,19845,5670,468,Mid-Western,Bheri,Surkhet,Awalching
a5506,87.21382,27.51117,Stone-Masonry,96,11340,19845,5670,468,East,Koshi,Sankhuwasabha,Diding
a5507,81.13882,29.16117,Stone-Masonry,96,11340,19845,5670,468,Far-Western,Seti,Achham,Siudi
a5508,84.51382,27.88617,Stone-Masonry,96,11340,19845,5670,468,West,Gandaki,Tanahu,Anbukhaireni
a5509,86.31382,27.21117,Stone-Masonry,97,11340,19845,5670,473,Central,Janakpur,Sindhuli,Solpathana
a5510,86.31382,27.88617,Stone-Masonry,97,11340,19845,5670,473,Central,Janakpur,Dolakha,GauriSankar
a5511,85.03882,27.28617,Stone-Masonry,97,11340,19845,5670,473,Central,Narayani,Bara,Amlekhganj
a5512,83.23882,28.56117,Stone-Masonry,97,11340,19845,5670,473,West,Dhaualagiri,Myagdi,GurjaKhani
a5513,84.43882,28.26117,Stone-Masonry,98,11340,19845,5670,478,West,Gandaki,Lamjung,Bansar
a5514,84.58882,28.18617,Stone-Masonry,98,11340,19845,5670,478,West,Gandaki,Lamjung,Ilampokhari
a5515,83.46382,27.81117,Stone-Masonry,99,11340,19845,5670,483,West,Lumbini,Palpa,Masyam
a5516,83.76382,28.33617,Stone-Masonry,99,11340,19845,5670,483,West,Gandaki,Kaski,Dangsing
a5517,83.61382,28.41117,Stone-Masonry,99,11340,19845,5670,483,West,Dhaualagiri,Myagdi,HisthanMandali
a5518,87.13882,26.91117,Stone-Masonry,99,11340,19845,5670,483,East,Sagarmatha,Udayapur,Mainamiani
a5519,87.96382,27.21117,Stone-Masonry,99,11340,19845,5670,483,East,Mechi,Panchthar,Memeng
a5520,83.76382,27.66117,Stone-Masonry,100,11340,19845,5670,488,West,Lumbini,Nawalparasi,Dhurkot
a5521,82.86382,28.33617,Stone-Masonry,100,11340,19845,5670,488,Mid-Western,Rapti,Rolpa,Gaam
a5522,82.33882,27.96117,Stone-Masonry,100,11340,19845,5670,488,Mid-Western,Rapti,Dang,Satbariya
a5523,86.76382,27.43617,Stone-Masonry,100,11340,19845,5670,488,East,Sagarmatha,Solukhumbu,Lokhim
a5524,86.68882,27.43617,Stone-Masonry,100,11340,19845,5670,488,East,Sagarmatha,Solukhumbu,Mukali
a5525,86.23882,27.73617,Stone-Masonry,100,11340,19845,5670,488,Central,Janakpur,Dolakha,Suri
a5526,81.66382,28.71117,Stone-Masonry,101,11340,19845,5670,493,Mid-Western,Bheri,Dailekh,Goganpani
a5527,83.31382,28.11117,Stone-Masonry,101,11340,19845,5670,493,West,Lumbini,Gulmi,Paralmi
a5528,85.18882,27.51117,Stone-Masonry,101,11340,19845,5670,493,Central,Narayani,Makwanpur,Kogate
a5529,84.73882,28.18617,Stone-Masonry,101,11340,19845,5670,493,West,Gandaki,Gorkha,Warpak
a5530,82.93882,28.48617,Stone-Masonry,102,11340,19845,5670,498,West,Dhaualagiri,Baglung,Bowang
a5531,81.28882,28.63617,Stone-Masonry,102,11340,19845,5670,498,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation
a5532,81.36382,29.68617,Stone-Masonry,102,11340,19845,5670,498,Far-Western,Seti,Bajhang,Kanda
a5533,81.88882,28.71117,Stone-Masonry,102,11340,19845,5670,498,Mid-Western,Bheri,Jajarkot,JungaThapachaur
a5534,87.66382,26.83617,Stone-Masonry,102,11340,19845,5670,498,East,Mechi,Ilam,Sakfara
a5535,85.56382,27.96117,Stone-Masonry,102,11340,19845,5670,498,Central,Bagmati,Sindhupalchok,Helumbu
a5536,81.66382,29.31117,Stone-Masonry,102,11340,19845,5670,498,Mid-Western,Karnali,Kalikot,Phukot
a5537,84.96382,27.58617,Stone-Masonry,102,11340,19845,5670,498,Central,Narayani,Makwanpur,Kalikatar
a5538,82.48882,28.78617,Stone-Masonry,103,11340,19845,5670,503,Mid-Western,Rapti,Rukum,Syalagadi
a5539,80.91382,29.38617,Stone-Masonry,103,11340,19845,5670,503,Far-Western,Seti,Doti,Chhapali
a5540,85.48882,27.51117,Stone-Masonry,103,11340,19845,5670,503,Central,Bagmati,Kavrepalanchok,Dhunkharka
a5541,81.28882,29.61117,Stone-Masonry,104,11340,19845,5670,508,Far-Western,Seti,Bajhang,Dhamena
a5543,87.13882,27.06117,Stone-Masonry,104,11340,19845,5670,508,East,Koshi,Bhojpur,Ranibas
a5544,85.11382,27.13617,Stone-Masonry,104,11340,19845,5670,508,Central,Narayani,Bara,Kakadi
a5545,83.46382,28.18617,Stone-Masonry,104,11340,19845,5670,508,West,Dhaualagiri,Baglung,Hatiya
a5546,87.21382,26.91117,Stone-Masonry,104,11340,19845,5670,508,East,Koshi,Dhankuta,Chhintang
a5547,86.31382,27.43617,Stone-Masonry,104,11340,19845,5670,508,East,Sagarmatha,Okhaldhunga,Khijifalate
a5548,80.68882,28.78617,Stone-Masonry,104,11340,19845,5670,508,Far-Western,Seti,Kailali,Chaumala
a5549,85.48882,27.43617,Stone-Masonry,105,11340,19845,5670,512,Central,Bagmati,Kavrepalanchok,Falemetar
a5550,85.41382,27.96117,Stone-Masonry,105,11340,19845,5670,512,Central,Bagmati,Nuwakot,Rautbesi
a5551,81.51382,29.08617,Stone-Masonry,105,11340,19845,5670,512,Mid-Western,Bheri,Dailekh,Pipalkot
a5552,87.21382,26.98617,Stone-Masonry,105,11340,19845,5670,512,East,Koshi,Dhankuta,Khoku
a5553,84.96382,27.28617,Stone-Masonry,105,11340,19845,5670,512,Central,Narayani,Parsa,Royal Chitawan Natio
a5554,83.76382,27.73617,Stone-Masonry,105,11340,19845,5670,512,West,Lumbini,Palpa,Bahadurpur
a5555,83.68882,28.41117,Stone-Masonry,106,11340,19845,5670,517,West,Dhaualagiri,Myagdi,Dhar
a5556,86.61382,26.68617,Stone-Masonry,106,11340,19845,5670,517,East,Sagarmatha,Saptari,Khojpur
a5557,82.18882,28.86117,Stone-Masonry,106,11340,19845,5670,517,Mid-Western,Bheri,Jajarkot,Dhime
a5558,82.78882,27.96117,Stone-Masonry,106,11340,19845,5670,517,Mid-Western,Rapti,Pyuthan,Dungegadi
a5559,81.96382,28.48617,Stone-Masonry,106,11340,19845,5670,517,Mid-Western,Bheri,Surkhet,Kaprichaur
a5560,86.23882,27.51117,Stone-Masonry,106,11340,19845,5670,517,Central,Janakpur,Ramechhap,Guptesor
a5561,82.03882,29.53617,Stone-Masonry,107,11340,19845,5670,522,Mid-Western,Karnali,Mugu,Rara(Gilas)
a5562,85.26382,27.21117,Stone-Masonry,107,11340,19845,5670,522,Central,Narayani,Bara,BharatganjSigaul
a5563,85.56382,27.36117,Stone-Masonry,107,11340,19845,5670,522,Central,Bagmati,Kavrepalanchok,Gokule
a5564,81.06382,29.53617,Stone-Masonry,107,11340,19845,5670,522,Far-Western,Seti,Bajhang,Byasi
a5565,86.91382,27.28617,Stone-Masonry,107,11340,19845,5670,522,East,Sagarmatha,Khotang,Phedi
a5566,82.41382,28.71117,Stone-Masonry,107,11340,19845,5670,522,Mid-Western,Rapti,Rukum,Duli
a5567,82.63882,28.26117,Stone-Masonry,108,11340,19845,5670,527,Mid-Western,Rapti,Rolpa,Khumel
