-122.7 47.0 0.144765787277
-122.6 47.0 0.134895779873
-122.5 47.0 0.13179003382
-122.4 47.0 0.105680679758
-122.3 47.0 0.097381679567
-122.2 47.0 0.0955423494918
-122.1 47.0 0.0799127033836
-122.0 47.0 0.0636133155984
-121.9 47.0 0.005
-121.8 47.0 0.005
-122.7 47.1 0.148200342743
-122.6 47.1 0.136838191828
-122.5 47.1 0.1323778096
-122.4 47.1 0.108369051303
-122.3 47.1 0.0973868223681
-122.2 47.1 0.0955556411891
-122.1 47.1 0.0799127033836
-122.0 47.1 0.005
-121.9 47.1 0.005
-121.8 47.1 0.005
-122.7 47.2 0.152345001986
-122.6 47.2 0.136949005032
-122.5 47.2 0.132381342453
-122.4 47.2 0.110814669904
-122.3 47.2 0.0985409951631
-122.2 47.2 0.08393261954
-122.1 47.2 0.005
-122.0 47.2 0.005
-121.9 47.2 0.005
-121.8 47.2 0.005
-122.7 47.3 0.155698938867
-122.6 47.3 0.136934895899
-122.5 47.3 0.132368164405
-122.4 47.3 0.110785970512
-122.3 47.3 0.0868475128112
-122.2 47.3 0.0838401672909
-122.1 47.3 0.005
-122.0 47.3 0.005
-121.9 47.3 0.005
-121.8 47.3 0.005
-122.7 47.4 0.155476502652
-122.6 47.4 0.136852235204
-122.5 47.4 0.132354958288
-122.4 47.4 0.110729476163
-122.3 47.4 0.0868475128112
-122.2 47.4 0.005
-122.1 47.4 0.005
-122.0 47.4 0.005
-121.9 47.4 0.005
-121.8 47.4 0.005
-122.7 47.5 0.155184313057
-122.6 47.5 0.136744320628
-122.5 47.5 0.132327716411
-122.4 47.5 0.0902004273416
-122.3 47.5 0.005
-122.2 47.5 0.005
-122.1 47.5 0.005
-122.0 47.5 0.005
-121.9 47.5 0.005
-121.8 47.5 0.005
-122.7 47.6 0.154911218136
-122.6 47.6 0.13665288024
-122.5 47.6 0.111761390689
-122.4 47.6 0.0900924220392
-122.3 47.6 0.005
-122.2 47.6 0.005
-122.1 47.6 0.005
-122.0 47.6 0.005
-121.9 47.6 0.005
-121.8 47.6 0.005
-122.7 47.7 0.154484845062
-122.6 47.7 0.136513672204
-122.5 47.7 0.111761390689
-122.4 47.7 0.005
-122.3 47.7 0.005
-122.2 47.7 0.005
-122.1 47.7 0.005
-122.0 47.7 0.005
-121.9 47.7 0.005
-121.8 47.7 0.005
-122.7 47.8 0.15097656969
-122.6 47.8 0.116924624816
-122.5 47.8 0.005
-122.4 47.8 0.005
-122.3 47.8 0.005
-122.2 47.8 0.005
-122.1 47.8 0.005
-122.0 47.8 0.005
-121.9 47.8 0.005
-121.8 47.8 0.005
