lon,lat,intensity
-76.29116,7.21386,0.1
-76.29116,7.20386,0.1
-76.41116,7.19386,0.1
-76.43116,7.18386,0.1
-76.26116,7.18386,0.1
-76.20116,7.18386,0.1
-76.39116,7.17386,0.1
-76.38116,7.17386,0.1
-76.26116,7.17386,0.1
-76.48116,7.16386,0.1
-76.34116,7.16386,0.1
-76.32116,7.16386,0.1
-76.21116,7.16386,0.1
-76.17116,7.16386,0.1
-76.43116,7.15386,0.1
-76.29116,7.15386,0.1
-76.17116,7.15386,0.1
-76.44116,7.14386,0.1
-76.27116,7.14386,0.1
-76.46116,7.13386,0.1
-76.34116,7.13386,0.1
-76.14116,7.13386,0.1
-76.46116,7.12386,0.1
-76.45116,7.12386,0.1
-76.43116,7.12386,0.1
-76.35116,7.12386,0.1
-76.29116,7.12386,0.1
-76.24116,7.12386,0.1
-76.22116,7.12386,0.1
-76.24116,7.11386,0.1
-76.22116,7.11386,0.1
-76.11116,7.11386,0.1
-76.43116,7.10386,0.1
-76.12116,7.10386,0.1
-76.42116,7.09386,0.1
-76.40116,7.09386,0.1
-76.33116,7.09386,0.1
-76.32116,7.09386,0.1
-76.31116,7.09386,0.1
-76.26116,7.09386,0.1
-76.20116,7.09386,0.1
-76.55116,7.08386,0.1
-76.53116,7.08386,0.1
-76.49116,7.08386,0.1
-76.19116,7.08386,0.1
-76.44116,7.07386,0.1
-76.42116,7.07386,0.1
-76.36116,7.07386,0.1
-76.20116,7.07386,0.1
-76.07116,7.07386,0.1
-76.53116,7.06386,0.1
-76.47116,7.06386,0.1
-76.40116,7.06386,0.1
-76.18116,7.06386,0.1
-76.13116,7.06386,0.1
-76.41116,7.05386,0.1
-76.33116,7.05386,0.1
-76.28116,7.05386,0.1
-76.26116,7.05386,0.1
-76.18116,7.05386,0.1
-76.14116,7.05386,0.1
-76.11116,7.05386,0.1
-76.52116,7.04386,0.1
-76.35116,7.04386,0.1
-76.33116,7.04386,0.1
-76.49116,7.03386,0.1
-76.46116,7.03386,0.1
-76.44116,7.03386,0.1
-76.40116,7.03386,0.1
-76.37116,7.03386,0.1
-76.31116,7.03386,0.1
-76.28116,7.03386,0.1
-76.13116,7.03386,0.1
-76.09116,7.03386,0.1
-76.06116,7.03386,0.1
-76.61116,7.02386,0.1
-76.54116,7.02386,0.1
-76.35116,7.02386,0.1
-76.34116,7.02386,0.1
-76.32116,7.02386,0.1
-76.18116,7.02386,0.1
-76.17116,7.02386,0.1
-76.08116,7.02386,0.1
-76.61116,7.01386,0.1
-76.46116,7.01386,0.1
-76.42116,7.01386,0.1
-76.18116,7.01386,0.1
-76.15116,7.01386,0.1
-76.52116,7.00386,0.1
-76.43116,7.00386,0.1
-76.29116,7.00386,0.1
-76.25116,7.00386,0.1
-76.35116,6.99386,0.1
-76.19116,6.99386,0.1
-76.09116,6.99386,0.1
-76.06116,6.99386,0.1
-76.49116,6.98386,0.1
-76.27116,6.98386,0.1
-76.23116,6.98386,0.1
-76.62116,6.97386,0.1
-76.30116,6.97386,0.1
-76.15116,6.97386,0.1
-76.63116,6.96386,0.1
-76.57116,6.96386,0.1
-76.43116,6.96386,0.1
-76.40116,6.96386,0.1
-76.39116,6.96386,0.1
-76.38116,6.96386,0.1
-76.35116,6.96386,0.1
-76.26116,6.96386,0.1
-76.13116,6.96386,0.1
-76.56116,6.95386,0.1
-76.55116,6.95386,0.1
-76.41116,6.95386,0.1
-76.40116,6.95386,0.1
-76.31116,6.95386,0.1
-76.25116,6.95386,0.1
-76.17116,6.95386,0.1
-76.10116,6.95386,0.1
-76.67116,6.94386,0.1
-76.31116,6.94386,0.1
-76.19116,6.94386,0.1
-76.14116,6.94386,0.1
-76.13116,6.94386,0.1
-76.10116,6.94386,0.1
-76.05116,6.94386,0.1
-76.40116,6.93386,0.1
-76.32116,6.93386,0.1
-76.25116,6.93386,0.1
-76.20116,6.93386,0.1
-76.14116,6.93386,0.1
-76.10116,6.93386,0.1
-76.06116,6.93386,0.1
-76.02116,6.93386,0.1
-76.63116,6.92386,0.1
-76.57116,6.92386,0.1
-76.38116,6.92386,0.1
-76.37116,6.92386,0.1
-76.32116,6.92386,0.1
-76.23116,6.92386,0.1
-76.21116,6.92386,0.1
-76.09116,6.92386,0.1
-76.54116,6.91386,0.1
-76.50116,6.91386,0.1
-76.45116,6.91386,0.1
-76.01116,6.91386,0.1
-76.40116,6.90386,0.1
-76.39116,6.90386,0.1
-76.15116,6.90386,0.1
-76.63116,6.89386,0.1
-76.60116,6.89386,0.1
-76.56116,6.89386,0.1
-76.38116,6.89386,0.1
-76.20116,6.89386,0.1
-76.11116,6.89386,0.1
-76.46116,6.88386,0.1
-76.32116,6.88386,0.1
-76.27116,6.88386,0.1
-76.24116,6.88386,0.1
-76.21116,6.88386,0.1
-76.10116,6.88386,0.1
-76.64116,6.87386,0.1
-76.62116,6.87386,0.1
-76.60116,6.87386,0.1
-76.38116,6.87386,0.1
-76.21116,6.87386,0.1
-76.18116,6.87386,0.1
-76.02116,6.87386,0.1
-76.68116,6.86386,0.1
-76.67116,6.86386,0.1
-76.63116,6.86386,0.1
-76.10116,6.86386,0.1
-76.05116,6.86386,0.1
-76.04116,6.86386,0.1
-76.02116,6.86386,0.1
-75.96116,6.86386,0.1
-76.70116,6.85386,0.1
-76.55116,6.85386,0.1
-76.52116,6.85386,0.1
-76.41116,6.85386,0.1
-76.32116,6.85386,0.1
-76.29116,6.85386,0.1
-76.23116,6.85386,0.1
-76.15116,6.85386,0.1
-76.69116,6.84386,0.1
-76.66116,6.84386,0.1
-76.49116,6.84386,0.1
-76.42116,6.84386,0.1
-76.37116,6.84386,0.3
-76.29116,6.84386,0.3
-76.22116,6.84386,0.1
-76.14116,6.84386,0.1
-76.08116,6.84386,0.1
-76.00116,6.84386,0.1
-75.96116,6.84386,0.1
-76.59116,6.83386,0.1
-76.42116,6.83386,0.1
-76.24116,6.83386,0.1
-76.21116,6.83386,0.1
-76.17116,6.83386,0.1
-76.10116,6.83386,0.1
-76.09116,6.83386,0.1
-76.73116,6.82386,0.1
-76.70116,6.82386,0.1
-76.68116,6.82386,0.1
-76.63116,6.82386,0.1
-76.60116,6.82386,0.1
-76.26116,6.82386,0.3
-76.23116,6.82386,0.1
-76.04116,6.82386,0.1
-76.74116,6.81386,0.1
-76.73116,6.81386,0.1
-76.69116,6.81386,0.1
-76.60116,6.81386,0.1
-76.43116,6.81386,0.3
-76.38116,6.81386,0.3
-76.26116,6.81386,0.3
-76.16116,6.81386,0.1
-76.06116,6.81386,0.1
-76.04116,6.81386,0.1
-76.03116,6.81386,0.1
-76.72116,6.80386,0.1
-76.63116,6.80386,0.1
-76.62116,6.80386,0.1
-76.60116,6.80386,0.1
-76.44116,6.80386,0.3
-76.42116,6.80386,0.3
-76.38116,6.80386,0.3
-76.35116,6.80386,0.3
-76.34116,6.80386,0.3
-76.33116,6.80386,0.3
-76.22116,6.80386,0.3
-76.00116,6.80386,0.1
-75.99116,6.80386,0.1
-75.96116,6.80386,0.1
-75.94116,6.80386,0.1
-76.74116,6.79386,0.1
-76.49116,6.79386,0.1
-76.44116,6.79386,0.3
-76.41116,6.79386,0.3
-76.21116,6.79386,0.3
-76.05116,6.79386,0.1
-76.76116,6.78386,0.1
-76.59116,6.78386,0.1
-76.51116,6.78386,0.1
-76.46116,6.78386,0.3
-76.38116,6.78386,0.3
-76.18116,6.78386,0.1
-76.13116,6.78386,0.1
-75.95116,6.78386,0.1
-75.92116,6.78386,0.1
-76.71116,6.77386,0.1
-76.70116,6.77386,0.1
-76.67116,6.77386,0.1
-76.57116,6.77386,0.1
-76.55116,6.77386,0.1
-76.53116,6.77386,0.1
-76.41116,6.77386,0.3
-76.33116,6.77386,0.3
-76.07116,6.77386,0.1
-76.56116,6.76386,0.1
-76.26116,6.76386,0.3
-76.05116,6.76386,0.1
-75.93116,6.76386,0.1
-76.71116,6.75386,0.1
-76.62116,6.75386,0.1
-76.58116,6.75386,0.1
-76.47116,6.75386,0.3
-76.38116,6.75386,0.3
-76.20116,6.75386,0.3
-76.09116,6.75386,0.1
-76.01116,6.75386,0.1
-75.98116,6.75386,0.1
-75.97116,6.75386,0.1
-76.77116,6.74386,0.1
-76.60116,6.74386,0.1
-76.52116,6.74386,0.1
-76.30116,6.74386,0.3
-76.27116,6.74386,0.3
-76.20116,6.74386,0.3
-76.18116,6.74386,0.3
-76.13116,6.74386,0.1
-76.04116,6.74386,0.1
-75.92116,6.74386,0.1
-76.71116,6.73386,0.1
-76.68116,6.73386,0.1
-76.65116,6.73386,0.1
-76.52116,6.73386,0.1
-76.50116,6.73386,0.3
-76.32116,6.73386,0.3
-76.07116,6.73386,0.1
-76.05116,6.73386,0.1
-76.03116,6.73386,0.1
-75.90116,6.73386,0.1
-76.76116,6.72386,0.1
-76.72116,6.72386,0.1
-76.63116,6.72386,0.1
-76.49116,6.72386,0.3
-76.43116,6.72386,0.3
-76.29116,6.72386,0.3
-76.10116,6.72386,0.1
-76.77116,6.71386,0.1
-76.76116,6.71386,0.1
-76.40116,6.71386,0.3
-76.39116,6.71386,0.3
-76.35116,6.71386,0.3
-76.29116,6.71386,0.3
-76.22116,6.71386,0.3
-76.16116,6.71386,0.3
-76.15116,6.71386,0.3
-76.06116,6.71386,0.1
-76.04116,6.71386,0.1
-75.97116,6.71386,0.1
-75.94116,6.71386,0.1
-75.88116,6.71386,0.1
-76.80116,6.70386,0.1
-76.74116,6.70386,0.1
-76.68116,6.70386,0.1
-76.59116,6.70386,0.1
-76.58116,6.70386,0.1
-76.56116,6.70386,0.1
-76.48116,6.70386,0.3
-76.32116,6.70386,0.3
-76.11116,6.70386,0.3
-76.06116,6.70386,0.1
-76.05116,6.70386,0.1
-76.03116,6.70386,0.1
-76.79116,6.69386,0.1
-76.77116,6.69386,0.1
-76.72116,6.69386,0.1
-76.61116,6.69386,0.1
-76.55116,6.69386,0.1
-76.54116,6.69386,0.1
-76.53116,6.69386,0.3
-76.51116,6.69386,0.3
-76.45116,6.69386,0.3
-76.42116,6.69386,0.3
-76.40116,6.69386,0.3
-76.28116,6.69386,0.3
-76.10116,6.69386,0.3
-76.08116,6.69386,0.1
-75.89116,6.69386,0.1
-76.79116,6.68386,0.1
-76.62116,6.68386,0.1
-76.59116,6.68386,0.1
-76.55116,6.68386,0.1
-76.42116,6.68386,0.3
-76.37116,6.68386,0.3
-76.29116,6.68386,0.3
-76.21116,6.68386,0.3
-76.17116,6.68386,0.3
-76.13116,6.68386,0.3
-76.03116,6.68386,0.1
-76.02116,6.68386,0.1
-75.97116,6.68386,0.1
-75.93116,6.68386,0.1
-76.61116,6.67386,0.1
-76.50116,6.67386,0.3
-76.22116,6.67386,0.3
-76.21116,6.67386,0.3
-76.71116,6.66386,0.1
-76.57116,6.66386,0.1
-76.56116,6.66386,0.1
-76.45116,6.66386,0.3
-76.15116,6.66386,0.3
-76.09116,6.66386,0.3
-76.06116,6.66386,0.1
-75.95116,6.66386,0.1
-75.91116,6.66386,0.1
-76.70116,6.65386,0.1
-76.64116,6.65386,0.1
-76.59116,6.65386,0.1
-76.57116,6.65386,0.1
-76.52116,6.65386,0.3
-76.51116,6.65386,0.3
-76.45116,6.65386,0.3
-76.05116,6.65386,0.1
-75.99116,6.65386,0.1
-75.87116,6.65386,0.1
-75.85116,6.65386,0.1
-76.72116,6.64386,0.1
-76.69116,6.64386,0.1
-76.57116,6.64386,0.1
-76.49116,6.64386,0.3
-76.45116,6.64386,0.3
-76.36116,6.64386,0.3
-76.26116,6.64386,0.3
-76.12116,6.64386,0.3
-75.90116,6.64386,0.1
-75.88116,6.64386,0.1
-76.74116,6.63386,0.1
-76.72116,6.63386,0.1
-76.65116,6.63386,0.1
-76.17116,6.63386,0.3
-76.11116,6.63386,0.3
-76.10116,6.63386,0.3
-76.03116,6.63386,0.1
-75.96116,6.63386,0.1
-75.85116,6.63386,0.1
-76.79116,6.62386,0.1
-76.77116,6.62386,0.1
-76.73116,6.62386,0.1
-76.68116,6.62386,0.1
-76.61116,6.62386,0.1
-76.58116,6.62386,0.1
-76.57116,6.62386,0.1
-76.40116,6.62386,0.3
-76.35116,6.62386,0.3
-76.83116,6.61386,0.1
-76.69116,6.61386,0.1
-76.52116,6.61386,0.3
-76.22116,6.61386,0.3
-76.15116,6.61386,0.3
-76.11116,6.61386,0.3
-76.02116,6.61386,0.1
-76.00116,6.61386,0.1
-75.91116,6.61386,0.1
-76.73116,6.60386,0.1
-76.71116,6.60386,0.1
-76.54116,6.60386,0.3
-76.44116,6.60386,0.3
-76.40116,6.60386,0.3
-76.30116,6.60386,0.3
-76.27116,6.60386,0.3
-76.14116,6.60386,0.3
-76.06116,6.60386,0.3
-76.05116,6.60386,0.3
-75.86116,6.60386,0.1
-75.81116,6.60386,0.1
-76.77116,6.59386,0.1
-76.76116,6.59386,0.1
-76.75116,6.59386,0.1
-76.63116,6.59386,0.1
-76.53116,6.59386,0.3
-76.44116,6.59386,0.3
-76.41116,6.59386,0.3
-76.35116,6.59386,0.3
-76.32116,6.59386,0.3
-76.31116,6.59386,0.3
-76.30116,6.59386,0.3
-76.16116,6.59386,0.3
-76.14116,6.59386,0.3
-75.88116,6.59386,0.1
-76.72116,6.58386,0.1
-76.63116,6.58386,0.1
-76.57116,6.58386,0.3
-76.56116,6.58386,0.3
-76.45116,6.58386,0.3
-76.34116,6.58386,0.3
-76.25116,6.58386,0.3
-76.16116,6.58386,0.3
-76.01116,6.58386,0.3
-76.82116,6.57386,0.1
-76.62116,6.57386,0.1
-76.47116,6.57386,0.3
-76.42116,6.57386,0.3
-76.41116,6.57386,0.3
-76.32116,6.57386,0.3
-76.30116,6.57386,0.3
-76.24116,6.57386,0.3
-76.15116,6.57386,0.3
-76.05116,6.57386,0.3
-76.03116,6.57386,0.3
-76.56116,6.56386,0.3
-76.50116,6.56386,0.3
-76.48116,6.56386,0.3
-76.28116,6.56386,0.3
-76.19116,6.56386,0.3
-76.13116,6.56386,0.3
-76.10116,6.56386,0.3
-75.85116,6.56386,0.1
-76.77116,6.55386,0.1
-76.64116,6.55386,0.1
-76.57116,6.55386,0.3
-76.56116,6.55386,0.3
-76.43116,6.55386,0.3
-76.29116,6.55386,0.3
-76.27116,6.55386,0.3
-76.26116,6.55386,0.3
-76.24116,6.55386,0.3
-76.10116,6.55386,0.3
-75.99116,6.55386,0.3
-75.86116,6.55386,0.1
-76.76116,6.54386,0.1
-76.75116,6.54386,0.1
-76.58116,6.54386,0.3
-76.54116,6.54386,0.3
-76.83116,6.53386,0.1
-76.59116,6.53386,0.3
-76.56116,6.53386,0.3
-76.53116,6.53386,0.3
-76.34116,6.53386,0.3
-76.20116,6.53386,0.3
-75.95116,6.53386,0.1
-75.94116,6.53386,0.1
-75.92116,6.53386,0.1
-76.78116,6.52386,0.1
-76.54116,6.52386,0.3
-76.35116,6.52386,0.3
-76.19116,6.52386,0.3
-76.12116,6.52386,0.3
-76.01116,6.52386,0.3
-76.00116,6.52386,0.3
-75.86116,6.52386,0.1
-75.83116,6.52386,0.1
-75.82116,6.52386,0.1
-76.78116,6.51386,0.1
-76.76116,6.51386,0.1
-76.74116,6.51386,0.1
-76.69116,6.51386,0.1
-76.67116,6.51386,0.1
-76.65116,6.51386,0.1
-76.46116,6.51386,0.3
-76.45116,6.51386,0.3
-76.43116,6.51386,0.3
-76.42116,6.51386,0.3
-76.34116,6.51386,0.3
-76.29116,6.51386,0.3
-76.24116,6.51386,0.3
-76.00116,6.51386,0.3
-75.86116,6.51386,0.1
-76.67116,6.50386,0.1
-76.62116,6.50386,0.1
-76.50116,6.50386,0.3
-76.46116,6.50386,0.3
-76.43116,6.50386,0.3
-76.25116,6.50386,0.3
-76.21116,6.50386,0.3
-76.05116,6.50386,0.3
-75.94116,6.50386,0.1
-75.80116,6.50386,0.1
-76.82116,6.49386,0.1
-76.65116,6.49386,0.1
-76.58116,6.49386,0.3
-76.46116,6.49386,0.3
-76.31116,6.49386,0.3
-76.22116,6.49386,0.3
-76.17116,6.49386,0.3
-76.12116,6.49386,0.3
-76.10116,6.49386,0.3
-76.01116,6.49386,0.3
-76.00116,6.49386,0.3
-75.83116,6.49386,0.1
-76.59116,6.48386,0.3
-76.47116,6.48386,0.3
-76.27116,6.48386,0.3
-76.05116,6.48386,0.3
-75.97116,6.48386,0.3
-75.92116,6.48386,0.1
-75.88116,6.48386,0.1
-75.79116,6.48386,0.1
-75.74116,6.48386,0.1
-76.88116,6.47386,0.1
