lon,lat,intensity
-74.8699,5.2601,1
-74.8489,5.2591,1
-74.8669,5.2581,1
-74.8419,5.2581,1
-74.8389,5.2571,1
-74.8679,5.2561,1
-74.8539,5.2561,1
-74.8399,5.2561,1
-74.8679,5.2551,1
-74.8389,5.2551,1
-74.8569,5.2541,1
-74.8409,5.2541,1
-74.8539,5.2531,1
-74.8369,5.2531,1
-74.8309,5.2531,1
-74.8769,5.2491,1
-74.7279,5.2491,1
-74.8829,5.2481,1
-74.8819,5.2481,1
-74.8239,5.2481,1
-74.7239,5.2481,1
-74.8789,5.2461,1
-74.8089,5.2451,1
-74.8149,5.2441,1
-74.8149,5.2431,1
-74.8809,5.2411,1
-74.8099,5.2411,1
-74.8869,5.2391,1
-74.7249,5.2391,1
-74.7229,5.2391,1
-74.8099,5.2381,1
-74.8059,5.2381,1
-74.7249,5.2381,1
-74.7289,5.2361,1
-74.7289,5.2341,1
-74.7259,5.2341,1
-74.7989,5.2331,1
-74.7309,5.2331,1
-74.8019,5.2321,1
-74.7979,5.2321,1
-74.7909,5.2321,1
-74.7889,5.2321,1
-74.8899,5.2311,1
-74.7889,5.2311,1
-74.7329,5.2311,1
-74.7999,5.2301,1
-74.7989,5.2301,1
-74.7329,5.2301,1
-74.7969,5.2291,1
-74.7959,5.2281,1
-74.7959,5.2271,1
-74.7279,5.2261,1
-74.7669,5.2251,1
-74.7749,5.2241,1
-74.7769,5.2231,1
-74.7779,5.2221,1
-74.7649,5.2201,1
-74.7579,5.2171,1
-74.7319,5.2171,1
-74.7569,5.2141,1
-74.7329,5.2141,1
-74.7569,5.2131,1
-74.8949,5.2101,1
-74.7569,5.2071,1
-74.7559,5.2071,1
-74.7389,5.2071,1
-74.7339,5.2071,1
-74.7549,5.2051,1
-74.7469,5.2051,1
-74.9069,5.2041,1
-74.9029,5.2041,1
-74.8989,5.2041,1
-74.8989,5.2031,1
-74.7479,5.2031,1
-74.9319,5.1891,1
-75.6809,5.1851,1
-75.6779,5.1851,1
-75.6849,5.1831,1
-75.6849,5.1801,1
-75.6769,5.1801,1
-74.9449,5.1801,1
-74.9479,5.1761,1
-75.6699,5.1751,1
-75.6639,5.1721,1
-75.6669,5.1711,1
-74.9629,5.1711,1
-74.9649,5.1701,1
-74.9619,5.1701,1
-75.6629,5.1691,1
-74.9599,5.1691,1
-75.6679,5.1681,1
-74.9659,5.1631,1
-75.6649,5.1621,1
-74.9649,5.1621,1
-74.9699,5.1611,1
-75.6699,5.1601,1
-74.9699,5.1601,1
-75.6689,5.1591,1
-75.6719,5.1561,1
-74.9729,5.1551,1
-74.9789,5.1531,1
-75.6739,5.1521,1
-75.6699,5.1521,1
-74.9719,5.1521,1
-74.9869,5.1501,1
-74.9759,5.1501,1
-75.6769,5.1451,1
-75.0139,5.1431,1
-75.6789,5.1411,1
-75.6769,5.1411,1
-75.6759,5.1411,1
-75.6769,5.1391,1
-75.0249,5.1361,1
-75.6739,5.1331,1
-75.6729,5.1331,1
-75.0259,5.1331,1
-75.6749,5.1321,1
-75.6719,5.1281,1
