rup_mag,dist_rhypo,rup_hypo_depth,result_type,mmi 
5.9,141,10,TOTAL_STDDEV,0.365
5.9,158,10,TOTAL_STDDEV,0.365
5.9,178,10,TOTAL_STDDEV,0.365
5.9,200,10,TOTAL_STDDEV,0.365
5.9,224,10,TOTAL_STDDEV,0.365
5.9,250,10,TOTAL_STDDEV,0.365
6,1.00E-01,10,TOTAL_STDDEV,0.365
6,1,10,TOTAL_STDDEV,0.365
6,2,10,TOTAL_STDDEV,0.365
6,3,10,TOTAL_STDDEV,0.365
6,4,10,TOTAL_STDDEV,0.365
6,5,10,TOTAL_STDDEV,0.365
6,6,10,TOTAL_STDDEV,0.365
6,7,10,TOTAL_STDDEV,0.365
6,8,10,TOTAL_STDDEV,0.365
6,9,10,TOTAL_STDDEV,0.365
6,10,10,TOTAL_STDDEV,0.365
6,11,10,TOTAL_STDDEV,0.365
6,12,10,TOTAL_STDDEV,0.365
6,14,10,TOTAL_STDDEV,0.365
6,16,10,TOTAL_STDDEV,0.365
6,18,10,TOTAL_STDDEV,0.365
6,20,10,TOTAL_STDDEV,0.365
6,22,10,TOTAL_STDDEV,0.365
6,25,10,TOTAL_STDDEV,0.365
6,28,10,TOTAL_STDDEV,0.365
6,32,10,TOTAL_STDDEV,0.365
6,35,10,TOTAL_STDDEV,0.365
6,40,10,TOTAL_STDDEV,0.365
6,45,10,TOTAL_STDDEV,0.365
6,50,10,TOTAL_STDDEV,0.365
6,56,10,TOTAL_STDDEV,0.365
6,63,10,TOTAL_STDDEV,0.365
6,71,10,TOTAL_STDDEV,0.365
6,79,10,TOTAL_STDDEV,0.365
6,89,10,TOTAL_STDDEV,0.365
6,100,10,TOTAL_STDDEV,0.365
6,112,10,TOTAL_STDDEV,0.365
6,126,10,TOTAL_STDDEV,0.365
6,141,10,TOTAL_STDDEV,0.365
6,158,10,TOTAL_STDDEV,0.365
6,178,10,TOTAL_STDDEV,0.365
6,200,10,TOTAL_STDDEV,0.365
6,224,10,TOTAL_STDDEV,0.365
6,250,10,TOTAL_STDDEV,0.365
6.1,1.00E-01,10,TOTAL_STDDEV,0.365
6.1,1,10,TOTAL_STDDEV,0.365
6.1,2,10,TOTAL_STDDEV,0.365
6.1,3,10,TOTAL_STDDEV,0.365
6.1,4,10,TOTAL_STDDEV,0.365
6.1,5,10,TOTAL_STDDEV,0.365
6.1,6,10,TOTAL_STDDEV,0.365
6.1,7,10,TOTAL_STDDEV,0.365
6.1,8,10,TOTAL_STDDEV,0.365
6.1,9,10,TOTAL_STDDEV,0.365
6.1,10,10,TOTAL_STDDEV,0.365
6.1,11,10,TOTAL_STDDEV,0.365
6.1,12,10,TOTAL_STDDEV,0.365
6.1,14,10,TOTAL_STDDEV,0.365
6.1,16,10,TOTAL_STDDEV,0.365
6.1,18,10,TOTAL_STDDEV,0.365
6.1,20,10,TOTAL_STDDEV,0.365
6.1,22,10,TOTAL_STDDEV,0.365
6.1,25,10,TOTAL_STDDEV,0.365
6.1,28,10,TOTAL_STDDEV,0.365
6.1,32,10,TOTAL_STDDEV,0.365
6.1,35,10,TOTAL_STDDEV,0.365
6.1,40,10,TOTAL_STDDEV,0.365
6.1,45,10,TOTAL_STDDEV,0.365
6.1,50,10,TOTAL_STDDEV,0.365
6.1,56,10,TOTAL_STDDEV,0.365
6.1,63,10,TOTAL_STDDEV,0.365
6.1,71,10,TOTAL_STDDEV,0.365
6.1,79,10,TOTAL_STDDEV,0.365
6.1,89,10,TOTAL_STDDEV,0.365
6.1,100,10,TOTAL_STDDEV,0.365
6.1,112,10,TOTAL_STDDEV,0.365
6.1,126,10,TOTAL_STDDEV,0.365
6.1,141,10,TOTAL_STDDEV,0.365
6.1,158,10,TOTAL_STDDEV,0.365
6.1,178,10,TOTAL_STDDEV,0.365
6.1,200,10,TOTAL_STDDEV,0.365
6.1,224,10,TOTAL_STDDEV,0.365
6.1,250,10,TOTAL_STDDEV,0.365
6.2,1.00E-01,10,TOTAL_STDDEV,0.365
6.2,1,10,TOTAL_STDDEV,0.365
6.2,2,10,TOTAL_STDDEV,0.365
6.2,3,10,TOTAL_STDDEV,0.365
6.2,4,10,TOTAL_STDDEV,0.365
6.2,5,10,TOTAL_STDDEV,0.365
6.2,6,10,TOTAL_STDDEV,0.365
6.2,7,10,TOTAL_STDDEV,0.365
6.2,8,10,TOTAL_STDDEV,0.365
6.2,9,10,TOTAL_STDDEV,0.365
6.2,10,10,TOTAL_STDDEV,0.365
6.2,11,10,TOTAL_STDDEV,0.365
6.2,12,10,TOTAL_STDDEV,0.365
6.2,14,10,TOTAL_STDDEV,0.365
6.2,16,10,TOTAL_STDDEV,0.365
6.2,18,10,TOTAL_STDDEV,0.365
6.2,20,10,TOTAL_STDDEV,0.365
6.2,22,10,TOTAL_STDDEV,0.365
6.2,25,10,TOTAL_STDDEV,0.365
6.2,28,10,TOTAL_STDDEV,0.365
6.2,32,10,TOTAL_STDDEV,0.365
6.2,35,10,TOTAL_STDDEV,0.365
6.2,40,10,TOTAL_STDDEV,0.365
6.2,45,10,TOTAL_STDDEV,0.365
6.2,50,10,TOTAL_STDDEV,0.365
6.2,56,10,TOTAL_STDDEV,0.365
6.2,63,10,TOTAL_STDDEV,0.365
6.2,71,10,TOTAL_STDDEV,0.365
6.2,79,10,TOTAL_STDDEV,0.365
6.2,89,10,TOTAL_STDDEV,0.365
6.2,100,10,TOTAL_STDDEV,0.365
6.2,112,10,TOTAL_STDDEV,0.365
6.2,126,10,TOTAL_STDDEV,0.365
6.2,141,10,TOTAL_STDDEV,0.365
6.2,158,10,TOTAL_STDDEV,0.365
6.2,178,10,TOTAL_STDDEV,0.365
6.2,200,10,TOTAL_STDDEV,0.365
6.2,224,10,TOTAL_STDDEV,0.365
6.2,250,10,TOTAL_STDDEV,0.365
6.3,1.00E-01,10,TOTAL_STDDEV,0.365
6.3,1,10,TOTAL_STDDEV,0.365
6.3,2,10,TOTAL_STDDEV,0.365
6.3,3,10,TOTAL_STDDEV,0.365
6.3,4,10,TOTAL_STDDEV,0.365
6.3,5,10,TOTAL_STDDEV,0.365
6.3,6,10,TOTAL_STDDEV,0.365
6.3,7,10,TOTAL_STDDEV,0.365
6.3,8,10,TOTAL_STDDEV,0.365
6.3,9,10,TOTAL_STDDEV,0.365
6.3,10,10,TOTAL_STDDEV,0.365
6.3,11,10,TOTAL_STDDEV,0.365
6.3,12,10,TOTAL_STDDEV,0.365
6.3,14,10,TOTAL_STDDEV,0.365
6.3,16,10,TOTAL_STDDEV,0.365
6.3,18,10,TOTAL_STDDEV,0.365
6.3,20,10,TOTAL_STDDEV,0.365
6.3,22,10,TOTAL_STDDEV,0.365
6.3,25,10,TOTAL_STDDEV,0.365
6.3,28,10,TOTAL_STDDEV,0.365
6.3,32,10,TOTAL_STDDEV,0.365
6.3,35,10,TOTAL_STDDEV,0.365
6.3,40,10,TOTAL_STDDEV,0.365
6.3,45,10,TOTAL_STDDEV,0.365
6.3,50,10,TOTAL_STDDEV,0.365
6.3,56,10,TOTAL_STDDEV,0.365
6.3,63,10,TOTAL_STDDEV,0.365
6.3,71,10,TOTAL_STDDEV,0.365
6.3,79,10,TOTAL_STDDEV,0.365
6.3,89,10,TOTAL_STDDEV,0.365
6.3,100,10,TOTAL_STDDEV,0.365
6.3,112,10,TOTAL_STDDEV,0.365
6.3,126,10,TOTAL_STDDEV,0.365
6.3,141,10,TOTAL_STDDEV,0.365
6.3,158,10,TOTAL_STDDEV,0.365
6.3,178,10,TOTAL_STDDEV,0.365
6.3,200,10,TOTAL_STDDEV,0.365
6.3,224,10,TOTAL_STDDEV,0.365
6.3,250,10,TOTAL_STDDEV,0.365
6.4,1.00E-01,10,TOTAL_STDDEV,0.365
6.4,1,10,TOTAL_STDDEV,0.365
6.4,2,10,TOTAL_STDDEV,0.365
6.4,3,10,TOTAL_STDDEV,0.365
6.4,4,10,TOTAL_STDDEV,0.365
6.4,5,10,TOTAL_STDDEV,0.365
6.4,6,10,TOTAL_STDDEV,0.365
6.4,7,10,TOTAL_STDDEV,0.365
6.4,8,10,TOTAL_STDDEV,0.365
6.4,9,10,TOTAL_STDDEV,0.365
6.4,10,10,TOTAL_STDDEV,0.365
6.4,11,10,TOTAL_STDDEV,0.365
6.4,12,10,TOTAL_STDDEV,0.365
6.4,14,10,TOTAL_STDDEV,0.365
6.4,16,10,TOTAL_STDDEV,0.365
6.4,18,10,TOTAL_STDDEV,0.365
6.4,20,10,TOTAL_STDDEV,0.365
6.4,22,10,TOTAL_STDDEV,0.365
6.4,25,10,TOTAL_STDDEV,0.365
6.4,28,10,TOTAL_STDDEV,0.365
6.4,32,10,TOTAL_STDDEV,0.365
6.4,35,10,TOTAL_STDDEV,0.365
6.4,40,10,TOTAL_STDDEV,0.365
6.4,45,10,TOTAL_STDDEV,0.365
6.4,50,10,TOTAL_STDDEV,0.365
6.4,56,10,TOTAL_STDDEV,0.365
6.4,63,10,TOTAL_STDDEV,0.365
6.4,71,10,TOTAL_STDDEV,0.365
6.4,79,10,TOTAL_STDDEV,0.365
6.4,89,10,TOTAL_STDDEV,0.365
6.4,100,10,TOTAL_STDDEV,0.365
6.4,112,10,TOTAL_STDDEV,0.365
6.4,126,10,TOTAL_STDDEV,0.365
6.4,141,10,TOTAL_STDDEV,0.365
6.4,158,10,TOTAL_STDDEV,0.365
6.4,178,10,TOTAL_STDDEV,0.365
6.4,200,10,TOTAL_STDDEV,0.365
6.4,224,10,TOTAL_STDDEV,0.365
6.4,250,10,TOTAL_STDDEV,0.365
6.5,1.00E-01,10,TOTAL_STDDEV,0.365
6.5,1,10,TOTAL_STDDEV,0.365
6.5,2,10,TOTAL_STDDEV,0.365
6.5,3,10,TOTAL_STDDEV,0.365
6.5,4,10,TOTAL_STDDEV,0.365
6.5,5,10,TOTAL_STDDEV,0.365
6.5,6,10,TOTAL_STDDEV,0.365
6.5,7,10,TOTAL_STDDEV,0.365
6.5,8,10,TOTAL_STDDEV,0.365
6.5,9,10,TOTAL_STDDEV,0.365
6.5,10,10,TOTAL_STDDEV,0.365
6.5,11,10,TOTAL_STDDEV,0.365
6.5,12,10,TOTAL_STDDEV,0.365
6.5,14,10,TOTAL_STDDEV,0.365
6.5,16,10,TOTAL_STDDEV,0.365
6.5,18,10,TOTAL_STDDEV,0.365
6.5,20,10,TOTAL_STDDEV,0.365
6.5,22,10,TOTAL_STDDEV,0.365
6.5,25,10,TOTAL_STDDEV,0.365
6.5,28,10,TOTAL_STDDEV,0.365
6.5,32,10,TOTAL_STDDEV,0.365
6.5,35,10,TOTAL_STDDEV,0.365
6.5,40,10,TOTAL_STDDEV,0.365
6.5,45,10,TOTAL_STDDEV,0.365
6.5,50,10,TOTAL_STDDEV,0.365
6.5,56,10,TOTAL_STDDEV,0.365
6.5,63,10,TOTAL_STDDEV,0.365
6.5,71,10,TOTAL_STDDEV,0.365
6.5,79,10,TOTAL_STDDEV,0.365
6.5,89,10,TOTAL_STDDEV,0.365
6.5,100,10,TOTAL_STDDEV,0.365
6.5,112,10,TOTAL_STDDEV,0.365
6.5,126,10,TOTAL_STDDEV,0.365
6.5,141,10,TOTAL_STDDEV,0.365
6.5,158,10,TOTAL_STDDEV,0.365
6.5,178,10,TOTAL_STDDEV,0.365
6.5,200,10,TOTAL_STDDEV,0.365
6.5,224,10,TOTAL_STDDEV,0.365
6.5,250,10,TOTAL_STDDEV,0.365
6.6,1.00E-01,10,TOTAL_STDDEV,0.365
6.6,1,10,TOTAL_STDDEV,0.365
6.6,2,10,TOTAL_STDDEV,0.365
6.6,3,10,TOTAL_STDDEV,0.365
6.6,4,10,TOTAL_STDDEV,0.365
6.6,5,10,TOTAL_STDDEV,0.365
6.6,6,10,TOTAL_STDDEV,0.365
6.6,7,10,TOTAL_STDDEV,0.365
6.6,8,10,TOTAL_STDDEV,0.365
6.6,9,10,TOTAL_STDDEV,0.365
6.6,10,10,TOTAL_STDDEV,0.365
6.6,11,10,TOTAL_STDDEV,0.365
6.6,12,10,TOTAL_STDDEV,0.365
6.6,14,10,TOTAL_STDDEV,0.365
6.6,16,10,TOTAL_STDDEV,0.365
6.6,18,10,TOTAL_STDDEV,0.365
6.6,20,10,TOTAL_STDDEV,0.365
6.6,22,10,TOTAL_STDDEV,0.365
6.6,25,10,TOTAL_STDDEV,0.365
6.6,28,10,TOTAL_STDDEV,0.365
6.6,32,10,TOTAL_STDDEV,0.365
6.6,35,10,TOTAL_STDDEV,0.365
6.6,40,10,TOTAL_STDDEV,0.365
6.6,45,10,TOTAL_STDDEV,0.365
6.6,50,10,TOTAL_STDDEV,0.365
6.6,56,10,TOTAL_STDDEV,0.365
6.6,63,10,TOTAL_STDDEV,0.365
6.6,71,10,TOTAL_STDDEV,0.365
6.6,79,10,TOTAL_STDDEV,0.365
6.6,89,10,TOTAL_STDDEV,0.365
6.6,100,10,TOTAL_STDDEV,0.365
6.6,112,10,TOTAL_STDDEV,0.365
6.6,126,10,TOTAL_STDDEV,0.365
6.6,141,10,TOTAL_STDDEV,0.365
6.6,158,10,TOTAL_STDDEV,0.365
6.6,178,10,TOTAL_STDDEV,0.365
6.6,200,10,TOTAL_STDDEV,0.365
6.6,224,10,TOTAL_STDDEV,0.365
6.6,250,10,TOTAL_STDDEV,0.365
6.7,1.00E-01,10,TOTAL_STDDEV,0.365
6.7,1,10,TOTAL_STDDEV,0.365
6.7,2,10,TOTAL_STDDEV,0.365
6.7,3,10,TOTAL_STDDEV,0.365
6.7,4,10,TOTAL_STDDEV,0.365
6.7,5,10,TOTAL_STDDEV,0.365
6.7,6,10,TOTAL_STDDEV,0.365
6.7,7,10,TOTAL_STDDEV,0.365
6.7,8,10,TOTAL_STDDEV,0.365
6.7,9,10,TOTAL_STDDEV,0.365
6.7,10,10,TOTAL_STDDEV,0.365
6.7,11,10,TOTAL_STDDEV,0.365
6.7,12,10,TOTAL_STDDEV,0.365
6.7,14,10,TOTAL_STDDEV,0.365
6.7,16,10,TOTAL_STDDEV,0.365
6.7,18,10,TOTAL_STDDEV,0.365
6.7,20,10,TOTAL_STDDEV,0.365
6.7,22,10,TOTAL_STDDEV,0.365
6.7,25,10,TOTAL_STDDEV,0.365
6.7,28,10,TOTAL_STDDEV,0.365
6.7,32,10,TOTAL_STDDEV,0.365
6.7,35,10,TOTAL_STDDEV,0.365
6.7,40,10,TOTAL_STDDEV,0.365
6.7,45,10,TOTAL_STDDEV,0.365
6.7,50,10,TOTAL_STDDEV,0.365
6.7,56,10,TOTAL_STDDEV,0.365
6.7,63,10,TOTAL_STDDEV,0.365
6.7,71,10,TOTAL_STDDEV,0.365
6.7,79,10,TOTAL_STDDEV,0.365
6.7,89,10,TOTAL_STDDEV,0.365
6.7,100,10,TOTAL_STDDEV,0.365
6.7,112,10,TOTAL_STDDEV,0.365
6.7,126,10,TOTAL_STDDEV,0.365
6.7,141,10,TOTAL_STDDEV,0.365
6.7,158,10,TOTAL_STDDEV,0.365
6.7,178,10,TOTAL_STDDEV,0.365
6.7,200,10,TOTAL_STDDEV,0.365
6.7,224,10,TOTAL_STDDEV,0.365
6.7,250,10,TOTAL_STDDEV,0.365
6.8,1.00E-01,10,TOTAL_STDDEV,0.365
6.8,1,10,TOTAL_STDDEV,0.365
6.8,2,10,TOTAL_STDDEV,0.365
6.8,3,10,TOTAL_STDDEV,0.365
6.8,4,10,TOTAL_STDDEV,0.365
6.8,5,10,TOTAL_STDDEV,0.365
6.8,6,10,TOTAL_STDDEV,0.365
6.8,7,10,TOTAL_STDDEV,0.365
6.8,8,10,TOTAL_STDDEV,0.365
6.8,9,10,TOTAL_STDDEV,0.365
6.8,10,10,TOTAL_STDDEV,0.365
6.8,11,10,TOTAL_STDDEV,0.365
6.8,12,10,TOTAL_STDDEV,0.365
6.8,14,10,TOTAL_STDDEV,0.365
6.8,16,10,TOTAL_STDDEV,0.365
6.8,18,10,TOTAL_STDDEV,0.365
6.8,20,10,TOTAL_STDDEV,0.365
6.8,22,10,TOTAL_STDDEV,0.365
6.8,25,10,TOTAL_STDDEV,0.365
6.8,28,10,TOTAL_STDDEV,0.365
6.8,32,10,TOTAL_STDDEV,0.365
6.8,35,10,TOTAL_STDDEV,0.365
6.8,40,10,TOTAL_STDDEV,0.365
6.8,45,10,TOTAL_STDDEV,0.365
6.8,50,10,TOTAL_STDDEV,0.365
6.8,56,10,TOTAL_STDDEV,0.365
6.8,63,10,TOTAL_STDDEV,0.365
6.8,71,10,TOTAL_STDDEV,0.365
6.8,79,10,TOTAL_STDDEV,0.365
6.8,89,10,TOTAL_STDDEV,0.365
6.8,100,10,TOTAL_STDDEV,0.365
6.8,112,10,TOTAL_STDDEV,0.365
6.8,126,10,TOTAL_STDDEV,0.365
6.8,141,10,TOTAL_STDDEV,0.365
6.8,158,10,TOTAL_STDDEV,0.365
6.8,178,10,TOTAL_STDDEV,0.365
6.8,200,10,TOTAL_STDDEV,0.365
6.8,224,10,TOTAL_STDDEV,0.365
6.8,250,10,TOTAL_STDDEV,0.365
6.9,1.00E-01,10,TOTAL_STDDEV,0.365
6.9,1,10,TOTAL_STDDEV,0.365
6.9,2,10,TOTAL_STDDEV,0.365
6.9,3,10,TOTAL_STDDEV,0.365
6.9,4,10,TOTAL_STDDEV,0.365
6.9,5,10,TOTAL_STDDEV,0.365
6.9,6,10,TOTAL_STDDEV,0.365
6.9,7,10,TOTAL_STDDEV,0.365
6.9,8,10,TOTAL_STDDEV,0.365
6.9,9,10,TOTAL_STDDEV,0.365
6.9,10,10,TOTAL_STDDEV,0.365
6.9,11,10,TOTAL_STDDEV,0.365
6.9,12,10,TOTAL_STDDEV,0.365
6.9,14,10,TOTAL_STDDEV,0.365
6.9,16,10,TOTAL_STDDEV,0.365
6.9,18,10,TOTAL_STDDEV,0.365
6.9,20,10,TOTAL_STDDEV,0.365
6.9,22,10,TOTAL_STDDEV,0.365
6.9,25,10,TOTAL_STDDEV,0.365
6.9,28,10,TOTAL_STDDEV,0.365
6.9,32,10,TOTAL_STDDEV,0.365
6.9,35,10,TOTAL_STDDEV,0.365
6.9,40,10,TOTAL_STDDEV,0.365
6.9,45,10,TOTAL_STDDEV,0.365
6.9,50,10,TOTAL_STDDEV,0.365
6.9,56,10,TOTAL_STDDEV,0.365
6.9,63,10,TOTAL_STDDEV,0.365
6.9,71,10,TOTAL_STDDEV,0.365
6.9,79,10,TOTAL_STDDEV,0.365
6.9,89,10,TOTAL_STDDEV,0.365
6.9,100,10,TOTAL_STDDEV,0.365
6.9,112,10,TOTAL_STDDEV,0.365
6.9,126,10,TOTAL_STDDEV,0.365
6.9,141,10,TOTAL_STDDEV,0.365
6.9,158,10,TOTAL_STDDEV,0.365
6.9,178,10,TOTAL_STDDEV,0.365
6.9,200,10,TOTAL_STDDEV,0.365
6.9,224,10,TOTAL_STDDEV,0.365
6.9,250,10,TOTAL_STDDEV,0.365
7,1.00E-01,10,TOTAL_STDDEV,0.365
7,1,10,TOTAL_STDDEV,0.365
7,2,10,TOTAL_STDDEV,0.365
7,3,10,TOTAL_STDDEV,0.365
7,4,10,TOTAL_STDDEV,0.365
7,5,10,TOTAL_STDDEV,0.365
7,6,10,TOTAL_STDDEV,0.365
7,7,10,TOTAL_STDDEV,0.365
7,8,10,TOTAL_STDDEV,0.365
7,9,10,TOTAL_STDDEV,0.365
7,10,10,TOTAL_STDDEV,0.365
7,11,10,TOTAL_STDDEV,0.365
7,12,10,TOTAL_STDDEV,0.365
7,14,10,TOTAL_STDDEV,0.365
7,16,10,TOTAL_STDDEV,0.365
7,18,10,TOTAL_STDDEV,0.365
7,20,10,TOTAL_STDDEV,0.365
7,22,10,TOTAL_STDDEV,0.365
7,25,10,TOTAL_STDDEV,0.365
7,28,10,TOTAL_STDDEV,0.365
7,32,10,TOTAL_STDDEV,0.365
7,35,10,TOTAL_STDDEV,0.365
7,40,10,TOTAL_STDDEV,0.365
7,45,10,TOTAL_STDDEV,0.365
7,50,10,TOTAL_STDDEV,0.365
7,56,10,TOTAL_STDDEV,0.365
7,63,10,TOTAL_STDDEV,0.365
7,71,10,TOTAL_STDDEV,0.365
7,79,10,TOTAL_STDDEV,0.365
7,89,10,TOTAL_STDDEV,0.365
7,100,10,TOTAL_STDDEV,0.365
7,112,10,TOTAL_STDDEV,0.365
7,126,10,TOTAL_STDDEV,0.365
7,141,10,TOTAL_STDDEV,0.365
7,158,10,TOTAL_STDDEV,0.365
7,178,10,TOTAL_STDDEV,0.365
7,200,10,TOTAL_STDDEV,0.365
7,224,10,TOTAL_STDDEV,0.365
7,250,10,TOTAL_STDDEV,0.365
7.1,1.00E-01,10,TOTAL_STDDEV,0.365
7.1,1,10,TOTAL_STDDEV,0.365
7.1,2,10,TOTAL_STDDEV,0.365
7.1,3,10,TOTAL_STDDEV,0.365
7.1,4,10,TOTAL_STDDEV,0.365
7.1,5,10,TOTAL_STDDEV,0.365
7.1,6,10,TOTAL_STDDEV,0.365
7.1,7,10,TOTAL_STDDEV,0.365
7.1,8,10,TOTAL_STDDEV,0.365
7.1,9,10,TOTAL_STDDEV,0.365
7.1,10,10,TOTAL_STDDEV,0.365
7.1,11,10,TOTAL_STDDEV,0.365
7.1,12,10,TOTAL_STDDEV,0.365
7.1,14,10,TOTAL_STDDEV,0.365
7.1,16,10,TOTAL_STDDEV,0.365
7.1,18,10,TOTAL_STDDEV,0.365
7.1,20,10,TOTAL_STDDEV,0.365
7.1,22,10,TOTAL_STDDEV,0.365
7.1,25,10,TOTAL_STDDEV,0.365
7.1,28,10,TOTAL_STDDEV,0.365
7.1,32,10,TOTAL_STDDEV,0.365
7.1,35,10,TOTAL_STDDEV,0.365
7.1,40,10,TOTAL_STDDEV,0.365
7.1,45,10,TOTAL_STDDEV,0.365
7.1,50,10,TOTAL_STDDEV,0.365
7.1,56,10,TOTAL_STDDEV,0.365
7.1,63,10,TOTAL_STDDEV,0.365
7.1,71,10,TOTAL_STDDEV,0.365
7.1,79,10,TOTAL_STDDEV,0.365
7.1,89,10,TOTAL_STDDEV,0.365
7.1,100,10,TOTAL_STDDEV,0.365
7.1,112,10,TOTAL_STDDEV,0.365
7.1,126,10,TOTAL_STDDEV,0.365
7.1,141,10,TOTAL_STDDEV,0.365
7.1,158,10,TOTAL_STDDEV,0.365
7.1,178,10,TOTAL_STDDEV,0.365
7.1,200,10,TOTAL_STDDEV,0.365
7.1,224,10,TOTAL_STDDEV,0.365
7.1,250,10,TOTAL_STDDEV,0.365
7.2,1.00E-01,10,TOTAL_STDDEV,0.365
7.2,1,10,TOTAL_STDDEV,0.365
7.2,2,10,TOTAL_STDDEV,0.365
7.2,3,10,TOTAL_STDDEV,0.365
7.2,4,10,TOTAL_STDDEV,0.365
7.2,5,10,TOTAL_STDDEV,0.365
7.2,6,10,TOTAL_STDDEV,0.365
7.2,7,10,TOTAL_STDDEV,0.365
7.2,8,10,TOTAL_STDDEV,0.365
7.2,9,10,TOTAL_STDDEV,0.365
7.2,10,10,TOTAL_STDDEV,0.365
7.2,11,10,TOTAL_STDDEV,0.365
7.2,12,10,TOTAL_STDDEV,0.365
7.2,14,10,TOTAL_STDDEV,0.365
7.2,16,10,TOTAL_STDDEV,0.365
7.2,18,10,TOTAL_STDDEV,0.365
7.2,20,10,TOTAL_STDDEV,0.365
7.2,22,10,TOTAL_STDDEV,0.365
7.2,25,10,TOTAL_STDDEV,0.365
7.2,28,10,TOTAL_STDDEV,0.365
7.2,32,10,TOTAL_STDDEV,0.365
7.2,35,10,TOTAL_STDDEV,0.365
7.2,40,10,TOTAL_STDDEV,0.365
7.2,45,10,TOTAL_STDDEV,0.365
7.2,50,10,TOTAL_STDDEV,0.365
7.2,56,10,TOTAL_STDDEV,0.365
7.2,63,10,TOTAL_STDDEV,0.365
7.2,71,10,TOTAL_STDDEV,0.365
7.2,79,10,TOTAL_STDDEV,0.365
7.2,89,10,TOTAL_STDDEV,0.365
7.2,100,10,TOTAL_STDDEV,0.365
7.2,112,10,TOTAL_STDDEV,0.365
7.2,126,10,TOTAL_STDDEV,0.365
7.2,141,10,TOTAL_STDDEV,0.365
7.2,158,10,TOTAL_STDDEV,0.365
7.2,178,10,TOTAL_STDDEV,0.365
7.2,200,10,TOTAL_STDDEV,0.365
7.2,224,10,TOTAL_STDDEV,0.365
7.2,250,10,TOTAL_STDDEV,0.365
7.3,1.00E-01,10,TOTAL_STDDEV,0.365
7.3,1,10,TOTAL_STDDEV,0.365
7.3,2,10,TOTAL_STDDEV,0.365
7.3,3,10,TOTAL_STDDEV,0.365
7.3,4,10,TOTAL_STDDEV,0.365
7.3,5,10,TOTAL_STDDEV,0.365
7.3,6,10,TOTAL_STDDEV,0.365
7.3,7,10,TOTAL_STDDEV,0.365
7.3,8,10,TOTAL_STDDEV,0.365
7.3,9,10,TOTAL_STDDEV,0.365
7.3,10,10,TOTAL_STDDEV,0.365
7.3,11,10,TOTAL_STDDEV,0.365
7.3,12,10,TOTAL_STDDEV,0.365
7.3,14,10,TOTAL_STDDEV,0.365
7.3,16,10,TOTAL_STDDEV,0.365
7.3,18,10,TOTAL_STDDEV,0.365
7.3,20,10,TOTAL_STDDEV,0.365
7.3,22,10,TOTAL_STDDEV,0.365
7.3,25,10,TOTAL_STDDEV,0.365
7.3,28,10,TOTAL_STDDEV,0.365
7.3,32,10,TOTAL_STDDEV,0.365
7.3,35,10,TOTAL_STDDEV,0.365
7.3,40,10,TOTAL_STDDEV,0.365
7.3,45,10,TOTAL_STDDEV,0.365
7.3,50,10,TOTAL_STDDEV,0.365
7.3,56,10,TOTAL_STDDEV,0.365
7.3,63,10,TOTAL_STDDEV,0.365
7.3,71,10,TOTAL_STDDEV,0.365
7.3,79,10,TOTAL_STDDEV,0.365
7.3,89,10,TOTAL_STDDEV,0.365
7.3,100,10,TOTAL_STDDEV,0.365
7.3,112,10,TOTAL_STDDEV,0.365
7.3,126,10,TOTAL_STDDEV,0.365
7.3,141,10,TOTAL_STDDEV,0.365
7.3,158,10,TOTAL_STDDEV,0.365
7.3,178,10,TOTAL_STDDEV,0.365
7.3,200,10,TOTAL_STDDEV,0.365
7.3,224,10,TOTAL_STDDEV,0.365
7.3,250,10,TOTAL_STDDEV,0.365
