id,lon,lat,number,structural,night,taxonomy,NAME_3,NAME_2,NAME_1,NAME_4
a41,83.31382,28.93617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Mukot
a42,81.96382,30.06117,2.0,11340.0,10.0,Wood,Humla,Karnali,Mid-Western,Thehe
a43,82.93882,29.08617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a44,80.98882,28.78617,2.0,11340.0,10.0,Wood,Kailali,Seti,Far-Western,RamsikharJhala
a45,84.73882,28.48617,2.0,11340.0,10.0,Wood,Gorkha,Gandaki,West,Prok
a46,87.06382,27.73617,2.0,11340.0,10.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a47,83.16382,29.23617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Tinje
a48,84.06382,28.41117,2.0,11340.0,10.0,Wood,Kaski,Gandaki,West,Parche
a50,82.63882,29.76117,2.0,11340.0,10.0,Wood,Mugu,Karnali,Mid-Western,Mugu
a51,83.46382,29.08617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a52,83.98882,28.41117,2.0,11340.0,10.0,Wood,Kaski,Gandaki,West,Machhapuchchhre
a53,85.03882,28.33617,2.0,11340.0,10.0,Wood,Gorkha,Gandaki,West,Kerauja
a54,87.06382,27.66117,2.0,11340.0,10.0,Wood,Sankhuwasabha,Koshi,East,Yafu
a55,81.88882,30.06117,2.0,11340.0,10.0,Wood,Humla,Karnali,Mid-Western,Bargaun
a56,83.91382,29.31117,2.0,11340.0,10.0,Wood,Mustang,Dhaualagiri,West,Chhonhup
a57,83.23882,29.01117,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Dho
a58,83.98882,28.78617,2.0,11340.0,10.0,Wood,Manang,Gandaki,West,TankiManang
a59,82.11382,30.13617,2.0,11340.0,10.0,Wood,Humla,Karnali,Mid-Western,Kharpunath
a60,83.68882,28.93617,2.0,11340.0,10.0,Wood,Mustang,Dhaualagiri,West,Chhusang
a61,83.91382,28.86117,2.0,11340.0,10.0,Wood,Mustang,Dhaualagiri,West,Chhusang
a62,83.91382,28.71117,2.0,11340.0,10.0,Wood,Manang,Gandaki,West,Khangsar
a63,83.91382,28.48617,2.0,11340.0,10.0,Wood,Kaski,Gandaki,West,Lwangghale
a64,81.13882,29.83617,2.0,11340.0,10.0,Wood,Bajhang,Seti,Far-Western,Kanda
a65,83.08882,29.23617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a66,82.93882,28.86117,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Dunai
a67,84.06382,29.16117,2.0,11340.0,10.0,Wood,Mustang,Dhaualagiri,West,Chhoser
a68,83.23882,28.93617,2.0,11340.0,10.0,Wood,Dolpa,Karnali,Mid-Western,Mukot
a69,84.58882,27.43617,2.0,11340.0,10.0,Wood,Parsa,Narayani,Central,Royal Chitawan Natio
a70,87.13882,27.66117,2.0,11340.0,10.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a71,81.81382,30.28617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Limi
a72,82.78882,29.08617,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Tripurakot
a73,82.63882,27.73617,3.0,11340.0,15.0,Wood,Dang,Rapti,Mid-Western,Gobardiya
a74,82.71382,29.16117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a75,84.51382,28.48617,3.0,11340.0,15.0,Wood,Manang,Gandaki,West,Dharapani
a76,83.01382,29.16117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a77,81.36382,28.56117,3.0,11340.0,15.0,Wood,Bardiya,Bheri,Mid-Western,Royal Bardiya Nation
a78,83.23882,29.23617,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Tinje
a79,84.13882,29.23617,3.0,11340.0,15.0,Wood,Mustang,Dhaualagiri,West,Chhoser
a81,82.03882,30.21117,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Kharpunath
a82,83.01382,29.01117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Lawan
a83,82.63882,29.31117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a84,83.98882,29.08617,3.0,11340.0,15.0,Wood,Mustang,Dhaualagiri,West,Surkhang
a85,88.03882,27.58617,3.0,11340.0,15.0,Wood,Taplejung,Mechi,East,Yamfudin
a86,81.96382,30.28617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Thehe
a87,82.78882,29.23617,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a88,83.31382,29.01117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a89,84.96382,28.41117,3.0,11340.0,15.0,Wood,Gorkha,Gandaki,West,Chumchet
a90,82.78882,29.31117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a91,83.46382,29.01117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a92,81.51382,29.98617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Muchu
a93,83.16382,29.53617,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Saldang
a94,83.61382,28.93617,3.0,11340.0,15.0,Wood,Mustang,Dhaualagiri,West,Chhusang
a95,87.13882,27.73617,3.0,11340.0,15.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a96,81.43882,30.06117,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Muchu
a97,83.91382,28.41117,3.0,11340.0,15.0,Wood,Kaski,Gandaki,West,Lwangghale
a98,81.51382,30.28617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Limi
a99,82.18882,29.98617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Kharpunath
a100,82.56382,29.16117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a101,83.68882,28.63617,3.0,11340.0,15.0,Wood,Mustang,Dhaualagiri,West,Kunjo
a102,87.58882,27.81117,3.0,11340.0,15.0,Wood,Sankhuwasabha,Koshi,East,Chepuwa
a103,83.08882,29.31117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Saldang
a104,87.51382,27.58617,3.0,11340.0,15.0,Wood,Taplejung,Mechi,East,Nalbu
a105,82.93882,29.61117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a106,84.28882,28.48617,3.0,11340.0,15.0,Wood,Manang,Gandaki,West,Chame
a107,87.13882,27.81117,3.0,11340.0,15.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a108,81.58882,30.13617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Muchu
a109,81.96382,30.13617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Thehe
a110,81.66382,30.13617,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Khagalgaun
a111,81.58882,28.33617,3.0,11340.0,15.0,Wood,Bardiya,Bheri,Mid-Western,Royal Bardiya Nation
a112,87.21382,27.73617,3.0,11340.0,15.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a113,81.43882,28.56117,3.0,11340.0,15.0,Wood,Surkhet,Bheri,Mid-Western,Hariharpur
a114,82.86382,29.23617,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a115,83.38882,29.01117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a116,84.58882,28.41117,3.0,11340.0,15.0,Wood,Lamjung,Gandaki,West,Faleni
a118,80.38882,29.01117,3.0,11340.0,15.0,Wood,Kanchanpur,Mahakali,Far-Western,Jhalari
a119,81.96382,28.11117,3.0,11340.0,15.0,Wood,Banke,Bheri,Mid-Western,Kanchanapur
a120,85.86382,28.11117,3.0,11340.0,15.0,Wood,Sindhupalchok,Bagmati,Central,Gumba
a121,81.28882,30.06117,3.0,11340.0,15.0,Wood,Humla,Karnali,Mid-Western,Muchu
a122,82.86382,29.61117,3.0,11340.0,15.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a123,83.98882,29.31117,3.0,11340.0,15.0,Wood,Mustang,Dhaualagiri,West,Chhonhup
a124,83.01382,29.31117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a125,83.46382,28.93617,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a126,86.76382,27.96117,4.0,11340.0,20.0,Wood,Solukhumbu,Sagarmatha,East,Khumjung
a127,85.71382,28.18617,4.0,11340.0,20.0,Wood,Rasuwa,Bagmati,Central,Langtang
a128,84.66382,28.33617,4.0,11340.0,20.0,Wood,Lamjung,Gandaki,West,Dhodeni
a129,82.86382,29.31117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a130,82.63882,29.16117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a131,84.13882,28.71117,4.0,11340.0,20.0,Wood,Manang,Gandaki,West,Nar
a132,83.76382,28.71117,4.0,11340.0,20.0,Wood,Mustang,Dhaualagiri,West,Jomsom
a133,87.06382,27.58617,4.0,11340.0,20.0,Wood,Sankhuwasabha,Koshi,East,Tamku
a134,82.86382,29.38617,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a135,86.83882,27.81117,4.0,11340.0,20.0,Wood,Solukhumbu,Sagarmatha,East,Chaurikharka
a136,80.83882,28.86117,4.0,11340.0,20.0,Wood,Kailali,Seti,Far-Western,Khairala
a137,83.08882,29.01117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Lawan
a138,83.38882,29.08617,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a139,81.43882,28.48617,4.0,11340.0,20.0,Wood,Bardiya,Bheri,Mid-Western,Royal Bardiya Nation
a140,81.51382,30.36117,4.0,11340.0,20.0,Wood,Humla,Karnali,Mid-Western,Limi
a141,84.06382,29.23617,4.0,11340.0,20.0,Wood,Mustang,Dhaualagiri,West,Chhoser
a142,82.78882,29.16117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a143,84.21382,28.41117,4.0,11340.0,20.0,Wood,Kaski,Gandaki,West,Namarjung
a144,80.76382,28.86117,4.0,11340.0,20.0,Wood,Kailali,Seti,Far-Western,Khairala
a145,83.91382,28.78617,4.0,11340.0,20.0,Wood,Mustang,Dhaualagiri,West,Muktinath
a146,83.31382,29.16117,4.0,11340.0,20.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a147,81.58882,29.76117,5.0,11340.0,24.0,Wood,Bajura,Seti,Far-Western,Bichhaiyan
a148,82.71382,27.73617,5.0,11340.0,24.0,Wood,Kapilbastu,Lumbini,West,Gugauli
a149,80.98882,28.86117,5.0,11340.0,24.0,Wood,Kailali,Seti,Far-Western,Pandaun
a150,81.96382,30.21117,5.0,11340.0,24.0,Wood,Humla,Karnali,Mid-Western,Thehe
a151,85.11382,28.41117,5.0,11340.0,24.0,Wood,Gorkha,Gandaki,West,Kerauja
a152,81.36382,29.83617,5.0,11340.0,24.0,Wood,Bajhang,Seti,Far-Western,Kanda
a153,83.76382,28.93617,5.0,11340.0,24.0,Wood,Mustang,Dhaualagiri,West,Chhusang
a154,83.01382,29.53617,5.0,11340.0,24.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a155,81.73882,29.91117,5.0,11340.0,24.0,Wood,Humla,Karnali,Mid-Western,Syada
a156,87.43882,27.66117,5.0,11340.0,24.0,Wood,Sankhuwasabha,Koshi,East,Pawakhola
a157,88.03882,27.51117,5.0,11340.0,24.0,Wood,Taplejung,Mechi,East,Yamfudin
a158,81.73882,30.13617,5.0,11340.0,24.0,Wood,Humla,Karnali,Mid-Western,Khagalgaun
a159,83.53882,28.93617,5.0,11340.0,24.0,Wood,Dolpa,Karnali,Mid-Western,Chharka
a160,86.53882,27.73617,5.0,11340.0,24.0,Wood,Ramechhap,Janakpur,Central,Gumdel
a161,82.33882,29.98617,5.0,11340.0,24.0,Wood,Humla,Karnali,Mid-Western,Shreemastha
a162,81.88882,29.46117,5.0,11340.0,24.0,Wood,Mugu,Karnali,Mid-Western,Gumtha
a163,86.61382,27.96117,5.0,11340.0,24.0,Wood,Solukhumbu,Sagarmatha,East,Namche
a164,86.91382,27.66117,5.0,11340.0,24.0,Wood,Solukhumbu,Sagarmatha,East,Chheskam
a165,84.51382,28.63617,5.0,11340.0,24.0,Wood,Manang,Gandaki,West,Thoche
a166,82.41382,29.76117,5.0,11340.0,24.0,Wood,Mugu,Karnali,Mid-Western,Mugu
a167,85.03882,28.41117,5.0,11340.0,24.0,Wood,Gorkha,Gandaki,West,Kerauja
a168,82.41382,29.83617,5.0,11340.0,24.0,Wood,Humla,Karnali,Mid-Western,Mimi
a169,84.81382,28.41117,6.0,11340.0,29.0,Wood,Gorkha,Gandaki,West,Sirdibas
a170,81.66382,29.98617,6.0,11340.0,29.0,Wood,Humla,Karnali,Mid-Western,Khagalgaun
a171,81.36382,30.13617,6.0,11340.0,29.0,Wood,Humla,Karnali,Mid-Western,Muchu
a172,83.16382,29.38617,6.0,11340.0,29.0,Wood,Dolpa,Karnali,Mid-Western,Saldang
a173,84.06382,29.08617,6.0,11340.0,29.0,Wood,Mustang,Dhaualagiri,West,Surkhang
a174,84.21382,28.33617,6.0,11340.0,29.0,Wood,Lamjung,Gandaki,West,Pasagaun
a175,82.93882,29.31117,6.0,11340.0,29.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a176,83.31382,28.63617,6.0,11340.0,29.0,Wood,Myagdi,Dhaualagiri,West,Mudi
a177,85.18882,28.26117,6.0,11340.0,29.0,Wood,Dhading,Bagmati,Central,Tipling
a178,87.51382,27.81117,6.0,11340.0,29.0,Wood,Sankhuwasabha,Koshi,East,Chepuwa
a179,82.93882,29.23617,6.0,11340.0,29.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a180,83.23882,29.46117,6.0,11340.0,29.0,Wood,Dolpa,Karnali,Mid-Western,Tinje
a181,81.43882,28.41117,6.0,11340.0,29.0,Wood,Bardiya,Bheri,Mid-Western,Royal Bardiya Nation
a182,82.03882,30.06117,6.0,11340.0,29.0,Wood,Humla,Karnali,Mid-Western,Kharpunath
a183,82.03882,30.13617,6.0,11340.0,29.0,Wood,Humla,Karnali,Mid-Western,Thehe
a184,81.58882,29.83617,6.0,11340.0,29.0,Wood,Bajura,Seti,Far-Western,Bichhaiyan
a185,84.58882,28.71117,6.0,11340.0,29.0,Wood,Gorkha,Gandaki,West,Samagaun
a186,83.76382,28.56117,6.0,11340.0,29.0,Wood,Myagdi,Dhaualagiri,West,Narchyang
a187,86.46382,27.88617,6.0,11340.0,29.0,Wood,Dolakha,Janakpur,Central,GauriSankar
a188,83.16382,29.08617,6.0,11340.0,29.0,Wood,Dolpa,Karnali,Mid-Western,Dho
a189,81.13882,28.71117,6.0,11340.0,29.0,Wood,Kailali,Seti,Far-Western,Chauha
a190,87.51382,27.66117,7.0,11340.0,34.0,Wood,Sankhuwasabha,Koshi,East,Pawakhola
a191,84.66382,27.43617,7.0,11340.0,34.0,Wood,Chitawan,Narayani,Central,Royal Chitawan Natio
a192,86.61382,27.81117,7.0,11340.0,34.0,Wood,Solukhumbu,Sagarmatha,East,Namche
a193,83.01382,29.38617,7.0,11340.0,34.0,Wood,Dolpa,Karnali,Mid-Western,Saldang
a194,82.71382,29.23617,7.0,11340.0,34.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a195,83.76382,28.63617,7.0,11340.0,34.0,Wood,Myagdi,Dhaualagiri,West,Narchyang
a196,82.03882,27.96117,7.0,11340.0,34.0,Wood,Banke,Bheri,Mid-Western,Khaskusma
a197,83.16382,28.93617,7.0,11340.0,34.0,Wood,Dolpa,Karnali,Mid-Western,Mukot
a198,85.71382,28.11117,7.0,11340.0,34.0,Wood,Sindhupalchok,Bagmati,Central,Gloche
a199,85.78882,28.11117,7.0,11340.0,34.0,Wood,Sindhupalchok,Bagmati,Central,Gumba
a200,84.96382,28.26117,7.0,11340.0,34.0,Wood,Gorkha,Gandaki,West,Kerauja
a201,84.73882,27.43617,7.0,11340.0,34.0,Wood,Parsa,Narayani,Central,Royal Chitawan Natio
a202,83.76382,28.41117,7.0,11340.0,34.0,Wood,Kaski,Gandaki,West,Ghandruk
a203,86.68882,27.96117,7.0,11340.0,34.0,Wood,Solukhumbu,Sagarmatha,East,Khumjung
a204,82.63882,27.96117,7.0,11340.0,34.0,Wood,Dang,Rapti,Mid-Western,Kabhre
a205,83.98882,28.93617,7.0,11340.0,34.0,Wood,Mustang,Dhaualagiri,West,Surkhang
a206,85.63882,28.11117,7.0,11340.0,34.0,Wood,Sindhupalchok,Bagmati,Central,Motang
a207,81.58882,30.28617,7.0,11340.0,34.0,Wood,Humla,Karnali,Mid-Western,Limi
a208,86.76382,27.73617,7.0,11340.0,34.0,Wood,Solukhumbu,Sagarmatha,East,Chaurikharka
a209,84.58882,28.26117,7.0,11340.0,34.0,Wood,Lamjung,Gandaki,West,Dudhpokhari
a210,83.76382,28.48617,7.0,11340.0,34.0,Wood,Myagdi,Dhaualagiri,West,Narchyang
a211,86.61382,27.88617,7.0,11340.0,34.0,Wood,Solukhumbu,Sagarmatha,East,Namche
a212,83.31382,29.31117,8.0,11340.0,39.0,Wood,Dolpa,Karnali,Mid-Western,Tinje
a213,84.96382,28.33617,8.0,11340.0,39.0,Wood,Gorkha,Gandaki,West,Kerauja
a214,82.86382,29.08617,8.0,11340.0,39.0,Wood,Dolpa,Karnali,Mid-Western,Phoksundo
a215,83.53882,28.63617,8.0,11340.0,39.0,Wood,Myagdi,Dhaualagiri,West,Kuinemangale
a216,82.56382,29.68617,8.0,11340.0,39.0,Wood,Mugu,Karnali,Mid-Western,Mugu
a217,81.36382,30.06117,8.0,11340.0,39.0,Wood,Humla,Karnali,Mid-Western,Muchu
a218,82.86382,29.53617,8.0,11340.0,39.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a219,87.28882,27.73617,8.0,11340.0,39.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a220,81.73882,30.36117,8.0,11340.0,39.0,Wood,Humla,Karnali,Mid-Western,Limi
a221,82.18882,29.91117,8.0,11340.0,39.0,Wood,Humla,Karnali,Mid-Western,Shreemastha
a222,84.36382,28.63617,8.0,11340.0,39.0,Wood,Manang,Gandaki,West,Thoche
a223,84.28882,28.41117,8.0,11340.0,39.0,Wood,Lamjung,Gandaki,West,Khudi
a224,82.93882,27.73617,8.0,11340.0,39.0,Wood,Kapilbastu,Lumbini,West,Barakulpur
a225,81.28882,29.98617,8.0,11340.0,39.0,Wood,Bajhang,Seti,Far-Western,Kanda
a226,86.98882,27.58617,8.0,11340.0,39.0,Wood,Sankhuwasabha,Koshi,East,Bala
a227,82.78882,29.53617,8.0,11340.0,39.0,Wood,Mugu,Karnali,Mid-Western,Dolphu
a228,83.01382,29.46117,8.0,11340.0,39.0,Wood,Dolpa,Karnali,Mid-Western,Bhijer
a229,83.98882,29.01117,8.0,11340.0,39.0,Wood,Mustang,Dhaualagiri,West,Surkhang
a230,82.41382,29.46117,8.0,11340.0,39.0,Wood,Mugu,Karnali,Mid-Western,Kimari
a231,83.23882,29.16117,8.0,11340.0,39.0,Wood,Dolpa,Karnali,Mid-Western,Dho
a232,85.03882,28.26117,8.0,11340.0,39.0,Wood,Dhading,Bagmati,Central,Lapa
a233,85.11382,28.63617,8.0,11340.0,39.0,Wood,Gorkha,Gandaki,West,Chhaikampar
a234,82.71382,28.93617,9.0,11340.0,44.0,Wood,Dolpa,Karnali,Mid-Western,Suhun
a235,82.71382,29.68617,9.0,11340.0,44.0,Wood,Mugu,Karnali,Mid-Western,Dolphu
a236,82.71382,28.86117,9.0,11340.0,44.0,Wood,Dolpa,Karnali,Mid-Western,Majhfal
a237,82.48882,29.31117,9.0,11340.0,44.0,Wood,Jumla,Karnali,Mid-Western,Patarasi
a238,81.28882,29.91117,9.0,11340.0,44.0,Wood,Bajhang,Seti,Far-Western,Kanda
a239,82.41382,29.91117,9.0,11340.0,44.0,Wood,Humla,Karnali,Mid-Western,Mimi
a240,83.91382,28.93617,9.0,11340.0,44.0,Wood,Mustang,Dhaualagiri,West,Chhusang
a241,84.43882,28.48617,9.0,11340.0,44.0,Wood,Lamjung,Gandaki,West,Ghermu
a242,84.43882,27.51117,9.0,11340.0,44.0,Wood,Chitawan,Narayani,Central,Royal Chitawan Natio
a243,82.33882,29.76117,9.0,11340.0,44.0,Wood,Humla,Karnali,Mid-Western,Mimi
a244,82.33882,29.68617,9.0,11340.0,44.0,Wood,Mugu,Karnali,Mid-Western,Mangri
a245,80.98882,28.93617,9.0,11340.0,44.0,Wood,Surkhet,Bheri,Mid-Western,Lagaam
a246,81.06382,29.91117,9.0,11340.0,44.0,Wood,Bajhang,Seti,Far-Western,Kanda
a247,82.56382,29.91117,9.0,11340.0,44.0,Wood,Mugu,Karnali,Mid-Western,Mugu
a248,81.36382,29.91117,9.0,11340.0,44.0,Wood,Bajhang,Seti,Far-Western,Kanda
a249,83.83882,28.41117,9.0,11340.0,44.0,Wood,Kaski,Gandaki,West,Lumle
a250,84.13882,28.33617,9.0,11340.0,44.0,Wood,Kaski,Gandaki,West,Namarjung
a251,81.51382,30.13617,9.0,11340.0,44.0,Wood,Humla,Karnali,Mid-Western,Muchu
a252,82.56382,29.46117,9.0,11340.0,44.0,Wood,Mugu,Karnali,Mid-Western,Dolphu
a253,87.21382,27.66117,10.0,11340.0,49.0,Wood,Sankhuwasabha,Koshi,East,Makalu
a254,83.01382,28.78617,10.0,11340.0,49.0,Wood,Rukum,Rapti,Mid-Western,Ranmamaikot
a255,81.66382,30.21117,10.0,11340.0,49.0,Wood,Humla,Karnali,Mid-Western,Limi
a256,82.63882,29.23617,10.0,11340.0,49.0,Wood,Dolpa,Karnali,Mid-Western,Kaigaun
a257,84.58882,28.63617,10.0,11340.0,49.0,Wood,Gorkha,Gandaki,West,Samagaun
a258,82.26382,29.16117,10.0,11340.0,49.0,Wood,Jumla,Karnali,Mid-Western,Guthichaur
a259,83.08882,28.93617,10.0,11340.0,49.0,Wood,Dolpa,Karnali,Mid-Western,Mukot
a260,82.41382,29.01117,10.0,11340.0,49.0,Wood,Dolpa,Karnali,Mid-Western,Sarmi
a261,87.96382,27.51117,10.0,11340.0,49.0,Wood,Taplejung,Mechi,East,Yamfudin
a262,87.96382,27.73617,10.0,11340.0,49.0,Wood,Taplejung,Mechi,East,Lelep
a263,87.43882,27.51117,10.0,11340.0,49.0,Wood,Sankhuwasabha,Koshi,East,Num
a264,82.41382,29.38617,10.0,11340.0,49.0,Wood,Jumla,Karnali,Mid-Western,Patarasi
a265,80.98882,29.98617,10.0,11340.0,49.0,Wood,Darchula,Mahakali,Far-Western,Ghusa
a266,87.43882,27.36117,10.0,11340.0,49.0,Wood,Sankhuwasabha,Koshi,East,Siddhapokhari
a267,82.71382,29.61117,10.0,11340.0,49.0,Wood,Mugu,Karnali,Mid-Western,Dolphu
a268,84.51382,28.33617,10.0,11340.0,49.0,Wood,Lamjung,Gandaki,West,Bhulbhule
a269,87.96382,27.58617,10.0,11340.0,49.0,Wood,Taplejung,Mechi,East,Tapethok
a270,83.23882,28.86117,10.0,11340.0,49.0,Wood,Dolpa,Karnali,Mid-Western,Mukot
a271,84.28882,28.56117,10.0,11340.0,49.0,Wood,Manang,Gandaki,West,TachiBagarchhap
