rup_mag,rup_ztor,dist_rrup,result_type,damping,pga,0.1,0.2,0.3,0.5,1,2,3
5.00,50.00,143.9618070,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,153.3786160,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,162.8649750,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,172.4093930,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,182.0027470,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,191.6376800,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.00,50.00,201.3082280,TOTAL_STDDEV,5,0.9500000,0.9500000,0.950000048,0.950000048,0.950000048,0.950000048,1.0500000,1.14999998
5.50,50.00,50.2493782,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,52.2015343,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,55.9016991,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,61.0327797,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,67.2681198,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,74.3303452,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,82.0060959,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,90.1387787,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,98.6154175,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,107.3545530,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,116.2970350,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,125.3993610,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,134.6291200,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,143.9618070,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,153.3786160,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,162.8649750,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,172.4093930,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,182.0027470,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,191.6376800,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
5.50,50.00,201.3082280,TOTAL_STDDEV,5,0.9000000,0.9000000,0.900000036,0.900000036,0.900000036,0.900000036,0.9999999,1.0999999
6.00,50.00,50.2493782,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,52.2015343,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,55.9016991,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,61.0327797,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,67.2681198,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,74.3303452,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,82.0060959,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,90.1387787,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,98.6154175,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,107.3545530,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,116.2970350,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,125.3993610,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,134.6291200,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,143.9618070,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,153.3786160,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,162.8649750,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,172.4093930,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,182.0027470,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,191.6376800,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.00,50.00,201.3082280,TOTAL_STDDEV,5,0.8500000,0.8500000,0.850000024,0.850000024,0.850000024,0.850000024,0.9499999,1.04999995
6.50,50.00,50.2493782,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,52.2015343,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,55.9016991,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,61.0327797,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,67.2681198,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,74.3303452,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,82.0060959,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,90.1387787,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,98.6154175,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,107.3545530,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,116.2970350,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,125.3993610,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,134.6291200,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,143.9618070,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,153.3786160,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,162.8649750,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,172.4093930,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,182.0027470,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,191.6376800,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
6.50,50.00,201.3082280,TOTAL_STDDEV,5,0.8000000,0.8000000,0.800000012,0.800000012,0.800000012,0.800000012,0.8999999,0.99999994
7.00,50.00,50.2493782,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,52.2015343,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,55.9016991,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,61.0327797,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,67.2681198,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,74.3303452,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,82.0060959,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,90.1387787,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,98.6154175,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,107.3545530,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,116.2970350,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,125.3993610,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,134.6291200,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,143.9618070,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,153.3786160,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,162.8649750,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,172.4093930,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,182.0027470,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,191.6376800,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.00,50.00,201.3082280,TOTAL_STDDEV,5,0.7500001,0.7500001,0.75000006,0.75000006,0.75000006,0.75000006,0.8500000,0.949999988
7.50,50.00,50.2493782,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,52.2015343,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,55.9016991,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,61.0327797,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,67.2681198,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,74.3303452,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,82.0060959,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,90.1387787,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,98.6154175,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,107.3545530,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,116.2970350,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,125.3993610,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,134.6291200,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,143.9618070,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,153.3786160,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,162.8649750,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,172.4093930,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,182.0027470,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,191.6376800,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
7.50,50.00,201.3082280,TOTAL_STDDEV,5,0.7000000,0.7000000,0.700000048,0.700000048,0.700000048,0.700000048,0.8000000,0.899999976
8.00,50.00,50.2493782,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,52.2015343,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,55.9016991,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,61.0327797,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,67.2681198,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,74.3303452,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,82.0060959,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,90.1387787,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,98.6154175,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,107.3545530,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,116.2970350,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,125.3993610,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,134.6291200,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,143.9618070,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,153.3786160,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,162.8649750,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,172.4093930,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,182.0027470,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,191.6376800,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
8.00,50.00,201.3082280,TOTAL_STDDEV,5,0.6500000,0.6500000,0.650000036,0.650000036,0.650000036,0.650000036,0.7499999,0.849999964
