ZTOR,Delta sigma,kappa,Geometric spreading,Q,Branch,Damping (%),Period,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10
1,1,1,1,2,2,5,0.15,4.23234455,0.2663891,-0.12780177,-1.4746619,-0.006503,0.00078628,0.73868122,0.47361195,-0.39975362,-0.06345654
1,1,1,1,3,3,5,0.15,3.23591572,0.40660989,-0.11230413,-1.42637391,-0.00487482,0.00042644,0.52033386,0.53839607,-0.32540396,0.29149256
1,1,1,2,1,4,5,0.15,5.0788318,0.17184885,-0.13994728,-1.55414422,-0.0073227,0.00101299,1.04454861,0.41814658,-0.23989951,-0.46387297
1,1,1,2,2,5,5,0.15,4.28697126,0.26511956,-0.12810598,-1.48886158,-0.00654288,0.00078533,0.77243953,0.46724114,-0.17830591,-0.24725233
1,1,1,2,3,6,5,0.15,3.28511368,0.40539013,-0.11258312,-1.4393236,-0.00491586,0.00042566,0.5425225,0.53218579,-0.10534098,0.10795472
1,1,1,3,1,7,5,0.15,4.87632614,0.18867551,-0.13778564,-1.52627712,-0.00724793,0.00100838,0.92826308,0.43567239,0.51015258,-1.26763692
1,1,1,3,2,8,5,0.15,4.10349744,0.2813814,-0.12605532,-1.46480571,-0.00646631,0.00078053,0.6941989,0.48359592,0.5761256,-1.05197568
1,1,1,3,3,9,5,0.15,3.11331787,0.42154967,-0.1105863,-1.4179533,-0.00483669,0.00042052,0.49235072,0.54763431,0.65204893,-0.69742244
1,1,2,1,1,10,5,0.15,4.91522617,0.15894183,-0.14310102,-1.5500098,-0.00728126,0.00104249,1.05904555,0.41719206,-0.46423653,-0.22941653
1,1,2,1,2,11,5,0.15,4.14550012,0.24689867,-0.13153516,-1.48339192,-0.00650848,0.00082635,0.7901837,0.46387572,-0.40518027,-0.04371711
1,1,2,1,3,12,5,0.15,3.11684238,0.38713682,-0.11539299,-1.42957843,-0.00489727,0.00047094,0.54578341,0.52998507,-0.3311455,0.27473545
1,1,2,2,1,13,5,0.15,4.9815993,0.15730565,-0.14347553,-1.56653159,-0.00732004,0.00104143,1.11334658,0.41028888,-0.24012874,-0.41378052
1,1,2,2,2,14,5,0.15,4.20196372,0.24556808,-0.13185097,-1.49794825,-0.0065481,0.00082538,0.82694989,0.45742028,-0.18332795,-0.22761957
1,1,2,2,3,15,5,0.15,3.1667409,0.38590182,-0.11567679,-1.44267167,-0.00493807,0.00047012,0.56924801,0.52375511,-0.11093247,0.09117102
1,1,2,3,1,16,5,0.15,4.77365538,0.17430724,-0.14128337,-1.53759131,-0.00724564,0.00103684,0.98726698,0.42805831,0.50869158,-1.21726395
1,1,2,3,2,17,5,0.15,4.01472994,0.26195189,-0.12977766,-1.47315402,-0.00647194,0.00082062,0.74170094,0.47399862,0.57025326,-1.03213289
1,1,2,3,3,18,5,0.15,2.99357104,0.40208331,-0.11367238,-1.42100229,-0.00485929,0.00046504,0.51602131,0.53931681,0.64612357,-0.71410828
1,1,3,1,1,19,5,0.15,4.80816637,0.14613074,-0.14693316,-1.56426013,-0.0072879,0.00106762,1.13084311,0.40981689,-0.45796323,-0.16911907
1,1,3,1,2,20,5,0.15,4.05520927,0.2281763,-0.13566519,-1.49416956,-0.00652414,0.00086463,0.84915871,0.45415678,-0.40642406,-0.0125653
1,1,3,1,3,21,5,0.15,3.00190671,0.36648648,-0.11900541,-1.43407196,-0.0049347,0.00051861,0.57684897,0.5207676,-0.33629389,0.26548468
1,1,3,2,1,22,5,0.15,4.87776494,0.14438332,-0.14732729,-1.58139767,-0.0073267,0.00106656,1.19009184,0.4027854,-0.23317732,-0.35357139
1,1,3,2,2,23,5,0.15,4.11401009,0.22676119,-0.13599676,-1.50916481,-0.00656359,0.00086363,0.88951696,0.44759318,-0.18407055,-0.19655237
1,1,3,2,3,24,5,0.15,3.05263418,0.36524075,-0.11929339,-1.44735063,-0.00497532,0.00051777,0.60188352,0.51451089,-0.11587114,0.08187293
1,1,3,3,1,25,5,0.15,4.66337294,0.16159298,-0.14509939,-1.55118716,-0.00725255,0.00106198,1.05298543,0.42080679,0.51421048,-1.15679829
1,1,3,3,2,26,5,0.15,3.92208355,0.24331013,-0.13389377,-1.48347447,-0.00648769,0.0008589,0.79604506,0.46442432,0.56847663,-1.00086371
1,1,3,3,3,27,5,0.15,2.87765491,0.38145489,-0.11727911,-1.42529074,-0.00489689,0.00051272,0.54488672,0.53020786,0.64074271,-0.72330099
1,2,1,1,1,28,5,0.15,7.00115232,0.04901062,-0.1776346,-1.53013186,-0.0080021,0.00105297,0.99361154,0.42292753,-0.44656303,-0.25469839
1,2,1,1,2,29,5,0.15,6.32582423,0.13333067,-0.16770583,-1.47774573,-0.00695566,0.00079429,0.78257045,0.4640313,-0.38118113,-0.03020869
1,2,1,1,3,30,5,0.15,5.54564951,0.2521472,-0.1560918,-1.44663452,-0.00492077,0.0004032,0.61626409,0.51309953,-0.30111449,0.29798558
1,2,1,2,1,31,5,0.15,7.06029524,0.04772097,-0.177947,-1.54544858,-0.00804149,0.00105198,1.0393102,0.41668904,-0.22385099,-0.43876515
1,2,1,2,2,32,5,0.15,6.3782823,0.13224488,-0.16797895,-1.49172739,-0.00699566,0.00079336,0.8157444,0.45811434,-0.16002112,-0.21392641
1,2,1,2,3,33,5,0.15,5.59492537,0.25104466,-0.15635518,-1.45980475,-0.00496164,0.00040239,0.64097044,0.50727862,-0.08085703,0.1144608
1,2,1,3,1,34,5,0.15,6.86708437,0.06398398,-0.17588219,-1.5189256,-0.00796618,0.0010473,0.93118804,0.43311223,0.52781725,-1.24289182
1,2,1,3,2,35,5,0.15,6.1993432,0.1480956,-0.16599593,-1.46808499,-0.00691896,0.00078854,0.73769635,0.4735765,0.59498102,-1.01882582
1,2,1,3,3,36,5,0.15,5.42306386,0.26694391,-0.15439466,-1.43796332,-0.00488283,0.0003973,0.58409709,0.52205222,0.6760885,-0.69087931
1,2,2,1,1,37,5,0.15,6.86484863,0.03822231,-0.18071646,-1.53987625,-0.008006,0.00108663,1.03704455,0.41781209,-0.44968861,-0.2169304
1,2,2,1,2,38,5,0.15,6.20179192,0.11741528,-0.17097165,-1.4838378,-0.0069949,0.00084047,0.8188059,0.45721675,-0.38836208,-0.01722261
1,2,2,1,3,39,5,0.15,5.38534989,0.23722171,-0.15864033,-1.4474234,-0.00497565,0.00044972,0.63156924,0.50803556,-0.30835586,0.28262598
1,2,2,2,1,40,5,0.15,6.92586293,0.03685541,-0.18104219,-1.55552848,-0.00804532,0.00108562,1.08547659,0.41149143,-0.22659997,-0.40103883
1,2,2,2,2,41,5,0.15,6.25540136,0.11629109,-0.17125204,-1.49804184,-0.00703491,0.00083954,0.8539472,0.45124846,-0.16694782,-0.20097144
1,2,2,2,3,42,5,0.15,5.43483346,0.23612849,-0.15890396,-1.46065759,-0.00501637,0.00044888,0.65699031,0.50221437,-0.08802413,0.09909528
1,2,2,3,1,43,5,0.15,6.72891755,0.05326971,-0.17895292,-1.52832021,-0.00797012,0.00108094,0.97116078,0.42808177,0.5242724,-1.20501416
1,2,2,3,2,44,5,0.15,6.07409191,0.13221888,-0.1692549,-1.47393491,-0.00695833,0.00083473,0.77122132,0.46685608,0.58751528,-1.00576388
1,2,2,3,3,45,5,0.15,5.26248546,0.25201281,-0.15694278,-1.43867507,-0.00493778,0.00044383,0.59829953,0.51704782,0.66876309,-0.7062102
1,2,3,1,1,46,5,0.15,6.70909713,0.03077931,-0.18386755,-1.55218252,-0.00801332,0.00111719,1.08436338,0.41322399,-0.44668979,-0.16999925
1,2,3,1,2,47,5,0.15,6.06418557,0.10366111,-0.17441158,-1.49219463,-0.00704104,0.00088563,0.86064158,0.45040782,-0.39185431,0.0052436
1,2,3,1,3,48,5,0.15,5.21588663,0.22277296,-0.16141715,-1.44940285,-0.00505033,0.00050086,0.65092498,0.50239319,-0.31526715,0.27325545
1,2,3,2,1,49,5,0.15,6.77225704,0.02933318,-0.18420717,-1.56823698,-0.00805249,0.00111618,1.13579751,0.40681436,-0.22314584,-0.35420619
1,2,3,2,2,50,5,0.15,6.11933694,0.10247891,-0.17470235,-1.50668638,-0.00708087,0.00088468,0.89815177,0.44436668,-0.17011568,-0.17857563
1,2,3,2,3,51,5,0.15,5.26563635,0.22169575,-0.16167938,-1.46273403,-0.00509075,0.0005,0.67725987,0.49656394,-0.0948259,0.08961892
1,2,3,3,1,52,5,0.15,6.57098864,0.04591027,-0.18209129,-1.540213,-0.00797751,0.00111151,1.01477975,0.42356809,0.52677996,-1.15795684
1,2,3,3,2,53,5,0.15,5.93486612,0.11852724,-0.17268488,-1.48198649,-0.00700446,0.00087988,0.80990039,0.46015104,0.58365509,-0.98320697
1,2,3,3,3,54,5,0.15,5.09253349,0.2375717,-0.1597172,-1.44054806,-0.00501257,0.00049497,0.61626591,0.51147618,0.66173704,-0.7155539
1,3,1,1,1,55,5,0.15,7.88685778,-0.01208878,-0.19666958,-1.52693287,-0.0082406,0.00105832,0.98431599,0.42380191,-0.44015905,-0.2420586
1,3,1,1,2,56,5,0.15,7.27605827,0.06589113,-0.18789613,-1.47935475,-0.00709963,0.00079015,0.79875539,0.46090259,-0.37365968,-0.01525775
1,3,1,1,3,57,5,0.15,6.60753388,0.17241598,-0.17831417,-1.45499709,-0.0049284,0.00039182,0.6609338,0.50278978,-0.29138639,0.30186902
1,3,1,2,1,58,5,0.15,7.94436317,-0.01330737,-0.19696838,-1.54196393,-0.00828014,0.00105735,1.02800834,0.41776423,-0.21778301,-0.4260454
1,3,1,2,2,59,5,0.15,7.32778184,0.06486141,-0.18815933,-1.49325191,-0.00713973,0.00078924,0.83163498,0.45515009,-0.15261347,-0.19892588
1,3,1,2,3,60,5,0.15,6.65712792,0.17133728,-0.17857477,-1.46828903,-0.00496907,0.00039099,0.68688983,0.49709617,-0.07099981,0.11830753
1,3,1,3,1,61,5,0.15,7.75464561,0.00278593,-0.19493465,-1.51602029,-0.00820452,0.00105263,-0.92402938,0.4337684,0.53457562,-1.2303414
1,3,1,3,2,62,5,0.15,7.15037807,0.0805859,-0.18619847,-1.46976918,-0.00706283,0.0007844,-0.7538085,0.47028848,0.6025984,-1.00390997
1,3,1,3,3,63,5,0.15,6.48470211,0.18717202,-0.17662295,-1.44618933,-0.00489052,0.00038592,0.62673304,0.51165559,0.68567088,-0.68696351
1,3,2,1,1,64,5,0.15,7.72880799,-0.02067379,-0.199465,-1.5353722,-0.00824495,0.00109355,1.0162168,0.42010889,-0.44464016,-0.2091085
1,3,2,1,2,65,5,0.15,7.13158205,0.05202022,-0.1908903,-1.48409808,-0.00714898,0.00083801,0.82682482,0.45550717,-0.3818209,-0.00473435
1,3,2,1,3,66,5,0.15,6.42726879,0.15972175,-0.18060715,-1.45465857,-0.00499196,0.0004383,0.67058709,0.49917573,-0.29937238,0.28718719
1,3,2,2,1,67,5,0.15,7.78756371,-0.02193413,-0.19977145,-1.55064525,-0.00828443,0.00109257,1.06178171,0.4140194,-0.22199602,-0.39313084
1,3,2,2,2,68,5,0.15,7.18404431,0.05097559,-0.19115676,-1.49815614,-0.00718902,0.00083709,0.8611544,0.44972295,-0.16058337,-0.18844739
1,3,2,2,3,69,5,0.15,6.47675715,0.15867227,-0.18086456,-1.46797089,-0.00503262,0.00043746,0.69694375,0.49349648,-0.07898043,0.1036627
1,3,2,3,1,70,5,0.15,7.5952086,-0.00573794,-0.19772122,-1.52420913,-0.00820886,0.00108784,0.95348363,0.43013374,0.52979058,-1.19731284
1,3,2,3,2,71,5,0.15,7.00496568,0.06674898,-0.18918667,-1.47433566,-0.00711226,0.00083226,0.77979099,0.46496799,0.59423488,-0.99333318
1,3,2,3,3,72,5,0.15,6.30439741,0.17446283,-0.17891725,-1.44581829,-0.00495415,0.00043241,0.63566165,0.50808282,0.67765426,-0.70163406
1,3,3,1,1,73,5,0.15,7.54504523,-0.02502044,-0.20218244,-1.54652538,-0.00825057,0.00112586,1.05094353,0.41697552,-0.44334492,-0.16746162
1,3,3,1,2,74,5,0.15,6.96649809,0.04127067,-0.19389225,-1.49119782,-0.00720507,0.0008853,0.85923047,0.4502123,-0.38652825,0.01466259
1,3,3,1,3,75,5,0.15,6.23000027,0.1485276,-0.18294043,-1.45551962,-0.00507736,0.00048996,0.68342446,0.49513894,-0.30709861,0.27791956
1,3,3,2,1,76,5,0.15,7.60540127,-0.02634113,-0.20249926,-1.5620967,-0.00829001,0.00112488,1.09860994,0.41081967,-0.22036145,-0.35154418
1,3,3,2,2,77,5,0.15,7.02018882,0.04017551,-0.19416757,-1.50547776,-0.00724497,0.00088437,0.89537198,0.44436791,-0.1650429,-0.16910562
1,3,3,2,3,78,5,0.15,6.27971498,0.14747694,-0.18319862,-1.46888638,-0.00511796,0.00048911,0.71041752,0.48945004,-0.08664364,0.09436622
1,3,3,3,1,79,5,0.15,7.40970989,-0.01000439,-0.20042711,-1.53505454,-0.00821449,0.00112015,0.98559449,0.42705376,0.53071511,-1.15557389
1,3,3,3,2,80,5,0.15,6.83865127,0.05604403,-0.19218147,-1.48119613,-0.00716841,0.00087955,0.80978269,0.45975519,0.58923407,-0.97385292
1,3,3,3,3,81,5,0.15,6.10685767,0.1632687,-0.18124946,-1.44661459,-0.00503963,0.00048408,0.64752689,0.50410167,0.66985983,-0.71088061
2,1,1,1,1,82,5,0.15,5.54077601,0.16278317,-0.14124446,-1.64995634,-0.00726676,0.00101478,2.61076898,0.30106387,-0.3587958,-0.28377987
2,1,1,1,2,83,5,0.15,4.63803663,0.25698766,-0.12930351,-1.55832867,-0.00648847,0.0007866,1.85567656,0.35379245,-0.32306644,-0.0653675
2,1,1,1,3,84,5,0.15,3.59500956,0.39843404,-0.11385471,-1.49923488,-0.0048504,0.00042444,1.31562503,0.4170362,-0.26265103,0.29394024
2,1,1,2,1,85,5,0.15,5.65010683,0.161399,-0.1416369,-1.67782159,-0.00730307,0.00101323,2.77880618,0.29308972,-0.12278919,-0.46868852
2,1,1,2,2,86,5,0.15,4.72200151,0.25621135,-0.12959012,-1.58094245,-0.00652582,0.00078512,1.95407251,0.34690601,-0.09222918,-0.24996923
2,1,1,2,3,87,5,0.15,3.66494442,0.39794416,-0.11407822,-1.51888513,-0.00488907,0.00042312,1.37439499,0.41084659,-0.03476263,0.10955928
2,1,1,3,1,88,5,0.15,5.34994641,0.17890115,-0.1392832,-1.62645991,-0.00723451,0.00100932,2.37844649,0.31440977,0.60254055,-1.26998844
2,1,1,3,2,89,5,0.15,4.47780547,0.27239772,-0.12746823,-1.54121353,-0.00645446,0.00078104,1.72034708,0.36522852,0.64458506,-1.05209247
2,1,1,3,3,90,5,0.15,3.45106379,0.41353459,-0.11209113,-1.48557461,-0.00481463,0.00041868,1.23676272,0.42693498,0.70836836,-0.69307585
2,1,2,1,1,91,5,0.15,5.48604569,0.14834618,-0.14481066,-1.67272328,-0.00726057,0.00104271,2.84288019,0.29110156,-0.35084261,-0.23206603
2,1,2,1,2,92,5,0.15,4.57940575,0.23729273,-0.13309369,-1.57354226,-0.00649206,0.00082646,2.02174995,0.34208993,-0.32314903,-0.04490184
2,1,2,1,3,93,5,0.15,3.4816444,0.37883879,-0.11694093,-1.50372,-0.00487386,0.00046915,1.38285636,0.40846669,-0.26715411,0.27715518
2,1,2,2,1,94,5,0.15,5.6020393,0.14688028,-0.14521945,-1.70208938,-0.00729647,0.00104114,3.02878132,0.2830578,-0.11346056,-0.41699537
2,1,2,2,2,95,5,0.15,4.66796535,0.23641779,-0.13339888,-1.59712112,-0.00652914,0.00082494,2.13214772,0.33505438,-0.0913771,-0.22955182
2,1,2,2,3,96,5,0.15,3.55324115,0.37830293,-0.11717439,-1.52369593,-0.00491229,0.0004678,1.4457528,0.40221264,-0.03893859,0.09273753
2,1,2,3,1,97,5,0.15,5.28661093,0.164596,-0.14282689,-1.64731845,-0.00722849,0.00103726,2.58376442,0.30466366,0.60868355,-1.21824719
2,1,2,3,2,98,5,0.15,4.41358752,0.25282977,-0.13123606,-1.55525903,-0.00645831,0.00082091,1.86897224,0.35383882,0.64335624,-1.03155944
2,1,2,3,3,99,5,0.15,3.33602175,0.39397103,-0.11517008,-1.48970534,-0.00483828,0.00046342,1.29811869,0.41852576,0.70352579,-0.70983661
2,1,3,1,1,100,5,0.15,5.43504511,0.13577879,-0.14869513,-1.70078083,-0.00726157,0.00106702,3.10933131,0.28147447,-0.33371121,-0.169644
2,1,3,1,2,101,5,0.15,4.5272005,0.21839563,-0.13730028,-1.59318151,-0.00650447,0.00086428,2.2230972,0.32994461,-0.31718787,-0.01262419
2,1,3,1,3,102,5,0.15,3.37776075,0.35801922,-0.12057188,-1.51066614,-0.00491149,0.00051691,1.47108061,0.39858212,-0.27016496,0.26806262
2,1,3,2,1,103,5,0.15,5.55805684,0.13426958,-0.14911545,-1.73179129,-0.00729693,0.0010654,3.31328955,0.27345987,-0.09486987,-0.35454659
2,1,3,2,2,104,5,0.15,4.62143442,0.2174065,-0.137627,-1.61796282,-0.00654126,0.00086275,2.34801319,0.32276137,-0.0842667,-0.19730504
2,1,3,2,3,105,5,0.15,3.45135869,0.35744888,-0.12081376,-1.5310722,-0.00494971,0.00051552,1.53925468,0.39226031,-0.04154499,0.08365322
2,1,3,3,1,106,5,0.15,5.22606398,0.15211865,-0.14669395,-1.67316935,-0.00722991,0.00106158,2.82135829,0.29514136,0.62377448,-1.15582249
2,1,3,3,2,107,5,0.15,4.35418116,0.23408777,-0.13541495,-1.57337666,-0.00647111,0.00085876,2.04875469,0.34202456,0.64782068,-0.99916533
2,1,3,3,3,108,5,0.15,3.22965809,0.37320437,-0.11878981,-1.49613262,-0.00487613,0.0005112,1.37844698,0.40884582,0.70000572,-0.7188823
2,2,1,1,1,109,5,0.15,7.47465618,0.03941809,-0.17895746,-1.63135716,-0.00799567,0.00105534,2.53885613,0.30196316,-0.35143034,-0.25901528
2,2,1,1,2,110,5,0.15,6.7165359,0.12479495,-0.16895451,-1.55949214,-0.00694794,0.00079573,1.95133031,0.34512808,-0.30683774,-0.03134801
2,2,1,1,3,111,5,0.15,5.92606668,0.24505016,-0.15744289,-1.52653512,-0.00489783,0.00040149,1.57737377,0.39074866,-0.23360116,0.30248453
2,2,1,2,1,112,5,0.15,7.57328064,0.03838371,-0.17928456,-1.65720287,-0.0080326,0.00105387,2.68467933,0.29481546,-0.11736765,-0.44387411
2,2,1,2,2,113,5,0.15,6.79622698,0.12427322,-0.16919529,-1.58150547,-0.00698558,0.00079429,2.04452745,0.33892894,-0.07662423,-0.21588797
2,2,1,2,3,114,5,0.15,5.99717935,0.24465933,-0.15765103,-1.54665284,-0.00493642,0.00040018,1.64252856,0.38506073,-0.0052962,0.11810768
2,2,1,3,1,115,5,0.15,7.29612267,0.05511988,-0.17707412,-1.61016603,-0.00796235,0.00104976,2.33150697,0.31432639,0.61217947,-1.24539808
2,2,1,3,2,116,5,0.15,6.56062729,0.13993275,-0.16716922,-1.54295705,-0.00691347,0.0007901,1.81821139,0.35587798,0.66142822,-1.01815303
2,2,1,3,3,117,5,0.15,5.78027589,0.26004118,-0.15569763,-1.51221436,-0.00486215,0.00039573,1.48531139,0.40033925,0.73679996,-0.68450345
2,2,2,1,1,118,5,0.15,7.36783091,0.0288193,-0.18205116,-1.64854005,-0.00799663,0.0010886,2.68957702,0.29541283,-0.34843634,-0.22040804
2,2,2,1,2,119,5,0.15,6.60880912,0.10887632,-0.17222831,-1.56957458,-0.00698642,0.00084185,2.06168325,0.33732391,-0.31061694,-0.01801028
2,2,2,1,3,120,5,0.15,5.76490959,0.230043,-0.15996743,-1.52713522,-0.0049546,0.00044837,1.61288604,0.38599491,-0.24067731,0.28678913
2,2,2,2,1,121,5,0.15,7.47081129,0.02770541,-0.18239255,-1.67532447,-0.00803333,0.00108711,2.84643122,0.2881856,-0.11349311,-0.40529449
2,2,2,2,2,122,5,0.15,6.69142598,0.10827591,-0.17248272,-1.59217691,-0.00702402,0.00084041,2.1624349,0.33101739,-0.07982256,-0.20257649
2,2,2,2,3,123,5,0.15,5.83653166,0.2296633,-0.16017594,-1.54739348,-0.00499302,0.00044701,1.68015992,0.38028691,-0.01223987,0.10242832
2,2,2,3,1,124,5,0.15,7.18384307,0.04462626,-0.18015029,-1.62617148,-0.00796368,0.00108304,2.46589249,0.30793332,0.61403671,-1.20670616
2,2,2,3,2,125,5,0.15,6.4494714,0.12409296,-0.17042938,-1.55232127,-0.00695218,0.00083623,1.91744191,0.34828032,0.6569327,-1.00474671
2,2,2,3,3,126,5,0.15,5.618447,0.24503943,-0.15822027,-1.51265994,-0.00491897,0.00044261,1.51752363,0.39567626,0.7295709,-0.70018051
2,2,3,1,1,127,5,0.15,7.25021382,0.02172642,-0.18521935,-1.67055886,-0.00799947,0.0011185,2.86207063,0.28918474,-0.33765236,-0.17213813
2,2,3,1,2,128,5,0.15,6.49532498,0.09515501,-0.1756932,-1.58381606,-0.00703042,0.00088673,2.19765088,0.32908874,-0.30924494,0.00509638
2,2,3,1,3,129,5,0.15,5.59829329,0.21554243,-0.16272865,-1.52984112,-0.00503018,0.00049972,1.66284446,0.38038254,-0.2467186,0.27716075
2,2,3,2,1,130,5,0.15,7.35805783,0.02055068,-0.18557404,-1.69842951,-0.00803581,0.00111698,3.03042895,0.28192207,-0.10173383,-0.35700295
2,2,3,2,2,131,5,0.15,6.58161933,0.09446965,-0.17596306,-1.60718049,-0.00706782,0.00088527,2.30759115,0.32266813,-0.07771839,-0.17949651
2,2,3,2,3,132,5,0.15,5.67091868,0.21514757,-0.16294083,-1.55032082,-0.00506849,0.00049836,1.7331379,0.37463226,-0.01807014,0.09277338
2,2,3,3,1,133,5,0.15,7.06000546,0.03763448,-0.18330178,-1.64681871,-0.00796658,0.00111293,2.6208657,0.30180228,0.62351271,-1.15841768
2,2,3,3,2,134,5,0.15,6.3314816,0.11047955,-0.17387625,-1.56562666,-0.00699634,0.00088112,2.03974457,0.34026557,0.65738105,-0.98157288
2,2,3,3,3,135,5,0.15,5.45066845,0.23055442,-0.16097755,-1.5151079,-0.00499472,0.00049398,1.56289407,0.39018104,0.72328446,-0.70979194
2,3,1,1,1,136,5,0.15,8.34225508,-0.02139032,-0.19789165,-1.62436057,-0.00823747,0.00106121,2.49177263,0.30379806,-0.348383,-0.24653002
2,3,1,1,2,137,5,0.15,7.66391455,0.05760577,-0.18906801,-1.5609115,-0.00709395,0.00079196,1.98977715,0.34211805,-0.29973934,-0.01610089
2,3,1,1,3,138,5,0.15,6.99889663,0.16573641,-0.1795886,-1.53826548,-0.00490593,0.00039022,1.69989651,0.38009095,-0.22157779,0.30731231
2,3,1,2,1,139,5,0.15,8.43651212,-0.02228703,-0.19819329,-1.64936888,-0.00827469,0.00105977,2.62762909,0.29699071,-0.11514005,-0.4313312
2,3,1,2,2,140,5,0.15,7.74209489,0.05717116,-0.18929271,-1.58270532,-0.00713199,0.00079055,2.08092693,0.33616955,-0.06975004,-0.20055056
2,3,1,2,3,141,5,0.15,7.07095174,0.16536037,-0.17979467,-1.55864341,-0.00494441,0.00038889,1.76836053,0.37456243,0.00697162,0.12292534
2,3,1,3,1,142,5,0.15,8.16859087,-0.0058407,-0.19603692,-1.60410662,-0.00820382,0.0010556,2.29591073,0.31575925,0.61615736,-1.2329768
2,3,1,3,2,143,5,0.15,7.50943759,0.07265424,-0.18729975,-1.5445679,-0.00705937,0.00078631,1.85740458,0.35262517,0.66872682,-1.00291589
2,3,1,3,3,144,5,0.15,6.85183738,0.18070311,-0.17784776,-1.5235801,-0.00487031,0.00038445,1.60120091,0.38960396,0.7484667,-0.6796417
2,3,2,1,1,145,5,0.15,8.20710233,-0.02971856,-0.2006823,-1.63877432,-0.00823945,0.0010961,2.60378344,0.29894627,-0.34786792,-0.21297003
2,3,2,1,2,146,5,0.15,7.53123587,0.04377728,-0.19205615,-1.56865211,-0.00714307,0.00083982,2.07451712,0.33600179,-0.30524401,-0.00540262
2,3,2,1,3,147,5,0.15,6.81476449,0.15297337,-0.18185023,-1.53705284,-0.0049717,0.00043711,1.71846171,0.37691609,-0.22988737,0.29212872
2,3,2,2,1,148,5,0.15,8.30456917,-0.0306765,-0.20099507,-1.66446954,-0.00827652,0.00109465,2.74747045,0.29207602,-0.1139899,-0.39777321
2,3,2,2,2,149,5,0.15,7.61172166,0.04327106,-0.19229286,-1.59089665,-0.00718084,0.0008384,2.1714885,0.32996062,-0.07480768,-0.18994002
2,3,2,2,3,150,5,0.15,6.88690033,0.15261574,-0.18205439,-1.5574809,-0.00501017,0.00043577,1.78812101,0.37138013,-0.00129238,0.10775885
2,3,2,3,1,151,5,0.15,8.02944971,-0.01407847,-0.19881341,-1.61768204,-0.00820587,0.00109049,2.3963572,0.3110195,0.61585917,-1.19937739
2,3,2,3,2,152,5,0.15,7.37412517,0.05889877,-0.19027628,-1.55177692,-0.00710856,0.00083416,1.93360421,0.34667727,0.66268777,-0.99216938
2,3,2,3,3,153,5,0.15,6.66756316,0.16793357,-0.18010997,-1.5223239,-0.00493611,0.00043134,1.61784296,0.38648757,0.74012235,-0.69482633
2,3,3,1,1,154,5,0.15,8.05362698,-0.0336576,-0.20340134,-1.65786177,-0.00824082,0.00112779,2.73120161,0.29450672,-0.34012847,-0.170359
2,3,3,1,2,155,5,0.15,7.38440994,0.03313135,-0.19506565,-1.58035399,-0.00719742,0.00088688,2.17800654,0.32969869,-0.30607833,0.01442471
2,3,3,1,3,156,5,0.15,6.61725737,0.14172022,-0.18416352,-1.53790117,-0.00505858,0.00048904,1.74899984,0.37307169,-0.23727802,0.28251386
2,3,3,2,1,157,5,0.15,8.15475024,-0.03467252,-0.20372552,-1.68435642,-0.00827769,0.00112633,2.88295508,0.28760272,-0.10551527,-0.35516675
2,3,3,2,2,158,5,0.15,7.46764255,0.03256216,-0.19531384,-1.60316942,-0.00723505,0.00088545,2.28178156,0.32356728,-0.07508728,-0.17014455
2,3,3,2,3,159,5,0.15,6.69001446,0.14135244,-0.18437032,-1.55846464,-0.00509696,0.0004877,1.82070849,0.36750152,-0.00854989,0.09812638
2,3,3,3,1,160,5,0.15,7.87132907,-0.01793026,-0.2015183,-1.63576233,-0.0082074,0.00112218,2.51153959,0.30664608,0.62262376,-1.15672174
2,3,3,3,2,161,5,0.15,7.22389886,0.04833586,-0.19327184,-1.56277356,-0.00716305,0.00088123,2.02688976,0.34054458,0.6611496,-0.97228745
2,3,3,3,3,162,5,0.15,6.46940592,0.15668602,-0.18242152,-1.5230217,-0.00502307,0.00048328,1.6453135,0.38273177,0.73257742,-0.70440978
1,1,1,1,1,1,5,0.2,4.93714531,0.13441793,-0.154784,-1.44310262,-0.00754344,0.00089766,0.75097654,0.46215619,-0.34590741,-0.17199654
1,1,1,1,2,2,5,0.2,4.33578803,0.21593246,-0.14557775,-1.40815951,-0.0065595,0.00067081,0.6007354,0.50212313,-0.29259087,0.03744845
1,1,1,1,3,3,5,0.2,3.7064317,0.31401805,-0.13607378,-1.38699246,-0.00488105,0.00036975,0.49254162,0.54360163,-0.23504419,0.32148628
1,1,1,2,1,4,5,0.2,4.99009123,0.13327758,-0.15506816,-1.45710774,-0.0075833,0.00089671,0.78572563,0.45578719,-0.12469153,-0.35574298
1,1,1,2,2,5,5,0.2,4.38443847,0.21491022,-0.14583597,-1.42129109,-0.00659992,0.00066992,0.62700585,0.49594623,-0.07237953,-0.14606967
1,1,1,2,3,6,5,0.2,3.75372653,0.31289917,-0.13633547,-1.39963944,-0.00492213,0.00036897,0.51351116,0.53739828,-0.01534057,0.1380293
1,1,1,3,1,7,5,0.2,4.80975966,0.14926811,-0.1530552,-1.43338792,-0.00750703,0.00089195,0.70424624,0.47242592,0.63019113,-1.16056218
1,1,1,3,2,8,5,0.2,4.21307686,0.23070129,-0.14387358,-1.39946055,-0.00652226,0.000665,0.56605116,0.51187109,0.68465277,-0.95139309
