Weighting Option,Branch,Damping (%),Period,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10
updated,5,5,0.1,5.9714682800E+00,3.1251255000E-01,-1.4316813000E-01,-1.6125323100E+00,-4.4762300000E-03,4.8671000000E-04,1.9604777200E+00,3.4998568000E-01,5.0338117000E-01,-8.5965838000E-01
updated,1,5,0.15,5.4816867600E+00,6.8640240000E-02,-1.6067018000E-01,-1.4883163400E+00,-8.5560200000E-03,1.1365200000E-03,3.3186055600E+00,2.6470020000E-01,3.4340647000E-01,-7.9198969000E-01
updated,2,5,0.15,6.0642627100E+00,7.3298460000E-02,-1.7770567000E-01,-1.4292810600E+00,-7.2669000000E-03,8.9111000000E-04,1.5348311000E+00,3.6683997000E-01,1.4195926000E-01,-6.3676809000E-01
updated,3,5,0.15,6.3704687700E+00,7.2700020000E-02,-1.8008984000E-01,-1.4320140700E+00,-6.9758300000E-03,8.4211000000E-04,1.2766163900E+00,3.9495209000E-01,2.9775779000E-01,-7.1724299000E-01
updated,4,5,0.15,6.3506834900E+00,8.3189230000E-02,-1.7978812000E-01,-1.3816492900E+00,-6.9939600000E-03,8.0411000000E-04,1.0064708000E+00,4.2340475000E-01,3.7924817000E-01,-7.8099204000E-01
updated,5,5,0.15,6.2617916900E+00,1.9350540000E-01,-1.7264754000E-01,-1.4614025500E+00,-4.4900700000E-03,4.0053000000E-04,1.1126059700E+00,4.2038865000E-01,4.1696838000E-01,-6.1434074000E-01
updated,1,5,0.2,5.6163599700E+00,4.9946700000E-03,-1.8055972000E-01,-1.3871447500E+00,-8.6987900000E-03,1.0148200000E-03,2.5535439600E+00,2.9887954000E-01,4.2089723000E-01,-6.8881715000E-01
updated,2,5,0.2,6.4823268800E+00,-1.6698650000E-02,-2.0526445000E-01,-1.3354685400E+00,-7.1686400000E-03,7.4371000000E-04,1.5020033200E+00,3.6652612000E-01,1.2546377000E-01,-4.4110455000E-01
updated,3,5,0.2,6.5569346000E+00,1.4150000000E-03,-2.0492868000E-01,-1.3295740200E+00,-6.7288100000E-03,6.9512000000E-04,9.4966731000E-01,4.3298369000E-01,3.5175192000E-01,-6.5520683000E-01
updated,4,5,0.2,6.7696148600E+00,1.1744930000E-02,-2.0630413000E-01,-1.3490417500E+00,-6.7102600000E-03,6.6195000000E-04,-6.1669221000E-01,4.9340181000E-01,5.5462092000E-01,-7.7898372000E-01
updated,5,5,0.2,6.8433784600E+00,8.3160450000E-02,-2.0500807000E-01,-1.4049046000E+00,-4.3340000000E-03,3.0546000000E-04,8.1792498000E-01,4.6144040000E-01,5.0739872000E-01,-5.7708149000E-01
updated,1,5,0.3,6.5211937400E+00,-1.1654086000E-01,-2.2427777000E-01,-1.3847743700E+00,-8.1688300000E-03,7.4910000000E-04,3.0348394600E+00,2.8455481000E-01,6.5494873000E-01,-5.0047604000E-01
updated,2,5,0.3,7.0358025900E+00,-1.3424679000E-01,-2.5159052000E-01,-1.2394437500E+00,-6.5710400000E-03,4.8121000000E-04,1.4323740500E+00,3.7276197000E-01,1.4959941000E-01,-1.3517342000E-01
updated,3,5,0.3,7.0339003200E+00,-9.3913100000E-02,-2.4790089000E-01,-1.2763600600E+00,-5.9856800000E-03,4.3648000000E-04,6.2546932000E-01,4.9304669000E-01,5.8432785000E-01,-6.0012602000E-01
updated,4,5,0.3,7.4601476300E+00,-1.0129044000E-01,-2.5290882000E-01,-1.3199562100E+00,-6.0842500000E-03,4.3133000000E-04,6.8574649000E-01,4.7856180000E-01,7.3461208000E-01,-6.2791436000E-01
updated,5,5,0.3,7.5453133600E+00,-4.6399810000E-02,-2.5463393000E-01,-1.3629017500E+00,-3.8463000000E-03,1.4788000000E-04,6.0584328000E-01,5.0398322000E-01,7.4098313000E-01,-6.1571114000E-01
updated,1,5,0.4,7.4517708900E+00,-2.1400998000E-01,-2.5889521000E-01,-1.4534891000E+00,-7.8255700000E-03,6.1181000000E-04,4.4005159200E+00,2.4213048000E-01,8.8375021000E-01,-4.1501035000E-01
updated,2,5,0.4,7.4534938400E+00,-2.2424268000E-01,-2.8548028000E-01,-1.1948392700E+00,-6.3634500000E-03,3.7072000000E-04,1.7144497600E+00,3.4258780000E-01,2.1259571000E-01,1.8181250000E-02
updated,3,5,0.4,7.3744260900E+00,-1.6793939000E-01,-2.7993840000E-01,-1.2498144200E+00,-5.6884000000E-03,3.1845000000E-04,5.4734245000E-01,5.0923746000E-01,7.7425811000E-01,-5.9092947000E-01
updated,4,5,0.4,7.8145044100E+00,-1.8230390000E-01,-2.8604744000E-01,-1.2831232000E+00,-5.8903500000E-03,3.3869000000E-04,-8.2252680000E-01,4.4636070000E-01,8.2353788000E-01,-5.2177458000E-01
updated,5,5,0.4,7.7702595800E+00,-1.1759887000E-01,-2.8602604000E-01,-1.3233373100E+00,-3.8106600000E-03,1.0237000000E-04,5.2728814000E-01,5.1829131000E-01,9.0035489000E-01,-6.6097043000E-01
updated,1,5,0.5,8.2793900200E+00,-2.7770671000E-01,-2.8469272000E-01,-1.5616590600E+00,-7.5004200000E-03,5.2952000000E-04,6.0289402600E+00,2.0861366000E-01,1.0774040000E+00,-3.5657856000E-01
updated,2,5,0.5,7.6586778300E+00,-2.6902671000E-01,-3.0804185000E-01,-1.1880467400E+00,-6.1524000000E-03,3.0814000000E-04,2.2074439600E+00,3.0436947000E-01,2.7881512000E-01,1.0358411000E-01
updated,3,5,0.5,7.4417935000E+00,-2.0199913000E-01,-3.0084201000E-01,-1.2325524000E+00,-5.5449300000E-03,2.6556000000E-04,5.1708895000E-01,5.1404306000E-01,8.9465653000E-01,-5.8112820000E-01
updated,4,5,0.5,7.8009496200E+00,-2.0940014000E-01,-3.0594240000E-01,-1.2577343500E+00,-5.7146300000E-03,2.9355000000E-04,9.2266726000E-01,4.2446325000E-01,8.8111431000E-01,-4.7906404000E-01
updated,5,5,0.5,7.6631319600E+00,-1.3681396000E-01,-3.0453111000E-01,-1.2961143400E+00,-3.8130300000E-03,8.6250000000E-05,4.7965303000E-01,5.2684923000E-01,1.0045214300E+00,-6.9051929000E-01
updated,1,5,0.75,9.9677347600E+00,-3.3955043000E-01,-3.2333240000E-01,-1.9134268400E+00,-6.8980900000E-03,4.5456000000E-04,1.0266817720E+01,1.6094567000E-01,1.4493247400E+00,-2.2502277000E-01
updated,2,5,0.75,7.8444927100E+00,-2.9539886000E-01,-3.3868572000E-01,-1.2608098200E+00,-5.7756900000E-03,2.8132000000E-04,4.2597273300E+00,2.1543085000E-01,4.5288510000E-01,1.5396095000E-01
updated,3,5,0.75,6.9774342000E+00,-2.0079670000E-01,-3.2644344000E-01,-1.1955500400E+00,-5.4529800000E-03,2.5984000000E-04,4.4469022000E-01,5.2846253000E-01,1.0266512100E+00,-5.5630751000E-01
updated,4,5,0.75,7.1780151900E+00,-1.8881861000E-01,-3.2866466000E-01,-1.2165490100E+00,-5.5764200000E-03,2.9225000000E-04,1.0446021900E+00,3.9698966000E-01,9.4886029000E-01,-4.2480310000E-01
updated,5,5,0.75,6.7423941500E+00,-8.4434940000E-02,-3.2208835000E-01,-1.2451253300E+00,-4.0383800000E-03,1.2075000000E-04,3.8149567000E-01,5.5198606000E-01,1.1149669100E+00,-6.7866295000E-01
updated,1,5,1,1.2012478080E+01,-3.4007545000E-01,-3.4411826000E-01,-2.4444264000E+00,-6.5901900000E-03,4.5309000000E-04,1.5981625220E+01,1.2638780000E-01,1.8393855400E+00,-4.9280200000E-02
updated,2,5,1,7.1421883700E+00,-2.5254099000E-01,-3.4825521000E-01,-1.2367176600E+00,-5.8340900000E-03,3.3295000000E-04,4.6614552400E+00,1.9896583000E-01,4.7346396000E-01,1.9706908000E-01
updated,3,5,1,6.1463185900E+00,-1.5213366000E-01,-3.3457326000E-01,-1.1519315500E+00,-5.7045200000E-03,3.2633000000E-04,3.4077704000E-01,5.5967749000E-01,1.0719622400E+00,-5.3045654000E-01
updated,4,5,1,6.1883774500E+00,-1.2070690000E-01,-3.3405612000E-01,-1.1685515900E+00,-5.7045900000E-03,3.3840000000E-04,9.3268453000E-01,4.0482665000E-01,9.6839023000E-01,-3.9465196000E-01
updated,5,5,1,5.5526544300E+00,7.8609200000E-03,-3.2321907000E-01,-1.1949073400E+00,-4.4686900000E-03,2.0078000000E-04,-2.7790917000E-01,5.9114688000E-01,1.1478344100E+00,-6.4515949000E-01
updated,1,5,1.5,2.5390345520E+01,-1.9768367000E-01,-3.6152657000E-01,-5.6822141500E+00,-4.9090000000E-03,3.8181000000E-04,4.1478283750E+01,6.6007520000E-02,3.0954388700E+00,1.3548754000E+00
updated,2,5,1.5,4.9868837700E+00,-9.0633520000E-02,-3.4550546000E-01,-1.1054175400E+00,-6.0936300000E-03,4.2155000000E-04,3.1570670100E+00,2.4198651000E-01,4.3475776000E-01,1.9249992000E-01
updated,3,5,1.5,4.1560106700E+00,2.2396360000E-02,-3.2960219000E-01,-1.0871797800E+00,-6.0430100000E-03,4.1823000000E-04,1.6935368000E-01,6.5550941000E-01,1.1251256900E+00,-5.4021318000E-01
updated,4,5,1.5,3.9618182000E+00,7.9212690000E-02,-3.2517670000E-01,-1.0903573400E+00,-6.1572200000E-03,4.1245000000E-04,5.4432841000E-01,4.7556837000E-01,9.9598790000E-01,-3.3529159000E-01
updated,5,5,1.5,3.1033391100E+00,2.3812691000E-01,-3.0838659000E-01,-1.1233887400E+00,-5.1536300000E-03,3.1861000000E-04,1.3850212000E-01,6.8756316000E-01,1.1848249600E+00,-6.1230028000E-01
updated,1,5,2,2.5626120020E+01,-5.0113800000E-02,-3.6067296000E-01,-6.0090083800E+00,-4.3332100000E-03,3.7134000000E-04,4.2846088680E+01,6.7965930000E-02,3.1158106700E+00,1.5701576000E+00
updated,2,5,2,2.3236307800E+00,1.4252154000E-01,-3.2539668000E-01,-9.4656102000E-01,-6.0529100000E-03,4.6275000000E-04,6.8995974000E-01,4.4131436000E-01,2.6443730000E-01,2.4095183000E-01
updated,3,5,2,2.2117827700E+00,2.2783153000E-01,-3.1425257000E-01,-1.0626911800E+00,-5.9800000000E-03,4.5493000000E-04,9.7652590000E-02,7.3620343000E-01,1.1179179900E+00,-5.1968741000E-01
updated,4,5,2,1.9435172200E+00,2.9175332000E-01,-3.0804625000E-01,-1.0650615200E+00,-6.1084600000E-03,4.5079000000E-04,3.6174758000E-01,5.3396246000E-01,9.9171782000E-01,-3.2026462000E-01
updated,5,5,2,8.9187653000E-01,4.7694190000E-01,-2.8653942000E-01,-1.0990926500E+00,-5.3070500000E-03,3.7655000000E-04,8.7658640000E-02,7.5581621000E-01,1.1751112200E+00,-5.7423196000E-01
updated,1,5,3,1.0143098600E+00,2.1184284000E-01,-3.1933338000E-01,-1.0439306100E+00,-6.7784200000E-03,6.2592000000E-04,5.8381241000E-01,5.3135445000E-01,7.0789742000E-01,-6.5832720000E-02
updated,2,5,3,-1.1681459300E+00,5.1852946000E-01,-2.8902262000E-01,-8.9754201000E-01,-6.0925100000E-03,5.1363000000E-04,2.4203421000E-01,5.9171865000E-01,2.6085663000E-01,2.3770762000E-01
updated,3,5,3,-1.1152539500E+00,6.0006334000E-01,-2.7879711000E-01,-1.0486742800E+00,-6.0019200000E-03,4.9996000000E-04,5.5461700000E-02,8.2462341000E-01,1.1559907100E+00,-5.2132505000E-01
updated,4,5,3,-1.3341933800E+00,6.5645115000E-01,-2.7212415000E-01,-1.0612968400E+00,-6.1241700000E-03,5.1154000000E-04,2.6417589000E-01,5.8384827000E-01,1.0623809300E+00,-3.7830905000E-01
updated,5,5,3,-2.6399663000E+00,8.7541739000E-01,-2.4457136000E-01,-1.0933613200E+00,-5.5750900000E-03,4.5319000000E-04,6.5539330000E-02,8.0596332000E-01,1.2233754200E+00,-5.7215075000E-01
updated,1,5,4,-2.1774538000E+00,5.4505429000E-01,-2.8211237000E-01,-9.5966519000E-01,-6.8178400000E-03,6.8686000000E-04,1.1203398000E-01,7.6271633000E-01,5.6076094000E-01,2.9925220000E-02
updated,2,5,4,-3.6699717700E+00,7.9602539000E-01,-2.5837191000E-01,-9.0620363000E-01,-6.2402900000E-03,5.8815000000E-04,2.2845790000E-01,6.0117563000E-01,2.6920896000E-01,2.7243688000E-01
updated,3,5,4,-3.5792356800E+00,8.8073701000E-01,-2.4768237000E-01,-1.0730732800E+00,-6.1471900000E-03,5.7324000000E-04,5.9420070000E-02,8.1839326000E-01,1.1803836900E+00,-4.8241475000E-01
updated,4,5,4,-3.7189536000E+00,9.2963542000E-01,-2.4115027000E-01,-1.0994209600E+00,-6.2566800000E-03,5.9073000000E-04,3.0405568000E-01,5.6843070000E-01,1.1207272400E+00,-3.7978132000E-01
updated,5,5,4,-5.1107380800E+00,1.1583546200E+00,-2.1122418000E-01,-1.1292470400E+00,-5.8550500000E-03,5.4300000000E-04,8.4401220000E-02,7.7447343000E-01,1.2634701100E+00,-5.3339983000E-01
updated,1,5,5,-4.5026618600E+00,8.0953434000E-01,-2.5164433000E-01,-9.5739023000E-01,-6.8304000000E-03,7.3525000000E-04,6.0089420000E-02,8.5292832000E-01,5.0200551000E-01,1.1919509000E-01
updated,2,5,5,-5.5640689700E+00,1.0156335500E+00,-2.3268151000E-01,-9.4759266000E-01,-6.3661400000E-03,6.4977000000E-04,3.1542956000E-01,5.6100654000E-01,2.9976811000E-01,3.2423777000E-01
updated,3,5,5,-5.4776807600E+00,1.1060796500E+00,-2.2115089000E-01,-1.1236692500E+00,-6.2578900000E-03,6.3357000000E-04,7.9788110000E-02,7.8207006000E-01,1.2171530500E+00,-4.2806859000E-01
updated,4,5,5,-5.5322029100E+00,1.1469340800E+00,-2.1515323000E-01,-1.1617954100E+00,-6.3541200000E-03,6.5126000000E-04,3.7447478000E-01,5.4651135000E-01,1.1852600900E+00,-3.5148583000E-01
updated,5,5,5,-6.9542335600E+00,1.3766150600E+00,-1.8423897000E-01,-1.1875785000E+00,-6.0467300000E-03,6.1341000000E-04,1.1433345000E-01,7.3696581000E-01,1.3094659000E+00,-4.7909558000E-01
updated,1,5,7.5,-8.7862998100E+00,1.3403384300E+00,-1.9020061000E-01,-1.0285088200E+00,-6.5849100000E-03,7.5612000000E-04,4.2590770000E-02,9.1632536000E-01,4.5968741000E-01,2.9867722000E-01
updated,2,5,7.5,-8.9580654700E+00,1.4372024400E+00,-1.8331649000E-01,-1.0755500200E+00,-6.3040100000E-03,7.0071000000E-04,3.9977802000E-01,5.4762161000E-01,3.8641288000E-01,4.3371594000E-01
updated,3,5,7.5,-8.8806080100E+00,1.5380237400E+00,-1.7069367000E-01,-1.2661264700E+00,-6.1529300000E-03,6.7860000000E-04,1.0735549000E-01,7.5711641000E-01,1.3090465600E+00,-3.0992260000E-01
updated,4,5,7.5,-8.7947547500E+00,1.5592704600E+00,-1.6623430000E-01,-1.3124168600E+00,-6.2558900000E-03,6.9872000000E-04,3.5932797000E-01,5.7227174000E-01,1.3120033200E+00,-2.7082308000E-01
updated,5,5,7.5,-1.0189136020E+01,1.7794267200E+00,-1.3526336000E-01,-1.3306390800E+00,-6.0605800000E-03,6.7246000000E-04,1.2418807000E-01,7.4035663000E-01,1.3997147000E+00,-3.5586699000E-01
updated,1,5,10,-1.1609089040E+01,1.7096978700E+00,-1.4770077000E-01,-1.1224289900E+00,-6.1507100000E-03,7.2173000000E-04,6.4108000000E-02,8.6996021000E-01,4.6266506000E-01,4.2277725000E-01
updated,2,5,10,-1.1361297650E+01,1.7388013900E+00,-1.4781652000E-01,-1.1690353000E+00,-6.0020500000E-03,6.8751000000E-04,3.2963948000E-01,5.8986872000E-01,4.1251788000E-01,5.3971630000E-01
updated,3,5,10,-1.1299090420E+01,1.8438325200E+00,-1.3490928000E-01,-1.3609825500E+00,-5.8253700000E-03,6.6186000000E-04,9.6385370000E-02,7.8436160000E-01,1.3252565500E+00,-1.9317077000E-01
updated,4,5,10,-1.1096391320E+01,1.8457996300E+00,-1.3254564000E-01,-1.4066280200E+00,-5.9396900000E-03,6.8326000000E-04,2.6628261000E-01,6.2791923000E-01,1.3451507800E+00,-1.7515556000E-01
updated,5,5,10,-1.2390219750E+01,2.0482879700E+00,-1.0321059000E-01,-1.4200057900E+00,-5.7912600000E-03,6.6101000000E-04,-9.7352730000E-02,7.8487454000E-01,1.4090311000E+00,-2.3489415000E-01
