lon,lat,unit,susc_cat,gwd,vs30,cti
-76.53477175,3.41133759,Q6,vh,0.1,270.0,6.139782
-76.52813337,3.458728751,Q6,vh,0.1,330.0,6.322057
-76.53128096,3.363521753,Q6,vh,0.1,330.0,6.678837
-76.52805444,3.33957312,Q6,vh,0.1,330.0,5.223566
-76.51572449,3.47081188,Q6,vh,0.1,330.0,7.526017
-76.5088562,3.47912227,Q6,vh,0.1,270.0,7.238328
-76.52377766,3.416132453,Q6,vh,0.1,270.0,8.442367
-76.51689144,3.3904864110000004,Q6,vh,0.1,270.0,7.120632
-76.548937,3.453398953,Q6,vh,0.1,555.0,4.8869753
-76.55086716,3.4593073710000004,Q6,vh,0.1,555.0,11.801433
-76.50952999,3.477935498,Q6,vh,0.1,270.0,7.238328
-76.56357378,3.410908595,Q6,vh,0.1,555.0,4.320627
-76.51344406,3.473866204,Q6,vh,0.1,270.0,6.139717
-76.55918825,3.460760606,Q6,vh,0.1,425.0,8.662556
-76.55149841,3.4578889910000004,Q6,vh,0.1,555.0,11.801433
-76.50344285,3.394829159,Q6,vh,0.1,210.0,6.139801
-76.55033319,3.450758088,Q6,vh,0.1,555.0,3.277539
-76.50710406,3.482963917,Q6,vh,0.1,270.0,12.513053
-76.54975104,3.4582350930000003,Q6,vh,0.1,555.0,11.801433
-76.54132574,3.375194097,Q6,vh,0.1,330.0,5.1282187
-76.50235621,3.494737417,Q6,vh,0.1,270.0,6.1396933
-76.50291936,3.485155401,Q6,vh,0.1,270.0,12.520986
-76.5516052,3.451050305,Q6,vh,0.1,555.0,3.277539
-76.531882,3.413266974,Q6,vh,0.1,270.0,6.139782
-76.52759542,3.41450733,Q6,vh,0.1,270.0,7.526079
-76.52796879,3.459176854,Q6,vh,0.1,330.0,6.322057
-76.55944445,3.414298938,Q6,vh,0.1,425.0,4.635705
-76.50615895,3.484206684,Q6,vh,0.1,270.0,12.520986
-76.50365040000001,3.394647872,Q6,vh,0.1,210.0,6.139801
-76.51094883,3.477488094,Q6,vh,0.1,270.0,12.491202
-76.5397025,3.365544835,Q6,vh,0.1,425.0,5.85215
-76.56324305,3.412811879,Q6,vh,0.1,555.0,4.320627
-76.53174984,3.413206399,Q6,vh,0.1,270.0,6.139782
-76.53019873,3.413747675,Q6,vh,0.1,270.0,7.526079
-76.53073312,3.456356485,Q6,vh,0.1,425.0,6.322057
-76.51187826,3.475420036,Q6,vh,0.1,270.0,6.139717
-76.54902917,3.452302769,Q6,vh,0.1,555.0,4.8869753
-76.55384221,3.450104493,Q6,vh,0.1,555.0,3.0716875
-76.51481154,3.472064083,Q6,vh,0.1,270.0,7.526017
-76.5305231,3.387932053,Q6,vh,0.1,330.0,6.42749
-76.55059511,3.459635344,Q6,vh,0.1,555.0,11.801433
-76.52214159,3.387869781,Q6,vh,0.1,330.0,6.609809
-76.54673168,3.4520521260000003,Q6,vh,0.1,555.0,3.555742
-76.52508591,3.359115719,Q6,vh,0.1,330.0,5.0412254
-76.56459348,3.45518909,Q6,vh,0.1,425.0,3.6548288
-76.52948535,3.363780157,Q6,vh,0.1,330.0,9.275339
-76.55722651,3.4131175710000003,Q6,vh,0.1,425.0,4.635705
-76.52425688,3.359706609,Q6,vh,0.1,330.0,5.0412254
-76.54883903,3.452059015,Q6,vh,0.1,555.0,3.277539
-76.48043616,3.4760338660000003,Q5,h,0.2,270.0,6.139717
-76.48235582,3.47682726,Q5,h,0.2,270.0,9.794706
-76.48126408,3.47477043,Q5,h,0.2,270.0,9.794706
-76.47971862,3.474582963,Q5,h,0.2,270.0,6.139717
-76.48003557,3.476085648,Q5,h,0.2,270.0,6.139717
-76.48013278,3.473390802,Q5,h,0.2,270.0,6.139717
-76.48245542,3.472084428,Q5,h,0.2,270.0,5.7342567
-76.48214326,3.476181022,Q5,h,0.2,270.0,9.794706
-76.47745264,3.474230781,Q5,h,0.2,210.0,6.139717
-76.4808426,3.475631608,Q5,h,0.2,270.0,6.139717
-76.48240315,3.474538066,Q5,h,0.2,270.0,9.794706
-76.48189068,3.476331685,Q5,h,0.2,270.0,9.794706
-76.48149128,3.475422102,Q5,h,0.2,270.0,9.794706
-76.48029979,3.473915986,Q5,h,0.2,270.0,6.139717
-76.47998684,3.475911887,Q5,h,0.2,270.0,6.139717
-76.48674549,3.4459957410000004,Q4,h,0.3,210.0,5.7342796
-76.49806093,3.440036539,Q4,h,0.3,270.0,7.931509
-76.49542779999999,3.466251395,Q4,h,0.3,270.0,5.7342606
-76.48922398,3.467062314,Q4,h,0.3,270.0,7.526023
-76.48162994,3.460726857,Q4,h,0.3,210.0,6.832878
-76.49131899999998,3.48918643,Q4,h,0.3,270.0,6.139703
-76.49153652,3.471829952,Q4,h,0.3,270.0,10.70408
-76.49031655,3.471841627,Q4,h,0.3,270.0,10.70408
-76.49083375,3.469244507,Q4,h,0.3,270.0,10.70408
-76.4808069,3.451145819,Q4,h,0.3,210.0,6.8328876
-76.47914321,3.456781367,Q4,h,0.3,270.0,6.139735
-76.48668288,3.453753524,Q4,h,0.3,210.0,7.238348
-76.49487032,3.487777679,Q4,h,0.3,270.0,6.139703
-76.48396787,3.479336743,Q4,h,0.3,270.0,6.832859
-76.49322552,3.467646728,Q4,h,0.3,270.0,8.7300005
-76.49091968,3.4679720689999995,Q4,h,0.3,270.0,8.7300005
-76.50258763,3.4867176310000003,Q4,h,0.3,270.0,5.916559
-76.48618922,3.457751362,Q4,h,0.3,210.0,6.832883
-76.4882093,3.492205627,Q4,h,0.3,270.0,17.57059
-76.47860061,3.466664311,Q4,h,0.3,210.0,7.8137035
-76.48768299,3.490247414,Q4,h,0.3,270.0,17.57059
-76.48943121,3.454125967,Q4,h,0.3,270.0,7.238348
-76.48333641,3.476956925,Q4,h,0.3,270.0,9.794706
-76.48739142,3.45341199,Q4,h,0.3,210.0,7.238348
-76.47941735,3.456156318,Q4,h,0.3,210.0,7.5260296
-76.48770813,3.470377714,Q4,h,0.3,270.0,6.139722
-76.48946022,3.4504339510000004,Q4,h,0.3,270.0,7.5260344
-76.49843623,3.472358572,Q4,h,0.3,330.0,5.446574
-76.48246623,3.45446826,Q4,h,0.3,210.0,6.832883
-76.49159769,3.467120678,Q4,h,0.3,270.0,8.7300005
-76.49755783,3.46464503,Q4,h,0.3,270.0,5.7342606
-76.48556623,3.475246975,Q4,h,0.3,270.0,9.7232485
-76.48850769,3.46012597,Q4,h,0.3,270.0,6.832883
-76.49719959999999,3.4373927460000004,Q4,h,0.3,210.0,6.427436
-76.47624016,3.45314153,Q4,h,0.3,210.0,7.5260296
-76.4886355,3.4768579660000003,Q4,h,0.3,270.0,9.7232485
-76.48457854,3.478484045,Q4,h,0.3,270.0,6.832859
-76.48630225,3.474776215,Q4,h,0.3,270.0,9.7232485
-76.48841057,3.473201837,Q4,h,0.3,270.0,9.7232485
-76.48547696,3.459770982,Q4,h,0.3,210.0,6.832883
-76.48911235,3.487902495,Q4,h,0.3,270.0,6.8328505
-76.48203224,3.449899184,Q4,h,0.3,210.0,6.13974
-76.48955497,3.48609528,Q4,h,0.3,270.0,6.8328505
-76.48515064,3.475679163,Q4,h,0.3,270.0,9.794706
-76.48786261,3.484094631,Q4,h,0.3,270.0,13.636386
-76.48664092,3.474924795,Q4,h,0.3,270.0,9.7232485
-76.485223,3.4580851710000005,Q4,h,0.3,210.0,7.9314947
-76.48919649,3.466957374,Q4,h,0.3,270.0,7.526023
-76.48163867,3.449863769,Q4,h,0.3,210.0,6.13974
-76.47942377,3.450912067,Q4,h,0.3,210.0,6.8328876
-76.48448501,3.458461355,Q4,h,0.3,210.0,7.9314947
-76.50115885,3.472588955,Q4,h,0.3,330.0,5.446574
-76.49018016,3.448613377,Q4,h,0.3,270.0,6.8328876
-76.48883444,3.475162413,Q4,h,0.3,270.0,9.7232485
-76.47922012,3.459960071,Q4,h,0.3,210.0,6.139735
-76.48666223,3.459869128,Q4,h,0.3,210.0,6.832883
-76.49102465,3.491654923,Q4,h,0.3,270.0,7.813677
-76.49339379,3.466453436,Q4,h,0.3,270.0,8.7300005
-76.48714798,3.471705575,Q4,h,0.3,270.0,6.139722
-76.48553915,3.463734383,Q4,h,0.3,270.0,5.4465837
-76.48783509,3.465785721,Q4,h,0.3,270.0,7.526023
-76.48971069,3.459337415,Q4,h,0.3,270.0,5.73427
-76.4955277,3.4702819760000003,Q4,h,0.3,270.0,5.9165783
-76.48265,3.466569189,Q4,h,0.3,270.0,7.931487
-76.48860601,3.455480512,Q4,h,0.3,270.0,7.238348
-76.48486827,3.47006454,Q4,h,0.3,270.0,5.7342567
-76.49407666,3.4483743560000004,Q4,h,0.3,270.0,5.4465933
-76.49303541,3.465455662,Q4,h,0.3,270.0,8.7300005
-76.48323789,3.466111971,Q4,h,0.3,270.0,7.931487
-76.48298059,3.445579639,Q4,h,0.3,210.0,7.3028927
-76.48757501,3.489989142,Q4,h,0.3,270.0,17.57059
-76.48973539,3.4738926180000003,Q4,h,0.3,270.0,6.4273987
-76.48004455,3.460386673,Q4,h,0.3,210.0,6.139735
-76.48579181,3.457852387,Q4,h,0.3,210.0,6.832883
-76.48734502,3.458251017,Q4,h,0.3,210.0,6.832883
-76.48432559999998,3.460260194,Q4,h,0.3,210.0,7.9314947
-76.48799459,3.486589544,Q4,h,0.3,270.0,6.8328505
-76.4782463,3.45322928,Q4,h,0.3,210.0,7.5260296
-76.48910017,3.4734506730000003,Q4,h,0.3,270.0,9.7232485
-76.49879317,3.464448802,Q4,h,0.3,270.0,6.322052
-76.48060959,3.479168613,Q4,h,0.3,270.0,5.734247
-76.49084056,3.487961779,Q4,h,0.3,270.0,6.139703
-76.48687948,3.476943206,Q4,h,0.3,270.0,9.7232485
-76.49518041,3.467979769,Q4,h,0.3,270.0,5.7342606
-76.49436331,3.470657714,Q4,h,0.3,270.0,5.9165783
-76.50051731,3.4829727210000003,Q4,h,0.3,270.0,6.1397076
-76.48694592,3.460926909,Q4,h,0.3,210.0,5.4465837
-76.49393311,3.473526587,Q4,h,0.3,270.0,5.9165735
-76.49234612,3.466546952,Q4,h,0.3,270.0,8.7300005
-76.48841968,3.483910931,Q4,h,0.3,270.0,13.636386
-76.48505773,3.447301867,Q4,h,0.3,210.0,7.3028927
-76.48477021,3.454057302,Q4,h,0.3,210.0,6.832883
-76.4887051,3.48621199,Q4,h,0.3,270.0,6.8328505
-76.48332679999999,3.45336866,Q4,h,0.3,210.0,6.832883
-76.48092416,3.477823052,Q4,h,0.3,270.0,5.734247
-76.48069592,3.449487214,Q4,h,0.3,210.0,6.8328876
-76.48513786,3.458400549,Q4,h,0.3,210.0,7.9314947
-76.49504685,3.47441342,Q4,h,0.3,270.0,5.9165735
-76.48954488,3.466249232,Q4,h,0.3,270.0,7.526023
-76.49571969,3.464615746,Q4,h,0.3,270.0,5.7342606
-76.47946485,3.458516018,Q4,h,0.3,210.0,6.139735
-76.48430347,3.463652413,Q4,h,0.3,270.0,6.832878
-76.49895557,3.4421998960000004,Q4,h,0.3,270.0,7.931509
-76.50583146,3.477630677,Q4,h,0.3,270.0,5.4465656
-76.49177799,3.488888352,Q4,h,0.3,270.0,6.139703
-76.47901383,3.456992328,Q4,h,0.3,270.0,6.139735
-76.4785715,3.4640001380000003,Q4,h,0.3,210.0,7.9314938
-76.49018568,3.473375988,Q4,h,0.3,270.0,6.4273987
-76.49351845,3.451297307,Q4,h,0.3,270.0,6.8328876
-76.48075973,3.449222247,Q4,h,0.3,210.0,6.8328876
-76.48738479,3.458552852,Q4,h,0.3,210.0,6.832883
-76.50104298,3.474369143,Q4,h,0.3,330.0,8.219163
-76.4875386,3.472760312,Q4,h,0.3,270.0,6.139722
-76.49072541,3.478372703,Q4,h,0.3,270.0,6.83286
-76.50605383,3.477049029,Q4,h,0.3,270.0,5.223426
-76.48162091,3.47979984,Q4,h,0.3,270.0,6.832859
-76.49973849,3.485005552,Q4,h,0.3,270.0,6.1397076
-76.49801509999998,3.441871599,Q4,h,0.3,270.0,7.931509
-76.49086751,3.4474378260000003,Q4,h,0.3,270.0,9.230785
-76.49768931,3.44270002,Q4,h,0.3,270.0,8.219192
-76.49344809,3.469385619,Q4,h,0.3,270.0,10.70408
-76.48463551,3.461028653,Q4,h,0.3,210.0,6.832878
-76.48886653,3.453453929,Q4,h,0.3,270.0,7.238348
-76.48863414,3.483699071,Q4,h,0.3,270.0,13.636386
-76.48755335,3.467983132,Q4,h,0.3,270.0,7.526023
-76.48965673,3.459024588,Q4,h,0.3,270.0,5.73427
-76.50796091,3.4782495730000003,Q4,h,0.3,270.0,7.238328
-76.48352259999999,3.472201915,Q4,h,0.3,270.0,5.7342567
-76.48506136,3.463932924,Q4,h,0.3,270.0,6.832878
-76.49681492,3.475595186,Q4,h,0.3,330.0,5.9165735
-76.49201341,3.472131227,Q4,h,0.3,270.0,10.70408
-76.48065885,3.457316413,Q4,h,0.3,210.0,6.139735
-76.48866269,3.454888437,Q4,h,0.3,270.0,7.238348
-76.49006756,3.486323124,Q4,h,0.3,270.0,6.139703
-76.48919078,3.4603993510000004,Q4,h,0.3,270.0,6.832883
-76.47621974,3.464145563,Q4,h,0.3,210.0,9.54093
-76.47977624,3.451626402,Q4,h,0.3,210.0,6.8328876
-76.48097266,3.448449269,Q4,h,0.3,210.0,6.8328876
-76.49539652,3.4438983710000004,Q4,h,0.3,210.0,9.135475
-76.48474067,3.448801205,Q4,h,0.3,210.0,6.13974
-76.482658,3.483036189,Q4,h,0.3,270.0,6.427389
-76.49602411,3.445323698,Q4,h,0.3,270.0,9.135475
-76.48579682,3.485938455,Q4,h,0.3,270.0,6.8328505
-76.49896372,3.477647743,Q4,h,0.3,330.0,5.734247
-76.48746153,3.448843165,Q4,h,0.3,210.0,7.5260344
-76.49392989,3.4719782560000003,Q4,h,0.3,270.0,5.9165783
-76.48418026,3.475188583,Q4,h,0.3,270.0,9.794706
-76.48909409,3.466580431,Q4,h,0.3,270.0,7.526023
-76.48345708,3.480737857,Q4,h,0.3,270.0,6.832859
-76.50892931,3.477264807,Q4,h,0.3,270.0,7.238328
-76.48658266,3.490984765,Q4,h,0.3,210.0,17.57059
-76.4957553,3.447764627,Q4,h,0.3,270.0,9.135475
-76.49311873,3.465427775,Q4,h,0.3,270.0,8.7300005
-76.49801494,3.476160521,Q4,h,0.3,330.0,8.219163
-76.4865478,3.475157068,Q4,h,0.3,270.0,9.7232485
-76.48363855,3.461132376,Q4,h,0.3,210.0,6.832878
-76.48258382,3.478404099,Q4,h,0.3,270.0,6.832859
-76.48669538,3.449873344,Q4,h,0.3,210.0,7.5260344
-76.48441631,3.457277337,Q4,h,0.3,210.0,7.9314947
-76.48176513,3.467321137,Q4,h,0.3,270.0,7.931487
-76.4958458,3.471127763,Q4,h,0.3,330.0,5.9165783
-76.50793831,3.479139656,Q4,h,0.3,270.0,7.238328
-76.48957289,3.470472865,Q4,h,0.3,270.0,6.139722
-76.48406819,3.484651997,Q4,h,0.3,270.0,6.427389
-76.48912818,3.478115639,Q4,h,0.3,270.0,6.83286
-76.48599013,3.473009461,Q4,h,0.3,270.0,9.7232485
-76.48277888,3.455815567,Q4,h,0.3,210.0,6.832883
-76.48920812,3.448799765,Q4,h,0.3,270.0,7.5260344
-76.48932197,3.45800872,Q4,h,0.3,270.0,6.832883
-76.48764691,3.4538794580000003,Q4,h,0.3,270.0,7.238348
-76.50749778,3.477306491,Q4,h,0.3,270.0,7.238328
-76.48134883,3.460687202,Q4,h,0.3,210.0,6.832878
-76.49481490000002,3.466670188,Q4,h,0.3,270.0,5.7342606
-76.4954458,3.445763815,Q4,h,0.3,210.0,9.135475
-76.487572,3.473388585,Q4,h,0.3,270.0,9.7232485
-76.49612902,3.478839432,Q4,h,0.3,330.0,8.442305
-76.49070611,3.448860348,Q4,h,0.3,270.0,6.8328876
-76.48349236,3.464768653,Q4,h,0.3,270.0,7.931487
-76.49679696,3.4406105460000003,Q4,h,0.3,270.0,8.219192
-76.48908503,3.469897374,Q4,h,0.3,270.0,6.139722
-76.49583629,3.475907955,Q4,h,0.3,330.0,5.9165735
-76.48068017,3.478107262,Q4,h,0.3,270.0,5.734247
-76.48627208,3.487609303,Q4,h,0.3,210.0,6.8328505
-76.48908805,3.448969818,Q4,h,0.3,270.0,7.5260344
-76.49662313,3.474808942,Q4,h,0.3,330.0,5.9165735
-76.50090693,3.47595992,Q4,h,0.3,330.0,8.219163
-76.48391188,3.47189443,Q4,h,0.3,270.0,5.7342567
-76.49820214,3.45072246,Q4,h,0.3,270.0,6.8328876
-76.49045591,3.470314342,Q4,h,0.3,270.0,10.70408
-76.48367462,3.466227129,Q4,h,0.3,270.0,7.931487
-76.4941787,3.472274862,Q4,h,0.3,270.0,5.9165783
-76.49060122,3.468525027,Q4,h,0.3,270.0,8.7300005
-76.49318922,3.467773134,Q4,h,0.3,270.0,8.7300005
-76.48935929,3.474529483,Q4,h,0.3,270.0,9.7232485
-76.48455729999998,3.473191514,Q4,h,0.3,270.0,9.794706
-76.48490546,3.471328149,Q4,h,0.3,270.0,5.7342567
-76.48639634,3.4879120130000003,Q4,h,0.3,210.0,6.8328505
-76.47863344,3.460906719,Q4,h,0.3,270.0,7.9314938
-76.48345314,3.471281027,Q4,h,0.3,270.0,5.7342567
-76.49064374,3.466546382,Q4,h,0.3,270.0,8.7300005
-76.48337826,3.470007227,Q4,h,0.3,270.0,5.7342567
-76.48567157,3.48547996,Q4,h,0.3,270.0,6.8328505
-76.50236337,3.483044891,Q4,h,0.3,270.0,12.520986
-76.48308956,3.484640999,Q4,h,0.3,270.0,6.427389
-76.49006708,3.4820406060000004,Q4,h,0.3,270.0,14.326198
-76.48646345,3.45577276,Q4,h,0.3,210.0,7.238348
-76.48211446,3.453118028,Q4,h,0.3,210.0,6.832883
-76.49347256,3.466643759,Q4,h,0.3,270.0,8.7300005
-76.47746553,3.4517659060000003,Q4,h,0.3,210.0,6.8328876
-76.49921453,3.464369037,Q4,h,0.3,270.0,6.322052
-76.50281464,3.473781745,Q4,h,0.3,330.0,5.223426
-76.49316107,3.469230172,Q4,h,0.3,270.0,10.70408
-76.49588094,3.467603123,Q4,h,0.3,270.0,5.7342606
-76.48396523,3.477674903,Q4,h,0.3,270.0,6.832859
-76.48622161,3.45614206,Q4,h,0.3,210.0,7.238348
-76.49338297,3.473511822,Q4,h,0.3,270.0,6.4273987
-76.48263853,3.482594894,Q4,h,0.3,270.0,6.427389
-76.48910247,3.468195545,Q4,h,0.3,270.0,7.526023
-76.50773077,3.479454027,Q4,h,0.3,270.0,7.238328
-76.47799896,3.453859058,Q4,h,0.3,210.0,7.5260296
-76.48202499,3.473391522,Q4,h,0.3,270.0,9.794706
-76.49776721,3.485143861,Q4,h,0.3,270.0,12.9376745
-76.4982152,3.482869329,Q4,h,0.3,270.0,6.1397076
-76.48821927,3.460658332,Q4,h,0.3,270.0,5.4465837
-76.48462117,3.486353154,Q4,h,0.3,270.0,12.9454565
-76.48937334,3.455548743,Q4,h,0.3,270.0,7.238348
-76.47810355,3.464917642,Q4,h,0.3,210.0,7.8137035
-76.47647448,3.464039182,Q4,h,0.3,210.0,9.54093
-76.48974247,3.459753017,Q4,h,0.3,270.0,5.73427
-76.48979118,3.489820674,Q4,h,0.3,270.0,7.813677
-76.48593225,3.477110595,Q4,h,0.3,270.0,6.83286
-76.48931584,3.4723482810000004,Q4,h,0.3,270.0,6.139722
-76.49714605,3.439504836,Q4,h,0.3,270.0,6.427436
-76.49116590000001,3.470748908,Q4,h,0.3,270.0,10.70408
-76.49620185,3.440691102,Q4,h,0.3,270.0,8.219192
-76.49129119,3.4673783460000003,Q4,h,0.3,270.0,8.7300005
-76.50025957,3.472587622,Q4,h,0.3,330.0,5.446574
-76.48461726,3.462774604,Q4,h,0.3,270.0,6.832878
-76.48425421,3.46806586,Q4,h,0.3,270.0,7.931487
-76.50248538,3.48252928,Q4,h,0.3,270.0,12.520986
-76.50038555,3.488818125,Q4,h,0.3,270.0,13.2186365
-76.49633924,3.451301954,Q4,h,0.3,270.0,5.4465933
-76.48123538,3.4670624510000003,Q4,h,0.3,270.0,7.8137035
-76.49923991,3.443062813,Q4,h,0.3,270.0,7.931509
-76.48898617,3.467049584,Q4,h,0.3,270.0,7.526023
-76.48504770000002,3.445357907,Q4,h,0.3,210.0,7.3028927
-76.49534792,3.446226091,Q4,h,0.3,270.0,9.135475
-76.48960945,3.44913206,Q4,h,0.3,270.0,6.8328876
-76.48549501,3.472090318,Q4,h,0.3,270.0,6.139722
-76.49010542,3.4698759210000003,Q4,h,0.3,270.0,10.70408
-76.48699186,3.476739867,Q4,h,0.3,270.0,9.7232485
-76.49697622,3.441979704,Q4,h,0.3,270.0,8.219192
-76.48531642,3.458570828,Q4,h,0.3,210.0,7.9314947
-76.49603646,3.4717121680000003,Q4,h,0.3,330.0,5.9165783
-76.48650396,3.482955504,Q4,h,0.3,270.0,13.636386
-76.48758670000002,3.46808634,Q4,h,0.3,270.0,7.526023
-76.49897089,3.463402513,Q4,h,0.3,270.0,6.322052
-76.48462305,3.477230712,Q4,h,0.3,270.0,6.832859
-76.50115770000002,3.48406444,Q4,h,0.3,270.0,6.1397076
-76.48752128,3.458834765,Q4,h,0.3,270.0,6.832883
-76.49528607,3.446507393,Q4,h,0.3,270.0,9.135475
-76.49048435,3.466868242,Q4,h,0.3,270.0,8.7300005
-76.48962376,3.458921254,Q4,h,0.3,270.0,5.73427
-76.49258784,3.473844904,Q4,h,0.3,270.0,6.4273987
-76.49793294,3.442638895,Q4,h,0.3,270.0,7.931509
-76.48878404,3.453157667,Q4,h,0.3,270.0,7.238348
-76.49440909999998,3.451889838,Q4,h,0.3,270.0,5.4465933
-76.48803571,3.465765075,Q4,h,0.3,270.0,7.526023
-76.48143905,3.46532188,Q4,h,0.3,270.0,7.931487
-76.49283229,3.474033962,Q4,h,0.3,270.0,6.4273987
-76.48544025,3.456948283,Q4,h,0.3,210.0,6.832883
-76.48881631,3.488078851,Q4,h,0.3,270.0,6.8328505
-76.49028386,3.471789539,Q4,h,0.3,270.0,10.70408
-76.49907956,3.442956019,Q4,h,0.3,270.0,7.931509
-76.48519096,3.478873209,Q4,h,0.3,270.0,6.832859
-76.5009541,3.483185897,Q4,h,0.3,270.0,6.1397076
-76.49158152,3.488354638,Q4,h,0.3,270.0,6.139703
-76.48265911,3.483123069,Q4,h,0.3,270.0,6.427389
-76.48746836,3.45608542,Q4,h,0.3,210.0,7.238348
-76.48683742,3.483954258,Q4,h,0.3,270.0,13.636386
-76.49794402,3.468682799,Q4,h,0.3,270.0,6.427408
-76.48981279,3.473413757,Q4,h,0.3,270.0,6.4273987
-76.47821797,3.459159048,Q4,h,0.3,270.0,6.139735
-76.48376274,3.449799208,Q4,h,0.3,210.0,6.13974
-76.48552453,3.455882472,Q4,h,0.3,210.0,7.238348
-76.48563305,3.449358264,Q4,h,0.3,210.0,7.5260344
-76.48537236,3.451658623,Q4,h,0.3,210.0,6.13974
-76.48882285,3.4846313230000003,Q4,h,0.3,270.0,13.636386
-76.49318572,3.4731688760000003,Q4,h,0.3,270.0,6.4273987
-76.4898012,3.460001855,Q4,h,0.3,270.0,5.73427
-76.48822559,3.461236211,Q4,h,0.3,270.0,5.4465837
-76.48740039,3.456798092,Q4,h,0.3,210.0,6.832883
-76.50426734,3.482314457,Q4,h,0.3,270.0,12.520986
-76.48622506,3.4565599280000003,Q4,h,0.3,210.0,6.832883
-76.48920355,3.44900366,Q4,h,0.3,270.0,7.5260344
-76.49062326,3.46743577,Q4,h,0.3,270.0,8.7300005
-76.48549525,3.447182425,Q4,h,0.3,210.0,5.7342796
-76.48181202,3.461445819,Q4,h,0.3,210.0,6.832878
-76.50035658,3.4714151230000003,Q4,h,0.3,330.0,5.446574
-76.48687786,3.480717327,Q4,h,0.3,270.0,6.83286
-76.50112828,3.4858259510000003,Q4,h,0.3,270.0,13.2186365
-76.48898284,3.4689387380000003,Q4,h,0.3,270.0,6.139722
-76.48203157,3.456307535,Q4,h,0.3,210.0,7.9314947
-76.4958675,3.4829493960000004,Q4,h,0.3,270.0,12.9376745
-76.49589012,3.4732138110000004,Q4,h,0.3,330.0,5.9165735
-76.49425090000003,3.441669327,Q4,h,0.3,210.0,8.219192
-76.49718744,3.445542796,Q4,h,0.3,270.0,9.135475
-76.48474272,3.457744314,Q4,h,0.3,210.0,7.9314947
-76.48738871,3.482224266,Q4,h,0.3,270.0,13.636386
-76.50886368,3.4779744530000003,Q4,h,0.3,270.0,7.238328
-76.49590252,3.446852148,Q4,h,0.3,270.0,9.135475
-76.48861354,3.460397473,Q4,h,0.3,270.0,6.832883
-76.48427878,3.469327232,Q4,h,0.3,270.0,5.7342567
-76.50029232,3.4800109710000005,Q4,h,0.3,270.0,5.734247
-76.49178707,3.484066844,Q4,h,0.3,270.0,14.326198
-76.48882594,3.47726901,Q4,h,0.3,270.0,6.83286
-76.48594437,3.473405517,Q4,h,0.3,270.0,9.7232485
-76.49019783,3.476066219,Q4,h,0.3,270.0,6.4273987
-76.49403609999997,3.465246717,Q4,h,0.3,270.0,5.7342606
-76.49033555,3.448589408,Q4,h,0.3,270.0,6.8328876
-76.4770231,3.453774073,Q4,h,0.3,210.0,7.5260296
-76.49372311,3.468438157,Q4,h,0.3,270.0,8.7300005
-76.48257029,3.4724504410000003,Q4,h,0.3,270.0,5.7342567
-76.49099953,3.449513426,Q4,h,0.3,270.0,6.8328876
-76.48586631,3.44697346,Q4,h,0.3,210.0,5.7342796
-76.48297647,3.452022283,Q4,h,0.3,210.0,6.13974
-76.4957274,3.452100432,Q4,h,0.3,270.0,5.73427
-76.48951228,3.489806943,Q4,h,0.3,270.0,17.57059
-76.48418279,3.446510995,Q4,h,0.3,210.0,7.3028927
-76.47927750000002,3.4633957630000003,Q4,h,0.3,270.0,7.9314938
-76.48133566,3.455335839,Q4,h,0.3,210.0,6.832883
-76.48312148,3.4617001610000004,Q4,h,0.3,210.0,6.832878
-76.48235058,3.454900177,Q4,h,0.3,210.0,6.832883
-76.47721186,3.463922953,Q4,h,0.3,210.0,7.9314938
-76.48733435,3.460168878,Q4,h,0.3,210.0,6.832883
-76.48664518,3.458345557,Q4,h,0.3,210.0,6.832883
-76.48456776,3.480864046,Q4,h,0.3,270.0,6.832859
-76.48743107,3.479108278,Q4,h,0.3,270.0,6.83286
-76.49585956,3.4870443630000003,Q4,h,0.3,270.0,6.139703
-76.49737545,3.445695523,Q4,h,0.3,270.0,9.135475
-76.48894322,3.473155003,Q4,h,0.3,270.0,9.7232485
-76.49923508,3.442642344,Q4,h,0.3,270.0,7.931509
-76.49500746,3.472190356,Q4,h,0.3,270.0,5.9165783
-76.48897727,3.484836305,Q4,h,0.3,270.0,13.636386
-76.49714585,3.4430450660000003,Q4,h,0.3,270.0,8.219192
-76.49186268,3.48069379,Q4,h,0.3,270.0,6.83286
-76.48124629,3.462101442,Q4,h,0.3,210.0,7.9314938
-76.49016072,3.469448144,Q4,h,0.3,270.0,10.70408
-76.4945873,3.446076817,Q4,h,0.3,270.0,9.135475
-76.48150316,3.480316614,Q4,h,0.3,270.0,6.832859
-76.48666509,3.465522828,Q4,h,0.3,270.0,7.526023
-76.49607023,3.445416008,Q4,h,0.3,270.0,9.135475
-76.48756886,3.482624633,Q4,h,0.3,270.0,13.636386
-76.48271911,3.483324764,Q4,h,0.3,270.0,6.427389
-76.49389471,3.46838363,Q4,h,0.3,270.0,5.7342606
-76.48865181,3.455000944,Q4,h,0.3,270.0,7.238348
-76.49884825,3.46925162,Q4,h,0.3,270.0,5.446574
-76.4934424,3.468525454,Q4,h,0.3,270.0,8.7300005
-76.49931035,3.480936386,Q4,h,0.3,270.0,5.734247
-76.48315003,3.455922278,Q4,h,0.3,210.0,6.832883
