lon,lat,unit,susc_cat,gwd,vs30,cti
-76.55951833,3.455056281,Kv,n,4.0,425.0,2.8816383
-76.55968397,3.455168939,Kv,n,4.0,425.0,2.8816383
-76.56037152,3.455969288,Kv,n,4.0,425.0,2.8816383
-76.56079076,3.455158796,Kv,n,4.0,425.0,3.4151561
-76.56165821,3.455570305,Kv,n,4.0,425.0,3.4151561
-76.56158657,3.454974532,Kv,n,4.0,425.0,3.4151561
-76.57496831,3.456542042,Kv,n,4.0,555.0,8.167833
-76.57553004,3.456786067,Kv,n,4.0,555.0,8.167833
-76.57485839,3.456161824,Kv,n,4.0,555.0,3.6548288
-76.57710913,3.4561406010000004,Kv,n,4.0,555.0,10.063603
-76.56939134,3.455501105,Kv,n,4.0,425.0,3.195296
-76.58496254,3.4598448810000004,Kv,n,4.0,555.0,2.6432273
-76.57709818,3.456650699,Kv,n,4.0,555.0,2.476174
-76.57492899,3.455474155,Kv,n,4.0,555.0,3.6548288
-76.56627257,3.455042513,Kv,n,4.0,425.0,3.6548288
-76.57614415,3.4561810260000003,Kv,n,4.0,555.0,3.6548288
-76.56832696,3.455600496,Kv,n,4.0,425.0,3.6548288
-76.57656405,3.4555421510000004,Kv,n,4.0,555.0,3.6548288
-76.56867593,3.455413474,Kv,n,4.0,425.0,3.6548288
-76.55605991,3.434767967,Kv,n,4.0,760.0,2.9721763
-76.52957159,3.466567397,Qc,l,2.0,555.0,5.3287964
-76.52911702,3.467351417,Qc,l,2.0,330.0,5.3287964
-76.53312104,3.46246607,Qc,l,2.0,425.0,5.0411186
-76.52984213,3.464224264,Qc,l,2.0,555.0,11.929084
-76.52627108,3.481562903,Qc,l,2.0,330.0,6.6097116
-76.52719785,3.483186551,Qc,l,2.0,330.0,5.6288815
-76.53221755,3.45844627,Qc,l,2.0,425.0,12.146089
-76.53237474,3.465273767,Qc,l,2.0,555.0,6.059684
-76.53396403,3.456795202,Qc,l,2.0,425.0,12.146089
-76.52893933,3.464451457,Qc,l,2.0,330.0,11.929084
-76.53394573,3.458967892,Qc,l,2.0,425.0,12.146089
-76.5281978,3.48394043,Qc,l,2.0,330.0,5.6288815
-76.52969543,3.463529297,Qc,l,2.0,555.0,11.929084
-76.52881437,3.4853228830000003,Qc,l,2.0,330.0,5.6288815
-76.52681371,3.480487945,Qc,l,2.0,330.0,7.238324
-76.53375079,3.457781597,Qc,l,2.0,425.0,12.146089
-76.52979603,3.461986815,Qc,l,2.0,425.0,11.929084
-76.52827227,3.471483803,Qc,l,2.0,330.0,5.446574
-76.52613240000002,3.479021755,Qc,l,2.0,330.0,7.238324
-76.53538185,3.458488968,Qc,l,2.0,425.0,12.146089
-76.53111616,3.466295785,Qc,l,2.0,555.0,5.3287964
-76.52765343,3.482555362,Qc,l,2.0,330.0,5.6288815
-76.53108879,3.460527247,Qc,l,2.0,425.0,11.929084
-76.52561519,3.485282265,Qc,l,2.0,330.0,6.6097116
-76.52925492,3.46850398,Qc,l,2.0,555.0,5.3287964
-76.52625276,3.48448772,Qc,l,2.0,330.0,6.6097116
-76.52600253,3.483041478,Qc,l,2.0,330.0,6.6097116
-76.52759828,3.481491352,Qc,l,2.0,330.0,5.6288815
-76.53226667,3.46143383,Qc,l,2.0,425.0,5.0411186
-76.53138062,3.462702175,Qc,l,2.0,555.0,5.0411186
-76.52659749,3.480636363,Qc,l,2.0,330.0,7.238324
-76.53241856,3.463214973,Qc,l,2.0,555.0,5.0411186
-76.52657007,3.483303842,Qc,l,2.0,330.0,6.6097116
-76.52515552,3.483460983,Qc,l,2.0,330.0,6.6097116
-76.52569333,3.493619424,Qc,l,2.0,425.0,6.139698
-76.53201602,3.461406906,Qc,l,2.0,425.0,5.0411186
-76.53065207,3.462439289,Qc,l,2.0,425.0,11.929084
-76.52619222,3.484226262,Qc,l,2.0,330.0,6.6097116
-76.53328744,3.4558753330000003,Qc,l,2.0,425.0,5.4057693
-76.53227396,3.46388452,Qc,l,2.0,555.0,5.0411186
-76.531626,3.460739602,Qc,l,2.0,425.0,5.0411186
-76.52939907,3.469919046,Qc,l,2.0,555.0,5.446574
-76.53105824,3.468085269,Qc,l,2.0,555.0,5.3287964
-76.53246850000002,3.460820869,Qc,l,2.0,425.0,5.0411186
-76.53286182,3.464640434,Qc,l,2.0,555.0,6.059684
-76.53176859999998,3.4590142260000003,Qc,l,2.0,425.0,12.146089
-76.52458179999998,3.495543237,Qc,l,2.0,425.0,5.9165497
-76.53267945,3.460168155,Qc,l,2.0,425.0,12.146089
-76.53513988,3.457200856,Qc,l,2.0,425.0,12.146089
-76.53075548,3.4857060310000003,Qc,l,2.0,690.0,6.3532743
-76.53171684,3.461101262,Qc,l,2.0,425.0,5.0411186
-76.52629332,3.485221457,Qc,l,2.0,330.0,6.6097116
-76.52733835,3.482103211,Qc,l,2.0,330.0,5.6288815
-76.53001204,3.483932418,Qc,l,2.0,690.0,5.6288815
-76.52708412,3.473948464,Qc,l,2.0,330.0,7.084181
-76.52741408,3.483060888,Qc,l,2.0,330.0,5.6288815
-76.53439718,3.456627816,Qc,l,2.0,425.0,12.146089
-76.54403845,3.452624047,Qc,l,2.0,425.0,10.873424
-76.5442666,3.4523596810000003,Qc,l,2.0,425.0,10.873424
-76.5420692,3.454738859,Qc,l,2.0,555.0,10.951295
-76.54328998,3.453109012,Qc,l,2.0,425.0,10.951295
-76.54605356,3.4568112610000004,Qc,l,2.0,555.0,2.920859
-76.48324041,3.4375435110000003,Q2,h,0.3,210.0,11.628705
-76.48325263,3.43804533,Q2,h,0.3,210.0,11.628705
-76.48246462,3.437919427,Q2,h,0.3,210.0,11.628705
-76.49238263,3.426237907,Q2,h,0.3,210.0,6.8329153
-76.48450922,3.431194801,Q2,h,0.3,270.0,8.624675
-76.48480358,3.4332797210000003,Q2,h,0.3,270.0,6.832906
-76.48062435,3.428891922,Q2,h,0.3,210.0,6.139764
-76.47978832,3.4281838060000003,Q2,h,0.3,210.0,6.139764
-76.47980966,3.429045875,Q2,h,0.3,210.0,6.139764
-76.48445939,3.429821758,Q2,h,0.3,270.0,8.624675
-76.48431915,3.432475862,Q2,h,0.3,270.0,6.832906
-76.4822374,3.428155657,Q2,h,0.3,210.0,8.624675
-76.48226477,3.4314098260000003,Q2,h,0.3,270.0,6.832906
-76.48143185,3.4290163989999995,Q2,h,0.3,210.0,8.624675
-76.48226521,3.431043321,Q2,h,0.3,270.0,8.624675
-76.47980629,3.426023414,Q2,h,0.3,210.0,8.7788315
-76.48481575,3.432471908,Q2,h,0.3,270.0,6.832906
-76.48408563,3.429685682,Q2,h,0.3,270.0,8.624675
-76.47814583,3.423256218,Q2,h,0.3,210.0,8.7788315
-76.48497739,3.430486494,Q2,h,0.3,270.0,8.624675
-76.4814183,3.427905422,Q2,h,0.3,210.0,8.624675
-76.4806406,3.430478485,Q2,h,0.3,270.0,6.139764
-76.47945919,3.425688258,Q2,h,0.3,210.0,8.7788315
-76.47979402,3.4267162630000003,Q2,h,0.3,210.0,8.7788315
-76.48144826,3.430471879,Q2,h,0.3,270.0,8.624675
-76.48412629999999,3.432971445,Q2,h,0.3,270.0,6.832906
-76.48611213,3.432799655,Q2,h,0.3,270.0,6.832906
-76.48226214,3.429953145,Q2,h,0.3,270.0,8.624675
-76.49172441,3.409453459,Q2,h,0.3,210.0,12.413945
-76.48550419,3.414814653,Q2,h,0.3,210.0,6.832925
-76.49485693,3.414909884,Q2,h,0.3,210.0,7.5260744
-76.49273242,3.413967254,Q2,h,0.3,210.0,5.734317
-76.49304106,3.409888819,Q2,h,0.3,210.0,12.413945
-76.49155169,3.4095468560000004,Q2,h,0.3,210.0,12.413945
-76.48572824,3.413697778,Q2,h,0.3,210.0,5.734317
-76.49426955,3.415070693,Q2,h,0.3,210.0,7.5260744
-76.48420838,3.416059589,Q2,h,0.3,210.0,6.139777
-76.48801756,3.416829913,Q2,h,0.3,210.0,6.832925
-76.49605409,3.41276015,Q2,h,0.3,210.0,6.8329296
-76.49085176,3.411492062,Q2,h,0.3,210.0,5.734317
-76.48832320000002,3.416429119,Q2,h,0.3,210.0,6.832925
-76.49635488,3.411244884,Q2,h,0.3,210.0,6.8329296
-76.48861307,3.413162119,Q2,h,0.3,210.0,5.734317
-76.48758903,3.4144294960000003,Q2,h,0.3,210.0,5.734317
-76.48511465,3.415900395,Q2,h,0.3,210.0,6.139777
-76.49298499,3.411266842,Q2,h,0.3,210.0,5.734317
-76.49143105,3.4096154210000003,Q2,h,0.3,210.0,12.413945
-76.48992263,3.4109215710000003,Q2,h,0.3,210.0,5.734317
-76.48713066,3.4153097060000004,Q2,h,0.3,210.0,6.832925
-76.49507889,3.409233204,Q2,h,0.3,210.0,5.7343216
-76.48950803,3.411844717,Q2,h,0.3,210.0,5.734317
-76.49409848,3.408873262,Q2,h,0.3,210.0,5.7343216
-76.49613362,3.412881495,Q2,h,0.3,210.0,6.8329296
-76.49107612,3.413382085,Q2,h,0.3,210.0,5.734317
-76.48989679,3.416556315,Q2,h,0.3,210.0,8.624686
-76.48779,3.412154377,Q2,h,0.3,210.0,5.734317
-76.48763592,3.418270422,Q2,h,0.3,210.0,6.832925
-76.4902426,3.4169360760000003,Q2,h,0.3,210.0,8.624686
-76.49015534,3.4147832310000004,Q2,h,0.3,210.0,8.624686
-76.49172274,3.411630974,Q2,h,0.3,210.0,5.734317
-76.4853122,3.414547242,Q2,h,0.3,210.0,7.9315386
-76.49228954,3.408898812,Q2,h,0.3,210.0,12.413945
-76.49024774,3.415687714,Q2,h,0.3,210.0,8.624686
-76.48517405,3.413507457,Q2,h,0.3,210.0,7.9315386
-76.48640188,3.418333192,Q2,h,0.3,210.0,6.832925
-76.48929889,3.413902562,Q2,h,0.3,210.0,5.734317
-76.49243952,3.4142379810000003,Q2,h,0.3,210.0,5.734317
-76.48405096,3.414582267,Q2,h,0.3,210.0,7.9315386
-76.51332455,3.4886109010000004,Cono,l,1.75,330.0,8.56745
-76.51507992,3.488094182,Cono,l,1.75,330.0,8.91229
-76.51568695,3.483863146,Cono,l,1.75,270.0,6.427389
-76.5141878,3.484488063,Cono,l,1.75,270.0,6.1397076
-76.51645391,3.490847572,Cono,l,1.75,330.0,5.734233
-76.51998114,3.486825349,Cono,l,1.75,270.0,9.135433
-76.51436463,3.4899805,Cono,l,1.75,330.0,9.877362
-76.51285159999998,3.487555518,Cono,l,1.75,330.0,8.56745
-76.51933463,3.4882389010000003,Cono,l,1.75,330.0,9.135433
-76.51576851,3.487002674,Cono,l,1.75,270.0,8.91229
-76.5128858,3.4898062810000003,Cono,l,1.75,330.0,9.877362
-76.51605239,3.483067326,Cono,l,1.75,270.0,6.427389
-76.51759535,3.490908302,Cono,l,1.75,330.0,5.734233
-76.51604045,3.485905215,Cono,l,1.75,270.0,8.91229
-76.51437067,3.484995693,Cono,l,1.75,270.0,6.1397076
-76.51415115,3.484825585,Cono,l,1.75,270.0,6.1397076
-76.51305453,3.490553665,Cono,l,1.75,330.0,9.877362
-76.51613283,3.472656073,Cono,l,1.75,270.0,7.526017
-76.51028399,3.48392261,Cono,l,1.75,270.0,12.513053
-76.52541865,3.4675400780000003,Cono,l,1.75,330.0,5.91658
-76.52621669,3.468302777,Cono,l,1.75,330.0,5.91658
-76.52875028,3.4636399210000004,Cono,l,1.75,330.0,11.929084
-76.52590331,3.471353096,Cono,l,1.75,330.0,5.9165783
-76.51251573,3.477692448,Cono,l,1.75,270.0,12.491202
-76.52647907,3.47032105,Cono,l,1.75,330.0,5.9165783
-76.50855702,3.484958212,Cono,l,1.75,270.0,12.513053
-76.50505908,3.485649889,Cono,l,1.75,270.0,5.916559
-76.52722989,3.462754162,Cono,l,1.75,330.0,11.929084
-76.52619901,3.4688001880000003,Cono,l,1.75,330.0,5.9165783
-76.52468089,3.464743045,Cono,l,1.75,330.0,5.91658
-76.52345613,3.46426988,Cono,l,1.75,330.0,12.293075
-76.52814903,3.465743154,Cono,l,1.75,330.0,5.3287964
-76.52648043,3.4675722760000003,Cono,l,1.75,330.0,5.91658
-76.51275383,3.478309219,Cono,l,1.75,270.0,12.491202
-76.52679507,3.468671102,Cono,l,1.75,330.0,5.91658
-76.51963252,3.467260597,Cono,l,1.75,330.0,12.163182
-76.52839962,3.460965903,Cono,l,1.75,330.0,11.929084
-76.52856437,3.4599523480000003,Cono,l,1.75,330.0,6.322057
-76.52866032,3.4624426560000003,Cono,l,1.75,330.0,11.929084
-76.5266447,3.467607903,Cono,l,1.75,330.0,5.91658
-76.52494469,3.464327602,Cono,l,1.75,330.0,12.293075
-76.52567888,3.468456638,Cono,l,1.75,330.0,5.91658
-76.51037328,3.481503152,Cono,l,1.75,270.0,12.513053
-76.52734252,3.463019161,Cono,l,1.75,330.0,11.929084
-76.52914042,3.461131945,Cono,l,1.75,330.0,11.929084
-76.52788138,3.460289039,Cono,l,1.75,330.0,6.322057
-76.51594785,3.474207397,Cono,l,1.75,270.0,6.4273987
-76.520647,3.4666578560000003,Cono,l,1.75,330.0,12.163182
-76.52749833,3.461285774,Cono,l,1.75,330.0,11.929084
-76.51254266,3.482510376,Cono,l,1.75,270.0,6.1397076
-76.50900837,3.485076385,Cono,l,1.75,270.0,12.513053
-76.51370194,3.4819112110000003,Cono,l,1.75,270.0,6.1397076
-76.51499429,3.477472611,Cono,l,1.75,270.0,12.892005
-76.525471,3.465085234,Cono,l,1.75,330.0,5.91658
-76.51787975,3.380882309,Cono,l,1.75,270.0,5.73435
-76.51695561,3.371471374,Cono,l,1.75,270.0,10.33954
-76.51575762,3.38249325,Cono,l,1.75,270.0,8.624719
-76.51521662,3.379791748,Cono,l,1.75,270.0,5.73435
-76.51684521,3.38084742,Cono,l,1.75,270.0,5.73435
-76.51686021,3.382288205,Cono,l,1.75,270.0,8.624719
-76.52562531,3.38147758,Cono,l,1.75,330.0,6.427492
-76.51575985,3.384289991,Cono,l,1.75,270.0,8.624719
-76.51744973,3.371465754,Cono,l,1.75,270.0,10.33954
-76.52188326,3.382075267,Cono,l,1.75,330.0,6.322132
-76.51464252,3.383477213,Cono,l,1.75,270.0,8.624719
-76.51957549,3.366097219,Cono,l,1.75,330.0,5.916685
-76.51732998,3.3815321000000003,Cono,l,1.75,270.0,8.624719
-76.52707102,3.381833662,Cono,l,1.75,330.0,6.427492
-76.52264877,3.37710947,Cono,l,1.75,330.0,6.832962
-76.52131288,3.3809731810000003,Cono,l,1.75,330.0,6.832962
-76.53193304,3.38208518,Cono,l,1.75,330.0,5.5801945
-76.52521979,3.3682030160000003,Cono,l,1.75,330.0,9.500214
-76.53236737,3.380460837,Cono,l,1.75,330.0,5.0412025
-76.52180465,3.3809180430000003,Cono,l,1.75,330.0,6.832962
-76.52089941,3.382310429,Cono,l,1.75,330.0,6.322132
-76.53803127,3.3709265210000003,Cono,l,1.75,330.0,5.985674
-76.51399612,3.386511515,Cono,l,1.75,270.0,6.4274874
-76.52100432,3.37970558,Cono,l,1.75,330.0,6.832962
-76.52890968,3.382125638,Cono,l,1.75,330.0,5.041198
-76.52265319,3.378480177,Cono,l,1.75,330.0,6.832962
-76.51548872,3.3764342430000003,Cono,l,1.75,270.0,6.4275017
-76.52366514,3.372265305,Cono,l,1.75,330.0,7.1206474
-76.52086884,3.381028057,Cono,l,1.75,330.0,6.832962
-76.51421925,3.381885005,Cono,l,1.75,270.0,6.1398106
-76.53534012,3.369142087,Cono,l,1.75,330.0,7.015293
-76.52679556,3.380905254,Cono,l,1.75,330.0,5.223524
-76.51965059,3.369279497,Cono,l,1.75,330.0,10.188718
-76.52281969,3.3816701680000003,Cono,l,1.75,330.0,6.322132
-76.52086511,3.38161852,Cono,l,1.75,330.0,6.322132
-76.52043102,3.380951871,Cono,l,1.75,270.0,6.832962
-76.51967845,3.379636801,Cono,l,1.75,270.0,6.832962
-76.51701196,3.376962195,Cono,l,1.75,270.0,6.4275017
-76.52087823,3.382402879,Cono,l,1.75,330.0,6.322132
-76.52817797,3.380709928,Cono,l,1.75,330.0,6.1398153
-76.51455564,3.386981394,Cono,l,1.75,270.0,6.4274874
-76.52825594,3.379152067,Cono,l,1.75,330.0,6.1398153
-76.52600329,3.374420695,Cono,l,1.75,330.0,6.322138
-76.51963266,3.367144446,Cono,l,1.75,330.0,5.916685
-76.52803906,3.372571886,Cono,l,1.75,330.0,7.4207582
-76.52254949,3.38323908,Cono,l,1.75,330.0,6.322132
-76.51569705,3.381771291,Cono,l,1.75,270.0,8.624719
-76.51752938,3.381384548,Cono,l,1.75,270.0,8.624719
-76.51467597,3.382962692,Cono,l,1.75,270.0,8.624719
-76.51414899,3.382678983,Cono,l,1.75,270.0,6.1398106
-76.50965116,3.3704250680000003,Cono,l,1.75,270.0,6.4275064
-76.53380491,3.368505527,Cono,l,1.75,330.0,5.2235384
-76.52716188,3.381387512,Cono,l,1.75,330.0,5.041198
-76.51820925,3.3733139160000003,Cono,l,1.75,270.0,6.4275017
-76.52138073,3.377103614,Cono,l,1.75,330.0,6.832962
-76.53911186,3.374183965,Cono,l,1.75,330.0,5.1282187
-76.5255453,3.381812066,Cono,l,1.75,330.0,6.427492
-76.52040942,3.382751742,Cono,l,1.75,270.0,6.322132
-76.54014823,3.368889694,Cono,l,1.75,425.0,5.041212
-76.51694957,3.374514533,Cono,l,1.75,270.0,6.4275017
-76.51457506,3.377671337,Cono,l,1.75,270.0,9.030184
-76.52298927,3.3826099060000003,Cono,l,1.75,330.0,6.427492
-76.51879546,3.38274506,Cono,l,1.75,270.0,6.322132
-76.51871835,3.377094238,Cono,l,1.75,270.0,5.73435
-76.51944319,3.377298503,Cono,l,1.75,270.0,6.832962
-76.51877293,3.3806635000000003,Cono,l,1.75,270.0,6.832962
-76.53109928,3.36726515,Cono,l,1.75,330.0,5.7343636
-76.51472070000001,3.382245633,Cono,l,1.75,270.0,8.624719
-76.52603394,3.374592341,Cono,l,1.75,330.0,6.322138
-76.51497017,3.386727165,Cono,l,1.75,270.0,5.7343407
-76.51960245,3.366652082,Cono,l,1.75,330.0,5.916685
-76.51427717,3.386748885,Cono,l,1.75,270.0,6.4274874
-76.53483841,3.369502735,Cono,l,1.75,330.0,7.015293
-76.52355799,3.36851966,Cono,l,1.75,330.0,9.500214
-76.51555656,3.375982147,Cono,l,1.75,270.0,6.4275017
-76.51692805,3.378225605,Cono,l,1.75,270.0,5.73435
-76.51447242,3.386056076,Cono,l,1.75,270.0,6.4274874
-76.51470467,3.3827361330000003,Cono,l,1.75,270.0,8.624719
-76.51519882,3.37596379,Cono,l,1.75,270.0,6.4275017
-76.51737995,3.380206095,Cono,l,1.75,270.0,5.73435
-76.51457467,3.378243619,Cono,l,1.75,270.0,9.030184
-76.51541304,3.371480947,Cono,l,1.75,270.0,10.33954
-76.52826346,3.377034317,Cono,l,1.75,330.0,5.0412073
-76.53002981,3.381492554,Cono,l,1.75,330.0,5.041198
-76.53910489,3.334445073,Cono,l,1.75,425.0,5.2748613
-76.52482933,3.337654377,Cono,l,1.75,330.0,5.734392
-76.52876735,3.338086179,Cono,l,1.75,330.0,5.223566
-76.52599525,3.336348882,Cono,l,1.75,330.0,5.734392
-76.54153009,3.332920097,Cono,l,1.75,425.0,4.3906612
-76.52439277,3.345404787,Cono,l,1.75,330.0,5.6543446
-76.53677699,3.3352129660000003,Cono,l,1.75,425.0,5.2748613
-76.54512635,3.337312284,Cono,l,1.75,425.0,4.268055
-76.53801403,3.334682695,Cono,l,1.75,425.0,5.2748613
-76.51993814,3.386084737,Q5,h,0.2,270.0,6.609809
-76.51429794,3.3874072230000003,Q5,h,0.2,270.0,6.4274874
-76.53240961,3.3834618780000003,Q5,h,0.2,330.0,5.5801945
-76.51877056,3.385948929,Q5,h,0.2,270.0,6.609809
-76.5230662,3.384058641,Q5,h,0.2,330.0,6.427492
-76.51491745,3.3882513210000003,Q5,h,0.2,270.0,5.7343407
-76.50870247,3.379074235,Q5,h,0.2,270.0,11.669259
-76.527152,3.382956011,Q5,h,0.2,330.0,5.041198
-76.52224571,3.384100816,Q5,h,0.2,330.0,6.322132
-76.51845615,3.387170037,Q5,h,0.2,270.0,5.7343407
-76.52749248,3.3819528130000003,Q5,h,0.2,330.0,5.041198
-76.51688297,3.387403834,Q5,h,0.2,270.0,5.7343407
-76.53450899,3.382830105,Q5,h,0.2,330.0,5.5801945
-76.53085752,3.384853361,Q5,h,0.2,330.0,5.041198
-76.52108583,3.388128589,Q5,h,0.2,330.0,6.609809
-76.52305859,3.385510903,Q5,h,0.2,330.0,5.041193
-76.51941025,3.387902829,Q5,h,0.2,270.0,6.609809
-76.53367402,3.383580785,Q5,h,0.2,330.0,5.5801945
-76.51786589,3.387763369,Q5,h,0.2,270.0,5.7343407
-76.51785212,3.387372714,Q5,h,0.2,270.0,5.7343407
-76.51789398,3.387041141,Q5,h,0.2,270.0,5.7343407
-76.52559039,3.385416269,Q5,h,0.2,330.0,5.041193
-76.5230491,3.386136492,Q5,h,0.2,330.0,5.041193
-76.51876563,3.387531043,Q5,h,0.2,270.0,6.609809
-76.5324066,3.38323407,Q5,h,0.2,330.0,5.5801945
-76.52102882,3.389313515,Q5,h,0.2,330.0,6.609809
-76.51876604,3.387395548,Q5,h,0.2,270.0,6.609809
-76.5148932,3.38812101,Q5,h,0.2,270.0,5.7343407
-76.52251756,3.3844234,Q5,h,0.2,330.0,6.322132
-76.53024418,3.385040118,Q5,h,0.2,330.0,5.041198
-76.5247491,3.38453623,Q5,h,0.2,330.0,6.427492
-76.51882624,3.386807204,Q5,h,0.2,270.0,6.609809
-76.51786906,3.38681486,Q5,h,0.2,270.0,5.7343407
-76.51976637,3.384677102,Q5,h,0.2,270.0,6.322132
-76.53195468,3.38391148,Q5,h,0.2,330.0,5.5801945
-76.52251443,3.384674888,Q5,h,0.2,330.0,6.322132
-76.53410462,3.384202988,Q5,h,0.2,330.0,5.5801945
-76.51393551,3.388063082,Q5,h,0.2,270.0,6.4274874
-76.52551336,3.384293123,Q5,h,0.2,330.0,6.427492
-76.50834647,3.3801241510000004,Q5,h,0.2,270.0,11.669259
-76.52340795,3.4829121960000005,Q1,m,0.65,330.0,6.6097116
-76.52346624,3.483510625,Q1,m,0.65,330.0,6.6097116
-76.52158039,3.4693534660000003,Q1,m,0.65,330.0,12.639222
-76.52591356,3.475451645,Q1,m,0.65,330.0,8.442304
-76.52108954,3.481097939,Q1,m,0.65,330.0,5.9165688
-76.5217648,3.4825887160000004,Q1,m,0.65,330.0,7.055998
-76.52078904,3.487544614,Q1,m,0.65,330.0,9.135433
-76.52035439,3.4764946610000003,Q1,m,0.65,270.0,12.659472
-76.5237173,3.48557975,Q1,m,0.65,330.0,7.3924637
-76.52247497,3.47723458,Q1,m,0.65,330.0,5.9165688
-76.52200524,3.48306879,Q1,m,0.65,330.0,7.055998
-76.51874059,3.484437317,Q1,m,0.65,270.0,6.427389
-76.51918772,3.485363434,Q1,m,0.65,270.0,7.055998
-76.51817396,3.477396878,Q1,m,0.65,270.0,12.892005
-76.52319365,3.4718685660000004,Q1,m,0.65,330.0,5.9165783
-76.52135111,3.47411203,Q1,m,0.65,330.0,12.659472
-76.52520759999999,3.4759907560000003,Q1,m,0.65,330.0,8.442304
-76.51619028,3.482397409,Q1,m,0.65,270.0,6.427389
-76.51789787,3.479698795,Q1,m,0.65,270.0,12.892005
-76.52361982,3.473651009,Q1,m,0.65,330.0,8.442304
-76.51791731,3.477422209,Q1,m,0.65,270.0,12.892005
-76.52655533,3.473044182,Q1,m,0.65,330.0,8.442304
-76.52517661,3.4787180560000004,Q1,m,0.65,330.0,7.238324
-76.5234998,3.4849158310000004,Q1,m,0.65,330.0,6.6097116
-76.52290525,3.471031482,Q1,m,0.65,330.0,12.639222
-76.52139285,3.475741285,Q1,m,0.65,330.0,12.659472
-76.52404653,3.487246138,Q1,m,0.65,330.0,7.3924637
-76.52015388,3.480432205,Q1,m,0.65,270.0,5.9165688
-76.51159173,3.47945133,Q1,m,0.65,270.0,12.491202
-76.52274584,3.484768208,Q1,m,0.65,330.0,7.055998
-76.52085100000002,3.473601969,Q1,m,0.65,330.0,12.659472
-76.52437046,3.471489557,Q1,m,0.65,330.0,5.9165783
-76.52303675,3.474986755,Q1,m,0.65,330.0,8.442304
-76.5193047,3.482598439,Q1,m,0.65,270.0,7.055998
-76.52125369,3.47907671,Q1,m,0.65,330.0,5.9165688
-76.52263557,3.4831596210000004,Q1,m,0.65,330.0,7.055998
-76.51352592,3.4787557010000003,Q1,m,0.65,270.0,12.491202
-76.51247498,3.479469635,Q1,m,0.65,270.0,12.491202
-76.52419806,3.4807092410000005,Q1,m,0.65,330.0,7.238324
-76.52103188,3.473426342,Q1,m,0.65,330.0,12.659472
-76.5192455,3.472315845,Q1,m,0.65,270.0,12.639222
-76.52519537,3.485174846,Q1,m,0.65,330.0,6.6097116
-76.51205813,3.48015591,Q1,m,0.65,270.0,12.491202
-76.52024808,3.480247251,Q1,m,0.65,270.0,5.9165688
-76.52488659999999,3.474498168,Q1,m,0.65,330.0,8.442304
-76.51581712,3.478150505,Q1,m,0.65,270.0,12.892005
-76.52162449,3.472693402,Q1,m,0.65,330.0,12.639222
-76.51198802,3.478938164,Q1,m,0.65,270.0,12.491202
-76.52048489,3.483527762,Q1,m,0.65,270.0,7.055998
-76.51965549,3.478943505,Q1,m,0.65,270.0,5.9165688
-76.52319761,3.473826269,Q1,m,0.65,330.0,8.442304
-76.52319288,3.474164629,Q1,m,0.65,330.0,8.442304
-76.52416058,3.4830343210000003,Q1,m,0.65,330.0,6.6097116
-76.51726926,3.47705342,Q1,m,0.65,270.0,6.4273987
-76.51428256,3.480047754,Q1,m,0.65,270.0,12.491202
-76.52015622,3.474986397,Q1,m,0.65,270.0,12.659472
-76.51937967,3.472096782,Q1,m,0.65,270.0,12.639222
-76.51646902,3.483360639,Q1,m,0.65,270.0,6.427389
-76.52318828,3.4870652210000004,Q1,m,0.65,330.0,7.3924637
-76.52408011,3.486550629,Q1,m,0.65,330.0,7.3924637
-76.5229194,3.470356306,Q1,m,0.65,330.0,5.9165783
-76.52506411,3.4847881710000004,Q1,m,0.65,330.0,6.6097116
-76.51731569,3.480353189,Q1,m,0.65,270.0,12.892005
-76.52270628,3.46423928,Q1,m,0.65,330.0,5.22344
-76.51026715,3.448615723,Q1,m,0.65,270.0,7.015209
-76.51423094,3.4496638460000004,Q1,m,0.65,330.0,6.609744
-76.51764059,3.4475302510000003,Q1,m,0.65,330.0,7.01521
-76.51743304,3.4485206980000003,Q1,m,0.65,330.0,5.734275
-76.51415132,3.449470347,Q1,m,0.65,330.0,6.609744
-76.510734,3.44867245,Q1,m,0.65,270.0,6.609744
-76.51461724,3.448681284,Q1,m,0.65,330.0,5.734275
-76.51605909999998,3.445731702,Q1,m,0.65,330.0,7.01521
-76.51501943,3.447747535,Q1,m,0.65,330.0,7.01521
-76.51256435,3.44785255,Q1,m,0.65,330.0,5.446598
-76.51747101,3.447418652,Q1,m,0.65,330.0,7.01521
-76.51134739,3.447612939,Q1,m,0.65,270.0,5.446598
-76.51603083,3.448256153,Q1,m,0.65,330.0,5.734275
-76.5217163,3.432717169,Q1,m,0.65,270.0,8.03687
-76.52202013,3.430215352,Q1,m,0.65,270.0,7.749192
-76.52107600000002,3.4335108080000003,Q1,m,0.65,270.0,8.03687
-76.52247259,3.431489855,Q1,m,0.65,270.0,8.03687
-76.52255713,3.431785492,Q1,m,0.65,270.0,8.03687
-76.52269119,3.431432903,Q1,m,0.65,270.0,8.03687
-76.52355535,3.4315185880000003,Q1,m,0.65,270.0,7.5260468
-76.52053816,3.429477865,Q1,m,0.65,270.0,7.749192
-76.52420692,3.432222885,Q1,m,0.65,270.0,7.5260468
-76.52232406,3.431380327,Q1,m,0.65,270.0,8.03687
