rup_mag,rup_hypo_depth,dist_rrup,site_vs30,result_type,damping,pga,0.05,0.1,0.3,0.5,1.0,2.0,5.0
5.5,150.0,100.0,800.0,MEAN,5.0,2.00453269e-02,2.65895512e-02,4.11955281e-02,4.95407900e-02,2.68191129e-02,8.81604815e-03,3.48106243e-03,4.03892134e-04
5.5,150.0,200.0,800.0,MEAN,5.0,3.99544213e-03,4.69722023e-03,7.12778816e-03,1.09163167e-02,6.56365636e-03,2.49724690e-03,1.20370392e-03,1.47888115e-04
5.5,150.0,500.0,800.0,MEAN,5.0,1.82553032e-04,1.52650278e-04,1.84920693e-04,6.12153906e-04,5.75918008e-04,3.24737151e-04,2.10419704e-04,2.61650930e-05
6.0,5.0,5.0,200.0,MEAN,5.0,9.42352689e-01,1.05429211e+00,1.00515539e+00,2.21923189e+00,3.43536264e+00,1.58416481e+00,2.95189857e-01,2.21955823e-02
6.0,5.0,20.0,200.0,MEAN,5.0,1.51605841e-01,1.70392358e-01,2.10830212e-01,4.14582627e-01,5.06774193e-01,2.31475470e-01,6.07575518e-02,6.29807119e-03
6.0,5.0,50.0,200.0,MEAN,5.0,3.47314001e-02,3.76644450e-02,5.25794965e-02,1.04552506e-01,1.18243599e-01,5.69108599e-02,1.89761492e-02,2.27932799e-03
6.0,5.0,100.0,200.0,MEAN,5.0,9.39846788e-03,9.57227076e-03,1.40048065e-02,3.06616442e-02,3.48502882e-02,1.81966014e-02,7.32560104e-03,9.58463414e-04
6.0,5.0,200.0,200.0,MEAN,5.0,1.88679171e-03,1.70540241e-03,2.45155875e-03,6.80535254e-03,8.57088919e-03,5.17181207e-03,2.54026644e-03,3.53038686e-04
6.0,5.0,500.0,200.0,MEAN,5.0,8.65883434e-05,5.57125612e-05,6.40652943e-05,3.83327439e-04,7.54279251e-04,6.73908681e-04,4.44825262e-04,6.26884795e-05
6.0,5.0,5.0,360.0,MEAN,5.0,8.73387745e-01,1.03238283e+00,1.05986565e+00,2.03431904e+00,2.21249866e+00,7.92991590e-01,1.98069649e-01,1.72341567e-02
6.0,5.0,20.0,360.0,MEAN,5.0,1.40510751e-01,1.66851428e-01,2.22305626e-01,3.80038398e-01,3.26381037e-01,1.15870583e-01,4.07677523e-02,4.89025000e-03
6.0,5.0,50.0,360.0,MEAN,5.0,3.21896245e-02,3.68817389e-02,5.54413798e-02,9.58408873e-02,7.61531845e-02,2.84880922e-02,1.27328197e-02,1.76982497e-03
6.0,5.0,100.0,360.0,MEAN,5.0,8.71065235e-03,9.37334906e-03,1.47670831e-02,2.81068269e-02,2.24448549e-02,9.10874407e-03,4.91541018e-03,7.44216057e-04
6.0,5.0,200.0,360.0,MEAN,5.0,1.74870914e-03,1.66996238e-03,2.58499623e-03,6.23831080e-03,5.51996480e-03,2.58887424e-03,1.70449516e-03,2.74123200e-04
6.0,5.0,500.0,360.0,MEAN,5.0,8.02514800e-05,5.45547965e-05,6.75523455e-05,3.51387484e-04,4.85783309e-04,3.37341110e-04,2.98473614e-04,4.86755909e-05
6.0,5.0,5.0,570.0,MEAN,5.0,8.73387745e-01,1.03238283e+00,1.05986565e+00,2.03431904e+00,2.21249866e+00,7.92991590e-01,1.98069649e-01,1.72341567e-02
6.0,5.0,20.0,570.0,MEAN,5.0,1.40510751e-01,1.66851428e-01,2.22305626e-01,3.80038398e-01,3.26381037e-01,1.15870583e-01,4.07677523e-02,4.89025000e-03
6.0,5.0,50.0,570.0,MEAN,5.0,3.21896245e-02,3.68817389e-02,5.54413798e-02,9.58408873e-02,7.61531845e-02,2.84880922e-02,1.27328197e-02,1.76982497e-03
6.0,5.0,100.0,570.0,MEAN,5.0,8.71065235e-03,9.37334906e-03,1.47670831e-02,2.81068269e-02,2.24448549e-02,9.10874407e-03,4.91541018e-03,7.44216057e-04
6.0,5.0,200.0,570.0,MEAN,5.0,1.74870914e-03,1.66996238e-03,2.58499623e-03,6.23831080e-03,5.51996480e-03,2.58887424e-03,1.70449516e-03,2.74123200e-04
6.0,5.0,500.0,570.0,MEAN,5.0,8.02514800e-05,5.45547965e-05,6.75523455e-05,3.51387484e-04,4.85783309e-04,3.37341110e-04,2.98473614e-04,4.86755909e-05
6.0,5.0,5.0,800.0,MEAN,5.0,6.91857223e-01,9.25769087e-01,9.84267224e-01,1.22037860e+00,1.41924138e+00,5.44469876e-01,1.36676761e-01,1.28185491e-02
6.0,5.0,20.0,800.0,MEAN,5.0,1.11306093e-01,1.49620751e-01,2.06448942e-01,2.27983281e-01,2.09362150e-01,7.95570130e-02,2.81315405e-02,3.63730647e-03
6.0,5.0,50.0,800.0,MEAN,5.0,2.54991261e-02,3.30729771e-02,5.14868401e-02,5.74945058e-02,4.88496345e-02,1.95599906e-02,8.78620507e-03,1.31637357e-03
6.0,5.0,100.0,800.0,MEAN,5.0,6.90017438e-03,8.40536722e-03,1.37137721e-02,1.68611557e-02,1.43975983e-02,6.25408493e-03,3.39184901e-03,5.53538547e-04
6.0,5.0,200.0,800.0,MEAN,5.0,1.38524619e-03,1.49750606e-03,2.40061282e-03,3.74233385e-03,3.54086654e-03,1.77752709e-03,1.17617656e-03,2.03889390e-04
6.0,5.0,500.0,800.0,MEAN,5.0,6.35714966e-05,4.89209455e-05,6.27339511e-05,2.10795729e-04,3.11613195e-04,2.31619193e-04,2.05959909e-04,3.62042926e-05
6.0,20.0,5.0,200.0,MEAN,5.0,1.01128756e+00,1.13430435e+00,1.07927784e+00,2.38705679e+00,3.63214176e+00,1.66580308e+00,3.07744143e-01,2.27688477e-02
6.0,20.0,20.0,200.0,MEAN,5.0,1.62696094e-01,1.83323759e-01,2.26377312e-01,4.45934596e-01,5.35802448e-01,2.43404315e-01,6.33415419e-02,6.46073719e-03
6.0,20.0,50.0,200.0,MEAN,5.0,3.72720673e-02,4.05228716e-02,5.64568282e-02,1.12459077e-01,1.25016646e-01,5.98437011e-02,1.97831959e-02,2.33819826e-03
6.0,20.0,100.0,200.0,MEAN,5.0,1.00859835e-02,1.02987287e-02,1.50375528e-02,3.29803687e-02,3.68465285e-02,1.91343441e-02,7.63715540e-03,9.83218517e-04
6.0,20.0,200.0,200.0,MEAN,5.0,2.02481407e-03,1.83482865e-03,2.63234227e-03,7.31999351e-03,9.06183359e-03,5.43833596e-03,2.64830278e-03,3.62156936e-04
6.0,20.0,500.0,200.0,MEAN,5.0,9.29224435e-05,5.99406938e-05,6.87896148e-05,4.12315798e-04,7.97484707e-04,7.08637855e-04,4.63743471e-04,6.43075917e-05
6.0,20.0,5.0,360.0,MEAN,5.0,9.37277700e-01,1.11073233e+00,1.13802255e+00,2.18816029e+00,2.33923158e+00,8.33857577e-01,2.06493458e-01,1.76792789e-02
6.0,20.0,20.0,360.0,MEAN,5.0,1.50789376e-01,1.79514101e-01,2.38698948e-01,4.08778031e-01,3.45076291e-01,1.21841852e-01,4.25015856e-02,5.01655492e-03
6.0,20.0,50.0,360.0,MEAN,5.0,3.45443560e-02,3.96807644e-02,5.95297533e-02,1.03088660e-01,8.05152733e-02,2.99561960e-02,1.32743405e-02,1.81553585e-03
6.0,20.0,100.0,360.0,MEAN,5.0,9.34785294e-03,1.00847104e-02,1.58560414e-02,3.02323486e-02,2.37305063e-02,9.57815361e-03,5.12446026e-03,7.63437599e-04
6.0,20.0,200.0,360.0,MEAN,5.0,1.87663050e-03,1.79669901e-03,2.77561973e-03,6.71007039e-03,5.83615088e-03,2.72228915e-03,1.77698654e-03,2.81203229e-04
6.0,20.0,500.0,360.0,MEAN,5.0,8.61220265e-05,5.86950642e-05,7.25338091e-05,3.77960449e-04,5.13609197e-04,3.54725628e-04,3.11167557e-04,4.99327795e-05
6.0,20.0,5.0,570.0,MEAN,5.0,9.37277700e-01,1.11073233e+00,1.13802255e+00,2.18816029e+00,2.33923158e+00,8.33857577e-01,2.06493458e-01,1.76792789e-02
6.0,20.0,20.0,570.0,MEAN,5.0,1.50789376e-01,1.79514101e-01,2.38698948e-01,4.08778031e-01,3.45076291e-01,1.21841852e-01,4.25015856e-02,5.01655492e-03
6.0,20.0,50.0,570.0,MEAN,5.0,3.45443560e-02,3.96807644e-02,5.95297533e-02,1.03088660e-01,8.05152733e-02,2.99561960e-02,1.32743405e-02,1.81553585e-03
6.0,20.0,100.0,570.0,MEAN,5.0,9.34785294e-03,1.00847104e-02,1.58560414e-02,3.02323486e-02,2.37305063e-02,9.57815361e-03,5.12446026e-03,7.63437599e-04
6.0,20.0,200.0,570.0,MEAN,5.0,1.87663050e-03,1.79669901e-03,2.77561973e-03,6.71007039e-03,5.83615088e-03,2.72228915e-03,1.77698654e-03,2.81203229e-04
6.0,20.0,500.0,570.0,MEAN,5.0,8.61220265e-05,5.86950642e-05,7.25338091e-05,3.77960449e-04,5.13609197e-04,3.54725628e-04,3.11167557e-04,4.99327795e-05
6.0,20.0,5.0,800.0,MEAN,5.0,7.42467879e-01,9.96027470e-01,1.05684933e+00,1.31266726e+00,1.50053617e+00,5.72528558e-01,1.42489560e-01,1.31496254e-02
6.0,20.0,20.0,800.0,MEAN,5.0,1.19448343e-01,1.60975755e-01,2.21672957e-01,2.45224053e-01,2.21354508e-01,8.36568998e-02,2.93279617e-02,3.73125048e-03
6.0,20.0,50.0,800.0,MEAN,5.0,2.73644351e-02,3.55829484e-02,5.52835968e-02,6.18424110e-02,5.16477637e-02,2.05679941e-02,9.15987824e-03,1.35037274e-03
6.0,20.0,100.0,800.0,MEAN,5.0,7.40493511e-03,9.04326658e-03,1.47250569e-02,1.81362464e-02,1.52222992e-02,6.57638261e-03,3.53610276e-03,5.67835288e-04
6.0,20.0,200.0,800.0,MEAN,5.0,1.48657956e-03,1.61115465e-03,2.57763947e-03,4.02534025e-03,3.74368898e-03,1.86913008e-03,1.22619879e-03,2.09155426e-04
6.0,20.0,500.0,800.0,MEAN,5.0,6.82218711e-05,5.26336494e-05,6.73600954e-05,2.26736728e-04,3.29462540e-04,2.43555444e-04,2.14719287e-04,3.71393736e-05
6.0,100.0,5.0,200.0,MEAN,5.0,3.12934692e+00,3.65618246e+00,3.36925668e+00,7.66344131e+00,8.85535616e+00,3.72217188e+00,5.99243923e-01,3.42399562e-02
6.0,100.0,20.0,200.0,MEAN,5.0,5.03449800e-01,5.90904116e-01,7.06697795e-01,1.43163481e+00,1.30631507e+00,5.43877430e-01,1.23339582e-01,9.71570285e-03
6.0,100.0,50.0,200.0,MEAN,5.0,1.15335374e-01,1.30616630e-01,1.76245206e-01,3.61040230e-01,3.04797279e-01,1.33718411e-01,3.85221302e-02,3.51619928e-03
6.0,100.0,100.0,200.0,MEAN,5.0,3.12102537e-02,3.31957035e-02,4.69437741e-02,1.05880648e-01,8.98338100e-02,4.27549441e-02,1.48711814e-02,1.47857105e-03
6.0,100.0,200.0,200.0,MEAN,5.0,6.26562210e-03,5.91416960e-03,8.21756591e-03,2.35002120e-02,2.20932357e-02,1.21517492e-02,5.15681413e-03,5.44614193e-04
6.0,100.0,500.0,200.0,MEAN,5.0,2.87540927e-04,1.93205741e-04,2.14745324e-04,1.32370454e-03,1.94431043e-03,1.58342359e-03,9.03008110e-04,9.67062169e-05
6.0,100.0,5.0,360.0,MEAN,5.0,2.90032944e+00,3.58020320e+00,3.55264412e+00,7.02490112e+00,5.70317189e+00,1.86322217e+00,4.02087100e-01,2.65862262e-02
6.0,100.0,20.0,360.0,MEAN,5.0,4.66605433e-01,5.78624517e-01,7.45163106e-01,1.31234684e+00,8.41314480e-01,2.72250857e-01,8.27597129e-02,7.54393121e-03
6.0,100.0,50.0,360.0,MEAN,5.0,1.06894694e-01,1.27902282e-01,1.85838170e-01,3.30957309e-01,1.96300549e-01,6.69359493e-02,2.58479911e-02,2.73021581e-03
6.0,100.0,100.0,360.0,MEAN,5.0,2.89261689e-02,3.25058625e-02,4.94989071e-02,9.70583649e-02,5.78562455e-02,2.14020099e-02,9.97842442e-03,1.14806293e-03
6.0,100.0,200.0,360.0,MEAN,5.0,5.80708010e-03,5.79126703e-03,8.66484511e-03,2.15421061e-02,1.42288484e-02,6.08284871e-03,3.46017433e-03,4.22875429e-04
6.0,100.0,500.0,360.0,MEAN,5.0,2.66497591e-04,1.89190726e-04,2.26433836e-04,1.21340964e-03,1.25220673e-03,7.92620554e-04,6.05910045e-04,7.50892714e-05
6.0,100.0,5.0,570.0,MEAN,5.0,2.90032944e+00,3.58020320e+00,3.55264412e+00,7.02490112e+00,5.70317189e+00,1.86322217e+00,4.02087100e-01,2.65862262e-02
6.0,100.0,20.0,570.0,MEAN,5.0,4.66605433e-01,5.78624517e-01,7.45163106e-01,1.31234684e+00,8.41314480e-01,2.72250857e-01,8.27597129e-02,7.54393121e-03
6.0,100.0,50.0,570.0,MEAN,5.0,1.06894694e-01,1.27902282e-01,1.85838170e-01,3.30957309e-01,1.96300549e-01,6.69359493e-02,2.58479911e-02,2.73021581e-03
6.0,100.0,100.0,570.0,MEAN,5.0,2.89261689e-02,3.25058625e-02,4.94989071e-02,9.70583649e-02,5.78562455e-02,2.14020099e-02,9.97842442e-03,1.14806293e-03
6.0,100.0,200.0,570.0,MEAN,5.0,5.80708010e-03,5.79126703e-03,8.66484511e-03,2.15421061e-02,1.42288484e-02,6.08284871e-03,3.46017433e-03,4.22875429e-04
6.0,100.0,500.0,570.0,MEAN,5.0,2.66497591e-04,1.89190726e-04,2.26433836e-04,1.21340964e-03,1.25220673e-03,7.92620554e-04,6.05910045e-04,7.50892714e-05
6.0,100.0,5.0,800.0,MEAN,5.0,2.29750633e+00,3.21047711e+00,3.29924004e+00,4.21420575e+00,3.65838756e+00,1.27929269e+00,2.77457767e-01,1.97745008e-02
6.0,100.0,20.0,800.0,MEAN,5.0,3.69623162e-01,5.18870205e-01,6.92011883e-01,7.87270812e-01,5.39674147e-01,1.86928073e-01,5.71078385e-02,5.61108119e-03
6.0,100.0,50.0,800.0,MEAN,5.0,8.46770138e-02,1.14693866e-01,1.72582648e-01,1.98539762e-01,1.25920014e-01,4.59583790e-02,1.78362497e-02,2.03070019e-03
6.0,100.0,100.0,800.0,MEAN,5.0,2.29139681e-02,2.91489956e-02,4.59682339e-02,5.82248650e-02,3.71127809e-02,1.46946699e-02,6.88555132e-03,8.53914773e-04
6.0,100.0,200.0,800.0,MEAN,5.0,4.60009926e-03,5.19320530e-03,8.04679639e-03,1.29230100e-02,9.12731424e-03,4.17649812e-03,2.38767233e-03,3.14529428e-04
6.0,100.0,500.0,800.0,MEAN,5.0,2.11107019e-04,1.69653079e-04,2.10282694e-04,7.27918839e-04,8.03247318e-04,5.44215122e-04,4.18104556e-04,5.58504560e-05
6.0,150.0,5.0,200.0,MEAN,5.0,4.45409693e+00,5.27073361e+00,4.80877392e+00,1.10337763e+01,1.16992237e+01,4.78534124e+00,7.37981482e-01,3.88960721e-02
6.0,150.0,20.0,200.0,MEAN,5.0,7.16575779e-01,8.51844301e-01,1.00863492e+00,2.06125912e+00,1.72583371e+00,6.99225930e-01,1.51895287e-01,1.10368914e-02
6.0,150.0,50.0,200.0,MEAN,5.0,1.64160430e-01,1.88296255e-01,2.51546092e-01,5.19823532e-01,4.02681891e-01,1.71912595e-01,4.74408127e-02,3.99434918e-03
6.0,150.0,100.0,200.0,MEAN,5.0,4.44225261e-02,4.78547536e-02,6.70005341e-02,1.52446314e-01,1.18683633e-01,5.49671008e-02,1.83141723e-02,1.67963434e-03
6.0,150.0,200.0,200.0,MEAN,5.0,8.91805507e-03,8.52583614e-03,1.17285266e-02,3.38354626e-02,2.91884033e-02,1.56226709e-02,6.35072496e-03,6.18673483e-04
6.0,150.0,500.0,200.0,MEAN,5.0,4.09265956e-04,2.78524392e-04,3.06495412e-04,1.90586177e-03,2.56871912e-03,2.03569917e-03,1.11207346e-03,1.09856799e-04
6.0,150.0,5.0,360.0,MEAN,5.0,4.12812922e+00,5.16120231e+00,5.07051378e+00,1.01144100e+01,7.53472618e+00,2.39541702e+00,4.95178712e-01,3.02015507e-02
6.0,150.0,20.0,360.0,MEAN,5.0,6.64134045e-01,8.34142094e-01,1.06353456e+00,1.88950902e+00,1.11149977e+00,3.50014264e-01,1.01920325e-01,8.56979170e-03
6.0,150.0,50.0,360.0,MEAN,5.0,1.52146547e-01,1.84383264e-01,2.65237657e-01,4.76510325e-01,2.59341804e-01,8.60549617e-02,3.18323442e-02,3.10148385e-03
6.0,150.0,100.0,360.0,MEAN,5.0,4.11715171e-02,4.68602823e-02,7.06473494e-02,1.39744045e-01,7.64365823e-02,2.75150971e-02,1.22886393e-02,1.30418212e-03
6.0,150.0,200.0,360.0,MEAN,5.0,8.26539797e-03,8.34866043e-03,1.23669062e-02,3.10161936e-02,1.87983948e-02,7.82030163e-03,4.26127739e-03,4.80380089e-04
6.0,150.0,500.0,360.0,MEAN,5.0,3.79314321e-04,2.72736366e-04,3.23177848e-04,1.74705983e-03,1.65434867e-03,1.01901791e-03,7.46190952e-04,8.53002761e-05
6.0,150.0,5.0,570.0,MEAN,5.0,4.12812922e+00,5.16120231e+00,5.07051378e+00,1.01144100e+01,7.53472618e+00,2.39541702e+00,4.95178712e-01,3.02015507e-02
6.0,150.0,20.0,570.0,MEAN,5.0,6.64134045e-01,8.34142094e-01,1.06353456e+00,1.88950902e+00,1.11149977e+00,3.50014264e-01,1.01920325e-01,8.56979170e-03
6.0,150.0,50.0,570.0,MEAN,5.0,1.52146547e-01,1.84383264e-01,2.65237657e-01,4.76510325e-01,2.59341804e-01,8.60549617e-02,3.18323442e-02,3.10148385e-03
6.0,150.0,100.0,570.0,MEAN,5.0,4.11715171e-02,4.68602823e-02,7.06473494e-02,1.39744045e-01,7.64365823e-02,2.75150971e-02,1.22886393e-02,1.30418212e-03
6.0,150.0,200.0,570.0,MEAN,5.0,8.26539797e-03,8.34866043e-03,1.23669062e-02,3.10161936e-02,1.87983948e-02,7.82030163e-03,4.26127739e-03,4.80380089e-04
6.0,150.0,500.0,570.0,MEAN,5.0,3.79314321e-04,2.72736366e-04,3.23177848e-04,1.74705983e-03,1.65434867e-03,1.01901791e-03,7.46190952e-04,8.53002761e-05
6.0,150.0,5.0,800.0,MEAN,5.0,3.27011231e+00,4.62820710e+00,4.70884262e+00,6.06758787e+00,4.83326630e+00,1.64469892e+00,3.41695070e-01,2.24635337e-02
6.0,150.0,20.0,800.0,MEAN,5.0,5.26096157e-01,7.48000588e-01,9.87674439e-01,1.13350774e+00,7.12988667e-01,2.40320610e-01,7.03295030e-02,6.37410333e-03
6.0,150.0,50.0,800.0,MEAN,5.0,1.20523431e-01,1.65342081e-01,2.46318704e-01,2.85856344e-01,1.66358799e-01,5.90855375e-02,2.19657163e-02,2.30684469e-03
6.0,150.0,100.0,800.0,MEAN,5.0,3.26141644e-02,4.20210405e-02,6.56081936e-02,8.38318073e-02,4.90314244e-02,1.88919299e-02,8.47970112e-03,9.70034261e-04
6.0,150.0,200.0,800.0,MEAN,5.0,6.54746453e-03,7.48649776e-03,1.14847957e-02,1.86064713e-02,1.20585202e-02,5.36943734e-03,2.94046865e-03,3.57300671e-04
6.0,150.0,500.0,800.0,MEAN,5.0,3.00475195e-04,2.44570996e-04,3.00126120e-04,1.04805313e-03,1.06120747e-03,6.99660077e-04,5.14904545e-04,6.34452730e-05
6.5,5.0,5.0,200.0,MEAN,5.0,1.29628296e+00,1.40948571e+00,1.30611597e+00,3.25353025e+00,5.48363048e+00,2.93816783e+00,6.20306133e-01,4.32612445e-02
6.5,5.0,20.0,200.0,MEAN,5.0,2.44313969e-01,2.68330786e-01,3.27067499e-01,6.99736248e-01,9.19588891e-01,4.80609147e-01,1.40701119e-01,1.42035833e-02
6.5,5.0,50.0,200.0,MEAN,5.0,5.92249626e-02,6.31764937e-02,8.82791185e-02,1.85900333e-01,2.23332512e-01,1.21892605e-01,4.50906920e-02,5.39568182e-03
6.5,5.0,100.0,200.0,MEAN,5.0,1.63882203e-02,1.64731660e-02,2.43313206e-02,5.56656198e-02,6.68239266e-02,3.94146993e-02,1.75681073e-02,2.31159211e-03
6.5,5.0,200.0,200.0,MEAN,5.0,3.32957751e-03,2.97598745e-03,4.34128630e-03,1.24943441e-02,1.65649339e-02,1.12676525e-02,6.12094631e-03,8.59894198e-04
6.5,5.0,500.0,200.0,MEAN,5.0,1.53942591e-04,9.80731306e-05,1.14838740e-04,7.08724697e-04,1.46492073e-03,1.47343856e-03,1.07493420e-03,1.53626017e-04
6.5,5.0,5.0,360.0,MEAN,5.0,1.20141605e+00,1.38019514e+00,1.37720739e+00,2.98243666e+00,3.53165775e+00,1.47077018e+00,4.16219647e-01,3.35909669e-02
6.5,5.0,20.0,360.0,MEAN,5.0,2.26434146e-01,2.62754594e-01,3.44869667e-01,6.41432192e-01,5.92248738e-01,2.40580404e-01,9.44091425e-02,1.10286263e-02
6.5,5.0,50.0,360.0,MEAN,5.0,5.48906551e-02,6.18636207e-02,9.30841196e-02,1.70410578e-01,1.43834272e-01,6.10162589e-02,3.02554351e-02,4.18957363e-03
6.5,5.0,100.0,360.0,MEAN,5.0,1.51888682e-02,1.61308366e-02,2.56556657e-02,5.10273987e-02,4.30370425e-02,1.97299705e-02,1.17880367e-02,1.79487703e-03
6.5,5.0,200.0,360.0,MEAN,5.0,3.08590639e-03,2.91414335e-03,4.57758097e-03,1.14532791e-02,1.06684207e-02,5.64029299e-03,4.10709806e-03,6.67680226e-04
6.5,5.0,500.0,360.0,MEAN,5.0,1.42676488e-04,9.60350694e-05,1.21089372e-04,6.49671697e-04,9.43462304e-04,7.37564916e-04,7.21270849e-04,1.19285668e-04
6.5,5.0,5.0,570.0,MEAN,5.0,1.20141605e+00,1.38019514e+00,1.37720739e+00,2.98243666e+00,3.53165775e+00,1.47077018e+00,4.16219647e-01,3.35909669e-02
6.5,5.0,20.0,570.0,MEAN,5.0,2.26434146e-01,2.62754594e-01,3.44869667e-01,6.41432192e-01,5.92248738e-01,2.40580404e-01,9.44091425e-02,1.10286263e-02
6.5,5.0,50.0,570.0,MEAN,5.0,5.48906551e-02,6.18636207e-02,9.30841196e-02,1.70410578e-01,1.43834272e-01,6.10162589e-02,3.02554351e-02,4.18957363e-03
6.5,5.0,100.0,570.0,MEAN,5.0,1.51888682e-02,1.61308366e-02,2.56556657e-02,5.10273987e-02,4.30370425e-02,1.97299705e-02,1.17880367e-02,1.79487703e-03
6.5,5.0,200.0,570.0,MEAN,5.0,3.08590639e-03,2.91414335e-03,4.57758097e-03,1.14532791e-02,1.06684207e-02,5.64029299e-03,4.10709806e-03,6.67680226e-04
6.5,5.0,500.0,570.0,MEAN,5.0,1.42676488e-04,9.60350694e-05,1.21089372e-04,6.49671697e-04,9.43462304e-04,7.37564916e-04,7.21270849e-04,1.19285668e-04
6.5,5.0,5.0,800.0,MEAN,5.0,9.51706018e-01,1.23766296e+00,1.27897352e+00,1.78914998e+00,2.26543633e+00,1.00983424e+00,2.87209846e-01,2.49845388e-02
6.5,5.0,20.0,800.0,MEAN,5.0,1.79370618e-01,2.35620037e-01,3.20270698e-01,3.84792211e-01,3.79907086e-01,1.65183067e-01,6.51464568e-02,8.20295356e-03
6.5,5.0,50.0,800.0,MEAN,5.0,4.34818286e-02,5.54749904e-02,8.64445870e-02,1.02228519e-01,9.22647118e-02,4.18939057e-02,2.08775797e-02,3.11615220e-03
6.5,5.0,100.0,800.0,MEAN,5.0,1.20319162e-02,1.44650118e-02,2.38256905e-02,3.06111009e-02,2.76067746e-02,1.35466438e-02,8.13426328e-03,1.33500697e-03
6.5,5.0,200.0,800.0,MEAN,5.0,2.44451178e-03,2.61320099e-03,4.25106988e-03,6.87076924e-03,6.84342301e-03,3.87263833e-03,2.83407813e-03,4.96612158e-04
6.5,5.0,500.0,800.0,MEAN,5.0,1.13021690e-04,8.61175679e-05,1.12452272e-04,3.89735052e-04,6.05198444e-04,5.06413792e-04,4.97708580e-04,8.87231800e-05
6.5,20.0,5.0,200.0,MEAN,5.0,1.39110849e+00,1.51645427e+00,1.40243193e+00,3.49957187e+00,5.79773531e+00,3.08958321e+00,6.46687461e-01,4.43785918e-02
6.5,20.0,20.0,200.0,MEAN,5.0,2.62185995e-01,2.88694921e-01,3.51186201e-01,7.52652381e-01,9.72263358e-01,5.05376833e-01,1.46685071e-01,1.45704322e-02
6.5,20.0,50.0,200.0,MEAN,5.0,6.35573799e-02,6.79710783e-02,9.47890215e-02,1.99958669e-01,2.36125100e-01,1.28174212e-01,4.70083779e-02,5.53504099e-03
6.5,20.0,100.0,200.0,MEAN,5.0,1.75870494e-02,1.77233461e-02,2.61255675e-02,5.98752193e-02,7.06516313e-02,4.14458943e-02,1.83152707e-02,2.37129569e-03
6.5,20.0,200.0,200.0,MEAN,5.0,3.57314236e-03,3.20184082e-03,4.66142263e-03,1.34392035e-02,1.75137808e-02,1.18483191e-02,6.38126727e-03,8.82103464e-04
6.5,20.0,500.0,200.0,MEAN,5.0,1.65203781e-04,1.05516088e-04,1.23307210e-04,7.62320563e-04,1.54883205e-03,1.54937067e-03,1.12065064e-03,1.57593855e-04
6.5,20.0,5.0,360.0,MEAN,5.0,1.28930189e+00,1.48494078e+00,1.47876580e+00,3.20797738e+00,3.73395270e+00,1.54656478e+00,4.33921273e-01,3.44585512e-02
6.5,20.0,20.0,360.0,MEAN,5.0,2.42998230e-01,2.82695542e-01,3.70301141e-01,6.89939199e-01,6.26173013e-01,2.52978462e-01,9.84243189e-02,1.13134726e-02
6.5,20.0,50.0,360.0,MEAN,5.0,5.89060097e-02,6.65585689e-02,9.99483543e-02,1.83297531e-01,1.52073164e-01,6.41606676e-02,3.15421845e-02,4.29778155e-03
6.5,20.0,100.0,360.0,MEAN,5.0,1.62999624e-02,1.73550366e-02,2.75475729e-02,5.48862421e-02,4.55022238e-02,2.07467338e-02,1.22893763e-02,1.84123494e-03
6.5,20.0,200.0,360.0,MEAN,5.0,3.31164625e-03,3.13530325e-03,4.91514221e-03,1.23194100e-02,1.12795127e-02,5.93095955e-03,4.28177100e-03,6.84925009e-04
6.5,20.0,500.0,360.0,MEAN,5.0,1.53113542e-04,1.03323354e-04,1.30018777e-04,6.98801800e-04,9.97504251e-04,7.75574547e-04,7.51946159e-04,1.22366567e-04
6.5,20.0,5.0,570.0,MEAN,5.0,1.28930189e+00,1.48494078e+00,1.47876580e+00,3.20797738e+00,3.73395270e+00,1.54656478e+00,4.33921273e-01,3.44585512e-02
6.5,20.0,20.0,570.0,MEAN,5.0,2.42998230e-01,2.82695542e-01,3.70301141e-01,6.89939199e-01,6.26173013e-01,2.52978462e-01,9.84243189e-02,1.13134726e-02
6.5,20.0,50.0,570.0,MEAN,5.0,5.89060097e-02,6.65585689e-02,9.99483543e-02,1.83297531e-01,1.52073164e-01,6.41606676e-02,3.15421845e-02,4.29778155e-03
6.5,20.0,100.0,570.0,MEAN,5.0,1.62999624e-02,1.73550366e-02,2.75475729e-02,5.48862421e-02,4.55022238e-02,2.07467338e-02,1.22893763e-02,1.84123494e-03
6.5,20.0,200.0,570.0,MEAN,5.0,3.31164625e-03,3.13530325e-03,4.91514221e-03,1.23194100e-02,1.12795127e-02,5.93095955e-03,4.28177100e-03,6.84925009e-04
6.5,20.0,500.0,570.0,MEAN,5.0,1.53113542e-04,1.03323354e-04,1.30018777e-04,6.98801800e-04,9.97504251e-04,7.75574547e-04,7.51946159e-04,1.22366567e-04
6.5,20.0,5.0,800.0,MEAN,5.0,1.02132510e+00,1.33159157e+00,1.37328794e+00,1.92445082e+00,2.39520154e+00,1.06187498e+00,2.99424745e-01,2.56298372e-02
6.5,20.0,20.0,800.0,MEAN,5.0,1.92491916e-01,2.53501691e-01,3.43888188e-01,4.13891340e-01,4.01668336e-01,1.73695602e-01,6.79171050e-02,8.41481868e-03
