rup_hypo_depth,rup_mag,dist_rrup,result_type,component_type,damping,0.01,0.02,0.03,0.05,0.075,0.1,0.15,0.2,0.25,0.3003,0.4,0.5,0.75,1,1.4993,2,3.003,4,pga
5,7,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,7,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,7,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,7,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,7,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,7,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
5,8,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.948665058,1.009223046,0.992414226,0.919652486,0.876133954,0.856561655,0.83745005,0.827549082,0.823174171,0.819250202,0.816036157,0.81097047,0.804753956,0.802911422,0.804061275,0.802220646,0.798300033,0.796003667,0.948665058
15,4,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,4,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,4,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,4,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,4,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,4,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,5,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,6,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,7,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,0.0002,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,5,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,20,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,50,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,100,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
15,8,400,TOTAL_STDDEV,AVERAGE_HORIZONTAL,5,0.841134334,0.897317411,0.884192715,0.819259776,0.78103715,0.765149026,0.753175501,0.74764938,0.747419121,0.747190914,0.747879638,0.742583692,0.734064767,0.73222206,0.727852617,0.723472236,0.716784789,0.713110603,0.841134334
