PGA,SA0.2,SA0.5,SA1.0,SA2.0
0.240405724,0.24583823,0.152726394,0.107435809,0.122604139
0.240269225,0.245804619,0.152725676,0.10740666,0.122598177
0.240109587,0.245761714,0.152724626,0.107371987,0.122590525
0.239924868,0.245707678,0.152723119,0.1073312,0.122580839
0.239713739,0.245640666,0.152721,0.107283838,0.122568768
0.239475841,0.245559026,0.152718089,0.107229657,0.122553992
0.239212195,0.245461587,0.152714194,0.107168742,0.122536278
0.238925653,0.245348034,0.152709139,0.107101634,0.122515547
0.238621313,0.245219339,0.152702807,0.107029455,0.122491959
0.238306834,0.245078203,0.152695196,0.106954004,0.122465998
0.237992534,0.244929382,0.15268648,0.106877806,0.122438535
0.237691142,0.244779795,0.152677058,0.106804063,0.122410851
0.237417134,0.244638251,0.152667574,0.106736492,0.122384592
0.237185593,0.244514714,0.15265887,0.106679024,0.122361628
0.237010688,0.244419126,0.152651874,0.106635392,0.122343832
0.236903984,0.244359954,0.152647433,0.106608669,0.122332803
0.236872887,0.24434277,0.152646128,0.10660083,0.122329595
0.236919568,0.244369238,0.152648136,0.10661245,0.122334524
0.237040642,0.244436802,0.152653186,0.106642619,0.122347105
0.237227664,0.244539163,0.152660625,0.106689074,0.122366146
0.23746833,0.244667412,0.152669574,0.10674854,0.122389963
0.237748089,0.244811483,0.15267911,0.106817177,0.122416661
0.238051822,0.244961573,0.152688427,0.106891041,0.1224444
0.23836529,0.245109234,0.152696932,0.106966473,0.122471603
0.238676174,0.245248,0.152704276,0.107040371,0.122497073
0.238974642,0.245373572,0.152710328,0.107110321,0.122520021
0.239253511,0.245483652,0.152715122,0.107174627,0.122540037
0.239508092,0.245577577,0.15271879,0.107232243,0.122557014
0.239735842,0.245655879,0.152721515,0.107282671,0.122571065
0.239935931,0.245719853,0.152723488,0.107325831,0.122582439
0.240108804,0.245771209,0.152724884,0.107361936,0.122591456
0.240255769,0.245811794,0.152725853,0.107391389,0.122598456
0.240378664,0.245843416,0.152726514,0.107414689,0.122603766
0.24047959,0.245867727,0.152726957,0.107432371,0.12260768
0.240560716,0.245886173,0.152727251,0.107444958,0.122610445
0.240624144,0.24589997,0.152727442,0.107452936,0.122612266
0.240671825,0.245910117,0.152727565,0.10745674,0.122613302
0.240705512,0.245917411,0.152727643,0.107456751,0.122613676
0.240726747,0.24592248,0.15272769,0.107453305,0.122613475
0.240736864,0.245925804,0.152727718,0.107446701,0.122612763
0.240737004,0.245927748,0.152727732,0.107437221,0.122611587
0.240728145,0.245928581,0.152727736,0.107425144,0.12260998
0.240711127,0.245928503,0.152727734,0.107410771,0.122607976
0.240686683,0.245927656,0.152727725,0.107394442,0.122605611
0.240655462,0.245926143,0.152727712,0.107376549,0.122602932
0.240618052,0.245924032,0.152727695,0.107357555,0.122600003
0.240574983,0.24592137,0.152727673,0.107337998,0.122596912
0.240526738,0.245918182,0.152727646,0.107318494,0.122593772
0.240473737,0.245914474,0.152727614,0.107299724,0.122590721
0.240416322,0.245910228,0.152727577,0.107282422,0.122587926
0.240354736,0.245905399,0.152727534,0.107267344,0.122585573
0.240289092,0.245899908,0.152727482,0.107255238,0.122583864
0.240219354,0.245893634,0.152727418,0.107246802,0.122583005
0.240145324,0.24588641,0.152727337,0.107242645,0.122583197
0.240066647,0.245878018,0.152727233,0.107243246,0.122584624
0.239982844,0.245868194,0.152727095,0.107248919,0.122587442
0.239893373,0.245856638,0.152726911,0.107259788,0.122591767
0.239797725,0.24584304,0.152726665,0.107275774,0.12259767
0.239695551,0.245827111,0.15272634,0.107296588,0.122605167
0.239586813,0.245808632,0.152725917,0.107321738,0.12261421
0.239471942,0.245787509,0.152725381,0.107350549,0.122624682
0.239351991,0.245763835,0.152724721,0.107382182,0.122636389
0.239228749,0.245737946,0.152723933,0.107415665,0.122649053
0.239104796,0.245710467,0.152723031,0.107449929,0.122662308
0.238983463,0.245682322,0.152722041,0.10748384,0.122675705
0.238868696,0.245654718,0.152721012,0.107516248,0.122688721
0.2387648,0.245629067,0.152720008,0.107546025,0.122700792
0.238676082,0.245606869,0.152719104,0.107572122,0.122711346
0.238606434,0.245589558,0.15271838,0.107593613,0.122719854
0.238558901,0.245578323,0.152717904,0.107609746,0.122725888
0.238535299,0.245573952,0.152717725,0.107619975,0.12272917
0.238535953,0.24557672,0.152717862,0.107623984,0.122729602
0.238559595,0.245586335,0.1527183,0.107621692,0.122727282
0.238603446,0.245601975,0.152718994,0.107613236,0.122722487
0.238663473,0.245622394,0.152719878,0.107598942,0.122715638
0.238734777,0.245646069,0.152720871,0.107579279,0.122707244
0.238812045,0.245671377,0.152721897,0.107554821,0.122697845
0.238890024,0.245696763,0.152722887,0.107526197,0.122687958
0.238963935,0.245720866,0.152723789,0.107494068,0.122678036
0.239029812,0.245742613,0.15272457,0.107459104,0.12266844
0.239084727,0.245761256,0.152725214,0.10742198,0.122659434
0.239126914,0.245776382,0.152725719,0.107383382,0.122651186
0.239155781,0.245787882,0.152726094,0.107344011,0.122643785
0.23917185,0.245795912,0.152726353,0.107304599,0.122637253
0.239176624,0.245800839,0.152726517,0.107265908,0.122631572
0.239172398,0.245803187,0.152726604,0.107228733,0.122626696
0.239162041,0.245803581,0.152726635,0.10719388,0.122622565
0.239148754,0.245802697,0.152726629,0.107162141,0.122619119
0.239135817,0.245801214,0.152726602,0.107134256,0.122616297
0.239126341,0.245799764,0.152726569,0.107110865,0.122614044
0.239123044,0.245798902,0.152726542,0.107092458,0.122612312
0.239128054,0.245799062,0.15272653,0.107079331,0.122611049
0.23914276,0.245800546,0.152726539,0.107071548,0.122610209
0.23916772,0.245803503,0.152726572,0.107068916,0.122609739
0.239202629,0.245807935,0.152726628,0.107070978,0.122609582
0.239246332,0.245813709,0.152726705,0.107077017,0.122609678
0.239296906,0.245820578,0.152726798,0.107086085,0.122609959
0.239351754,0.24582821,0.1527269,0.107097024,0.122610354
0.239407735,0.245836216,0.152727005,0.10710851,0.122610788
0.239461283,0.245844184,0.152727108,0.107119076,0.122611183
0.239508513,0.245851692,0.152727202,0.10712714,0.122611457
0.239545295,0.245858329,0.152727282,0.107131009,0.122611522
0.239567286,0.245863689,0.152727343,0.107128868,0.12261128
0.239569922,0.245867365,0.152727381,0.10711875,0.122610614
0.239548361,0.245868925,0.152727389,0.107098488,0.122609382
0.239497385,0.245867875,0.152727358,0.107065643,0.122607403
0.239411282,0.245863612,0.152727273,0.107017421,0.12260444
0.239283702,0.245855372,0.15272711,0.106950584,0.122600181
0.239107525,0.245842157,0.152726832,0.10686136,0.122594216
0.238874754,0.245822664,0.152726381,0.106745357,0.122586011
0.238576471,0.245795213,0.152725669,0.106597521,0.122574876
0.238202886,0.245757669,0.152724566,0.106412125,0.12255994
0.237743541,0.245707393,0.152722883,0.106182852,0.122540131
0.237187713,0.245641217,0.152720354,0.105902985,0.122514159
0.236525092,0.245555493,0.152716615,0.105565758,0.122480536
0.235746799,0.245446232,0.152711192,0.105164915,0.122437628
0.234846785,0.245309393,0.152703487,0.104695515,0.122383766
0.233823662,0.24514136,0.152692807,0.104155018,0.122317432
0.232682881,0.244939645,0.15267842,0.10354464,0.122237547
0.231439134,0.24470382,0.152659669,0.102870882,0.122143847
0.230118641,0.244436601,0.152636167,0.102147062,0.122037329
0.228760815,0.244144928,0.15260804,0.101394535,0.121920705
0.227418635,0.243840741,0.15257619,0.100643135,0.121798727
0.226156963,0.243541068,0.152542489,0.09993038,0.121678247
0.22504825,0.243267039,0.152509777,0.099298985,0.121567822
0.224165533,0.243041623,0.152481572,0.098792625,0.121476799
0.223573452,0.242886263,0.152461457,0.098450341,0.12141393
0.223318911,0.242817071,0.152452278,0.098300649,0.121385806
0.223423551,0.242841617,0.152455413,0.098356738,0.121395526
0.223880088,0.242957319,0.152470387,0.098614131,0.121442029
0.224653573,0.243152,0.152495005,0.099051492,0.121520328
0.225687205,0.243406415,0.152525949,0.099634338,0.121622555
0.226911054,0.243697893,0.152559575,0.100320578,0.121739466
0.228251472,0.244004038,0.152592649,0.101066414,0.121861966
0.229639218,0.244305582,0.152622802,0.101831342,0.121982274
0.231015149,0.244588008,0.152648667,0.102581526,0.122094577
0.232333146,0.244841945,0.152669762,0.103291395,0.122195175
0.233560691,0.24506269,0.152686255,0.103943766,0.122282267
0.234677762,0.245249237,0.152698695,0.104528943,0.122355545
0.235674794,0.245403168,0.152707795,0.105043312,0.122415731
0.236550295,0.245527639,0.152714278,0.105487773,0.122464161
0.237308544,0.245626562,0.152718795,0.105866296,0.122502456
0.237957574,0.24570402,0.15272188,0.106184699,0.122532285
0.238507567,0.245763901,0.152723952,0.106449707,0.12255522
0.238969631,0.245809683,0.152725323,0.106668269,0.122572659
0.239354943,0.245844351,0.152726219,0.106847109,0.12258579
0.239674188,0.245870384,0.152726797,0.106992448,0.122595594
0.239937214,0.245889789,0.152727167,0.107109859,0.122602859
0.240152863,0.245904161,0.152727401,0.107204214,0.122608209
0.240328913,0.245914745,0.152727548,0.107279695,0.122612125
0.240472093,0.245922501,0.15272764,0.107339834,0.122614977
0.240588155,0.245928159,0.152727698,0.107387578,0.122617046
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059318,0.245942813,0.152727788,0.107562555,0.12262229
0.241059317,0.245942813,0.152727788,0.107562555,0.12262229
0.241059317,0.245942813,0.152727788,0.107562555,0.12262229
0.241059317,0.245942813,0.152727788,0.107562555,0.12262229
0.241059317,0.245942813,0.152727788,0.107562555,0.12262229
0.241059316,0.245942813,0.152727788,0.107562555,0.12262229
0.241059316,0.245942813,0.152727788,0.107562555,0.12262229
0.241059316,0.245942813,0.152727788,0.107562555,0.12262229
0.241059315,0.245942813,0.152727788,0.107562555,0.12262229
0.241059314,0.245942813,0.152727788,0.107562555,0.12262229
0.241059313,0.245942813,0.152727788,0.107562555,0.12262229
0.241059313,0.245942813,0.152727788,0.107562555,0.12262229
0.241059311,0.245942813,0.152727788,0.107562555,0.12262229
0.24105931,0.245942813,0.152727788,0.107562554,0.12262229
0.241059308,0.245942813,0.152727788,0.107562554,0.12262229
0.241059306,0.245942813,0.152727788,0.107562554,0.12262229
0.241059304,0.245942813,0.152727788,0.107562554,0.12262229
0.241059301,0.245942813,0.152727788,0.107562554,0.12262229
0.241059297,0.245942813,0.152727788,0.107562553,0.12262229
0.241059293,0.245942813,0.152727788,0.107562553,0.12262229
0.241059288,0.245942813,0.152727788,0.107562553,0.12262229
0.241059281,0.245942813,0.152727788,0.107562552,0.12262229
0.241059273,0.245942813,0.152727788,0.107562551,0.12262229
0.241059264,0.245942813,0.152727788,0.107562551,0.12262229
0.241059252,0.245942813,0.152727788,0.107562549,0.12262229
0.241059237,0.245942813,0.152727788,0.107562548,0.12262229
0.241059219,0.245942813,0.152727788,0.107562546,0.12262229
0.241059196,0.245942813,0.152727788,0.107562544,0.12262229
0.241059168,0.245942813,0.152727788,0.107562542,0.12262229
0.241059133,0.245942813,0.152727788,0.107562538,0.12262229
0.241059089,0.245942813,0.152727788,0.107562534,0.12262229
0.241059034,0.245942812,0.152727788,0.107562528,0.12262229
0.241058965,0.245942812,0.152727788,0.107562521,0.12262229
0.241058879,0.245942811,0.152727788,0.107562512,0.12262229
0.241058769,0.245942811,0.152727788,0.1075625,0.12262229
0.241058631,0.24594281,0.152727788,0.107562485,0.12262229
0.241058457,0.245942808,0.152727788,0.107562466,0.122622289
0.241058236,0.245942806,0.152727788,0.10756244,0.122622289
0.241057957,0.245942802,0.152727788,0.107562408,0.122622288
0.241057604,0.245942798,0.152727788,0.107562365,0.122622288
0.241057157,0.245942791,0.152727788,0.10756231,0.122622287
0.241056591,0.245942782,0.152727788,0.107562239,0.122622285
0.241055874,0.245942769,0.152727788,0.107562147,0.122622283
0.241054967,0.24594275,0.152727788,0.107562028,0.12262228
0.241053818,0.245942723,0.152727788,0.107561874,0.122622276
0.241052364,0.245942685,0.152727788,0.107561674,0.12262227
0.241050526,0.245942631,0.152727788,0.107561415,0.122622262
0.241048202,0.245942555,0.152727788,0.107561082,0.12262225
0.241045268,0.245942448,0.152727788,0.10756065,0.122622233
0.241041567,0.245942297,0.152727787,0.107560094,0.122622209
0.241036901,0.245942084,0.152727787,0.107559378,0.122622175
0.241031028,0.245941784,0.152727787,0.107558456,0.122622127
0.241023644,0.245941364,0.152727786,0.107557272,0.122622059
0.241014374,0.245940776,0.152727784,0.107555753,0.122621962
0.241002755,0.245939954,0.152727781,0.107553808,0.122621827
0.24098822,0.245938808,0.152727777,0.107551323,0.122621637
0.240970073,0.245937216,0.15272777,0.107548154,0.122621372
0.240947466,0.24593501,0.152727759,0.107544123,0.122621002
0.240919375,0.245931962,0.152727741,0.10753901,0.122620488
0.240884566,0.24592777,0.152727711,0.107532543,0.122619775
0.240841569,0.245922025,0.152727663,0.107524392,0.122618793
0.240788644,0.245914188,0.152727586,0.107514155,0.122617445
0.240723756,0.245903555,0.152727465,0.107501355,0.122615605
0.240644557,0.245889211,0.152727274,0.107485424,0.122613107
0.240548382,0.245869987,0.152726976,0.107465704,0.122609739
0.240432266,0.245844417,0.152726516,0.107441443,0.122605233
0.240292999,0.245810691,0.152725813,0.107411802,0.122599257
0.24012723,0.245766641,0.152724753,0.107375879,0.122591406
0.239931636,0.245709741,0.15272318,0.107332741,0.12258121
0.23970318,0.245637179,0.152720883,0.107281489,0.122568139
0.239439468,0.245546005,0.152717594,0.107221347,0.12255163
0.23913923,0.245433398,0.152712988,0.107151784,0.12253114
0.238802902,0.245297079,0.152706705,0.107072677,0.122506219
0.238433299,0.245135886,0.152698387,0.106984501,0.12247662
0.238036308,0.24495049,0.152687757,0.106888525,0.122442436
0.237621474,0.24474417,0.152674722,0.106787002,0.122404249
0.237202325,0.244523497,0.152659501,0.106683282,0.122363265
0.236796221,0.244298685,0.152642747,0.106581803,0.122321385
0.236423536,0.244083349,0.152625601,0.106487892,0.122281166
0.236106069,0.243893429,0.15260964,0.106407343,0.122245618
0.235864742,0.243745255,0.152596668,0.106345785,0.122217838
0.235716912,0.243653011,0.152588371,0.106307925,0.122200524
0.235673815,0.243626149,0.152585924,0.106296827,0.122195476
0.235738771,0.243667512,0.152589688,0.106313395,0.122203235
0.235906627,0.243772739,0.15259911,0.106356209,0.12222297
0.236164604,0.243931166,0.152612875,0.106421778,0.122252649
0.236494307,0.244127923,0.152629239,0.106505102,0.122289444
0.236874354,0.244346562,0.152646421,0.106600428,0.122330238
0.237283019,0.244571505,0.152662926,0.106701979,0.122372088
0.237700401,0.244789806,0.152677716,0.106804554,0.122412567
0.238109837,0.244992033,0.152690241,0.106903892,0.12244992
0.238498568,0.245172365,0.152700359,0.10699683,0.122483079
0.238857762,0.245328143,0.152708213,0.107081278,0.122511576
0.23918212,0.245459151,0.152714105,0.107156078,0.122535396
0.239469244,0.245566839,0.152718398,0.107220819,0.122554831
0.239718944,0.245653638,0.152721449,0.107275629,0.122570348
0.239932581,0.245722418,0.15272357,0.107320992,0.122582489
0.240112495,0.245776107,0.152725016,0.107357596,0.122591794
0.24026156,0.245817448,0.152725987,0.107386215,0.122598762
0.240382844,0.245848876,0.152726629,0.107407628,0.122603827
0.240479377,0.245872463,0.152727047,0.107422566,0.122607346
0.240553998,0.245889916,0.152727316,0.107431682,0.122609605
0.240609274,0.245902606,0.152727486,0.10743554,0.122610823
0.240647457,0.24591161,0.152727592,0.10743462,0.122611159
0.240670485,0.245917759,0.152727656,0.107429327,0.122610726
0.240680003,0.24592168,0.152727692,0.107420013,0.1226096
0.240677396,0.245923841,0.152727708,0.107406999,0.122607833
0.240663831,0.245924583,0.152727712,0.107390605,0.12260546
0.240640304,0.245924152,0.152727705,0.107371179,0.122602513
0.240607684,0.245922722,0.15272769,0.107349123,0.122599031
0.240566746,0.245920418,0.152727667,0.107324917,0.122595072
0.240518203,0.245917324,0.152727637,0.107299146,0.122590716
0.240462722,0.245913496,0.152727599,0.107272503,0.122586084
0.240400922,0.24590897,0.152727554,0.107245801,0.122581333
0.240333367,0.245903756,0.152727502,0.107219957,0.122576665
0.240260531,0.245897837,0.152727441,0.107195971,0.122572325
0.240182766,0.245891162,0.15272737,0.107174891,0.122568591
0.240100254,0.245883632,0.152727286,0.107157759,0.122565767
0.240012961,0.245875084,0.152727186,0.107145562,0.122564166
0.239920612,0.245865284,0.15272706,0.107139164,0.122564096
0.239822681,0.245853918,0.152726899,0.107139251,0.122565837
0.239718424,0.245840588,0.152726685,0.107146282,0.122569631
0.239606951,0.24582483,0.152726397,0.107160447,0.122575659
0.239487355,0.245806143,0.152726008,0.107181651,0.122584037
0.23935889,0.245784037,0.152725485,0.107209507,0.122594797
0.239221187,0.245758106,0.152724795,0.107243348,0.122607886
0.239074497,0.245728112,0.152723906,0.107282251,0.122623149
0.238919933,0.24569409,0.152722791,0.107325072,0.122640316
0.238759663,0.245656448,0.152721443,0.107370488,0.122658996
0.238597026,0.245616043,0.152719874,0.107417035,0.12267866
0.238436519,0.245574229,0.152718132,0.107463166,0.122698643
0.238283629,0.245532836,0.152716297,0.107507299,0.122718156
0.238144475,0.245494061,0.152714487,0.107547882,0.122736326
0.238025303,0.24546029,0.152712845,0.107583464,0.122752255
0.237931844,0.245433837,0.152711518,0.107612761,0.122765101
0.237868657,0.245416646,0.152710642,0.107634731,0.122774173
0.237838527,0.245410025,0.152710312,0.107648628,0.122779018
0.237842046,0.245414434,0.152710564,0.107654038,0.122779479
0.237877448,0.24542941,0.152711371,0.107650883,0.122775719
0.237940734,0.245453619,0.152712644,0.107639396,0.122768196
0.238026071,0.245485043,0.152714254,0.107620074,0.122757595
0.238126383,0.245521238,0.152716049,0.107593606,0.12274474
0.238234057,0.245559635,0.152717883,0.107560804,0.122730489
0.238341628,0.245597806,0.152719634,0.107522541,0.122715648
0.238442396,0.245633677,0.152721208,0.107479706,0.122700903
0.238530888,0.245665649,0.152722552,0.107433179,0.12268679
0.238603154,0.245692656,0.152723643,0.107383826,0.122673676
0.238656915,0.245714152,0.152724484,0.10733252,0.122661781
0.238691555,0.245730054,0.152725094,0.107280156,0.122651199
0.238708008,0.245740674,0.152725504,0.107227673,0.122641933
0.238708556,0.245746626,0.152725749,0.107176073,0.122633926
0.238696567,0.245748748,0.152725866,0.107126419,0.122627088
0.238676183,0.24574802,0.152725889,0.107079811,0.122621319
0.238651984,0.245745486,0.152725851,0.107037354,0.122616522
0.238628642,0.245742187,0.152725782,0.107000099,0.122612607
0.238610576,0.245739093,0.152725707,0.106968971,0.122609498
0.238601636,0.245737044,0.152725647,0.106944698,0.122607124
0.238604835,0.245736699,0.152725617,0.10692774,0.122605423
0.23862214,0.245738502,0.152725629,0.10691823,0.122604328
0.238654349,0.245742666,0.152725685,0.106915942,0.122603768
0.238701052,0.245749172,0.152725785,0.106920277,0.122603665
0.238760673,0.245757792,0.152725923,0.10693028,0.122603931
0.238830592,0.245768128,0.152726089,0.106944673,0.122604471
0.238907308,0.245779656,0.152726273,0.10696191,0.122605181
0.238986629,0.245791781,0.152726462,0.106980234,0.122605956
0.239063867,0.245803879,0.152726645,0.106997726,0.122606687
0.239133998,0.245815335,0.152726812,0.10701235,0.122607263
0.239191771,0.245825567,0.152726956,0.107021962,0.122607566
0.239231767,0.245834024,0.152727069,0.107024307,0.12260747
0.239248378,0.245840179,0.152727145,0.107016976,0.122606831
0.23923573,0.245843488,0.152727176,0.106997338,0.12260547
0.239187538,0.245843345,0.152727149,0.106962441,0.122603162
0.239096918,0.245839014,0.152727046,0.106908897,0.122599609
0.238956171,0.245829541,0.152726833,0.106832739,0.122594414
0.238756557,0.245813661,0.152726459,0.106729283,0.122587046
0.238488088,0.245789685,0.152725842,0.106592987,0.122576799
0.23813939,0.245755376,0.152724853,0.106417341,0.122562747
0.23769767,0.245707828,0.152723298,0.106194805,0.122543696
0.237148847,0.245643357,0.152720888,0.105916838,0.122518141
0.236477951,0.245557424,0.152717206,0.105574066,0.122484228
